Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1047¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":160,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Program
1601¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":120,"column":41},"end":{"line":120,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1602¿Identifier¿¿1841¿stdout2¿¿¿{"start":{"line":120,"column":41},"end":{"line":120,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1603¿Identifier¿¿1841¿indexOf¿¿¿{"start":{"line":120,"column":49},"end":{"line":120,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1604¿Identifier¿¿1841¿ipAddress¿¿¿{"start":{"line":120,"column":57},"end":{"line":120,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1605¿VariableDeclarator¿¿1841¿v190¿¿¿{"start":{"line":120,"column":71},"end":{"line":120,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1606¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":120,"column":71},"end":{"line":120,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1607¿Identifier¿¿1841¿ipAddress¿¿¿{"start":{"line":120,"column":71},"end":{"line":120,"column":80},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1608¿Identifier¿¿1841¿length¿¿¿{"start":{"line":120,"column":81},"end":{"line":120,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1609¿VariableDeclarator¿¿1841¿v191¿¿¿{"start":{"line":120,"column":71},"end":{"line":120,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1610¿BinaryExpression¿+¿1841¿¿¿¿{"start":{"line":120,"column":71},"end":{"line":120,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1611¿Identifier¿¿1841¿v190¿¿¿¿¿Identifier
1612¿Identifier¿¿1841¿offset¿¿¿{"start":{"line":120,"column":90},"end":{"line":120,"column":96},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1613¿VariableDeclarator¿¿1841¿v192¿¿¿{"start":{"line":120,"column":41},"end":{"line":120,"column":97},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1614¿BinaryExpression¿+¿1841¿¿¿¿{"start":{"line":120,"column":41},"end":{"line":120,"column":97},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1615¿Identifier¿¿1841¿v189¿¿¿¿¿Identifier
1616¿Identifier¿¿1841¿v191¿¿¿¿¿Identifier
1617¿VariableDeclarator¿¿1841¿v193¿¿¿{"start":{"line":120,"column":23},"end":{"line":120,"column":98},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1618¿CallExpression¿¿1841¿¿¿¿{"start":{"line":120,"column":23},"end":{"line":120,"column":98},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1619¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":120,"column":23},"end":{"line":120,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1620¿Identifier¿¿1841¿stdout2¿¿¿{"start":{"line":120,"column":23},"end":{"line":120,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1621¿Identifier¿¿1841¿substring¿¿¿{"start":{"line":120,"column":31},"end":{"line":120,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1622¿Identifier¿¿1841¿v192¿¿¿¿¿Identifier
1623¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":120,"column":12},"end":{"line":120,"column":132},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1624¿AssignmentExpression¿=¿1841¿¿¿¿{"start":{"line":120,"column":12},"end":{"line":120,"column":131},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿AssignmentExpression
1625¿Identifier¿¿1841¿stdout2¿¿¿{"start":{"line":120,"column":12},"end":{"line":120,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1626¿CallExpression¿¿1841¿¿¿¿{"start":{"line":120,"column":22},"end":{"line":120,"column":131},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1627¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":120,"column":22},"end":{"line":120,"column":109},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1628¿Identifier¿¿1841¿v193¿¿¿¿¿Identifier
1629¿Identifier¿¿1841¿substring¿¿¿{"start":{"line":120,"column":100},"end":{"line":120,"column":109},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1630¿Identifier¿¿1841¿MACADDRESS_LENGTH¿¿¿{"start":{"line":120,"column":110},"end":{"line":120,"column":127},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1631¿Literal¿number¿1841¿¿0¿¿{"start":{"line":120,"column":129},"end":{"line":120,"column":130},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1632¿VariableDeclarator¿¿1841¿v194¿¿¿{"start":{"line":121,"column":12},"end":{"line":121,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1633¿CallExpression¿¿1841¿¿¿¿{"start":{"line":121,"column":12},"end":{"line":121,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1634¿Identifier¿¿1841¿callback¿¿¿{"start":{"line":121,"column":12},"end":{"line":121,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1635¿Literal¿boolean¿1841¿¿false¿¿{"start":{"line":121,"column":21},"end":{"line":121,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1636¿Identifier¿¿1841¿stdout2¿¿¿{"start":{"line":121,"column":28},"end":{"line":121,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1637¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":121,"column":12},"end":{"line":121,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1638¿Identifier¿¿1841¿v194¿¿¿¿¿Identifier
1639¿ReturnStatement¿¿1841¿¿¿¿{"start":{"line":122,"column":12},"end":{"line":122,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1640¿BlockStatement¿¿1841¿¿¿¿{"start":{"line":108,"column":45},"end":{"line":123,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1641¿VariableDeclarator¿¿1837¿ls2¿¿¿{"start":{"line":107,"column":12},"end":{"line":123,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1642¿CallExpression¿¿1837¿¿¿¿{"start":{"line":107,"column":18},"end":{"line":123,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1643¿MemberExpression¿¿1837¿¿¿¿{"start":{"line":107,"column":18},"end":{"line":107,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1644¿Identifier¿¿1837¿cp¿¿¿{"start":{"line":107,"column":18},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1645¿Identifier¿¿1837¿exec¿¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1646¿Literal¿string¿1837¿¿'arp -a'¿¿{"start":{"line":107,"column":26},"end":{"line":107,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1647¿Identifier¿¿1837¿v195¿¿¿¿¿Identifier
1648¿BlockStatement¿¿1837¿¿¿¿{"start":{"line":97,"column":38},"end":{"line":124,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1649¿VariableDeclarator¿¿1835¿ls¿¿¿{"start":{"line":96,"column":8},"end":{"line":124,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1650¿CallExpression¿¿1835¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":124,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1651¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1652¿Identifier¿¿1835¿cp¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1653¿Identifier¿¿1835¿exec¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1654¿Identifier¿¿1835¿v171¿¿¿¿¿Identifier
1655¿Identifier¿¿1835¿v196¿¿¿¿¿Identifier
1656¿BlockStatement¿¿1835¿¿¿¿{"start":{"line":95,"column":55},"end":{"line":125,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1657¿ExpressionStatement¿¿1804¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":125,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1658¿AssignmentExpression¿=¿1804¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":125,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿AssignmentExpression
1659¿MemberExpression¿¿1804¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1660¿Identifier¿¿1804¿macfromip¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1661¿Identifier¿¿1804¿getMacInWin32¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1662¿Identifier¿¿1804¿v197¿¿¿¿¿Identifier
1663¿VariableDeclarator¿exported¿1804¿v216¿¿¿{"start":{"line":127,"column":0},"end":{"line":160,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1664¿FunctionExpression¿¿1804¿anon¿¿¿{"start":{"line":127,"column":19},"end":{"line":160,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1665¿Identifier¿¿0¿ipAddress¿¿¿{"start":{"line":127,"column":28},"end":{"line":127,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1666¿Identifier¿¿0¿callback¿¿¿{"start":{"line":127,"column":39},"end":{"line":127,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1667¿VariableDeclarator¿¿1845¿v198¿¿¿{"start":{"line":129,"column":6},"end":{"line":129,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1668¿CallExpression¿¿1845¿¿¿¿{"start":{"line":129,"column":6},"end":{"line":129,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1669¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":129,"column":6},"end":{"line":129,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1670¿Identifier¿¿1845¿macfromip¿¿¿{"start":{"line":129,"column":6},"end":{"line":129,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1671¿Identifier¿¿1845¿isIpAddress¿¿¿{"start":{"line":129,"column":16},"end":{"line":129,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1672¿Identifier¿¿1845¿ipAddress¿¿¿{"start":{"line":129,"column":28},"end":{"line":129,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1673¿VariableDeclarator¿¿1845¿v199¿¿¿{"start":{"line":129,"column":5},"end":{"line":129,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1674¿UnaryExpression¿!¿1845¿¿¿¿{"start":{"line":129,"column":5},"end":{"line":129,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿UnaryExpression
1675¿Identifier¿¿1845¿v198¿¿¿¿¿Identifier
1676¿IfStatement¿¿1845¿¿¿¿{"start":{"line":129,"column":2},"end":{"line":131,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
1677¿Identifier¿¿1845¿v199¿¿¿¿¿Identifier
1678¿VariableDeclarator¿¿1845¿v200¿¿¿{"start":{"line":130,"column":10},"end":{"line":130,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1679¿NewExpression¿¿1845¿¿¿¿{"start":{"line":130,"column":10},"end":{"line":130,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿NewExpression
1680¿Identifier¿¿1845¿Error¿¿¿{"start":{"line":130,"column":14},"end":{"line":130,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1681¿Literal¿string¿1845¿¿'The value you entered is not a valid IP address'¿¿{"start":{"line":130,"column":20},"end":{"line":130,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1682¿ThrowStatement¿¿1845¿¿¿¿{"start":{"line":130,"column":4},"end":{"line":130,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ThrowStatement
1683¿Identifier¿¿1845¿v200¿¿¿¿¿Identifier
1684¿BlockStatement¿¿1845¿¿¿¿{"start":{"line":129,"column":40},"end":{"line":131,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1685¿VariableDeclarator¿¿1845¿v201¿¿¿{"start":{"line":133,"column":5},"end":{"line":133,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1686¿CallExpression¿¿1845¿¿¿¿{"start":{"line":133,"column":5},"end":{"line":133,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1687¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":133,"column":5},"end":{"line":133,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1688¿Identifier¿¿1845¿macfromip¿¿¿{"start":{"line":133,"column":5},"end":{"line":133,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1689¿Identifier¿¿1845¿ipIsSelf¿¿¿{"start":{"line":133,"column":15},"end":{"line":133,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1690¿Identifier¿¿1845¿ipAddress¿¿¿{"start":{"line":133,"column":24},"end":{"line":133,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1691¿IfStatement¿¿1845¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":135,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
1692¿Identifier¿¿1845¿v201¿¿¿¿¿Identifier
1693¿VariableDeclarator¿¿1845¿v202¿¿¿{"start":{"line":134,"column":12},"end":{"line":134,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1694¿NewExpression¿¿1845¿¿¿¿{"start":{"line":134,"column":12},"end":{"line":134,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿NewExpression
1695¿Identifier¿¿1845¿Error¿¿¿{"start":{"line":134,"column":16},"end":{"line":134,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1696¿Literal¿string¿1845¿¿'The IP address cannot be self'¿¿{"start":{"line":134,"column":22},"end":{"line":134,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1697¿ThrowStatement¿¿1845¿¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ThrowStatement
1698¿Identifier¿¿1845¿v202¿¿¿¿¿Identifier
1699¿BlockStatement¿¿1845¿¿¿¿{"start":{"line":133,"column":35},"end":{"line":135,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1700¿VariableDeclarator¿¿1845¿v203¿¿¿{"start":{"line":137,"column":9},"end":{"line":137,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1701¿CallExpression¿¿1845¿¿¿¿{"start":{"line":137,"column":9},"end":{"line":137,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1702¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":137,"column":9},"end":{"line":137,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1703¿Identifier¿¿1845¿os¿¿¿{"start":{"line":137,"column":9},"end":{"line":137,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1704¿Identifier¿¿1845¿platform¿¿¿{"start":{"line":137,"column":12},"end":{"line":137,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1705¿SwitchStatement¿¿1845¿¿¿¿{"start":{"line":137,"column":2},"end":{"line":159,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿SwitchStatement
1706¿Identifier¿¿1845¿v203¿¿¿¿¿Identifier
1707¿SwitchCase¿¿1845¿¿¿¿{"start":{"line":138,"column":6},"end":{"line":142,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿SwitchCase
1708¿Literal¿string¿1845¿¿'linux'¿¿{"start":{"line":138,"column":11},"end":{"line":138,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1709¿VariableDeclarator¿¿1845¿v205¿¿¿{"start":{"line":139,"column":45},"end":{"line":141,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1710¿FunctionExpression¿¿1845¿anon¿¿¿{"start":{"line":139,"column":45},"end":{"line":141,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1711¿Identifier¿¿0¿err¿¿¿{"start":{"line":139,"column":54},"end":{"line":139,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1712¿Identifier¿¿0¿mac¿¿¿{"start":{"line":139,"column":59},"end":{"line":139,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1713¿VariableDeclarator¿¿1849¿v204¿¿¿{"start":{"line":140,"column":14},"end":{"line":140,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1714¿CallExpression¿¿1849¿¿¿¿{"start":{"line":140,"column":14},"end":{"line":140,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1715¿Identifier¿¿1849¿callback¿¿¿{"start":{"line":140,"column":14},"end":{"line":140,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1716¿Identifier¿¿1849¿err¿¿¿{"start":{"line":140,"column":23},"end":{"line":140,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1717¿Identifier¿¿1849¿mac¿¿¿{"start":{"line":140,"column":28},"end":{"line":140,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1718¿ExpressionStatement¿¿1849¿¿¿¿{"start":{"line":140,"column":14},"end":{"line":140,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1719¿Identifier¿¿1849¿v204¿¿¿¿¿Identifier
1720¿BlockStatement¿¿1849¿¿¿¿{"start":{"line":139,"column":63},"end":{"line":141,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1721¿VariableDeclarator¿¿1845¿v206¿¿¿{"start":{"line":139,"column":10},"end":{"line":141,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1722¿CallExpression¿¿1845¿¿¿¿{"start":{"line":139,"column":10},"end":{"line":141,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1723¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":139,"column":10},"end":{"line":139,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1724¿Identifier¿¿1845¿macfromip¿¿¿{"start":{"line":139,"column":10},"end":{"line":139,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1725¿Identifier¿¿1845¿getMacInLinux¿¿¿{"start":{"line":139,"column":20},"end":{"line":139,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1726¿Identifier¿¿1845¿ipAddress¿¿¿{"start":{"line":139,"column":34},"end":{"line":139,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1727¿Identifier¿¿1845¿v205¿¿¿¿¿Identifier
1728¿ExpressionStatement¿¿1845¿¿¿¿{"start":{"line":139,"column":10},"end":{"line":141,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1729¿Identifier¿¿1845¿v206¿¿¿¿¿Identifier
1730¿BreakStatement¿¿1845¿¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BreakStatement
1731¿SwitchCase¿¿1845¿¿¿¿{"start":{"line":144,"column":6},"end":{"line":148,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿SwitchCase
1732¿Literal¿string¿1845¿¿'win32'¿¿{"start":{"line":144,"column":11},"end":{"line":144,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1733¿VariableDeclarator¿¿1845¿v208¿¿¿{"start":{"line":145,"column":45},"end":{"line":147,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1734¿FunctionExpression¿¿1845¿anon¿¿¿{"start":{"line":145,"column":45},"end":{"line":147,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1735¿Identifier¿¿0¿err¿¿¿{"start":{"line":145,"column":54},"end":{"line":145,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1736¿Identifier¿¿0¿mac¿¿¿{"start":{"line":145,"column":59},"end":{"line":145,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1737¿VariableDeclarator¿¿1852¿v207¿¿¿{"start":{"line":146,"column":14},"end":{"line":146,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1738¿CallExpression¿¿1852¿¿¿¿{"start":{"line":146,"column":14},"end":{"line":146,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1739¿Identifier¿¿1852¿callback¿¿¿{"start":{"line":146,"column":14},"end":{"line":146,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
