Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2004¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":362,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Program
2140¿FunctionExpression¿¿3513¿anon¿¿¿{"start":{"line":53,"column":38},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿FunctionExpression
2141¿Identifier¿¿0¿appender¿¿¿{"start":{"line":53,"column":48},"end":{"line":53,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2142¿VariableDeclarator¿¿3519¿v228¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2143¿UnaryExpression¿typeof¿3519¿¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿UnaryExpression
2144¿Identifier¿¿3519¿appender¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2145¿VariableDeclarator¿¿3519¿v229¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2146¿BinaryExpression¿===¿3519¿¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2147¿Identifier¿¿3519¿v228¿¿¿¿¿Identifier
2148¿Literal¿string¿3519¿¿'function'¿¿{"start":{"line":54,"column":27},"end":{"line":54,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2149¿IfStatement¿¿3519¿¿¿¿{"start":{"line":54,"column":3},"end":{"line":59,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
2150¿Identifier¿¿3519¿v229¿¿¿¿¿Identifier
2151¿ExpressionStatement¿¿3519¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2152¿AssignmentExpression¿=¿3519¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2153¿MemberExpression¿¿3519¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2154¿ThisExpression¿¿3519¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2155¿Identifier¿¿3519¿_propertyAppender¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2156¿Identifier¿¿3519¿appender¿¿¿{"start":{"line":55,"column":31},"end":{"line":55,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2157¿BlockStatement¿¿3519¿¿¿¿{"start":{"line":54,"column":39},"end":{"line":56,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2158¿VariableDeclarator¿¿3519¿v230¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2159¿UnaryExpression¿typeof¿3519¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿UnaryExpression
2160¿Identifier¿¿3519¿appender¿¿¿{"start":{"line":57,"column":19},"end":{"line":57,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2161¿VariableDeclarator¿¿3519¿v231¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2162¿BinaryExpression¿===¿3519¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2163¿Identifier¿¿3519¿v230¿¿¿¿¿Identifier
2164¿Literal¿string¿3519¿¿'object'¿¿{"start":{"line":57,"column":32},"end":{"line":57,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2165¿IfStatement¿¿3519¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":59,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
2166¿Identifier¿¿3519¿v231¿¿¿¿¿Identifier
2167¿VariableDeclarator¿¿3519¿v232¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2168¿CallExpression¿¿3519¿¿¿¿{"start":{"line":58,"column":31},"end":{"line":58,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2169¿Identifier¿¿3519¿propertyAppender¿¿¿{"start":{"line":58,"column":31},"end":{"line":58,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2170¿Identifier¿¿3519¿appender¿¿¿{"start":{"line":58,"column":48},"end":{"line":58,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2171¿ExpressionStatement¿¿3519¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2172¿AssignmentExpression¿=¿3519¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2173¿MemberExpression¿¿3519¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2174¿ThisExpression¿¿3519¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2175¿Identifier¿¿3519¿_propertyAppender¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2176¿Identifier¿¿3519¿v232¿¿¿¿¿Identifier
2177¿BlockStatement¿¿3519¿¿¿¿{"start":{"line":57,"column":42},"end":{"line":59,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2178¿BlockStatement¿¿3519¿¿¿¿¿¿BlockStatement
2179¿ReturnStatement¿¿3519¿¿¿¿{"start":{"line":61,"column":3},"end":{"line":61,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ReturnStatement
2180¿ThisExpression¿¿3519¿¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2181¿BlockStatement¿¿3519¿¿¿¿{"start":{"line":53,"column":58},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2182¿ExpressionStatement¿¿3513¿¿¿¿{"start":{"line":53,"column":0},"end":{"line":62,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2183¿AssignmentExpression¿=¿3513¿¿¿¿{"start":{"line":53,"column":0},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2184¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":53,"column":0},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2185¿Identifier¿¿3513¿v227¿¿¿¿¿Identifier
2186¿Identifier¿¿3513¿appender¿¿¿{"start":{"line":53,"column":27},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2187¿Identifier¿¿3513¿v233¿¿¿¿¿Identifier
2188¿VariableDeclarator¿¿3513¿v234¿¿¿{"start":{"line":72,"column":0},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2189¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":72,"column":0},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2190¿Identifier¿¿3513¿PropertiesReader¿¿¿{"start":{"line":72,"column":0},"end":{"line":72,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2191¿Identifier¿¿3513¿prototype¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2192¿VariableDeclarator¿¿3513¿v242¿¿¿{"start":{"line":72,"column":0},"end":{"line":79,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2193¿FunctionExpression¿¿3513¿anon¿¿¿{"start":{"line":72,"column":36},"end":{"line":79,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿FunctionExpression
2194¿Identifier¿¿0¿sourceFile¿¿¿{"start":{"line":72,"column":46},"end":{"line":72,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2195¿Identifier¿¿0¿encoding¿¿¿{"start":{"line":72,"column":58},"end":{"line":72,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2196¿IfStatement¿¿3523¿¿¿¿{"start":{"line":74,"column":3},"end":{"line":76,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
2197¿Identifier¿¿3523¿sourceFile¿¿¿{"start":{"line":74,"column":7},"end":{"line":74,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2198¿VariableDeclarator¿¿3523¿v235¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2199¿UnaryExpression¿typeof¿3523¿¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿UnaryExpression
2200¿Identifier¿¿3523¿encoding¿¿¿{"start":{"line":75,"column":51},"end":{"line":75,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2201¿VariableDeclarator¿¿3523¿v236¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2202¿BinaryExpression¿===¿3523¿¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2203¿Identifier¿¿3523¿v235¿¿¿¿¿Identifier
2204¿Literal¿string¿3523¿¿'string'¿¿{"start":{"line":75,"column":64},"end":{"line":75,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2205¿VariableDeclarator¿¿3523¿v237¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2206¿LogicalExpression¿&&¿3523¿¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿LogicalExpression
2207¿Identifier¿¿3523¿v236¿¿¿¿¿Identifier
2208¿Identifier¿¿3523¿encoding¿¿¿{"start":{"line":75,"column":76},"end":{"line":75,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2209¿VariableDeclarator¿¿3523¿v238¿¿¿{"start":{"line":75,"column":88},"end":{"line":75,"column":102},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2210¿MemberExpression¿¿3523¿¿¿¿{"start":{"line":75,"column":88},"end":{"line":75,"column":102},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2211¿ThisExpression¿¿3523¿¿¿¿{"start":{"line":75,"column":88},"end":{"line":75,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2212¿Identifier¿¿3523¿_encoding¿¿¿{"start":{"line":75,"column":93},"end":{"line":75,"column":102},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2213¿VariableDeclarator¿¿3523¿v239¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":102},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2214¿LogicalExpression¿||¿3523¿¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":102},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿LogicalExpression
2215¿Identifier¿¿3523¿v237¿¿¿¿¿Identifier
2216¿Identifier¿¿3523¿v238¿¿¿¿¿Identifier
2217¿VariableDeclarator¿¿3523¿v240¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":103},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2218¿CallExpression¿¿3523¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":103},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2219¿MemberExpression¿¿3523¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2220¿Identifier¿¿3523¿fs¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2221¿Identifier¿¿3523¿readFileSync¿¿¿{"start":{"line":75,"column":19},"end":{"line":75,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2222¿Identifier¿¿3523¿sourceFile¿¿¿{"start":{"line":75,"column":32},"end":{"line":75,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2223¿Identifier¿¿3523¿v239¿¿¿¿¿Identifier
2224¿VariableDeclarator¿¿3523¿v241¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":104},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2225¿CallExpression¿¿3523¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":104},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2226¿MemberExpression¿¿3523¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2227¿ThisExpression¿¿3523¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2228¿Identifier¿¿3523¿read¿¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2229¿Identifier¿¿3523¿v240¿¿¿¿¿Identifier
2230¿ExpressionStatement¿¿3523¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":105},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2231¿Identifier¿¿3523¿v241¿¿¿¿¿Identifier
2232¿BlockStatement¿¿3523¿¿¿¿{"start":{"line":74,"column":19},"end":{"line":76,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2233¿ReturnStatement¿¿3523¿¿¿¿{"start":{"line":78,"column":3},"end":{"line":78,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ReturnStatement
2234¿ThisExpression¿¿3523¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2235¿BlockStatement¿¿3523¿¿¿¿{"start":{"line":72,"column":68},"end":{"line":79,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2236¿ExpressionStatement¿¿3513¿¿¿¿{"start":{"line":72,"column":0},"end":{"line":79,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2237¿AssignmentExpression¿=¿3513¿¿¿¿{"start":{"line":72,"column":0},"end":{"line":79,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2238¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":72,"column":0},"end":{"line":72,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
