Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1742¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":334,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Program
1876¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":45,"column":21},"end":{"line":45,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
1877¿Identifier¿¿3086¿v190¿¿¿¿¿Identifier
1878¿Identifier¿¿3086¿v189¿¿¿¿¿Identifier
1879¿BlockStatement¿¿3086¿¿¿¿¿¿BlockStatement
1880¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":45,"column":21},"end":{"line":45,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
1881¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":45,"column":21},"end":{"line":45,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
1882¿Identifier¿¿3086¿v190¿¿¿¿¿Identifier
1883¿Literal¿string¿3086¿¿'mpv --version'¿¿{"start":{"line":45,"column":70},"end":{"line":45,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1884¿BlockStatement¿¿3086¿¿¿¿¿¿BlockStatement
1885¿VariableDeclarator¿¿3086¿v191¿¿¿{"start":{"line":45,"column":88},"end":{"line":45,"column":106},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1886¿ObjectExpression¿¿3086¿¿¿¿{"start":{"line":45,"column":88},"end":{"line":45,"column":106},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ObjectExpression
1887¿Property¿¿3086¿¿¿¿{"start":{"line":45,"column":89},"end":{"line":45,"column":105},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Property
1888¿Identifier¿¿3086¿encoding¿¿¿{"start":{"line":45,"column":89},"end":{"line":45,"column":97},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1889¿Literal¿string¿3086¿¿'utf8'¿¿{"start":{"line":45,"column":99},"end":{"line":45,"column":105},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1890¿VariableDeclarator¿¿3086¿output¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":107},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1891¿CallExpression¿¿3086¿¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":107},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
1892¿Identifier¿¿3086¿exec¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1893¿Identifier¿¿3086¿v190¿¿¿¿¿Identifier
1894¿Identifier¿¿3086¿v191¿¿¿¿¿Identifier
1895¿VariableDeclarator¿¿3086¿v192¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1896¿CallExpression¿¿3086¿¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
1897¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
1898¿Identifier¿¿3086¿output¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1899¿Identifier¿¿3086¿match¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1900¿Literal¿object¿3086¿¿/UNKNOWN/¿¿{"start":{"line":48,"column":18},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1901¿VariableDeclarator¿¿3086¿v193¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1902¿BinaryExpression¿==¿3086¿¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BinaryExpression
1903¿Identifier¿¿3086¿v192¿¿¿¿¿Identifier
1904¿Literal¿object¿3086¿¿null¿¿{"start":{"line":48,"column":32},"end":{"line":48,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1905¿IfStatement¿¿3086¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":80,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
1906¿Identifier¿¿3086¿v193¿¿¿¿¿Identifier
1907¿VariableDeclarator¿¿3086¿v194¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1908¿CallExpression¿¿3086¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
1909¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
1910¿Identifier¿¿3086¿output¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1911¿Identifier¿¿3086¿match¿¿¿{"start":{"line":50,"column":23},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1912¿Literal¿object¿3086¿¿/\d\.*\.*/¿¿{"start":{"line":50,"column":29},"end":{"line":50,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1913¿VariableDeclarator¿¿3086¿start¿¿¿{"start":{"line":50,"column":7},"end":{"line":50,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1914¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
1915¿Identifier¿¿3086¿v194¿¿¿¿¿Identifier
1916¿Identifier¿¿3086¿index¿¿¿{"start":{"line":50,"column":42},"end":{"line":50,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1917¿VariableDeclarator¿¿3086¿v195¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1918¿CallExpression¿¿3086¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
1919¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
1920¿Identifier¿¿3086¿output¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1921¿Identifier¿¿3086¿match¿¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1922¿Literal¿object¿3086¿¿/\(C\)/¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1923¿VariableDeclarator¿¿3086¿end¿¿¿{"start":{"line":51,"column":7},"end":{"line":51,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1924¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":51,"column":15},"end":{"line":51,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
1925¿Identifier¿¿3086¿v195¿¿¿¿¿Identifier
1926¿Identifier¿¿3086¿index¿¿¿{"start":{"line":51,"column":39},"end":{"line":51,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1927¿VariableDeclarator¿¿3086¿v196¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1928¿CallExpression¿¿3086¿¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
1929¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
1930¿Identifier¿¿3086¿output¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1931¿Identifier¿¿3086¿substr¿¿¿{"start":{"line":54,"column":39},"end":{"line":54,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1932¿Identifier¿¿3086¿start¿¿¿{"start":{"line":54,"column":46},"end":{"line":54,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1933¿Identifier¿¿3086¿end¿¿¿{"start":{"line":54,"column":53},"end":{"line":54,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1934¿VariableDeclarator¿¿3086¿v197¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1935¿CallExpression¿¿3086¿¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
1936¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
1937¿Identifier¿¿3086¿v196¿¿¿¿¿Identifier
1938¿Identifier¿¿3086¿split¿¿¿{"start":{"line":54,"column":58},"end":{"line":54,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1939¿Literal¿string¿3086¿¿'.'¿¿{"start":{"line":54,"column":64},"end":{"line":54,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1940¿VariableDeclarator¿¿3086¿v198¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1941¿MemberExpression¿computed¿3086¿¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
1942¿Identifier¿¿3086¿v197¿¿¿¿¿Identifier
1943¿Literal¿number¿3086¿¿1¿¿{"start":{"line":54,"column":69},"end":{"line":54,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1944¿VariableDeclarator¿¿3086¿versionNumber¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1945¿CallExpression¿¿3086¿¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
1946¿Identifier¿¿3086¿parseInt¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1947¿Identifier¿¿3086¿v198¿¿¿¿¿Identifier
1948¿VariableDeclarator¿¿3086¿v199¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1949¿CallExpression¿¿3086¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
1950¿Identifier¿¿3086¿isNaN¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1951¿Identifier¿¿3086¿versionNumber¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1952¿IfStatement¿¿3086¿¿¿¿{"start":{"line":59,"column":3},"end":{"line":72,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
1953¿Identifier¿¿3086¿v199¿¿¿¿¿Identifier
1954¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
1955¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
1956¿Identifier¿¿3086¿ipcCommand¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1957¿Literal¿string¿3086¿¿'--input-unix-socket'¿¿{"start":{"line":60,"column":17},"end":{"line":60,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1958¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":59,"column":27},"end":{"line":61,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
1959¿VariableDeclarator¿¿3086¿v200¿¿¿{"start":{"line":65,"column":7},"end":{"line":65,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1960¿BinaryExpression¿>=¿3086¿¿¿¿{"start":{"line":65,"column":7},"end":{"line":65,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BinaryExpression
1961¿Identifier¿¿3086¿versionNumber¿¿¿{"start":{"line":65,"column":7},"end":{"line":65,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1962¿Literal¿number¿3086¿¿17¿¿{"start":{"line":65,"column":24},"end":{"line":65,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1963¿IfStatement¿¿3086¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
1964¿Identifier¿¿3086¿v200¿¿¿¿¿Identifier
1965¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":66,"column":5},"end":{"line":66,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
1966¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":66,"column":5},"end":{"line":66,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
1967¿Identifier¿¿3086¿ipcCommand¿¿¿{"start":{"line":66,"column":5},"end":{"line":66,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1968¿Literal¿string¿3086¿¿'--input-ipc-server'¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1969¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":65,"column":27},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
1970¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
1971¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
1972¿Identifier¿¿3086¿ipcCommand¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1973¿Literal¿string¿3086¿¿'--input-unix-socket'¿¿{"start":{"line":70,"column":18},"end":{"line":70,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1974¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
1975¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":63,"column":7},"end":{"line":72,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
1976¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":48,"column":37},"end":{"line":74,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
1977¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":79,"column":3},"end":{"line":79,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
1978¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":79,"column":3},"end":{"line":79,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
1979¿Identifier¿¿3086¿ipcCommand¿¿¿{"start":{"line":79,"column":3},"end":{"line":79,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
1980¿Literal¿string¿3086¿¿'--input-ipc-server'¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1981¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":78,"column":6},"end":{"line":80,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
1982¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":40,"column":5},"end":{"line":82,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
1983¿VariableDeclarator¿¿3086¿v201¿¿¿{"start":{"line":85,"column":16},"end":{"line":92,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
1984¿ObjectExpression¿¿3086¿¿¿¿¿¿ObjectExpression
1985¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":92,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
1986¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":92,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
1987¿MemberExpression¿computed¿3086¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":92,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
1988¿Identifier¿¿3086¿v201¿¿¿¿¿Identifier
1989¿Literal¿string¿3086¿¿'debug'¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1990¿Literal¿boolean¿3086¿¿false¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1991¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":92,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
1992¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":92,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
1993¿MemberExpression¿computed¿3086¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":92,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
1994¿Identifier¿¿3086¿v201¿¿¿¿¿Identifier
1995¿Literal¿string¿3086¿¿'verbose'¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1996¿Literal¿boolean¿3086¿¿false¿¿{"start":{"line":87,"column":13},"end":{"line":87,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
1997¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":92,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
1998¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":92,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
1999¿MemberExpression¿computed¿3086¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":92,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
