Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
857¿Program¿¿-1¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":159,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Program
1443¿MemberExpression¿computed¿1549¿¿¿¿{"start":{"line":147,"column":4},"end":{"line":147,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1444¿Identifier¿¿1549¿object¿¿¿{"start":{"line":147,"column":4},"end":{"line":147,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1445¿Identifier¿¿1549¿key¿¿¿{"start":{"line":147,"column":11},"end":{"line":147,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1446¿Identifier¿¿1549¿value¿¿¿{"start":{"line":147,"column":18},"end":{"line":147,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1447¿BlockStatement¿¿1549¿¿¿¿{"start":{"line":146,"column":25},"end":{"line":148,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1448¿VariableDeclarator¿¿1549¿v187¿¿¿{"start":{"line":149,"column":15},"end":{"line":149,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1449¿MemberExpression¿computed¿1549¿¿¿¿{"start":{"line":149,"column":15},"end":{"line":149,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1450¿Identifier¿¿1549¿object¿¿¿{"start":{"line":149,"column":15},"end":{"line":149,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1451¿Identifier¿¿1549¿key¿¿¿{"start":{"line":149,"column":22},"end":{"line":149,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1452¿VariableDeclarator¿¿1549¿v188¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1453¿UnaryExpression¿typeof¿1549¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿UnaryExpression
1454¿Identifier¿¿1549¿v187¿¿¿¿¿Identifier
1455¿VariableDeclarator¿¿1549¿v189¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1456¿BinaryExpression¿===¿1549¿¿¿¿{"start":{"line":149,"column":8},"end":{"line":149,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1457¿Identifier¿¿1549¿v188¿¿¿¿¿Identifier
1458¿Literal¿string¿1549¿¿'undefined'¿¿{"start":{"line":149,"column":31},"end":{"line":149,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1459¿IfStatement¿¿1549¿¿¿¿{"start":{"line":149,"column":4},"end":{"line":151,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1460¿Identifier¿¿1549¿v189¿¿¿¿¿Identifier
1461¿VariableDeclarator¿¿1549¿v190¿¿¿{"start":{"line":150,"column":20},"end":{"line":150,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1462¿ObjectExpression¿¿1549¿¿¿¿¿¿ObjectExpression
1463¿ExpressionStatement¿¿1549¿¿¿¿{"start":{"line":150,"column":6},"end":{"line":150,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1464¿AssignmentExpression¿=¿1549¿¿¿¿{"start":{"line":150,"column":6},"end":{"line":150,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1465¿MemberExpression¿computed¿1549¿¿¿¿{"start":{"line":150,"column":6},"end":{"line":150,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1466¿Identifier¿¿1549¿object¿¿¿{"start":{"line":150,"column":6},"end":{"line":150,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1467¿Identifier¿¿1549¿key¿¿¿{"start":{"line":150,"column":13},"end":{"line":150,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1468¿Identifier¿¿1549¿v190¿¿¿¿¿Identifier
1469¿BlockStatement¿¿1549¿¿¿¿{"start":{"line":149,"column":44},"end":{"line":151,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1470¿VariableDeclarator¿¿1549¿v191¿¿¿{"start":{"line":153,"column":15},"end":{"line":153,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1471¿MemberExpression¿computed¿1549¿¿¿¿{"start":{"line":153,"column":15},"end":{"line":153,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1472¿Identifier¿¿1549¿object¿¿¿{"start":{"line":153,"column":15},"end":{"line":153,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1473¿Identifier¿¿1549¿key¿¿¿{"start":{"line":153,"column":22},"end":{"line":153,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1474¿VariableDeclarator¿¿1549¿v192¿¿¿{"start":{"line":153,"column":8},"end":{"line":153,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1475¿UnaryExpression¿typeof¿1549¿¿¿¿{"start":{"line":153,"column":8},"end":{"line":153,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿UnaryExpression
1476¿Identifier¿¿1549¿v191¿¿¿¿¿Identifier
1477¿VariableDeclarator¿¿1549¿v193¿¿¿{"start":{"line":153,"column":8},"end":{"line":153,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1478¿BinaryExpression¿!==¿1549¿¿¿¿{"start":{"line":153,"column":8},"end":{"line":153,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1479¿Identifier¿¿1549¿v192¿¿¿¿¿Identifier
1480¿Literal¿string¿1549¿¿'object'¿¿{"start":{"line":153,"column":31},"end":{"line":153,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1481¿VariableDeclarator¿¿1549¿v194¿¿¿{"start":{"line":153,"column":43},"end":{"line":153,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1482¿MemberExpression¿computed¿1549¿¿¿¿{"start":{"line":153,"column":43},"end":{"line":153,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1483¿Identifier¿¿1549¿object¿¿¿{"start":{"line":153,"column":43},"end":{"line":153,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1484¿Identifier¿¿1549¿key¿¿¿{"start":{"line":153,"column":50},"end":{"line":153,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1485¿VariableDeclarator¿¿1549¿v195¿¿¿{"start":{"line":153,"column":43},"end":{"line":153,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1486¿BinaryExpression¿===¿1549¿¿¿¿{"start":{"line":153,"column":43},"end":{"line":153,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1487¿Identifier¿¿1549¿v194¿¿¿¿¿Identifier
1488¿Literal¿object¿1549¿¿null¿¿{"start":{"line":153,"column":59},"end":{"line":153,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1489¿VariableDeclarator¿¿1549¿v196¿¿¿{"start":{"line":153,"column":8},"end":{"line":153,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1490¿LogicalExpression¿||¿1549¿¿¿¿{"start":{"line":153,"column":8},"end":{"line":153,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿LogicalExpression
1491¿Identifier¿¿1549¿v193¿¿¿¿¿Identifier
1492¿Identifier¿¿1549¿v195¿¿¿¿¿Identifier
1493¿IfStatement¿¿1549¿¿¿¿{"start":{"line":153,"column":4},"end":{"line":155,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1494¿Identifier¿¿1549¿v196¿¿¿¿¿Identifier
1495¿ReturnStatement¿¿1549¿¿¿¿{"start":{"line":154,"column":6},"end":{"line":154,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1496¿Literal¿boolean¿1549¿¿false¿¿{"start":{"line":154,"column":13},"end":{"line":154,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1497¿BlockStatement¿¿1549¿¿¿¿{"start":{"line":153,"column":65},"end":{"line":155,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1498¿VariableDeclarator¿¿1549¿v197¿¿¿{"start":{"line":157,"column":15},"end":{"line":157,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1499¿MemberExpression¿computed¿1549¿¿¿¿{"start":{"line":157,"column":15},"end":{"line":157,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1500¿Identifier¿¿1549¿object¿¿¿{"start":{"line":157,"column":15},"end":{"line":157,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1501¿Identifier¿¿1549¿key¿¿¿{"start":{"line":157,"column":22},"end":{"line":157,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1502¿VariableDeclarator¿¿1549¿v198¿¿¿{"start":{"line":157,"column":11},"end":{"line":157,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1503¿CallExpression¿¿1549¿¿¿¿{"start":{"line":157,"column":11},"end":{"line":157,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1504¿Identifier¿¿1549¿put¿¿¿{"start":{"line":157,"column":11},"end":{"line":157,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1505¿Identifier¿¿1549¿v197¿¿¿¿¿Identifier
1506¿Identifier¿¿1549¿path¿¿¿{"start":{"line":157,"column":28},"end":{"line":157,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1507¿Identifier¿¿1549¿value¿¿¿{"start":{"line":157,"column":34},"end":{"line":157,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1508¿ReturnStatement¿¿1549¿¿¿¿{"start":{"line":157,"column":4},"end":{"line":157,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1509¿Identifier¿¿1549¿v198¿¿¿¿¿Identifier
1510¿BlockStatement¿¿1549¿¿¿¿{"start":{"line":148,"column":9},"end":{"line":158,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1511¿BlockStatement¿¿1549¿¿¿¿{"start":{"line":129,"column":65},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1512¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":129,"column":10},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1513¿AssignmentExpression¿=¿1522¿¿¿¿{"start":{"line":129,"column":10},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1514¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":129,"column":10},"end":{"line":129,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1515¿Identifier¿¿1522¿v173¿¿¿¿¿Identifier
1516¿Identifier¿¿1522¿put¿¿¿{"start":{"line":129,"column":25},"end":{"line":129,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1517¿Identifier¿¿1522¿put¿¿¿¿¿Identifier
1518¿VariableDeclarator¿¿1522¿put¿¿¿{"start":{"line":129,"column":4},"end":{"line":159,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1519¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":129,"column":10},"end":{"line":129,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1520¿Identifier¿¿1522¿v173¿¿¿¿¿Identifier
1521¿Identifier¿¿1522¿put¿¿¿{"start":{"line":129,"column":25},"end":{"line":129,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1522¿CFG_F_START¿¿1522¿__main__¿¿¿¿¿CFG_F_START
1523¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1524¿CFG_F_START¿¿1524¿863_anon¿¿¿¿¿CFG_F_START
1525¿CFG_F_END¿¿0¿863_anon¿¿¿¿¿CFG_F_END
1526¿CFG_IF_END¿¿0¿873¿¿¿¿¿CFG_IF_END
1527¿CFG_IF_END¿¿0¿903¿¿¿¿¿CFG_IF_END
1528¿CFG_IF_END¿¿0¿935¿¿¿¿¿CFG_IF_END
1529¿CFG_IF_END¿¿0¿948¿¿¿¿¿CFG_IF_END
1530¿CFG_F_START¿¿1530¿995_anon¿¿¿¿¿CFG_F_START
1531¿CFG_F_END¿¿0¿995_anon¿¿¿¿¿CFG_F_END
1532¿CFG_IF_END¿¿0¿1005¿¿¿¿¿CFG_IF_END
1533¿CFG_IF_END¿¿0¿1035¿¿¿¿¿CFG_IF_END
1534¿CFG_IF_END¿¿0¿1066¿¿¿¿¿CFG_IF_END
1535¿CFG_IF_END¿¿0¿1078¿¿¿¿¿CFG_IF_END
1536¿CFG_IF_END¿¿0¿1091¿¿¿¿¿CFG_IF_END
1537¿CFG_F_START¿¿1537¿1121_anon¿¿¿¿¿CFG_F_START
1538¿CFG_F_END¿¿0¿1121_anon¿¿¿¿¿CFG_F_END
1539¿CFG_IF_END¿¿0¿1131¿¿¿¿¿CFG_IF_END
1540¿CFG_IF_END¿¿0¿1161¿¿¿¿¿CFG_IF_END
1541¿CFG_IF_END¿¿0¿1192¿¿¿¿¿CFG_IF_END
1542¿CFG_IF_END¿¿0¿1200¿¿¿¿¿CFG_IF_END
1543¿CFG_IF_END¿¿0¿1214¿¿¿¿¿CFG_IF_END
1544¿CFG_F_START¿¿1544¿1256_anon¿¿¿¿¿CFG_F_START
1545¿CFG_F_END¿¿0¿1256_anon¿¿¿¿¿CFG_F_END
1546¿CFG_F_START¿¿1546¿1307_anon¿¿¿¿¿CFG_F_START
1547¿CFG_F_END¿¿0¿1307_anon¿¿¿¿¿CFG_F_END
1548¿CFG_IF_END¿¿0¿1231¿¿¿¿¿CFG_IF_END
1549¿CFG_F_START¿¿1549¿1353_anon¿¿¿¿¿CFG_F_START
1550¿CFG_F_END¿¿0¿1353_anon¿¿¿¿¿CFG_F_END
1551¿CFG_IF_END¿¿0¿1364¿¿¿¿¿CFG_IF_END
1552¿CFG_IF_END¿¿0¿1394¿¿¿¿¿CFG_IF_END
1553¿CFG_IF_END¿¿0¿1426¿¿¿¿¿CFG_IF_END
1554¿CFG_IF_END¿¿0¿1459¿¿¿¿¿CFG_IF_END
1555¿CFG_IF_END¿¿0¿1493¿¿¿¿¿CFG_IF_END
1556¿CFG_IF_END¿¿0¿1439¿¿¿¿¿CFG_IF_END
1557¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1558¿PDG_OBJECT¿¿0¿1522.module-o157¿¿¿¿¿PDG_OBJECT
1559¿PDG_OBJECT¿¿0¿1522.module.exports-o158¿¿¿¿¿PDG_OBJECT
1560¿PDG_OBJECT¿¿0¿1524.this-o159¿¿¿¿¿PDG_OBJECT
1561¿PDG_OBJECT¿¿0¿1524.object-o160¿¿¿¿¿PDG_OBJECT
1562¿PDG_OBJECT¿¿0¿1524.path-o161¿¿¿¿¿PDG_OBJECT
1563¿PDG_OBJECT¿¿0¿1522.exists-o162¿¿¿¿¿PDG_OBJECT
1564¿PDG_OBJECT¿¿0¿1522.v100-o163¿¿¿¿¿PDG_OBJECT
1565¿PDG_OBJECT¿¿0¿1522.v100.exists-o164¿¿¿¿¿PDG_OBJECT
1566¿PDG_OBJECT¿¿0¿1530.this-o165¿¿¿¿¿PDG_OBJECT
1567¿PDG_OBJECT¿¿0¿1530.object-o166¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1530.path-o167¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿0¿1522.get-o168¿¿¿¿¿PDG_OBJECT
1570¿PDG_OBJECT¿¿0¿1522.v119-o169¿¿¿¿¿PDG_OBJECT
1571¿PDG_OBJECT¿¿0¿1522.v119.get-o170¿¿¿¿¿PDG_OBJECT
1572¿PDG_OBJECT¿¿0¿1537.this-o171¿¿¿¿¿PDG_OBJECT
1573¿PDG_OBJECT¿¿0¿1537.object-o172¿¿¿¿¿PDG_OBJECT
1574¿PDG_OBJECT¿¿0¿1537.path-o173¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1522.search-o174¿¿¿¿¿PDG_OBJECT
1576¿PDG_OBJECT¿¿0¿1522.v137-o175¿¿¿¿¿PDG_OBJECT
1577¿PDG_OBJECT¿¿0¿1522.v137.search-o176¿¿¿¿¿PDG_OBJECT
1578¿PDG_OBJECT¿¿0¿1549.this-o177¿¿¿¿¿PDG_OBJECT
1579¿PDG_OBJECT¿¿0¿1549.object-o178¿¿¿¿¿PDG_OBJECT
1580¿PDG_OBJECT¿¿0¿1549.path-o179¿¿¿¿¿PDG_OBJECT
1581¿PDG_OBJECT¿¿0¿1549.value-o180¿¿¿¿¿PDG_OBJECT
1582¿PDG_OBJECT¿¿0¿1522.put-o181¿¿¿¿¿PDG_OBJECT
1583¿PDG_OBJECT¿¿0¿1522.v173-o182¿¿¿¿¿PDG_OBJECT
1584¿PDG_OBJECT¿¿0¿1522.v173.put-o183¿¿¿¿¿PDG_OBJECT
1585¿PDG_OBJECT¿¿0¿1524.v102-o184¿¿¿¿¿PDG_OBJECT
1586¿PDG_CALL¿¿1524¿1524.CALL->path.split-o185¿¿¿¿¿PDG_CALL
1587¿PDG_OBJECT¿¿0¿1524.path-o186¿¿¿¿¿PDG_OBJECT
1588¿PDG_OBJECT¿¿0¿1524.v103-o187¿¿¿¿¿PDG_OBJECT
1589¿PDG_OBJECT¿¿0¿1524.path.length-o188¿¿¿¿¿PDG_OBJECT
1590¿PDG_OBJECT¿¿0¿1524.v106-o189¿¿¿¿¿PDG_OBJECT
1591¿PDG_RETURN¿¿0¿1524.RET_OBJ-o190¿¿¿¿¿PDG_RETURN
1592¿PDG_CALL¿¿1524¿1524.CALL->path.slice-o191¿¿¿¿¿PDG_CALL
1593¿PDG_OBJECT¿¿0¿1524.path-o192¿¿¿¿¿PDG_OBJECT
1594¿PDG_CALL¿¿1524¿1524.CALL->path.shift-o193¿¿¿¿¿PDG_CALL
1595¿PDG_OBJECT¿¿0¿1524.key-o194¿¿¿¿¿PDG_OBJECT
1596¿PDG_OBJECT¿¿0¿1524.v109-o195¿¿¿¿¿PDG_OBJECT
1597¿PDG_OBJECT¿¿0¿1524.v110-o196¿¿¿¿¿PDG_OBJECT
1598¿PDG_RETURN¿¿0¿1524.RET_OBJ-o197¿¿¿¿¿PDG_RETURN
1599¿PDG_OBJECT¿¿0¿1524.path.length-o198¿¿¿¿¿PDG_OBJECT
1600¿PDG_OBJECT¿¿0¿1524.v113-o199¿¿¿¿¿PDG_OBJECT
1601¿PDG_OBJECT¿¿0¿1524.Object-o200¿¿¿¿¿PDG_OBJECT
1602¿PDG_OBJECT¿¿0¿1524.Object.hasOwnProperty-o201¿¿¿¿¿PDG_OBJECT
1603¿PDG_OBJECT¿¿0¿1524.v115-o202¿¿¿¿¿PDG_OBJECT
1604¿PDG_OBJECT¿¿0¿1524.v115.0-o203¿¿¿¿¿PDG_OBJECT
1605¿PDG_CALL¿¿1524¿1524.CALL->v114.apply-o204¿¿¿¿¿PDG_CALL
1606¿PDG_OBJECT¿¿0¿1524.v116-o205¿¿¿¿¿PDG_OBJECT
1607¿PDG_RETURN¿¿0¿1524.RET_OBJ-o206¿¿¿¿¿PDG_RETURN
1608¿PDG_OBJECT¿¿0¿1524.object.*-o207¿¿¿¿¿PDG_OBJECT
1609¿PDG_CALL¿¿1524¿1524.CALL->exists-o208¿¿¿¿¿PDG_CALL
1610¿PDG_OBJECT¿¿0¿1524.v118-o209¿¿¿¿¿PDG_OBJECT
1611¿PDG_RETURN¿¿0¿1524.RET_OBJ-o210¿¿¿¿¿PDG_RETURN
1612¿PDG_OBJECT¿¿0¿1530.v121-o211¿¿¿¿¿PDG_OBJECT
1613¿PDG_CALL¿¿1530¿1530.CALL->path.split-o212¿¿¿¿¿PDG_CALL
1614¿PDG_OBJECT¿¿0¿1530.path-o213¿¿¿¿¿PDG_OBJECT
1615¿PDG_OBJECT¿¿0¿1530.v122-o214¿¿¿¿¿PDG_OBJECT
1616¿PDG_OBJECT¿¿0¿1530.path.length-o215¿¿¿¿¿PDG_OBJECT
1617¿PDG_OBJECT¿¿0¿1530.v125-o216¿¿¿¿¿PDG_OBJECT
1618¿PDG_CALL¿¿1530¿1530.CALL->path.slice-o217¿¿¿¿¿PDG_CALL
1619¿PDG_OBJECT¿¿0¿1530.path-o218¿¿¿¿¿PDG_OBJECT
1620¿PDG_CALL¿¿1530¿1530.CALL->path.shift-o219¿¿¿¿¿PDG_CALL
1621¿PDG_OBJECT¿¿0¿1530.key-o220¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1530.v128-o221¿¿¿¿¿PDG_OBJECT
1623¿PDG_OBJECT¿¿0¿1530.v129-o222¿¿¿¿¿PDG_OBJECT
1624¿PDG_OBJECT¿¿0¿1530.path.length-o223¿¿¿¿¿PDG_OBJECT
1625¿PDG_OBJECT¿¿0¿1530.v132-o224¿¿¿¿¿PDG_OBJECT
1626¿PDG_OBJECT¿¿0¿1530.object.*-o225¿¿¿¿¿PDG_OBJECT
1627¿PDG_RETURN¿¿0¿1530.RET_OBJ-o226¿¿¿¿¿PDG_RETURN
1628¿PDG_CALL¿¿1530¿1530.CALL->get-o227¿¿¿¿¿PDG_CALL
1629¿PDG_OBJECT¿¿0¿1530.v136-o228¿¿¿¿¿PDG_OBJECT
1630¿PDG_RETURN¿¿0¿1530.RET_OBJ-o229¿¿¿¿¿PDG_RETURN
1631¿PDG_OBJECT¿¿0¿1537.v139-o230¿¿¿¿¿PDG_OBJECT
1632¿PDG_CALL¿¿1537¿1537.CALL->path.split-o231¿¿¿¿¿PDG_CALL
1633¿PDG_OBJECT¿¿0¿1537.path-o232¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿0¿1537.v140-o233¿¿¿¿¿PDG_OBJECT
1635¿PDG_OBJECT¿¿0¿1537.path.length-o234¿¿¿¿¿PDG_OBJECT
1636¿PDG_OBJECT¿¿0¿1537.v143-o235¿¿¿¿¿PDG_OBJECT
1637¿PDG_CALL¿¿1537¿1537.CALL->path.slice-o236¿¿¿¿¿PDG_CALL
1638¿PDG_OBJECT¿¿0¿1537.path-o237¿¿¿¿¿PDG_OBJECT
1639¿PDG_CALL¿¿1537¿1537.CALL->path.shift-o238¿¿¿¿¿PDG_CALL
1640¿PDG_OBJECT¿¿0¿1537.key-o239¿¿¿¿¿PDG_OBJECT
1641¿PDG_OBJECT¿¿0¿1537.v146-o240¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿0¿1537.v147-o241¿¿¿¿¿PDG_OBJECT
1643¿PDG_OBJECT¿¿0¿1537.v149-o242¿¿¿¿¿PDG_OBJECT
1644¿PDG_OBJECT¿¿0¿1537.v151-o243¿¿¿¿¿PDG_OBJECT
1645¿PDG_CALL¿¿1537¿1537.CALL->RegExp-o244¿¿¿¿¿PDG_CALL
1646¿PDG_OBJECT¿¿0¿1537.key-o245¿¿¿¿¿PDG_OBJECT
1647¿PDG_OBJECT¿¿0¿1537.path.length-o246¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿0¿1537.v153-o247¿¿¿¿¿PDG_OBJECT
1649¿PDG_CALL¿¿1537¿1537.CALL->Object.keys-o248¿¿¿¿¿PDG_CALL
1650¿PDG_OBJECT¿¿0¿1537.v154-o249¿¿¿¿¿PDG_OBJECT
1651¿PDG_OBJECT¿¿0¿1537.key.test-o250¿¿¿¿¿PDG_OBJECT
1652¿PDG_CALL¿¿1537¿1537.CALL->v155.bind-o251¿¿¿¿¿PDG_CALL
1653¿PDG_OBJECT¿¿0¿1537.v156-o252¿¿¿¿¿PDG_OBJECT
1654¿PDG_CALL¿¿1537¿1537.CALL->v154.filter-o253¿¿¿¿¿PDG_CALL
1655¿PDG_OBJECT¿¿0¿1537.v157-o254¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1544.this-o255¿¿¿¿¿PDG_OBJECT
1657¿PDG_OBJECT¿¿0¿1544.k-o256¿¿¿¿¿PDG_OBJECT
1658¿PDG_OBJECT¿¿0¿1537.v159-o257¿¿¿¿¿PDG_OBJECT
1659¿PDG_CALL¿¿1537¿1537.CALL->v157.map-o258¿¿¿¿¿PDG_CALL
1660¿PDG_OBJECT¿¿0¿1537.v160-o259¿¿¿¿¿PDG_OBJECT
1661¿PDG_RETURN¿¿0¿1537.RET_OBJ-o260¿¿¿¿¿PDG_RETURN
1662¿PDG_OBJECT¿¿0¿1537.Array-o261¿¿¿¿¿PDG_OBJECT
1663¿PDG_OBJECT¿¿0¿1537.Array.prototype-o262¿¿¿¿¿PDG_OBJECT
