Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3088¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":166,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Program
3235¿VariableDeclarator¿¿4448¿v372¿¿¿{"start":{"line":25,"column":46},"end":{"line":25,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3236¿CallExpression¿¿4448¿¿¿¿{"start":{"line":25,"column":46},"end":{"line":25,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3237¿MemberExpression¿¿4448¿¿¿¿{"start":{"line":25,"column":46},"end":{"line":25,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3238¿Identifier¿¿4448¿part¿¿¿{"start":{"line":25,"column":46},"end":{"line":25,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3239¿Identifier¿¿4448¿indexOf¿¿¿{"start":{"line":25,"column":51},"end":{"line":25,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3240¿Literal¿string¿4448¿¿'='¿¿{"start":{"line":25,"column":59},"end":{"line":25,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3241¿VariableDeclarator¿¿4448¿v373¿¿¿{"start":{"line":25,"column":66},"end":{"line":25,"column":84},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3242¿CallExpression¿¿4448¿¿¿¿{"start":{"line":25,"column":66},"end":{"line":25,"column":84},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3243¿MemberExpression¿¿4448¿¿¿¿{"start":{"line":25,"column":66},"end":{"line":25,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3244¿Identifier¿¿4448¿part¿¿¿{"start":{"line":25,"column":66},"end":{"line":25,"column":70},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3245¿Identifier¿¿4448¿indexOf¿¿¿{"start":{"line":25,"column":71},"end":{"line":25,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3246¿Literal¿string¿4448¿¿']='¿¿{"start":{"line":25,"column":79},"end":{"line":25,"column":83},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3247¿VariableDeclarator¿¿4448¿v374¿¿¿{"start":{"line":25,"column":66},"end":{"line":25,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3248¿BinaryExpression¿+¿4448¿¿¿¿{"start":{"line":25,"column":66},"end":{"line":25,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
3249¿Identifier¿¿4448¿v373¿¿¿¿¿Identifier
3250¿Literal¿number¿4448¿¿1¿¿{"start":{"line":25,"column":87},"end":{"line":25,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3251¿IfStatement¿¿4448¿¿¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
3252¿Identifier¿¿4448¿v371¿¿¿¿¿Identifier
3253¿ExpressionStatement¿¿4448¿¿¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
3254¿AssignmentExpression¿=¿4448¿¿¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
3255¿Identifier¿¿4448¿pos¿¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3256¿Identifier¿¿4448¿v372¿¿¿¿¿Identifier
3257¿BlockStatement¿¿4448¿¿¿¿¿¿BlockStatement
3258¿ExpressionStatement¿¿4448¿¿¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
3259¿AssignmentExpression¿=¿4448¿¿¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
3260¿Identifier¿¿4448¿pos¿¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3261¿Identifier¿¿4448¿v374¿¿¿¿¿Identifier
3262¿BlockStatement¿¿4448¿¿¿¿¿¿BlockStatement
3263¿VariableDeclarator¿¿4448¿key¿¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3264¿VariableDeclarator¿¿4448¿val¿¿¿{"start":{"line":27,"column":17},"end":{"line":27,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3265¿VariableDeclarator¿¿4448¿v375¿¿¿{"start":{"line":28,"column":20},"end":{"line":28,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3266¿UnaryExpression¿-¿4448¿¿¿¿{"start":{"line":28,"column":20},"end":{"line":28,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿UnaryExpression
3267¿Literal¿number¿4448¿¿1¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3268¿VariableDeclarator¿¿4448¿v376¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3269¿BinaryExpression¿===¿4448¿¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
3270¿Identifier¿¿4448¿pos¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3271¿Identifier¿¿4448¿v375¿¿¿¿¿Identifier
3272¿IfStatement¿¿4448¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":34,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
3273¿Identifier¿¿4448¿v376¿¿¿¿¿Identifier
3274¿ExpressionStatement¿¿4448¿¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
3275¿AssignmentExpression¿=¿4448¿¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
3276¿Identifier¿¿4448¿key¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3277¿CallExpression¿¿4448¿¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3278¿MemberExpression¿¿4448¿¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3279¿Identifier¿¿4448¿options¿¿¿{"start":{"line":29,"column":18},"end":{"line":29,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3280¿Identifier¿¿4448¿decoder¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3281¿Identifier¿¿4448¿part¿¿¿{"start":{"line":29,"column":34},"end":{"line":29,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3282¿VariableDeclarator¿¿4448¿v377¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3283¿MemberExpression¿¿4448¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3284¿Identifier¿¿4448¿options¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3285¿Identifier¿¿4448¿strictNullHandling¿¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3286¿IfStatement¿¿4448¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
3287¿Identifier¿¿4448¿v377¿¿¿¿¿Identifier
3288¿ExpressionStatement¿¿4448¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
3289¿AssignmentExpression¿=¿4448¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
3290¿Identifier¿¿4448¿val¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3291¿Literal¿object¿4448¿¿null¿¿{"start":{"line":30,"column":47},"end":{"line":30,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3292¿BlockStatement¿¿4448¿¿¿¿¿¿BlockStatement
3293¿ExpressionStatement¿¿4448¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
3294¿AssignmentExpression¿=¿4448¿¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
3295¿Identifier¿¿4448¿val¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3296¿Literal¿string¿4448¿¿''¿¿{"start":{"line":30,"column":54},"end":{"line":30,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3297¿BlockStatement¿¿4448¿¿¿¿¿¿BlockStatement
3298¿BlockStatement¿¿4448¿¿¿¿{"start":{"line":28,"column":24},"end":{"line":31,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BlockStatement
3299¿VariableDeclarator¿¿4448¿v378¿¿¿{"start":{"line":32,"column":34},"end":{"line":32,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3300¿CallExpression¿¿4448¿¿¿¿{"start":{"line":32,"column":34},"end":{"line":32,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3301¿MemberExpression¿¿4448¿¿¿¿{"start":{"line":32,"column":34},"end":{"line":32,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3302¿Identifier¿¿4448¿part¿¿¿{"start":{"line":32,"column":34},"end":{"line":32,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3303¿Identifier¿¿4448¿slice¿¿¿{"start":{"line":32,"column":39},"end":{"line":32,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3304¿Literal¿number¿4448¿¿0¿¿{"start":{"line":32,"column":45},"end":{"line":32,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3305¿Identifier¿¿4448¿pos¿¿¿{"start":{"line":32,"column":48},"end":{"line":32,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3306¿ExpressionStatement¿¿4448¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
3307¿AssignmentExpression¿=¿4448¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
3308¿Identifier¿¿4448¿key¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3309¿CallExpression¿¿4448¿¿¿¿{"start":{"line":32,"column":18},"end":{"line":32,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3310¿MemberExpression¿¿4448¿¿¿¿{"start":{"line":32,"column":18},"end":{"line":32,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3311¿Identifier¿¿4448¿options¿¿¿{"start":{"line":32,"column":18},"end":{"line":32,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3312¿Identifier¿¿4448¿decoder¿¿¿{"start":{"line":32,"column":26},"end":{"line":32,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3313¿Identifier¿¿4448¿v378¿¿¿¿¿Identifier
3314¿VariableDeclarator¿¿4448¿v379¿¿¿{"start":{"line":33,"column":45},"end":{"line":33,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3315¿BinaryExpression¿+¿4448¿¿¿¿{"start":{"line":33,"column":45},"end":{"line":33,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
3316¿Identifier¿¿4448¿pos¿¿¿{"start":{"line":33,"column":45},"end":{"line":33,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3317¿Literal¿number¿4448¿¿1¿¿{"start":{"line":33,"column":51},"end":{"line":33,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3318¿VariableDeclarator¿¿4448¿v380¿¿¿{"start":{"line":33,"column":34},"end":{"line":33,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3319¿CallExpression¿¿4448¿¿¿¿{"start":{"line":33,"column":34},"end":{"line":33,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3320¿MemberExpression¿¿4448¿¿¿¿{"start":{"line":33,"column":34},"end":{"line":33,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3321¿Identifier¿¿4448¿part¿¿¿{"start":{"line":33,"column":34},"end":{"line":33,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3322¿Identifier¿¿4448¿slice¿¿¿{"start":{"line":33,"column":39},"end":{"line":33,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3323¿Identifier¿¿4448¿v379¿¿¿¿¿Identifier
3324¿ExpressionStatement¿¿4448¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
3325¿AssignmentExpression¿=¿4448¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
3326¿Identifier¿¿4448¿val¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3327¿CallExpression¿¿4448¿¿¿¿{"start":{"line":33,"column":18},"end":{"line":33,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3328¿MemberExpression¿¿4448¿¿¿¿{"start":{"line":33,"column":18},"end":{"line":33,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3329¿Identifier¿¿4448¿options¿¿¿{"start":{"line":33,"column":18},"end":{"line":33,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3330¿Identifier¿¿4448¿decoder¿¿¿{"start":{"line":33,"column":26},"end":{"line":33,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3331¿Identifier¿¿4448¿v380¿¿¿¿¿Identifier
3332¿BlockStatement¿¿4448¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":34,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BlockStatement
3333¿VariableDeclarator¿¿4448¿v381¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3334¿CallExpression¿¿4448¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3335¿MemberExpression¿¿4448¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3336¿Identifier¿¿4448¿has¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3337¿Identifier¿¿4448¿call¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3338¿Identifier¿¿4448¿obj¿¿¿{"start":{"line":35,"column":21},"end":{"line":35,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3339¿Identifier¿¿4448¿key¿¿¿{"start":{"line":35,"column":26},"end":{"line":35,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3340¿IfStatement¿¿4448¿¿¿¿{"start":{"line":35,"column":8},"end":{"line":39,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
3341¿Identifier¿¿4448¿v381¿¿¿¿¿Identifier
3342¿VariableDeclarator¿¿4448¿v382¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3343¿ArrayExpression¿¿4448¿¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ArrayExpression
3344¿VariableDeclarator¿¿4448¿v383¿¿¿{"start":{"line":36,"column":33},"end":{"line":36,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3345¿MemberExpression¿computed¿4448¿¿¿¿{"start":{"line":36,"column":33},"end":{"line":36,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3346¿Identifier¿¿4448¿obj¿¿¿{"start":{"line":36,"column":33},"end":{"line":36,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3347¿Identifier¿¿4448¿key¿¿¿{"start":{"line":36,"column":37},"end":{"line":36,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3348¿VariableDeclarator¿¿4448¿v384¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3349¿CallExpression¿¿4448¿¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3350¿MemberExpression¿¿4448¿¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3351¿Identifier¿¿4448¿v382¿¿¿¿¿Identifier
3352¿Identifier¿¿4448¿concat¿¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3353¿Identifier¿¿4448¿v383¿¿¿¿¿Identifier
3354¿VariableDeclarator¿¿4448¿v385¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3355¿CallExpression¿¿4448¿¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3356¿MemberExpression¿¿4448¿¿¿¿{"start":{"line":36,"column":23},"end":{"line":36,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3357¿Identifier¿¿4448¿v384¿¿¿¿¿Identifier
3358¿Identifier¿¿4448¿concat¿¿¿{"start":{"line":36,"column":43},"end":{"line":36,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3359¿Identifier¿¿4448¿val¿¿¿{"start":{"line":36,"column":50},"end":{"line":36,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3360¿ExpressionStatement¿¿4448¿¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
