Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
913¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/local-devices_2.0.0/src/index.js"}¿¿Program
1612¿PDG_CALL¿¿1564.CALL->require-o211¿¿¿¿¿PDG_CALL
1613¿PDG_OBJECT¿¿1564.os-o212¿¿¿¿¿PDG_OBJECT
1614¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1615¿PDG_CALL¿¿1564.CALL->require-o213¿¿¿¿¿PDG_CALL
1616¿PDG_OBJECT¿¿1564.net-o214¿¿¿¿¿PDG_OBJECT
1617¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1618¿PDG_CALL¿¿1564.CALL->require-o215¿¿¿¿¿PDG_CALL
1619¿PDG_OBJECT¿¿1564.cp-o216¿¿¿¿¿PDG_OBJECT
1620¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1621¿PDG_CALL¿¿1564.CALL->require-o217¿¿¿¿¿PDG_CALL
1622¿PDG_OBJECT¿¿1564.parseLinux-o218¿¿¿¿¿PDG_OBJECT
1623¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1624¿PDG_CALL¿¿1564.CALL->require-o219¿¿¿¿¿PDG_CALL
1625¿PDG_OBJECT¿¿1564.parseWin32-o220¿¿¿¿¿PDG_OBJECT
1626¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1627¿PDG_CALL¿¿1564.CALL->require-o221¿¿¿¿¿PDG_CALL
1628¿PDG_OBJECT¿¿1564.parseRow-o222¿¿¿¿¿PDG_OBJECT
1629¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
1630¿PDG_CALL¿¿1564.CALL->getServers-o223¿¿¿¿¿PDG_CALL
1631¿PDG_OBJECT¿¿1564.servers-o224¿¿¿¿¿PDG_OBJECT
1632¿PDG_OBJECT¿¿1564.lock-o225¿¿¿¿¿PDG_OBJECT
1633¿PDG_OBJECT¿¿1566.this-o226¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿1566.address-o227¿¿¿¿¿PDG_OBJECT
1635¿PDG_OBJECT¿¿1564.findLocalDevices-o228¿¿¿¿¿PDG_OBJECT
1636¿PDG_OBJECT¿¿1564.module-o229¿¿¿¿¿PDG_OBJECT
1637¿PDG_OBJECT¿¿1564.module.exports-o230¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿1569.this-o231¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿1564.getServers-o232¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿1575.this-o233¿¿¿¿¿PDG_OBJECT
1641¿PDG_OBJECT¿¿1564.pingServers-o234¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿1577.this-o235¿¿¿¿¿PDG_OBJECT
1643¿PDG_OBJECT¿¿1577.address-o236¿¿¿¿¿PDG_OBJECT
1644¿PDG_OBJECT¿¿1564.pingServer-o237¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿1583.this-o238¿¿¿¿¿PDG_OBJECT
1646¿PDG_OBJECT¿¿1564.arpAll-o239¿¿¿¿¿PDG_OBJECT
1647¿PDG_OBJECT¿¿1585.this-o240¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿1585.data-o241¿¿¿¿¿PDG_OBJECT
1649¿PDG_OBJECT¿¿1564.parseAll-o242¿¿¿¿¿PDG_OBJECT
1650¿PDG_OBJECT¿¿1596.this-o243¿¿¿¿¿PDG_OBJECT
1651¿PDG_OBJECT¿¿1596.address-o244¿¿¿¿¿PDG_OBJECT
1652¿PDG_OBJECT¿¿1564.arpOne-o245¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿1598.this-o246¿¿¿¿¿PDG_OBJECT
1654¿PDG_OBJECT¿¿1598.data-o247¿¿¿¿¿PDG_OBJECT
1655¿PDG_OBJECT¿¿1564.parseOne-o248¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿1604.this-o249¿¿¿¿¿PDG_OBJECT
1657¿PDG_OBJECT¿¿1604.key-o250¿¿¿¿¿PDG_OBJECT
1658¿PDG_OBJECT¿¿1564.unlock-o251¿¿¿¿¿PDG_OBJECT
1659¿PDG_CALL¿¿1566.CALL->String-o252¿¿¿¿¿PDG_CALL
1660¿PDG_OBJECT¿¿1566.key-o253¿¿¿¿¿PDG_OBJECT
1661¿PDG_OBJECT¿¿1566.lock.*-o254¿¿¿¿¿PDG_OBJECT
1662¿PDG_CALL¿¿1566.CALL->pingServer-o255¿¿¿¿¿PDG_CALL
1663¿PDG_OBJECT¿¿1566.v85-o256¿¿¿¿¿PDG_OBJECT
1664¿PDG_CALL¿¿1566.CALL->v85.then-o257¿¿¿¿¿PDG_CALL
1665¿PDG_OBJECT¿¿1566.v86-o258¿¿¿¿¿PDG_OBJECT
1666¿PDG_CALL¿¿1566.CALL->pingServers-o259¿¿¿¿¿PDG_CALL
1667¿PDG_OBJECT¿¿1566.v87-o260¿¿¿¿¿PDG_OBJECT
1668¿PDG_CALL¿¿1566.CALL->v87.then-o261¿¿¿¿¿PDG_CALL
1669¿PDG_OBJECT¿¿1566.v88-o262¿¿¿¿¿PDG_OBJECT
1670¿PDG_OBJECT¿¿1566.v89-o263¿¿¿¿¿PDG_OBJECT
1671¿PDG_CALL¿¿1566.CALL->unlock-o264¿¿¿¿¿PDG_CALL
1672¿PDG_OBJECT¿¿1566.v90-o265¿¿¿¿¿PDG_OBJECT
1673¿PDG_CALL¿¿1566.CALL->v89.then-o266¿¿¿¿¿PDG_CALL
1674¿PDG_OBJECT¿¿1566.v91-o267¿¿¿¿¿PDG_OBJECT
1675¿PDG_OBJECT¿¿1566.lock-o268¿¿¿¿¿PDG_OBJECT
1676¿PDG_OBJECT¿¿1566.lock.*-o269¿¿¿¿¿PDG_OBJECT
1677¿PDG_RETURN¿¿1566.RET_OBJ-o270¿¿¿¿¿PDG_RETURN
1678¿PDG_CALL¿¿1569.CALL->os.networkInterfaces-o271¿¿¿¿¿PDG_CALL
1679¿PDG_OBJECT¿¿1569.interfaces-o272¿¿¿¿¿PDG_OBJECT
1680¿PDG_OBJECT¿¿1569.result-o273¿¿¿¿¿PDG_OBJECT
1681¿PDG_OBJECT¿¿1569.key-o274¿¿¿¿¿PDG_OBJECT
1682¿PDG_OBJECT¿¿1569.key-o275¿¿¿¿¿PDG_OBJECT
1683¿PDG_OBJECT¿¿1569.interfaces.*-o276¿¿¿¿¿PDG_OBJECT
1684¿PDG_OBJECT¿¿1569.addresses.length-o277¿¿¿¿¿PDG_OBJECT
1685¿PDG_OBJECT¿¿1569.addresses.*-o278¿¿¿¿¿PDG_OBJECT
1686¿PDG_OBJECT¿¿1569.address.family-o279¿¿¿¿¿PDG_OBJECT
1687¿PDG_OBJECT¿¿1569.v95-o280¿¿¿¿¿PDG_OBJECT
1688¿PDG_OBJECT¿¿1569.address.internal-o281¿¿¿¿¿PDG_OBJECT
1689¿PDG_OBJECT¿¿1569.v98-o282¿¿¿¿¿PDG_OBJECT
1690¿PDG_OBJECT¿¿1569.address.address-o283¿¿¿¿¿PDG_OBJECT
1691¿PDG_OBJECT¿¿1569.address.netmask-o284¿¿¿¿¿PDG_OBJECT
1692¿PDG_CALL¿¿1569.CALL->ip.subnet-o285¿¿¿¿¿PDG_CALL
1693¿PDG_OBJECT¿¿1569.subnet-o286¿¿¿¿¿PDG_OBJECT
1694¿PDG_OBJECT¿¿1569.subnet.firstAddress-o287¿¿¿¿¿PDG_OBJECT
1695¿PDG_CALL¿¿1569.CALL->ip.toLong-o288¿¿¿¿¿PDG_CALL
1696¿PDG_OBJECT¿¿1569.current-o289¿¿¿¿¿PDG_OBJECT
1697¿PDG_OBJECT¿¿1569.subnet.lastAddress-o290¿¿¿¿¿PDG_OBJECT
1698¿PDG_CALL¿¿1569.CALL->ip.toLong-o291¿¿¿¿¿PDG_CALL
1699¿PDG_OBJECT¿¿1569.v103-o292¿¿¿¿¿PDG_OBJECT
1700¿PDG_OBJECT¿¿1569.last-o293¿¿¿¿¿PDG_OBJECT
1701¿PDG_OBJECT¿¿1569.v105-o294¿¿¿¿¿PDG_OBJECT
1702¿PDG_CALL¿¿1569.CALL->ip.fromLong-o295¿¿¿¿¿PDG_CALL
1703¿PDG_OBJECT¿¿1569.v106-o296¿¿¿¿¿PDG_OBJECT
1704¿PDG_CALL¿¿1569.CALL->result.push-o297¿¿¿¿¿PDG_CALL
1705¿PDG_OBJECT¿¿1569.v107-o298¿¿¿¿¿PDG_OBJECT
1706¿PDG_OBJECT¿¿1569.v105-o299¿¿¿¿¿PDG_OBJECT
1707¿PDG_RETURN¿¿1569.RET_OBJ-o300¿¿¿¿¿PDG_RETURN
1708¿PDG_CALL¿¿1575.CALL->servers.map-o301¿¿¿¿¿PDG_CALL
1709¿PDG_OBJECT¿¿1575.v108-o302¿¿¿¿¿PDG_OBJECT
1710¿PDG_CALL¿¿1575.CALL->Promise.all-o303¿¿¿¿¿PDG_CALL
1711¿PDG_OBJECT¿¿1575.v109-o304¿¿¿¿¿PDG_OBJECT
1712¿PDG_RETURN¿¿1575.RET_OBJ-o305¿¿¿¿¿PDG_RETURN
1713¿PDG_OBJECT¿¿1579.this-o306¿¿¿¿¿PDG_OBJECT
1714¿PDG_OBJECT¿¿1579.resolve-o307¿¿¿¿¿PDG_OBJECT
1715¿PDG_OBJECT¿¿1577.v115-o308¿¿¿¿¿PDG_OBJECT
1716¿PDG_CALL¿¿1577.CALL->Promise-o309¿¿¿¿¿PDG_CALL
1717¿PDG_OBJECT¿¿1577.v116-o310¿¿¿¿¿PDG_OBJECT
1718¿PDG_RETURN¿¿1577.RET_OBJ-o311¿¿¿¿¿PDG_RETURN
1719¿PDG_CALL¿¿1579.CALL->net.Socket-o312¿¿¿¿¿PDG_CALL
1720¿PDG_OBJECT¿¿1579.socket-o313¿¿¿¿¿PDG_OBJECT
1721¿PDG_CALL¿¿1579.CALL->socket.setTimeout-o314¿¿¿¿¿PDG_CALL
1722¿PDG_OBJECT¿¿1579.v110-o315¿¿¿¿¿PDG_OBJECT
1723¿PDG_CALL¿¿1579.CALL->socket.connect-o316¿¿¿¿¿PDG_CALL
1724¿PDG_OBJECT¿¿1579.v111-o317¿¿¿¿¿PDG_OBJECT
1725¿PDG_CALL¿¿1579.CALL->socket.once-o318¿¿¿¿¿PDG_CALL
1726¿PDG_OBJECT¿¿1579.v112-o319¿¿¿¿¿PDG_OBJECT
1727¿PDG_OBJECT¿¿1581.this-o320¿¿¿¿¿PDG_OBJECT
1728¿PDG_OBJECT¿¿1579.close-o321¿¿¿¿¿PDG_OBJECT
1729¿PDG_CALL¿¿1581.CALL->socket.destroy-o322¿¿¿¿¿PDG_CALL
1730¿PDG_OBJECT¿¿1581.v113-o323¿¿¿¿¿PDG_OBJECT
1731¿PDG_CALL¿¿1581.CALL->resolve-o324¿¿¿¿¿PDG_CALL
1732¿PDG_OBJECT¿¿1581.v114-o325¿¿¿¿¿PDG_OBJECT
1733¿PDG_CALL¿¿1583.CALL->cp.exec-o326¿¿¿¿¿PDG_CALL
1734¿PDG_OBJECT¿¿1583.v117-o327¿¿¿¿¿PDG_OBJECT
1735¿TAINT_SINK¿¿exec¿¿¿¿¿TAINT_SINK
1736¿PDG_CALL¿¿1583.CALL->v117.then-o328¿¿¿¿¿PDG_CALL
1737¿PDG_OBJECT¿¿1583.v118-o329¿¿¿¿¿PDG_OBJECT
1738¿PDG_RETURN¿¿1583.RET_OBJ-o330¿¿¿¿¿PDG_RETURN
1739¿PDG_OBJECT¿¿1585.data.0-o331¿¿¿¿¿PDG_OBJECT
1740¿PDG_OBJECT¿¿1585.v123-o332¿¿¿¿¿PDG_OBJECT
1741¿PDG_RETURN¿¿1585.RET_OBJ-o333¿¿¿¿¿PDG_RETURN
1742¿PDG_OBJECT¿¿1585.process-o334¿¿¿¿¿PDG_OBJECT
1743¿PDG_OBJECT¿¿1585.process.platform-o335¿¿¿¿¿PDG_OBJECT
1744¿PDG_CALL¿¿1585.CALL->v124.includes-o336¿¿¿¿¿PDG_CALL
1745¿PDG_OBJECT¿¿1585.v125-o337¿¿¿¿¿PDG_OBJECT
1746¿PDG_CALL¿¿1585.CALL->v126.split-o338¿¿¿¿¿PDG_CALL
1747¿PDG_OBJECT¿¿1585.rows-o339¿¿¿¿¿PDG_OBJECT
1748¿PDG_OBJECT¿¿1588.this-o340¿¿¿¿¿PDG_OBJECT
1749¿PDG_OBJECT¿¿1588.row-o341¿¿¿¿¿PDG_OBJECT
1750¿PDG_OBJECT¿¿1585.v128-o342¿¿¿¿¿PDG_OBJECT
1751¿PDG_CALL¿¿1585.CALL->rows.map-o343¿¿¿¿¿PDG_CALL
1752¿PDG_OBJECT¿¿1585.v129-o344¿¿¿¿¿PDG_OBJECT
1753¿PDG_CALL¿¿1585.CALL->v129.filter-o345¿¿¿¿¿PDG_CALL
1754¿PDG_OBJECT¿¿1585.v130-o346¿¿¿¿¿PDG_OBJECT
1755¿PDG_RETURN¿¿1585.RET_OBJ-o347¿¿¿¿¿PDG_RETURN
1756¿PDG_CALL¿¿1585.CALL->v131.includes-o348¿¿¿¿¿PDG_CALL
1757¿PDG_OBJECT¿¿1585.v132-o349¿¿¿¿¿PDG_OBJECT
1758¿PDG_CALL¿¿1585.CALL->v133.split-o350¿¿¿¿¿PDG_CALL
1759¿PDG_OBJECT¿¿1585.v134-o351¿¿¿¿¿PDG_OBJECT
1760¿PDG_CALL¿¿1585.CALL->v134.splice-o352¿¿¿¿¿PDG_CALL
1761¿PDG_OBJECT¿¿1585.winRows-o353¿¿¿¿¿PDG_OBJECT
1762¿PDG_OBJECT¿¿1590.this-o354¿¿¿¿¿PDG_OBJECT
1763¿PDG_OBJECT¿¿1590.row-o355¿¿¿¿¿PDG_OBJECT
1764¿PDG_OBJECT¿¿1585.v136-o356¿¿¿¿¿PDG_OBJECT
1765¿PDG_CALL¿¿1585.CALL->winRows.map-o357¿¿¿¿¿PDG_CALL
1766¿PDG_OBJECT¿¿1585.v137-o358¿¿¿¿¿PDG_OBJECT
1767¿PDG_CALL¿¿1585.CALL->v137.filter-o359¿¿¿¿¿PDG_CALL
1768¿PDG_OBJECT¿¿1585.v138-o360¿¿¿¿¿PDG_OBJECT
1769¿PDG_RETURN¿¿1585.RET_OBJ-o361¿¿¿¿¿PDG_RETURN
1770¿PDG_CALL¿¿1585.CALL->v139.trim-o362¿¿¿¿¿PDG_CALL
1771¿PDG_OBJECT¿¿1585.v140-o363¿¿¿¿¿PDG_OBJECT
1772¿PDG_CALL¿¿1585.CALL->v140.split-o364¿¿¿¿¿PDG_CALL
1773¿PDG_OBJECT¿¿1585.v141-o365¿¿¿¿¿PDG_OBJECT
1774¿PDG_OBJECT¿¿1594.this-o366¿¿¿¿¿PDG_OBJECT
1775¿PDG_OBJECT¿¿1594.row-o367¿¿¿¿¿PDG_OBJECT
1776¿PDG_OBJECT¿¿1585.v143-o368¿¿¿¿¿PDG_OBJECT
1777¿PDG_CALL¿¿1585.CALL->v141.map-o369¿¿¿¿¿PDG_CALL
1778¿PDG_OBJECT¿¿1585.v144-o370¿¿¿¿¿PDG_OBJECT
1779¿PDG_CALL¿¿1585.CALL->v144.filter-o371¿¿¿¿¿PDG_CALL
1780¿PDG_OBJECT¿¿1585.v145-o372¿¿¿¿¿PDG_OBJECT
1781¿PDG_RETURN¿¿1585.RET_OBJ-o373¿¿¿¿¿PDG_RETURN
1782¿PDG_CALL¿¿1588.CALL->parseLinux-o374¿¿¿¿¿PDG_CALL
1783¿PDG_OBJECT¿¿1588.v127-o375¿¿¿¿¿PDG_OBJECT
1784¿PDG_RETURN¿¿1588.RET_OBJ-o376¿¿¿¿¿PDG_RETURN
1785¿PDG_CALL¿¿1590.CALL->parseWin32-o377¿¿¿¿¿PDG_CALL
1786¿PDG_OBJECT¿¿1590.v135-o378¿¿¿¿¿PDG_OBJECT
1787¿PDG_RETURN¿¿1590.RET_OBJ-o379¿¿¿¿¿PDG_RETURN
1788¿PDG_CALL¿¿1594.CALL->parseRow-o380¿¿¿¿¿PDG_CALL
1789¿PDG_OBJECT¿¿1594.v142-o381¿¿¿¿¿PDG_OBJECT
1790¿PDG_RETURN¿¿1594.RET_OBJ-o382¿¿¿¿¿PDG_RETURN
1791¿PDG_OBJECT¿¿1596.v146-o383¿¿¿¿¿PDG_OBJECT
1792¿PDG_CALL¿¿1596.CALL->cp.exec-o384¿¿¿¿¿PDG_CALL
1793¿PDG_OBJECT¿¿1596.v147-o385¿¿¿¿¿PDG_OBJECT
1794¿TAINT_SINK¿¿exec¿¿¿¿¿TAINT_SINK
1795¿PDG_CALL¿¿1596.CALL->v147.then-o386¿¿¿¿¿PDG_CALL
1796¿PDG_OBJECT¿¿1596.v148-o387¿¿¿¿¿PDG_OBJECT
1797¿PDG_RETURN¿¿1596.RET_OBJ-o388¿¿¿¿¿PDG_RETURN
1798¿PDG_OBJECT¿¿1598.data.0-o389¿¿¿¿¿PDG_OBJECT
1799¿PDG_OBJECT¿¿1598.process-o390¿¿¿¿¿PDG_OBJECT
1800¿PDG_OBJECT¿¿1598.process.platform-o391¿¿¿¿¿PDG_OBJECT
1801¿PDG_CALL¿¿1598.CALL->v153.includes-o392¿¿¿¿¿PDG_CALL
1802¿PDG_OBJECT¿¿1598.v154-o393¿¿¿¿¿PDG_OBJECT
1803¿PDG_CALL¿¿1598.CALL->v155.indexOf-o394¿¿¿¿¿PDG_CALL
1804¿PDG_OBJECT¿¿1598.v156-o395¿¿¿¿¿PDG_OBJECT
1805¿PDG_OBJECT¿¿1598.v157-o396¿¿¿¿¿PDG_OBJECT
1806¿PDG_CALL¿¿1598.CALL->v158.split-o397¿¿¿¿¿PDG_CALL
1807¿PDG_OBJECT¿¿1598.v159-o398¿¿¿¿¿PDG_OBJECT
1808¿PDG_CALL¿¿1598.CALL->v159.slice-o399¿¿¿¿¿PDG_CALL
1809¿PDG_OBJECT¿¿1598.v160-o400¿¿¿¿¿PDG_OBJECT
1810¿PDG_OBJECT¿¿1598.v160.0-o401¿¿¿¿¿PDG_OBJECT
1811¿PDG_CALL¿¿1598.CALL->parseLinux-o402¿¿¿¿¿PDG_CALL
1812¿PDG_OBJECT¿¿1598.v161-o403¿¿¿¿¿PDG_OBJECT
1813¿PDG_RETURN¿¿1598.RET_OBJ-o404¿¿¿¿¿PDG_RETURN
1814¿PDG_CALL¿¿1598.CALL->v162.includes-o405¿¿¿¿¿PDG_CALL
1815¿PDG_OBJECT¿¿1598.v163-o406¿¿¿¿¿PDG_OBJECT
1816¿PDG_CALL¿¿1598.CALL->parseRow-o407¿¿¿¿¿PDG_CALL
1817¿PDG_OBJECT¿¿1598.v165-o408¿¿¿¿¿PDG_OBJECT
1818¿PDG_RETURN¿¿1598.RET_OBJ-o409¿¿¿¿¿PDG_RETURN
1819¿PDG_OBJECT¿¿1606.this-o410¿¿¿¿¿PDG_OBJECT
1820¿PDG_OBJECT¿¿1606.data-o411¿¿¿¿¿PDG_OBJECT
1821¿PDG_OBJECT¿¿1604.v166-o412¿¿¿¿¿PDG_OBJECT
1822¿PDG_RETURN¿¿1604.RET_OBJ-o413¿¿¿¿¿PDG_RETURN
1823¿PDG_OBJECT¿¿1606.lock-o414¿¿¿¿¿PDG_OBJECT
1824¿PDG_OBJECT¿¿1606.lock.*-o415¿¿¿¿¿PDG_OBJECT
1825¿PDG_RETURN¿¿1606.RET_OBJ-o416¿¿¿¿¿PDG_RETURN
