Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2610¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":247,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Program
2748¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2749¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2750¿Identifier¿¿4637¿NamedNode¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2751¿VariableDeclarator¿¿4637¿v368¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2752¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2753¿Identifier¿¿4637¿v367¿¿¿¿¿Identifier
2754¿Identifier¿¿4637¿prototype¿¿¿{"start":{"line":27,"column":14},"end":{"line":27,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2755¿VariableDeclarator¿¿4637¿v373¿¿¿{"start":{"line":27,"column":0},"end":{"line":29,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2756¿FunctionExpression¿¿4637¿anon¿¿¿{"start":{"line":27,"column":31},"end":{"line":29,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿FunctionExpression
2757¿VariableDeclarator¿¿4647¿v369¿¿¿{"start":{"line":28,"column":32},"end":{"line":28,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2758¿MemberExpression¿¿4647¿¿¿¿{"start":{"line":28,"column":32},"end":{"line":28,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2759¿ThisExpression¿¿4647¿¿¿¿{"start":{"line":28,"column":32},"end":{"line":28,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
2760¿Identifier¿¿4647¿nominalValue¿¿¿{"start":{"line":28,"column":37},"end":{"line":28,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2761¿VariableDeclarator¿¿4647¿v370¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2762¿CallExpression¿¿4647¿¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
2763¿MemberExpression¿¿4647¿¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2764¿Identifier¿¿4647¿rdf¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2765¿Identifier¿¿4647¿encodeString¿¿¿{"start":{"line":28,"column":19},"end":{"line":28,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2766¿Identifier¿¿4647¿v369¿¿¿¿¿Identifier
2767¿VariableDeclarator¿¿4647¿v371¿¿¿{"start":{"line":28,"column":9},"end":{"line":28,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2768¿BinaryExpression¿+¿4647¿¿¿¿{"start":{"line":28,"column":9},"end":{"line":28,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
2769¿Literal¿string¿4647¿¿'<'¿¿{"start":{"line":28,"column":9},"end":{"line":28,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
2770¿Identifier¿¿4647¿v370¿¿¿¿¿Identifier
2771¿VariableDeclarator¿¿4647¿v372¿¿¿{"start":{"line":28,"column":9},"end":{"line":28,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2772¿BinaryExpression¿+¿4647¿¿¿¿{"start":{"line":28,"column":9},"end":{"line":28,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
2773¿Identifier¿¿4647¿v371¿¿¿¿¿Identifier
2774¿Literal¿string¿4647¿¿'>'¿¿{"start":{"line":28,"column":53},"end":{"line":28,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
2775¿ReturnStatement¿¿4647¿¿¿¿{"start":{"line":28,"column":2},"end":{"line":28,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
2776¿Identifier¿¿4647¿v372¿¿¿¿¿Identifier
2777¿BlockStatement¿¿4647¿¿¿¿{"start":{"line":27,"column":43},"end":{"line":29,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
2778¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":29,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
2779¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":29,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
2780¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2781¿Identifier¿¿4637¿v368¿¿¿¿¿Identifier
2782¿Identifier¿¿4637¿toNT¿¿¿{"start":{"line":27,"column":24},"end":{"line":27,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2783¿Identifier¿¿4637¿v373¿¿¿¿¿Identifier
2784¿VariableDeclarator¿¿4637¿v374¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2785¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2786¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2787¿Identifier¿¿4637¿NamedNode¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2788¿VariableDeclarator¿¿4637¿v375¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2789¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2790¿Identifier¿¿4637¿v374¿¿¿¿¿Identifier
2791¿Identifier¿¿4637¿prototype¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2792¿VariableDeclarator¿¿4637¿v377¿¿¿{"start":{"line":31,"column":0},"end":{"line":33,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2793¿FunctionExpression¿¿4637¿anon¿¿¿{"start":{"line":31,"column":35},"end":{"line":33,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿FunctionExpression
2794¿VariableDeclarator¿¿4649¿v376¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2795¿MemberExpression¿¿4649¿¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2796¿ThisExpression¿¿4649¿¿¿¿{"start":{"line":32,"column":9},"end":{"line":32,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
2797¿Identifier¿¿4649¿nominalValue¿¿¿{"start":{"line":32,"column":14},"end":{"line":32,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2798¿ReturnStatement¿¿4649¿¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
2799¿Identifier¿¿4649¿v376¿¿¿¿¿Identifier
2800¿BlockStatement¿¿4649¿¿¿¿{"start":{"line":31,"column":47},"end":{"line":33,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
2801¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":33,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
2802¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":33,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
2803¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2804¿Identifier¿¿4637¿v375¿¿¿¿¿Identifier
2805¿Identifier¿¿4637¿toString¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2806¿Identifier¿¿4637¿v377¿¿¿¿¿Identifier
2807¿VariableDeclarator¿¿4637¿v378¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2808¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2809¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2810¿Identifier¿¿4637¿NamedNode¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2811¿VariableDeclarator¿¿4637¿v379¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2812¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2813¿Identifier¿¿4637¿v378¿¿¿¿¿Identifier
2814¿Identifier¿¿4637¿prototype¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2815¿VariableDeclarator¿¿4637¿v381¿¿¿{"start":{"line":35,"column":0},"end":{"line":37,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2816¿FunctionExpression¿¿4637¿anon¿¿¿{"start":{"line":35,"column":34},"end":{"line":37,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿FunctionExpression
2817¿VariableDeclarator¿¿4651¿v380¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2818¿MemberExpression¿¿4651¿¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2819¿ThisExpression¿¿4651¿¿¿¿{"start":{"line":36,"column":9},"end":{"line":36,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
2820¿Identifier¿¿4651¿nominalValue¿¿¿{"start":{"line":36,"column":14},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2821¿ReturnStatement¿¿4651¿¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
2822¿Identifier¿¿4651¿v380¿¿¿¿¿Identifier
2823¿BlockStatement¿¿4651¿¿¿¿{"start":{"line":35,"column":46},"end":{"line":37,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
2824¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":35,"column":0},"end":{"line":37,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
2825¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":35,"column":0},"end":{"line":37,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
2826¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2827¿Identifier¿¿4637¿v379¿¿¿¿¿Identifier
2828¿Identifier¿¿4637¿valueOf¿¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2829¿Identifier¿¿4637¿v381¿¿¿¿¿Identifier
2830¿VariableDeclarator¿¿4637¿v385¿¿¿{"start":{"line":39,"column":0},"end":{"line":42,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2831¿FunctionExpression¿¿4637¿anon¿¿¿{"start":{"line":39,"column":16},"end":{"line":42,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿FunctionExpression
2832¿ExpressionStatement¿¿4653¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
2833¿AssignmentExpression¿=¿4653¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
2834¿MemberExpression¿¿4653¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2835¿ThisExpression¿¿4653¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
2836¿Identifier¿¿4653¿interfaceName¿¿¿{"start":{"line":40,"column":7},"end":{"line":40,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2837¿Literal¿string¿4653¿¿'BlankNode'¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
2838¿VariableDeclarator¿¿4653¿v382¿¿¿{"start":{"line":41,"column":31},"end":{"line":41,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2839¿MemberExpression¿¿4653¿¿¿¿{"start":{"line":41,"column":31},"end":{"line":41,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2840¿Identifier¿¿4653¿rdf¿¿¿{"start":{"line":41,"column":31},"end":{"line":41,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2841¿Identifier¿¿4653¿BlankNode¿¿¿{"start":{"line":41,"column":35},"end":{"line":41,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2842¿VariableDeclarator¿¿4653¿v383¿¿¿{"start":{"line":41,"column":31},"end":{"line":41,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2843¿MemberExpression¿¿4653¿¿¿¿{"start":{"line":41,"column":31},"end":{"line":41,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2844¿Identifier¿¿4653¿v382¿¿¿¿¿Identifier
2845¿Identifier¿¿4653¿nextId¿¿¿{"start":{"line":41,"column":45},"end":{"line":41,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2846¿VariableDeclarator¿¿4653¿v384¿¿¿{"start":{"line":41,"column":29},"end":{"line":41,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
2847¿UpdateExpression¿¿4653¿¿¿¿{"start":{"line":41,"column":29},"end":{"line":41,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿UpdateExpression
2848¿Identifier¿¿4653¿v383¿¿¿¿¿Identifier
2849¿ExpressionStatement¿¿4653¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
2850¿AssignmentExpression¿=¿4653¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
2851¿MemberExpression¿¿4653¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2852¿ThisExpression¿¿4653¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
2853¿Identifier¿¿4653¿nominalValue¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2854¿BinaryExpression¿+¿4653¿¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
2855¿Literal¿string¿4653¿¿'b'¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
2856¿Identifier¿¿4653¿v384¿¿¿¿¿Identifier
2857¿BlockStatement¿¿4653¿¿¿¿{"start":{"line":39,"column":28},"end":{"line":42,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
2858¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":39,"column":0},"end":{"line":42,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
2859¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":39,"column":0},"end":{"line":42,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
2860¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":39,"column":0},"end":{"line":39,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
2861¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":39,"column":0},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
2862¿Identifier¿¿4637¿BlankNode¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
