Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1074¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":268,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Program
1646¿Literal¿string¿1897¿¿'function'¿¿{"start":{"line":191,"column":35},"end":{"line":191,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1647¿IfStatement¿¿1897¿¿¿¿{"start":{"line":191,"column":12},"end":{"line":194,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿IfStatement
1648¿Identifier¿¿1897¿v165¿¿¿¿¿Identifier
1649¿ExpressionStatement¿¿1897¿¿¿¿{"start":{"line":192,"column":16},"end":{"line":192,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1650¿AssignmentExpression¿=¿1897¿¿¿¿{"start":{"line":192,"column":16},"end":{"line":192,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1651¿Identifier¿¿1897¿callback¿¿¿{"start":{"line":192,"column":16},"end":{"line":192,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1652¿Identifier¿¿1897¿options¿¿¿{"start":{"line":192,"column":27},"end":{"line":192,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1653¿ExpressionStatement¿¿1897¿¿¿¿{"start":{"line":193,"column":16},"end":{"line":193,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1654¿AssignmentExpression¿=¿1897¿¿¿¿{"start":{"line":193,"column":16},"end":{"line":193,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1655¿Identifier¿¿1897¿options¿¿¿{"start":{"line":193,"column":16},"end":{"line":193,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1656¿Literal¿string¿1897¿¿'.'¿¿{"start":{"line":193,"column":26},"end":{"line":193,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1657¿BlockStatement¿¿1897¿¿¿¿{"start":{"line":191,"column":47},"end":{"line":194,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1658¿VariableDeclarator¿¿1897¿v166¿¿¿{"start":{"line":195,"column":29},"end":{"line":195,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1659¿BinaryExpression¿+¿1897¿¿¿¿{"start":{"line":195,"column":29},"end":{"line":195,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1660¿Literal¿string¿1897¿¿'add '¿¿{"start":{"line":195,"column":29},"end":{"line":195,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1661¿Identifier¿¿1897¿options¿¿¿{"start":{"line":195,"column":38},"end":{"line":195,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1662¿VariableDeclarator¿¿1897¿v167¿¿¿{"start":{"line":195,"column":19},"end":{"line":195,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1663¿CallExpression¿¿1897¿¿¿¿{"start":{"line":195,"column":19},"end":{"line":195,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1664¿MemberExpression¿¿1897¿¿¿¿{"start":{"line":195,"column":19},"end":{"line":195,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1665¿ThisExpression¿¿1897¿¿¿¿{"start":{"line":195,"column":19},"end":{"line":195,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1666¿Identifier¿¿1897¿exec¿¿¿{"start":{"line":195,"column":24},"end":{"line":195,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1667¿Identifier¿¿1897¿v166¿¿¿¿¿Identifier
1668¿Identifier¿¿1897¿callback¿¿¿{"start":{"line":195,"column":47},"end":{"line":195,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1669¿ReturnStatement¿¿1897¿¿¿¿{"start":{"line":195,"column":12},"end":{"line":195,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ReturnStatement
1670¿Identifier¿¿1897¿v167¿¿¿¿¿Identifier
1671¿BlockStatement¿¿1897¿¿¿¿{"start":{"line":190,"column":47},"end":{"line":196,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1672¿VariableDeclarator¿¿1872¿v169¿¿¿{"start":{"line":188,"column":7},"end":{"line":209,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1673¿ObjectExpression¿¿1872¿¿¿¿{"start":{"line":188,"column":7},"end":{"line":209,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ObjectExpression
1674¿Property¿¿1872¿¿¿¿{"start":{"line":189,"column":8},"end":{"line":189,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1675¿Identifier¿¿1872¿key¿¿¿{"start":{"line":189,"column":8},"end":{"line":189,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1676¿Literal¿string¿1872¿¿'add'¿¿{"start":{"line":189,"column":13},"end":{"line":189,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1677¿Property¿¿1872¿¿¿¿{"start":{"line":190,"column":8},"end":{"line":196,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1678¿Identifier¿¿1872¿value¿¿¿{"start":{"line":190,"column":8},"end":{"line":190,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1679¿Identifier¿¿1872¿v168¿¿¿¿¿Identifier
1680¿VariableDeclarator¿¿1872¿v174¿¿¿{"start":{"line":211,"column":15},"end":{"line":217,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1681¿FunctionExpression¿¿1872¿branch¿¿¿{"start":{"line":211,"column":15},"end":{"line":217,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1682¿Identifier¿¿0¿options¿¿¿{"start":{"line":211,"column":31},"end":{"line":211,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1683¿Identifier¿¿0¿callback¿¿¿{"start":{"line":211,"column":40},"end":{"line":211,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1684¿VariableDeclarator¿¿1900¿v170¿¿¿{"start":{"line":212,"column":16},"end":{"line":212,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1685¿UnaryExpression¿typeof¿1900¿¿¿¿{"start":{"line":212,"column":16},"end":{"line":212,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿UnaryExpression
1686¿Identifier¿¿1900¿options¿¿¿{"start":{"line":212,"column":23},"end":{"line":212,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1687¿VariableDeclarator¿¿1900¿v171¿¿¿{"start":{"line":212,"column":16},"end":{"line":212,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1688¿BinaryExpression¿===¿1900¿¿¿¿{"start":{"line":212,"column":16},"end":{"line":212,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1689¿Identifier¿¿1900¿v170¿¿¿¿¿Identifier
1690¿Literal¿string¿1900¿¿'function'¿¿{"start":{"line":212,"column":35},"end":{"line":212,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1691¿IfStatement¿¿1900¿¿¿¿{"start":{"line":212,"column":12},"end":{"line":215,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿IfStatement
1692¿Identifier¿¿1900¿v171¿¿¿¿¿Identifier
1693¿ExpressionStatement¿¿1900¿¿¿¿{"start":{"line":213,"column":16},"end":{"line":213,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1694¿AssignmentExpression¿=¿1900¿¿¿¿{"start":{"line":213,"column":16},"end":{"line":213,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1695¿Identifier¿¿1900¿callback¿¿¿{"start":{"line":213,"column":16},"end":{"line":213,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1696¿Identifier¿¿1900¿options¿¿¿{"start":{"line":213,"column":27},"end":{"line":213,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1697¿ExpressionStatement¿¿1900¿¿¿¿{"start":{"line":214,"column":16},"end":{"line":214,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1698¿AssignmentExpression¿=¿1900¿¿¿¿{"start":{"line":214,"column":16},"end":{"line":214,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1699¿Identifier¿¿1900¿options¿¿¿{"start":{"line":214,"column":16},"end":{"line":214,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1700¿Literal¿string¿1900¿¿''¿¿{"start":{"line":214,"column":26},"end":{"line":214,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1701¿BlockStatement¿¿1900¿¿¿¿{"start":{"line":212,"column":47},"end":{"line":215,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1702¿VariableDeclarator¿¿1900¿v172¿¿¿{"start":{"line":216,"column":29},"end":{"line":216,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1703¿BinaryExpression¿+¿1900¿¿¿¿{"start":{"line":216,"column":29},"end":{"line":216,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1704¿Literal¿string¿1900¿¿'branch '¿¿{"start":{"line":216,"column":29},"end":{"line":216,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1705¿Identifier¿¿1900¿options¿¿¿{"start":{"line":216,"column":41},"end":{"line":216,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1706¿VariableDeclarator¿¿1900¿v173¿¿¿{"start":{"line":216,"column":19},"end":{"line":216,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1707¿CallExpression¿¿1900¿¿¿¿{"start":{"line":216,"column":19},"end":{"line":216,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1708¿MemberExpression¿¿1900¿¿¿¿{"start":{"line":216,"column":19},"end":{"line":216,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1709¿ThisExpression¿¿1900¿¿¿¿{"start":{"line":216,"column":19},"end":{"line":216,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1710¿Identifier¿¿1900¿exec¿¿¿{"start":{"line":216,"column":24},"end":{"line":216,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1711¿Identifier¿¿1900¿v172¿¿¿¿¿Identifier
1712¿Identifier¿¿1900¿callback¿¿¿{"start":{"line":216,"column":50},"end":{"line":216,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1713¿ReturnStatement¿¿1900¿¿¿¿{"start":{"line":216,"column":12},"end":{"line":216,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ReturnStatement
1714¿Identifier¿¿1900¿v173¿¿¿¿¿Identifier
1715¿BlockStatement¿¿1900¿¿¿¿{"start":{"line":211,"column":50},"end":{"line":217,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1716¿VariableDeclarator¿¿1872¿v175¿¿¿{"start":{"line":209,"column":7},"end":{"line":230,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1717¿ObjectExpression¿¿1872¿¿¿¿{"start":{"line":209,"column":7},"end":{"line":230,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ObjectExpression
1718¿Property¿¿1872¿¿¿¿{"start":{"line":210,"column":8},"end":{"line":210,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1719¿Identifier¿¿1872¿key¿¿¿{"start":{"line":210,"column":8},"end":{"line":210,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1720¿Literal¿string¿1872¿¿'branch'¿¿{"start":{"line":210,"column":13},"end":{"line":210,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1721¿Property¿¿1872¿¿¿¿{"start":{"line":211,"column":8},"end":{"line":217,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1722¿Identifier¿¿1872¿value¿¿¿{"start":{"line":211,"column":8},"end":{"line":211,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1723¿Identifier¿¿1872¿v174¿¿¿¿¿Identifier
1724¿VariableDeclarator¿¿1872¿v180¿¿¿{"start":{"line":232,"column":15},"end":{"line":238,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1725¿FunctionExpression¿¿1872¿checkout¿¿¿{"start":{"line":232,"column":15},"end":{"line":238,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1726¿Identifier¿¿0¿options¿¿¿{"start":{"line":232,"column":33},"end":{"line":232,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1727¿Identifier¿¿0¿callback¿¿¿{"start":{"line":232,"column":42},"end":{"line":232,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1728¿VariableDeclarator¿¿1903¿v176¿¿¿{"start":{"line":233,"column":16},"end":{"line":233,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1729¿UnaryExpression¿typeof¿1903¿¿¿¿{"start":{"line":233,"column":16},"end":{"line":233,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿UnaryExpression
1730¿Identifier¿¿1903¿options¿¿¿{"start":{"line":233,"column":23},"end":{"line":233,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1731¿VariableDeclarator¿¿1903¿v177¿¿¿{"start":{"line":233,"column":16},"end":{"line":233,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1732¿BinaryExpression¿===¿1903¿¿¿¿{"start":{"line":233,"column":16},"end":{"line":233,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1733¿Identifier¿¿1903¿v176¿¿¿¿¿Identifier
1734¿Literal¿string¿1903¿¿'function'¿¿{"start":{"line":233,"column":35},"end":{"line":233,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1735¿IfStatement¿¿1903¿¿¿¿{"start":{"line":233,"column":12},"end":{"line":236,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿IfStatement
1736¿Identifier¿¿1903¿v177¿¿¿¿¿Identifier
1737¿ExpressionStatement¿¿1903¿¿¿¿{"start":{"line":234,"column":16},"end":{"line":234,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1738¿AssignmentExpression¿=¿1903¿¿¿¿{"start":{"line":234,"column":16},"end":{"line":234,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1739¿Identifier¿¿1903¿callback¿¿¿{"start":{"line":234,"column":16},"end":{"line":234,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1740¿Identifier¿¿1903¿options¿¿¿{"start":{"line":234,"column":27},"end":{"line":234,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1741¿ExpressionStatement¿¿1903¿¿¿¿{"start":{"line":235,"column":16},"end":{"line":235,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1742¿AssignmentExpression¿=¿1903¿¿¿¿{"start":{"line":235,"column":16},"end":{"line":235,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1743¿Identifier¿¿1903¿options¿¿¿{"start":{"line":235,"column":16},"end":{"line":235,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1744¿Literal¿string¿1903¿¿''¿¿{"start":{"line":235,"column":26},"end":{"line":235,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1745¿BlockStatement¿¿1903¿¿¿¿{"start":{"line":233,"column":47},"end":{"line":236,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1746¿VariableDeclarator¿¿1903¿v178¿¿¿{"start":{"line":237,"column":29},"end":{"line":237,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1747¿BinaryExpression¿+¿1903¿¿¿¿{"start":{"line":237,"column":29},"end":{"line":237,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1748¿Literal¿string¿1903¿¿'checkout '¿¿{"start":{"line":237,"column":29},"end":{"line":237,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1749¿Identifier¿¿1903¿options¿¿¿{"start":{"line":237,"column":43},"end":{"line":237,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1750¿VariableDeclarator¿¿1903¿v179¿¿¿{"start":{"line":237,"column":19},"end":{"line":237,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1751¿CallExpression¿¿1903¿¿¿¿{"start":{"line":237,"column":19},"end":{"line":237,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1752¿MemberExpression¿¿1903¿¿¿¿{"start":{"line":237,"column":19},"end":{"line":237,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1753¿ThisExpression¿¿1903¿¿¿¿{"start":{"line":237,"column":19},"end":{"line":237,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1754¿Identifier¿¿1903¿exec¿¿¿{"start":{"line":237,"column":24},"end":{"line":237,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1755¿Identifier¿¿1903¿v178¿¿¿¿¿Identifier
1756¿Identifier¿¿1903¿callback¿¿¿{"start":{"line":237,"column":52},"end":{"line":237,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1757¿ReturnStatement¿¿1903¿¿¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ReturnStatement
1758¿Identifier¿¿1903¿v179¿¿¿¿¿Identifier
1759¿BlockStatement¿¿1903¿¿¿¿{"start":{"line":232,"column":52},"end":{"line":238,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1760¿VariableDeclarator¿¿1872¿v181¿¿¿{"start":{"line":230,"column":7},"end":{"line":252,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1761¿ObjectExpression¿¿1872¿¿¿¿{"start":{"line":230,"column":7},"end":{"line":252,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ObjectExpression
1762¿Property¿¿1872¿¿¿¿{"start":{"line":231,"column":8},"end":{"line":231,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1763¿Identifier¿¿1872¿key¿¿¿{"start":{"line":231,"column":8},"end":{"line":231,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1764¿Literal¿string¿1872¿¿'checkout'¿¿{"start":{"line":231,"column":13},"end":{"line":231,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1765¿Property¿¿1872¿¿¿¿{"start":{"line":232,"column":8},"end":{"line":238,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1766¿Identifier¿¿1872¿value¿¿¿{"start":{"line":232,"column":8},"end":{"line":232,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1767¿Identifier¿¿1872¿v180¿¿¿¿¿Identifier
1768¿VariableDeclarator¿¿1872¿v188¿¿¿{"start":{"line":254,"column":15},"end":{"line":260,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1769¿FunctionExpression¿¿1872¿clone¿¿¿{"start":{"line":254,"column":15},"end":{"line":260,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1770¿Identifier¿¿0¿gitUrl¿¿¿{"start":{"line":254,"column":30},"end":{"line":254,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1771¿Identifier¿¿0¿options¿¿¿{"start":{"line":254,"column":38},"end":{"line":254,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1772¿Identifier¿¿0¿callback¿¿¿{"start":{"line":254,"column":47},"end":{"line":254,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1773¿VariableDeclarator¿¿1906¿v182¿¿¿{"start":{"line":255,"column":16},"end":{"line":255,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1774¿UnaryExpression¿typeof¿1906¿¿¿¿{"start":{"line":255,"column":16},"end":{"line":255,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿UnaryExpression
1775¿Identifier¿¿1906¿options¿¿¿{"start":{"line":255,"column":23},"end":{"line":255,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1776¿VariableDeclarator¿¿1906¿v183¿¿¿{"start":{"line":255,"column":16},"end":{"line":255,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1777¿BinaryExpression¿===¿1906¿¿¿¿{"start":{"line":255,"column":16},"end":{"line":255,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1778¿Identifier¿¿1906¿v182¿¿¿¿¿Identifier
1779¿Literal¿string¿1906¿¿'function'¿¿{"start":{"line":255,"column":35},"end":{"line":255,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1780¿IfStatement¿¿1906¿¿¿¿{"start":{"line":255,"column":12},"end":{"line":258,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿IfStatement
1781¿Identifier¿¿1906¿v183¿¿¿¿¿Identifier
1782¿ExpressionStatement¿¿1906¿¿¿¿{"start":{"line":256,"column":16},"end":{"line":256,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1783¿AssignmentExpression¿=¿1906¿¿¿¿{"start":{"line":256,"column":16},"end":{"line":256,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1784¿Identifier¿¿1906¿callback¿¿¿{"start":{"line":256,"column":16},"end":{"line":256,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1785¿Identifier¿¿1906¿options¿¿¿{"start":{"line":256,"column":27},"end":{"line":256,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1786¿ExpressionStatement¿¿1906¿¿¿¿{"start":{"line":257,"column":16},"end":{"line":257,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1787¿AssignmentExpression¿=¿1906¿¿¿¿{"start":{"line":257,"column":16},"end":{"line":257,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1788¿Identifier¿¿1906¿options¿¿¿{"start":{"line":257,"column":16},"end":{"line":257,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
