Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
865¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Program
1392¿CallExpression¿¿1495¿¿¿¿{"start":{"line":102,"column":15},"end":{"line":102,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1393¿Identifier¿¿1495¿spawn¿¿¿{"start":{"line":102,"column":15},"end":{"line":102,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1394¿Identifier¿¿1495¿v116¿¿¿¿¿Identifier
1395¿Identifier¿¿1495¿v118¿¿¿¿¿Identifier
1396¿Identifier¿¿1495¿options¿¿¿{"start":{"line":102,"column":64},"end":{"line":102,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1397¿ReturnStatement¿¿1495¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ReturnStatement
1398¿Identifier¿¿1495¿v119¿¿¿¿¿Identifier
1399¿BlockStatement¿¿1495¿¿¿¿{"start":{"line":100,"column":39},"end":{"line":103,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1400¿VariableDeclarator¿¿1495¿v120¿¿¿{"start":{"line":104,"column":56},"end":{"line":104,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1401¿ObjectExpression¿¿1495¿¿¿¿{"start":{"line":104,"column":56},"end":{"line":104,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ObjectExpression
1402¿Property¿¿1495¿¿¿¿{"start":{"line":104,"column":58},"end":{"line":104,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Property
1403¿Identifier¿¿1495¿basedir¿¿¿{"start":{"line":104,"column":58},"end":{"line":104,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1404¿Identifier¿¿1495¿basedir¿¿¿{"start":{"line":104,"column":67},"end":{"line":104,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1405¿VariableDeclarator¿¿1495¿v121¿¿¿{"start":{"line":104,"column":18},"end":{"line":104,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1406¿CallExpression¿¿1495¿¿¿¿{"start":{"line":104,"column":18},"end":{"line":104,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1407¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":104,"column":18},"end":{"line":104,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1408¿Identifier¿¿1495¿resolve_promise_1¿¿¿{"start":{"line":104,"column":18},"end":{"line":104,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1409¿Identifier¿¿1495¿resolve¿¿¿{"start":{"line":104,"column":36},"end":{"line":104,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1410¿Identifier¿¿1495¿modulePath¿¿¿{"start":{"line":104,"column":44},"end":{"line":104,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1411¿Identifier¿¿1495¿v120¿¿¿¿¿Identifier
1412¿VariableDeclarator¿¿1495¿v126¿¿¿{"start":{"line":105,"column":14},"end":{"line":105,"column":103},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1413¿FunctionExpression¿¿1495¿anon¿¿¿{"start":{"line":105,"column":14},"end":{"line":105,"column":103},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1414¿Identifier¿¿0¿filePath¿¿¿{"start":{"line":105,"column":24},"end":{"line":105,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1415¿VariableDeclarator¿¿1498¿v122¿¿¿{"start":{"line":105,"column":49},"end":{"line":105,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1416¿MemberExpression¿¿1498¿¿¿¿{"start":{"line":105,"column":49},"end":{"line":105,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1417¿Identifier¿¿1498¿process¿¿¿{"start":{"line":105,"column":49},"end":{"line":105,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1418¿Identifier¿¿1498¿execPath¿¿¿{"start":{"line":105,"column":57},"end":{"line":105,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1419¿VariableDeclarator¿¿1498¿v123¿¿¿{"start":{"line":105,"column":67},"end":{"line":105,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1420¿ArrayExpression¿¿1498¿¿¿¿{"start":{"line":105,"column":67},"end":{"line":105,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ArrayExpression
1421¿Identifier¿¿1498¿filePath¿¿¿{"start":{"line":105,"column":68},"end":{"line":105,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1422¿VariableDeclarator¿¿1498¿v124¿¿¿{"start":{"line":105,"column":67},"end":{"line":105,"column":90},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1423¿CallExpression¿¿1498¿¿¿¿{"start":{"line":105,"column":67},"end":{"line":105,"column":90},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1424¿MemberExpression¿¿1498¿¿¿¿{"start":{"line":105,"column":67},"end":{"line":105,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1425¿Identifier¿¿1498¿v123¿¿¿¿¿Identifier
1426¿Identifier¿¿1498¿concat¿¿¿{"start":{"line":105,"column":78},"end":{"line":105,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1427¿Identifier¿¿1498¿args¿¿¿{"start":{"line":105,"column":85},"end":{"line":105,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1428¿VariableDeclarator¿¿1498¿v125¿¿¿{"start":{"line":105,"column":43},"end":{"line":105,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1429¿CallExpression¿¿1498¿¿¿¿{"start":{"line":105,"column":43},"end":{"line":105,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1430¿Identifier¿¿1498¿spawn¿¿¿{"start":{"line":105,"column":43},"end":{"line":105,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1431¿Identifier¿¿1498¿v122¿¿¿¿¿Identifier
1432¿Identifier¿¿1498¿v124¿¿¿¿¿Identifier
1433¿Identifier¿¿1498¿options¿¿¿{"start":{"line":105,"column":92},"end":{"line":105,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1434¿ReturnStatement¿¿1498¿¿¿¿{"start":{"line":105,"column":36},"end":{"line":105,"column":101},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ReturnStatement
1435¿Identifier¿¿1498¿v125¿¿¿¿¿Identifier
1436¿BlockStatement¿¿1498¿¿¿¿{"start":{"line":105,"column":34},"end":{"line":105,"column":103},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1437¿VariableDeclarator¿¿1495¿promise¿¿¿{"start":{"line":104,"column":8},"end":{"line":105,"column":104},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1438¿CallExpression¿¿1495¿¿¿¿{"start":{"line":104,"column":18},"end":{"line":105,"column":104},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1439¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":104,"column":18},"end":{"line":105,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1440¿Identifier¿¿1495¿v121¿¿¿¿¿Identifier
1441¿Identifier¿¿1495¿then¿¿¿{"start":{"line":105,"column":9},"end":{"line":105,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1442¿Identifier¿¿1495¿v126¿¿¿¿¿Identifier
1443¿ReturnStatement¿¿1495¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ReturnStatement
1444¿Identifier¿¿1495¿promise¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1445¿BlockStatement¿¿1495¿¿¿¿{"start":{"line":96,"column":50},"end":{"line":107,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1446¿ExpressionStatement¿¿1452¿¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1447¿AssignmentExpression¿=¿1452¿¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿AssignmentExpression
1448¿MemberExpression¿¿1452¿¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1449¿Identifier¿¿1452¿exports¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1450¿Identifier¿¿1452¿fork¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1451¿Identifier¿¿1452¿fork¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1452¿CFG_F_START¿¿1452¿__main__¿¿¿¿¿CFG_F_START
1453¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1454¿CFG_F_START¿¿1454¿891_anon¿¿¿¿¿CFG_F_START
1455¿CFG_F_END¿¿0¿891_anon¿¿¿¿¿CFG_F_END
1456¿CFG_IF_END¿¿0¿897¿¿¿¿¿CFG_IF_END
1457¿CFG_F_START¿¿1457¿904_anon¿¿¿¿¿CFG_F_START
1458¿CFG_F_END¿¿0¿904_anon¿¿¿¿¿CFG_F_END
1459¿CFG_IF_END¿¿0¿911¿¿¿¿¿CFG_IF_END
1460¿CFG_F_START¿¿1460¿921_anon¿¿¿¿¿CFG_F_START
1461¿CFG_F_END¿¿0¿921_anon¿¿¿¿¿CFG_F_END
1462¿CFG_F_START¿¿1462¿937_anon¿¿¿¿¿CFG_F_START
1463¿CFG_F_END¿¿0¿937_anon¿¿¿¿¿CFG_F_END
1464¿CFG_IF_END¿¿0¿945¿¿¿¿¿CFG_IF_END
1465¿CFG_IF_END¿¿0¿962¿¿¿¿¿CFG_IF_END
1466¿CFG_IF_END¿¿0¿943¿¿¿¿¿CFG_IF_END
1467¿CFG_F_START¿¿1467¿1000_anon¿¿¿¿¿CFG_F_START
1468¿CFG_F_END¿¿0¿1000_anon¿¿¿¿¿CFG_F_END
1469¿CFG_F_START¿¿1469¿1004_anon¿¿¿¿¿CFG_F_START
1470¿CFG_F_END¿¿0¿1004_anon¿¿¿¿¿CFG_F_END
1471¿CFG_F_START¿¿1471¿1009_anon¿¿¿¿¿CFG_F_START
1472¿CFG_F_END¿¿0¿1009_anon¿¿¿¿¿CFG_F_END
1473¿CFG_IF_END¿¿0¿1013¿¿¿¿¿CFG_IF_END
1474¿CFG_F_START¿¿1474¿1057_anon¿¿¿¿¿CFG_F_START
1475¿CFG_F_END¿¿0¿1057_anon¿¿¿¿¿CFG_F_END
1476¿CFG_F_START¿¿1476¿1093_anon¿¿¿¿¿CFG_F_START
1477¿CFG_F_END¿¿0¿1093_anon¿¿¿¿¿CFG_F_END
1478¿CFG_F_START¿¿1478¿1109_anon¿¿¿¿¿CFG_F_START
1479¿CFG_F_END¿¿0¿1109_anon¿¿¿¿¿CFG_F_END
1480¿CFG_F_START¿¿1480¿1114_anon¿¿¿¿¿CFG_F_START
1481¿CFG_F_END¿¿0¿1114_anon¿¿¿¿¿CFG_F_END
1482¿CFG_IF_END¿¿0¿1118¿¿¿¿¿CFG_IF_END
1483¿CFG_F_START¿¿1483¿1163_anon¿¿¿¿¿CFG_F_START
1484¿CFG_F_END¿¿0¿1163_anon¿¿¿¿¿CFG_F_END
1485¿CFG_F_START¿¿1485¿1199_anon¿¿¿¿¿CFG_F_START
1486¿CFG_F_END¿¿0¿1199_anon¿¿¿¿¿CFG_F_END
1487¿CFG_F_START¿¿1487¿1215_anon¿¿¿¿¿CFG_F_START
1488¿CFG_F_END¿¿0¿1215_anon¿¿¿¿¿CFG_F_END
1489¿CFG_F_START¿¿1489¿1252_anon¿¿¿¿¿CFG_F_START
1490¿CFG_F_END¿¿0¿1252_anon¿¿¿¿¿CFG_F_END
1491¿CFG_F_START¿¿1491¿1271_anon¿¿¿¿¿CFG_F_START
1492¿CFG_F_END¿¿0¿1271_anon¿¿¿¿¿CFG_F_END
1493¿CFG_F_START¿¿1493¿1295_anon¿¿¿¿¿CFG_F_START
1494¿CFG_F_END¿¿0¿1295_anon¿¿¿¿¿CFG_F_END
1495¿CFG_F_START¿¿1495¿1331_anon¿¿¿¿¿CFG_F_START
1496¿CFG_F_END¿¿0¿1331_anon¿¿¿¿¿CFG_F_END
1497¿CFG_IF_END¿¿0¿1369¿¿¿¿¿CFG_IF_END
1498¿CFG_F_START¿¿1498¿1413_anon¿¿¿¿¿CFG_F_START
1499¿CFG_F_END¿¿0¿1413_anon¿¿¿¿¿CFG_F_END
1500¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1501¿PDG_CALL¿¿1452¿1452.CALL->require-o219¿¿¿¿¿PDG_CALL
1502¿PDG_OBJECT¿¿0¿1452.path-o220¿¿¿¿¿PDG_OBJECT
1503¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1504¿PDG_CALL¿¿1452¿1452.CALL->require-o221¿¿¿¿¿PDG_CALL
1505¿PDG_OBJECT¿¿0¿1452.cp-o222¿¿¿¿¿PDG_OBJECT
1506¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1507¿PDG_CALL¿¿1452¿1452.CALL->require-o223¿¿¿¿¿PDG_CALL
1508¿PDG_OBJECT¿¿0¿1452.split-o224¿¿¿¿¿PDG_OBJECT
1509¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1510¿PDG_CALL¿¿1452¿1452.CALL->require-o225¿¿¿¿¿PDG_CALL
1511¿PDG_OBJECT¿¿0¿1452.resolve_promise_1-o226¿¿¿¿¿PDG_OBJECT
1512¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1513¿PDG_CALL¿¿1452¿1452.CALL->require-o227¿¿¿¿¿PDG_CALL
1514¿PDG_OBJECT¿¿0¿1452.caller_1-o228¿¿¿¿¿PDG_OBJECT
1515¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1516¿PDG_CALL¿¿1452¿1452.CALL->require-o229¿¿¿¿¿PDG_CALL
1517¿PDG_OBJECT¿¿0¿1452.PromiseWithEvents_1-o230¿¿¿¿¿PDG_OBJECT
1518¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1519¿PDG_OBJECT¿¿0¿1454.this-o231¿¿¿¿¿PDG_OBJECT
1520¿PDG_OBJECT¿¿0¿1454.argsOrOptions-o232¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿0¿1452.getArgs-o233¿¿¿¿¿PDG_OBJECT
1522¿PDG_OBJECT¿¿0¿1457.this-o234¿¿¿¿¿PDG_OBJECT
1523¿PDG_OBJECT¿¿0¿1457.argsOrOptions-o235¿¿¿¿¿PDG_OBJECT
1524¿PDG_OBJECT¿¿0¿1457.options-o236¿¿¿¿¿PDG_OBJECT
1525¿PDG_OBJECT¿¿0¿1452.getOptions-o237¿¿¿¿¿PDG_OBJECT
1526¿PDG_OBJECT¿¿0¿1460.this-o238¿¿¿¿¿PDG_OBJECT
1527¿PDG_OBJECT¿¿0¿1460.stream-o239¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿0¿1460.event-o240¿¿¿¿¿PDG_OBJECT
1529¿PDG_OBJECT¿¿0¿1460.eventEmitter-o241¿¿¿¿¿PDG_OBJECT
1530¿PDG_OBJECT¿¿0¿1452.readStreamAsLines-o242¿¿¿¿¿PDG_OBJECT
1531¿PDG_OBJECT¿¿0¿1467.this-o243¿¿¿¿¿PDG_OBJECT
1532¿PDG_OBJECT¿¿0¿1467.command-o244¿¿¿¿¿PDG_OBJECT
1533¿PDG_OBJECT¿¿0¿1467.options-o245¿¿¿¿¿PDG_OBJECT
1534¿PDG_OBJECT¿¿0¿1452.exec-o246¿¿¿¿¿PDG_OBJECT
1535¿PDG_OBJECT¿¿0¿1452.exports-o247¿¿¿¿¿PDG_OBJECT
1536¿PDG_OBJECT¿¿0¿1452.exports.exec-o248¿¿¿¿¿PDG_OBJECT
1537¿PDG_OBJECT¿¿0¿1476.this-o249¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿0¿1476.file-o250¿¿¿¿¿PDG_OBJECT
1539¿PDG_OBJECT¿¿0¿1476.argsOrOptions-o251¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿0¿1476.options-o252¿¿¿¿¿PDG_OBJECT
1541¿PDG_OBJECT¿¿0¿1452.execFile-o253¿¿¿¿¿PDG_OBJECT
1542¿PDG_OBJECT¿¿0¿1452.exports-o254¿¿¿¿¿PDG_OBJECT
1543¿PDG_OBJECT¿¿0¿1452.exports.execFile-o255¿¿¿¿¿PDG_OBJECT
1544¿PDG_OBJECT¿¿0¿1485.this-o256¿¿¿¿¿PDG_OBJECT
1545¿PDG_OBJECT¿¿0¿1485.command-o257¿¿¿¿¿PDG_OBJECT
1546¿PDG_OBJECT¿¿0¿1485.argsOrOptions-o258¿¿¿¿¿PDG_OBJECT
1547¿PDG_OBJECT¿¿0¿1485.options-o259¿¿¿¿¿PDG_OBJECT
1548¿PDG_OBJECT¿¿0¿1452.spawn-o260¿¿¿¿¿PDG_OBJECT
1549¿PDG_OBJECT¿¿0¿1452.exports-o261¿¿¿¿¿PDG_OBJECT
1550¿PDG_OBJECT¿¿0¿1452.exports.spawn-o262¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿0¿1495.this-o263¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿0¿1495.modulePath-o264¿¿¿¿¿PDG_OBJECT
1553¿PDG_OBJECT¿¿0¿1495.argsOrOptions-o265¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1495.options-o266¿¿¿¿¿PDG_OBJECT
1555¿PDG_OBJECT¿¿0¿1452.fork-o267¿¿¿¿¿PDG_OBJECT
1556¿PDG_OBJECT¿¿0¿1452.exports-o268¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿0¿1452.exports.fork-o269¿¿¿¿¿PDG_OBJECT
1558¿PDG_OBJECT¿¿0¿1454.v64-o270¿¿¿¿¿PDG_OBJECT
1559¿PDG_RETURN¿¿0¿1454.RET_OBJ-o271¿¿¿¿¿PDG_RETURN
1560¿PDG_OBJECT¿¿0¿1457.v65-o272¿¿¿¿¿PDG_OBJECT
1561¿PDG_RETURN¿¿0¿1457.RET_OBJ-o273¿¿¿¿¿PDG_RETURN
1562¿PDG_RETURN¿¿0¿1457.RET_OBJ-o274¿¿¿¿¿PDG_RETURN
1563¿PDG_CALL¿¿1460¿1460.CALL->split-o275¿¿¿¿¿PDG_CALL
1564¿PDG_OBJECT¿¿0¿1460.v66-o276¿¿¿¿¿PDG_OBJECT
1565¿PDG_CALL¿¿1460¿1460.CALL->stream.pipe-o277¿¿¿¿¿PDG_CALL
1566¿PDG_OBJECT¿¿0¿1460.v67-o278¿¿¿¿¿PDG_OBJECT
1567¿PDG_OBJECT¿¿0¿1462.this-o279¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1462.line-o280¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿0¿1460.v72-o281¿¿¿¿¿PDG_OBJECT
1570¿PDG_CALL¿¿1460¿1460.CALL->v67.on-o282¿¿¿¿¿PDG_CALL
1571¿PDG_OBJECT¿¿0¿1460.v73-o283¿¿¿¿¿PDG_OBJECT
1572¿PDG_OBJECT¿¿0¿1462.v68-o284¿¿¿¿¿PDG_OBJECT
1573¿PDG_CALL¿¿1462¿1462.CALL->eventEmitter.emit-o285¿¿¿¿¿PDG_CALL
1574¿PDG_OBJECT¿¿0¿1462.v69-o286¿¿¿¿¿PDG_OBJECT
1575¿PDG_CALL¿¿1462¿1462.CALL->eventEmitter.emit-o287¿¿¿¿¿PDG_CALL
1576¿PDG_OBJECT¿¿0¿1462.v70-o288¿¿¿¿¿PDG_OBJECT
1577¿PDG_CALL¿¿1462¿1462.CALL->eventEmitter.emit-o289¿¿¿¿¿PDG_CALL
1578¿PDG_OBJECT¿¿0¿1462.v71-o290¿¿¿¿¿PDG_OBJECT
1579¿PDG_OBJECT¿¿0¿1469.this-o291¿¿¿¿¿PDG_OBJECT
1580¿PDG_OBJECT¿¿0¿1469.resolve-o292¿¿¿¿¿PDG_OBJECT
1581¿PDG_OBJECT¿¿0¿1469.reject-o293¿¿¿¿¿PDG_OBJECT
1582¿PDG_OBJECT¿¿0¿1469.eventEmitter-o294¿¿¿¿¿PDG_OBJECT
1583¿PDG_OBJECT¿¿0¿1467.v83-o295¿¿¿¿¿PDG_OBJECT
1584¿PDG_CALL¿¿1467¿1467.CALL->PromiseWithEvents_1.PromiseWithEvents-o296¿¿¿¿¿PDG_CALL
1585¿PDG_OBJECT¿¿0¿1467.v84-o297¿¿¿¿¿PDG_OBJECT
1586¿PDG_RETURN¿¿0¿1467.RET_OBJ-o298¿¿¿¿¿PDG_RETURN
1587¿PDG_OBJECT¿¿0¿1471.this-o299¿¿¿¿¿PDG_OBJECT
1588¿PDG_OBJECT¿¿0¿1471.err-o300¿¿¿¿¿PDG_OBJECT
1589¿PDG_OBJECT¿¿0¿1471.stdout-o301¿¿¿¿¿PDG_OBJECT
1590¿PDG_OBJECT¿¿0¿1471.stderr-o302¿¿¿¿¿PDG_OBJECT
1591¿PDG_OBJECT¿¿0¿1469.v79-o303¿¿¿¿¿PDG_OBJECT
1592¿PDG_CALL¿¿1469¿1469.CALL->cp.exec-o304¿¿¿¿¿PDG_CALL
1593¿PDG_OBJECT¿¿0¿1469.childProcess-o305¿¿¿¿¿PDG_OBJECT
1594¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1595¿PDG_OBJECT¿¿0¿1474.this-o306¿¿¿¿¿PDG_OBJECT
1596¿PDG_OBJECT¿¿0¿1469.v81-o307¿¿¿¿¿PDG_OBJECT
1597¿PDG_CALL¿¿1469¿1469.CALL->process.nextTick-o308¿¿¿¿¿PDG_CALL
1598¿PDG_OBJECT¿¿0¿1469.v82-o309¿¿¿¿¿PDG_OBJECT
1599¿PDG_CALL¿¿1471¿1471.CALL->reject-o310¿¿¿¿¿PDG_CALL
1600¿PDG_OBJECT¿¿0¿1471.v74-o311¿¿¿¿¿PDG_OBJECT
1601¿PDG_CALL¿¿1471¿1471.CALL->stdout.toString-o312¿¿¿¿¿PDG_CALL
1602¿PDG_OBJECT¿¿0¿1471.v75-o313¿¿¿¿¿PDG_OBJECT
1603¿PDG_CALL¿¿1471¿1471.CALL->stderr.toString-o314¿¿¿¿¿PDG_CALL
1604¿PDG_OBJECT¿¿0¿1471.v76-o315¿¿¿¿¿PDG_OBJECT
1605¿PDG_OBJECT¿¿0¿1471.v77-o316¿¿¿¿¿PDG_OBJECT
1606¿PDG_CALL¿¿1471¿1471.CALL->resolve-o317¿¿¿¿¿PDG_CALL
1607¿PDG_OBJECT¿¿0¿1471.v78-o318¿¿¿¿¿PDG_OBJECT
1608¿PDG_CALL¿¿1474¿1474.CALL->eventEmitter.emit-o319¿¿¿¿¿PDG_CALL
1609¿PDG_OBJECT¿¿0¿1474.v80-o320¿¿¿¿¿PDG_OBJECT
1610¿PDG_RETURN¿¿0¿1474.RET_OBJ-o321¿¿¿¿¿PDG_RETURN
1611¿PDG_CALL¿¿1476¿1476.CALL->getArgs-o322¿¿¿¿¿PDG_CALL
1612¿PDG_OBJECT¿¿0¿1476.args-o323¿¿¿¿¿PDG_OBJECT
1613¿PDG_CALL¿¿1476¿1476.CALL->getOptions-o324¿¿¿¿¿PDG_CALL
1614¿PDG_OBJECT¿¿0¿1476.options-o325¿¿¿¿¿PDG_OBJECT
1615¿PDG_OBJECT¿¿0¿1478.this-o326¿¿¿¿¿PDG_OBJECT
1616¿PDG_OBJECT¿¿0¿1478.resolve-o327¿¿¿¿¿PDG_OBJECT
1617¿PDG_OBJECT¿¿0¿1478.reject-o328¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1478.eventEmitter-o329¿¿¿¿¿PDG_OBJECT
1619¿PDG_OBJECT¿¿0¿1476.v94-o330¿¿¿¿¿PDG_OBJECT
