Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1147¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":177,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Program
1749¿AssignmentExpression¿=¿2022¿¿¿¿{"start":{"line":151,"column":2},"end":{"line":151,"column":97},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1750¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":151,"column":2},"end":{"line":151,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1751¿Identifier¿¿2022¿options¿¿¿{"start":{"line":151,"column":2},"end":{"line":151,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1752¿Identifier¿¿2022¿originalIconFilename¿¿¿{"start":{"line":151,"column":10},"end":{"line":151,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1753¿LogicalExpression¿||¿2022¿¿¿¿{"start":{"line":151,"column":33},"end":{"line":151,"column":97},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿LogicalExpression
1754¿Identifier¿¿2022¿v179¿¿¿¿¿Identifier
1755¿Identifier¿¿2022¿v180¿¿¿¿¿Identifier
1756¿VariableDeclarator¿¿2022¿v181¿¿¿{"start":{"line":152,"column":30},"end":{"line":152,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1757¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":152,"column":30},"end":{"line":152,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1758¿Identifier¿¿2022¿options¿¿¿{"start":{"line":152,"column":30},"end":{"line":152,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1759¿Identifier¿¿2022¿iosFilenamePrefix¿¿¿{"start":{"line":152,"column":38},"end":{"line":152,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1760¿VariableDeclarator¿¿2022¿v182¿¿¿{"start":{"line":152,"column":59},"end":{"line":152,"column":88},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1761¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":152,"column":59},"end":{"line":152,"column":88},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1762¿Identifier¿¿2022¿defaults¿¿¿{"start":{"line":152,"column":59},"end":{"line":152,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1763¿Identifier¿¿2022¿IOS_FILE_NAME_PREFIX¿¿¿{"start":{"line":152,"column":68},"end":{"line":152,"column":88},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1764¿ExpressionStatement¿¿2022¿¿¿¿{"start":{"line":152,"column":2},"end":{"line":152,"column":89},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1765¿AssignmentExpression¿=¿2022¿¿¿¿{"start":{"line":152,"column":2},"end":{"line":152,"column":88},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1766¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":152,"column":2},"end":{"line":152,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1767¿Identifier¿¿2022¿options¿¿¿{"start":{"line":152,"column":2},"end":{"line":152,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1768¿Identifier¿¿2022¿iosFilenamePrefix¿¿¿{"start":{"line":152,"column":10},"end":{"line":152,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1769¿LogicalExpression¿||¿2022¿¿¿¿{"start":{"line":152,"column":30},"end":{"line":152,"column":88},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿LogicalExpression
1770¿Identifier¿¿2022¿v181¿¿¿¿¿Identifier
1771¿Identifier¿¿2022¿v182¿¿¿¿¿Identifier
1772¿VariableDeclarator¿¿2022¿v183¿¿¿{"start":{"line":153,"column":28},"end":{"line":153,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1773¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":153,"column":28},"end":{"line":153,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1774¿Identifier¿¿2022¿options¿¿¿{"start":{"line":153,"column":28},"end":{"line":153,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1775¿Identifier¿¿2022¿iosOutputFolder¿¿¿{"start":{"line":153,"column":36},"end":{"line":153,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1776¿VariableDeclarator¿¿2022¿v184¿¿¿{"start":{"line":153,"column":55},"end":{"line":153,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1777¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":153,"column":55},"end":{"line":153,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1778¿Identifier¿¿2022¿defaults¿¿¿{"start":{"line":153,"column":55},"end":{"line":153,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1779¿Identifier¿¿2022¿IOS_OUTPUT_FOLDER¿¿¿{"start":{"line":153,"column":64},"end":{"line":153,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1780¿ExpressionStatement¿¿2022¿¿¿¿{"start":{"line":153,"column":2},"end":{"line":153,"column":82},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1781¿AssignmentExpression¿=¿2022¿¿¿¿{"start":{"line":153,"column":2},"end":{"line":153,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1782¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":153,"column":2},"end":{"line":153,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1783¿Identifier¿¿2022¿options¿¿¿{"start":{"line":153,"column":2},"end":{"line":153,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1784¿Identifier¿¿2022¿iosOutputFolder¿¿¿{"start":{"line":153,"column":10},"end":{"line":153,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1785¿LogicalExpression¿||¿2022¿¿¿¿{"start":{"line":153,"column":28},"end":{"line":153,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿LogicalExpression
1786¿Identifier¿¿2022¿v183¿¿¿¿¿Identifier
1787¿Identifier¿¿2022¿v184¿¿¿¿¿Identifier
1788¿VariableDeclarator¿¿2022¿v185¿¿¿{"start":{"line":154,"column":32},"end":{"line":154,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1789¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":154,"column":32},"end":{"line":154,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1790¿Identifier¿¿2022¿options¿¿¿{"start":{"line":154,"column":32},"end":{"line":154,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1791¿Identifier¿¿2022¿androidOutputFolder¿¿¿{"start":{"line":154,"column":40},"end":{"line":154,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1792¿VariableDeclarator¿¿2022¿v186¿¿¿{"start":{"line":154,"column":63},"end":{"line":154,"column":93},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1793¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":154,"column":63},"end":{"line":154,"column":93},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1794¿Identifier¿¿2022¿defaults¿¿¿{"start":{"line":154,"column":63},"end":{"line":154,"column":71},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1795¿Identifier¿¿2022¿ANDROID_OUTPUT_FOLDER¿¿¿{"start":{"line":154,"column":72},"end":{"line":154,"column":93},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1796¿ExpressionStatement¿¿2022¿¿¿¿{"start":{"line":154,"column":2},"end":{"line":154,"column":94},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1797¿AssignmentExpression¿=¿2022¿¿¿¿{"start":{"line":154,"column":2},"end":{"line":154,"column":93},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1798¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":154,"column":2},"end":{"line":154,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1799¿Identifier¿¿2022¿options¿¿¿{"start":{"line":154,"column":2},"end":{"line":154,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1800¿Identifier¿¿2022¿androidOutputFolder¿¿¿{"start":{"line":154,"column":10},"end":{"line":154,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1801¿LogicalExpression¿||¿2022¿¿¿¿{"start":{"line":154,"column":32},"end":{"line":154,"column":93},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿LogicalExpression
1802¿Identifier¿¿2022¿v185¿¿¿¿¿Identifier
1803¿Identifier¿¿2022¿v186¿¿¿¿¿Identifier
1804¿VariableDeclarator¿¿2022¿v187¿¿¿{"start":{"line":155,"column":34},"end":{"line":155,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1805¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":155,"column":34},"end":{"line":155,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1806¿Identifier¿¿2022¿options¿¿¿{"start":{"line":155,"column":34},"end":{"line":155,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1807¿Identifier¿¿2022¿androidOutputFilename¿¿¿{"start":{"line":155,"column":42},"end":{"line":155,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1808¿VariableDeclarator¿¿2022¿v188¿¿¿{"start":{"line":155,"column":81},"end":{"line":155,"column":109},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1809¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":155,"column":81},"end":{"line":155,"column":109},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1810¿Identifier¿¿2022¿options¿¿¿{"start":{"line":155,"column":81},"end":{"line":155,"column":88},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1811¿Identifier¿¿2022¿originalIconFilename¿¿¿{"start":{"line":155,"column":89},"end":{"line":155,"column":109},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1812¿VariableDeclarator¿¿2022¿v189¿¿¿{"start":{"line":155,"column":67},"end":{"line":155,"column":110},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1813¿CallExpression¿¿2022¿¿¿¿{"start":{"line":155,"column":67},"end":{"line":155,"column":110},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1814¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":155,"column":67},"end":{"line":155,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1815¿Identifier¿¿2022¿path¿¿¿{"start":{"line":155,"column":67},"end":{"line":155,"column":71},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1816¿Identifier¿¿2022¿basename¿¿¿{"start":{"line":155,"column":72},"end":{"line":155,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1817¿Identifier¿¿2022¿v188¿¿¿¿¿Identifier
1818¿ExpressionStatement¿¿2022¿¿¿¿{"start":{"line":155,"column":2},"end":{"line":155,"column":111},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1819¿AssignmentExpression¿=¿2022¿¿¿¿{"start":{"line":155,"column":2},"end":{"line":155,"column":110},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1820¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":155,"column":2},"end":{"line":155,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1821¿Identifier¿¿2022¿options¿¿¿{"start":{"line":155,"column":2},"end":{"line":155,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1822¿Identifier¿¿2022¿androidOutputFilename¿¿¿{"start":{"line":155,"column":10},"end":{"line":155,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1823¿LogicalExpression¿||¿2022¿¿¿¿{"start":{"line":155,"column":34},"end":{"line":155,"column":110},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿LogicalExpression
1824¿Identifier¿¿2022¿v187¿¿¿¿¿Identifier
1825¿Identifier¿¿2022¿v189¿¿¿¿¿Identifier
1826¿VariableDeclarator¿¿2022¿v190¿¿¿{"start":{"line":156,"column":28},"end":{"line":156,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1827¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":156,"column":28},"end":{"line":156,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1828¿Identifier¿¿2022¿options¿¿¿{"start":{"line":156,"column":28},"end":{"line":156,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1829¿Identifier¿¿2022¿androidBaseSize¿¿¿{"start":{"line":156,"column":36},"end":{"line":156,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1830¿VariableDeclarator¿¿2022¿v191¿¿¿{"start":{"line":156,"column":55},"end":{"line":156,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1831¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":156,"column":55},"end":{"line":156,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1832¿Identifier¿¿2022¿defaults¿¿¿{"start":{"line":156,"column":55},"end":{"line":156,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1833¿Identifier¿¿2022¿ANDROID_BASE_SIZE¿¿¿{"start":{"line":156,"column":64},"end":{"line":156,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1834¿ExpressionStatement¿¿2022¿¿¿¿{"start":{"line":156,"column":2},"end":{"line":156,"column":82},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1835¿AssignmentExpression¿=¿2022¿¿¿¿{"start":{"line":156,"column":2},"end":{"line":156,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1836¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":156,"column":2},"end":{"line":156,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1837¿Identifier¿¿2022¿options¿¿¿{"start":{"line":156,"column":2},"end":{"line":156,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1838¿Identifier¿¿2022¿androidBaseSize¿¿¿{"start":{"line":156,"column":10},"end":{"line":156,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1839¿LogicalExpression¿||¿2022¿¿¿¿{"start":{"line":156,"column":28},"end":{"line":156,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿LogicalExpression
1840¿Identifier¿¿2022¿v190¿¿¿¿¿Identifier
1841¿Identifier¿¿2022¿v191¿¿¿¿¿Identifier
1842¿VariableDeclarator¿¿2022¿v192¿¿¿{"start":{"line":158,"column":26},"end":{"line":158,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1843¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":158,"column":26},"end":{"line":158,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1844¿Identifier¿¿2022¿options¿¿¿{"start":{"line":158,"column":26},"end":{"line":158,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1845¿Identifier¿¿2022¿originalIconFilename¿¿¿{"start":{"line":158,"column":34},"end":{"line":158,"column":54},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1846¿VariableDeclarator¿¿2022¿dimensions¿¿¿{"start":{"line":158,"column":6},"end":{"line":158,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1847¿CallExpression¿¿2022¿¿¿¿{"start":{"line":158,"column":19},"end":{"line":158,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1848¿Identifier¿¿2022¿sizeOf¿¿¿{"start":{"line":158,"column":19},"end":{"line":158,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1849¿Identifier¿¿2022¿v192¿¿¿¿¿Identifier
1850¿VariableDeclarator¿¿2022¿v193¿¿¿{"start":{"line":159,"column":34},"end":{"line":159,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1851¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":159,"column":34},"end":{"line":159,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1852¿Identifier¿¿2022¿dimensions¿¿¿{"start":{"line":159,"column":34},"end":{"line":159,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1853¿Identifier¿¿2022¿width¿¿¿{"start":{"line":159,"column":45},"end":{"line":159,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1854¿VariableDeclarator¿¿2022¿v194¿¿¿{"start":{"line":159,"column":52},"end":{"line":159,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1855¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":159,"column":52},"end":{"line":159,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1856¿Identifier¿¿2022¿dimensions¿¿¿{"start":{"line":159,"column":52},"end":{"line":159,"column":62},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1857¿Identifier¿¿2022¿height¿¿¿{"start":{"line":159,"column":63},"end":{"line":159,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1858¿VariableDeclarator¿¿2022¿v195¿¿¿{"start":{"line":159,"column":2},"end":{"line":159,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1859¿CallExpression¿¿2022¿¿¿¿{"start":{"line":159,"column":25},"end":{"line":159,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1860¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":159,"column":25},"end":{"line":159,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1861¿Identifier¿¿2022¿Math¿¿¿{"start":{"line":159,"column":25},"end":{"line":159,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1862¿Identifier¿¿2022¿max¿¿¿{"start":{"line":159,"column":30},"end":{"line":159,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1863¿Identifier¿¿2022¿v193¿¿¿¿¿Identifier
1864¿Identifier¿¿2022¿v194¿¿¿¿¿Identifier
1865¿ExpressionStatement¿¿2022¿¿¿¿{"start":{"line":159,"column":2},"end":{"line":159,"column":71},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1866¿AssignmentExpression¿=¿2022¿¿¿¿{"start":{"line":159,"column":2},"end":{"line":159,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1867¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":159,"column":2},"end":{"line":159,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1868¿Identifier¿¿2022¿options¿¿¿{"start":{"line":159,"column":2},"end":{"line":159,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1869¿Identifier¿¿2022¿originalSize¿¿¿{"start":{"line":159,"column":10},"end":{"line":159,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1870¿Identifier¿¿2022¿v195¿¿¿¿¿Identifier
1871¿VariableDeclarator¿¿2022¿v196¿¿¿{"start":{"line":162,"column":20},"end":{"line":162,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1872¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":162,"column":20},"end":{"line":162,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1873¿Identifier¿¿2022¿options¿¿¿{"start":{"line":162,"column":20},"end":{"line":162,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1874¿Identifier¿¿2022¿config¿¿¿{"start":{"line":162,"column":28},"end":{"line":162,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1875¿VariableDeclarator¿¿2022¿v197¿¿¿{"start":{"line":162,"column":59},"end":{"line":162,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1876¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":162,"column":59},"end":{"line":162,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1877¿Identifier¿¿2022¿options¿¿¿{"start":{"line":162,"column":59},"end":{"line":162,"column":66},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1878¿Identifier¿¿2022¿config¿¿¿{"start":{"line":162,"column":67},"end":{"line":162,"column":73},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1879¿VariableDeclarator¿¿2022¿v198¿¿¿{"start":{"line":162,"column":46},"end":{"line":162,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1880¿CallExpression¿¿2022¿¿¿¿{"start":{"line":162,"column":46},"end":{"line":162,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1881¿MemberExpression¿¿2022¿¿¿¿{"start":{"line":162,"column":46},"end":{"line":162,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1882¿Identifier¿¿2022¿path¿¿¿{"start":{"line":162,"column":46},"end":{"line":162,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1883¿Identifier¿¿2022¿resolve¿¿¿{"start":{"line":162,"column":51},"end":{"line":162,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1884¿Identifier¿¿2022¿v197¿¿¿¿¿Identifier
1885¿VariableDeclarator¿¿2022¿v199¿¿¿{"start":{"line":162,"column":38},"end":{"line":162,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1886¿CallExpression¿¿2022¿¿¿¿{"start":{"line":162,"column":38},"end":{"line":162,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1887¿Identifier¿¿2022¿require¿¿¿{"start":{"line":162,"column":38},"end":{"line":162,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1888¿Identifier¿¿2022¿v198¿¿¿¿¿Identifier
1889¿VariableDeclarator¿¿2022¿v200¿¿¿{"start":{"line":162,"column":78},"end":{"line":162,"column":98},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1890¿CallExpression¿¿2022¿¿¿¿{"start":{"line":162,"column":78},"end":{"line":162,"column":98},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1891¿Identifier¿¿2022¿require¿¿¿{"start":{"line":162,"column":78},"end":{"line":162,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1892¿Literal¿string¿2022¿¿'../config'¿¿{"start":{"line":162,"column":86},"end":{"line":162,"column":97},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Literal
1893¿VariableDeclarator¿¿2022¿v201¿¿¿{"start":{"line":162,"column":19},"end":{"line":162,"column":98},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1894¿IfStatement¿¿2022¿¿¿¿{"start":{"line":162,"column":19},"end":{"line":162,"column":98},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿IfStatement
1895¿Identifier¿¿2022¿v196¿¿¿¿¿Identifier
1896¿ExpressionStatement¿¿2022¿¿¿¿{"start":{"line":162,"column":19},"end":{"line":162,"column":98},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1897¿AssignmentExpression¿=¿2022¿¿¿¿{"start":{"line":162,"column":19},"end":{"line":162,"column":98},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1898¿Identifier¿¿2022¿v201¿¿¿¿¿Identifier
1899¿Identifier¿¿2022¿v199¿¿¿¿¿Identifier
1900¿BlockStatement¿¿2022¿¿¿¿¿¿BlockStatement
