Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2986¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":780,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Program
3113¿Identifier¿¿5337¿serveFile¿¿¿{"start":{"line":315,"column":8},"end":{"line":315,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3114¿Identifier¿¿5337¿serveFile¿¿¿{"start":{"line":315,"column":8},"end":{"line":315,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3115¿VariableDeclarator¿¿5337¿Config¿¿¿{"start":{"line":37,"column":0},"end":{"line":326,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3116¿FunctionExpression¿¿5337¿Config¿¿¿{"start":{"line":319,"column":14},"end":{"line":321,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿FunctionExpression
3117¿ReturnStatement¿¿5355¿¿¿¿{"start":{"line":320,"column":6},"end":{"line":320,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ReturnStatement
3118¿Identifier¿¿5355¿Config¿¿¿{"start":{"line":320,"column":13},"end":{"line":320,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3119¿BlockStatement¿¿5355¿¿¿¿{"start":{"line":319,"column":16},"end":{"line":321,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
3120¿ExpressionStatement¿¿5337¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":326,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
3121¿AssignmentExpression¿=¿5337¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":326,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿AssignmentExpression
3122¿MemberExpression¿¿5337¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":326,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3123¿Identifier¿¿5337¿Server¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3124¿Identifier¿¿5337¿Config¿¿¿{"start":{"line":319,"column":8},"end":{"line":319,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3125¿Identifier¿¿5337¿Config¿¿¿{"start":{"line":319,"column":8},"end":{"line":319,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3126¿VariableDeclarator¿¿5337¿Server¿¿¿{"start":{"line":37,"column":0},"end":{"line":326,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3127¿FunctionExpression¿¿5337¿Server¿¿¿{"start":{"line":323,"column":14},"end":{"line":325,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿FunctionExpression
3128¿ReturnStatement¿¿5357¿¿¿¿{"start":{"line":324,"column":6},"end":{"line":324,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ReturnStatement
3129¿Identifier¿¿5357¿Server¿¿¿{"start":{"line":324,"column":13},"end":{"line":324,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3130¿BlockStatement¿¿5357¿¿¿¿{"start":{"line":323,"column":16},"end":{"line":325,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
3131¿ExpressionStatement¿¿5337¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":326,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
3132¿AssignmentExpression¿=¿5337¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":326,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿AssignmentExpression
3133¿MemberExpression¿¿5337¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":326,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3134¿Identifier¿¿5337¿Server¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3135¿Identifier¿¿5337¿Server¿¿¿{"start":{"line":323,"column":8},"end":{"line":323,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3136¿Identifier¿¿5337¿Server¿¿¿{"start":{"line":323,"column":8},"end":{"line":323,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3137¿ExpressionStatement¿¿5337¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":326,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
3138¿AssignmentExpression¿=¿5337¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":326,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿AssignmentExpression
3139¿MemberExpression¿computed¿5337¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":326,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3140¿Identifier¿¿5337¿Server¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3141¿Literal¿string¿5337¿¿is_class¿¿¿¿Literal
3142¿Literal¿boolean¿5337¿¿true¿¿¿¿Literal
3143¿VariableDeclarator¿¿5337¿deploy¿¿¿{"start":{"line":328,"column":0},"end":{"line":419,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3144¿FunctionExpression¿¿5337¿anon¿¿¿{"start":{"line":328,"column":0},"end":{"line":419,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿FunctionExpression
3145¿Identifier¿¿0¿userConfig¿¿¿{"start":{"line":328,"column":16},"end":{"line":328,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3146¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":328,"column":28},"end":{"line":328,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿AssignmentPattern
3147¿VariableDeclarator¿¿5359¿v340¿¿¿{"start":{"line":334,"column":16},"end":{"line":334,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3148¿CallExpression¿¿5359¿¿¿¿{"start":{"line":334,"column":16},"end":{"line":334,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
3149¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":334,"column":16},"end":{"line":334,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3150¿Identifier¿¿5359¿requestRecieved¿¿¿{"start":{"line":334,"column":16},"end":{"line":334,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3151¿Identifier¿¿5359¿bind¿¿¿{"start":{"line":334,"column":32},"end":{"line":334,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3152¿ThisExpression¿¿5359¿¿¿¿{"start":{"line":334,"column":37},"end":{"line":334,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
3153¿VariableDeclarator¿¿5359¿v341¿¿¿{"start":{"line":333,"column":18},"end":{"line":335,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3154¿CallExpression¿¿5359¿¿¿¿{"start":{"line":333,"column":18},"end":{"line":335,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
3155¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":333,"column":18},"end":{"line":333,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3156¿Identifier¿¿5359¿http¿¿¿{"start":{"line":333,"column":18},"end":{"line":333,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3157¿Identifier¿¿5359¿createServer¿¿¿{"start":{"line":333,"column":23},"end":{"line":333,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3158¿Identifier¿¿5359¿v340¿¿¿¿¿Identifier
3159¿VariableDeclarator¿¿5359¿v342¿¿¿{"start":{"line":332,"column":8},"end":{"line":338,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3160¿ObjectExpression¿¿5359¿¿¿¿{"start":{"line":332,"column":8},"end":{"line":338,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ObjectExpression
3161¿Property¿¿5359¿¿¿¿{"start":{"line":333,"column":12},"end":{"line":335,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Property
3162¿Identifier¿¿5359¿value¿¿¿{"start":{"line":333,"column":12},"end":{"line":333,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3163¿Identifier¿¿5359¿v341¿¿¿¿¿Identifier
3164¿Property¿¿5359¿¿¿¿{"start":{"line":336,"column":12},"end":{"line":336,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Property
3165¿Identifier¿¿5359¿writable¿¿¿{"start":{"line":336,"column":12},"end":{"line":336,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3166¿Literal¿boolean¿5359¿¿false¿¿{"start":{"line":336,"column":21},"end":{"line":336,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
3167¿Property¿¿5359¿¿¿¿{"start":{"line":337,"column":12},"end":{"line":337,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Property
3168¿Identifier¿¿5359¿enumerable¿¿¿{"start":{"line":337,"column":12},"end":{"line":337,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3169¿Literal¿boolean¿5359¿¿true¿¿{"start":{"line":337,"column":23},"end":{"line":337,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
3170¿VariableDeclarator¿¿5359¿v343¿¿¿{"start":{"line":329,"column":4},"end":{"line":339,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3171¿CallExpression¿¿5359¿¿¿¿{"start":{"line":329,"column":4},"end":{"line":339,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
3172¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":329,"column":4},"end":{"line":329,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3173¿Identifier¿¿5359¿Object¿¿¿{"start":{"line":329,"column":4},"end":{"line":329,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3174¿Identifier¿¿5359¿defineProperty¿¿¿{"start":{"line":329,"column":11},"end":{"line":329,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3175¿ThisExpression¿¿5359¿¿¿¿{"start":{"line":330,"column":8},"end":{"line":330,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
3176¿Literal¿string¿5359¿¿'server'¿¿{"start":{"line":331,"column":8},"end":{"line":331,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
3177¿Identifier¿¿5359¿v342¿¿¿¿¿Identifier
3178¿ExpressionStatement¿¿5359¿¿¿¿{"start":{"line":329,"column":4},"end":{"line":339,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
3179¿Identifier¿¿5359¿v343¿¿¿¿¿Identifier
3180¿IfStatement¿¿5359¿¿¿¿{"start":{"line":341,"column":4},"end":{"line":343,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿IfStatement
3181¿Identifier¿¿5359¿userConfig¿¿¿{"start":{"line":341,"column":7},"end":{"line":341,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3182¿VariableDeclarator¿¿5359¿v344¿¿¿{"start":{"line":342,"column":20},"end":{"line":342,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3183¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":342,"column":20},"end":{"line":342,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3184¿ThisExpression¿¿5359¿¿¿¿{"start":{"line":342,"column":20},"end":{"line":342,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
3185¿Identifier¿¿5359¿config¿¿¿{"start":{"line":342,"column":25},"end":{"line":342,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3186¿VariableDeclarator¿¿5359¿v345¿¿¿{"start":{"line":342,"column":6},"end":{"line":342,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3187¿CallExpression¿¿5359¿¿¿¿{"start":{"line":342,"column":6},"end":{"line":342,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
3188¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":342,"column":6},"end":{"line":342,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3189¿Identifier¿¿5359¿Object¿¿¿{"start":{"line":342,"column":6},"end":{"line":342,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3190¿Identifier¿¿5359¿assign¿¿¿{"start":{"line":342,"column":13},"end":{"line":342,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3191¿Identifier¿¿5359¿v344¿¿¿¿¿Identifier
3192¿Identifier¿¿5359¿userConfig¿¿¿{"start":{"line":342,"column":32},"end":{"line":342,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3193¿ExpressionStatement¿¿5359¿¿¿¿{"start":{"line":342,"column":6},"end":{"line":342,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
3194¿Identifier¿¿5359¿v345¿¿¿¿¿Identifier
3195¿BlockStatement¿¿5359¿¿¿¿{"start":{"line":341,"column":18},"end":{"line":343,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
3196¿VariableDeclarator¿¿5359¿v346¿¿¿{"start":{"line":345,"column":7},"end":{"line":345,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3197¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":345,"column":7},"end":{"line":345,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3198¿ThisExpression¿¿5359¿¿¿¿{"start":{"line":345,"column":7},"end":{"line":345,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
3199¿Identifier¿¿5359¿config¿¿¿{"start":{"line":345,"column":12},"end":{"line":345,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3200¿VariableDeclarator¿¿5359¿v347¿¿¿{"start":{"line":345,"column":7},"end":{"line":345,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3201¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":345,"column":7},"end":{"line":345,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3202¿Identifier¿¿5359¿v346¿¿¿¿¿Identifier
3203¿Identifier¿¿5359¿https¿¿¿{"start":{"line":345,"column":19},"end":{"line":345,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3204¿VariableDeclarator¿¿5359¿v348¿¿¿{"start":{"line":345,"column":28},"end":{"line":345,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3205¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":345,"column":28},"end":{"line":345,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3206¿ThisExpression¿¿5359¿¿¿¿{"start":{"line":345,"column":28},"end":{"line":345,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
3207¿Identifier¿¿5359¿config¿¿¿{"start":{"line":345,"column":33},"end":{"line":345,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3208¿VariableDeclarator¿¿5359¿v349¿¿¿{"start":{"line":345,"column":28},"end":{"line":345,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3209¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":345,"column":28},"end":{"line":345,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3210¿Identifier¿¿5359¿v348¿¿¿¿¿Identifier
3211¿Identifier¿¿5359¿https¿¿¿{"start":{"line":345,"column":40},"end":{"line":345,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3212¿VariableDeclarator¿¿5359¿v350¿¿¿{"start":{"line":345,"column":28},"end":{"line":345,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3213¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":345,"column":28},"end":{"line":345,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3214¿Identifier¿¿5359¿v349¿¿¿¿¿Identifier
3215¿Identifier¿¿5359¿privateKey¿¿¿{"start":{"line":345,"column":46},"end":{"line":345,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3216¿VariableDeclarator¿¿5359¿v351¿¿¿{"start":{"line":345,"column":7},"end":{"line":345,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
