Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
942¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":134,"column":237},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Program
1472¿Identifier¿¿1656¿req¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1473¿Identifier¿¿1656¿querymen¿¿¿{"start":{"line":112,"column":10},"end":{"line":112,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1474¿Identifier¿¿1656¿v146¿¿¿¿¿Identifier
1475¿VariableDeclarator¿¿1656¿v147¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1476¿MemberExpression¿¿1656¿¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1477¿Identifier¿¿1656¿req¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1478¿Identifier¿¿1656¿querymen¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1479¿ExpressionStatement¿¿1656¿¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1480¿AssignmentExpression¿=¿1656¿¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1481¿MemberExpression¿¿1656¿¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1482¿Identifier¿¿1656¿v147¿¿¿¿¿Identifier
1483¿Identifier¿¿1656¿schema¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1484¿Identifier¿¿1656¿_schema¿¿¿{"start":{"line":113,"column":28},"end":{"line":113,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1485¿VariableDeclarator¿¿1656¿v148¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1486¿CallExpression¿¿1656¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1487¿Identifier¿¿1656¿next¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1488¿ExpressionStatement¿¿1656¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1489¿Identifier¿¿1656¿v148¿¿¿¿¿Identifier
1490¿BlockStatement¿¿1656¿¿¿¿{"start":{"line":105,"column":47},"end":{"line":115,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1491¿VariableDeclarator¿¿1651¿v150¿¿¿{"start":{"line":105,"column":4},"end":{"line":115,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1492¿CallExpression¿¿1651¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":115,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1493¿MemberExpression¿¿1651¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1494¿Identifier¿¿1651¿_schema¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1495¿Identifier¿¿1651¿validate¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1496¿Identifier¿¿1651¿v141¿¿¿¿¿Identifier
1497¿Identifier¿¿1651¿v149¿¿¿¿¿Identifier
1498¿ExpressionStatement¿¿1651¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":115,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1499¿Identifier¿¿1651¿v150¿¿¿¿¿Identifier
1500¿BlockStatement¿¿1651¿¿¿¿{"start":{"line":95,"column":35},"end":{"line":116,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1501¿ReturnStatement¿¿1649¿¿¿¿{"start":{"line":95,"column":2},"end":{"line":116,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ReturnStatement
1502¿Identifier¿¿1649¿v151¿¿¿¿¿Identifier
1503¿BlockStatement¿¿1649¿¿¿¿{"start":{"line":94,"column":37},"end":{"line":117,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1504¿VariableDeclarator¿exported¿1634¿errorHandler¿¿¿{"start":{"line":124,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1505¿FunctionExpression¿¿1634¿anon¿¿¿{"start":{"line":124,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿FunctionExpression
1506¿VariableDeclarator¿¿1659¿v161¿¿¿{"start":{"line":125,"column":9},"end":{"line":131,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1507¿FunctionExpression¿¿1659¿anon¿¿¿{"start":{"line":125,"column":9},"end":{"line":131,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿FunctionExpression
1508¿Identifier¿¿0¿err¿¿¿{"start":{"line":125,"column":19},"end":{"line":125,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1509¿Identifier¿¿0¿req¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1510¿Identifier¿¿0¿res¿¿¿{"start":{"line":125,"column":29},"end":{"line":125,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1511¿Identifier¿¿0¿next¿¿¿{"start":{"line":125,"column":34},"end":{"line":125,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1512¿VariableDeclarator¿¿1661¿v152¿¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1513¿MemberExpression¿¿1661¿¿¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1514¿Identifier¿¿1661¿req¿¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1515¿Identifier¿¿1661¿querymen¿¿¿{"start":{"line":126,"column":12},"end":{"line":126,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1516¿VariableDeclarator¿¿1661¿v153¿¿¿{"start":{"line":126,"column":24},"end":{"line":126,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1517¿MemberExpression¿¿1661¿¿¿¿{"start":{"line":126,"column":24},"end":{"line":126,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1518¿Identifier¿¿1661¿req¿¿¿{"start":{"line":126,"column":24},"end":{"line":126,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1519¿Identifier¿¿1661¿querymen¿¿¿{"start":{"line":126,"column":28},"end":{"line":126,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1520¿VariableDeclarator¿¿1661¿v154¿¿¿{"start":{"line":126,"column":24},"end":{"line":126,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1521¿MemberExpression¿¿1661¿¿¿¿{"start":{"line":126,"column":24},"end":{"line":126,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1522¿Identifier¿¿1661¿v153¿¿¿¿¿Identifier
1523¿Identifier¿¿1661¿error¿¿¿{"start":{"line":126,"column":37},"end":{"line":126,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1524¿VariableDeclarator¿¿1661¿v155¿¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1525¿LogicalExpression¿&&¿1661¿¿¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿LogicalExpression
1526¿Identifier¿¿1661¿v152¿¿¿¿¿Identifier
1527¿Identifier¿¿1661¿v154¿¿¿¿¿Identifier
1528¿IfStatement¿¿1661¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":130,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿IfStatement
1529¿Identifier¿¿1661¿v155¿¿¿¿¿Identifier
1530¿VariableDeclarator¿¿1661¿v156¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1531¿CallExpression¿¿1661¿¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1532¿MemberExpression¿¿1661¿¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1533¿Identifier¿¿1661¿res¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1534¿Identifier¿¿1661¿status¿¿¿{"start":{"line":127,"column":10},"end":{"line":127,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1535¿Literal¿number¿1661¿¿400¿¿{"start":{"line":127,"column":17},"end":{"line":127,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Literal
1536¿VariableDeclarator¿¿1661¿v157¿¿¿{"start":{"line":127,"column":27},"end":{"line":127,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1537¿MemberExpression¿¿1661¿¿¿¿{"start":{"line":127,"column":27},"end":{"line":127,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1538¿Identifier¿¿1661¿req¿¿¿{"start":{"line":127,"column":27},"end":{"line":127,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1539¿Identifier¿¿1661¿querymen¿¿¿{"start":{"line":127,"column":31},"end":{"line":127,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1540¿VariableDeclarator¿¿1661¿v158¿¿¿{"start":{"line":127,"column":27},"end":{"line":127,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1541¿MemberExpression¿¿1661¿¿¿¿{"start":{"line":127,"column":27},"end":{"line":127,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1542¿Identifier¿¿1661¿v157¿¿¿¿¿Identifier
1543¿Identifier¿¿1661¿error¿¿¿{"start":{"line":127,"column":40},"end":{"line":127,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1544¿VariableDeclarator¿¿1661¿v159¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1545¿CallExpression¿¿1661¿¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1546¿MemberExpression¿¿1661¿¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1547¿Identifier¿¿1661¿v156¿¿¿¿¿Identifier
1548¿Identifier¿¿1661¿json¿¿¿{"start":{"line":127,"column":22},"end":{"line":127,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1549¿Identifier¿¿1661¿v158¿¿¿¿¿Identifier
1550¿ExpressionStatement¿¿1661¿¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1551¿Identifier¿¿1661¿v159¿¿¿¿¿Identifier
1552¿BlockStatement¿¿1661¿¿¿¿{"start":{"line":126,"column":44},"end":{"line":128,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1553¿VariableDeclarator¿¿1661¿v160¿¿¿{"start":{"line":129,"column":6},"end":{"line":129,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1554¿CallExpression¿¿1661¿¿¿¿{"start":{"line":129,"column":6},"end":{"line":129,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿CallExpression
1555¿Identifier¿¿1661¿next¿¿¿{"start":{"line":129,"column":6},"end":{"line":129,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1556¿Identifier¿¿1661¿err¿¿¿{"start":{"line":129,"column":11},"end":{"line":129,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1557¿ExpressionStatement¿¿1661¿¿¿¿{"start":{"line":129,"column":6},"end":{"line":129,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1558¿Identifier¿¿1661¿v160¿¿¿¿¿Identifier
1559¿BlockStatement¿¿1661¿¿¿¿{"start":{"line":128,"column":11},"end":{"line":130,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1560¿BlockStatement¿¿1661¿¿¿¿{"start":{"line":125,"column":40},"end":{"line":131,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1561¿ReturnStatement¿¿1659¿¿¿¿{"start":{"line":125,"column":2},"end":{"line":131,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ReturnStatement
1562¿Identifier¿¿1659¿v161¿¿¿¿¿Identifier
1563¿BlockStatement¿¿1659¿¿¿¿{"start":{"line":124,"column":24},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1564¿VariableDeclarator¿¿1634¿v162¿¿¿{"start":{"line":134,"column":28},"end":{"line":134,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1565¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":134,"column":28},"end":{"line":134,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1566¿Identifier¿¿1634¿_querymenSchema2¿¿¿{"start":{"line":134,"column":28},"end":{"line":134,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1567¿Identifier¿¿1634¿default¿¿¿{"start":{"line":134,"column":45},"end":{"line":134,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1568¿VariableDeclarator¿¿1634¿v163¿¿¿{"start":{"line":134,"column":61},"end":{"line":134,"column":84},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1569¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":134,"column":61},"end":{"line":134,"column":84},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1570¿Identifier¿¿1634¿_querymenParam2¿¿¿{"start":{"line":134,"column":61},"end":{"line":134,"column":76},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1571¿Identifier¿¿1634¿default¿¿¿{"start":{"line":134,"column":77},"end":{"line":134,"column":84},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1572¿VariableDeclarator¿¿1634¿v164¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1573¿ObjectExpression¿¿1634¿¿¿¿¿¿ObjectExpression
1574¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1575¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1576¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1577¿Identifier¿¿1634¿v164¿¿¿¿¿Identifier
1578¿Identifier¿¿1634¿Schema¿¿¿{"start":{"line":134,"column":20},"end":{"line":134,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1579¿Identifier¿¿1634¿v162¿¿¿¿¿Identifier
1580¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1581¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1582¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1583¿Identifier¿¿1634¿v164¿¿¿¿¿Identifier
1584¿Identifier¿¿1634¿Param¿¿¿{"start":{"line":134,"column":54},"end":{"line":134,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1585¿Identifier¿¿1634¿v163¿¿¿¿¿Identifier
1586¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1587¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1588¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1589¿Identifier¿¿1634¿v164¿¿¿¿¿Identifier
1590¿Identifier¿¿1634¿handlers¿¿¿{"start":{"line":134,"column":86},"end":{"line":134,"column":94},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1591¿Identifier¿¿1634¿handlers¿¿¿{"start":{"line":134,"column":96},"end":{"line":134,"column":104},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1592¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1593¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1594¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1595¿Identifier¿¿1634¿v164¿¿¿¿¿Identifier
1596¿Identifier¿¿1634¿handler¿¿¿{"start":{"line":134,"column":106},"end":{"line":134,"column":113},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1597¿Identifier¿¿1634¿handler¿¿¿{"start":{"line":134,"column":115},"end":{"line":134,"column":122},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1598¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1599¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1600¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1601¿Identifier¿¿1634¿v164¿¿¿¿¿Identifier
1602¿Identifier¿¿1634¿parser¿¿¿{"start":{"line":134,"column":124},"end":{"line":134,"column":130},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1603¿Identifier¿¿1634¿parser¿¿¿{"start":{"line":134,"column":132},"end":{"line":134,"column":138},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1604¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1605¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1606¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":134,"column":236},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1607¿Identifier¿¿1634¿v164¿¿¿¿¿Identifier
1608¿Identifier¿¿1634¿formatter¿¿¿{"start":{"line":134,"column":140},"end":{"line":134,"column":149},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
