Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1014¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":166,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Program
1536¿CallExpression¿¿1734¿¿¿¿{"start":{"line":110,"column":2},"end":{"line":110,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1537¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":110,"column":2},"end":{"line":110,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1538¿Identifier¿¿1734¿app¿¿¿{"start":{"line":110,"column":2},"end":{"line":110,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1539¿Identifier¿¿1734¿use¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1540¿Identifier¿¿1734¿v146¿¿¿¿¿Identifier
1541¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":110,"column":2},"end":{"line":110,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1542¿Identifier¿¿1734¿v147¿¿¿¿¿Identifier
1543¿VariableDeclarator¿¿1734¿v148¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1544¿CallExpression¿¿1734¿¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1545¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1546¿Identifier¿¿1734¿loopback¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1547¿Identifier¿¿1734¿compress¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1548¿VariableDeclarator¿¿1734¿v149¿¿¿{"start":{"line":113,"column":2},"end":{"line":113,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1549¿CallExpression¿¿1734¿¿¿¿{"start":{"line":113,"column":2},"end":{"line":113,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1550¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":113,"column":2},"end":{"line":113,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1551¿Identifier¿¿1734¿app¿¿¿{"start":{"line":113,"column":2},"end":{"line":113,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1552¿Identifier¿¿1734¿use¿¿¿{"start":{"line":113,"column":6},"end":{"line":113,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1553¿Identifier¿¿1734¿v148¿¿¿¿¿Identifier
1554¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":113,"column":2},"end":{"line":113,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1555¿Identifier¿¿1734¿v149¿¿¿¿¿Identifier
1556¿VariableDeclarator¿¿1734¿v150¿¿¿{"start":{"line":118,"column":2},"end":{"line":118,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1557¿CallExpression¿¿1734¿¿¿¿{"start":{"line":118,"column":2},"end":{"line":118,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1558¿Identifier¿¿1734¿boot¿¿¿{"start":{"line":118,"column":2},"end":{"line":118,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1559¿Identifier¿¿1734¿app¿¿¿{"start":{"line":118,"column":7},"end":{"line":118,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1560¿Identifier¿¿1734¿__dirname¿¿¿{"start":{"line":118,"column":12},"end":{"line":118,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1561¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":118,"column":2},"end":{"line":118,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1562¿Identifier¿¿1734¿v150¿¿¿¿¿Identifier
1563¿VariableDeclarator¿¿1734¿v151¿¿¿{"start":{"line":130,"column":10},"end":{"line":130,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1564¿CallExpression¿¿1734¿¿¿¿{"start":{"line":130,"column":10},"end":{"line":130,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1565¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":130,"column":10},"end":{"line":130,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1566¿Identifier¿¿1734¿loopback¿¿¿{"start":{"line":130,"column":10},"end":{"line":130,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1567¿Identifier¿¿1734¿urlNotFound¿¿¿{"start":{"line":130,"column":19},"end":{"line":130,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1568¿VariableDeclarator¿¿1734¿v152¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1569¿CallExpression¿¿1734¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1570¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1571¿Identifier¿¿1734¿app¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1572¿Identifier¿¿1734¿use¿¿¿{"start":{"line":130,"column":6},"end":{"line":130,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1573¿Identifier¿¿1734¿v151¿¿¿¿¿Identifier
1574¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":130,"column":2},"end":{"line":130,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1575¿Identifier¿¿1734¿v152¿¿¿¿¿Identifier
1576¿VariableDeclarator¿¿1734¿v153¿¿¿{"start":{"line":133,"column":10},"end":{"line":133,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1577¿CallExpression¿¿1734¿¿¿¿{"start":{"line":133,"column":10},"end":{"line":133,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1578¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":133,"column":10},"end":{"line":133,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1579¿Identifier¿¿1734¿loopback¿¿¿{"start":{"line":133,"column":10},"end":{"line":133,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1580¿Identifier¿¿1734¿errorHandler¿¿¿{"start":{"line":133,"column":19},"end":{"line":133,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1581¿VariableDeclarator¿¿1734¿v154¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1582¿CallExpression¿¿1734¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1583¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1584¿Identifier¿¿1734¿app¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1585¿Identifier¿¿1734¿use¿¿¿{"start":{"line":133,"column":6},"end":{"line":133,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1586¿Identifier¿¿1734¿v153¿¿¿¿¿Identifier
1587¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1588¿Identifier¿¿1734¿v154¿¿¿¿¿Identifier
1589¿ReturnStatement¿¿1734¿¿¿¿{"start":{"line":135,"column":2},"end":{"line":135,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ReturnStatement
1590¿Identifier¿¿1734¿app¿¿¿{"start":{"line":135,"column":9},"end":{"line":135,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1591¿BlockStatement¿¿1734¿¿¿¿{"start":{"line":11,"column":79},"end":{"line":136,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1592¿VariableDeclarator¿¿1732¿stopWhenDone¿¿¿{"start":{"line":138,"column":0},"end":{"line":165,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1593¿FunctionExpression¿¿1732¿anon¿¿¿{"start":{"line":138,"column":0},"end":{"line":165,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1594¿Identifier¿¿0¿app¿¿¿{"start":{"line":138,"column":22},"end":{"line":138,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1595¿VariableDeclarator¿¿1762¿dieBy¿¿¿{"start":{"line":139,"column":2},"end":{"line":151,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1596¿FunctionExpression¿¿1762¿anon¿¿¿{"start":{"line":139,"column":2},"end":{"line":151,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1597¿Identifier¿¿0¿signal¿¿¿{"start":{"line":139,"column":17},"end":{"line":139,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1598¿VariableDeclarator¿¿1764¿v155¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1599¿CallExpression¿¿1764¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1600¿MemberExpression¿¿1764¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1601¿Identifier¿¿1764¿console¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1602¿Identifier¿¿1764¿log¿¿¿{"start":{"line":140,"column":12},"end":{"line":140,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1603¿Literal¿string¿1764¿¿'stopped with %s'¿¿{"start":{"line":140,"column":16},"end":{"line":140,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1604¿Identifier¿¿1764¿signal¿¿¿{"start":{"line":140,"column":35},"end":{"line":140,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1605¿ExpressionStatement¿¿1764¿¿¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1606¿Identifier¿¿1764¿v155¿¿¿¿¿Identifier
1607¿VariableDeclarator¿¿1764¿v161¿¿¿{"start":{"line":141,"column":13},"end":{"line":150,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1608¿FunctionExpression¿¿1764¿anon¿¿¿{"start":{"line":141,"column":13},"end":{"line":150,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1609¿Identifier¿¿0¿err¿¿¿{"start":{"line":141,"column":22},"end":{"line":141,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1610¿IfStatement¿¿1766¿¿¿¿{"start":{"line":142,"column":6},"end":{"line":146,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿IfStatement
1611¿Identifier¿¿1766¿err¿¿¿{"start":{"line":142,"column":10},"end":{"line":142,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1612¿VariableDeclarator¿¿1766¿v156¿¿¿{"start":{"line":143,"column":8},"end":{"line":143,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1613¿CallExpression¿¿1766¿¿¿¿{"start":{"line":143,"column":8},"end":{"line":143,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1614¿Identifier¿¿1766¿debug¿¿¿{"start":{"line":143,"column":8},"end":{"line":143,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1615¿Literal¿string¿1766¿¿'Error while exiting: '¿¿{"start":{"line":143,"column":14},"end":{"line":143,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1616¿Identifier¿¿1766¿err¿¿¿{"start":{"line":143,"column":39},"end":{"line":143,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1617¿ExpressionStatement¿¿1766¿¿¿¿{"start":{"line":143,"column":8},"end":{"line":143,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1618¿Identifier¿¿1766¿v156¿¿¿¿¿Identifier
1619¿VariableDeclarator¿¿1766¿v157¿¿¿{"start":{"line":144,"column":20},"end":{"line":145,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1620¿BinaryExpression¿+¿1766¿¿¿¿{"start":{"line":144,"column":20},"end":{"line":145,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BinaryExpression
1621¿Literal¿string¿1766¿¿'An error occurred while stopping. '¿¿{"start":{"line":144,"column":20},"end":{"line":144,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1622¿Literal¿string¿1766¿¿'There may be a stale nginx process.'¿¿{"start":{"line":145,"column":10},"end":{"line":145,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1623¿VariableDeclarator¿¿1766¿v158¿¿¿{"start":{"line":144,"column":8},"end":{"line":145,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1624¿CallExpression¿¿1766¿¿¿¿{"start":{"line":144,"column":8},"end":{"line":145,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1625¿MemberExpression¿¿1766¿¿¿¿{"start":{"line":144,"column":8},"end":{"line":144,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1626¿Identifier¿¿1766¿console¿¿¿{"start":{"line":144,"column":8},"end":{"line":144,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1627¿Identifier¿¿1766¿log¿¿¿{"start":{"line":144,"column":16},"end":{"line":144,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1628¿Identifier¿¿1766¿v157¿¿¿¿¿Identifier
1629¿ExpressionStatement¿¿1766¿¿¿¿{"start":{"line":144,"column":8},"end":{"line":145,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1630¿Identifier¿¿1766¿v158¿¿¿¿¿Identifier
1631¿BlockStatement¿¿1766¿¿¿¿{"start":{"line":142,"column":15},"end":{"line":146,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1632¿VariableDeclarator¿¿1766¿v159¿¿¿{"start":{"line":149,"column":19},"end":{"line":149,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1633¿MemberExpression¿¿1766¿¿¿¿{"start":{"line":149,"column":19},"end":{"line":149,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1634¿Identifier¿¿1766¿process¿¿¿{"start":{"line":149,"column":19},"end":{"line":149,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1635¿Identifier¿¿1766¿pid¿¿¿{"start":{"line":149,"column":27},"end":{"line":149,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1636¿VariableDeclarator¿¿1766¿v160¿¿¿{"start":{"line":149,"column":6},"end":{"line":149,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1637¿CallExpression¿¿1766¿¿¿¿{"start":{"line":149,"column":6},"end":{"line":149,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1638¿MemberExpression¿¿1766¿¿¿¿{"start":{"line":149,"column":6},"end":{"line":149,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1639¿Identifier¿¿1766¿process¿¿¿{"start":{"line":149,"column":6},"end":{"line":149,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1640¿Identifier¿¿1766¿kill¿¿¿{"start":{"line":149,"column":14},"end":{"line":149,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1641¿Identifier¿¿1766¿v159¿¿¿¿¿Identifier
1642¿Identifier¿¿1766¿signal¿¿¿{"start":{"line":149,"column":32},"end":{"line":149,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1643¿ExpressionStatement¿¿1766¿¿¿¿{"start":{"line":149,"column":6},"end":{"line":149,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1644¿Identifier¿¿1766¿v160¿¿¿¿¿Identifier
1645¿BlockStatement¿¿1766¿¿¿¿{"start":{"line":141,"column":27},"end":{"line":150,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1646¿VariableDeclarator¿¿1764¿v162¿¿¿{"start":{"line":141,"column":4},"end":{"line":150,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1647¿CallExpression¿¿1764¿¿¿¿{"start":{"line":141,"column":4},"end":{"line":150,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1648¿MemberExpression¿¿1764¿¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1649¿Identifier¿¿1764¿app¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1650¿Identifier¿¿1764¿stop¿¿¿{"start":{"line":141,"column":8},"end":{"line":141,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1651¿Identifier¿¿1764¿v161¿¿¿¿¿Identifier
1652¿ExpressionStatement¿¿1764¿¿¿¿{"start":{"line":141,"column":4},"end":{"line":150,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1653¿Identifier¿¿1764¿v162¿¿¿¿¿Identifier
1654¿BlockStatement¿¿1764¿¿¿¿{"start":{"line":139,"column":25},"end":{"line":151,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1655¿VariableDeclarator¿¿1762¿dieOn¿¿¿{"start":{"line":153,"column":2},"end":{"line":155,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1656¿FunctionExpression¿¿1762¿anon¿¿¿{"start":{"line":153,"column":2},"end":{"line":155,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1657¿Identifier¿¿0¿signal¿¿¿{"start":{"line":153,"column":17},"end":{"line":153,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1658¿VariableDeclarator¿¿1769¿v163¿¿¿{"start":{"line":154,"column":25},"end":{"line":154,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1659¿CallExpression¿¿1769¿¿¿¿{"start":{"line":154,"column":25},"end":{"line":154,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1660¿MemberExpression¿¿1769¿¿¿¿{"start":{"line":154,"column":25},"end":{"line":154,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1661¿Identifier¿¿1769¿dieBy¿¿¿{"start":{"line":154,"column":25},"end":{"line":154,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1662¿Identifier¿¿1769¿bind¿¿¿{"start":{"line":154,"column":31},"end":{"line":154,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1663¿Literal¿object¿1769¿¿null¿¿{"start":{"line":154,"column":36},"end":{"line":154,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1664¿Identifier¿¿1769¿signal¿¿¿{"start":{"line":154,"column":42},"end":{"line":154,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1665¿VariableDeclarator¿¿1769¿v164¿¿¿{"start":{"line":154,"column":4},"end":{"line":154,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1666¿CallExpression¿¿1769¿¿¿¿{"start":{"line":154,"column":4},"end":{"line":154,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
