Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
736¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":127,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Program
1324¿CFG_F_END¿¿0¿740_anon¿¿¿¿¿CFG_F_END
1325¿CFG_F_START¿¿1325¿753_anon¿¿¿¿¿CFG_F_START
1326¿CFG_F_END¿¿0¿753_anon¿¿¿¿¿CFG_F_END
1327¿CFG_F_START¿¿1327¿772_anon¿¿¿¿¿CFG_F_START
1328¿CFG_F_END¿¿0¿772_anon¿¿¿¿¿CFG_F_END
1329¿CFG_IF_END¿¿0¿790¿¿¿¿¿CFG_IF_END
1330¿CFG_IF_END¿¿0¿945¿¿¿¿¿CFG_IF_END
1331¿CFG_IF_END¿¿0¿932¿¿¿¿¿CFG_IF_END
1332¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1333¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1334¿CFG_F_START¿¿1334¿1032_anon¿¿¿¿¿CFG_F_START
1335¿CFG_F_END¿¿0¿1032_anon¿¿¿¿¿CFG_F_END
1336¿CFG_IF_END¿¿0¿1161¿¿¿¿¿CFG_IF_END
1337¿CFG_IF_END¿¿0¿1182¿¿¿¿¿CFG_IF_END
1338¿CFG_IF_END¿¿0¿1143¿¿¿¿¿CFG_IF_END
1339¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1340¿CFG_F_START¿¿1340¿1241_anon¿¿¿¿¿CFG_F_START
1341¿CFG_F_END¿¿0¿1241_anon¿¿¿¿¿CFG_F_END
1342¿CFG_IF_END¿¿0¿1281¿¿¿¿¿CFG_IF_END
1343¿CFG_IF_END¿¿0¿1300¿¿¿¿¿CFG_IF_END
1344¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1345¿PDG_OBJECT¿¿0¿1323.this-o128¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1323.element-o129¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1321.isObject-o130¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1325.this-o131¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1325.array-o132¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1321.noObjectsInArray-o133¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1327.this-o134¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1327.original-o135¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1327.patch-o136¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1327.removeMode-o137¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1321.arrayMerge-o138¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1334.this-o139¿¿¿¿¿PDG_OBJECT
1357¿PDG_OBJECT¿¿0¿1334.original-o140¿¿¿¿¿PDG_OBJECT
1358¿PDG_OBJECT¿¿0¿1334.patch-o141¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1334.removeMode-o142¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1321.objectMerge-o143¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1340.this-o144¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1340.original-o145¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1340.patch-o146¿¿¿¿¿PDG_OBJECT
1364¿PDG_OBJECT¿¿0¿1340.removeMode-o147¿¿¿¿¿PDG_OBJECT
1365¿PDG_OBJECT¿¿0¿1321.v182-o148¿¿¿¿¿PDG_OBJECT
1366¿PDG_OBJECT¿¿0¿1321.module-o149¿¿¿¿¿PDG_OBJECT
1367¿PDG_OBJECT¿¿0¿1321.module.exports-o150¿¿¿¿¿PDG_OBJECT
1368¿PDG_OBJECT¿¿0¿1323.v93-o151¿¿¿¿¿PDG_OBJECT
1369¿PDG_RETURN¿¿0¿1323.RET_OBJ-o152¿¿¿¿¿PDG_RETURN
1370¿PDG_CALL¿¿1325¿1325.CALL->array.findIndex-o153¿¿¿¿¿PDG_CALL
1371¿PDG_OBJECT¿¿0¿1325.v94-o154¿¿¿¿¿PDG_OBJECT
1372¿PDG_OBJECT¿¿0¿1325.v96-o155¿¿¿¿¿PDG_OBJECT
1373¿PDG_RETURN¿¿0¿1325.RET_OBJ-o156¿¿¿¿¿PDG_RETURN
1374¿PDG_OBJECT¿¿0¿1327.original.length-o157¿¿¿¿¿PDG_OBJECT
1375¿PDG_OBJECT¿¿0¿1327.patch.length-o158¿¿¿¿¿PDG_OBJECT
1376¿PDG_OBJECT¿¿0¿1327.i-o159¿¿¿¿¿PDG_OBJECT
1377¿PDG_OBJECT¿¿0¿1327.isArr-o160¿¿¿¿¿PDG_OBJECT
1378¿PDG_OBJECT¿¿0¿1327.v97-o161¿¿¿¿¿PDG_OBJECT
1379¿PDG_CALL¿¿1327¿1327.CALL->Error-o162¿¿¿¿¿PDG_CALL
1380¿PDG_OBJECT¿¿0¿1327.v98-o163¿¿¿¿¿PDG_OBJECT
1381¿PDG_OBJECT¿¿0¿1327.v99-o164¿¿¿¿¿PDG_OBJECT
1382¿PDG_OBJECT¿¿0¿1327.patch.*-o165¿¿¿¿¿PDG_OBJECT
1383¿PDG_CALL¿¿1327¿1327.CALL->isObject-o166¿¿¿¿¿PDG_CALL
1384¿PDG_OBJECT¿¿0¿1327.v102-o167¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1327.v105-o168¿¿¿¿¿PDG_OBJECT
1386¿PDG_OBJECT¿¿0¿1327.original.*-o169¿¿¿¿¿PDG_OBJECT
1387¿PDG_CALL¿¿1327¿1327.CALL->isObject-o170¿¿¿¿¿PDG_CALL
1388¿PDG_OBJECT¿¿0¿1327.v108-o171¿¿¿¿¿PDG_OBJECT
1389¿PDG_OBJECT¿¿0¿1327.v111-o172¿¿¿¿¿PDG_OBJECT
1390¿PDG_CALL¿¿1327¿1327.CALL->Object.getOwnPropertyNames-o173¿¿¿¿¿PDG_CALL
1391¿PDG_OBJECT¿¿0¿1327.v114-o174¿¿¿¿¿PDG_OBJECT
1392¿PDG_OBJECT¿¿0¿1327.v114.length-o175¿¿¿¿¿PDG_OBJECT
1393¿PDG_OBJECT¿¿0¿1327.v116-o176¿¿¿¿¿PDG_OBJECT
1394¿PDG_CALL¿¿1327¿1327.CALL->Array.isArray-o177¿¿¿¿¿PDG_CALL
1395¿PDG_OBJECT¿¿0¿1327.v120-o178¿¿¿¿¿PDG_OBJECT
1396¿PDG_OBJECT¿¿0¿1327.v121-o179¿¿¿¿¿PDG_OBJECT
1397¿PDG_CALL¿¿1327¿1327.CALL->noObjectsInArray-o180¿¿¿¿¿PDG_CALL
1398¿PDG_OBJECT¿¿0¿1327.v124-o181¿¿¿¿¿PDG_OBJECT
1399¿PDG_OBJECT¿¿0¿1327.v125-o182¿¿¿¿¿PDG_OBJECT
1400¿PDG_CALL¿¿1327¿1327.CALL->noObjectsInArray-o183¿¿¿¿¿PDG_CALL
1401¿PDG_OBJECT¿¿0¿1327.v127-o184¿¿¿¿¿PDG_OBJECT
1402¿PDG_OBJECT¿¿0¿1327.v128-o185¿¿¿¿¿PDG_OBJECT
1403¿PDG_OBJECT¿¿0¿1327.original-o186¿¿¿¿¿PDG_OBJECT
1404¿PDG_OBJECT¿¿0¿1327.original.*-o187¿¿¿¿¿PDG_OBJECT
1405¿PDG_CALL¿¿1327¿1327.CALL->arrayMerge-o188¿¿¿¿¿PDG_CALL
1406¿PDG_OBJECT¿¿0¿1327.v133-o189¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿0¿1327.original-o190¿¿¿¿¿PDG_OBJECT
1408¿PDG_OBJECT¿¿0¿1327.original.*-o191¿¿¿¿¿PDG_OBJECT
1409¿PDG_CALL¿¿1327¿1327.CALL->objectMerge-o192¿¿¿¿¿PDG_CALL
1410¿PDG_OBJECT¿¿0¿1327.v136-o193¿¿¿¿¿PDG_OBJECT
1411¿PDG_OBJECT¿¿0¿1327.original-o194¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿0¿1327.original.*-o195¿¿¿¿¿PDG_OBJECT
1413¿PDG_OBJECT¿¿0¿1327.v99-o196¿¿¿¿¿PDG_OBJECT
1414¿PDG_OBJECT¿¿0¿1327.v137-o197¿¿¿¿¿PDG_OBJECT
1415¿PDG_CALL¿¿1327¿1327.CALL->original.push-o198¿¿¿¿¿PDG_CALL
1416¿PDG_OBJECT¿¿0¿1327.v140-o199¿¿¿¿¿PDG_OBJECT
1417¿PDG_OBJECT¿¿0¿1327.v137-o200¿¿¿¿¿PDG_OBJECT
1418¿PDG_RETURN¿¿0¿1327.RET_OBJ-o201¿¿¿¿¿PDG_RETURN
1419¿PDG_CALL¿¿1334¿1334.CALL->Object.getOwnPropertyNames-o202¿¿¿¿¿PDG_CALL
1420¿PDG_OBJECT¿¿0¿1334.patchProps-o203¿¿¿¿¿PDG_OBJECT
1421¿PDG_OBJECT¿¿0¿1334.i-o204¿¿¿¿¿PDG_OBJECT
1422¿PDG_OBJECT¿¿0¿1334.len-o205¿¿¿¿¿PDG_OBJECT
1423¿PDG_OBJECT¿¿0¿1334.v141-o206¿¿¿¿¿PDG_OBJECT
1424¿PDG_OBJECT¿¿0¿1334.patchProps.*-o207¿¿¿¿¿PDG_OBJECT
1425¿PDG_OBJECT¿¿0¿1334.isArr-o208¿¿¿¿¿PDG_OBJECT
1426¿PDG_OBJECT¿¿0¿1334.patch.*-o209¿¿¿¿¿PDG_OBJECT
1427¿PDG_CALL¿¿1334¿1334.CALL->isObject-o210¿¿¿¿¿PDG_CALL
1428¿PDG_OBJECT¿¿0¿1334.v144-o211¿¿¿¿¿PDG_OBJECT
1429¿PDG_OBJECT¿¿0¿1334.v147-o212¿¿¿¿¿PDG_OBJECT
1430¿PDG_OBJECT¿¿0¿1334.original.*-o213¿¿¿¿¿PDG_OBJECT
1431¿PDG_CALL¿¿1334¿1334.CALL->Array.isArray-o214¿¿¿¿¿PDG_CALL
1432¿PDG_OBJECT¿¿0¿1334.v151-o215¿¿¿¿¿PDG_OBJECT
1433¿PDG_OBJECT¿¿0¿1334.v152-o216¿¿¿¿¿PDG_OBJECT
1434¿PDG_CALL¿¿1334¿1334.CALL->noObjectsInArray-o217¿¿¿¿¿PDG_CALL
1435¿PDG_OBJECT¿¿0¿1334.v155-o218¿¿¿¿¿PDG_OBJECT
1436¿PDG_OBJECT¿¿0¿1334.v156-o219¿¿¿¿¿PDG_OBJECT
1437¿PDG_CALL¿¿1334¿1334.CALL->noObjectsInArray-o220¿¿¿¿¿PDG_CALL
1438¿PDG_OBJECT¿¿0¿1334.v158-o221¿¿¿¿¿PDG_OBJECT
1439¿PDG_OBJECT¿¿0¿1334.v159-o222¿¿¿¿¿PDG_OBJECT
1440¿PDG_OBJECT¿¿0¿1334.v161-o223¿¿¿¿¿PDG_OBJECT
1441¿PDG_OBJECT¿¿0¿1334.v163-o224¿¿¿¿¿PDG_OBJECT
1442¿PDG_OBJECT¿¿0¿1334.original-o225¿¿¿¿¿PDG_OBJECT
1443¿PDG_OBJECT¿¿0¿1334.original.*-o226¿¿¿¿¿PDG_OBJECT
1444¿PDG_OBJECT¿¿0¿1334.undefined-o227¿¿¿¿¿PDG_OBJECT
1445¿PDG_OBJECT¿¿0¿1334.original-o228¿¿¿¿¿PDG_OBJECT
1446¿PDG_OBJECT¿¿0¿1334.original.*-o229¿¿¿¿¿PDG_OBJECT
1447¿PDG_CALL¿¿1334¿1334.CALL->arrayMerge-o230¿¿¿¿¿PDG_CALL
1448¿PDG_OBJECT¿¿0¿1334.v168-o231¿¿¿¿¿PDG_OBJECT
1449¿PDG_OBJECT¿¿0¿1334.original-o232¿¿¿¿¿PDG_OBJECT
1450¿PDG_OBJECT¿¿0¿1334.original.*-o233¿¿¿¿¿PDG_OBJECT
1451¿PDG_CALL¿¿1334¿1334.CALL->objectMerge-o234¿¿¿¿¿PDG_CALL
1452¿PDG_OBJECT¿¿0¿1334.v171-o235¿¿¿¿¿PDG_OBJECT
1453¿PDG_OBJECT¿¿0¿1334.original-o236¿¿¿¿¿PDG_OBJECT
1454¿PDG_OBJECT¿¿0¿1334.original.*-o237¿¿¿¿¿PDG_OBJECT
1455¿PDG_OBJECT¿¿0¿1334.v141-o238¿¿¿¿¿PDG_OBJECT
1456¿PDG_RETURN¿¿0¿1334.RET_OBJ-o239¿¿¿¿¿PDG_RETURN
1457¿PDG_OBJECT¿¿0¿1340.v172-o240¿¿¿¿¿PDG_OBJECT
1458¿PDG_CALL¿¿1340¿1340.CALL->JSON.stringify-o241¿¿¿¿¿PDG_CALL
1459¿PDG_OBJECT¿¿0¿1340.v173-o242¿¿¿¿¿PDG_OBJECT
1460¿PDG_CALL¿¿1340¿1340.CALL->JSON.parse-o243¿¿¿¿¿PDG_CALL
1461¿PDG_OBJECT¿¿0¿1340.v174-o244¿¿¿¿¿PDG_OBJECT
1462¿PDG_CALL¿¿1340¿1340.CALL->JSON.stringify-o245¿¿¿¿¿PDG_CALL
1463¿PDG_OBJECT¿¿0¿1340.v175-o246¿¿¿¿¿PDG_OBJECT
1464¿PDG_CALL¿¿1340¿1340.CALL->JSON.parse-o247¿¿¿¿¿PDG_CALL
1465¿PDG_OBJECT¿¿0¿1340.v176-o248¿¿¿¿¿PDG_OBJECT
1466¿PDG_OBJECT¿¿0¿1340.v178-o249¿¿¿¿¿PDG_OBJECT
1467¿PDG_OBJECT¿¿0¿1340.v179-o250¿¿¿¿¿PDG_OBJECT
1468¿PDG_CALL¿¿1340¿1340.CALL->objectMerge-o251¿¿¿¿¿PDG_CALL
1469¿PDG_OBJECT¿¿0¿1340.v180-o252¿¿¿¿¿PDG_OBJECT
1470¿PDG_OBJECT¿¿0¿1340.v181-o253¿¿¿¿¿PDG_OBJECT
1471¿PDG_RETURN¿¿0¿1340.RET_OBJ-o254¿¿¿¿¿PDG_RETURN
