Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1085¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":170,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Program
1629¿Identifier¿¿1884¿resolve¿¿¿{"start":{"line":112,"column":20},"end":{"line":112,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1630¿Identifier¿¿1884¿v190¿¿¿¿¿Identifier
1631¿ExpressionStatement¿¿1884¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":114,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1632¿Identifier¿¿1884¿v191¿¿¿¿¿Identifier
1633¿BlockStatement¿¿1884¿¿¿¿{"start":{"line":111,"column":41},"end":{"line":115,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1634¿VariableDeclarator¿¿1872¿v193¿¿¿{"start":{"line":111,"column":8},"end":{"line":115,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1635¿NewExpression¿¿1872¿¿¿¿{"start":{"line":111,"column":8},"end":{"line":115,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿NewExpression
1636¿Identifier¿¿1872¿Promise¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1637¿Identifier¿¿1872¿v192¿¿¿¿¿Identifier
1638¿ReturnStatement¿¿1872¿¿¿¿{"start":{"line":111,"column":1},"end":{"line":115,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ReturnStatement
1639¿Identifier¿¿1872¿v193¿¿¿¿¿Identifier
1640¿BlockStatement¿¿1872¿¿¿¿{"start":{"line":82,"column":57},"end":{"line":116,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1641¿VariableDeclarator¿¿1859¿v194¿¿¿{"start":{"line":125,"column":0},"end":{"line":125,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1642¿MemberExpression¿¿1859¿¿¿¿{"start":{"line":125,"column":0},"end":{"line":125,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1643¿Identifier¿¿1859¿module¿¿¿{"start":{"line":125,"column":0},"end":{"line":125,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1644¿Identifier¿¿1859¿exports¿¿¿{"start":{"line":125,"column":7},"end":{"line":125,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1645¿VariableDeclarator¿exported¿1859¿v199¿¿¿{"start":{"line":125,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1646¿FunctionExpression¿¿1859¿anon¿¿¿{"start":{"line":125,"column":21},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿FunctionExpression
1647¿Identifier¿¿0¿modules¿¿¿{"start":{"line":125,"column":31},"end":{"line":125,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1648¿Identifier¿¿0¿circular¿¿¿{"start":{"line":125,"column":40},"end":{"line":125,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1649¿Identifier¿¿0¿config¿¿¿{"start":{"line":125,"column":50},"end":{"line":125,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1650¿VariableDeclarator¿¿1888¿options¿¿¿{"start":{"line":126,"column":7},"end":{"line":126,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1651¿CallExpression¿¿1888¿¿¿¿{"start":{"line":126,"column":17},"end":{"line":126,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1652¿Identifier¿¿1888¿createGraphvizOptions¿¿¿{"start":{"line":126,"column":17},"end":{"line":126,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1653¿Identifier¿¿1888¿config¿¿¿{"start":{"line":126,"column":39},"end":{"line":126,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1654¿ExpressionStatement¿¿1888¿¿¿¿{"start":{"line":128,"column":1},"end":{"line":128,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1655¿AssignmentExpression¿=¿1888¿¿¿¿{"start":{"line":128,"column":1},"end":{"line":128,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿AssignmentExpression
1656¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":128,"column":1},"end":{"line":128,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1657¿Identifier¿¿1888¿options¿¿¿{"start":{"line":128,"column":1},"end":{"line":128,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1658¿Identifier¿¿1888¿type¿¿¿{"start":{"line":128,"column":9},"end":{"line":128,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1659¿Literal¿string¿1888¿¿'svg'¿¿{"start":{"line":128,"column":16},"end":{"line":128,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Literal
1660¿VariableDeclarator¿¿1888¿v195¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1661¿CallExpression¿¿1888¿¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1662¿Identifier¿¿1888¿checkGraphvizInstalled¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1663¿Identifier¿¿1888¿config¿¿¿{"start":{"line":130,"column":31},"end":{"line":130,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1664¿VariableDeclarator¿¿1888¿v197¿¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1665¿ArrowFunctionExpression¿¿1888¿¿¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ArrowFunctionExpression
1666¿VariableDeclarator¿¿1890¿v196¿¿¿{"start":{"line":131,"column":14},"end":{"line":131,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1667¿CallExpression¿¿1890¿¿¿¿{"start":{"line":131,"column":14},"end":{"line":131,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1668¿Identifier¿¿1890¿createGraph¿¿¿{"start":{"line":131,"column":14},"end":{"line":131,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1669¿Identifier¿¿1890¿modules¿¿¿{"start":{"line":131,"column":26},"end":{"line":131,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1670¿Identifier¿¿1890¿circular¿¿¿{"start":{"line":131,"column":35},"end":{"line":131,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1671¿Identifier¿¿1890¿config¿¿¿{"start":{"line":131,"column":45},"end":{"line":131,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1672¿Identifier¿¿1890¿options¿¿¿{"start":{"line":131,"column":53},"end":{"line":131,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1673¿ReturnStatement¿¿1890¿¿¿¿¿¿ReturnStatement
1674¿Identifier¿¿1890¿v196¿¿¿¿¿Identifier
1675¿BlockStatement¿¿1890¿¿¿¿¿¿BlockStatement
1676¿VariableDeclarator¿¿1888¿v198¿¿¿{"start":{"line":130,"column":8},"end":{"line":131,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1677¿CallExpression¿¿1888¿¿¿¿{"start":{"line":130,"column":8},"end":{"line":131,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1678¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":130,"column":8},"end":{"line":131,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1679¿Identifier¿¿1888¿v195¿¿¿¿¿Identifier
1680¿Identifier¿¿1888¿then¿¿¿{"start":{"line":131,"column":3},"end":{"line":131,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1681¿Identifier¿¿1888¿v197¿¿¿¿¿Identifier
1682¿ReturnStatement¿¿1888¿¿¿¿{"start":{"line":130,"column":1},"end":{"line":131,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ReturnStatement
1683¿Identifier¿¿1888¿v198¿¿¿¿¿Identifier
1684¿BlockStatement¿¿1888¿¿¿¿{"start":{"line":125,"column":58},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1685¿ExpressionStatement¿¿1859¿¿¿¿{"start":{"line":125,"column":0},"end":{"line":132,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1686¿AssignmentExpression¿=¿1859¿¿¿¿{"start":{"line":125,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿AssignmentExpression
1687¿MemberExpression¿¿1859¿¿¿¿{"start":{"line":125,"column":0},"end":{"line":125,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1688¿Identifier¿¿1859¿v194¿¿¿¿¿Identifier
1689¿Identifier¿¿1859¿svg¿¿¿{"start":{"line":125,"column":15},"end":{"line":125,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1690¿Identifier¿¿1859¿v199¿¿¿¿¿Identifier
1691¿VariableDeclarator¿¿1859¿v200¿¿¿{"start":{"line":142,"column":0},"end":{"line":142,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1692¿MemberExpression¿¿1859¿¿¿¿{"start":{"line":142,"column":0},"end":{"line":142,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1693¿Identifier¿¿1859¿module¿¿¿{"start":{"line":142,"column":0},"end":{"line":142,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1694¿Identifier¿¿1859¿exports¿¿¿{"start":{"line":142,"column":7},"end":{"line":142,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1695¿VariableDeclarator¿exported¿1859¿v213¿¿¿{"start":{"line":142,"column":0},"end":{"line":153,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1696¿FunctionExpression¿¿1859¿anon¿¿¿{"start":{"line":142,"column":23},"end":{"line":153,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿FunctionExpression
1697¿Identifier¿¿0¿modules¿¿¿{"start":{"line":142,"column":33},"end":{"line":142,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1698¿Identifier¿¿0¿circular¿¿¿{"start":{"line":142,"column":42},"end":{"line":142,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1699¿Identifier¿¿0¿imagePath¿¿¿{"start":{"line":142,"column":52},"end":{"line":142,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1700¿Identifier¿¿0¿config¿¿¿{"start":{"line":142,"column":63},"end":{"line":142,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1701¿VariableDeclarator¿¿1892¿options¿¿¿{"start":{"line":143,"column":7},"end":{"line":143,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1702¿CallExpression¿¿1892¿¿¿¿{"start":{"line":143,"column":17},"end":{"line":143,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1703¿Identifier¿¿1892¿createGraphvizOptions¿¿¿{"start":{"line":143,"column":17},"end":{"line":143,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1704¿Identifier¿¿1892¿config¿¿¿{"start":{"line":143,"column":39},"end":{"line":143,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1705¿VariableDeclarator¿¿1892¿v201¿¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1706¿CallExpression¿¿1892¿¿¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1707¿MemberExpression¿¿1892¿¿¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1708¿Identifier¿¿1892¿path¿¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1709¿Identifier¿¿1892¿extname¿¿¿{"start":{"line":145,"column":21},"end":{"line":145,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1710¿Identifier¿¿1892¿imagePath¿¿¿{"start":{"line":145,"column":29},"end":{"line":145,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1711¿VariableDeclarator¿¿1892¿v202¿¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1712¿CallExpression¿¿1892¿¿¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1713¿MemberExpression¿¿1892¿¿¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1714¿Identifier¿¿1892¿v201¿¿¿¿¿Identifier
1715¿Identifier¿¿1892¿replace¿¿¿{"start":{"line":145,"column":40},"end":{"line":145,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1716¿Literal¿string¿1892¿¿'.'¿¿{"start":{"line":145,"column":48},"end":{"line":145,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Literal
1717¿Literal¿string¿1892¿¿''¿¿{"start":{"line":145,"column":53},"end":{"line":145,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Literal
1718¿ExpressionStatement¿¿1892¿¿¿¿{"start":{"line":145,"column":1},"end":{"line":145,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ExpressionStatement
1719¿AssignmentExpression¿=¿1892¿¿¿¿{"start":{"line":145,"column":1},"end":{"line":145,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿AssignmentExpression
1720¿MemberExpression¿¿1892¿¿¿¿{"start":{"line":145,"column":1},"end":{"line":145,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1721¿Identifier¿¿1892¿options¿¿¿{"start":{"line":145,"column":1},"end":{"line":145,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1722¿Identifier¿¿1892¿type¿¿¿{"start":{"line":145,"column":9},"end":{"line":145,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1723¿LogicalExpression¿||¿1892¿¿¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿LogicalExpression
1724¿Identifier¿¿1892¿v202¿¿¿¿¿Identifier
1725¿Literal¿string¿1892¿¿'png'¿¿{"start":{"line":145,"column":60},"end":{"line":145,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Literal
1726¿VariableDeclarator¿¿1892¿v203¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1727¿CallExpression¿¿1892¿¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1728¿Identifier¿¿1892¿checkGraphvizInstalled¿¿¿{"start":{"line":147,"column":8},"end":{"line":147,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1729¿Identifier¿¿1892¿config¿¿¿{"start":{"line":147,"column":31},"end":{"line":147,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1730¿VariableDeclarator¿¿1892¿v211¿¿¿{"start":{"line":148,"column":8},"end":{"line":152,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1731¿ArrowFunctionExpression¿¿1892¿¿¿¿{"start":{"line":148,"column":8},"end":{"line":152,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ArrowFunctionExpression
1732¿VariableDeclarator¿¿1894¿v204¿¿¿{"start":{"line":149,"column":10},"end":{"line":149,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1733¿CallExpression¿¿1894¿¿¿¿{"start":{"line":149,"column":10},"end":{"line":149,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1734¿Identifier¿¿1894¿createGraph¿¿¿{"start":{"line":149,"column":10},"end":{"line":149,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1735¿Identifier¿¿1894¿modules¿¿¿{"start":{"line":149,"column":22},"end":{"line":149,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1736¿Identifier¿¿1894¿circular¿¿¿{"start":{"line":149,"column":31},"end":{"line":149,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1737¿Identifier¿¿1894¿config¿¿¿{"start":{"line":149,"column":41},"end":{"line":149,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1738¿Identifier¿¿1894¿options¿¿¿{"start":{"line":149,"column":49},"end":{"line":149,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1739¿VariableDeclarator¿¿1894¿v206¿¿¿{"start":{"line":150,"column":10},"end":{"line":150,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1740¿ArrowFunctionExpression¿¿1894¿¿¿¿{"start":{"line":150,"column":10},"end":{"line":150,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ArrowFunctionExpression
1741¿Identifier¿¿0¿image¿¿¿{"start":{"line":150,"column":11},"end":{"line":150,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1742¿VariableDeclarator¿¿1896¿v205¿¿¿{"start":{"line":150,"column":21},"end":{"line":150,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1743¿CallExpression¿¿1896¿¿¿¿{"start":{"line":150,"column":21},"end":{"line":150,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1744¿Identifier¿¿1896¿writeFile¿¿¿{"start":{"line":150,"column":21},"end":{"line":150,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1745¿Identifier¿¿1896¿imagePath¿¿¿{"start":{"line":150,"column":31},"end":{"line":150,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1746¿Identifier¿¿1896¿image¿¿¿{"start":{"line":150,"column":42},"end":{"line":150,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1747¿ReturnStatement¿¿1896¿¿¿¿¿¿ReturnStatement
1748¿Identifier¿¿1896¿v205¿¿¿¿¿Identifier
1749¿BlockStatement¿¿1896¿¿¿¿¿¿BlockStatement
1750¿VariableDeclarator¿¿1894¿v207¿¿¿{"start":{"line":149,"column":10},"end":{"line":150,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1751¿CallExpression¿¿1894¿¿¿¿{"start":{"line":149,"column":10},"end":{"line":150,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1752¿MemberExpression¿¿1894¿¿¿¿{"start":{"line":149,"column":10},"end":{"line":150,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1753¿Identifier¿¿1894¿v204¿¿¿¿¿Identifier
1754¿Identifier¿¿1894¿then¿¿¿{"start":{"line":150,"column":5},"end":{"line":150,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1755¿Identifier¿¿1894¿v206¿¿¿¿¿Identifier
1756¿VariableDeclarator¿¿1894¿v209¿¿¿{"start":{"line":151,"column":10},"end":{"line":151,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1757¿ArrowFunctionExpression¿¿1894¿¿¿¿{"start":{"line":151,"column":10},"end":{"line":151,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ArrowFunctionExpression
1758¿VariableDeclarator¿¿1898¿v208¿¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1759¿CallExpression¿¿1898¿¿¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1760¿MemberExpression¿¿1898¿¿¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1761¿Identifier¿¿1898¿path¿¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1762¿Identifier¿¿1898¿resolve¿¿¿{"start":{"line":151,"column":21},"end":{"line":151,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
