Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5849¿Program¿¿-1¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":760,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Program
5981¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
5982¿Identifier¿¿10281¿v535¿¿¿¿¿Identifier
5983¿Identifier¿¿10281¿toLowerCase¿¿¿{"start":{"line":38,"column":51},"end":{"line":38,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
5984¿VariableDeclarator¿¿10281¿v537¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
5985¿BinaryExpression¿===¿10281¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
5986¿Identifier¿¿10281¿v536¿¿¿¿¿Identifier
5987¿Literal¿string¿10281¿¿'win'¿¿{"start":{"line":38,"column":69},"end":{"line":38,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
5988¿IfStatement¿¿10281¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿IfStatement
5989¿Identifier¿¿10281¿v537¿¿¿¿¿Identifier
5990¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
5991¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
5992¿Identifier¿¿10281¿D¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
5993¿Literal¿string¿10281¿¿'''¿¿{"start":{"line":38,"column":77},"end":{"line":38,"column":80},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
5994¿BlockStatement¿¿10281¿¿¿¿¿¿BlockStatement
5995¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
5996¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
5997¿Identifier¿¿10281¿D¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
5998¿Literal¿string¿10281¿¿'\''¿¿{"start":{"line":38,"column":83},"end":{"line":38,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
5999¿BlockStatement¿¿10281¿¿¿¿¿¿BlockStatement
6000¿VariableDeclarator¿¿10281¿CMD_CONVERT¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6001¿ObjectExpression¿¿10281¿¿¿¿¿¿ObjectExpression
6002¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6003¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6004¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6005¿Identifier¿¿10281¿CMD_CONVERT¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6006¿Identifier¿¿10281¿gm¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6007¿Literal¿string¿10281¿¿'gm'¿¿{"start":{"line":39,"column":26},"end":{"line":39,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6008¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6009¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6010¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6011¿Identifier¿¿10281¿CMD_CONVERT¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6012¿Identifier¿¿10281¿im¿¿¿{"start":{"line":39,"column":32},"end":{"line":39,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6013¿Literal¿string¿10281¿¿'convert'¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6014¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6015¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6016¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6017¿Identifier¿¿10281¿CMD_CONVERT¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6018¿Identifier¿¿10281¿magick¿¿¿{"start":{"line":39,"column":47},"end":{"line":39,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6019¿Literal¿string¿10281¿¿'magick'¿¿{"start":{"line":39,"column":55},"end":{"line":39,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6020¿VariableDeclarator¿¿10281¿CMD_CONVERT2¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6021¿ObjectExpression¿¿10281¿¿¿¿¿¿ObjectExpression
6022¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6023¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6024¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6025¿Identifier¿¿10281¿CMD_CONVERT2¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6026¿Identifier¿¿10281¿gm¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6027¿Literal¿string¿10281¿¿'gm convert'¿¿{"start":{"line":40,"column":27},"end":{"line":40,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6028¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6029¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6030¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6031¿Identifier¿¿10281¿CMD_CONVERT2¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6032¿Identifier¿¿10281¿im¿¿¿{"start":{"line":40,"column":41},"end":{"line":40,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6033¿Literal¿string¿10281¿¿'convert'¿¿{"start":{"line":40,"column":45},"end":{"line":40,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6034¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6035¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6036¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6037¿Identifier¿¿10281¿CMD_CONVERT2¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6038¿Identifier¿¿10281¿magick¿¿¿{"start":{"line":40,"column":56},"end":{"line":40,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6039¿Literal¿string¿10281¿¿'magick'¿¿{"start":{"line":40,"column":64},"end":{"line":40,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6040¿VariableDeclarator¿¿10281¿CACHE¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6041¿ObjectExpression¿¿10281¿¿¿¿¿¿ObjectExpression
6042¿VariableDeclarator¿¿10281¿middlewares¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6043¿ObjectExpression¿¿10281¿¿¿¿¿¿ObjectExpression
6044¿VariableDeclarator¿¿10281¿v538¿¿¿{"start":{"line":45,"column":5},"end":{"line":45,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6045¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":45,"column":5},"end":{"line":45,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6046¿Identifier¿¿10281¿global¿¿¿{"start":{"line":45,"column":5},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6047¿Identifier¿¿10281¿framework_utils¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6048¿VariableDeclarator¿¿10281¿v539¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6049¿UnaryExpression¿!¿10281¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿UnaryExpression
6050¿Identifier¿¿10281¿v538¿¿¿¿¿Identifier
6051¿IfStatement¿¿10281¿¿¿¿{"start":{"line":45,"column":0},"end":{"line":46,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿IfStatement
6052¿Identifier¿¿10281¿v539¿¿¿¿¿Identifier
6053¿VariableDeclarator¿¿10281¿v540¿¿¿{"start":{"line":46,"column":1},"end":{"line":46,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6054¿CallExpression¿¿10281¿¿¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
6055¿Identifier¿¿10281¿require¿¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6056¿Literal¿string¿10281¿¿'./utils'¿¿{"start":{"line":46,"column":34},"end":{"line":46,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6057¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":46,"column":1},"end":{"line":46,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6058¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":46,"column":1},"end":{"line":46,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6059¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":46,"column":1},"end":{"line":46,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6060¿Identifier¿¿10281¿global¿¿¿{"start":{"line":46,"column":1},"end":{"line":46,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6061¿Identifier¿¿10281¿framework_utils¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6062¿Identifier¿¿10281¿v540¿¿¿¿¿Identifier
6063¿BlockStatement¿¿10281¿¿¿¿¿¿BlockStatement
6064¿VariableDeclarator¿¿10281¿u16¿¿¿{"start":{"line":48,"column":0},"end":{"line":50,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6065¿FunctionExpression¿¿10281¿anon¿¿¿{"start":{"line":48,"column":0},"end":{"line":50,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿FunctionExpression
6066¿Identifier¿¿0¿buf¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6067¿Identifier¿¿0¿o¿¿¿{"start":{"line":48,"column":18},"end":{"line":48,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6068¿VariableDeclarator¿¿10285¿v541¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6069¿MemberExpression¿computed¿10285¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6070¿Identifier¿¿10285¿buf¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6071¿Identifier¿¿10285¿o¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6072¿VariableDeclarator¿¿10285¿v542¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6073¿BinaryExpression¿<<¿10285¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
6074¿Identifier¿¿10285¿v541¿¿¿¿¿Identifier
6075¿Literal¿number¿10285¿¿8¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6076¿VariableDeclarator¿¿10285¿v543¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6077¿BinaryExpression¿+¿10285¿¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
6078¿Identifier¿¿10285¿o¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6079¿Literal¿number¿10285¿¿1¿¿{"start":{"line":49,"column":30},"end":{"line":49,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6080¿VariableDeclarator¿¿10285¿v544¿¿¿{"start":{"line":49,"column":22},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6081¿MemberExpression¿computed¿10285¿¿¿¿{"start":{"line":49,"column":22},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6082¿Identifier¿¿10285¿buf¿¿¿{"start":{"line":49,"column":22},"end":{"line":49,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6083¿Identifier¿¿10285¿v543¿¿¿¿¿Identifier
6084¿VariableDeclarator¿¿10285¿v545¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6085¿BinaryExpression¿|¿10285¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
6086¿Identifier¿¿10285¿v542¿¿¿¿¿Identifier
6087¿Identifier¿¿10285¿v544¿¿¿¿¿Identifier
6088¿ReturnStatement¿¿10285¿¿¿¿{"start":{"line":49,"column":1},"end":{"line":49,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
6089¿Identifier¿¿10285¿v545¿¿¿¿¿Identifier
6090¿BlockStatement¿¿10285¿¿¿¿{"start":{"line":48,"column":21},"end":{"line":50,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BlockStatement
6091¿VariableDeclarator¿¿10281¿u32¿¿¿{"start":{"line":52,"column":0},"end":{"line":54,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6092¿FunctionExpression¿¿10281¿anon¿¿¿{"start":{"line":52,"column":0},"end":{"line":54,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿FunctionExpression
6093¿Identifier¿¿0¿buf¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6094¿Identifier¿¿0¿o¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6095¿VariableDeclarator¿¿10287¿v546¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
