Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4210¿Program¿¿-1¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":489,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Program
4362¿Identifier¿¿7330¿v495¿¿¿¿¿Identifier
4363¿VariableDeclarator¿¿7330¿v496¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4364¿MemberExpression¿¿7330¿¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4365¿Identifier¿¿7330¿req¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4366¿Identifier¿¿7330¿query¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4367¿ExpressionStatement¿¿7330¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
4368¿AssignmentExpression¿=¿7330¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿AssignmentExpression
4369¿Identifier¿¿7330¿_p¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4370¿MemberExpression¿¿7330¿¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4371¿Identifier¿¿7330¿v496¿¿¿¿¿Identifier
4372¿Identifier¿¿7330¿id¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4373¿VariableDeclarator¿¿7330¿v497¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4374¿CallExpression¿¿7330¿¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4375¿Identifier¿¿7330¿processReq¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4376¿Identifier¿¿7330¿_p¿¿¿{"start":{"line":48,"column":27},"end":{"line":48,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4377¿Identifier¿¿7330¿res¿¿¿{"start":{"line":48,"column":31},"end":{"line":48,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4378¿ExpressionStatement¿¿7330¿¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
4379¿Identifier¿¿7330¿v497¿¿¿¿¿Identifier
4380¿BlockStatement¿¿7330¿¿¿¿{"start":{"line":46,"column":30},"end":{"line":49,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
4381¿VariableDeclarator¿¿7330¿v498¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4382¿ArrayExpression¿¿7330¿¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ArrayExpression
4383¿Literal¿string¿7330¿¿'No valid data found'¿¿{"start":{"line":50,"column":26},"end":{"line":50,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
4384¿VariableDeclarator¿¿7330¿v499¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4385¿CallExpression¿¿7330¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4386¿MemberExpression¿¿7330¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4387¿Identifier¿¿7330¿res¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4388¿Identifier¿¿7330¿json¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4389¿Identifier¿¿7330¿v498¿¿¿¿¿Identifier
4390¿ExpressionStatement¿¿7330¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
4391¿Identifier¿¿7330¿v499¿¿¿¿¿Identifier
4392¿BlockStatement¿¿7330¿¿¿¿{"start":{"line":49,"column":19},"end":{"line":51,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
4393¿BlockStatement¿¿7330¿¿¿¿{"start":{"line":45,"column":15},"end":{"line":52,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
4394¿BlockStatement¿¿7330¿¿¿¿{"start":{"line":39,"column":47},"end":{"line":53,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
4395¿VariableDeclarator¿¿7324¿v501¿¿¿{"start":{"line":39,"column":4},"end":{"line":53,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4396¿CallExpression¿¿7324¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":53,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4397¿MemberExpression¿¿7324¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4398¿Identifier¿¿7324¿router¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4399¿Identifier¿¿7324¿get¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4400¿Literal¿string¿7324¿¿'/api/tree'¿¿{"start":{"line":39,"column":15},"end":{"line":39,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
4401¿Identifier¿¿7324¿v500¿¿¿¿¿Identifier
4402¿ExpressionStatement¿¿7324¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":53,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
4403¿Identifier¿¿7324¿v501¿¿¿¿¿Identifier
4404¿VariableDeclarator¿¿7324¿v506¿¿¿{"start":{"line":56,"column":32},"end":{"line":58,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4405¿FunctionExpression¿¿7324¿anon¿¿¿{"start":{"line":56,"column":32},"end":{"line":58,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
4406¿Identifier¿¿0¿req¿¿¿{"start":{"line":56,"column":41},"end":{"line":56,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4407¿Identifier¿¿0¿res¿¿¿{"start":{"line":56,"column":46},"end":{"line":56,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4408¿VariableDeclarator¿¿7334¿v502¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4409¿MemberExpression¿¿7334¿¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4410¿Identifier¿¿7334¿req¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4411¿Identifier¿¿7334¿query¿¿¿{"start":{"line":57,"column":37},"end":{"line":57,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4412¿VariableDeclarator¿¿7334¿v503¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4413¿MemberExpression¿¿7334¿¿¿¿{"start":{"line":57,"column":33},"end":{"line":57,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4414¿Identifier¿¿7334¿v502¿¿¿¿¿Identifier
4415¿Identifier¿¿7334¿resource¿¿¿{"start":{"line":57,"column":43},"end":{"line":57,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4416¿VariableDeclarator¿¿7334¿v504¿¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4417¿CallExpression¿¿7334¿¿¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4418¿MemberExpression¿¿7334¿¿¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4419¿Identifier¿¿7334¿fs¿¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4420¿Identifier¿¿7334¿readFileSync¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4421¿Identifier¿¿7334¿v503¿¿¿¿¿Identifier
4422¿Literal¿string¿7334¿¿'UTF-8'¿¿{"start":{"line":57,"column":53},"end":{"line":57,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
4423¿VariableDeclarator¿¿7334¿v505¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4424¿CallExpression¿¿7334¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4425¿MemberExpression¿¿7334¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4426¿Identifier¿¿7334¿res¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4427¿Identifier¿¿7334¿send¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4428¿Identifier¿¿7334¿v504¿¿¿¿¿Identifier
4429¿ExpressionStatement¿¿7334¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
4430¿Identifier¿¿7334¿v505¿¿¿¿¿Identifier
4431¿BlockStatement¿¿7334¿¿¿¿{"start":{"line":56,"column":51},"end":{"line":58,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
4432¿VariableDeclarator¿¿7324¿v507¿¿¿{"start":{"line":56,"column":4},"end":{"line":58,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4433¿CallExpression¿¿7324¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":58,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4434¿MemberExpression¿¿7324¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4435¿Identifier¿¿7324¿router¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4436¿Identifier¿¿7324¿get¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4437¿Literal¿string¿7324¿¿'/api/resource'¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
4438¿Identifier¿¿7324¿v506¿¿¿¿¿Identifier
4439¿ExpressionStatement¿¿7324¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":58,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
4440¿Identifier¿¿7324¿v507¿¿¿¿¿Identifier
4441¿VariableDeclarator¿¿7324¿v536¿¿¿{"start":{"line":61,"column":38},"end":{"line":91,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4442¿FunctionExpression¿¿7324¿anon¿¿¿{"start":{"line":61,"column":38},"end":{"line":91,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
4443¿Identifier¿¿0¿req¿¿¿{"start":{"line":61,"column":47},"end":{"line":61,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4444¿Identifier¿¿0¿res¿¿¿{"start":{"line":61,"column":52},"end":{"line":61,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4445¿VariableDeclarator¿¿7336¿v508¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4446¿MemberExpression¿¿7336¿¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4447¿Identifier¿¿7336¿jConf¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4448¿Identifier¿¿7336¿journal_access¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4449¿VariableDeclarator¿¿7336¿v509¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4450¿BinaryExpression¿===¿7336¿¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BinaryExpression
4451¿Identifier¿¿7336¿v508¿¿¿¿¿Identifier
4452¿Literal¿boolean¿7336¿¿true¿¿{"start":{"line":62,"column":37},"end":{"line":62,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
4453¿IfStatement¿¿7336¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":90,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿IfStatement
4454¿Identifier¿¿7336¿v509¿¿¿¿¿Identifier
4455¿VariableDeclarator¿¿7336¿v510¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4456¿MemberExpression¿¿7336¿¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4457¿Identifier¿¿7336¿req¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4458¿Identifier¿¿7336¿query¿¿¿{"start":{"line":63,"column":30},"end":{"line":63,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4459¿VariableDeclarator¿¿7336¿service¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4460¿MemberExpression¿¿7336¿¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4461¿Identifier¿¿7336¿v510¿¿¿¿¿Identifier
4462¿Identifier¿¿7336¿service¿¿¿{"start":{"line":63,"column":36},"end":{"line":63,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4463¿IfStatement¿¿7336¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":87,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿IfStatement
4464¿Identifier¿¿7336¿service¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4465¿VariableDeclarator¿¿7336¿v511¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4466¿CallExpression¿¿7336¿¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4467¿Identifier¿¿7336¿require¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4468¿Literal¿string¿7336¿¿'child_process'¿¿{"start":{"line":65,"column":35},"end":{"line":65,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
4469¿VariableDeclarator¿¿7336¿exec¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4470¿MemberExpression¿¿7336¿¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4471¿Identifier¿¿7336¿v511¿¿¿¿¿Identifier
4472¿Identifier¿¿7336¿exec¿¿¿{"start":{"line":65,"column":52},"end":{"line":65,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4473¿VariableDeclarator¿¿7336¿stdout¿¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4474¿Literal¿string¿7336¿¿''¿¿{"start":{"line":66,"column":29},"end":{"line":66,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
4475¿VariableDeclarator¿¿7336¿v512¿¿¿{"start":{"line":67,"column":33},"end":{"line":67,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4476¿CallExpression¿¿7336¿¿¿¿{"start":{"line":67,"column":33},"end":{"line":67,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4477¿Identifier¿¿7336¿scripts_dir¿¿¿{"start":{"line":67,"column":33},"end":{"line":67,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4478¿VariableDeclarator¿¿7336¿v513¿¿¿{"start":{"line":67,"column":33},"end":{"line":67,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4479¿BinaryExpression¿+¿7336¿¿¿¿{"start":{"line":67,"column":33},"end":{"line":67,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BinaryExpression
4480¿Identifier¿¿7336¿v512¿¿¿¿¿Identifier
4481¿Literal¿string¿7336¿¿'systemctl-unit.sh '¿¿{"start":{"line":67,"column":49},"end":{"line":67,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
4482¿VariableDeclarator¿¿7336¿v514¿¿¿{"start":{"line":67,"column":33},"end":{"line":68,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4483¿BinaryExpression¿+¿7336¿¿¿¿{"start":{"line":67,"column":33},"end":{"line":68,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BinaryExpression
4484¿Identifier¿¿7336¿v513¿¿¿¿¿Identifier
4485¿Identifier¿¿7336¿service¿¿¿{"start":{"line":68,"column":33},"end":{"line":68,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4486¿VariableDeclarator¿¿7336¿v515¿¿¿{"start":{"line":67,"column":33},"end":{"line":68,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4487¿BinaryExpression¿+¿7336¿¿¿¿{"start":{"line":67,"column":33},"end":{"line":68,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BinaryExpression
