Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4025¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":550,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Program
4167¿Identifier¿¿7059¿orig¿¿¿{"start":{"line":22,"column":13},"end":{"line":22,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4168¿Identifier¿¿7059¿substring¿¿¿{"start":{"line":22,"column":18},"end":{"line":22,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4169¿Identifier¿¿7059¿beg¿¿¿{"start":{"line":22,"column":28},"end":{"line":22,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4170¿Identifier¿¿7059¿v399¿¿¿¿¿Identifier
4171¿ExpressionStatement¿¿7059¿¿¿¿{"start":{"line":22,"column":6},"end":{"line":22,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
4172¿AssignmentExpression¿+=¿7059¿¿¿¿{"start":{"line":22,"column":6},"end":{"line":22,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
4173¿Identifier¿¿7059¿res¿¿¿{"start":{"line":22,"column":6},"end":{"line":22,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4174¿BinaryExpression¿+¿7059¿¿¿¿{"start":{"line":22,"column":13},"end":{"line":22,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4175¿Identifier¿¿7059¿v400¿¿¿¿¿Identifier
4176¿Identifier¿¿7059¿repl¿¿¿{"start":{"line":22,"column":46},"end":{"line":22,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4177¿VariableDeclarator¿¿7059¿v401¿¿¿{"start":{"line":23,"column":32},"end":{"line":23,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4178¿MemberExpression¿¿7059¿¿¿¿{"start":{"line":23,"column":32},"end":{"line":23,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4179¿Identifier¿¿7059¿find¿¿¿{"start":{"line":23,"column":32},"end":{"line":23,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4180¿Identifier¿¿7059¿length¿¿¿{"start":{"line":23,"column":37},"end":{"line":23,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4181¿VariableDeclarator¿¿7059¿v402¿¿¿{"start":{"line":23,"column":26},"end":{"line":23,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4182¿BinaryExpression¿+¿7059¿¿¿¿{"start":{"line":23,"column":26},"end":{"line":23,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4183¿Identifier¿¿7059¿end¿¿¿{"start":{"line":23,"column":26},"end":{"line":23,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4184¿Identifier¿¿7059¿v401¿¿¿¿¿Identifier
4185¿VariableDeclarator¿¿7059¿v403¿¿¿{"start":{"line":23,"column":45},"end":{"line":23,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4186¿MemberExpression¿¿7059¿¿¿¿{"start":{"line":23,"column":45},"end":{"line":23,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4187¿Identifier¿¿7059¿rem¿¿¿{"start":{"line":23,"column":45},"end":{"line":23,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4188¿Identifier¿¿7059¿length¿¿¿{"start":{"line":23,"column":49},"end":{"line":23,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4189¿ExpressionStatement¿¿7059¿¿¿¿{"start":{"line":23,"column":6},"end":{"line":23,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
4190¿AssignmentExpression¿=¿7059¿¿¿¿{"start":{"line":23,"column":6},"end":{"line":23,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
4191¿Identifier¿¿7059¿rem¿¿¿{"start":{"line":23,"column":6},"end":{"line":23,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4192¿CallExpression¿¿7059¿¿¿¿{"start":{"line":23,"column":12},"end":{"line":23,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
4193¿MemberExpression¿¿7059¿¿¿¿{"start":{"line":23,"column":12},"end":{"line":23,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4194¿Identifier¿¿7059¿rem¿¿¿{"start":{"line":23,"column":12},"end":{"line":23,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4195¿Identifier¿¿7059¿substring¿¿¿{"start":{"line":23,"column":16},"end":{"line":23,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4196¿Identifier¿¿7059¿v402¿¿¿¿¿Identifier
4197¿Identifier¿¿7059¿v403¿¿¿¿¿Identifier
4198¿VariableDeclarator¿¿7059¿v404¿¿¿{"start":{"line":24,"column":19},"end":{"line":24,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4199¿MemberExpression¿¿7059¿¿¿¿{"start":{"line":24,"column":19},"end":{"line":24,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4200¿Identifier¿¿7059¿find¿¿¿{"start":{"line":24,"column":19},"end":{"line":24,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4201¿Identifier¿¿7059¿length¿¿¿{"start":{"line":24,"column":24},"end":{"line":24,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4202¿ExpressionStatement¿¿7059¿¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
4203¿AssignmentExpression¿+=¿7059¿¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
4204¿Identifier¿¿7059¿beg¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4205¿BinaryExpression¿+¿7059¿¿¿¿{"start":{"line":24,"column":13},"end":{"line":24,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4206¿Identifier¿¿7059¿end¿¿¿{"start":{"line":24,"column":13},"end":{"line":24,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4207¿Identifier¿¿7059¿v404¿¿¿¿¿Identifier
4208¿ExpressionStatement¿¿7059¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":25,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
4209¿AssignmentExpression¿=¿7059¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":25,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
4210¿Identifier¿¿7059¿v398¿¿¿{"start":{"line":21,"column":4},"end":{"line":25,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4211¿BinaryExpression¿>¿7059¿¿¿¿{"start":{"line":21,"column":11},"end":{"line":21,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4212¿AssignmentExpression¿=¿7059¿¿¿¿{"start":{"line":21,"column":12},"end":{"line":21,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
4213¿Identifier¿¿7059¿end¿¿¿{"start":{"line":21,"column":12},"end":{"line":21,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4214¿CallExpression¿¿7059¿¿¿¿{"start":{"line":21,"column":18},"end":{"line":21,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
4215¿MemberExpression¿¿7059¿¿¿¿{"start":{"line":21,"column":18},"end":{"line":21,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4216¿Identifier¿¿7059¿rem¿¿¿{"start":{"line":21,"column":18},"end":{"line":21,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4217¿Identifier¿¿7059¿indexOf¿¿¿{"start":{"line":21,"column":22},"end":{"line":21,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4218¿Identifier¿¿7059¿find¿¿¿{"start":{"line":21,"column":30},"end":{"line":21,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4219¿Identifier¿¿7059¿v397¿¿¿¿¿Identifier
4220¿BlockStatement¿¿7059¿¿¿¿{"start":{"line":21,"column":43},"end":{"line":25,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
4221¿VariableDeclarator¿¿7059¿v405¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4222¿MemberExpression¿¿7059¿¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4223¿Identifier¿¿7059¿rem¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4224¿Identifier¿¿7059¿length¿¿¿{"start":{"line":26,"column":12},"end":{"line":26,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4225¿VariableDeclarator¿¿7059¿v406¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4226¿BinaryExpression¿>¿7059¿¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4227¿Identifier¿¿7059¿v405¿¿¿¿¿Identifier
4228¿Literal¿number¿7059¿¿0¿¿{"start":{"line":26,"column":21},"end":{"line":26,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4229¿IfStatement¿¿7059¿¿¿¿{"start":{"line":26,"column":4},"end":{"line":28,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
4230¿Identifier¿¿7059¿v406¿¿¿¿¿Identifier
4231¿VariableDeclarator¿¿7059¿v407¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4232¿MemberExpression¿¿7059¿¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4233¿Identifier¿¿7059¿orig¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4234¿Identifier¿¿7059¿length¿¿¿{"start":{"line":27,"column":33},"end":{"line":27,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4235¿VariableDeclarator¿¿7059¿v408¿¿¿{"start":{"line":27,"column":42},"end":{"line":27,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4236¿MemberExpression¿¿7059¿¿¿¿{"start":{"line":27,"column":42},"end":{"line":27,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4237¿Identifier¿¿7059¿rem¿¿¿{"start":{"line":27,"column":42},"end":{"line":27,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4238¿Identifier¿¿7059¿length¿¿¿{"start":{"line":27,"column":46},"end":{"line":27,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4239¿VariableDeclarator¿¿7059¿v409¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4240¿BinaryExpression¿-¿7059¿¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4241¿Identifier¿¿7059¿v407¿¿¿¿¿Identifier
4242¿Identifier¿¿7059¿v408¿¿¿¿¿Identifier
4243¿VariableDeclarator¿¿7059¿v410¿¿¿{"start":{"line":27,"column":54},"end":{"line":27,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4244¿MemberExpression¿¿7059¿¿¿¿{"start":{"line":27,"column":54},"end":{"line":27,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4245¿Identifier¿¿7059¿orig¿¿¿{"start":{"line":27,"column":54},"end":{"line":27,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4246¿Identifier¿¿7059¿length¿¿¿{"start":{"line":27,"column":59},"end":{"line":27,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4247¿ExpressionStatement¿¿7059¿¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ExpressionStatement
4248¿AssignmentExpression¿+=¿7059¿¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿AssignmentExpression
4249¿Identifier¿¿7059¿res¿¿¿{"start":{"line":27,"column":6},"end":{"line":27,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4250¿CallExpression¿¿7059¿¿¿¿{"start":{"line":27,"column":13},"end":{"line":27,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
4251¿MemberExpression¿¿7059¿¿¿¿{"start":{"line":27,"column":13},"end":{"line":27,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4252¿Identifier¿¿7059¿orig¿¿¿{"start":{"line":27,"column":13},"end":{"line":27,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4253¿Identifier¿¿7059¿substring¿¿¿{"start":{"line":27,"column":18},"end":{"line":27,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4254¿Identifier¿¿7059¿v409¿¿¿¿¿Identifier
4255¿Identifier¿¿7059¿v410¿¿¿¿¿Identifier
4256¿BlockStatement¿¿7059¿¿¿¿{"start":{"line":26,"column":24},"end":{"line":28,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
4257¿ReturnStatement¿¿7059¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ReturnStatement
4258¿Identifier¿¿7059¿res¿¿¿{"start":{"line":29,"column":11},"end":{"line":29,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4259¿BlockStatement¿¿7059¿¿¿¿{"start":{"line":14,"column":36},"end":{"line":30,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
4260¿VariableDeclarator¿¿7057¿decodeFragmentSegments¿¿¿{"start":{"line":32,"column":2},"end":{"line":40,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4261¿FunctionExpression¿¿7057¿anon¿¿¿{"start":{"line":32,"column":2},"end":{"line":40,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿FunctionExpression
4262¿Identifier¿¿0¿segments¿¿¿{"start":{"line":32,"column":34},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4263¿VariableDeclarator¿¿7063¿v411¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4264¿UnaryExpression¿-¿7063¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UnaryExpression
4265¿Literal¿number¿7063¿¿1¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4266¿VariableDeclarator¿¿7063¿i¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4267¿Identifier¿¿7063¿v411¿¿¿¿¿Identifier
4268¿VariableDeclarator¿¿7063¿len¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4269¿MemberExpression¿¿7063¿¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4270¿Identifier¿¿7063¿segments¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4271¿Identifier¿¿7063¿length¿¿¿{"start":{"line":34,"column":23},"end":{"line":34,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4272¿VariableDeclarator¿¿7063¿res¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4273¿NewExpression¿¿7063¿¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿NewExpression
4274¿Identifier¿¿7063¿Array¿¿¿{"start":{"line":35,"column":18},"end":{"line":35,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4275¿Identifier¿¿7063¿len¿¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4276¿VariableDeclarator¿¿7063¿v412¿¿¿{"start":{"line":36,"column":11},"end":{"line":36,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4277¿UpdateExpression¿¿7063¿¿¿¿{"start":{"line":36,"column":11},"end":{"line":36,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UpdateExpression
4278¿Identifier¿¿7063¿i¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4279¿VariableDeclarator¿¿7063¿v413¿¿¿{"start":{"line":36,"column":11},"end":{"line":36,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4280¿BinaryExpression¿<¿7063¿¿¿¿{"start":{"line":36,"column":11},"end":{"line":36,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4281¿Identifier¿¿7063¿v412¿¿¿¿¿Identifier
4282¿Identifier¿¿7063¿len¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4283¿WhileStatement¿¿7063¿¿¿¿{"start":{"line":36,"column":4},"end":{"line":38,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿WhileStatement
4284¿Identifier¿¿7063¿v413¿¿¿¿¿Identifier
4285¿VariableDeclarator¿¿7063¿v414¿¿¿{"start":{"line":37,"column":55},"end":{"line":37,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
