Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
842¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":291,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Program
1421¿VariableDeclarator¿¿1529¿v147¿¿¿{"start":{"line":206,"column":2},"end":{"line":206,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1422¿CallExpression¿¿1529¿¿¿¿{"start":{"line":206,"column":16},"end":{"line":206,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿CallExpression
1423¿Identifier¿¿1529¿hasProperty¿¿¿{"start":{"line":206,"column":16},"end":{"line":206,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1424¿Identifier¿¿1529¿v145¿¿¿¿¿Identifier
1425¿Identifier¿¿1529¿v146¿¿¿¿¿Identifier
1426¿ExpressionStatement¿¿1529¿¿¿¿{"start":{"line":206,"column":2},"end":{"line":206,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1427¿AssignmentExpression¿=¿1529¿¿¿¿{"start":{"line":206,"column":2},"end":{"line":206,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1428¿MemberExpression¿¿1529¿¿¿¿{"start":{"line":206,"column":2},"end":{"line":206,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1429¿Identifier¿¿1529¿info¿¿¿{"start":{"line":206,"column":2},"end":{"line":206,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1430¿Identifier¿¿1529¿exists¿¿¿{"start":{"line":206,"column":7},"end":{"line":206,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1431¿Identifier¿¿1529¿v147¿¿¿¿¿Identifier
1432¿ReturnStatement¿¿1529¿¿¿¿{"start":{"line":208,"column":2},"end":{"line":208,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ReturnStatement
1433¿Identifier¿¿1529¿info¿¿¿{"start":{"line":208,"column":9},"end":{"line":208,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1434¿BlockStatement¿¿1529¿¿¿¿{"start":{"line":198,"column":32},"end":{"line":209,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1435¿VariableDeclarator¿exported¿1503¿getPathValue¿¿¿{"start":{"line":242,"column":0},"end":{"line":245,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1436¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":242,"column":0},"end":{"line":245,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿FunctionExpression
1437¿Identifier¿¿0¿obj¿¿¿{"start":{"line":242,"column":22},"end":{"line":242,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1438¿Identifier¿¿0¿path¿¿¿{"start":{"line":242,"column":27},"end":{"line":242,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1532¿info¿¿¿{"start":{"line":243,"column":6},"end":{"line":243,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1440¿CallExpression¿¿1532¿¿¿¿{"start":{"line":243,"column":13},"end":{"line":243,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿CallExpression
1441¿Identifier¿¿1532¿getPathInfo¿¿¿{"start":{"line":243,"column":13},"end":{"line":243,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1442¿Identifier¿¿1532¿obj¿¿¿{"start":{"line":243,"column":25},"end":{"line":243,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1443¿Identifier¿¿1532¿path¿¿¿{"start":{"line":243,"column":30},"end":{"line":243,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1444¿VariableDeclarator¿¿1532¿v148¿¿¿{"start":{"line":244,"column":9},"end":{"line":244,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1445¿MemberExpression¿¿1532¿¿¿¿{"start":{"line":244,"column":9},"end":{"line":244,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1446¿Identifier¿¿1532¿info¿¿¿{"start":{"line":244,"column":9},"end":{"line":244,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1447¿Identifier¿¿1532¿value¿¿¿{"start":{"line":244,"column":14},"end":{"line":244,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1448¿ReturnStatement¿¿1532¿¿¿¿{"start":{"line":244,"column":2},"end":{"line":244,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ReturnStatement
1449¿Identifier¿¿1532¿v148¿¿¿¿¿Identifier
1450¿BlockStatement¿¿1532¿¿¿¿{"start":{"line":242,"column":33},"end":{"line":245,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1451¿VariableDeclarator¿exported¿1503¿setPathValue¿¿¿{"start":{"line":280,"column":0},"end":{"line":284,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1452¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":280,"column":0},"end":{"line":284,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿FunctionExpression
1453¿Identifier¿¿0¿obj¿¿¿{"start":{"line":280,"column":22},"end":{"line":280,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1454¿Identifier¿¿0¿path¿¿¿{"start":{"line":280,"column":27},"end":{"line":280,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1455¿Identifier¿¿0¿val¿¿¿{"start":{"line":280,"column":33},"end":{"line":280,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1456¿VariableDeclarator¿¿1534¿parsed¿¿¿{"start":{"line":281,"column":6},"end":{"line":281,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1457¿CallExpression¿¿1534¿¿¿¿{"start":{"line":281,"column":15},"end":{"line":281,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿CallExpression
1458¿Identifier¿¿1534¿parsePath¿¿¿{"start":{"line":281,"column":15},"end":{"line":281,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1459¿Identifier¿¿1534¿path¿¿¿{"start":{"line":281,"column":25},"end":{"line":281,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1460¿VariableDeclarator¿¿1534¿v149¿¿¿{"start":{"line":282,"column":2},"end":{"line":282,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1461¿CallExpression¿¿1534¿¿¿¿{"start":{"line":282,"column":2},"end":{"line":282,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿CallExpression
1462¿Identifier¿¿1534¿internalSetPathValue¿¿¿{"start":{"line":282,"column":2},"end":{"line":282,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1463¿Identifier¿¿1534¿obj¿¿¿{"start":{"line":282,"column":23},"end":{"line":282,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1464¿Identifier¿¿1534¿val¿¿¿{"start":{"line":282,"column":28},"end":{"line":282,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1465¿Identifier¿¿1534¿parsed¿¿¿{"start":{"line":282,"column":33},"end":{"line":282,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1466¿ExpressionStatement¿¿1534¿¿¿¿{"start":{"line":282,"column":2},"end":{"line":282,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1467¿Identifier¿¿1534¿v149¿¿¿¿¿Identifier
1468¿ReturnStatement¿¿1534¿¿¿¿{"start":{"line":283,"column":2},"end":{"line":283,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ReturnStatement
1469¿Identifier¿¿1534¿obj¿¿¿{"start":{"line":283,"column":9},"end":{"line":283,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1470¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":280,"column":38},"end":{"line":284,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1471¿VariableDeclarator¿¿1503¿v150¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1472¿ObjectExpression¿¿1503¿¿¿¿¿¿ObjectExpression
1473¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1474¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1475¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1476¿Identifier¿¿1503¿v150¿¿¿¿¿Identifier
1477¿Identifier¿¿1503¿hasProperty¿¿¿{"start":{"line":287,"column":2},"end":{"line":287,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1478¿Identifier¿¿1503¿hasProperty¿¿¿{"start":{"line":287,"column":15},"end":{"line":287,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1479¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1480¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1481¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1482¿Identifier¿¿1503¿v150¿¿¿¿¿Identifier
1483¿Identifier¿¿1503¿getPathInfo¿¿¿{"start":{"line":288,"column":2},"end":{"line":288,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1484¿Identifier¿¿1503¿getPathInfo¿¿¿{"start":{"line":288,"column":15},"end":{"line":288,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1485¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1486¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1487¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1488¿Identifier¿¿1503¿v150¿¿¿¿¿Identifier
1489¿Identifier¿¿1503¿getPathValue¿¿¿{"start":{"line":289,"column":2},"end":{"line":289,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1490¿Identifier¿¿1503¿getPathValue¿¿¿{"start":{"line":289,"column":16},"end":{"line":289,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1491¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1492¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1493¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":286,"column":17},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1494¿Identifier¿¿1503¿v150¿¿¿¿¿Identifier
1495¿Identifier¿¿1503¿setPathValue¿¿¿{"start":{"line":290,"column":2},"end":{"line":290,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1496¿Identifier¿¿1503¿setPathValue¿¿¿{"start":{"line":290,"column":16},"end":{"line":290,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1497¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":286,"column":0},"end":{"line":291,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1498¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":286,"column":0},"end":{"line":291,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1499¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":286,"column":0},"end":{"line":286,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1500¿Identifier¿¿1503¿module¿¿¿{"start":{"line":286,"column":0},"end":{"line":286,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1501¿Identifier¿¿1503¿exports¿¿¿{"start":{"line":286,"column":7},"end":{"line":286,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1502¿Identifier¿¿1503¿v150¿¿¿¿¿Identifier
1503¿CFG_F_START¿¿1503¿__main__¿¿¿¿¿CFG_F_START
1504¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1505¿CFG_F_START¿¿1505¿846_anon¿¿¿¿¿CFG_F_START
1506¿CFG_F_END¿¿0¿846_anon¿¿¿¿¿CFG_F_END
1507¿CFG_IF_END¿¿0¿864¿¿¿¿¿CFG_IF_END
1508¿CFG_F_START¿¿1508¿881_anon¿¿¿¿¿CFG_F_START
1509¿CFG_F_END¿¿0¿881_anon¿¿¿¿¿CFG_F_END
1510¿CFG_F_START¿¿1510¿897_mapMatches¿¿¿¿¿CFG_F_START
1511¿CFG_F_END¿¿0¿897_mapMatches¿¿¿¿¿CFG_F_END
1512¿CFG_IF_END¿¿0¿909¿¿¿¿¿CFG_IF_END
1513¿CFG_F_START¿¿1513¿969_anon¿¿¿¿¿CFG_F_START
1514¿CFG_F_END¿¿0¿969_anon¿¿¿¿¿CFG_F_END
1515¿CFG_IF_END¿¿0¿988¿¿¿¿¿CFG_IF_END
1516¿CFG_IF_END¿¿0¿1025¿¿¿¿¿CFG_IF_END
1517¿CFG_IF_END¿¿0¿1057¿¿¿¿¿CFG_IF_END
1518¿CFG_IF_END¿¿0¿1012¿¿¿¿¿CFG_IF_END
1519¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1520¿CFG_F_START¿¿1520¿1079_anon¿¿¿¿¿CFG_F_START
1521¿CFG_F_END¿¿0¿1079_anon¿¿¿¿¿CFG_F_END
1522¿CFG_IF_END¿¿0¿1138¿¿¿¿¿CFG_IF_END
1523¿CFG_IF_END¿¿0¿1256¿¿¿¿¿CFG_IF_END
1524¿CFG_IF_END¿¿0¿1283¿¿¿¿¿CFG_IF_END
1525¿CFG_IF_END¿¿0¿1216¿¿¿¿¿CFG_IF_END
1526¿CFG_IF_END¿¿0¿1180¿¿¿¿¿CFG_IF_END
1527¿CFG_IF_END¿¿0¿1117¿¿¿¿¿CFG_IF_END
1528¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1529¿CFG_F_START¿¿1529¿1322_anon¿¿¿¿¿CFG_F_START
1530¿CFG_F_END¿¿0¿1322_anon¿¿¿¿¿CFG_F_END
1531¿CFG_IF_END¿¿0¿1364¿¿¿¿¿CFG_IF_END
1532¿CFG_F_START¿¿1532¿1436_anon¿¿¿¿¿CFG_F_START
1533¿CFG_F_END¿¿0¿1436_anon¿¿¿¿¿CFG_F_END
1534¿CFG_F_START¿¿1534¿1452_anon¿¿¿¿¿CFG_F_START
1535¿CFG_F_END¿¿0¿1452_anon¿¿¿¿¿CFG_F_END
1536¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1537¿PDG_OBJECT¿¿0¿1505.this-o147¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿0¿1505.obj-o148¿¿¿¿¿PDG_OBJECT
1539¿PDG_OBJECT¿¿0¿1505.name-o149¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿0¿1503.hasProperty-o150¿¿¿¿¿PDG_OBJECT
1541¿PDG_OBJECT¿¿0¿1508.this-o151¿¿¿¿¿PDG_OBJECT
1542¿PDG_OBJECT¿¿0¿1508.path-o152¿¿¿¿¿PDG_OBJECT
1543¿PDG_OBJECT¿¿0¿1503.parsePath-o153¿¿¿¿¿PDG_OBJECT
1544¿PDG_OBJECT¿¿0¿1513.this-o154¿¿¿¿¿PDG_OBJECT
1545¿PDG_OBJECT¿¿0¿1513.obj-o155¿¿¿¿¿PDG_OBJECT
1546¿PDG_OBJECT¿¿0¿1513.parsed-o156¿¿¿¿¿PDG_OBJECT
1547¿PDG_OBJECT¿¿0¿1513.pathDepth-o157¿¿¿¿¿PDG_OBJECT
1548¿PDG_OBJECT¿¿0¿1503.internalGetPathValue-o158¿¿¿¿¿PDG_OBJECT
1549¿PDG_OBJECT¿¿0¿1520.this-o159¿¿¿¿¿PDG_OBJECT
1550¿PDG_OBJECT¿¿0¿1520.obj-o160¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿0¿1520.val-o161¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿0¿1520.parsed-o162¿¿¿¿¿PDG_OBJECT
1553¿PDG_OBJECT¿¿0¿1503.internalSetPathValue-o163¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1529.this-o164¿¿¿¿¿PDG_OBJECT
1555¿PDG_OBJECT¿¿0¿1529.obj-o165¿¿¿¿¿PDG_OBJECT
1556¿PDG_OBJECT¿¿0¿1529.path-o166¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿0¿1503.getPathInfo-o167¿¿¿¿¿PDG_OBJECT
1558¿PDG_OBJECT¿¿0¿1532.this-o168¿¿¿¿¿PDG_OBJECT
1559¿PDG_OBJECT¿¿0¿1532.obj-o169¿¿¿¿¿PDG_OBJECT
1560¿PDG_OBJECT¿¿0¿1532.path-o170¿¿¿¿¿PDG_OBJECT
1561¿PDG_OBJECT¿¿0¿1503.getPathValue-o171¿¿¿¿¿PDG_OBJECT
1562¿PDG_OBJECT¿¿0¿1534.this-o172¿¿¿¿¿PDG_OBJECT
1563¿PDG_OBJECT¿¿0¿1534.obj-o173¿¿¿¿¿PDG_OBJECT
1564¿PDG_OBJECT¿¿0¿1534.path-o174¿¿¿¿¿PDG_OBJECT
1565¿PDG_OBJECT¿¿0¿1534.val-o175¿¿¿¿¿PDG_OBJECT
1566¿PDG_OBJECT¿¿0¿1503.setPathValue-o176¿¿¿¿¿PDG_OBJECT
1567¿PDG_OBJECT¿¿0¿1503.v150-o177¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1503.v150-o178¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿0¿1503.v150.hasProperty-o179¿¿¿¿¿PDG_OBJECT
1570¿PDG_OBJECT¿¿0¿1503.v150-o180¿¿¿¿¿PDG_OBJECT
1571¿PDG_OBJECT¿¿0¿1503.v150.getPathInfo-o181¿¿¿¿¿PDG_OBJECT
1572¿PDG_OBJECT¿¿0¿1503.v150-o182¿¿¿¿¿PDG_OBJECT
1573¿PDG_OBJECT¿¿0¿1503.v150.getPathValue-o183¿¿¿¿¿PDG_OBJECT
1574¿PDG_OBJECT¿¿0¿1503.v150-o184¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1503.v150.setPathValue-o185¿¿¿¿¿PDG_OBJECT
1576¿PDG_OBJECT¿¿0¿1503.module-o186¿¿¿¿¿PDG_OBJECT
1577¿PDG_OBJECT¿¿0¿1503.module.exports-o187¿¿¿¿¿PDG_OBJECT
1578¿PDG_OBJECT¿¿0¿1505.v77-o188¿¿¿¿¿PDG_OBJECT
1579¿PDG_OBJECT¿¿0¿1505.v78-o189¿¿¿¿¿PDG_OBJECT
1580¿PDG_RETURN¿¿0¿1505.RET_OBJ-o190¿¿¿¿¿PDG_RETURN
1581¿PDG_CALL¿¿1505¿1505.CALL->Object-o191¿¿¿¿¿PDG_CALL
1582¿PDG_OBJECT¿¿0¿1505.v80-o192¿¿¿¿¿PDG_OBJECT
1583¿PDG_OBJECT¿¿0¿1505.v81-o193¿¿¿¿¿PDG_OBJECT
1584¿PDG_RETURN¿¿0¿1505.RET_OBJ-o194¿¿¿¿¿PDG_RETURN
1585¿PDG_CALL¿¿1508¿1508.CALL->path.replace-o195¿¿¿¿¿PDG_CALL
1586¿PDG_OBJECT¿¿0¿1508.str-o196¿¿¿¿¿PDG_OBJECT
1587¿PDG_CALL¿¿1508¿1508.CALL->str.match-o197¿¿¿¿¿PDG_CALL
1588¿PDG_OBJECT¿¿0¿1508.parts-o198¿¿¿¿¿PDG_OBJECT
1589¿PDG_OBJECT¿¿0¿1510.this-o199¿¿¿¿¿PDG_OBJECT
1590¿PDG_OBJECT¿¿0¿1510.value-o200¿¿¿¿¿PDG_OBJECT
1591¿PDG_OBJECT¿¿0¿1508.v85-o201¿¿¿¿¿PDG_OBJECT
1592¿PDG_CALL¿¿1508¿1508.CALL->parts.map-o202¿¿¿¿¿PDG_CALL
1593¿PDG_OBJECT¿¿0¿1508.v86-o203¿¿¿¿¿PDG_OBJECT
1594¿PDG_RETURN¿¿0¿1508.RET_OBJ-o204¿¿¿¿¿PDG_RETURN
1595¿PDG_CALL¿¿1510¿1510.CALL->regexp.exec-o205¿¿¿¿¿PDG_CALL
1596¿PDG_OBJECT¿¿0¿1510.mArr-o206¿¿¿¿¿PDG_OBJECT
1597¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1598¿PDG_OBJECT¿¿0¿1510.mArr.1-o207¿¿¿¿¿PDG_OBJECT
1599¿PDG_CALL¿¿1510¿1510.CALL->parseFloat-o208¿¿¿¿¿PDG_CALL
1600¿PDG_OBJECT¿¿0¿1510.v83-o209¿¿¿¿¿PDG_OBJECT
1601¿PDG_OBJECT¿¿0¿1510.parsed-o210¿¿¿¿¿PDG_OBJECT
1602¿PDG_OBJECT¿¿0¿1510.parsed.i-o211¿¿¿¿¿PDG_OBJECT
1603¿PDG_OBJECT¿¿0¿1510.parsed-o212¿¿¿¿¿PDG_OBJECT
1604¿PDG_OBJECT¿¿0¿1510.parsed-o213¿¿¿¿¿PDG_OBJECT
1605¿PDG_CALL¿¿1510¿1510.CALL->value.replace-o214¿¿¿¿¿PDG_CALL
1606¿PDG_OBJECT¿¿0¿1510.v84-o215¿¿¿¿¿PDG_OBJECT
1607¿PDG_OBJECT¿¿0¿1510.parsed-o216¿¿¿¿¿PDG_OBJECT
1608¿PDG_OBJECT¿¿0¿1510.parsed.p-o217¿¿¿¿¿PDG_OBJECT
1609¿PDG_OBJECT¿¿0¿1510.parsed-o218¿¿¿¿¿PDG_OBJECT
1610¿PDG_OBJECT¿¿0¿1510.parsed-o219¿¿¿¿¿PDG_OBJECT
1611¿PDG_RETURN¿¿0¿1510.RET_OBJ-o220¿¿¿¿¿PDG_RETURN
1612¿PDG_OBJECT¿¿0¿1513.v88-o221¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1513.parsed.length-o222¿¿¿¿¿PDG_OBJECT
1614¿PDG_OBJECT¿¿0¿1513.v90-o223¿¿¿¿¿PDG_OBJECT
1615¿PDG_OBJECT¿¿0¿1513.parsed.*-o224¿¿¿¿¿PDG_OBJECT
1616¿PDG_OBJECT¿¿0¿1513.part.p-o225¿¿¿¿¿PDG_OBJECT
1617¿PDG_OBJECT¿¿0¿1513.v94-o226¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1513.part.i-o227¿¿¿¿¿PDG_OBJECT
1619¿PDG_OBJECT¿¿0¿1513.temporaryValue.*-o228¿¿¿¿¿PDG_OBJECT
1620¿PDG_OBJECT¿¿0¿1513.v97-o229¿¿¿¿¿PDG_OBJECT
1621¿PDG_OBJECT¿¿0¿1513.v98-o230¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1513.v90-o231¿¿¿¿¿PDG_OBJECT
1623¿PDG_RETURN¿¿0¿1513.RET_OBJ-o232¿¿¿¿¿PDG_RETURN
1624¿PDG_OBJECT¿¿0¿1520.parsed.length-o233¿¿¿¿¿PDG_OBJECT
1625¿PDG_OBJECT¿¿0¿1520.v99-o234¿¿¿¿¿PDG_OBJECT
1626¿PDG_OBJECT¿¿0¿1520.parsed.*-o235¿¿¿¿¿PDG_OBJECT
1627¿PDG_OBJECT¿¿0¿1520.v101-o236¿¿¿¿¿PDG_OBJECT
1628¿PDG_OBJECT¿¿0¿1520.v102-o237¿¿¿¿¿PDG_OBJECT
