Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
761¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":127,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Program
1379¿PDG_OBJECT¿¿0¿1345.this-o186¿¿¿¿¿PDG_OBJECT
1380¿PDG_OBJECT¿¿0¿1345.path-o187¿¿¿¿¿PDG_OBJECT
1381¿PDG_OBJECT¿¿0¿1313.deleteFolderRecursive-o188¿¿¿¿¿PDG_OBJECT
1382¿PDG_OBJECT¿¿0¿1315.options.widgetName-o189¿¿¿¿¿PDG_OBJECT
1383¿PDG_OBJECT¿¿0¿1315.options.env-o190¿¿¿¿¿PDG_OBJECT
1384¿PDG_OBJECT¿¿0¿1315.options.comment-o191¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1315.options.branch-o192¿¿¿¿¿PDG_OBJECT
1386¿PDG_CALL¿¿1315¿1315.CALL->console.log-o193¿¿¿¿¿PDG_CALL
1387¿PDG_OBJECT¿¿0¿1315.v72-o194¿¿¿¿¿PDG_OBJECT
1388¿PDG_OBJECT¿¿0¿1315.conf.user-o195¿¿¿¿¿PDG_OBJECT
1389¿PDG_CALL¿¿1315¿1315.CALL->console.log-o196¿¿¿¿¿PDG_CALL
1390¿PDG_OBJECT¿¿0¿1315.v74-o197¿¿¿¿¿PDG_OBJECT
1391¿PDG_CALL¿¿1315¿1315.CALL->console.log-o198¿¿¿¿¿PDG_CALL
1392¿PDG_OBJECT¿¿0¿1315.v76-o199¿¿¿¿¿PDG_OBJECT
1393¿PDG_CALL¿¿1315¿1315.CALL->console.log-o200¿¿¿¿¿PDG_CALL
1394¿PDG_OBJECT¿¿0¿1315.v78-o201¿¿¿¿¿PDG_OBJECT
1395¿PDG_CALL¿¿1315¿1315.CALL->console.log-o202¿¿¿¿¿PDG_CALL
1396¿PDG_OBJECT¿¿0¿1315.v80-o203¿¿¿¿¿PDG_OBJECT
1397¿PDG_CALL¿¿1315¿1315.CALL->console.log-o204¿¿¿¿¿PDG_CALL
1398¿PDG_OBJECT¿¿0¿1315.v82-o205¿¿¿¿¿PDG_OBJECT
1399¿PDG_CALL¿¿1315¿1315.CALL->deleteTempDirectory-o206¿¿¿¿¿PDG_CALL
1400¿PDG_OBJECT¿¿0¿1315.v83-o207¿¿¿¿¿PDG_OBJECT
1401¿PDG_CALL¿¿1315¿1315.CALL->createTempDirectory-o208¿¿¿¿¿PDG_CALL
1402¿PDG_OBJECT¿¿0¿1315.tempDirectory-o209¿¿¿¿¿PDG_OBJECT
1403¿PDG_CALL¿¿1315¿1315.CALL->require-o210¿¿¿¿¿PDG_CALL
1404¿PDG_OBJECT¿¿0¿1315.cp-o211¿¿¿¿¿PDG_OBJECT
1405¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1406¿PDG_OBJECT¿¿0¿1315.v84-o212¿¿¿¿¿PDG_OBJECT
1407¿PDG_CALL¿¿1315¿1315.CALL->console.log-o213¿¿¿¿¿PDG_CALL
1408¿PDG_OBJECT¿¿0¿1315.v85-o214¿¿¿¿¿PDG_OBJECT
1409¿PDG_CALL¿¿1315¿1315.CALL->API.getAPI-o215¿¿¿¿¿PDG_CALL
1410¿PDG_OBJECT¿¿0¿1315.api-o216¿¿¿¿¿PDG_OBJECT
1411¿PDG_OBJECT¿¿0¿1323.this-o217¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿0¿1323.extInfo-o218¿¿¿¿¿PDG_OBJECT
1413¿PDG_OBJECT¿¿0¿1315.v87-o219¿¿¿¿¿PDG_OBJECT
1414¿PDG_CALL¿¿1315¿1315.CALL->api.loadWidgetExtInfo-o220¿¿¿¿¿PDG_CALL
1415¿PDG_OBJECT¿¿0¿1315.v88-o221¿¿¿¿¿PDG_OBJECT
1416¿PDG_OBJECT¿¿0¿1325.this-o222¿¿¿¿¿PDG_OBJECT
1417¿PDG_OBJECT¿¿0¿1325.extInfo-o223¿¿¿¿¿PDG_OBJECT
1418¿PDG_OBJECT¿¿0¿1315.cloneAndSync-o224¿¿¿¿¿PDG_OBJECT
1419¿PDG_CALL¿¿1323¿1323.CALL->cloneAndSync-o225¿¿¿¿¿PDG_CALL
1420¿PDG_OBJECT¿¿0¿1323.v86-o226¿¿¿¿¿PDG_OBJECT
1421¿PDG_OBJECT¿¿0¿1325.extInfo.gitURL-o227¿¿¿¿¿PDG_OBJECT
1422¿PDG_OBJECT¿¿0¿1325.v90-o228¿¿¿¿¿PDG_OBJECT
1423¿PDG_OBJECT¿¿0¿1325.v91-o229¿¿¿¿¿PDG_OBJECT
1424¿PDG_OBJECT¿¿0¿1325.v92-o230¿¿¿¿¿PDG_OBJECT
1425¿PDG_OBJECT¿¿0¿1325.v93-o231¿¿¿¿¿PDG_OBJECT
1426¿PDG_OBJECT¿¿0¿1325.command-o232¿¿¿¿¿PDG_OBJECT
1427¿PDG_CALL¿¿1325¿1325.CALL->console.log-o233¿¿¿¿¿PDG_CALL
1428¿PDG_OBJECT¿¿0¿1325.v94-o234¿¿¿¿¿PDG_OBJECT
1429¿PDG_OBJECT¿¿0¿1325.v95-o235¿¿¿¿¿PDG_OBJECT
1430¿PDG_OBJECT¿¿0¿1327.this-o236¿¿¿¿¿PDG_OBJECT
1431¿PDG_OBJECT¿¿0¿1327.err-o237¿¿¿¿¿PDG_OBJECT
1432¿PDG_OBJECT¿¿0¿1327.stdout-o238¿¿¿¿¿PDG_OBJECT
1433¿PDG_OBJECT¿¿0¿1327.stderr-o239¿¿¿¿¿PDG_OBJECT
1434¿PDG_OBJECT¿¿0¿1325.v124-o240¿¿¿¿¿PDG_OBJECT
1435¿PDG_CALL¿¿1325¿1325.CALL->cp.exec-o241¿¿¿¿¿PDG_CALL
1436¿PDG_OBJECT¿¿0¿1325.v125-o242¿¿¿¿¿PDG_OBJECT
1437¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1438¿PDG_CALL¿¿1327¿1327.CALL->console.log-o243¿¿¿¿¿PDG_CALL
1439¿PDG_OBJECT¿¿0¿1327.v96-o244¿¿¿¿¿PDG_OBJECT
1440¿PDG_CALL¿¿1327¿1327.CALL->console.log-o245¿¿¿¿¿PDG_CALL
1441¿PDG_OBJECT¿¿0¿1327.v97-o246¿¿¿¿¿PDG_OBJECT
1442¿PDG_OBJECT¿¿0¿1327.conf.baseDir-o247¿¿¿¿¿PDG_OBJECT
1443¿PDG_CALL¿¿1327¿1327.CALL->Repo-o248¿¿¿¿¿PDG_CALL
1444¿PDG_OBJECT¿¿0¿1327.repo-o249¿¿¿¿¿PDG_OBJECT
1445¿PDG_OBJECT¿¿0¿1330.this-o250¿¿¿¿¿PDG_OBJECT
1446¿PDG_OBJECT¿¿0¿1327.v104-o251¿¿¿¿¿PDG_OBJECT
1447¿PDG_CALL¿¿1327¿1327.CALL->commitWidget-o252¿¿¿¿¿PDG_CALL
1448¿PDG_OBJECT¿¿0¿1327.v105-o253¿¿¿¿¿PDG_OBJECT
1449¿PDG_OBJECT¿¿0¿1333.this-o254¿¿¿¿¿PDG_OBJECT
1450¿PDG_OBJECT¿¿0¿1333.widgetName-o255¿¿¿¿¿PDG_OBJECT
1451¿PDG_OBJECT¿¿0¿1333.cb-o256¿¿¿¿¿PDG_OBJECT
1452¿PDG_OBJECT¿¿0¿1327.commitWidget-o257¿¿¿¿¿PDG_OBJECT
1453¿PDG_OBJECT¿¿0¿1330.v99-o258¿¿¿¿¿PDG_OBJECT
1454¿PDG_CALL¿¿1330¿1330.CALL->deleteTempDirectory-o259¿¿¿¿¿PDG_CALL
1455¿PDG_OBJECT¿¿0¿1330.v100-o260¿¿¿¿¿PDG_OBJECT
1456¿PDG_CALL¿¿1330¿1330.CALL->console.log-o261¿¿¿¿¿PDG_CALL
1457¿PDG_OBJECT¿¿0¿1330.v101-o262¿¿¿¿¿PDG_OBJECT
1458¿PDG_CALL¿¿1330¿1330.CALL->cb-o263¿¿¿¿¿PDG_CALL
1459¿PDG_OBJECT¿¿0¿1330.v102-o264¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿0¿1330.v103-o265¿¿¿¿¿PDG_OBJECT
1461¿PDG_OBJECT¿¿0¿1335.this-o266¿¿¿¿¿PDG_OBJECT
1462¿PDG_OBJECT¿¿0¿1335.widget-o267¿¿¿¿¿PDG_OBJECT
1463¿PDG_OBJECT¿¿0¿1333.v122-o268¿¿¿¿¿PDG_OBJECT
1464¿PDG_CALL¿¿1333¿1333.CALL->repo.loadWidget-o269¿¿¿¿¿PDG_CALL
1465¿PDG_OBJECT¿¿0¿1333.v123-o270¿¿¿¿¿PDG_OBJECT
1466¿PDG_OBJECT¿¿0¿1335.v107-o271¿¿¿¿¿PDG_OBJECT
1467¿PDG_CALL¿¿1335¿1335.CALL->console.log-o272¿¿¿¿¿PDG_CALL
1468¿PDG_OBJECT¿¿0¿1335.v108-o273¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1335.v109-o274¿¿¿¿¿PDG_OBJECT
1470¿PDG_OBJECT¿¿0¿1335.v110-o275¿¿¿¿¿PDG_OBJECT
1471¿PDG_CALL¿¿1335¿1335.CALL->console.log-o276¿¿¿¿¿PDG_CALL
1472¿PDG_OBJECT¿¿0¿1335.v111-o277¿¿¿¿¿PDG_OBJECT
1473¿PDG_OBJECT¿¿0¿1338.this-o278¿¿¿¿¿PDG_OBJECT
1474¿PDG_OBJECT¿¿0¿1338.code-o279¿¿¿¿¿PDG_OBJECT
1475¿PDG_OBJECT¿¿0¿1335.v120-o280¿¿¿¿¿PDG_OBJECT
1476¿PDG_CALL¿¿1335¿1335.CALL->api.commit-o281¿¿¿¿¿PDG_CALL
1477¿PDG_OBJECT¿¿0¿1335.v121-o282¿¿¿¿¿PDG_OBJECT
1478¿PDG_OBJECT¿¿0¿1338.v112-o283¿¿¿¿¿PDG_OBJECT
1479¿PDG_OBJECT¿¿0¿1338.v113-o284¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿0¿1338.v114-o285¿¿¿¿¿PDG_OBJECT
1481¿PDG_CALL¿¿1338¿1338.CALL->console.log-o286¿¿¿¿¿PDG_CALL
1482¿PDG_OBJECT¿¿0¿1338.v115-o287¿¿¿¿¿PDG_OBJECT
1483¿PDG_OBJECT¿¿0¿1338.v116-o288¿¿¿¿¿PDG_OBJECT
1484¿PDG_OBJECT¿¿0¿1338.v117-o289¿¿¿¿¿PDG_OBJECT
1485¿PDG_CALL¿¿1338¿1338.CALL->console.log-o290¿¿¿¿¿PDG_CALL
1486¿PDG_OBJECT¿¿0¿1338.v118-o291¿¿¿¿¿PDG_OBJECT
1487¿PDG_CALL¿¿1338¿1338.CALL->cb-o292¿¿¿¿¿PDG_CALL
1488¿PDG_OBJECT¿¿0¿1338.v119-o293¿¿¿¿¿PDG_OBJECT
1489¿PDG_CALL¿¿1341¿1341.CALL->config.getWizardHome-o294¿¿¿¿¿PDG_CALL
1490¿PDG_OBJECT¿¿0¿1341.v127-o295¿¿¿¿¿PDG_OBJECT
1491¿PDG_OBJECT¿¿0¿1341.path-o296¿¿¿¿¿PDG_OBJECT
1492¿PDG_CALL¿¿1341¿1341.CALL->fs.mkdirSync-o297¿¿¿¿¿PDG_CALL
1493¿PDG_OBJECT¿¿0¿1341.v128-o298¿¿¿¿¿PDG_OBJECT
1494¿PDG_RETURN¿¿0¿1341.RET_OBJ-o299¿¿¿¿¿PDG_RETURN
1495¿PDG_CALL¿¿1343¿1343.CALL->config.getWizardHome-o300¿¿¿¿¿PDG_CALL
1496¿PDG_OBJECT¿¿0¿1343.v129-o301¿¿¿¿¿PDG_OBJECT
1497¿PDG_OBJECT¿¿0¿1343.path-o302¿¿¿¿¿PDG_OBJECT
1498¿PDG_CALL¿¿1343¿1343.CALL->deleteFolderRecursive-o303¿¿¿¿¿PDG_CALL
1499¿PDG_OBJECT¿¿0¿1343.v130-o304¿¿¿¿¿PDG_OBJECT
1500¿PDG_CALL¿¿1345¿1345.CALL->fs.existsSync-o305¿¿¿¿¿PDG_CALL
1501¿PDG_OBJECT¿¿0¿1345.v131-o306¿¿¿¿¿PDG_OBJECT
1502¿PDG_CALL¿¿1345¿1345.CALL->fs.readdirSync-o307¿¿¿¿¿PDG_CALL
1503¿PDG_OBJECT¿¿0¿1345.v132-o308¿¿¿¿¿PDG_OBJECT
1504¿PDG_OBJECT¿¿0¿1347.this-o309¿¿¿¿¿PDG_OBJECT
1505¿PDG_OBJECT¿¿0¿1347.file-o310¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿0¿1347.index-o311¿¿¿¿¿PDG_OBJECT
1507¿PDG_OBJECT¿¿0¿1345.v138-o312¿¿¿¿¿PDG_OBJECT
1508¿PDG_CALL¿¿1345¿1345.CALL->v132.forEach-o313¿¿¿¿¿PDG_CALL
1509¿PDG_OBJECT¿¿0¿1345.v139-o314¿¿¿¿¿PDG_OBJECT
1510¿PDG_CALL¿¿1345¿1345.CALL->fs.rmdirSync-o315¿¿¿¿¿PDG_CALL
1511¿PDG_OBJECT¿¿0¿1345.v140-o316¿¿¿¿¿PDG_OBJECT
1512¿PDG_OBJECT¿¿0¿1347.v133-o317¿¿¿¿¿PDG_OBJECT
1513¿PDG_OBJECT¿¿0¿1347.curPath-o318¿¿¿¿¿PDG_OBJECT
1514¿PDG_CALL¿¿1347¿1347.CALL->fs.statSync-o319¿¿¿¿¿PDG_CALL
1515¿PDG_OBJECT¿¿0¿1347.v134-o320¿¿¿¿¿PDG_OBJECT
1516¿PDG_CALL¿¿1347¿1347.CALL->v134.isDirectory-o321¿¿¿¿¿PDG_CALL
1517¿PDG_OBJECT¿¿0¿1347.v135-o322¿¿¿¿¿PDG_OBJECT
1518¿PDG_CALL¿¿1347¿1347.CALL->deleteFolderRecursive-o323¿¿¿¿¿PDG_CALL
1519¿PDG_OBJECT¿¿0¿1347.v136-o324¿¿¿¿¿PDG_OBJECT
1520¿PDG_CALL¿¿1347¿1347.CALL->fs.unlinkSync-o325¿¿¿¿¿PDG_CALL
1521¿PDG_OBJECT¿¿0¿1347.v137-o326¿¿¿¿¿PDG_OBJECT
