Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
707¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":114,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Program
1231¿Identifier¿¿1273¿baseObject¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1232¿ReturnStatement¿¿1273¿¿¿¿{"start":{"line":110,"column":2},"end":{"line":110,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ReturnStatement
1233¿Identifier¿¿1273¿v125¿¿¿¿¿Identifier
1234¿BlockStatement¿¿1273¿¿¿¿{"start":{"line":108,"column":1},"end":{"line":111,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
1235¿ExpressionStatement¿¿1250¿¿¿¿{"start":{"line":107,"column":1},"end":{"line":111,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1236¿AssignmentExpression¿=¿1250¿¿¿¿{"start":{"line":107,"column":1},"end":{"line":111,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1237¿MemberExpression¿¿1250¿¿¿¿{"start":{"line":107,"column":1},"end":{"line":107,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1238¿ThisExpression¿¿1250¿¿¿¿{"start":{"line":107,"column":1},"end":{"line":107,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ThisExpression
1239¿Identifier¿¿1250¿end¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1240¿Identifier¿¿1250¿v126¿¿¿¿¿Identifier
1241¿BlockStatement¿¿1250¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":113,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
1242¿ExpressionStatement¿¿1248¿¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
1243¿AssignmentExpression¿=¿1248¿¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
1244¿MemberExpression¿¿1248¿¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
1245¿Identifier¿¿1248¿module¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1246¿Identifier¿¿1248¿exports¿¿¿{"start":{"line":114,"column":7},"end":{"line":114,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1247¿Identifier¿¿1248¿MoscBase¿¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
1248¿CFG_F_START¿¿1248¿__main__¿¿¿¿¿CFG_F_START
1249¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1250¿CFG_F_START¿¿1250¿709_anon¿¿¿¿¿CFG_F_START
1251¿CFG_F_END¿¿0¿709_anon¿¿¿¿¿CFG_F_END
1252¿CFG_F_START¿¿1252¿732_anon¿¿¿¿¿CFG_F_START
1253¿CFG_F_END¿¿0¿732_anon¿¿¿¿¿CFG_F_END
1254¿CFG_IF_END¿¿0¿749¿¿¿¿¿CFG_IF_END
1255¿CFG_F_START¿¿1255¿760_anon¿¿¿¿¿CFG_F_START
1256¿CFG_F_END¿¿0¿760_anon¿¿¿¿¿CFG_F_END
1257¿CFG_F_START¿¿1257¿766_anon¿¿¿¿¿CFG_F_START
1258¿CFG_F_END¿¿0¿766_anon¿¿¿¿¿CFG_F_END
1259¿CFG_IF_END¿¿0¿802¿¿¿¿¿CFG_IF_END
1260¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1261¿CFG_IF_END¿¿0¿939¿¿¿¿¿CFG_IF_END
1262¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1263¿CFG_F_START¿¿1263¿998_anon¿¿¿¿¿CFG_F_START
1264¿CFG_F_END¿¿0¿998_anon¿¿¿¿¿CFG_F_END
1265¿CFG_IF_END¿¿0¿1042¿¿¿¿¿CFG_IF_END
1266¿CFG_F_START¿¿1266¿1064_anon¿¿¿¿¿CFG_F_START
1267¿CFG_F_END¿¿0¿1064_anon¿¿¿¿¿CFG_F_END
1268¿CFG_IF_END¿¿0¿1122¿¿¿¿¿CFG_IF_END
1269¿CFG_IF_END¿¿0¿1105¿¿¿¿¿CFG_IF_END
1270¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1271¿CFG_IF_END¿¿0¿1172¿¿¿¿¿CFG_IF_END
1272¿CFG_IF_END¿¿0¿1199¿¿¿¿¿CFG_IF_END
1273¿CFG_F_START¿¿1273¿1221_anon¿¿¿¿¿CFG_F_START
1274¿CFG_F_END¿¿0¿1221_anon¿¿¿¿¿CFG_F_END
1275¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1276¿PDG_OBJECT¿¿0¿1250.this-o137¿¿¿¿¿PDG_OBJECT
1277¿PDG_OBJECT¿¿0¿1250.evaluation_context_dictionary-o138¿¿¿¿¿PDG_OBJECT
1278¿PDG_OBJECT¿¿0¿1248.MoscBase-o139¿¿¿¿¿PDG_OBJECT
1279¿PDG_OBJECT¿¿0¿1248.module-o140¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1248.module.exports-o141¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1250.this-o142¿¿¿¿¿PDG_OBJECT
1282¿PDG_OBJECT¿¿0¿1250.this.eval_ctx_dict-o143¿¿¿¿¿PDG_OBJECT
1283¿PDG_OBJECT¿¿0¿1250.v64-o144¿¿¿¿¿PDG_OBJECT
1284¿PDG_OBJECT¿¿0¿1250.this-o145¿¿¿¿¿PDG_OBJECT
1285¿PDG_OBJECT¿¿0¿1250.this.baseObject-o146¿¿¿¿¿PDG_OBJECT
1286¿PDG_OBJECT¿¿0¿1250.this-o147¿¿¿¿¿PDG_OBJECT
1287¿PDG_OBJECT¿¿0¿1250.this.noMoreBuild-o148¿¿¿¿¿PDG_OBJECT
1288¿PDG_OBJECT¿¿0¿1252.this-o149¿¿¿¿¿PDG_OBJECT
1289¿PDG_OBJECT¿¿0¿1252.value-o150¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿0¿1252.message-o151¿¿¿¿¿PDG_OBJECT
1291¿PDG_OBJECT¿¿0¿1250.emptyCheck-o152¿¿¿¿¿PDG_OBJECT
1292¿PDG_OBJECT¿¿0¿1255.this-o153¿¿¿¿¿PDG_OBJECT
1293¿PDG_OBJECT¿¿0¿1255.key-o154¿¿¿¿¿PDG_OBJECT
1294¿PDG_OBJECT¿¿0¿1255.properties-o155¿¿¿¿¿PDG_OBJECT
1295¿PDG_OBJECT¿¿0¿1255.baseObject-o156¿¿¿¿¿PDG_OBJECT
1296¿PDG_OBJECT¿¿0¿1255.eval_dict-o157¿¿¿¿¿PDG_OBJECT
1297¿PDG_OBJECT¿¿0¿1250.v96-o158¿¿¿¿¿PDG_OBJECT
1298¿PDG_OBJECT¿¿0¿1250.this-o159¿¿¿¿¿PDG_OBJECT
1299¿PDG_OBJECT¿¿0¿1250.this.parse_properties-o160¿¿¿¿¿PDG_OBJECT
1300¿PDG_OBJECT¿¿0¿1263.this-o161¿¿¿¿¿PDG_OBJECT
1301¿PDG_OBJECT¿¿0¿1263.property_key-o162¿¿¿¿¿PDG_OBJECT
1302¿PDG_OBJECT¿¿0¿1263.properties-o163¿¿¿¿¿PDG_OBJECT
1303¿PDG_OBJECT¿¿0¿1250.v104-o164¿¿¿¿¿PDG_OBJECT
1304¿PDG_OBJECT¿¿0¿1250.this-o165¿¿¿¿¿PDG_OBJECT
1305¿PDG_OBJECT¿¿0¿1250.this.build-o166¿¿¿¿¿PDG_OBJECT
1306¿PDG_OBJECT¿¿0¿1266.this-o167¿¿¿¿¿PDG_OBJECT
1307¿PDG_OBJECT¿¿0¿1266.depth_path-o168¿¿¿¿¿PDG_OBJECT
1308¿PDG_OBJECT¿¿0¿1266.properties-o169¿¿¿¿¿PDG_OBJECT
1309¿PDG_OBJECT¿¿0¿1250.v124-o170¿¿¿¿¿PDG_OBJECT
1310¿PDG_OBJECT¿¿0¿1250.this-o171¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿0¿1250.this.buildIn-o172¿¿¿¿¿PDG_OBJECT
1312¿PDG_OBJECT¿¿0¿1273.this-o173¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1250.v126-o174¿¿¿¿¿PDG_OBJECT
1314¿PDG_OBJECT¿¿0¿1250.this-o175¿¿¿¿¿PDG_OBJECT
1315¿PDG_OBJECT¿¿0¿1250.this.end-o176¿¿¿¿¿PDG_OBJECT
1316¿PDG_OBJECT¿¿0¿1252.v66-o177¿¿¿¿¿PDG_OBJECT
1317¿PDG_CALL¿¿1252¿1252.CALL->Error-o178¿¿¿¿¿PDG_CALL
1318¿PDG_OBJECT¿¿0¿1252.v69-o179¿¿¿¿¿PDG_OBJECT
1319¿PDG_OBJECT¿¿0¿1257.this-o180¿¿¿¿¿PDG_OBJECT
1320¿PDG_OBJECT¿¿0¿1257.path-o181¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿0¿1255.get_eval_string-o182¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1255.propertyBase-o183¿¿¿¿¿PDG_OBJECT
1323¿PDG_OBJECT¿¿0¿1255.baseObject.*-o184¿¿¿¿¿PDG_OBJECT
1324¿PDG_OBJECT¿¿0¿1255.v76-o185¿¿¿¿¿PDG_OBJECT
1325¿PDG_OBJECT¿¿0¿1255.baseObject-o186¿¿¿¿¿PDG_OBJECT
1326¿PDG_OBJECT¿¿0¿1255.baseObject.*-o187¿¿¿¿¿PDG_OBJECT
1327¿PDG_CALL¿¿1255¿1255.CALL->properties.split-o188¿¿¿¿¿PDG_CALL
1328¿PDG_OBJECT¿¿0¿1255.properties-o189¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1255.properties.length-o190¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1255.v77-o191¿¿¿¿¿PDG_OBJECT
1331¿PDG_OBJECT¿¿0¿1255.properties.*-o192¿¿¿¿¿PDG_OBJECT
1332¿PDG_CALL¿¿1255¿1255.CALL->v79.trim-o193¿¿¿¿¿PDG_CALL
1333¿PDG_OBJECT¿¿0¿1255.v80-o194¿¿¿¿¿PDG_OBJECT
1334¿PDG_OBJECT¿¿0¿1255.properties-o195¿¿¿¿¿PDG_OBJECT
1335¿PDG_OBJECT¿¿0¿1255.properties.*-o196¿¿¿¿¿PDG_OBJECT
1336¿PDG_CALL¿¿1255¿1255.CALL->v81.split-o197¿¿¿¿¿PDG_CALL
1337¿PDG_OBJECT¿¿0¿1255.property_parts-o198¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1255.property_parts.0-o199¿¿¿¿¿PDG_OBJECT
1339¿PDG_CALL¿¿1255¿1255.CALL->emptyCheck-o200¿¿¿¿¿PDG_CALL
1340¿PDG_OBJECT¿¿0¿1255.v83-o201¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1255.property_parts.1-o202¿¿¿¿¿PDG_OBJECT
1342¿PDG_CALL¿¿1255¿1255.CALL->emptyCheck-o203¿¿¿¿¿PDG_CALL
1343¿PDG_OBJECT¿¿0¿1255.v85-o204¿¿¿¿¿PDG_OBJECT
1344¿PDG_CALL¿¿1255¿1255.CALL->v86.trim-o205¿¿¿¿¿PDG_CALL
1345¿PDG_OBJECT¿¿0¿1255.v87-o206¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1255.property_parts-o207¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1255.property_parts.0-o208¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1255.property_parts.1-o209¿¿¿¿¿PDG_OBJECT
1349¿PDG_CALL¿¿1255¿1255.CALL->v88.trim-o210¿¿¿¿¿PDG_CALL
1350¿PDG_OBJECT¿¿0¿1255.pvalue-o211¿¿¿¿¿PDG_OBJECT
1351¿PDG_CALL¿¿1255¿1255.CALL->pvalue.indexOf-o212¿¿¿¿¿PDG_CALL
1352¿PDG_OBJECT¿¿0¿1255.v89-o213¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1255.v90-o214¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1255.propertyBase-o215¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1255.propertyBase.*-o216¿¿¿¿¿PDG_OBJECT
1356¿PDG_CALL¿¿1255¿1255.CALL->get_eval_string-o217¿¿¿¿¿PDG_CALL
1357¿PDG_OBJECT¿¿0¿1255.v93-o218¿¿¿¿¿PDG_OBJECT
1358¿PDG_CALL¿¿1255¿1255.CALL->eval-o219¿¿¿¿¿PDG_CALL
1359¿PDG_OBJECT¿¿0¿1255.v94-o220¿¿¿¿¿PDG_OBJECT
1360¿TAINT_SINK¿¿0¿eval¿¿¿¿¿TAINT_SINK
1361¿PDG_OBJECT¿¿0¿1255.propertyBase-o221¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1255.propertyBase.*-o222¿¿¿¿¿PDG_OBJECT
1363¿PDG_CALL¿¿1255¿1255.CALL->Error-o223¿¿¿¿¿PDG_CALL
1364¿PDG_OBJECT¿¿0¿1255.v95-o224¿¿¿¿¿PDG_OBJECT
1365¿PDG_OBJECT¿¿0¿1255.v77-o225¿¿¿¿¿PDG_OBJECT
1366¿PDG_RETURN¿¿0¿1255.RET_OBJ-o226¿¿¿¿¿PDG_RETURN
1367¿TAINT_SINK¿¿0¿eval¿¿¿¿¿TAINT_SINK
1368¿PDG_CALL¿¿1257¿1257.CALL->path.match-o227¿¿¿¿¿PDG_CALL
1369¿PDG_OBJECT¿¿0¿1257.v70-o228¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1257.v70.1-o229¿¿¿¿¿PDG_OBJECT
1371¿PDG_OBJECT¿¿0¿1257.v71-o230¿¿¿¿¿PDG_OBJECT
1372¿PDG_OBJECT¿¿0¿1257.v72-o231¿¿¿¿¿PDG_OBJECT
1373¿PDG_CALL¿¿1257¿1257.CALL->path.replace-o232¿¿¿¿¿PDG_CALL
1374¿PDG_OBJECT¿¿0¿1257.v73-o233¿¿¿¿¿PDG_OBJECT
1375¿PDG_OBJECT¿¿0¿1257.v74-o234¿¿¿¿¿PDG_OBJECT
1376¿PDG_RETURN¿¿0¿1257.RET_OBJ-o235¿¿¿¿¿PDG_RETURN
1377¿PDG_CALL¿¿1263¿1263.CALL->emptyCheck-o236¿¿¿¿¿PDG_CALL
1378¿PDG_OBJECT¿¿0¿1263.v97-o237¿¿¿¿¿PDG_OBJECT
1379¿PDG_OBJECT¿¿0¿1263.properties-o238¿¿¿¿¿PDG_OBJECT
1380¿PDG_OBJECT¿¿0¿1263.this.baseObject-o239¿¿¿¿¿PDG_OBJECT
1381¿PDG_OBJECT¿¿0¿1263.this.eval_ctx_dict-o240¿¿¿¿¿PDG_OBJECT
1382¿PDG_CALL¿¿1263¿1263.CALL->this.parse_properties-o241¿¿¿¿¿PDG_CALL
1383¿PDG_OBJECT¿¿0¿1263.v100-o242¿¿¿¿¿PDG_OBJECT
1384¿PDG_OBJECT¿¿0¿1263.this.noMoreBuild-o243¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1263.v103-o244¿¿¿¿¿PDG_OBJECT
1386¿PDG_RETURN¿¿0¿1263.RET_OBJ-o245¿¿¿¿¿PDG_RETURN
1387¿PDG_CALL¿¿1266¿1266.CALL->emptyCheck-o246¿¿¿¿¿PDG_CALL
1388¿PDG_OBJECT¿¿0¿1266.v105-o247¿¿¿¿¿PDG_OBJECT
1389¿PDG_CALL¿¿1266¿1266.CALL->depth_path.split-o248¿¿¿¿¿PDG_CALL
1390¿PDG_OBJECT¿¿0¿1266.paths-o249¿¿¿¿¿PDG_OBJECT
1391¿PDG_OBJECT¿¿0¿1266.this.baseObject-o250¿¿¿¿¿PDG_OBJECT
1392¿PDG_OBJECT¿¿0¿1266.paths.length-o251¿¿¿¿¿PDG_OBJECT
1393¿PDG_OBJECT¿¿0¿1266.v107-o252¿¿¿¿¿PDG_OBJECT
1394¿PDG_OBJECT¿¿0¿1266.paths.*-o253¿¿¿¿¿PDG_OBJECT
1395¿PDG_OBJECT¿¿0¿1266.buildBase.*-o254¿¿¿¿¿PDG_OBJECT
1396¿PDG_OBJECT¿¿0¿1266.v114-o255¿¿¿¿¿PDG_OBJECT
1397¿PDG_CALL¿¿1266¿1266.CALL->Error-o256¿¿¿¿¿PDG_CALL
1398¿PDG_OBJECT¿¿0¿1266.v116-o257¿¿¿¿¿PDG_OBJECT
1399¿PDG_OBJECT¿¿0¿1266.v118-o258¿¿¿¿¿PDG_OBJECT
1400¿PDG_OBJECT¿¿0¿1266.buildBase-o259¿¿¿¿¿PDG_OBJECT
1401¿PDG_OBJECT¿¿0¿1266.buildBase.v117-o260¿¿¿¿¿PDG_OBJECT
1402¿PDG_OBJECT¿¿0¿1266.buildBase.*-o261¿¿¿¿¿PDG_OBJECT
1403¿PDG_OBJECT¿¿0¿1266.v107-o262¿¿¿¿¿PDG_OBJECT
1404¿PDG_OBJECT¿¿0¿1266.this.eval_ctx_dict-o263¿¿¿¿¿PDG_OBJECT
1405¿PDG_CALL¿¿1266¿1266.CALL->this.parse_properties-o264¿¿¿¿¿PDG_CALL
1406¿PDG_OBJECT¿¿0¿1266.v120-o265¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿0¿1266.this.noMoreBuild-o266¿¿¿¿¿PDG_OBJECT
1408¿PDG_OBJECT¿¿0¿1266.v123-o267¿¿¿¿¿PDG_OBJECT
1409¿PDG_RETURN¿¿0¿1266.RET_OBJ-o268¿¿¿¿¿PDG_RETURN
1410¿PDG_OBJECT¿¿0¿1273.this-o269¿¿¿¿¿PDG_OBJECT
1411¿PDG_OBJECT¿¿0¿1273.this.noMoreBuild-o270¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿0¿1273.this.baseObject-o271¿¿¿¿¿PDG_OBJECT
1413¿PDG_RETURN¿¿0¿1273.RET_OBJ-o272¿¿¿¿¿PDG_RETURN
