Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
821¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Program
1419¿Identifier¿¿1475¿internals¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1420¿Identifier¿¿1475¿parseHop¿¿¿{"start":{"line":120,"column":28},"end":{"line":120,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1421¿Identifier¿¿1475¿v157¿¿¿¿¿Identifier
1422¿VariableDeclarator¿¿1475¿v159¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1423¿CallExpression¿¿1475¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1424¿MemberExpression¿¿1475¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1425¿Identifier¿¿1475¿hops¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1426¿Identifier¿¿1475¿push¿¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1427¿Identifier¿¿1475¿v158¿¿¿¿¿Identifier
1428¿ExpressionStatement¿¿1475¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1429¿Identifier¿¿1475¿v159¿¿¿¿¿Identifier
1430¿VariableDeclarator¿¿1475¿v156¿¿¿{"start":{"line":119,"column":38},"end":{"line":119,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1431¿UpdateExpression¿¿1475¿¿¿¿{"start":{"line":119,"column":38},"end":{"line":119,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿UpdateExpression
1432¿Identifier¿¿1475¿i¿¿¿{"start":{"line":119,"column":40},"end":{"line":119,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1433¿ExpressionStatement¿¿1475¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":121,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1434¿AssignmentExpression¿=¿1475¿¿¿¿{"start":{"line":119,"column":4},"end":{"line":121,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1435¿Identifier¿¿1475¿v155¿¿¿{"start":{"line":119,"column":4},"end":{"line":121,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1436¿BinaryExpression¿<¿1475¿¿¿¿{"start":{"line":119,"column":20},"end":{"line":119,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1437¿Identifier¿¿1475¿i¿¿¿{"start":{"line":119,"column":20},"end":{"line":119,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1438¿Identifier¿¿1475¿v154¿¿¿¿¿Identifier
1439¿BlockStatement¿¿1475¿¿¿¿¿¿BlockStatement
1440¿ReturnStatement¿¿1475¿¿¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ReturnStatement
1441¿Identifier¿¿1475¿hops¿¿¿{"start":{"line":123,"column":11},"end":{"line":123,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1442¿BlockStatement¿¿1475¿¿¿¿{"start":{"line":100,"column":42},"end":{"line":124,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1443¿ExpressionStatement¿¿1449¿¿¿¿{"start":{"line":100,"column":0},"end":{"line":124,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1444¿AssignmentExpression¿=¿1449¿¿¿¿{"start":{"line":100,"column":0},"end":{"line":124,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1445¿MemberExpression¿¿1449¿¿¿¿{"start":{"line":100,"column":0},"end":{"line":100,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1446¿Identifier¿¿1449¿internals¿¿¿{"start":{"line":100,"column":0},"end":{"line":100,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1447¿Identifier¿¿1449¿parseOutput¿¿¿{"start":{"line":100,"column":10},"end":{"line":100,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1448¿Identifier¿¿1449¿v160¿¿¿¿¿Identifier
1449¿CFG_F_START¿¿1449¿__main__¿¿¿¿¿CFG_F_START
1450¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1451¿CFG_F_START¿¿1451¿880_anon¿¿¿¿¿CFG_F_START
1452¿CFG_F_END¿¿0¿880_anon¿¿¿¿¿CFG_F_END
1453¿CFG_F_START¿¿1453¿889_anon¿¿¿¿¿CFG_F_START
1454¿CFG_F_END¿¿0¿889_anon¿¿¿¿¿CFG_F_END
1455¿CFG_IF_END¿¿0¿905¿¿¿¿¿CFG_IF_END
1456¿CFG_IF_END¿¿0¿923¿¿¿¿¿CFG_IF_END
1457¿CFG_F_START¿¿1457¿940_anon¿¿¿¿¿CFG_F_START
1458¿CFG_F_END¿¿0¿940_anon¿¿¿¿¿CFG_F_END
1459¿CFG_IF_END¿¿0¿944¿¿¿¿¿CFG_IF_END
1460¿CFG_F_START¿¿1460¿994_anon¿¿¿¿¿CFG_F_START
1461¿CFG_F_END¿¿0¿994_anon¿¿¿¿¿CFG_F_END
1462¿CFG_IF_END¿¿0¿1007¿¿¿¿¿CFG_IF_END
1463¿CFG_IF_END¿¿0¿1062¿¿¿¿¿CFG_IF_END
1464¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1465¿CFG_IF_END¿¿0¿1101¿¿¿¿¿CFG_IF_END
1466¿CFG_F_START¿¿1466¿1123_anon¿¿¿¿¿CFG_F_START
1467¿CFG_F_END¿¿0¿1123_anon¿¿¿¿¿CFG_F_END
1468¿CFG_IF_END¿¿0¿1133¿¿¿¿¿CFG_IF_END
1469¿CFG_F_START¿¿1469¿1184_anon¿¿¿¿¿CFG_F_START
1470¿CFG_F_END¿¿0¿1184_anon¿¿¿¿¿CFG_F_END
1471¿CFG_IF_END¿¿0¿1194¿¿¿¿¿CFG_IF_END
1472¿CFG_IF_END¿¿0¿1260¿¿¿¿¿CFG_IF_END
1473¿CFG_IF_END¿¿0¿1245¿¿¿¿¿CFG_IF_END
1474¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1475¿CFG_F_START¿¿1475¿1310_anon¿¿¿¿¿CFG_F_START
1476¿CFG_F_END¿¿0¿1310_anon¿¿¿¿¿CFG_F_END
1477¿CFG_IF_END¿¿0¿1362¿¿¿¿¿CFG_IF_END
1478¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1479¿CFG_IF_END¿¿0¿1338¿¿¿¿¿CFG_IF_END
1480¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1481¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1482¿PDG_CALL¿¿1449¿1449.CALL->require-o156¿¿¿¿¿PDG_CALL
1483¿PDG_OBJECT¿¿0¿1449.Child-o157¿¿¿¿¿PDG_OBJECT
1484¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1485¿PDG_CALL¿¿1449¿1449.CALL->require-o158¿¿¿¿¿PDG_CALL
1486¿PDG_OBJECT¿¿0¿1449.Dns-o159¿¿¿¿¿PDG_OBJECT
1487¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1488¿PDG_CALL¿¿1449¿1449.CALL->require-o160¿¿¿¿¿PDG_CALL
1489¿PDG_OBJECT¿¿0¿1449.Net-o161¿¿¿¿¿PDG_OBJECT
1490¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1491¿PDG_CALL¿¿1449¿1449.CALL->require-o162¿¿¿¿¿PDG_CALL
1492¿PDG_OBJECT¿¿0¿1449.Os-o163¿¿¿¿¿PDG_OBJECT
1493¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1494¿PDG_OBJECT¿¿0¿1449.internals-o164¿¿¿¿¿PDG_OBJECT
1495¿PDG_CALL¿¿1449¿1449.CALL->Os.platform-o165¿¿¿¿¿PDG_CALL
1496¿PDG_OBJECT¿¿0¿1449.v81-o166¿¿¿¿¿PDG_OBJECT
1497¿PDG_CALL¿¿1449¿1449.CALL->undefined.test-o167¿¿¿¿¿PDG_CALL
1498¿PDG_OBJECT¿¿0¿1449.v82-o168¿¿¿¿¿PDG_OBJECT
1499¿PDG_OBJECT¿¿0¿1449.internals-o169¿¿¿¿¿PDG_OBJECT
1500¿PDG_OBJECT¿¿0¿1449.internals.isWin-o170¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿0¿1449.v83-o171¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿0¿1449.internals-o172¿¿¿¿¿PDG_OBJECT
1503¿PDG_OBJECT¿¿0¿1449.internals.Traceroute-o173¿¿¿¿¿PDG_OBJECT
1504¿PDG_OBJECT¿¿0¿1449.module-o174¿¿¿¿¿PDG_OBJECT
1505¿PDG_OBJECT¿¿0¿1449.module.exports-o175¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿0¿1451.this-o176¿¿¿¿¿PDG_OBJECT
1507¿PDG_OBJECT¿¿0¿1451.host-o177¿¿¿¿¿PDG_OBJECT
1508¿PDG_OBJECT¿¿0¿1451.callback-o178¿¿¿¿¿PDG_OBJECT
1509¿PDG_OBJECT¿¿0¿1449.v99-o179¿¿¿¿¿PDG_OBJECT
1510¿PDG_OBJECT¿¿0¿1449.v84-o180¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿0¿1449.v84.trace-o181¿¿¿¿¿PDG_OBJECT
1512¿PDG_OBJECT¿¿0¿1460.this-o182¿¿¿¿¿PDG_OBJECT
1513¿PDG_OBJECT¿¿0¿1460.hop-o183¿¿¿¿¿PDG_OBJECT
1514¿PDG_OBJECT¿¿0¿1449.v115-o184¿¿¿¿¿PDG_OBJECT
1515¿PDG_OBJECT¿¿0¿1449.internals-o185¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿0¿1449.internals.parseHop-o186¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿0¿1466.this-o187¿¿¿¿¿PDG_OBJECT
1518¿PDG_OBJECT¿¿0¿1466.line-o188¿¿¿¿¿PDG_OBJECT
1519¿PDG_OBJECT¿¿0¿1449.v125-o189¿¿¿¿¿PDG_OBJECT
1520¿PDG_OBJECT¿¿0¿1449.internals-o190¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿0¿1449.internals.parseHopWin-o191¿¿¿¿¿PDG_OBJECT
1522¿PDG_OBJECT¿¿0¿1469.this-o192¿¿¿¿¿PDG_OBJECT
1523¿PDG_OBJECT¿¿0¿1469.line-o193¿¿¿¿¿PDG_OBJECT
1524¿PDG_OBJECT¿¿0¿1449.v142-o194¿¿¿¿¿PDG_OBJECT
1525¿PDG_OBJECT¿¿0¿1449.internals-o195¿¿¿¿¿PDG_OBJECT
1526¿PDG_OBJECT¿¿0¿1449.internals.parseHopNix-o196¿¿¿¿¿PDG_OBJECT
1527¿PDG_OBJECT¿¿0¿1475.this-o197¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿0¿1475.output-o198¿¿¿¿¿PDG_OBJECT
1529¿PDG_OBJECT¿¿0¿1449.v160-o199¿¿¿¿¿PDG_OBJECT
1530¿PDG_OBJECT¿¿0¿1449.internals-o200¿¿¿¿¿PDG_OBJECT
1531¿PDG_OBJECT¿¿0¿1449.internals.parseOutput-o201¿¿¿¿¿PDG_OBJECT
1532¿PDG_CALL¿¿1451¿1451.CALL->host.toUpperCase-o202¿¿¿¿¿PDG_CALL
1533¿PDG_OBJECT¿¿0¿1451.v85-o203¿¿¿¿¿PDG_OBJECT
1534¿PDG_OBJECT¿¿0¿1453.this-o204¿¿¿¿¿PDG_OBJECT
1535¿PDG_OBJECT¿¿0¿1453.err-o205¿¿¿¿¿PDG_OBJECT
1536¿PDG_OBJECT¿¿0¿1451.v97-o206¿¿¿¿¿PDG_OBJECT
1537¿PDG_CALL¿¿1451¿1451.CALL->Dns.lookup-o207¿¿¿¿¿PDG_CALL
1538¿PDG_OBJECT¿¿0¿1451.v98-o208¿¿¿¿¿PDG_OBJECT
1539¿PDG_CALL¿¿1453¿1453.CALL->Net.isIP-o209¿¿¿¿¿PDG_CALL
1540¿PDG_OBJECT¿¿0¿1453.v86-o210¿¿¿¿¿PDG_OBJECT
1541¿PDG_OBJECT¿¿0¿1453.v87-o211¿¿¿¿¿PDG_OBJECT
1542¿PDG_OBJECT¿¿0¿1453.v88-o212¿¿¿¿¿PDG_OBJECT
1543¿PDG_CALL¿¿1453¿1453.CALL->Error-o213¿¿¿¿¿PDG_CALL
1544¿PDG_OBJECT¿¿0¿1453.v89-o214¿¿¿¿¿PDG_OBJECT
1545¿PDG_CALL¿¿1453¿1453.CALL->callback-o215¿¿¿¿¿PDG_CALL
1546¿PDG_OBJECT¿¿0¿1453.v90-o216¿¿¿¿¿PDG_OBJECT
1547¿PDG_RETURN¿¿0¿1453.RET_OBJ-o217¿¿¿¿¿PDG_RETURN
1548¿PDG_OBJECT¿¿0¿1453.internals.isWin-o218¿¿¿¿¿PDG_OBJECT
1549¿PDG_OBJECT¿¿0¿1453.v92-o219¿¿¿¿¿PDG_OBJECT
1550¿PDG_OBJECT¿¿0¿1453.command-o220¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿0¿1457.this-o221¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿0¿1457.err-o222¿¿¿¿¿PDG_OBJECT
1553¿PDG_OBJECT¿¿0¿1457.stdout-o223¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1457.stderr-o224¿¿¿¿¿PDG_OBJECT
1555¿PDG_OBJECT¿¿0¿1453.v95-o225¿¿¿¿¿PDG_OBJECT
1556¿PDG_CALL¿¿1453¿1453.CALL->Child.exec-o226¿¿¿¿¿PDG_CALL
1557¿PDG_OBJECT¿¿0¿1453.v96-o227¿¿¿¿¿PDG_OBJECT
1558¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1559¿PDG_CALL¿¿1457¿1457.CALL->callback-o228¿¿¿¿¿PDG_CALL
1560¿PDG_OBJECT¿¿0¿1457.v93-o229¿¿¿¿¿PDG_OBJECT
1561¿PDG_RETURN¿¿0¿1457.RET_OBJ-o230¿¿¿¿¿PDG_RETURN
1562¿PDG_CALL¿¿1457¿1457.CALL->internals.parseOutput-o231¿¿¿¿¿PDG_CALL
1563¿PDG_OBJECT¿¿0¿1457.results-o232¿¿¿¿¿PDG_OBJECT
1564¿PDG_CALL¿¿1457¿1457.CALL->callback-o233¿¿¿¿¿PDG_CALL
1565¿PDG_OBJECT¿¿0¿1457.v94-o234¿¿¿¿¿PDG_OBJECT
1566¿PDG_RETURN¿¿0¿1457.RET_OBJ-o235¿¿¿¿¿PDG_RETURN
1567¿PDG_CALL¿¿1460¿1460.CALL->hop.replace-o236¿¿¿¿¿PDG_CALL
1568¿PDG_OBJECT¿¿0¿1460.line-o237¿¿¿¿¿PDG_OBJECT
1569¿PDG_CALL¿¿1460¿1460.CALL->line.replace-o238¿¿¿¿¿PDG_CALL
1570¿PDG_OBJECT¿¿0¿1460.line-o239¿¿¿¿¿PDG_OBJECT
1571¿PDG_CALL¿¿1460¿1460.CALL->line.split-o240¿¿¿¿¿PDG_CALL
1572¿PDG_OBJECT¿¿0¿1460.s-o241¿¿¿¿¿PDG_OBJECT
1573¿PDG_OBJECT¿¿0¿1460.s.length-o242¿¿¿¿¿PDG_OBJECT
1574¿PDG_OBJECT¿¿0¿1460.i-o243¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1460.v103-o244¿¿¿¿¿PDG_OBJECT
1576¿PDG_OBJECT¿¿0¿1460.s.*-o245¿¿¿¿¿PDG_OBJECT
1577¿PDG_OBJECT¿¿0¿1460.v106-o246¿¿¿¿¿PDG_OBJECT
1578¿PDG_OBJECT¿¿0¿1460.v108-o247¿¿¿¿¿PDG_OBJECT
1579¿PDG_CALL¿¿1460¿1460.CALL->s.splice-o248¿¿¿¿¿PDG_CALL
1580¿PDG_OBJECT¿¿0¿1460.v110-o249¿¿¿¿¿PDG_OBJECT
1581¿PDG_OBJECT¿¿0¿1460.v103-o250¿¿¿¿¿PDG_OBJECT
1582¿PDG_CALL¿¿1460¿1460.CALL->internals.parseHopWin-o251¿¿¿¿¿PDG_CALL
1583¿PDG_OBJECT¿¿0¿1460.v112-o252¿¿¿¿¿PDG_OBJECT
1584¿PDG_CALL¿¿1460¿1460.CALL->internals.parseHopNix-o253¿¿¿¿¿PDG_CALL
1585¿PDG_OBJECT¿¿0¿1460.v113-o254¿¿¿¿¿PDG_OBJECT
1586¿PDG_OBJECT¿¿0¿1460.v114-o255¿¿¿¿¿PDG_OBJECT
1587¿PDG_RETURN¿¿0¿1460.RET_OBJ-o256¿¿¿¿¿PDG_RETURN
1588¿PDG_OBJECT¿¿0¿1466.line.4-o257¿¿¿¿¿PDG_OBJECT
1589¿PDG_OBJECT¿¿0¿1466.v117-o258¿¿¿¿¿PDG_OBJECT
1590¿PDG_RETURN¿¿0¿1466.RET_OBJ-o259¿¿¿¿¿PDG_RETURN
1591¿PDG_OBJECT¿¿0¿1466.hop-o260¿¿¿¿¿PDG_OBJECT
1592¿PDG_OBJECT¿¿0¿1466.line.1-o261¿¿¿¿¿PDG_OBJECT
1593¿PDG_OBJECT¿¿0¿1466.line.2-o262¿¿¿¿¿PDG_OBJECT
1594¿PDG_OBJECT¿¿0¿1466.line.3-o263¿¿¿¿¿PDG_OBJECT
1595¿PDG_OBJECT¿¿0¿1466.hop-o264¿¿¿¿¿PDG_OBJECT
1596¿PDG_OBJECT¿¿0¿1466.hop.*-o265¿¿¿¿¿PDG_OBJECT
1597¿PDG_RETURN¿¿0¿1466.RET_OBJ-o266¿¿¿¿¿PDG_RETURN
1598¿PDG_OBJECT¿¿0¿1469.line.1-o267¿¿¿¿¿PDG_OBJECT
1599¿PDG_OBJECT¿¿0¿1469.v127-o268¿¿¿¿¿PDG_OBJECT
1600¿PDG_RETURN¿¿0¿1469.RET_OBJ-o269¿¿¿¿¿PDG_RETURN
1601¿PDG_OBJECT¿¿0¿1469.hop-o270¿¿¿¿¿PDG_OBJECT
1602¿PDG_OBJECT¿¿0¿1469.line.2-o271¿¿¿¿¿PDG_OBJECT
1603¿PDG_OBJECT¿¿0¿1469.hop-o272¿¿¿¿¿PDG_OBJECT
1604¿PDG_OBJECT¿¿0¿1469.hop.*-o273¿¿¿¿¿PDG_OBJECT
1605¿PDG_OBJECT¿¿0¿1469.line.length-o274¿¿¿¿¿PDG_OBJECT
1606¿PDG_OBJECT¿¿0¿1469.v132-o275¿¿¿¿¿PDG_OBJECT
1607¿PDG_OBJECT¿¿0¿1469.line.*-o276¿¿¿¿¿PDG_OBJECT
1608¿PDG_CALL¿¿1469¿1469.CALL->Net.isIP-o277¿¿¿¿¿PDG_CALL
1609¿PDG_OBJECT¿¿0¿1469.v135-o278¿¿¿¿¿PDG_OBJECT
1610¿PDG_OBJECT¿¿0¿1469.hop-o279¿¿¿¿¿PDG_OBJECT
1611¿PDG_OBJECT¿¿0¿1469.hop.*-o280¿¿¿¿¿PDG_OBJECT
1612¿PDG_CALL¿¿1469¿1469.CALL->v138.push-o281¿¿¿¿¿PDG_CALL
1613¿PDG_OBJECT¿¿0¿1469.v141-o282¿¿¿¿¿PDG_OBJECT
1614¿PDG_OBJECT¿¿0¿1469.v132-o283¿¿¿¿¿PDG_OBJECT
1615¿PDG_RETURN¿¿0¿1469.RET_OBJ-o284¿¿¿¿¿PDG_RETURN
1616¿PDG_CALL¿¿1475¿1475.CALL->output.split-o285¿¿¿¿¿PDG_CALL
1617¿PDG_OBJECT¿¿0¿1475.lines-o286¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1475.hops-o287¿¿¿¿¿PDG_OBJECT
1619¿PDG_CALL¿¿1475¿1475.CALL->lines.shift-o288¿¿¿¿¿PDG_CALL
1620¿PDG_OBJECT¿¿0¿1475.v143-o289¿¿¿¿¿PDG_OBJECT
1621¿PDG_CALL¿¿1475¿1475.CALL->lines.pop-o290¿¿¿¿¿PDG_CALL
1622¿PDG_OBJECT¿¿0¿1475.v144-o291¿¿¿¿¿PDG_OBJECT
1623¿PDG_OBJECT¿¿0¿1475.lines.length-o292¿¿¿¿¿PDG_OBJECT
1624¿PDG_OBJECT¿¿0¿1475.v147-o293¿¿¿¿¿PDG_OBJECT
1625¿PDG_OBJECT¿¿0¿1475.lines.*-o294¿¿¿¿¿PDG_OBJECT
1626¿PDG_CALL¿¿1475¿1475.CALL->undefined.test-o295¿¿¿¿¿PDG_CALL
1627¿PDG_OBJECT¿¿0¿1475.v150-o296¿¿¿¿¿PDG_OBJECT
1628¿PDG_OBJECT¿¿0¿1475.v147-o297¿¿¿¿¿PDG_OBJECT
1629¿PDG_CALL¿¿1475¿1475.CALL->lines.splice-o298¿¿¿¿¿PDG_CALL
1630¿PDG_OBJECT¿¿0¿1475.v151-o299¿¿¿¿¿PDG_OBJECT
1631¿PDG_CALL¿¿1475¿1475.CALL->lines.pop-o300¿¿¿¿¿PDG_CALL
1632¿PDG_OBJECT¿¿0¿1475.v152-o301¿¿¿¿¿PDG_OBJECT
1633¿PDG_CALL¿¿1475¿1475.CALL->lines.pop-o302¿¿¿¿¿PDG_CALL
1634¿PDG_OBJECT¿¿0¿1475.v153-o303¿¿¿¿¿PDG_OBJECT
1635¿PDG_OBJECT¿¿0¿1475.v155-o304¿¿¿¿¿PDG_OBJECT
1636¿PDG_CALL¿¿1475¿1475.CALL->internals.parseHop-o305¿¿¿¿¿PDG_CALL
1637¿PDG_OBJECT¿¿0¿1475.v158-o306¿¿¿¿¿PDG_OBJECT
1638¿PDG_CALL¿¿1475¿1475.CALL->hops.push-o307¿¿¿¿¿PDG_CALL
1639¿PDG_OBJECT¿¿0¿1475.v159-o308¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1475.v155-o309¿¿¿¿¿PDG_OBJECT
1641¿PDG_RETURN¿¿0¿1475.RET_OBJ-o310¿¿¿¿¿PDG_RETURN
