Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1604¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":168,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Program
1741¿Identifier¿¿2823¿eval¿¿¿{"start":{"line":24,"column":10},"end":{"line":24,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1742¿Identifier¿¿2823¿v156¿¿¿¿¿Identifier
1743¿ExpressionStatement¿¿2823¿¿¿¿{"start":{"line":24,"column":10},"end":{"line":24,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
1744¿Identifier¿¿2823¿v157¿¿¿¿¿Identifier
1745¿BlockStatement¿¿2823¿¿¿¿{"start":{"line":22,"column":45},"end":{"line":25,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
1746¿VariableDeclarator¿¿2823¿v¿¿¿{"start":{"line":26,"column":14},"end":{"line":26,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1747¿Literal¿string¿2823¿¿''¿¿{"start":{"line":26,"column":18},"end":{"line":26,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
1748¿VariableDeclarator¿¿2823¿v158¿¿¿{"start":{"line":27,"column":24},"end":{"line":27,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1749¿MemberExpression¿computed¿2823¿¿¿¿{"start":{"line":27,"column":24},"end":{"line":27,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
1750¿Identifier¿¿2823¿colorTheme¿¿¿{"start":{"line":27,"column":24},"end":{"line":27,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1751¿Identifier¿¿2823¿i¿¿¿{"start":{"line":27,"column":35},"end":{"line":27,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1752¿VariableDeclarator¿¿2823¿v159¿¿¿{"start":{"line":27,"column":23},"end":{"line":27,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1753¿CallExpression¿¿2823¿¿¿¿{"start":{"line":27,"column":23},"end":{"line":27,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
1754¿MemberExpression¿¿2823¿¿¿¿{"start":{"line":27,"column":23},"end":{"line":27,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
1755¿Identifier¿¿2823¿v158¿¿¿¿¿Identifier
1756¿Identifier¿¿2823¿toString¿¿¿{"start":{"line":27,"column":39},"end":{"line":27,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1757¿VariableDeclarator¿¿2823¿aryVal¿¿¿{"start":{"line":27,"column":14},"end":{"line":27,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1758¿CallExpression¿¿2823¿¿¿¿{"start":{"line":27,"column":23},"end":{"line":27,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
1759¿MemberExpression¿¿2823¿¿¿¿{"start":{"line":27,"column":23},"end":{"line":27,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
1760¿Identifier¿¿2823¿v159¿¿¿¿¿Identifier
1761¿Identifier¿¿2823¿split¿¿¿{"start":{"line":27,"column":50},"end":{"line":27,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1762¿Literal¿string¿2823¿¿','¿¿{"start":{"line":27,"column":56},"end":{"line":27,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
1763¿VariableDeclarator¿¿2823¿x¿¿¿{"start":{"line":28,"column":19},"end":{"line":28,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1764¿Literal¿number¿2823¿¿0¿¿{"start":{"line":28,"column":21},"end":{"line":28,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
1765¿VariableDeclarator¿¿2823¿v160¿¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1766¿MemberExpression¿¿2823¿¿¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
1767¿Identifier¿¿2823¿aryVal¿¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1768¿Identifier¿¿2823¿length¿¿¿{"start":{"line":28,"column":35},"end":{"line":28,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1769¿VariableDeclarator¿¿2823¿v161¿¿¿{"start":{"line":28,"column":24},"end":{"line":28,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1770¿BinaryExpression¿<¿2823¿¿¿¿{"start":{"line":28,"column":24},"end":{"line":28,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
1771¿Identifier¿¿2823¿x¿¿¿{"start":{"line":28,"column":24},"end":{"line":28,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1772¿Identifier¿¿2823¿v160¿¿¿¿¿Identifier
1773¿WhileStatement¿¿2823¿¿¿¿{"start":{"line":28,"column":10},"end":{"line":31,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿WhileStatement
1774¿Identifier¿¿2823¿v161¿¿¿¿¿Identifier
1775¿VariableDeclarator¿¿2823¿v163¿¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1776¿BinaryExpression¿>¿2823¿¿¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
1777¿Identifier¿¿2823¿x¿¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1778¿Literal¿number¿2823¿¿0¿¿{"start":{"line":29,"column":19},"end":{"line":29,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
1779¿IfStatement¿¿2823¿¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿IfStatement
1780¿Identifier¿¿2823¿v163¿¿¿¿¿Identifier
1781¿ExpressionStatement¿¿2823¿¿¿¿{"start":{"line":29,"column":22},"end":{"line":29,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
1782¿AssignmentExpression¿+=¿2823¿¿¿¿{"start":{"line":29,"column":22},"end":{"line":29,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
1783¿Identifier¿¿2823¿v¿¿¿{"start":{"line":29,"column":22},"end":{"line":29,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1784¿Literal¿string¿2823¿¿','¿¿{"start":{"line":29,"column":27},"end":{"line":29,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
1785¿BlockStatement¿¿2823¿¿¿¿¿¿BlockStatement
1786¿VariableDeclarator¿¿2823¿v164¿¿¿{"start":{"line":30,"column":23},"end":{"line":30,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1787¿MemberExpression¿computed¿2823¿¿¿¿{"start":{"line":30,"column":23},"end":{"line":30,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
1788¿Identifier¿¿2823¿aryVal¿¿¿{"start":{"line":30,"column":23},"end":{"line":30,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1789¿Identifier¿¿2823¿x¿¿¿{"start":{"line":30,"column":30},"end":{"line":30,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1790¿VariableDeclarator¿¿2823¿v165¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1791¿BinaryExpression¿+¿2823¿¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
1792¿Literal¿string¿2823¿¿'''¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
1793¿Identifier¿¿2823¿v164¿¿¿¿¿Identifier
1794¿ExpressionStatement¿¿2823¿¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
1795¿AssignmentExpression¿+=¿2823¿¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
1796¿Identifier¿¿2823¿v¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1797¿BinaryExpression¿+¿2823¿¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
1798¿Identifier¿¿2823¿v165¿¿¿¿¿Identifier
1799¿Literal¿string¿2823¿¿'''¿¿{"start":{"line":30,"column":35},"end":{"line":30,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
1800¿VariableDeclarator¿¿2823¿v162¿¿¿{"start":{"line":28,"column":43},"end":{"line":28,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1801¿UpdateExpression¿¿2823¿¿¿¿{"start":{"line":28,"column":43},"end":{"line":28,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿UpdateExpression
1802¿Identifier¿¿2823¿x¿¿¿{"start":{"line":28,"column":43},"end":{"line":28,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1803¿ExpressionStatement¿¿2823¿¿¿¿{"start":{"line":28,"column":10},"end":{"line":31,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
1804¿AssignmentExpression¿=¿2823¿¿¿¿{"start":{"line":28,"column":10},"end":{"line":31,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
1805¿Identifier¿¿2823¿v161¿¿¿{"start":{"line":28,"column":10},"end":{"line":31,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1806¿BinaryExpression¿<¿2823¿¿¿¿{"start":{"line":28,"column":24},"end":{"line":28,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
1807¿Identifier¿¿2823¿x¿¿¿{"start":{"line":28,"column":24},"end":{"line":28,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1808¿Identifier¿¿2823¿v160¿¿¿¿¿Identifier
1809¿BlockStatement¿¿2823¿¿¿¿¿¿BlockStatement
1810¿VariableDeclarator¿¿2823¿v166¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1811¿BinaryExpression¿+¿2823¿¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
1812¿Literal¿string¿2823¿¿'theme = {'¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
1813¿Identifier¿¿2823¿i¿¿¿{"start":{"line":32,"column":29},"end":{"line":32,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1814¿VariableDeclarator¿¿2823¿v167¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1815¿BinaryExpression¿+¿2823¿¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
1816¿Identifier¿¿2823¿v166¿¿¿¿¿Identifier
1817¿Literal¿string¿2823¿¿':['¿¿{"start":{"line":32,"column":33},"end":{"line":32,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
1818¿VariableDeclarator¿¿2823¿v168¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1819¿BinaryExpression¿+¿2823¿¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
1820¿Identifier¿¿2823¿v167¿¿¿¿¿Identifier
1821¿Identifier¿¿2823¿v¿¿¿{"start":{"line":32,"column":39},"end":{"line":32,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1822¿VariableDeclarator¿¿2823¿v169¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1823¿BinaryExpression¿+¿2823¿¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BinaryExpression
1824¿Identifier¿¿2823¿v168¿¿¿¿¿Identifier
1825¿Literal¿string¿2823¿¿']}'¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Literal
1826¿VariableDeclarator¿¿2823¿v170¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1827¿CallExpression¿¿2823¿¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
1828¿Identifier¿¿2823¿eval¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1829¿Identifier¿¿2823¿v169¿¿¿¿¿Identifier
1830¿ExpressionStatement¿¿2823¿¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
1831¿Identifier¿¿2823¿v170¿¿¿¿¿Identifier
1832¿VariableDeclarator¿¿2823¿v171¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1833¿CallExpression¿¿2823¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
1834¿MemberExpression¿¿2823¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
1835¿Identifier¿¿2823¿colors¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1836¿Identifier¿¿2823¿setTheme¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1837¿Identifier¿¿2823¿theme¿¿¿{"start":{"line":33,"column":26},"end":{"line":33,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1838¿ExpressionStatement¿¿2823¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
1839¿Identifier¿¿2823¿v171¿¿¿¿¿Identifier
1840¿BlockStatement¿¿2823¿¿¿¿{"start":{"line":25,"column":13},"end":{"line":34,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
1841¿BlockStatement¿¿2823¿¿¿¿{"start":{"line":19,"column":30},"end":{"line":35,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
1842¿BlockStatement¿¿2823¿¿¿¿{"start":{"line":18,"column":46},"end":{"line":36,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
1843¿ExpressionStatement¿¿2821¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":36,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
1844¿AssignmentExpression¿=¿2821¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":36,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
1845¿MemberExpression¿¿2821¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":18,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
1846¿ThisExpression¿¿2821¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":18,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
1847¿Identifier¿¿2821¿setColorTheme¿¿¿{"start":{"line":18,"column":9},"end":{"line":18,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1848¿Identifier¿¿2821¿v172¿¿¿¿¿Identifier
1849¿VariableDeclarator¿¿2821¿v173¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1850¿CallExpression¿¿2821¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿CallExpression
1851¿MemberExpression¿¿2821¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
1852¿ThisExpression¿¿2821¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
1853¿Identifier¿¿2821¿setColorTheme¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1854¿Identifier¿¿2821¿colorTheme¿¿¿{"start":{"line":37,"column":23},"end":{"line":37,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1855¿ExpressionStatement¿¿2821¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
1856¿Identifier¿¿2821¿v173¿¿¿¿¿Identifier
1857¿VariableDeclarator¿¿2821¿v174¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿VariableDeclarator
1858¿FunctionExpression¿¿2821¿anon¿¿¿{"start":{"line":38,"column":25},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿FunctionExpression
1859¿ReturnStatement¿¿2829¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ReturnStatement
1860¿Identifier¿¿2829¿colorTheme¿¿¿{"start":{"line":39,"column":13},"end":{"line":39,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
1861¿BlockStatement¿¿2829¿¿¿¿{"start":{"line":38,"column":36},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿BlockStatement
1862¿ExpressionStatement¿¿2821¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ExpressionStatement
1863¿AssignmentExpression¿=¿2821¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿AssignmentExpression
1864¿MemberExpression¿¿2821¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿MemberExpression
1865¿ThisExpression¿¿2821¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿ThisExpression
1866¿Identifier¿¿2821¿getColorTheme¿¿¿{"start":{"line":38,"column":9},"end":{"line":38,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/m-log_0.0.1/src/log.js"}¿¿Identifier
