Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
965¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":104,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Program
1511¿Identifier¿¿1709¿v163¿¿¿¿¿Identifier
1512¿Identifier¿¿1709¿includeArrays¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1513¿ExpressionStatement¿¿1709¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":70,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1514¿Identifier¿¿1709¿v164¿¿¿¿¿Identifier
1515¿ReturnStatement¿¿1709¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1516¿Identifier¿¿1709¿out¿¿¿{"start":{"line":71,"column":9},"end":{"line":71,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1517¿BlockStatement¿¿1709¿¿¿¿{"start":{"line":66,"column":45},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1518¿VariableDeclarator¿exported¿1674¿paths¿¿¿{"start":{"line":74,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1519¿FunctionExpression¿¿1674¿anon¿¿¿{"start":{"line":74,"column":0},"end":{"line":80,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿FunctionExpression
1520¿Identifier¿¿0¿obj¿¿¿{"start":{"line":74,"column":16},"end":{"line":74,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1521¿Identifier¿¿0¿incluedArrays¿¿¿{"start":{"line":74,"column":21},"end":{"line":74,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1522¿VariableDeclarator¿¿1714¿out¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1523¿ArrayExpression¿¿1714¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ArrayExpression
1524¿VariableDeclarator¿¿1714¿v166¿¿¿{"start":{"line":76,"column":12},"end":{"line":78,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1525¿FunctionExpression¿¿1714¿anon¿¿¿{"start":{"line":76,"column":12},"end":{"line":78,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿FunctionExpression
1526¿Identifier¿¿0¿_¿¿¿{"start":{"line":76,"column":22},"end":{"line":76,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1527¿Identifier¿¿0¿path¿¿¿{"start":{"line":76,"column":25},"end":{"line":76,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1528¿VariableDeclarator¿¿1716¿v165¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1529¿CallExpression¿¿1716¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1530¿MemberExpression¿¿1716¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1531¿Identifier¿¿1716¿out¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1532¿Identifier¿¿1716¿push¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1533¿Identifier¿¿1716¿path¿¿¿{"start":{"line":77,"column":13},"end":{"line":77,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1534¿ExpressionStatement¿¿1716¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1535¿Identifier¿¿1716¿v165¿¿¿¿¿Identifier
1536¿BlockStatement¿¿1716¿¿¿¿{"start":{"line":76,"column":31},"end":{"line":78,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1537¿VariableDeclarator¿¿1714¿v167¿¿¿{"start":{"line":76,"column":2},"end":{"line":78,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1538¿CallExpression¿¿1714¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":78,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1539¿Identifier¿¿1714¿each¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1540¿Identifier¿¿1714¿obj¿¿¿{"start":{"line":76,"column":7},"end":{"line":76,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1541¿Identifier¿¿1714¿v166¿¿¿¿¿Identifier
1542¿Identifier¿¿1714¿incluedArrays¿¿¿{"start":{"line":78,"column":5},"end":{"line":78,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1543¿ExpressionStatement¿¿1714¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":78,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1544¿Identifier¿¿1714¿v167¿¿¿¿¿Identifier
1545¿ReturnStatement¿¿1714¿¿¿¿{"start":{"line":79,"column":2},"end":{"line":79,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1546¿Identifier¿¿1714¿out¿¿¿{"start":{"line":79,"column":9},"end":{"line":79,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1547¿BlockStatement¿¿1714¿¿¿¿{"start":{"line":74,"column":36},"end":{"line":80,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1548¿VariableDeclarator¿¿1674¿id¿¿¿{"start":{"line":82,"column":0},"end":{"line":82,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1549¿FunctionExpression¿¿1674¿anon¿¿¿{"start":{"line":82,"column":0},"end":{"line":82,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿FunctionExpression
1550¿Identifier¿¿0¿e¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1551¿ReturnStatement¿¿1718¿¿¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1552¿Identifier¿¿1718¿e¿¿¿{"start":{"line":82,"column":25},"end":{"line":82,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1553¿BlockStatement¿¿1718¿¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1554¿VariableDeclarator¿exported¿1674¿clone¿¿¿{"start":{"line":86,"column":0},"end":{"line":92,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1555¿FunctionExpression¿¿1674¿anon¿¿¿{"start":{"line":86,"column":0},"end":{"line":92,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿FunctionExpression
1556¿Identifier¿¿0¿obj¿¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1557¿VariableDeclarator¿¿1720¿v168¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1558¿CallExpression¿¿1720¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1559¿Identifier¿¿1720¿isObject¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1560¿Identifier¿¿1720¿obj¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1561¿Literal¿boolean¿1720¿¿true¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1562¿VariableDeclarator¿¿1720¿v169¿¿¿{"start":{"line":87,"column":5},"end":{"line":87,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1563¿UnaryExpression¿!¿1720¿¿¿¿{"start":{"line":87,"column":5},"end":{"line":87,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿UnaryExpression
1564¿Identifier¿¿1720¿v168¿¿¿¿¿Identifier
1565¿IfStatement¿¿1720¿¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1566¿Identifier¿¿1720¿v169¿¿¿¿¿Identifier
1567¿ReturnStatement¿¿1720¿¿¿¿{"start":{"line":87,"column":27},"end":{"line":87,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1568¿Identifier¿¿1720¿obj¿¿¿{"start":{"line":87,"column":34},"end":{"line":87,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1569¿BlockStatement¿¿1720¿¿¿¿¿¿BlockStatement
1570¿VariableDeclarator¿¿1720¿_obj¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1571¿VariableDeclarator¿¿1720¿v170¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1572¿CallExpression¿¿1720¿¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1573¿MemberExpression¿¿1720¿¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1574¿Identifier¿¿1720¿Array¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1575¿Identifier¿¿1720¿isArray¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1576¿Identifier¿¿1720¿obj¿¿¿{"start":{"line":89,"column":23},"end":{"line":89,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1577¿VariableDeclarator¿¿1720¿v171¿¿¿{"start":{"line":89,"column":30},"end":{"line":89,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1578¿ArrayExpression¿¿1720¿¿¿¿{"start":{"line":89,"column":30},"end":{"line":89,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ArrayExpression
1579¿VariableDeclarator¿¿1720¿v172¿¿¿{"start":{"line":89,"column":35},"end":{"line":89,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1580¿ObjectExpression¿¿1720¿¿¿¿{"start":{"line":89,"column":35},"end":{"line":89,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ObjectExpression
1581¿IfStatement¿¿1720¿¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿IfStatement
1582¿Identifier¿¿1720¿v170¿¿¿¿¿Identifier
1583¿ExpressionStatement¿¿1720¿¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1584¿AssignmentExpression¿=¿1720¿¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1585¿Identifier¿¿1720¿_obj¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1586¿Identifier¿¿1720¿v171¿¿¿¿¿Identifier
1587¿BlockStatement¿¿1720¿¿¿¿¿¿BlockStatement
1588¿ExpressionStatement¿¿1720¿¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1589¿AssignmentExpression¿=¿1720¿¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1590¿Identifier¿¿1720¿_obj¿¿¿{"start":{"line":89,"column":2},"end":{"line":89,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1591¿Identifier¿¿1720¿v172¿¿¿¿¿Identifier
1592¿BlockStatement¿¿1720¿¿¿¿¿¿BlockStatement
1593¿VariableDeclarator¿¿1720¿k¿¿¿{"start":{"line":90,"column":10},"end":{"line":90,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1594¿ForInStatement¿¿1720¿¿¿¿{"start":{"line":90,"column":2},"end":{"line":90,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ForInStatement
1595¿Identifier¿¿1720¿k¿¿¿{"start":{"line":90,"column":10},"end":{"line":90,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1596¿Identifier¿¿1720¿obj¿¿¿{"start":{"line":90,"column":15},"end":{"line":90,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1597¿VariableDeclarator¿¿1720¿v173¿¿¿{"start":{"line":90,"column":36},"end":{"line":90,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1598¿MemberExpression¿computed¿1720¿¿¿¿{"start":{"line":90,"column":36},"end":{"line":90,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1599¿Identifier¿¿1720¿obj¿¿¿{"start":{"line":90,"column":36},"end":{"line":90,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1600¿Identifier¿¿1720¿k¿¿¿{"start":{"line":90,"column":40},"end":{"line":90,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1601¿VariableDeclarator¿¿1720¿v174¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1602¿CallExpression¿¿1720¿¿¿¿{"start":{"line":90,"column":30},"end":{"line":90,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1603¿Identifier¿¿1720¿clone¿¿¿{"start":{"line":90,"column":30},"end":{"line":90,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1604¿Identifier¿¿1720¿v173¿¿¿¿¿Identifier
1605¿ExpressionStatement¿¿1720¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1606¿AssignmentExpression¿=¿1720¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1607¿MemberExpression¿computed¿1720¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1608¿Identifier¿¿1720¿_obj¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1609¿Identifier¿¿1720¿k¿¿¿{"start":{"line":90,"column":25},"end":{"line":90,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1610¿Identifier¿¿1720¿v174¿¿¿¿¿Identifier
1611¿BlockStatement¿¿1720¿¿¿¿¿¿BlockStatement
1612¿ReturnStatement¿¿1720¿¿¿¿{"start":{"line":91,"column":2},"end":{"line":91,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1613¿Identifier¿¿1720¿_obj¿¿¿{"start":{"line":91,"column":9},"end":{"line":91,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1614¿BlockStatement¿¿1720¿¿¿¿{"start":{"line":86,"column":21},"end":{"line":92,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1615¿VariableDeclarator¿¿1674¿isPrototypePolluted¿¿¿{"start":{"line":94,"column":0},"end":{"line":96,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1616¿FunctionExpression¿¿1674¿anon¿¿¿{"start":{"line":94,"column":0},"end":{"line":96,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿FunctionExpression
1617¿Identifier¿¿0¿key¿¿¿{"start":{"line":94,"column":29},"end":{"line":94,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1618¿VariableDeclarator¿¿1725¿v175¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1619¿ArrayExpression¿¿1725¿¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ArrayExpression
1620¿Literal¿string¿1725¿¿'__proto__'¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1621¿Literal¿string¿1725¿¿'constructor'¿¿{"start":{"line":95,"column":23},"end":{"line":95,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1622¿Literal¿string¿1725¿¿'prototype'¿¿{"start":{"line":95,"column":38},"end":{"line":95,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Literal
1623¿VariableDeclarator¿¿1725¿v176¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿VariableDeclarator
1624¿CallExpression¿¿1725¿¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿CallExpression
1625¿MemberExpression¿¿1725¿¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1626¿Identifier¿¿1725¿v175¿¿¿¿¿Identifier
1627¿Identifier¿¿1725¿includes¿¿¿{"start":{"line":95,"column":51},"end":{"line":95,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1628¿Identifier¿¿1725¿key¿¿¿{"start":{"line":95,"column":60},"end":{"line":95,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1629¿ReturnStatement¿¿1725¿¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ReturnStatement
1630¿Identifier¿¿1725¿v176¿¿¿¿¿Identifier
1631¿BlockStatement¿¿1725¿¿¿¿{"start":{"line":94,"column":34},"end":{"line":96,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿BlockStatement
1632¿ExpressionStatement¿¿1674¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1633¿AssignmentExpression¿=¿1674¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1634¿MemberExpression¿¿1674¿¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1635¿Identifier¿¿1674¿exports¿¿¿{"start":{"line":98,"column":0},"end":{"line":98,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1636¿Identifier¿¿1674¿get¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1637¿Identifier¿¿1674¿get¿¿¿{"start":{"line":98,"column":14},"end":{"line":98,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
1638¿ExpressionStatement¿¿1674¿¿¿¿{"start":{"line":99,"column":0},"end":{"line":99,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿ExpressionStatement
1639¿AssignmentExpression¿=¿1674¿¿¿¿{"start":{"line":99,"column":0},"end":{"line":99,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿AssignmentExpression
1640¿MemberExpression¿¿1674¿¿¿¿{"start":{"line":99,"column":0},"end":{"line":99,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿MemberExpression
1641¿Identifier¿¿1674¿exports¿¿¿{"start":{"line":99,"column":0},"end":{"line":99,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-x5m8-2r8v-8f97/src/index.js"}¿¿Identifier
