Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1079¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":73,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Program
1603¿CallExpression¿¿1878¿¿¿¿{"start":{"line":50,"column":30},"end":{"line":50,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1604¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":50,"column":30},"end":{"line":50,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1605¿Identifier¿¿1878¿child_process_1¿¿¿{"start":{"line":50,"column":30},"end":{"line":50,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1606¿Identifier¿¿1878¿spawn¿¿¿{"start":{"line":50,"column":46},"end":{"line":50,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1607¿Literal¿string¿1878¿¿'xargs'¿¿{"start":{"line":50,"column":52},"end":{"line":50,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1608¿Identifier¿¿1878¿v179¿¿¿¿¿Identifier
1609¿VariableDeclarator¿¿1878¿v180¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1610¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1611¿Identifier¿¿1878¿lsof¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1612¿Identifier¿¿1878¿stdout¿¿¿{"start":{"line":51,"column":21},"end":{"line":51,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1613¿VariableDeclarator¿¿1878¿v181¿¿¿{"start":{"line":51,"column":33},"end":{"line":51,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1614¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":51,"column":33},"end":{"line":51,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1615¿Identifier¿¿1878¿grep¿¿¿{"start":{"line":51,"column":33},"end":{"line":51,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1616¿Identifier¿¿1878¿stdin¿¿¿{"start":{"line":51,"column":38},"end":{"line":51,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1617¿VariableDeclarator¿¿1878¿v182¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1618¿CallExpression¿¿1878¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1619¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1620¿Identifier¿¿1878¿v180¿¿¿¿¿Identifier
1621¿Identifier¿¿1878¿pipe¿¿¿{"start":{"line":51,"column":28},"end":{"line":51,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1622¿Identifier¿¿1878¿v181¿¿¿¿¿Identifier
1623¿ExpressionStatement¿¿1878¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1624¿Identifier¿¿1878¿v182¿¿¿¿¿Identifier
1625¿VariableDeclarator¿¿1878¿v183¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1626¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1627¿Identifier¿¿1878¿lsof¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1628¿Identifier¿¿1878¿stderr¿¿¿{"start":{"line":52,"column":21},"end":{"line":52,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1629¿VariableDeclarator¿¿1878¿v184¿¿¿{"start":{"line":52,"column":39},"end":{"line":52,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1630¿CallExpression¿¿1878¿¿¿¿{"start":{"line":52,"column":39},"end":{"line":52,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1631¿Identifier¿¿1878¿logStderrData¿¿¿{"start":{"line":52,"column":39},"end":{"line":52,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1632¿Literal¿string¿1878¿¿'lsof'¿¿{"start":{"line":52,"column":53},"end":{"line":52,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1633¿VariableDeclarator¿¿1878¿v185¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1634¿CallExpression¿¿1878¿¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1635¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1636¿Identifier¿¿1878¿v183¿¿¿¿¿Identifier
1637¿Identifier¿¿1878¿on¿¿¿{"start":{"line":52,"column":28},"end":{"line":52,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1638¿Literal¿string¿1878¿¿'data'¿¿{"start":{"line":52,"column":31},"end":{"line":52,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1639¿Identifier¿¿1878¿v184¿¿¿¿¿Identifier
1640¿ExpressionStatement¿¿1878¿¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1641¿Identifier¿¿1878¿v185¿¿¿¿¿Identifier
1642¿VariableDeclarator¿¿1878¿v186¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1643¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1644¿Identifier¿¿1878¿grep¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1645¿Identifier¿¿1878¿stdout¿¿¿{"start":{"line":53,"column":21},"end":{"line":53,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1646¿VariableDeclarator¿¿1878¿v187¿¿¿{"start":{"line":53,"column":33},"end":{"line":53,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1647¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":53,"column":33},"end":{"line":53,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1648¿Identifier¿¿1878¿awk¿¿¿{"start":{"line":53,"column":33},"end":{"line":53,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1649¿Identifier¿¿1878¿stdin¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1650¿VariableDeclarator¿¿1878¿v188¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1651¿CallExpression¿¿1878¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1652¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1653¿Identifier¿¿1878¿v186¿¿¿¿¿Identifier
1654¿Identifier¿¿1878¿pipe¿¿¿{"start":{"line":53,"column":28},"end":{"line":53,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1655¿Identifier¿¿1878¿v187¿¿¿¿¿Identifier
1656¿ExpressionStatement¿¿1878¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1657¿Identifier¿¿1878¿v188¿¿¿¿¿Identifier
1658¿VariableDeclarator¿¿1878¿v189¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1659¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1660¿Identifier¿¿1878¿grep¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1661¿Identifier¿¿1878¿stderr¿¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1662¿VariableDeclarator¿¿1878¿v190¿¿¿{"start":{"line":54,"column":39},"end":{"line":54,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1663¿CallExpression¿¿1878¿¿¿¿{"start":{"line":54,"column":39},"end":{"line":54,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1664¿Identifier¿¿1878¿logStderrData¿¿¿{"start":{"line":54,"column":39},"end":{"line":54,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1665¿Literal¿string¿1878¿¿'grep'¿¿{"start":{"line":54,"column":53},"end":{"line":54,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1666¿VariableDeclarator¿¿1878¿v191¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1667¿CallExpression¿¿1878¿¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1668¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1669¿Identifier¿¿1878¿v189¿¿¿¿¿Identifier
1670¿Identifier¿¿1878¿on¿¿¿{"start":{"line":54,"column":28},"end":{"line":54,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1671¿Literal¿string¿1878¿¿'data'¿¿{"start":{"line":54,"column":31},"end":{"line":54,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1672¿Identifier¿¿1878¿v190¿¿¿¿¿Identifier
1673¿ExpressionStatement¿¿1878¿¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1674¿Identifier¿¿1878¿v191¿¿¿¿¿Identifier
1675¿VariableDeclarator¿¿1878¿v192¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1676¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1677¿Identifier¿¿1878¿awk¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1678¿Identifier¿¿1878¿stdout¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1679¿VariableDeclarator¿¿1878¿v193¿¿¿{"start":{"line":55,"column":32},"end":{"line":55,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1680¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":55,"column":32},"end":{"line":55,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1681¿Identifier¿¿1878¿xargs¿¿¿{"start":{"line":55,"column":32},"end":{"line":55,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1682¿Identifier¿¿1878¿stdin¿¿¿{"start":{"line":55,"column":38},"end":{"line":55,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1683¿VariableDeclarator¿¿1878¿v194¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1684¿CallExpression¿¿1878¿¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1685¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1686¿Identifier¿¿1878¿v192¿¿¿¿¿Identifier
1687¿Identifier¿¿1878¿pipe¿¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1688¿Identifier¿¿1878¿v193¿¿¿¿¿Identifier
1689¿ExpressionStatement¿¿1878¿¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1690¿Identifier¿¿1878¿v194¿¿¿¿¿Identifier
1691¿VariableDeclarator¿¿1878¿v195¿¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1692¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1693¿Identifier¿¿1878¿awk¿¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1694¿Identifier¿¿1878¿stderr¿¿¿{"start":{"line":56,"column":20},"end":{"line":56,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1695¿VariableDeclarator¿¿1878¿v196¿¿¿{"start":{"line":56,"column":38},"end":{"line":56,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1696¿CallExpression¿¿1878¿¿¿¿{"start":{"line":56,"column":38},"end":{"line":56,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1697¿Identifier¿¿1878¿logStderrData¿¿¿{"start":{"line":56,"column":38},"end":{"line":56,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1698¿Literal¿string¿1878¿¿'awk'¿¿{"start":{"line":56,"column":52},"end":{"line":56,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1699¿VariableDeclarator¿¿1878¿v197¿¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1700¿CallExpression¿¿1878¿¿¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1701¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1702¿Identifier¿¿1878¿v195¿¿¿¿¿Identifier
1703¿Identifier¿¿1878¿on¿¿¿{"start":{"line":56,"column":27},"end":{"line":56,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1704¿Literal¿string¿1878¿¿'data'¿¿{"start":{"line":56,"column":30},"end":{"line":56,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1705¿Identifier¿¿1878¿v196¿¿¿¿¿Identifier
1706¿ExpressionStatement¿¿1878¿¿¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1707¿Identifier¿¿1878¿v197¿¿¿¿¿Identifier
1708¿VariableDeclarator¿¿1878¿v198¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1709¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1710¿Identifier¿¿1878¿xargs¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1711¿Identifier¿¿1878¿stdout¿¿¿{"start":{"line":57,"column":22},"end":{"line":57,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1712¿VariableDeclarator¿¿1878¿v199¿¿¿{"start":{"line":57,"column":34},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1713¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":57,"column":34},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1714¿Identifier¿¿1878¿process¿¿¿{"start":{"line":57,"column":34},"end":{"line":57,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1715¿Identifier¿¿1878¿stdin¿¿¿{"start":{"line":57,"column":42},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1716¿VariableDeclarator¿¿1878¿v200¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1717¿CallExpression¿¿1878¿¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1718¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1719¿Identifier¿¿1878¿v198¿¿¿¿¿Identifier
1720¿Identifier¿¿1878¿pipe¿¿¿{"start":{"line":57,"column":29},"end":{"line":57,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1721¿Identifier¿¿1878¿v199¿¿¿¿¿Identifier
1722¿ExpressionStatement¿¿1878¿¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿ExpressionStatement
1723¿Identifier¿¿1878¿v200¿¿¿¿¿Identifier
1724¿VariableDeclarator¿¿1878¿v201¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1725¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1726¿Identifier¿¿1878¿xargs¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1727¿Identifier¿¿1878¿stderr¿¿¿{"start":{"line":58,"column":22},"end":{"line":58,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1728¿VariableDeclarator¿¿1878¿v202¿¿¿{"start":{"line":58,"column":40},"end":{"line":58,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1729¿CallExpression¿¿1878¿¿¿¿{"start":{"line":58,"column":40},"end":{"line":58,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1730¿Identifier¿¿1878¿logStderrData¿¿¿{"start":{"line":58,"column":40},"end":{"line":58,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Identifier
1731¿Literal¿string¿1878¿¿'xargs'¿¿{"start":{"line":58,"column":54},"end":{"line":58,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿Literal
1732¿VariableDeclarator¿¿1878¿v203¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿VariableDeclarator
1733¿CallExpression¿¿1878¿¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿CallExpression
1734¿MemberExpression¿¿1878¿¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-xp4x-j9vh-c3wf/src/killer.js"}¿¿MemberExpression
1735¿Identifier¿¿1878¿v201¿¿¿¿¿Identifier
