Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5187¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":785,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Program
5313¿ExpressionStatement¿¿9084¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5314¿Identifier¿¿9084¿v557¿¿¿¿¿Identifier
5315¿BlockStatement¿¿9084¿¿¿¿{"start":{"line":59,"column":19},"end":{"line":61,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
5316¿VariableDeclarator¿¿9071¿v561¿¿¿{"start":{"line":62,"column":8},"end":{"line":64,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5317¿FunctionExpression¿¿9071¿anon¿¿¿{"start":{"line":62,"column":8},"end":{"line":64,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿FunctionExpression
5318¿Identifier¿¿0¿x¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5319¿VariableDeclarator¿¿9086¿v559¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5320¿CallExpression¿¿9086¿¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
5321¿Identifier¿¿9086¿isPort¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5322¿Identifier¿¿9086¿x¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5323¿VariableDeclarator¿¿9086¿v560¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5324¿CallExpression¿¿9086¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
5325¿Identifier¿¿9086¿assert¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5326¿Identifier¿¿9086¿v559¿¿¿¿¿Identifier
5327¿Literal¿string¿9086¿¿'ports must be within range 0 - 65535'¿¿{"start":{"line":63,"column":22},"end":{"line":63,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Literal
5328¿ExpressionStatement¿¿9086¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5329¿Identifier¿¿9086¿v560¿¿¿¿¿Identifier
5330¿BlockStatement¿¿9086¿¿¿¿{"start":{"line":62,"column":20},"end":{"line":64,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
5331¿VariableDeclarator¿¿9071¿v564¿¿¿{"start":{"line":65,"column":22},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5332¿FunctionExpression¿¿9071¿anon¿¿¿{"start":{"line":65,"column":22},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿FunctionExpression
5333¿Identifier¿¿0¿x¿¿¿{"start":{"line":65,"column":31},"end":{"line":65,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5334¿VariableDeclarator¿¿9088¿v562¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5335¿CallExpression¿¿9088¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
5336¿Identifier¿¿9088¿isWindowsNamedPipe¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5337¿Identifier¿¿9088¿x¿¿¿{"start":{"line":66,"column":30},"end":{"line":66,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5338¿VariableDeclarator¿¿9088¿v563¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5339¿CallExpression¿¿9088¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
5340¿Identifier¿¿9088¿assert¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5341¿Identifier¿¿9088¿v562¿¿¿¿¿Identifier
5342¿Literal¿string¿9088¿¿'must be a valid pipe'¿¿{"start":{"line":66,"column":34},"end":{"line":66,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Literal
5343¿ExpressionStatement¿¿9088¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5344¿Identifier¿¿9088¿v563¿¿¿¿¿Identifier
5345¿BlockStatement¿¿9088¿¿¿¿{"start":{"line":65,"column":34},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
5346¿VariableDeclarator¿¿9071¿v569¿¿¿{"start":{"line":68,"column":30},"end":{"line":72,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5347¿FunctionExpression¿¿9071¿anon¿¿¿{"start":{"line":68,"column":30},"end":{"line":72,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿FunctionExpression
5348¿Identifier¿¿0¿x¿¿¿{"start":{"line":68,"column":39},"end":{"line":68,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5349¿VariableDeclarator¿¿9090¿v565¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5350¿CallExpression¿¿9090¿¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
5351¿Identifier¿¿9090¿isWindowsNamedPipe¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5352¿Identifier¿¿9090¿x¿¿¿{"start":{"line":69,"column":28},"end":{"line":69,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5353¿VariableDeclarator¿¿9090¿v566¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5354¿UnaryExpression¿!¿9090¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿UnaryExpression
5355¿Identifier¿¿9090¿v565¿¿¿¿¿Identifier
5356¿IfStatement¿¿9090¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":71,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿IfStatement
5357¿Identifier¿¿9090¿v566¿¿¿¿¿Identifier
5358¿VariableDeclarator¿¿9090¿v567¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5359¿CallExpression¿¿9090¿¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
5360¿Identifier¿¿9090¿isPort¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5361¿Identifier¿¿9090¿x¿¿¿{"start":{"line":70,"column":20},"end":{"line":70,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5362¿VariableDeclarator¿¿9090¿v568¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":90},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5363¿CallExpression¿¿9090¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":90},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
5364¿Identifier¿¿9090¿assert¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5365¿Identifier¿¿9090¿v567¿¿¿¿¿Identifier
5366¿Literal¿string¿9090¿¿'must be a windows named pipe or a number within range 0 - 65535'¿¿{"start":{"line":70,"column":24},"end":{"line":70,"column":89},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Literal
5367¿ExpressionStatement¿¿9090¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":90},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5368¿Identifier¿¿9090¿v568¿¿¿¿¿Identifier
5369¿BlockStatement¿¿9090¿¿¿¿{"start":{"line":69,"column":32},"end":{"line":71,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
5370¿BlockStatement¿¿9090¿¿¿¿{"start":{"line":68,"column":42},"end":{"line":72,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
5371¿VariableDeclarator¿¿9071¿types¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5372¿ObjectExpression¿¿9071¿¿¿¿¿¿ObjectExpression
5373¿ExpressionStatement¿¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5374¿AssignmentExpression¿=¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
5375¿MemberExpression¿computed¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
5376¿Identifier¿¿9071¿types¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5377¿Literal¿string¿9071¿¿'*'¿¿{"start":{"line":55,"column":2},"end":{"line":55,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Literal
5378¿Identifier¿¿9071¿v550¿¿¿¿¿Identifier
5379¿ExpressionStatement¿¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5380¿AssignmentExpression¿=¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
5381¿MemberExpression¿¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
5382¿Identifier¿¿9071¿types¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5383¿Identifier¿¿9071¿int¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5384¿Identifier¿¿9071¿v553¿¿¿¿¿Identifier
5385¿ExpressionStatement¿¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5386¿AssignmentExpression¿=¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
5387¿MemberExpression¿¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
5388¿Identifier¿¿9071¿types¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5389¿Identifier¿¿9071¿nat¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5390¿Identifier¿¿9071¿v558¿¿¿¿¿Identifier
5391¿ExpressionStatement¿¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5392¿AssignmentExpression¿=¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
5393¿MemberExpression¿¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
5394¿Identifier¿¿9071¿types¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5395¿Identifier¿¿9071¿port¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5396¿Identifier¿¿9071¿v561¿¿¿¿¿Identifier
5397¿ExpressionStatement¿¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5398¿AssignmentExpression¿=¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
5399¿MemberExpression¿¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
5400¿Identifier¿¿9071¿types¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5401¿Identifier¿¿9071¿windows_named_pipe¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5402¿Identifier¿¿9071¿v564¿¿¿¿¿Identifier
5403¿ExpressionStatement¿¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5404¿AssignmentExpression¿=¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
5405¿MemberExpression¿¿9071¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
5406¿Identifier¿¿9071¿types¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5407¿Identifier¿¿9071¿port_or_windows_named_pipe¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5408¿Identifier¿¿9071¿v569¿¿¿¿¿Identifier
5409¿VariableDeclarator¿¿9071¿v570¿¿¿{"start":{"line":75,"column":0},"end":{"line":75,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5410¿MemberExpression¿¿9071¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
5411¿Identifier¿¿9071¿types¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5412¿Identifier¿¿9071¿int¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5413¿ExpressionStatement¿¿9071¿¿¿¿{"start":{"line":75,"column":0},"end":{"line":75,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5414¿AssignmentExpression¿=¿9071¿¿¿¿{"start":{"line":75,"column":0},"end":{"line":75,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
5415¿MemberExpression¿¿9071¿¿¿¿{"start":{"line":75,"column":0},"end":{"line":75,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
5416¿Identifier¿¿9071¿types¿¿¿{"start":{"line":75,"column":0},"end":{"line":75,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5417¿Identifier¿¿9071¿integer¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5418¿Identifier¿¿9071¿v570¿¿¿¿¿Identifier
5419¿VariableDeclarator¿¿9071¿custom_converters¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5420¿NewExpression¿¿9071¿¿¿¿{"start":{"line":77,"column":26},"end":{"line":77,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿NewExpression
5421¿Identifier¿¿9071¿Map¿¿¿{"start":{"line":77,"column":30},"end":{"line":77,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5422¿VariableDeclarator¿¿9071¿v571¿¿¿{"start":{"line":79,"column":31},"end":{"line":79,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5423¿MemberExpression¿¿9071¿¿¿¿{"start":{"line":79,"column":31},"end":{"line":79,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
5424¿Identifier¿¿9071¿JSON¿¿¿{"start":{"line":79,"column":31},"end":{"line":79,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5425¿Identifier¿¿9071¿parse¿¿¿{"start":{"line":79,"column":36},"end":{"line":79,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5426¿VariableDeclarator¿¿9071¿parsers_registry¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5427¿ObjectExpression¿¿9071¿¿¿¿¿¿ObjectExpression
5428¿ExpressionStatement¿¿9071¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
5429¿AssignmentExpression¿=¿9071¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
5430¿MemberExpression¿computed¿9071¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
5431¿Identifier¿¿9071¿parsers_registry¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5432¿Literal¿string¿9071¿¿'*'¿¿{"start":{"line":79,"column":26},"end":{"line":79,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Literal
5433¿Identifier¿¿9071¿v571¿¿¿¿¿Identifier
5434¿VariableDeclarator¿¿9071¿flatten¿¿¿{"start":{"line":81,"column":0},"end":{"line":124,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5435¿FunctionExpression¿¿9071¿anon¿¿¿{"start":{"line":81,"column":0},"end":{"line":124,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿FunctionExpression
5436¿Identifier¿¿0¿obj¿¿¿{"start":{"line":81,"column":17},"end":{"line":81,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5437¿Identifier¿¿0¿useProperties¿¿¿{"start":{"line":81,"column":22},"end":{"line":81,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
5438¿VariableDeclarator¿¿9093¿stack¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
5439¿CallExpression¿¿9093¿¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
