Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6192¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":949,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Program
6331¿IfStatement¿¿11001¿¿¿¿{"start":{"line":48,"column":12},"end":{"line":56,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
6332¿Identifier¿¿11001¿v665¿¿¿¿¿Identifier
6333¿ExpressionStatement¿¿11001¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6334¿AssignmentExpression¿=¿11001¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
6335¿Identifier¿¿11001¿newObj¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6336¿Identifier¿¿11001¿obj¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6337¿BlockStatement¿¿11001¿¿¿¿{"start":{"line":49,"column":35},"end":{"line":52,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6338¿ExpressionStatement¿¿11001¿¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6339¿AssignmentExpression¿=¿11001¿¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
6340¿Identifier¿¿11001¿newObj¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6341¿CallExpression¿¿11001¿¿¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
6342¿MemberExpression¿¿11001¿¿¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6343¿Identifier¿¿11001¿Object¿¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6344¿Identifier¿¿11001¿create¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6345¿Identifier¿¿11001¿proto¿¿¿{"start":{"line":54,"column":39},"end":{"line":54,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6346¿ExpressionStatement¿¿11001¿¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6347¿AssignmentExpression¿=¿11001¿¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
6348¿Identifier¿¿11001¿cloneDeep¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6349¿Literal¿boolean¿11001¿¿true¿¿{"start":{"line":55,"column":28},"end":{"line":55,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6350¿BlockStatement¿¿11001¿¿¿¿{"start":{"line":53,"column":17},"end":{"line":56,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6351¿BlockStatement¿¿11001¿¿¿¿{"start":{"line":46,"column":13},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6352¿BlockStatement¿¿11001¿¿¿¿¿¿BlockStatement
6353¿BlockStatement¿¿11001¿¿¿¿¿¿BlockStatement
6354¿BlockStatement¿¿11001¿¿¿¿{"start":{"line":36,"column":29},"end":{"line":58,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6355¿ExpressionStatement¿¿11001¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6356¿AssignmentExpression¿=¿11001¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
6357¿Identifier¿¿11001¿newObj¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6358¿ArrayExpression¿¿11001¿¿¿¿{"start":{"line":60,"column":17},"end":{"line":60,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ArrayExpression
6359¿ExpressionStatement¿¿11001¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6360¿AssignmentExpression¿=¿11001¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
6361¿Identifier¿¿11001¿cloneDeep¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6362¿Literal¿boolean¿11001¿¿true¿¿{"start":{"line":61,"column":20},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6363¿BlockStatement¿¿11001¿¿¿¿{"start":{"line":59,"column":9},"end":{"line":62,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6364¿VariableDeclarator¿¿11001¿v666¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6365¿CallExpression¿¿11001¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
6366¿MemberExpression¿¿11001¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6367¿Identifier¿¿11001¿seen¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6368¿Identifier¿¿11001¿set¿¿¿{"start":{"line":64,"column":9},"end":{"line":64,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6369¿Identifier¿¿11001¿obj¿¿¿{"start":{"line":64,"column":13},"end":{"line":64,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6370¿Identifier¿¿11001¿newObj¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6371¿ExpressionStatement¿¿11001¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6372¿Identifier¿¿11001¿v666¿¿¿¿¿Identifier
6373¿IfStatement¿¿11001¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
6374¿Identifier¿¿11001¿cloneDeep¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6375¿VariableDeclarator¿¿11001¿keys¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6376¿CallExpression¿¿11001¿¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
6377¿MemberExpression¿¿11001¿¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6378¿Identifier¿¿11001¿Object¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6379¿Identifier¿¿11001¿getOwnPropertyNames¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6380¿Identifier¿¿11001¿obj¿¿¿{"start":{"line":67,"column":48},"end":{"line":67,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6381¿VariableDeclarator¿¿11001¿i¿¿¿{"start":{"line":68,"column":17},"end":{"line":68,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6382¿Literal¿number¿11001¿¿0¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6383¿VariableDeclarator¿¿11001¿v667¿¿¿{"start":{"line":68,"column":28},"end":{"line":68,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6384¿MemberExpression¿¿11001¿¿¿¿{"start":{"line":68,"column":28},"end":{"line":68,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6385¿Identifier¿¿11001¿keys¿¿¿{"start":{"line":68,"column":28},"end":{"line":68,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6386¿Identifier¿¿11001¿length¿¿¿{"start":{"line":68,"column":33},"end":{"line":68,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6387¿VariableDeclarator¿¿11001¿v668¿¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6388¿BinaryExpression¿<¿11001¿¿¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
6389¿Identifier¿¿11001¿i¿¿¿{"start":{"line":68,"column":24},"end":{"line":68,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6390¿Identifier¿¿11001¿v667¿¿¿¿¿Identifier
6391¿WhileStatement¿¿11001¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿WhileStatement
6392¿Identifier¿¿11001¿v668¿¿¿¿¿Identifier
6393¿VariableDeclarator¿¿11001¿key¿¿¿{"start":{"line":69,"column":18},"end":{"line":69,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6394¿MemberExpression¿computed¿11001¿¿¿¿{"start":{"line":69,"column":24},"end":{"line":69,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6395¿Identifier¿¿11001¿keys¿¿¿{"start":{"line":69,"column":24},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6396¿Identifier¿¿11001¿i¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6397¿VariableDeclarator¿¿11001¿descriptor¿¿¿{"start":{"line":70,"column":18},"end":{"line":70,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6398¿CallExpression¿¿11001¿¿¿¿{"start":{"line":70,"column":31},"end":{"line":70,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
6399¿MemberExpression¿¿11001¿¿¿¿{"start":{"line":70,"column":31},"end":{"line":70,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6400¿Identifier¿¿11001¿Object¿¿¿{"start":{"line":70,"column":31},"end":{"line":70,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6401¿Identifier¿¿11001¿getOwnPropertyDescriptor¿¿¿{"start":{"line":70,"column":38},"end":{"line":70,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6402¿Identifier¿¿11001¿obj¿¿¿{"start":{"line":70,"column":63},"end":{"line":70,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6403¿Identifier¿¿11001¿key¿¿¿{"start":{"line":70,"column":68},"end":{"line":70,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6404¿VariableDeclarator¿¿11001¿v670¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6405¿MemberExpression¿¿11001¿¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6406¿Identifier¿¿11001¿descriptor¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6407¿Identifier¿¿11001¿get¿¿¿{"start":{"line":72,"column":28},"end":{"line":72,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6408¿VariableDeclarator¿¿11001¿v671¿¿¿{"start":{"line":73,"column":20},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6409¿MemberExpression¿¿11001¿¿¿¿{"start":{"line":73,"column":20},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6410¿Identifier¿¿11001¿descriptor¿¿¿{"start":{"line":73,"column":20},"end":{"line":73,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6411¿Identifier¿¿11001¿set¿¿¿{"start":{"line":73,"column":31},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6412¿VariableDeclarator¿¿11001¿v672¿¿¿{"start":{"line":72,"column":17},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6413¿LogicalExpression¿||¿11001¿¿¿¿{"start":{"line":72,"column":17},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿LogicalExpression
6414¿Identifier¿¿11001¿v670¿¿¿¿¿Identifier
6415¿Identifier¿¿11001¿v671¿¿¿¿¿Identifier
6416¿VariableDeclarator¿¿11001¿v673¿¿¿{"start":{"line":71,"column":16},"end":{"line":73,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6417¿LogicalExpression¿&&¿11001¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":73,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿LogicalExpression
6418¿Identifier¿¿11001¿descriptor¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6419¿Identifier¿¿11001¿v672¿¿¿¿¿Identifier
6420¿IfStatement¿¿11001¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":79,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
6421¿Identifier¿¿11001¿v673¿¿¿¿¿Identifier
6422¿VariableDeclarator¿¿11001¿v674¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6423¿CallExpression¿¿11001¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
6424¿MemberExpression¿¿11001¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6425¿Identifier¿¿11001¿Object¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6426¿Identifier¿¿11001¿defineProperty¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6427¿Identifier¿¿11001¿newObj¿¿¿{"start":{"line":75,"column":38},"end":{"line":75,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6428¿Identifier¿¿11001¿key¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6429¿Identifier¿¿11001¿descriptor¿¿¿{"start":{"line":75,"column":51},"end":{"line":75,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6430¿ExpressionStatement¿¿11001¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6431¿Identifier¿¿11001¿v674¿¿¿¿¿Identifier
6432¿BlockStatement¿¿11001¿¿¿¿{"start":{"line":73,"column":37},"end":{"line":76,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6433¿VariableDeclarator¿¿11001¿v675¿¿¿{"start":{"line":78,"column":44},"end":{"line":78,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6434¿MemberExpression¿computed¿11001¿¿¿¿{"start":{"line":78,"column":44},"end":{"line":78,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6435¿Identifier¿¿11001¿obj¿¿¿{"start":{"line":78,"column":44},"end":{"line":78,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6436¿Identifier¿¿11001¿key¿¿¿{"start":{"line":78,"column":48},"end":{"line":78,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6437¿VariableDeclarator¿¿11001¿v676¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6438¿CallExpression¿¿11001¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
6439¿MemberExpression¿¿11001¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6440¿Identifier¿¿11001¿exports¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6441¿Identifier¿¿11001¿clone¿¿¿{"start":{"line":78,"column":38},"end":{"line":78,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6442¿Identifier¿¿11001¿v675¿¿¿¿¿Identifier
6443¿Identifier¿¿11001¿seen¿¿¿{"start":{"line":78,"column":54},"end":{"line":78,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6444¿ExpressionStatement¿¿11001¿¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6445¿AssignmentExpression¿=¿11001¿¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
6446¿MemberExpression¿computed¿11001¿¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
