Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3216¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":597,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Program
3342¿ExpressionStatement¿¿5533¿¿¿¿{"start":{"line":32,"column":25},"end":{"line":32,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3343¿AssignmentExpression¿=¿5533¿¿¿¿{"start":{"line":32,"column":25},"end":{"line":32,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3344¿Identifier¿¿5533¿v274¿¿¿¿¿Identifier
3345¿Literal¿number¿5533¿¿0¿¿{"start":{"line":32,"column":61},"end":{"line":32,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3346¿BlockStatement¿¿5533¿¿¿¿¿¿BlockStatement
3347¿ExpressionStatement¿¿5533¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3348¿AssignmentExpression¿=¿5533¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3349¿MemberExpression¿¿5533¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3350¿Identifier¿¿5533¿item¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3351¿Identifier¿¿5533¿count¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3352¿Identifier¿¿5533¿v274¿¿¿¿¿Identifier
3353¿BlockStatement¿¿5533¿¿¿¿{"start":{"line":30,"column":38},"end":{"line":33,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
3354¿VariableDeclarator¿¿5531¿v276¿¿¿{"start":{"line":30,"column":8},"end":{"line":33,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3355¿CallExpression¿¿5531¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":33,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3356¿MemberExpression¿¿5531¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3357¿Identifier¿¿5531¿_¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3358¿Identifier¿¿5531¿each¿¿¿{"start":{"line":30,"column":10},"end":{"line":30,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3359¿Identifier¿¿5531¿_items¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3360¿Identifier¿¿5531¿v275¿¿¿¿¿Identifier
3361¿ExpressionStatement¿¿5531¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":33,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3362¿Identifier¿¿5531¿v276¿¿¿¿¿Identifier
3363¿VariableDeclarator¿¿5531¿sortedItems¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3364¿CallExpression¿¿5531¿¿¿¿{"start":{"line":35,"column":26},"end":{"line":35,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3365¿MemberExpression¿¿5531¿¿¿¿{"start":{"line":35,"column":26},"end":{"line":35,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3366¿Identifier¿¿5531¿_¿¿¿{"start":{"line":35,"column":26},"end":{"line":35,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3367¿Identifier¿¿5531¿sortBy¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3368¿Identifier¿¿5531¿_items¿¿¿{"start":{"line":35,"column":35},"end":{"line":35,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3369¿Literal¿string¿5531¿¿'count'¿¿{"start":{"line":35,"column":43},"end":{"line":35,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3370¿VariableDeclarator¿¿5531¿v279¿¿¿{"start":{"line":37,"column":28},"end":{"line":39,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3371¿FunctionExpression¿¿5531¿anon¿¿¿{"start":{"line":37,"column":28},"end":{"line":39,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
3372¿Identifier¿¿0¿item¿¿¿{"start":{"line":37,"column":37},"end":{"line":37,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3373¿VariableDeclarator¿¿5536¿v277¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3374¿MemberExpression¿¿5536¿¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3375¿Identifier¿¿5536¿item¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3376¿Identifier¿¿5536¿count¿¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3377¿VariableDeclarator¿¿5536¿v278¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3378¿UnaryExpression¿delete¿5536¿¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿UnaryExpression
3379¿Identifier¿¿5536¿v277¿¿¿¿¿Identifier
3380¿ExpressionStatement¿¿5536¿¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3381¿Identifier¿¿5536¿v278¿¿¿¿¿Identifier
3382¿BlockStatement¿¿5536¿¿¿¿{"start":{"line":37,"column":43},"end":{"line":39,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
3383¿VariableDeclarator¿¿5531¿v280¿¿¿{"start":{"line":37,"column":8},"end":{"line":39,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3384¿CallExpression¿¿5531¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":39,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3385¿MemberExpression¿¿5531¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3386¿Identifier¿¿5531¿_¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3387¿Identifier¿¿5531¿each¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3388¿Identifier¿¿5531¿sortedItems¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3389¿Identifier¿¿5531¿v279¿¿¿¿¿Identifier
3390¿ExpressionStatement¿¿5531¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":39,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3391¿Identifier¿¿5531¿v280¿¿¿¿¿Identifier
3392¿VariableDeclarator¿¿5531¿v281¿¿¿{"start":{"line":41,"column":33},"end":{"line":43,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3393¿ObjectExpression¿¿5531¿¿¿¿{"start":{"line":41,"column":33},"end":{"line":43,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ObjectExpression
3394¿Property¿¿5531¿¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3395¿Identifier¿¿5531¿items¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3396¿Identifier¿¿5531¿sortedItems¿¿¿{"start":{"line":42,"column":19},"end":{"line":42,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3397¿VariableDeclarator¿¿5531¿ret¿¿¿{"start":{"line":41,"column":12},"end":{"line":43,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3398¿CallExpression¿¿5531¿¿¿¿{"start":{"line":41,"column":18},"end":{"line":43,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3399¿MemberExpression¿¿5531¿¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3400¿Identifier¿¿5531¿JSON¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3401¿Identifier¿¿5531¿stringify¿¿¿{"start":{"line":41,"column":23},"end":{"line":41,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3402¿Identifier¿¿5531¿v281¿¿¿¿¿Identifier
3403¿VariableDeclarator¿¿5531¿v282¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3404¿CallExpression¿¿5531¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3405¿MemberExpression¿¿5531¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3406¿Identifier¿¿5531¿console¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3407¿Identifier¿¿5531¿log¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3408¿Identifier¿¿5531¿ret¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3409¿ExpressionStatement¿¿5531¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3410¿Identifier¿¿5531¿v282¿¿¿¿¿Identifier
3411¿ReturnStatement¿¿5531¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ReturnStatement
3412¿Identifier¿¿5531¿ret¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3413¿BlockStatement¿¿5531¿¿¿¿{"start":{"line":25,"column":30},"end":{"line":47,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
3414¿VariableDeclarator¿¿5524¿v283¿¿¿{"start":{"line":53,"column":17},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3415¿FunctionExpression¿¿5524¿anon¿¿¿{"start":{"line":53,"column":17},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
3416¿Identifier¿¿0¿name¿¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3417¿ExpressionStatement¿¿5538¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3418¿AssignmentExpression¿=¿5538¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3419¿Identifier¿¿5538¿_name¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3420¿Identifier¿¿5538¿name¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3421¿BlockStatement¿¿5538¿¿¿¿{"start":{"line":53,"column":32},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
3422¿VariableDeclarator¿¿5524¿v284¿¿¿{"start":{"line":60,"column":17},"end":{"line":62,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3423¿FunctionExpression¿¿5524¿anon¿¿¿{"start":{"line":60,"column":17},"end":{"line":62,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
3424¿ReturnStatement¿¿5540¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ReturnStatement
3425¿Identifier¿¿5540¿_name¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3426¿BlockStatement¿¿5540¿¿¿¿{"start":{"line":60,"column":28},"end":{"line":62,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
3427¿VariableDeclarator¿¿5524¿v291¿¿¿{"start":{"line":82,"column":14},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3428¿FunctionExpression¿¿5524¿anon¿¿¿{"start":{"line":82,"column":14},"end":{"line":91,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
3429¿Identifier¿¿0¿title¿¿¿{"start":{"line":82,"column":23},"end":{"line":82,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3430¿Identifier¿¿0¿subtitle¿¿¿{"start":{"line":82,"column":30},"end":{"line":82,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3431¿VariableDeclarator¿¿5542¿v285¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3432¿CallExpression¿¿5542¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3433¿Identifier¿¿5542¿clearItems¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3434¿ExpressionStatement¿¿5542¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3435¿Identifier¿¿5542¿v285¿¿¿¿¿Identifier
3436¿VariableDeclarator¿¿5542¿v286¿¿¿{"start":{"line":87,"column":22},"end":{"line":87,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3437¿MemberExpression¿¿5542¿¿¿¿{"start":{"line":87,"column":22},"end":{"line":87,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3438¿Identifier¿¿5542¿ICONS¿¿¿{"start":{"line":87,"column":22},"end":{"line":87,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3439¿Identifier¿¿5542¿INFO¿¿¿{"start":{"line":87,"column":28},"end":{"line":87,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3440¿VariableDeclarator¿¿5542¿v287¿¿¿{"start":{"line":84,"column":29},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3441¿ObjectExpression¿¿5542¿¿¿¿{"start":{"line":84,"column":29},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ObjectExpression
3442¿Property¿¿5542¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3443¿Identifier¿¿5542¿title¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3444¿Identifier¿¿5542¿title¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3445¿Property¿¿5542¿¿¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
3446¿Identifier¿¿5542¿subtitle¿¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3447¿Identifier¿¿5542¿subtitle¿¿¿{"start":{"line":86,"column":26},"end":{"line":86,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3448¿Property¿¿5542¿¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Property
