Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
684¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":98,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Program
1310¿PDG_OBJECT¿¿0¿1213.v103-o209¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿0¿1213.sources.length-o210¿¿¿¿¿PDG_OBJECT
1312¿PDG_OBJECT¿¿0¿1213.v106-o211¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1213.v108-o212¿¿¿¿¿PDG_OBJECT
1314¿PDG_OBJECT¿¿0¿1213.v109-o213¿¿¿¿¿PDG_OBJECT
1315¿PDG_OBJECT¿¿0¿1213.v109.0-o214¿¿¿¿¿PDG_OBJECT
1316¿PDG_CALL¿¿1213¿1213.CALL->v109.concat-o215¿¿¿¿¿PDG_CALL
1317¿PDG_OBJECT¿¿0¿1213.v110-o216¿¿¿¿¿PDG_OBJECT
1318¿PDG_CALL¿¿1213¿1213.CALL->v107.apply-o217¿¿¿¿¿PDG_CALL
1319¿PDG_OBJECT¿¿0¿1213.v111-o218¿¿¿¿¿PDG_OBJECT
1320¿PDG_RETURN¿¿0¿1213.RET_OBJ-o219¿¿¿¿¿PDG_RETURN
1321¿PDG_OBJECT¿¿0¿1213._lodashLangCloneDeep2.'default'-o220¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1213.sources.0-o221¿¿¿¿¿PDG_OBJECT
1323¿PDG_CALL¿¿1213¿1213.CALL->undefined-o222¿¿¿¿¿PDG_CALL
1324¿PDG_OBJECT¿¿0¿1213.v114-o223¿¿¿¿¿PDG_OBJECT
1325¿PDG_RETURN¿¿0¿1213.RET_OBJ-o224¿¿¿¿¿PDG_RETURN
1326¿PDG_CALL¿¿1213¿1213.CALL->undefined-o225¿¿¿¿¿PDG_CALL
1327¿PDG_OBJECT¿¿0¿1213.v117-o226¿¿¿¿¿PDG_OBJECT
1328¿PDG_CALL¿¿1213¿1213.CALL->undefined-o227¿¿¿¿¿PDG_CALL
1329¿PDG_OBJECT¿¿0¿1213.v121-o228¿¿¿¿¿PDG_OBJECT
1330¿PDG_RETURN¿¿0¿1213.RET_OBJ-o229¿¿¿¿¿PDG_RETURN
1331¿PDG_OBJECT¿¿0¿1221.this-o230¿¿¿¿¿PDG_OBJECT
1332¿PDG_OBJECT¿¿0¿1221.sourceValue-o231¿¿¿¿¿PDG_OBJECT
1333¿PDG_OBJECT¿¿0¿1221.key-o232¿¿¿¿¿PDG_OBJECT
1334¿PDG_OBJECT¿¿0¿1213.iteratee-o233¿¿¿¿¿PDG_OBJECT
1335¿PDG_OBJECT¿¿0¿1213.loop-o234¿¿¿¿¿PDG_OBJECT
1336¿PDG_OBJECT¿¿0¿1213.opts.chain-o235¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1213._lodashObjectForIn2.'default'-o236¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1213._lodashObjectForOwn2.'default'-o237¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1227.this-o238¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1227.obj-o239¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1213.v137-o240¿¿¿¿¿PDG_OBJECT
1342¿PDG_CALL¿¿1213¿1213.CALL->sources.forEach-o241¿¿¿¿¿PDG_CALL
1343¿PDG_OBJECT¿¿0¿1213.v138-o242¿¿¿¿¿PDG_OBJECT
1344¿PDG_RETURN¿¿0¿1213.RET_OBJ-o243¿¿¿¿¿PDG_RETURN
1345¿PDG_OBJECT¿¿0¿1221.sourceValue-o244¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1221.key-o245¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1227.obj-o246¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1221.sourceValue-o247¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1221.key-o248¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1227.obj-o249¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1221.target.*-o250¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1221.opts.filter-o251¿¿¿¿¿PDG_OBJECT
1353¿PDG_CALL¿¿1221¿1221.CALL->opts.filter-o252¿¿¿¿¿PDG_CALL
1354¿PDG_OBJECT¿¿0¿1221.v125-o253¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1221.v127-o254¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1221.result-o255¿¿¿¿¿PDG_OBJECT
1357¿PDG_OBJECT¿¿0¿1221.opts.deep-o256¿¿¿¿¿PDG_OBJECT
1358¿PDG_CALL¿¿1221¿1221.CALL->opts._innerMixer-o257¿¿¿¿¿PDG_CALL
1359¿PDG_OBJECT¿¿0¿1221.v129-o258¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1221.opts.transform-o259¿¿¿¿¿PDG_OBJECT
1361¿PDG_CALL¿¿1221¿1221.CALL->opts.transform-o260¿¿¿¿¿PDG_CALL
1362¿PDG_OBJECT¿¿0¿1221.v131-o261¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1221.v132-o262¿¿¿¿¿PDG_OBJECT
1364¿PDG_OBJECT¿¿0¿1221.target-o263¿¿¿¿¿PDG_OBJECT
1365¿PDG_OBJECT¿¿0¿1221.target.*-o264¿¿¿¿¿PDG_OBJECT
1366¿PDG_CALL¿¿1227¿1227.CALL->loop-o265¿¿¿¿¿PDG_CALL
1367¿PDG_OBJECT¿¿0¿1227.v136-o266¿¿¿¿¿PDG_OBJECT
