Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
781¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":104,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Program
1331¿Identifier¿¿1373¿port¿¿¿{"start":{"line":100,"column":52},"end":{"line":100,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1332¿VariableDeclarator¿¿1373¿v158¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1333¿CallExpression¿¿1373¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1334¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1335¿Identifier¿¿1373¿v155¿¿¿¿¿Identifier
1336¿Identifier¿¿1373¿listen¿¿¿{"start":{"line":100,"column":31},"end":{"line":100,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1337¿Identifier¿¿1373¿v157¿¿¿¿¿Identifier
1338¿ExpressionStatement¿¿1373¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1339¿Identifier¿¿1373¿v158¿¿¿¿¿Identifier
1340¿VariableDeclarator¿¿1373¿v159¿¿¿{"start":{"line":101,"column":37},"end":{"line":101,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1341¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":101,"column":37},"end":{"line":101,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1342¿Identifier¿¿1373¿conf¿¿¿{"start":{"line":101,"column":37},"end":{"line":101,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1343¿Identifier¿¿1373¿constant¿¿¿{"start":{"line":101,"column":42},"end":{"line":101,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1344¿VariableDeclarator¿¿1373¿v160¿¿¿{"start":{"line":101,"column":37},"end":{"line":101,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1345¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":101,"column":37},"end":{"line":101,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1346¿Identifier¿¿1373¿v159¿¿¿¿¿Identifier
1347¿Identifier¿¿1373¿port¿¿¿{"start":{"line":101,"column":51},"end":{"line":101,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1348¿VariableDeclarator¿¿1373¿v161¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1349¿BinaryExpression¿+¿1373¿¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BinaryExpression
1350¿Literal¿string¿1373¿¿'server running at '¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
1351¿Identifier¿¿1373¿v160¿¿¿¿¿Identifier
1352¿VariableDeclarator¿¿1373¿v162¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1353¿CallExpression¿¿1373¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1354¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1355¿Identifier¿¿1373¿console¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1356¿Identifier¿¿1373¿log¿¿¿{"start":{"line":101,"column":10},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1357¿Identifier¿¿1373¿v161¿¿¿¿¿Identifier
1358¿ExpressionStatement¿¿1373¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1359¿Identifier¿¿1373¿v162¿¿¿¿¿Identifier
1360¿BlockStatement¿¿1373¿¿¿¿{"start":{"line":19,"column":23},"end":{"line":102,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1361¿ExpressionStatement¿¿1367¿¿¿¿{"start":{"line":104,"column":0},"end":{"line":104,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1362¿AssignmentExpression¿=¿1367¿¿¿¿{"start":{"line":104,"column":0},"end":{"line":104,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿AssignmentExpression
1363¿MemberExpression¿¿1367¿¿¿¿{"start":{"line":104,"column":0},"end":{"line":104,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1364¿Identifier¿¿1367¿exports¿¿¿{"start":{"line":104,"column":0},"end":{"line":104,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1365¿Identifier¿¿1367¿start¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1366¿Identifier¿¿1367¿start¿¿¿{"start":{"line":104,"column":16},"end":{"line":104,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1367¿CFG_F_START¿¿1367¿__main__¿¿¿¿¿CFG_F_START
1368¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1369¿CFG_F_START¿¿1369¿811_anon¿¿¿¿¿CFG_F_START
1370¿CFG_F_END¿¿0¿811_anon¿¿¿¿¿CFG_F_END
1371¿CFG_F_START¿¿1371¿842_anon¿¿¿¿¿CFG_F_START
1372¿CFG_F_END¿¿0¿842_anon¿¿¿¿¿CFG_F_END
1373¿CFG_F_START¿¿1373¿888_anon¿¿¿¿¿CFG_F_START
1374¿CFG_F_END¿¿0¿888_anon¿¿¿¿¿CFG_F_END
1375¿CFG_IF_END¿¿0¿898¿¿¿¿¿CFG_IF_END
1376¿CFG_F_START¿¿1376¿908_anon¿¿¿¿¿CFG_F_START
1377¿CFG_F_END¿¿0¿908_anon¿¿¿¿¿CFG_F_END
1378¿CFG_IF_END¿¿0¿921¿¿¿¿¿CFG_IF_END
1379¿CFG_IF_END¿¿0¿954¿¿¿¿¿CFG_IF_END
1380¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1381¿CFG_IF_END¿¿0¿1018¿¿¿¿¿CFG_IF_END
1382¿CFG_F_START¿¿1382¿1029_anon¿¿¿¿¿CFG_F_START
1383¿CFG_F_END¿¿0¿1029_anon¿¿¿¿¿CFG_F_END
1384¿CFG_F_START¿¿1384¿1043_anon¿¿¿¿¿CFG_F_START
1385¿CFG_F_END¿¿0¿1043_anon¿¿¿¿¿CFG_F_END
1386¿CFG_IF_END¿¿0¿1046¿¿¿¿¿CFG_IF_END
1387¿CFG_F_START¿¿1387¿1077_anon¿¿¿¿¿CFG_F_START
1388¿CFG_F_END¿¿0¿1077_anon¿¿¿¿¿CFG_F_END
1389¿CFG_IF_END¿¿0¿1085¿¿¿¿¿CFG_IF_END
1390¿CFG_IF_END¿¿0¿1189¿¿¿¿¿CFG_IF_END
1391¿CFG_IF_END¿¿0¿1149¿¿¿¿¿CFG_IF_END
1392¿CFG_IF_END¿¿0¿1100¿¿¿¿¿CFG_IF_END
1393¿CFG_F_START¿¿1393¿1244_anon¿¿¿¿¿CFG_F_START
1394¿CFG_F_END¿¿0¿1244_anon¿¿¿¿¿CFG_F_END
1395¿CFG_F_START¿¿1395¿1258_anon¿¿¿¿¿CFG_F_START
1396¿CFG_F_END¿¿0¿1258_anon¿¿¿¿¿CFG_F_END
1397¿CFG_IF_END¿¿0¿1261¿¿¿¿¿CFG_IF_END
1398¿CFG_IF_END¿¿0¿1249¿¿¿¿¿CFG_IF_END
1399¿CFG_IF_END¿¿0¿1079¿¿¿¿¿CFG_IF_END
1400¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1401¿PDG_CALL¿¿1367¿1367.CALL->require-o151¿¿¿¿¿PDG_CALL
1402¿PDG_OBJECT¿¿0¿1367.http-o152¿¿¿¿¿PDG_OBJECT
1403¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1404¿PDG_CALL¿¿1367¿1367.CALL->require-o153¿¿¿¿¿PDG_CALL
1405¿PDG_OBJECT¿¿0¿1367.fs-o154¿¿¿¿¿PDG_OBJECT
1406¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1407¿PDG_CALL¿¿1367¿1367.CALL->require-o155¿¿¿¿¿PDG_CALL
1408¿PDG_OBJECT¿¿0¿1367.v82-o156¿¿¿¿¿PDG_OBJECT
1409¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1410¿PDG_OBJECT¿¿0¿1367.v82.contentType-o157¿¿¿¿¿PDG_OBJECT
1411¿PDG_CALL¿¿1367¿1367.CALL->require-o158¿¿¿¿¿PDG_CALL
1412¿PDG_OBJECT¿¿0¿1367.v83-o159¿¿¿¿¿PDG_OBJECT
1413¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1414¿PDG_OBJECT¿¿0¿1367.v83.response-o160¿¿¿¿¿PDG_OBJECT
1415¿PDG_CALL¿¿1367¿1367.CALL->require-o161¿¿¿¿¿PDG_CALL
1416¿PDG_OBJECT¿¿0¿1367.conf-o162¿¿¿¿¿PDG_OBJECT
1417¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1418¿PDG_OBJECT¿¿0¿1369.this-o163¿¿¿¿¿PDG_OBJECT
1419¿PDG_OBJECT¿¿0¿1369.response-o164¿¿¿¿¿PDG_OBJECT
1420¿PDG_OBJECT¿¿0¿1369.head-o165¿¿¿¿¿PDG_OBJECT
1421¿PDG_OBJECT¿¿0¿1369.file-o166¿¿¿¿¿PDG_OBJECT
1422¿PDG_OBJECT¿¿0¿1367.responseTemp-o167¿¿¿¿¿PDG_OBJECT
1423¿PDG_OBJECT¿¿0¿1371.this-o168¿¿¿¿¿PDG_OBJECT
1424¿PDG_OBJECT¿¿0¿1371.response-o169¿¿¿¿¿PDG_OBJECT
1425¿PDG_OBJECT¿¿0¿1371.text-o170¿¿¿¿¿PDG_OBJECT
1426¿PDG_OBJECT¿¿0¿1367.error-o171¿¿¿¿¿PDG_OBJECT
1427¿PDG_OBJECT¿¿0¿1373.this-o172¿¿¿¿¿PDG_OBJECT
1428¿PDG_OBJECT¿¿0¿1373.config-o173¿¿¿¿¿PDG_OBJECT
1429¿PDG_OBJECT¿¿0¿1367.start-o174¿¿¿¿¿PDG_OBJECT
1430¿PDG_OBJECT¿¿0¿1367.exports-o175¿¿¿¿¿PDG_OBJECT
1431¿PDG_OBJECT¿¿0¿1367.exports.start-o176¿¿¿¿¿PDG_OBJECT
1432¿PDG_CALL¿¿1369¿1369.CALL->response.writeHead-o177¿¿¿¿¿PDG_CALL
1433¿PDG_OBJECT¿¿0¿1369.v84-o178¿¿¿¿¿PDG_OBJECT
1434¿PDG_CALL¿¿1369¿1369.CALL->response.write-o179¿¿¿¿¿PDG_CALL
1435¿PDG_OBJECT¿¿0¿1369.v85-o180¿¿¿¿¿PDG_OBJECT
1436¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1437¿PDG_CALL¿¿1369¿1369.CALL->response.end-o181¿¿¿¿¿PDG_CALL
1438¿PDG_OBJECT¿¿0¿1369.v86-o182¿¿¿¿¿PDG_OBJECT
1439¿PDG_OBJECT¿¿0¿1371.v87-o183¿¿¿¿¿PDG_OBJECT
1440¿PDG_CALL¿¿1371¿1371.CALL->response.writeHead-o184¿¿¿¿¿PDG_CALL
1441¿PDG_OBJECT¿¿0¿1371.v88-o185¿¿¿¿¿PDG_OBJECT
1442¿PDG_OBJECT¿¿0¿1371.v89-o186¿¿¿¿¿PDG_OBJECT
1443¿PDG_OBJECT¿¿0¿1371.v90-o187¿¿¿¿¿PDG_OBJECT
1444¿PDG_OBJECT¿¿0¿1371.v91-o188¿¿¿¿¿PDG_OBJECT
1445¿PDG_CALL¿¿1371¿1371.CALL->response.write-o189¿¿¿¿¿PDG_CALL
1446¿PDG_OBJECT¿¿0¿1371.v92-o190¿¿¿¿¿PDG_OBJECT
1447¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1448¿PDG_CALL¿¿1371¿1371.CALL->response.end-o191¿¿¿¿¿PDG_CALL
1449¿PDG_OBJECT¿¿0¿1371.v93-o192¿¿¿¿¿PDG_OBJECT
1450¿PDG_OBJECT¿¿0¿1373.conf.constant-o193¿¿¿¿¿PDG_OBJECT
1451¿PDG_OBJECT¿¿0¿1373.v94.host-o194¿¿¿¿¿PDG_OBJECT
1452¿PDG_OBJECT¿¿0¿1373.conf-o195¿¿¿¿¿PDG_OBJECT
1453¿PDG_OBJECT¿¿0¿1373.conf.serv-o196¿¿¿¿¿PDG_OBJECT
1454¿PDG_OBJECT¿¿0¿1376.this-o197¿¿¿¿¿PDG_OBJECT
1455¿PDG_OBJECT¿¿0¿1376.request-o198¿¿¿¿¿PDG_OBJECT
1456¿PDG_OBJECT¿¿0¿1376.response-o199¿¿¿¿¿PDG_OBJECT
1457¿PDG_OBJECT¿¿0¿1373.onRequest-o200¿¿¿¿¿PDG_OBJECT
1458¿PDG_CALL¿¿1373¿1373.CALL->http.createServer-o201¿¿¿¿¿PDG_CALL
1459¿PDG_OBJECT¿¿0¿1373.v155-o202¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿0¿1373.conf.constant-o203¿¿¿¿¿PDG_OBJECT
1461¿PDG_OBJECT¿¿0¿1373.v156.port-o204¿¿¿¿¿PDG_OBJECT
1462¿PDG_CALL¿¿1373¿1373.CALL->v155.listen-o205¿¿¿¿¿PDG_CALL
1463¿PDG_OBJECT¿¿0¿1373.v158-o206¿¿¿¿¿PDG_OBJECT
1464¿PDG_OBJECT¿¿0¿1373.v161-o207¿¿¿¿¿PDG_OBJECT
1465¿PDG_CALL¿¿1373¿1373.CALL->console.log-o208¿¿¿¿¿PDG_CALL
1466¿PDG_OBJECT¿¿0¿1373.v162-o209¿¿¿¿¿PDG_OBJECT
1467¿PDG_OBJECT¿¿0¿1376.request.url-o210¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1376.v96-o211¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1376.key-o212¿¿¿¿¿PDG_OBJECT
1470¿PDG_OBJECT¿¿0¿1376.key-o213¿¿¿¿¿PDG_OBJECT
1471¿PDG_OBJECT¿¿0¿1376.request.headers-o214¿¿¿¿¿PDG_OBJECT
1472¿PDG_OBJECT¿¿0¿1376.v98.host-o215¿¿¿¿¿PDG_OBJECT
1473¿PDG_CALL¿¿1376¿1376.CALL->v99.indexOf-o216¿¿¿¿¿PDG_CALL
1474¿PDG_OBJECT¿¿0¿1376.v100-o217¿¿¿¿¿PDG_OBJECT
1475¿PDG_OBJECT¿¿0¿1376.v102-o218¿¿¿¿¿PDG_OBJECT
1476¿PDG_OBJECT¿¿0¿1376.v103.*-o219¿¿¿¿¿PDG_OBJECT
1477¿PDG_OBJECT¿¿0¿1376.host.frondend-o220¿¿¿¿¿PDG_OBJECT
1478¿PDG_CALL¿¿1376¿1376.CALL->v105.replace-o221¿¿¿¿¿PDG_CALL
1479¿PDG_OBJECT¿¿0¿1376.v106-o222¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿0¿1376.host.baseTemp-o223¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿0¿1376.nowTemp-o224¿¿¿¿¿PDG_OBJECT
1482¿PDG_CALL¿¿1376¿1376.CALL->header-o225¿¿¿¿¿PDG_CALL
1483¿PDG_OBJECT¿¿0¿1376.httpHead-o226¿¿¿¿¿PDG_OBJECT
1484¿PDG_OBJECT¿¿0¿1376.host.backend-o227¿¿¿¿¿PDG_OBJECT
1485¿PDG_CALL¿¿1376¿1376.CALL->conf.getApp-o228¿¿¿¿¿PDG_CALL
1486¿PDG_OBJECT¿¿0¿1376.v110-o229¿¿¿¿¿PDG_OBJECT
1487¿PDG_OBJECT¿¿0¿1376.conf-o230¿¿¿¿¿PDG_OBJECT
1488¿PDG_OBJECT¿¿0¿1376.conf.app-o231¿¿¿¿¿PDG_OBJECT
1489¿PDG_CALL¿¿1376¿1376.CALL->error-o232¿¿¿¿¿PDG_CALL
1490¿PDG_OBJECT¿¿0¿1376.v112-o233¿¿¿¿¿PDG_OBJECT
1491¿PDG_OBJECT¿¿0¿1382.this-o234¿¿¿¿¿PDG_OBJECT
1492¿PDG_OBJECT¿¿0¿1376.defaultTemp-o235¿¿¿¿¿PDG_OBJECT
1493¿PDG_OBJECT¿¿0¿1387.this-o236¿¿¿¿¿PDG_OBJECT
1494¿PDG_OBJECT¿¿0¿1387.res-o237¿¿¿¿¿PDG_OBJECT
1495¿PDG_OBJECT¿¿0¿1376.send-o238¿¿¿¿¿PDG_OBJECT
1496¿PDG_OBJECT¿¿0¿1376.v152.url-o239¿¿¿¿¿PDG_OBJECT
1497¿PDG_CALL¿¿1376¿1376.CALL->route-o240¿¿¿¿¿PDG_CALL
1498¿PDG_OBJECT¿¿0¿1376.v154-o241¿¿¿¿¿PDG_OBJECT
1499¿PDG_OBJECT¿¿0¿1382.v115-o242¿¿¿¿¿PDG_OBJECT
1500¿PDG_OBJECT¿¿0¿1384.this-o243¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿0¿1384.err-o244¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿0¿1384.file-o245¿¿¿¿¿PDG_OBJECT
1503¿PDG_OBJECT¿¿0¿1382.v118-o246¿¿¿¿¿PDG_OBJECT
1504¿PDG_CALL¿¿1382¿1382.CALL->fs.readFile-o247¿¿¿¿¿PDG_CALL
1505¿PDG_OBJECT¿¿0¿1382.v119-o248¿¿¿¿¿PDG_OBJECT
1506¿TAINT_SINK¿¿0¿readFile¿¿¿¿¿TAINT_SINK
1507¿PDG_CALL¿¿1384¿1384.CALL->error-o249¿¿¿¿¿PDG_CALL
1508¿PDG_OBJECT¿¿0¿1384.v116-o250¿¿¿¿¿PDG_OBJECT
1509¿PDG_CALL¿¿1384¿1384.CALL->responseTemp-o251¿¿¿¿¿PDG_CALL
1510¿PDG_OBJECT¿¿0¿1384.v117-o252¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿0¿1387.v120-o253¿¿¿¿¿PDG_OBJECT
1512¿PDG_CALL¿¿1387¿1387.CALL->error-o254¿¿¿¿¿PDG_CALL
1513¿PDG_OBJECT¿¿0¿1387.v121-o255¿¿¿¿¿PDG_OBJECT
1514¿PDG_OBJECT¿¿0¿1387.res.html-o256¿¿¿¿¿PDG_OBJECT
1515¿PDG_OBJECT¿¿0¿1387.res.status-o257¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿0¿1387.v124-o258¿¿¿¿¿PDG_OBJECT
1517¿PDG_CALL¿¿1387¿1387.CALL->response.writeHead-o259¿¿¿¿¿PDG_CALL
1518¿PDG_OBJECT¿¿0¿1387.v125-o260¿¿¿¿¿PDG_OBJECT
1519¿PDG_CALL¿¿1387¿1387.CALL->response.write-o261¿¿¿¿¿PDG_CALL
1520¿PDG_OBJECT¿¿0¿1387.v127-o262¿¿¿¿¿PDG_OBJECT
1521¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1522¿PDG_CALL¿¿1387¿1387.CALL->response.end-o263¿¿¿¿¿PDG_CALL
1523¿PDG_OBJECT¿¿0¿1387.v128-o264¿¿¿¿¿PDG_OBJECT
1524¿PDG_OBJECT¿¿0¿1387.v130-o265¿¿¿¿¿PDG_OBJECT
1525¿PDG_OBJECT¿¿0¿1387.res.url-o266¿¿¿¿¿PDG_OBJECT
1526¿PDG_OBJECT¿¿0¿1387.v133-o267¿¿¿¿¿PDG_OBJECT
1527¿PDG_CALL¿¿1387¿1387.CALL->response.writeHead-o268¿¿¿¿¿PDG_CALL
1528¿PDG_OBJECT¿¿0¿1387.v134-o269¿¿¿¿¿PDG_OBJECT
1529¿PDG_CALL¿¿1387¿1387.CALL->response.end-o270¿¿¿¿¿PDG_CALL
1530¿PDG_OBJECT¿¿0¿1387.v135-o271¿¿¿¿¿PDG_OBJECT
1531¿PDG_OBJECT¿¿0¿1387.res.data-o272¿¿¿¿¿PDG_OBJECT
1532¿PDG_OBJECT¿¿0¿1387.v138-o273¿¿¿¿¿PDG_OBJECT
1533¿PDG_CALL¿¿1387¿1387.CALL->response.writeHead-o274¿¿¿¿¿PDG_CALL
1534¿PDG_OBJECT¿¿0¿1387.v139-o275¿¿¿¿¿PDG_OBJECT
1535¿PDG_CALL¿¿1387¿1387.CALL->JSON.stringify-o276¿¿¿¿¿PDG_CALL
1536¿PDG_OBJECT¿¿0¿1387.v140-o277¿¿¿¿¿PDG_OBJECT
1537¿PDG_CALL¿¿1387¿1387.CALL->response.write-o278¿¿¿¿¿PDG_CALL
1538¿PDG_OBJECT¿¿0¿1387.v141-o279¿¿¿¿¿PDG_OBJECT
1539¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1540¿PDG_CALL¿¿1387¿1387.CALL->response.end-o280¿¿¿¿¿PDG_CALL
1541¿PDG_OBJECT¿¿0¿1387.v142-o281¿¿¿¿¿PDG_OBJECT
1542¿PDG_CALL¿¿1387¿1387.CALL->error-o282¿¿¿¿¿PDG_CALL
1543¿PDG_OBJECT¿¿0¿1387.v143-o283¿¿¿¿¿PDG_OBJECT
1544¿PDG_OBJECT¿¿0¿1393.this-o284¿¿¿¿¿PDG_OBJECT
1545¿PDG_OBJECT¿¿0¿1393.exists-o285¿¿¿¿¿PDG_OBJECT
1546¿PDG_OBJECT¿¿0¿1387.v150-o286¿¿¿¿¿PDG_OBJECT
1547¿PDG_CALL¿¿1387¿1387.CALL->fs.exists-o287¿¿¿¿¿PDG_CALL
1548¿PDG_OBJECT¿¿0¿1387.v151-o288¿¿¿¿¿PDG_OBJECT
1549¿PDG_CALL¿¿1393¿1393.CALL->defaultTemp-o289¿¿¿¿¿PDG_CALL
1550¿PDG_OBJECT¿¿0¿1393.v145-o290¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿0¿1395.this-o291¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿0¿1395.err-o292¿¿¿¿¿PDG_OBJECT
1553¿PDG_OBJECT¿¿0¿1395.file-o293¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1393.v148-o294¿¿¿¿¿PDG_OBJECT
1555¿PDG_CALL¿¿1393¿1393.CALL->fs.readFile-o295¿¿¿¿¿PDG_CALL
1556¿PDG_OBJECT¿¿0¿1393.v149-o296¿¿¿¿¿PDG_OBJECT
1557¿TAINT_SINK¿¿0¿readFile¿¿¿¿¿TAINT_SINK
1558¿PDG_CALL¿¿1395¿1395.CALL->defaultTemp-o297¿¿¿¿¿PDG_CALL
1559¿PDG_OBJECT¿¿0¿1395.v146-o298¿¿¿¿¿PDG_OBJECT
1560¿PDG_CALL¿¿1395¿1395.CALL->responseTemp-o299¿¿¿¿¿PDG_CALL
1561¿PDG_OBJECT¿¿0¿1395.v147-o300¿¿¿¿¿PDG_OBJECT
