Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
977¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":115,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Program
1532¿BinaryExpression¿+¿1712¿¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":99},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1533¿Identifier¿¿1712¿v229¿¿¿¿¿Identifier
1534¿Identifier¿¿1712¿v230¿¿¿¿¿Identifier
1535¿VariableDeclarator¿¿1712¿v232¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1536¿CallExpression¿¿1712¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1537¿MemberExpression¿¿1712¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1538¿Identifier¿¿1712¿console¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1539¿Identifier¿¿1712¿log¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1540¿Identifier¿¿1712¿v231¿¿¿¿¿Identifier
1541¿ExpressionStatement¿¿1712¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":101},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1542¿Identifier¿¿1712¿v232¿¿¿¿¿Identifier
1543¿BlockStatement¿¿1712¿¿¿¿{"start":{"line":81,"column":39},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BlockStatement
1544¿VariableDeclarator¿¿1707¿v234¿¿¿{"start":{"line":81,"column":8},"end":{"line":83,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1545¿CallExpression¿¿1707¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":83,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1546¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1547¿Identifier¿¿1707¿socket¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1548¿Identifier¿¿1707¿on¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1549¿Literal¿string¿1707¿¿'close'¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1550¿Identifier¿¿1707¿v233¿¿¿¿¿Identifier
1551¿ExpressionStatement¿¿1707¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":83,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1552¿Identifier¿¿1707¿v234¿¿¿¿¿Identifier
1553¿VariableDeclarator¿¿1707¿v242¿¿¿{"start":{"line":85,"column":27},"end":{"line":95,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1554¿FunctionExpression¿¿1707¿anon¿¿¿{"start":{"line":85,"column":27},"end":{"line":95,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿FunctionExpression
1555¿Identifier¿¿0¿error¿¿¿{"start":{"line":85,"column":36},"end":{"line":85,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1556¿VariableDeclarator¿¿1714¿errorMsg¿¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1557¿VariableDeclarator¿¿1714¿v235¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1558¿MemberExpression¿¿1714¿¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1559¿Identifier¿¿1714¿error¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1560¿Identifier¿¿1714¿code¿¿¿{"start":{"line":88,"column":22},"end":{"line":88,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1561¿VariableDeclarator¿¿1714¿v236¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1562¿BinaryExpression¿===¿1714¿¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1563¿Identifier¿¿1714¿v235¿¿¿¿¿Identifier
1564¿Literal¿string¿1714¿¿'EHOSTUNREACH'¿¿{"start":{"line":88,"column":31},"end":{"line":88,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1565¿VariableDeclarator¿¿1714¿v237¿¿¿{"start":{"line":88,"column":49},"end":{"line":88,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1566¿MemberExpression¿¿1714¿¿¿¿{"start":{"line":88,"column":49},"end":{"line":88,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1567¿Identifier¿¿1714¿error¿¿¿{"start":{"line":88,"column":49},"end":{"line":88,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1568¿Identifier¿¿1714¿code¿¿¿{"start":{"line":88,"column":55},"end":{"line":88,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1569¿VariableDeclarator¿¿1714¿v238¿¿¿{"start":{"line":88,"column":49},"end":{"line":88,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1570¿BinaryExpression¿===¿1714¿¿¿¿{"start":{"line":88,"column":49},"end":{"line":88,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1571¿Identifier¿¿1714¿v237¿¿¿¿¿Identifier
1572¿Literal¿string¿1714¿¿'ECONNREFUSED'¿¿{"start":{"line":88,"column":64},"end":{"line":88,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1573¿VariableDeclarator¿¿1714¿v239¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1574¿LogicalExpression¿||¿1714¿¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿LogicalExpression
1575¿Identifier¿¿1714¿v236¿¿¿¿¿Identifier
1576¿Identifier¿¿1714¿v238¿¿¿¿¿Identifier
1577¿IfStatement¿¿1714¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":92,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿IfStatement
1578¿Identifier¿¿1714¿v239¿¿¿¿¿Identifier
1579¿ExpressionStatement¿¿1714¿¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1580¿AssignmentExpression¿=¿1714¿¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":80},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿AssignmentExpression
1581¿Identifier¿¿1714¿errorMsg¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1582¿Literal¿string¿1714¿¿'Samsung Remote Client: Device is off or unreachable'¿¿{"start":{"line":89,"column":27},"end":{"line":89,"column":80},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1583¿BlockStatement¿¿1714¿¿¿¿{"start":{"line":88,"column":80},"end":{"line":90,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BlockStatement
1584¿VariableDeclarator¿¿1714¿v240¿¿¿{"start":{"line":91,"column":55},"end":{"line":91,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1585¿MemberExpression¿¿1714¿¿¿¿{"start":{"line":91,"column":55},"end":{"line":91,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1586¿Identifier¿¿1714¿error¿¿¿{"start":{"line":91,"column":55},"end":{"line":91,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1587¿Identifier¿¿1714¿code¿¿¿{"start":{"line":91,"column":61},"end":{"line":91,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1588¿ExpressionStatement¿¿1714¿¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1589¿AssignmentExpression¿=¿1714¿¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿AssignmentExpression
1590¿Identifier¿¿1714¿errorMsg¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1591¿BinaryExpression¿+¿1714¿¿¿¿{"start":{"line":91,"column":27},"end":{"line":91,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1592¿Literal¿string¿1714¿¿'Samsung Remote Client: '¿¿{"start":{"line":91,"column":27},"end":{"line":91,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1593¿Identifier¿¿1714¿v240¿¿¿¿¿Identifier
1594¿BlockStatement¿¿1714¿¿¿¿{"start":{"line":90,"column":19},"end":{"line":92,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BlockStatement
1595¿VariableDeclarator¿¿1714¿v241¿¿¿{"start":{"line":94,"column":12},"end":{"line":94,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1596¿CallExpression¿¿1714¿¿¿¿{"start":{"line":94,"column":12},"end":{"line":94,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1597¿Identifier¿¿1714¿done¿¿¿{"start":{"line":94,"column":12},"end":{"line":94,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1598¿Identifier¿¿1714¿errorMsg¿¿¿{"start":{"line":94,"column":17},"end":{"line":94,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1599¿ExpressionStatement¿¿1714¿¿¿¿{"start":{"line":94,"column":12},"end":{"line":94,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1600¿Identifier¿¿1714¿v241¿¿¿¿¿Identifier
1601¿BlockStatement¿¿1714¿¿¿¿{"start":{"line":85,"column":43},"end":{"line":95,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BlockStatement
1602¿VariableDeclarator¿¿1707¿v243¿¿¿{"start":{"line":85,"column":8},"end":{"line":95,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1603¿CallExpression¿¿1707¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":95,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1604¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1605¿Identifier¿¿1707¿socket¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1606¿Identifier¿¿1707¿on¿¿¿{"start":{"line":85,"column":15},"end":{"line":85,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1607¿Literal¿string¿1707¿¿'error'¿¿{"start":{"line":85,"column":18},"end":{"line":85,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1608¿Identifier¿¿1707¿v242¿¿¿¿¿Identifier
1609¿ExpressionStatement¿¿1707¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":95,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1610¿Identifier¿¿1707¿v243¿¿¿¿¿Identifier
1611¿VariableDeclarator¿¿1707¿v245¿¿¿{"start":{"line":97,"column":29},"end":{"line":99,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1612¿FunctionExpression¿¿1707¿anon¿¿¿{"start":{"line":97,"column":29},"end":{"line":99,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿FunctionExpression
1613¿VariableDeclarator¿¿1717¿v244¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1614¿CallExpression¿¿1717¿¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1615¿Identifier¿¿1717¿done¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1616¿Literal¿string¿1717¿¿'Timeout'¿¿{"start":{"line":98,"column":17},"end":{"line":98,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1617¿ExpressionStatement¿¿1717¿¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1618¿Identifier¿¿1717¿v244¿¿¿¿¿Identifier
1619¿BlockStatement¿¿1717¿¿¿¿{"start":{"line":97,"column":40},"end":{"line":99,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BlockStatement
1620¿VariableDeclarator¿¿1707¿v246¿¿¿{"start":{"line":97,"column":8},"end":{"line":99,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1621¿CallExpression¿¿1707¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":99,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1622¿MemberExpression¿¿1707¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1623¿Identifier¿¿1707¿socket¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1624¿Identifier¿¿1707¿on¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1625¿Literal¿string¿1707¿¿'timeout'¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1626¿Identifier¿¿1707¿v245¿¿¿¿¿Identifier
1627¿ExpressionStatement¿¿1707¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":99,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1628¿Identifier¿¿1707¿v246¿¿¿¿¿Identifier
1629¿BlockStatement¿¿1707¿¿¿¿{"start":{"line":66,"column":40},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BlockStatement
1630¿ExpressionStatement¿¿1700¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":100,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1631¿AssignmentExpression¿=¿1700¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿AssignmentExpression
1632¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1633¿ThisExpression¿¿1700¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ThisExpression
1634¿Identifier¿¿1700¿send¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1635¿Identifier¿¿1700¿v247¿¿¿¿¿Identifier
1636¿VariableDeclarator¿¿1700¿v254¿¿¿{"start":{"line":102,"column":4},"end":{"line":110,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1637¿FunctionExpression¿¿1700¿anon¿¿¿{"start":{"line":102,"column":19},"end":{"line":110,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿FunctionExpression
1638¿Identifier¿¿0¿done¿¿¿{"start":{"line":102,"column":28},"end":{"line":102,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1639¿VariableDeclarator¿¿1719¿v248¿¿¿{"start":{"line":103,"column":35},"end":{"line":103,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1640¿MemberExpression¿¿1719¿¿¿¿{"start":{"line":103,"column":35},"end":{"line":103,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1641¿Identifier¿¿1719¿config¿¿¿{"start":{"line":103,"column":35},"end":{"line":103,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1642¿Identifier¿¿1719¿ip¿¿¿{"start":{"line":103,"column":42},"end":{"line":103,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1643¿VariableDeclarator¿¿1719¿v249¿¿¿{"start":{"line":103,"column":20},"end":{"line":103,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1644¿BinaryExpression¿+¿1719¿¿¿¿{"start":{"line":103,"column":20},"end":{"line":103,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1645¿Literal¿string¿1719¿¿'ping -c 1 '¿¿{"start":{"line":103,"column":20},"end":{"line":103,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1646¿Identifier¿¿1719¿v248¿¿¿¿¿Identifier
1647¿VariableDeclarator¿¿1719¿v252¿¿¿{"start":{"line":103,"column":46},"end":{"line":109,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1648¿FunctionExpression¿¿1719¿anon¿¿¿{"start":{"line":103,"column":46},"end":{"line":109,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿FunctionExpression
1649¿Identifier¿¿0¿error¿¿¿{"start":{"line":103,"column":56},"end":{"line":103,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1650¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":103,"column":63},"end":{"line":103,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1651¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":103,"column":71},"end":{"line":103,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1652¿IfStatement¿¿1721¿¿¿¿{"start":{"line":104,"column":12},"end":{"line":108,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿IfStatement
1653¿Identifier¿¿1721¿error¿¿¿{"start":{"line":104,"column":16},"end":{"line":104,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1654¿VariableDeclarator¿¿1721¿v250¿¿¿{"start":{"line":105,"column":16},"end":{"line":105,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1655¿CallExpression¿¿1721¿¿¿¿{"start":{"line":105,"column":16},"end":{"line":105,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1656¿Identifier¿¿1721¿done¿¿¿{"start":{"line":105,"column":16},"end":{"line":105,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1657¿Literal¿number¿1721¿¿1¿¿{"start":{"line":105,"column":21},"end":{"line":105,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1658¿ExpressionStatement¿¿1721¿¿¿¿{"start":{"line":105,"column":16},"end":{"line":105,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1659¿Identifier¿¿1721¿v250¿¿¿¿¿Identifier
1660¿BlockStatement¿¿1721¿¿¿¿{"start":{"line":104,"column":23},"end":{"line":106,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BlockStatement
1661¿VariableDeclarator¿¿1721¿v251¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1662¿CallExpression¿¿1721¿¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1663¿Identifier¿¿1721¿done¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1664¿Literal¿number¿1721¿¿0¿¿{"start":{"line":107,"column":21},"end":{"line":107,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1665¿ExpressionStatement¿¿1721¿¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿ExpressionStatement
1666¿Identifier¿¿1721¿v251¿¿¿¿¿Identifier
1667¿BlockStatement¿¿1721¿¿¿¿{"start":{"line":106,"column":19},"end":{"line":108,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BlockStatement
