Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
18915¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":2319,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Program
19066¿BinaryExpression¿===¿33417¿¿¿¿{"start":{"line":24,"column":11},"end":{"line":24,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BinaryExpression
19067¿Identifier¿¿33417¿v1907¿¿¿¿¿Identifier
19068¿Literal¿string¿33417¿¿'[object Object]'¿¿{"start":{"line":24,"column":56},"end":{"line":24,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
19069¿ReturnStatement¿¿33417¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ReturnStatement
19070¿Identifier¿¿33417¿v1908¿¿¿¿¿Identifier
19071¿BlockStatement¿¿33417¿¿¿¿{"start":{"line":23,"column":35},"end":{"line":25,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BlockStatement
19072¿VariableDeclarator¿¿33411¿extend¿¿¿{"start":{"line":28,"column":2},"end":{"line":43,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19073¿FunctionExpression¿¿33411¿anon¿¿¿{"start":{"line":28,"column":2},"end":{"line":43,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿FunctionExpression
19074¿Identifier¿¿0¿target¿¿¿{"start":{"line":28,"column":18},"end":{"line":28,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19075¿Identifier¿¿0¿source¿¿¿{"start":{"line":28,"column":26},"end":{"line":28,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19076¿VariableDeclarator¿¿33419¿key¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19077¿ForInStatement¿¿33419¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":42,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ForInStatement
19078¿Identifier¿¿33419¿key¿¿¿{"start":{"line":30,"column":9},"end":{"line":30,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19079¿Identifier¿¿33419¿source¿¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19080¿VariableDeclarator¿¿33419¿v1909¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19081¿MemberExpression¿computed¿33419¿¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
19082¿Identifier¿¿33419¿source¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19083¿Identifier¿¿33419¿key¿¿¿{"start":{"line":31,"column":31},"end":{"line":31,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19084¿VariableDeclarator¿¿33419¿v1910¿¿¿{"start":{"line":31,"column":10},"end":{"line":31,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19085¿CallExpression¿¿33419¿¿¿¿{"start":{"line":31,"column":10},"end":{"line":31,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿CallExpression
19086¿Identifier¿¿33419¿isPlainObject¿¿¿{"start":{"line":31,"column":10},"end":{"line":31,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19087¿Identifier¿¿33419¿v1909¿¿¿¿¿Identifier
19088¿VariableDeclarator¿¿33419¿v1911¿¿¿{"start":{"line":31,"column":48},"end":{"line":31,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19089¿MemberExpression¿computed¿33419¿¿¿¿{"start":{"line":31,"column":48},"end":{"line":31,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
19090¿Identifier¿¿33419¿source¿¿¿{"start":{"line":31,"column":48},"end":{"line":31,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19091¿Identifier¿¿33419¿key¿¿¿{"start":{"line":31,"column":55},"end":{"line":31,"column":58},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19092¿VariableDeclarator¿¿33419¿v1912¿¿¿{"start":{"line":31,"column":40},"end":{"line":31,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19093¿CallExpression¿¿33419¿¿¿¿{"start":{"line":31,"column":40},"end":{"line":31,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿CallExpression
19094¿Identifier¿¿33419¿isArray¿¿¿{"start":{"line":31,"column":40},"end":{"line":31,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19095¿Identifier¿¿33419¿v1911¿¿¿¿¿Identifier
19096¿VariableDeclarator¿¿33419¿v1913¿¿¿{"start":{"line":31,"column":10},"end":{"line":31,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19097¿LogicalExpression¿||¿33419¿¿¿¿{"start":{"line":31,"column":10},"end":{"line":31,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿LogicalExpression
19098¿Identifier¿¿33419¿v1910¿¿¿¿¿Identifier
19099¿Identifier¿¿33419¿v1912¿¿¿¿¿Identifier
19100¿IfStatement¿¿33419¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿IfStatement
19101¿Identifier¿¿33419¿v1913¿¿¿¿¿Identifier
19102¿VariableDeclarator¿¿33419¿v1914¿¿¿{"start":{"line":32,"column":26},"end":{"line":32,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19103¿MemberExpression¿computed¿33419¿¿¿¿{"start":{"line":32,"column":26},"end":{"line":32,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
19104¿Identifier¿¿33419¿source¿¿¿{"start":{"line":32,"column":26},"end":{"line":32,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19105¿Identifier¿¿33419¿key¿¿¿{"start":{"line":32,"column":33},"end":{"line":32,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19106¿VariableDeclarator¿¿33419¿v1915¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19107¿CallExpression¿¿33419¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿CallExpression
19108¿Identifier¿¿33419¿isPlainObject¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19109¿Identifier¿¿33419¿v1914¿¿¿¿¿Identifier
19110¿VariableDeclarator¿¿33419¿v1916¿¿¿{"start":{"line":32,"column":57},"end":{"line":32,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19111¿MemberExpression¿computed¿33419¿¿¿¿{"start":{"line":32,"column":57},"end":{"line":32,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
19112¿Identifier¿¿33419¿target¿¿¿{"start":{"line":32,"column":57},"end":{"line":32,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19113¿Identifier¿¿33419¿key¿¿¿{"start":{"line":32,"column":64},"end":{"line":32,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19114¿VariableDeclarator¿¿33419¿v1917¿¿¿{"start":{"line":32,"column":43},"end":{"line":32,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19115¿CallExpression¿¿33419¿¿¿¿{"start":{"line":32,"column":43},"end":{"line":32,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿CallExpression
19116¿Identifier¿¿33419¿isPlainObject¿¿¿{"start":{"line":32,"column":43},"end":{"line":32,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19117¿Identifier¿¿33419¿v1916¿¿¿¿¿Identifier
19118¿VariableDeclarator¿¿33419¿v1918¿¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19119¿UnaryExpression¿!¿33419¿¿¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿UnaryExpression
19120¿Identifier¿¿33419¿v1917¿¿¿¿¿Identifier
19121¿VariableDeclarator¿¿33419¿v1919¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19122¿LogicalExpression¿&&¿33419¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿LogicalExpression
19123¿Identifier¿¿33419¿v1915¿¿¿¿¿Identifier
19124¿Identifier¿¿33419¿v1918¿¿¿¿¿Identifier
19125¿IfStatement¿¿33419¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":34,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿IfStatement
19126¿Identifier¿¿33419¿v1919¿¿¿¿¿Identifier
19127¿VariableDeclarator¿¿33419¿v1920¿¿¿{"start":{"line":33,"column":24},"end":{"line":33,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19128¿ObjectExpression¿¿33419¿¿¿¿¿¿ObjectExpression
19129¿ExpressionStatement¿¿33419¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
19130¿AssignmentExpression¿=¿33419¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
19131¿MemberExpression¿computed¿33419¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
19132¿Identifier¿¿33419¿target¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19133¿Identifier¿¿33419¿key¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19134¿Identifier¿¿33419¿v1920¿¿¿¿¿Identifier
19135¿BlockStatement¿¿33419¿¿¿¿{"start":{"line":32,"column":71},"end":{"line":34,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BlockStatement
19136¿VariableDeclarator¿¿33419¿v1921¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19137¿MemberExpression¿computed¿33419¿¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
19138¿Identifier¿¿33419¿source¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19139¿Identifier¿¿33419¿key¿¿¿{"start":{"line":35,"column":27},"end":{"line":35,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19140¿VariableDeclarator¿¿33419¿v1922¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19141¿CallExpression¿¿33419¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿CallExpression
19142¿Identifier¿¿33419¿isArray¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19143¿Identifier¿¿33419¿v1921¿¿¿¿¿Identifier
19144¿VariableDeclarator¿¿33419¿v1923¿¿¿{"start":{"line":35,"column":45},"end":{"line":35,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19145¿MemberExpression¿computed¿33419¿¿¿¿{"start":{"line":35,"column":45},"end":{"line":35,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
19146¿Identifier¿¿33419¿target¿¿¿{"start":{"line":35,"column":45},"end":{"line":35,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19147¿Identifier¿¿33419¿key¿¿¿{"start":{"line":35,"column":52},"end":{"line":35,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19148¿VariableDeclarator¿¿33419¿v1924¿¿¿{"start":{"line":35,"column":37},"end":{"line":35,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19149¿CallExpression¿¿33419¿¿¿¿{"start":{"line":35,"column":37},"end":{"line":35,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿CallExpression
19150¿Identifier¿¿33419¿isArray¿¿¿{"start":{"line":35,"column":37},"end":{"line":35,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19151¿Identifier¿¿33419¿v1923¿¿¿¿¿Identifier
19152¿VariableDeclarator¿¿33419¿v1925¿¿¿{"start":{"line":35,"column":36},"end":{"line":35,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19153¿UnaryExpression¿!¿33419¿¿¿¿{"start":{"line":35,"column":36},"end":{"line":35,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿UnaryExpression
19154¿Identifier¿¿33419¿v1924¿¿¿¿¿Identifier
19155¿VariableDeclarator¿¿33419¿v1926¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19156¿LogicalExpression¿&&¿33419¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿LogicalExpression
19157¿Identifier¿¿33419¿v1922¿¿¿¿¿Identifier
19158¿Identifier¿¿33419¿v1925¿¿¿¿¿Identifier
19159¿IfStatement¿¿33419¿¿¿¿{"start":{"line":35,"column":8},"end":{"line":37,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿IfStatement
19160¿Identifier¿¿33419¿v1926¿¿¿¿¿Identifier
19161¿ExpressionStatement¿¿33419¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
19162¿AssignmentExpression¿=¿33419¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
19163¿MemberExpression¿computed¿33419¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
19164¿Identifier¿¿33419¿target¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19165¿Identifier¿¿33419¿key¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19166¿ArrayExpression¿¿33419¿¿¿¿{"start":{"line":36,"column":24},"end":{"line":36,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ArrayExpression
19167¿BlockStatement¿¿33419¿¿¿¿{"start":{"line":35,"column":59},"end":{"line":37,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BlockStatement
19168¿VariableDeclarator¿¿33419¿v1927¿¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19169¿MemberExpression¿computed¿33419¿¿¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
19170¿Identifier¿¿33419¿target¿¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19171¿Identifier¿¿33419¿key¿¿¿{"start":{"line":38,"column":22},"end":{"line":38,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19172¿VariableDeclarator¿¿33419¿v1928¿¿¿{"start":{"line":38,"column":28},"end":{"line":38,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19173¿MemberExpression¿computed¿33419¿¿¿¿{"start":{"line":38,"column":28},"end":{"line":38,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
19174¿Identifier¿¿33419¿source¿¿¿{"start":{"line":38,"column":28},"end":{"line":38,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19175¿Identifier¿¿33419¿key¿¿¿{"start":{"line":38,"column":35},"end":{"line":38,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19176¿VariableDeclarator¿¿33419¿v1929¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19177¿CallExpression¿¿33419¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿CallExpression
19178¿Identifier¿¿33419¿extend¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19179¿Identifier¿¿33419¿v1927¿¿¿¿¿Identifier
19180¿Identifier¿¿33419¿v1928¿¿¿¿¿Identifier
19181¿ExpressionStatement¿¿33419¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
19182¿Identifier¿¿33419¿v1929¿¿¿¿¿Identifier
19183¿BlockStatement¿¿33419¿¿¿¿{"start":{"line":31,"column":62},"end":{"line":39,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BlockStatement
19184¿VariableDeclarator¿¿33419¿v1930¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19185¿MemberExpression¿computed¿33419¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
19186¿Identifier¿¿33419¿source¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19187¿Identifier¿¿33419¿key¿¿¿{"start":{"line":39,"column":24},"end":{"line":39,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
19188¿VariableDeclarator¿¿33419¿v1931¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
19189¿BinaryExpression¿!==¿33419¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BinaryExpression
