Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1067¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":231,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Program
1627¿VariableDeclarator¿¿1850¿init¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1628¿FunctionExpression¿¿1850¿init¿¿¿{"start":{"line":183,"column":6},"end":{"line":227,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿FunctionExpression
1629¿Identifier¿¿0¿defaults¿¿¿{"start":{"line":183,"column":7},"end":{"line":183,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1630¿Identifier¿¿0¿opts¿¿¿{"start":{"line":183,"column":17},"end":{"line":183,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1631¿Identifier¿¿0¿cb¿¿¿{"start":{"line":183,"column":23},"end":{"line":183,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1632¿VariableDeclarator¿¿1888¿funcs¿¿¿{"start":{"line":184,"column":8},"end":{"line":184,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1633¿ArrayExpression¿¿1888¿¿¿¿{"start":{"line":184,"column":16},"end":{"line":184,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ArrayExpression
1634¿VariableDeclarator¿¿1888¿ranges¿¿¿{"start":{"line":185,"column":10},"end":{"line":185,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1635¿ArrayExpression¿¿1888¿¿¿¿{"start":{"line":185,"column":19},"end":{"line":185,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ArrayExpression
1636¿VariableDeclarator¿¿1888¿v135¿¿¿{"start":{"line":186,"column":19},"end":{"line":186,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1637¿CallExpression¿¿1888¿¿¿¿{"start":{"line":186,"column":19},"end":{"line":186,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1638¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":186,"column":19},"end":{"line":186,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1639¿Identifier¿¿1888¿caller¿¿¿{"start":{"line":186,"column":19},"end":{"line":186,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1640¿Identifier¿¿1888¿get¿¿¿{"start":{"line":186,"column":26},"end":{"line":186,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1641¿VariableDeclarator¿¿1888¿v136¿¿¿{"start":{"line":186,"column":19},"end":{"line":186,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1642¿MemberExpression¿computed¿1888¿¿¿¿{"start":{"line":186,"column":19},"end":{"line":186,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1643¿Identifier¿¿1888¿v135¿¿¿¿¿Identifier
1644¿Literal¿number¿1888¿¿1¿¿{"start":{"line":186,"column":32},"end":{"line":186,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1645¿VariableDeclarator¿¿1888¿called¿¿¿{"start":{"line":186,"column":10},"end":{"line":186,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1646¿CallExpression¿¿1888¿¿¿¿{"start":{"line":186,"column":19},"end":{"line":186,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1647¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":186,"column":19},"end":{"line":186,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1648¿Identifier¿¿1888¿v136¿¿¿¿¿Identifier
1649¿Identifier¿¿1888¿getFunctionName¿¿¿{"start":{"line":186,"column":35},"end":{"line":186,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1650¿VariableDeclarator¿¿1888¿v137¿¿¿{"start":{"line":189,"column":28},"end":{"line":189,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1651¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":189,"column":28},"end":{"line":189,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1652¿Identifier¿¿1888¿opts¿¿¿{"start":{"line":189,"column":28},"end":{"line":189,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1653¿Identifier¿¿1888¿flags¿¿¿{"start":{"line":189,"column":33},"end":{"line":189,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1654¿VariableDeclarator¿¿1888¿v138¿¿¿{"start":{"line":189,"column":21},"end":{"line":189,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1655¿UnaryExpression¿typeof¿1888¿¿¿¿{"start":{"line":189,"column":21},"end":{"line":189,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿UnaryExpression
1656¿Identifier¿¿1888¿v137¿¿¿¿¿Identifier
1657¿VariableDeclarator¿¿1888¿v139¿¿¿{"start":{"line":189,"column":8},"end":{"line":189,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1658¿CallExpression¿¿1888¿¿¿¿{"start":{"line":189,"column":8},"end":{"line":189,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1659¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":189,"column":8},"end":{"line":189,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1660¿Literal¿object¿1888¿¿/array/¿¿{"start":{"line":189,"column":8},"end":{"line":189,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1661¿Identifier¿¿1888¿test¿¿¿{"start":{"line":189,"column":16},"end":{"line":189,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1662¿Identifier¿¿1888¿v138¿¿¿¿¿Identifier
1663¿IfStatement¿¿1888¿¿¿¿{"start":{"line":189,"column":4},"end":{"line":190,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1664¿Identifier¿¿1888¿v139¿¿¿¿¿Identifier
1665¿VariableDeclarator¿¿1888¿v140¿¿¿{"start":{"line":190,"column":6},"end":{"line":190,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1666¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":190,"column":23},"end":{"line":190,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1667¿Identifier¿¿1888¿opts¿¿¿{"start":{"line":190,"column":23},"end":{"line":190,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1668¿Identifier¿¿1888¿flags¿¿¿{"start":{"line":190,"column":28},"end":{"line":190,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1669¿ExpressionStatement¿¿1888¿¿¿¿{"start":{"line":190,"column":6},"end":{"line":190,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1670¿AssignmentExpression¿=¿1888¿¿¿¿{"start":{"line":190,"column":6},"end":{"line":190,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1671¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":190,"column":6},"end":{"line":190,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1672¿Identifier¿¿1888¿defaults¿¿¿{"start":{"line":190,"column":6},"end":{"line":190,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1673¿Identifier¿¿1888¿flags¿¿¿{"start":{"line":190,"column":15},"end":{"line":190,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1674¿Identifier¿¿1888¿v140¿¿¿¿¿Identifier
1675¿BlockStatement¿¿1888¿¿¿¿¿¿BlockStatement
1676¿ExpressionStatement¿¿1888¿¿¿¿{"start":{"line":192,"column":4},"end":{"line":192,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1677¿AssignmentExpression¿=¿1888¿¿¿¿{"start":{"line":192,"column":4},"end":{"line":192,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1678¿Identifier¿¿1888¿opts¿¿¿{"start":{"line":192,"column":4},"end":{"line":192,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1679¿CallExpression¿¿1888¿¿¿¿{"start":{"line":192,"column":11},"end":{"line":192,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1680¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":192,"column":11},"end":{"line":192,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1681¿ThisExpression¿¿1888¿¿¿¿{"start":{"line":192,"column":11},"end":{"line":192,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ThisExpression
1682¿Identifier¿¿1888¿merge¿¿¿{"start":{"line":192,"column":16},"end":{"line":192,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1683¿Identifier¿¿1888¿defaults¿¿¿{"start":{"line":192,"column":22},"end":{"line":192,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1684¿Identifier¿¿1888¿opts¿¿¿{"start":{"line":192,"column":32},"end":{"line":192,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1685¿VariableDeclarator¿¿1888¿v141¿¿¿{"start":{"line":195,"column":8},"end":{"line":195,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1686¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":195,"column":8},"end":{"line":195,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1687¿Identifier¿¿1888¿opts¿¿¿{"start":{"line":195,"column":8},"end":{"line":195,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1688¿Identifier¿¿1888¿flags¿¿¿{"start":{"line":195,"column":13},"end":{"line":195,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1689¿VariableDeclarator¿¿1888¿v142¿¿¿{"start":{"line":195,"column":8},"end":{"line":195,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1690¿CallExpression¿¿1888¿¿¿¿{"start":{"line":195,"column":8},"end":{"line":195,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1691¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":195,"column":8},"end":{"line":195,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1692¿Identifier¿¿1888¿v141¿¿¿¿¿Identifier
1693¿Identifier¿¿1888¿indexOf¿¿¿{"start":{"line":195,"column":19},"end":{"line":195,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1694¿Literal¿string¿1888¿¿'-oX -'¿¿{"start":{"line":195,"column":27},"end":{"line":195,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1695¿VariableDeclarator¿¿1888¿v143¿¿¿{"start":{"line":195,"column":40},"end":{"line":195,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1696¿UnaryExpression¿-¿1888¿¿¿¿{"start":{"line":195,"column":40},"end":{"line":195,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿UnaryExpression
1697¿Literal¿number¿1888¿¿1¿¿{"start":{"line":195,"column":41},"end":{"line":195,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1698¿VariableDeclarator¿¿1888¿v144¿¿¿{"start":{"line":195,"column":8},"end":{"line":195,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1699¿BinaryExpression¿===¿1888¿¿¿¿{"start":{"line":195,"column":8},"end":{"line":195,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BinaryExpression
1700¿Identifier¿¿1888¿v142¿¿¿¿¿Identifier
1701¿Identifier¿¿1888¿v143¿¿¿¿¿Identifier
1702¿IfStatement¿¿1888¿¿¿¿{"start":{"line":195,"column":4},"end":{"line":196,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1703¿Identifier¿¿1888¿v144¿¿¿¿¿Identifier
1704¿VariableDeclarator¿¿1888¿v145¿¿¿{"start":{"line":196,"column":6},"end":{"line":196,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1705¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":196,"column":6},"end":{"line":196,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1706¿Identifier¿¿1888¿opts¿¿¿{"start":{"line":196,"column":6},"end":{"line":196,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1707¿Identifier¿¿1888¿flags¿¿¿{"start":{"line":196,"column":11},"end":{"line":196,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1708¿VariableDeclarator¿¿1888¿v146¿¿¿{"start":{"line":196,"column":6},"end":{"line":196,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1709¿CallExpression¿¿1888¿¿¿¿{"start":{"line":196,"column":6},"end":{"line":196,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1710¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":196,"column":6},"end":{"line":196,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1711¿Identifier¿¿1888¿v145¿¿¿¿¿Identifier
1712¿Identifier¿¿1888¿push¿¿¿{"start":{"line":196,"column":17},"end":{"line":196,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1713¿Literal¿string¿1888¿¿'-oX -'¿¿{"start":{"line":196,"column":22},"end":{"line":196,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1714¿ExpressionStatement¿¿1888¿¿¿¿{"start":{"line":196,"column":6},"end":{"line":196,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1715¿Identifier¿¿1888¿v146¿¿¿¿¿Identifier
1716¿BlockStatement¿¿1888¿¿¿¿¿¿BlockStatement
1717¿VariableDeclarator¿¿1888¿v147¿¿¿{"start":{"line":199,"column":8},"end":{"line":199,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1718¿CallExpression¿¿1888¿¿¿¿{"start":{"line":199,"column":8},"end":{"line":199,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1719¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":199,"column":8},"end":{"line":199,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1720¿Literal¿object¿1888¿¿/nmap.discover/¿¿{"start":{"line":199,"column":8},"end":{"line":199,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1721¿Identifier¿¿1888¿test¿¿¿{"start":{"line":199,"column":24},"end":{"line":199,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1722¿Identifier¿¿1888¿called¿¿¿{"start":{"line":199,"column":29},"end":{"line":199,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1723¿IfStatement¿¿1888¿¿¿¿{"start":{"line":199,"column":4},"end":{"line":213,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1724¿Identifier¿¿1888¿v147¿¿¿¿¿Identifier
1725¿VariableDeclarator¿¿1888¿v148¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1726¿CallExpression¿¿1888¿¿¿¿{"start":{"line":202,"column":25},"end":{"line":202,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1727¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":202,"column":25},"end":{"line":202,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1728¿Identifier¿¿1888¿network¿¿¿{"start":{"line":202,"column":25},"end":{"line":202,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1729¿Identifier¿¿1888¿adapters¿¿¿{"start":{"line":202,"column":33},"end":{"line":202,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1730¿Identifier¿¿1888¿opts¿¿¿{"start":{"line":202,"column":42},"end":{"line":202,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1731¿VariableDeclarator¿¿1888¿v149¿¿¿{"start":{"line":202,"column":10},"end":{"line":202,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1732¿UnaryExpression¿!¿1888¿¿¿¿{"start":{"line":202,"column":10},"end":{"line":202,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿UnaryExpression
1733¿AssignmentExpression¿=¿1888¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1734¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1735¿Identifier¿¿1888¿opts¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1736¿Identifier¿¿1888¿range¿¿¿{"start":{"line":202,"column":17},"end":{"line":202,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1737¿Identifier¿¿1888¿v148¿¿¿¿¿Identifier
1738¿IfStatement¿¿1888¿¿¿¿{"start":{"line":202,"column":6},"end":{"line":203,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1739¿Identifier¿¿1888¿v149¿¿¿¿¿Identifier
1740¿VariableDeclarator¿¿1888¿v150¿¿¿{"start":{"line":203,"column":18},"end":{"line":203,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1741¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":203,"column":18},"end":{"line":203,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1742¿Identifier¿¿1888¿validation¿¿¿{"start":{"line":203,"column":18},"end":{"line":203,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1743¿Identifier¿¿1888¿messages¿¿¿{"start":{"line":203,"column":29},"end":{"line":203,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1744¿VariableDeclarator¿¿1888¿v151¿¿¿{"start":{"line":203,"column":18},"end":{"line":203,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1745¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":203,"column":18},"end":{"line":203,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1746¿Identifier¿¿1888¿v150¿¿¿¿¿Identifier
1747¿Identifier¿¿1888¿version¿¿¿{"start":{"line":203,"column":38},"end":{"line":203,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1748¿VariableDeclarator¿¿1888¿v152¿¿¿{"start":{"line":203,"column":15},"end":{"line":203,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1749¿CallExpression¿¿1888¿¿¿¿{"start":{"line":203,"column":15},"end":{"line":203,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1750¿Identifier¿¿1888¿cb¿¿¿{"start":{"line":203,"column":15},"end":{"line":203,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1751¿Identifier¿¿1888¿v151¿¿¿¿¿Identifier
1752¿ReturnStatement¿¿1888¿¿¿¿{"start":{"line":203,"column":8},"end":{"line":203,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ReturnStatement
1753¿Identifier¿¿1888¿v152¿¿¿¿¿Identifier
1754¿BlockStatement¿¿1888¿¿¿¿¿¿BlockStatement
1755¿ExpressionStatement¿¿1888¿¿¿¿{"start":{"line":206,"column":6},"end":{"line":206,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1756¿AssignmentExpression¿=¿1888¿¿¿¿{"start":{"line":206,"column":6},"end":{"line":206,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1757¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":206,"column":6},"end":{"line":206,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1758¿Identifier¿¿1888¿opts¿¿¿{"start":{"line":206,"column":6},"end":{"line":206,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1759¿Identifier¿¿1888¿ports¿¿¿{"start":{"line":206,"column":11},"end":{"line":206,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1760¿Literal¿string¿1888¿¿''¿¿{"start":{"line":206,"column":19},"end":{"line":206,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1761¿ExpressionStatement¿¿1888¿¿¿¿{"start":{"line":207,"column":6},"end":{"line":212,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1762¿AssignmentExpression¿=¿1888¿¿¿¿{"start":{"line":207,"column":6},"end":{"line":212,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1763¿MemberExpression¿¿1888¿¿¿¿{"start":{"line":207,"column":6},"end":{"line":207,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1764¿Identifier¿¿1888¿opts¿¿¿{"start":{"line":207,"column":6},"end":{"line":207,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1765¿Identifier¿¿1888¿flags¿¿¿{"start":{"line":207,"column":11},"end":{"line":207,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1766¿ArrayExpression¿¿1888¿¿¿¿{"start":{"line":207,"column":19},"end":{"line":212,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ArrayExpression
1767¿Literal¿string¿1888¿¿'-n'¿¿{"start":{"line":208,"column":8},"end":{"line":208,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1768¿Literal¿string¿1888¿¿'-oX -'¿¿{"start":{"line":209,"column":8},"end":{"line":209,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
