Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1858¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":245,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Program
1984¿BlockStatement¿¿3240¿¿¿¿{"start":{"line":40,"column":26},"end":{"line":47,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
1985¿VariableDeclarator¿¿3233¿httpsPost¿¿¿{"start":{"line":49,"column":0},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
1986¿FunctionExpression¿¿3233¿anon¿¿¿{"start":{"line":49,"column":0},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿FunctionExpression
1987¿Identifier¿¿0¿options¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
1988¿Identifier¿¿0¿callback¿¿¿{"start":{"line":49,"column":28},"end":{"line":49,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
1989¿ExpressionStatement¿¿3242¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
1990¿AssignmentExpression¿=¿3242¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
1991¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
1992¿Identifier¿¿3242¿options¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
1993¿Identifier¿¿3242¿method¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
1994¿Literal¿string¿3242¿¿'POST'¿¿{"start":{"line":50,"column":21},"end":{"line":50,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
1995¿VariableDeclarator¿¿3242¿v180¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
1996¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
1997¿Identifier¿¿3242¿options¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
1998¿Identifier¿¿3242¿headers¿¿¿{"start":{"line":51,"column":30},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
1999¿VariableDeclarator¿¿3242¿v181¿¿¿{"start":{"line":51,"column":41},"end":{"line":51,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2000¿ObjectExpression¿¿3242¿¿¿¿{"start":{"line":51,"column":41},"end":{"line":51,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ObjectExpression
2001¿ExpressionStatement¿¿3242¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2002¿AssignmentExpression¿=¿3242¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2003¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2004¿Identifier¿¿3242¿options¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2005¿Identifier¿¿3242¿headers¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2006¿LogicalExpression¿||¿3242¿¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿LogicalExpression
2007¿Identifier¿¿3242¿v180¿¿¿¿¿Identifier
2008¿Identifier¿¿3242¿v181¿¿¿¿¿Identifier
2009¿VariableDeclarator¿¿3242¿data¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2010¿VariableDeclarator¿¿3242¿v182¿¿¿{"start":{"line":53,"column":23},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2011¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":53,"column":23},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2012¿Identifier¿¿3242¿options¿¿¿{"start":{"line":53,"column":23},"end":{"line":53,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2013¿Identifier¿¿3242¿data¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2014¿VariableDeclarator¿¿3242¿v183¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2015¿UnaryExpression¿typeof¿3242¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿UnaryExpression
2016¿Identifier¿¿3242¿v182¿¿¿¿¿Identifier
2017¿VariableDeclarator¿¿3242¿v184¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2018¿BinaryExpression¿!==¿3242¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BinaryExpression
2019¿Identifier¿¿3242¿v183¿¿¿¿¿Identifier
2020¿Literal¿string¿3242¿¿'string'¿¿{"start":{"line":53,"column":40},"end":{"line":53,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2021¿VariableDeclarator¿¿3242¿v185¿¿¿{"start":{"line":53,"column":67},"end":{"line":53,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2022¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":53,"column":67},"end":{"line":53,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2023¿Identifier¿¿3242¿options¿¿¿{"start":{"line":53,"column":67},"end":{"line":53,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2024¿Identifier¿¿3242¿data¿¿¿{"start":{"line":53,"column":75},"end":{"line":53,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2025¿VariableDeclarator¿¿3242¿v186¿¿¿{"start":{"line":53,"column":52},"end":{"line":53,"column":80},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2026¿CallExpression¿¿3242¿¿¿¿{"start":{"line":53,"column":52},"end":{"line":53,"column":80},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2027¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":53,"column":52},"end":{"line":53,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2028¿Identifier¿¿3242¿JSON¿¿¿{"start":{"line":53,"column":52},"end":{"line":53,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2029¿Identifier¿¿3242¿stringify¿¿¿{"start":{"line":53,"column":57},"end":{"line":53,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2030¿Identifier¿¿3242¿v185¿¿¿¿¿Identifier
2031¿VariableDeclarator¿¿3242¿v187¿¿¿{"start":{"line":53,"column":83},"end":{"line":53,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2032¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":53,"column":83},"end":{"line":53,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2033¿Identifier¿¿3242¿options¿¿¿{"start":{"line":53,"column":83},"end":{"line":53,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2034¿Identifier¿¿3242¿data¿¿¿{"start":{"line":53,"column":91},"end":{"line":53,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2035¿IfStatement¿¿3242¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿IfStatement
2036¿Identifier¿¿3242¿v184¿¿¿¿¿Identifier
2037¿ExpressionStatement¿¿3242¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2038¿AssignmentExpression¿=¿3242¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2039¿Identifier¿¿3242¿data¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2040¿Identifier¿¿3242¿v186¿¿¿¿¿Identifier
2041¿BlockStatement¿¿3242¿¿¿¿¿¿BlockStatement
2042¿ExpressionStatement¿¿3242¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2043¿AssignmentExpression¿=¿3242¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2044¿Identifier¿¿3242¿data¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2045¿Identifier¿¿3242¿v187¿¿¿¿¿Identifier
2046¿BlockStatement¿¿3242¿¿¿¿¿¿BlockStatement
2047¿VariableDeclarator¿¿3242¿v188¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2048¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2049¿Identifier¿¿3242¿options¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2050¿Identifier¿¿3242¿headers¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2051¿VariableDeclarator¿¿3242¿v189¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2052¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":55,"column":40},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2053¿Identifier¿¿3242¿data¿¿¿{"start":{"line":55,"column":40},"end":{"line":55,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2054¿Identifier¿¿3242¿length¿¿¿{"start":{"line":55,"column":45},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2055¿ExpressionStatement¿¿3242¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2056¿AssignmentExpression¿=¿3242¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2057¿MemberExpression¿computed¿3242¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2058¿Identifier¿¿3242¿v188¿¿¿¿¿Identifier
2059¿Literal¿string¿3242¿¿'Content-Length'¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2060¿Identifier¿¿3242¿v189¿¿¿¿¿Identifier
2061¿VariableDeclarator¿¿3242¿req¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2062¿CallExpression¿¿3242¿¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2063¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2064¿Identifier¿¿3242¿https¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2065¿Identifier¿¿3242¿request¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2066¿Identifier¿¿3242¿options¿¿¿{"start":{"line":57,"column":28},"end":{"line":57,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2067¿VariableDeclarator¿¿3242¿v198¿¿¿{"start":{"line":59,"column":23},"end":{"line":73,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2068¿FunctionExpression¿¿3242¿anon¿¿¿{"start":{"line":59,"column":23},"end":{"line":73,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿FunctionExpression
2069¿Identifier¿¿0¿res¿¿¿{"start":{"line":59,"column":33},"end":{"line":59,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2070¿VariableDeclarator¿¿3245¿response¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2071¿Literal¿string¿3245¿¿''¿¿{"start":{"line":60,"column":23},"end":{"line":60,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2072¿VariableDeclarator¿¿3245¿v190¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2073¿CallExpression¿¿3245¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2074¿MemberExpression¿¿3245¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2075¿Identifier¿¿3245¿res¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2076¿Identifier¿¿3245¿setEncoding¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2077¿Literal¿string¿3245¿¿'utf8'¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2078¿ExpressionStatement¿¿3245¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2079¿Identifier¿¿3245¿v190¿¿¿¿¿Identifier
2080¿VariableDeclarator¿¿3245¿v191¿¿¿{"start":{"line":63,"column":23},"end":{"line":65,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2081¿FunctionExpression¿¿3245¿anon¿¿¿{"start":{"line":63,"column":23},"end":{"line":65,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿FunctionExpression
2082¿Identifier¿¿0¿chunk¿¿¿{"start":{"line":63,"column":33},"end":{"line":63,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2083¿ExpressionStatement¿¿3247¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2084¿AssignmentExpression¿+=¿3247¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿AssignmentExpression
2085¿Identifier¿¿3247¿response¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2086¿Identifier¿¿3247¿chunk¿¿¿{"start":{"line":64,"column":24},"end":{"line":64,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2087¿BlockStatement¿¿3247¿¿¿¿{"start":{"line":63,"column":40},"end":{"line":65,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
2088¿VariableDeclarator¿¿3245¿v192¿¿¿{"start":{"line":63,"column":8},"end":{"line":65,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2089¿CallExpression¿¿3245¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":65,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2090¿MemberExpression¿¿3245¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2091¿Identifier¿¿3245¿res¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
