Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
801¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":111,"column":142},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Program
1368¿VariableDeclarator¿¿1417¿v158¿¿¿{"start":{"line":101,"column":0},"end":{"line":108,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1369¿CallExpression¿¿1417¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":108,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1370¿MemberExpression¿¿1417¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1371¿Identifier¿¿1417¿server¿¿¿{"start":{"line":101,"column":0},"end":{"line":101,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1372¿Identifier¿¿1417¿on¿¿¿{"start":{"line":101,"column":7},"end":{"line":101,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1373¿Literal¿string¿1417¿¿'error'¿¿{"start":{"line":101,"column":10},"end":{"line":101,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1374¿Identifier¿¿1417¿v157¿¿¿¿¿Identifier
1375¿ExpressionStatement¿¿1417¿¿¿¿{"start":{"line":101,"column":0},"end":{"line":108,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1376¿Identifier¿¿1417¿v158¿¿¿¿¿Identifier
1377¿VariableDeclarator¿¿1417¿v159¿¿¿{"start":{"line":109,"column":0},"end":{"line":109,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1378¿CallExpression¿¿1417¿¿¿¿{"start":{"line":109,"column":0},"end":{"line":109,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1379¿MemberExpression¿¿1417¿¿¿¿{"start":{"line":109,"column":0},"end":{"line":109,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1380¿Identifier¿¿1417¿server¿¿¿{"start":{"line":109,"column":0},"end":{"line":109,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1381¿Identifier¿¿1417¿listen¿¿¿{"start":{"line":109,"column":7},"end":{"line":109,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1382¿Identifier¿¿1417¿port¿¿¿{"start":{"line":109,"column":14},"end":{"line":109,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1383¿ExpressionStatement¿¿1417¿¿¿¿{"start":{"line":109,"column":0},"end":{"line":109,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1384¿Identifier¿¿1417¿v159¿¿¿¿¿Identifier
1385¿VariableDeclarator¿¿1417¿v160¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1386¿BinaryExpression¿+¿1417¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1387¿Literal¿string¿1417¿¿'Static file server running at\n  => http://localhost:'¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1388¿Identifier¿¿1417¿port¿¿¿{"start":{"line":111,"column":70},"end":{"line":111,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1389¿VariableDeclarator¿¿1417¿v161¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":85},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1390¿BinaryExpression¿+¿1417¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":85},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1391¿Identifier¿¿1417¿v160¿¿¿¿¿Identifier
1392¿Literal¿string¿1417¿¿' type='¿¿{"start":{"line":111,"column":77},"end":{"line":111,"column":85},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1393¿VariableDeclarator¿¿1417¿v162¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":90},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1394¿BinaryExpression¿+¿1417¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":90},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1395¿Identifier¿¿1417¿v161¿¿¿¿¿Identifier
1396¿Identifier¿¿1417¿tp¿¿¿{"start":{"line":111,"column":88},"end":{"line":111,"column":90},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1397¿VariableDeclarator¿¿1417¿v163¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":107},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1398¿BinaryExpression¿+¿1417¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":107},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1399¿Identifier¿¿1417¿v162¿¿¿¿¿Identifier
1400¿Literal¿string¿1417¿¿', workspace='¿¿{"start":{"line":111,"column":93},"end":{"line":111,"column":107},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1401¿VariableDeclarator¿¿1417¿v164¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":112},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1402¿BinaryExpression¿+¿1417¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":112},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1403¿Identifier¿¿1417¿v163¿¿¿¿¿Identifier
1404¿Identifier¿¿1417¿wp¿¿¿{"start":{"line":111,"column":110},"end":{"line":111,"column":112},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1405¿VariableDeclarator¿¿1417¿v165¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":140},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1406¿BinaryExpression¿+¿1417¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":140},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1407¿Identifier¿¿1417¿v164¿¿¿¿¿Identifier
1408¿Literal¿string¿1417¿¿'/\nCTRL + C to shutdown'¿¿{"start":{"line":111,"column":115},"end":{"line":111,"column":140},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1409¿VariableDeclarator¿¿1417¿v166¿¿¿{"start":{"line":111,"column":0},"end":{"line":111,"column":141},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1410¿CallExpression¿¿1417¿¿¿¿{"start":{"line":111,"column":0},"end":{"line":111,"column":141},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1411¿MemberExpression¿¿1417¿¿¿¿{"start":{"line":111,"column":0},"end":{"line":111,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1412¿Identifier¿¿1417¿console¿¿¿{"start":{"line":111,"column":0},"end":{"line":111,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1413¿Identifier¿¿1417¿log¿¿¿{"start":{"line":111,"column":8},"end":{"line":111,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1414¿Identifier¿¿1417¿v165¿¿¿¿¿Identifier
1415¿ExpressionStatement¿¿1417¿¿¿¿{"start":{"line":111,"column":0},"end":{"line":111,"column":142},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1416¿Identifier¿¿1417¿v166¿¿¿¿¿Identifier
1417¿CFG_F_START¿¿1417¿__main__¿¿¿¿¿CFG_F_START
1418¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1419¿CFG_IF_END¿¿0¿906¿¿¿¿¿CFG_IF_END
1420¿CFG_F_START¿¿1420¿919_anon¿¿¿¿¿CFG_F_START
1421¿CFG_F_END¿¿0¿919_anon¿¿¿¿¿CFG_F_END
1422¿CFG_F_START¿¿1422¿958_anon¿¿¿¿¿CFG_F_START
1423¿CFG_F_END¿¿0¿958_anon¿¿¿¿¿CFG_F_END
1424¿CFG_IF_END¿¿0¿963¿¿¿¿¿CFG_IF_END
1425¿CFG_F_START¿¿1425¿997_anon¿¿¿¿¿CFG_F_START
1426¿CFG_F_END¿¿0¿997_anon¿¿¿¿¿CFG_F_END
1427¿CFG_IF_END¿¿0¿1070¿¿¿¿¿CFG_IF_END
1428¿CFG_IF_END¿¿0¿1102¿¿¿¿¿CFG_IF_END
1429¿CFG_IF_END¿¿0¿1130¿¿¿¿¿CFG_IF_END
1430¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1431¿CFG_IF_END¿¿0¿1050¿¿¿¿¿CFG_IF_END
1432¿CFG_IF_END¿¿0¿1249¿¿¿¿¿CFG_IF_END
1433¿CFG_IF_END¿¿0¿1042¿¿¿¿¿CFG_IF_END
1434¿CFG_IF_END¿¿0¿1000¿¿¿¿¿CFG_IF_END
1435¿CFG_F_START¿¿1435¿1332_anon¿¿¿¿¿CFG_F_START
1436¿CFG_F_END¿¿0¿1332_anon¿¿¿¿¿CFG_F_END
1437¿CFG_IF_END¿¿0¿1342¿¿¿¿¿CFG_IF_END
1438¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1439¿PDG_CALL¿¿1417¿1417.CALL->require-o153¿¿¿¿¿PDG_CALL
1440¿PDG_OBJECT¿¿0¿1417.os-o154¿¿¿¿¿PDG_OBJECT
1441¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1442¿PDG_CALL¿¿1417¿1417.CALL->require-o155¿¿¿¿¿PDG_CALL
1443¿PDG_OBJECT¿¿0¿1417.http-o156¿¿¿¿¿PDG_OBJECT
1444¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1445¿PDG_CALL¿¿1417¿1417.CALL->require-o157¿¿¿¿¿PDG_CALL
1446¿PDG_OBJECT¿¿0¿1417.url-o158¿¿¿¿¿PDG_OBJECT
1447¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1448¿PDG_CALL¿¿1417¿1417.CALL->require-o159¿¿¿¿¿PDG_CALL
1449¿PDG_OBJECT¿¿0¿1417.qs-o160¿¿¿¿¿PDG_OBJECT
1450¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1451¿PDG_CALL¿¿1417¿1417.CALL->require-o161¿¿¿¿¿PDG_CALL
1452¿PDG_OBJECT¿¿0¿1417.path-o162¿¿¿¿¿PDG_OBJECT
1453¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1454¿PDG_CALL¿¿1417¿1417.CALL->require-o163¿¿¿¿¿PDG_CALL
1455¿PDG_OBJECT¿¿0¿1417.fs-o164¿¿¿¿¿PDG_OBJECT
1456¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1457¿PDG_CALL¿¿1417¿1417.CALL->require-o165¿¿¿¿¿PDG_CALL
1458¿PDG_OBJECT¿¿0¿1417.mime-o166¿¿¿¿¿PDG_OBJECT
1459¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1460¿PDG_OBJECT¿¿0¿1417.process-o167¿¿¿¿¿PDG_OBJECT
1461¿PDG_OBJECT¿¿0¿1417.process.argv-o168¿¿¿¿¿PDG_OBJECT
1462¿PDG_OBJECT¿¿0¿1417.v84.2-o169¿¿¿¿¿PDG_OBJECT
1463¿PDG_CALL¿¿1417¿1417.CALL->parseInt-o170¿¿¿¿¿PDG_CALL
1464¿PDG_OBJECT¿¿0¿1417.v86-o171¿¿¿¿¿PDG_OBJECT
1465¿PDG_OBJECT¿¿0¿1417.port-o172¿¿¿¿¿PDG_OBJECT
1466¿PDG_OBJECT¿¿0¿1417.v87.3-o173¿¿¿¿¿PDG_OBJECT
1467¿PDG_OBJECT¿¿0¿1417.tp-o174¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1417.v89.4-o175¿¿¿¿¿PDG_OBJECT
1469¿PDG_CALL¿¿1417¿1417.CALL->process.cwd-o176¿¿¿¿¿PDG_CALL
1470¿PDG_OBJECT¿¿0¿1417.v91-o177¿¿¿¿¿PDG_OBJECT
1471¿PDG_OBJECT¿¿0¿1417.v94-o178¿¿¿¿¿PDG_OBJECT
1472¿PDG_OBJECT¿¿0¿1417.v97-o179¿¿¿¿¿PDG_OBJECT
1473¿PDG_CALL¿¿1417¿1417.CALL->console.log-o180¿¿¿¿¿PDG_CALL
1474¿PDG_OBJECT¿¿0¿1417.v99-o181¿¿¿¿¿PDG_OBJECT
1475¿PDG_OBJECT¿¿0¿1420.this-o182¿¿¿¿¿PDG_OBJECT
1476¿PDG_OBJECT¿¿0¿1420.request-o183¿¿¿¿¿PDG_OBJECT
1477¿PDG_OBJECT¿¿0¿1420.response-o184¿¿¿¿¿PDG_OBJECT
1478¿PDG_OBJECT¿¿0¿1417.hftp-o185¿¿¿¿¿PDG_OBJECT
1479¿PDG_CALL¿¿1417¿1417.CALL->http.createServer-o186¿¿¿¿¿PDG_CALL
1480¿PDG_OBJECT¿¿0¿1417.server-o187¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿0¿1435.this-o188¿¿¿¿¿PDG_OBJECT
1482¿PDG_OBJECT¿¿0¿1435.e-o189¿¿¿¿¿PDG_OBJECT
1483¿PDG_OBJECT¿¿0¿1417.v157-o190¿¿¿¿¿PDG_OBJECT
1484¿PDG_CALL¿¿1417¿1417.CALL->server.on-o191¿¿¿¿¿PDG_CALL
1485¿PDG_OBJECT¿¿0¿1417.v158-o192¿¿¿¿¿PDG_OBJECT
1486¿PDG_CALL¿¿1417¿1417.CALL->server.listen-o193¿¿¿¿¿PDG_CALL
1487¿PDG_OBJECT¿¿0¿1417.v159-o194¿¿¿¿¿PDG_OBJECT
1488¿PDG_OBJECT¿¿0¿1417.v160-o195¿¿¿¿¿PDG_OBJECT
1489¿PDG_OBJECT¿¿0¿1417.v161-o196¿¿¿¿¿PDG_OBJECT
1490¿PDG_OBJECT¿¿0¿1417.v162-o197¿¿¿¿¿PDG_OBJECT
1491¿PDG_OBJECT¿¿0¿1417.v163-o198¿¿¿¿¿PDG_OBJECT
1492¿PDG_OBJECT¿¿0¿1417.v164-o199¿¿¿¿¿PDG_OBJECT
1493¿PDG_OBJECT¿¿0¿1417.v165-o200¿¿¿¿¿PDG_OBJECT
1494¿PDG_CALL¿¿1417¿1417.CALL->console.log-o201¿¿¿¿¿PDG_CALL
1495¿PDG_OBJECT¿¿0¿1417.v166-o202¿¿¿¿¿PDG_OBJECT
1496¿PDG_CALL¿¿1420¿1420.CALL->request.setEncoding-o203¿¿¿¿¿PDG_CALL
1497¿PDG_OBJECT¿¿0¿1420.v100-o204¿¿¿¿¿PDG_OBJECT
1498¿PDG_OBJECT¿¿0¿1420.request.url-o205¿¿¿¿¿PDG_OBJECT
1499¿PDG_CALL¿¿1420¿1420.CALL->url.parse-o206¿¿¿¿¿PDG_CALL
1500¿PDG_OBJECT¿¿0¿1420.v102-o207¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿0¿1420.v102.pathname-o208¿¿¿¿¿PDG_OBJECT
1502¿PDG_CALL¿¿1420¿1420.CALL->qs.unescape-o209¿¿¿¿¿PDG_CALL
1503¿PDG_OBJECT¿¿0¿1420.uri-o210¿¿¿¿¿PDG_OBJECT
1504¿PDG_CALL¿¿1420¿1420.CALL->path.join-o211¿¿¿¿¿PDG_CALL
1505¿PDG_OBJECT¿¿0¿1420.filename-o212¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿0¿1422.this-o213¿¿¿¿¿PDG_OBJECT
1507¿PDG_OBJECT¿¿0¿1422.exists-o214¿¿¿¿¿PDG_OBJECT
1508¿PDG_OBJECT¿¿0¿1420.v150-o215¿¿¿¿¿PDG_OBJECT
1509¿PDG_CALL¿¿1420¿1420.CALL->fs.exists-o216¿¿¿¿¿PDG_CALL
1510¿PDG_OBJECT¿¿0¿1420.v151-o217¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿0¿1422.v105-o218¿¿¿¿¿PDG_OBJECT
1512¿PDG_CALL¿¿1422¿1422.CALL->response.writeHead-o219¿¿¿¿¿PDG_CALL
1513¿PDG_OBJECT¿¿0¿1422.v106-o220¿¿¿¿¿PDG_OBJECT
1514¿PDG_CALL¿¿1422¿1422.CALL->response.write-o221¿¿¿¿¿PDG_CALL
1515¿PDG_OBJECT¿¿0¿1422.v107-o222¿¿¿¿¿PDG_OBJECT
1516¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1517¿PDG_CALL¿¿1422¿1422.CALL->response.end-o223¿¿¿¿¿PDG_CALL
1518¿PDG_OBJECT¿¿0¿1422.v108-o224¿¿¿¿¿PDG_OBJECT
1519¿PDG_OBJECT¿¿0¿1425.this-o225¿¿¿¿¿PDG_OBJECT
1520¿PDG_OBJECT¿¿0¿1425.err-o226¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿0¿1425.stats-o227¿¿¿¿¿PDG_OBJECT
1522¿PDG_OBJECT¿¿0¿1422.v148-o228¿¿¿¿¿PDG_OBJECT
1523¿PDG_CALL¿¿1422¿1422.CALL->fs.stat-o229¿¿¿¿¿PDG_CALL
1524¿PDG_OBJECT¿¿0¿1422.v149-o230¿¿¿¿¿PDG_OBJECT
1525¿PDG_OBJECT¿¿0¿1425.v109-o231¿¿¿¿¿PDG_OBJECT
1526¿PDG_CALL¿¿1425¿1425.CALL->response.writeHead-o232¿¿¿¿¿PDG_CALL
1527¿PDG_OBJECT¿¿0¿1425.v110-o233¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿0¿1425.v111-o234¿¿¿¿¿PDG_OBJECT
1529¿PDG_CALL¿¿1425¿1425.CALL->response.write-o235¿¿¿¿¿PDG_CALL
1530¿PDG_OBJECT¿¿0¿1425.v112-o236¿¿¿¿¿PDG_OBJECT
1531¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1532¿PDG_CALL¿¿1425¿1425.CALL->response.end-o237¿¿¿¿¿PDG_CALL
1533¿PDG_OBJECT¿¿0¿1425.v113-o238¿¿¿¿¿PDG_OBJECT
1534¿PDG_CALL¿¿1425¿1425.CALL->stats.isDirectory-o239¿¿¿¿¿PDG_CALL
1535¿PDG_OBJECT¿¿0¿1425.v114-o240¿¿¿¿¿PDG_OBJECT
1536¿PDG_CALL¿¿1425¿1425.CALL->fs.readdirSync-o241¿¿¿¿¿PDG_CALL
1537¿PDG_OBJECT¿¿0¿1425.files-o242¿¿¿¿¿PDG_OBJECT
1538¿PDG_CALL¿¿1425¿1425.CALL->uri.lastIndexOf-o243¿¿¿¿¿PDG_CALL
1539¿PDG_OBJECT¿¿0¿1425.v115-o244¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿0¿1425.uri.length-o245¿¿¿¿¿PDG_OBJECT
1541¿PDG_OBJECT¿¿0¿1425.v117-o246¿¿¿¿¿PDG_OBJECT
1542¿PDG_OBJECT¿¿0¿1425.v118-o247¿¿¿¿¿PDG_OBJECT
1543¿PDG_OBJECT¿¿0¿1425.v120-o248¿¿¿¿¿PDG_OBJECT
1544¿PDG_CALL¿¿1425¿1425.CALL->uri.substring-o249¿¿¿¿¿PDG_CALL
1545¿PDG_OBJECT¿¿0¿1425.uri-o250¿¿¿¿¿PDG_OBJECT
1546¿PDG_CALL¿¿1425¿1425.CALL->uri.lastIndexOf-o251¿¿¿¿¿PDG_CALL
1547¿PDG_OBJECT¿¿0¿1425.v121-o252¿¿¿¿¿PDG_OBJECT
1548¿PDG_OBJECT¿¿0¿1425.v122-o253¿¿¿¿¿PDG_OBJECT
1549¿PDG_CALL¿¿1425¿1425.CALL->uri.lastIndexOf-o254¿¿¿¿¿PDG_CALL
1550¿PDG_OBJECT¿¿0¿1425.v123-o255¿¿¿¿¿PDG_OBJECT
1551¿PDG_CALL¿¿1425¿1425.CALL->uri.substring-o256¿¿¿¿¿PDG_CALL
1552¿PDG_OBJECT¿¿0¿1425.dir-o257¿¿¿¿¿PDG_OBJECT
1553¿PDG_OBJECT¿¿0¿1425.uri.length-o258¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1425.v125-o259¿¿¿¿¿PDG_OBJECT
1555¿PDG_OBJECT¿¿0¿1425.v126-o260¿¿¿¿¿PDG_OBJECT
1556¿PDG_OBJECT¿¿0¿1425.v127-o261¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿0¿1425.all-o262¿¿¿¿¿PDG_OBJECT
1558¿PDG_OBJECT¿¿0¿1425.i-o263¿¿¿¿¿PDG_OBJECT
1559¿PDG_OBJECT¿¿0¿1425.i-o264¿¿¿¿¿PDG_OBJECT
1560¿PDG_OBJECT¿¿0¿1425.v128-o265¿¿¿¿¿PDG_OBJECT
1561¿PDG_OBJECT¿¿0¿1425.files.*-o266¿¿¿¿¿PDG_OBJECT
1562¿PDG_CALL¿¿1425¿1425.CALL->qs.escape-o267¿¿¿¿¿PDG_CALL
1563¿PDG_OBJECT¿¿0¿1425.v130-o268¿¿¿¿¿PDG_OBJECT
1564¿PDG_OBJECT¿¿0¿1425.v131-o269¿¿¿¿¿PDG_OBJECT
1565¿PDG_OBJECT¿¿0¿1425.v132-o270¿¿¿¿¿PDG_OBJECT
1566¿PDG_OBJECT¿¿0¿1425.v134-o271¿¿¿¿¿PDG_OBJECT
1567¿PDG_OBJECT¿¿0¿1425.all-o272¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1425.v135-o273¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿0¿1425.all-o274¿¿¿¿¿PDG_OBJECT
1570¿PDG_OBJECT¿¿0¿1425.v136-o275¿¿¿¿¿PDG_OBJECT
1571¿PDG_CALL¿¿1425¿1425.CALL->response.writeHead-o276¿¿¿¿¿PDG_CALL
1572¿PDG_OBJECT¿¿0¿1425.v137-o277¿¿¿¿¿PDG_OBJECT
1573¿PDG_CALL¿¿1425¿1425.CALL->response.write-o278¿¿¿¿¿PDG_CALL
1574¿PDG_OBJECT¿¿0¿1425.v138-o279¿¿¿¿¿PDG_OBJECT
1575¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1576¿PDG_CALL¿¿1425¿1425.CALL->response.end-o280¿¿¿¿¿PDG_CALL
1577¿PDG_OBJECT¿¿0¿1425.v139-o281¿¿¿¿¿PDG_OBJECT
1578¿PDG_OBJECT¿¿0¿1425.v141-o282¿¿¿¿¿PDG_OBJECT
1579¿PDG_CALL¿¿1425¿1425.CALL->mime.lookup-o283¿¿¿¿¿PDG_CALL
1580¿PDG_OBJECT¿¿0¿1425.v142-o284¿¿¿¿¿PDG_OBJECT
1581¿PDG_OBJECT¿¿0¿1425.v143-o285¿¿¿¿¿PDG_OBJECT
1582¿PDG_OBJECT¿¿0¿1425.stats.size-o286¿¿¿¿¿PDG_OBJECT
1583¿PDG_OBJECT¿¿0¿1425.hd-o287¿¿¿¿¿PDG_OBJECT
1584¿PDG_OBJECT¿¿0¿1425.hd-o288¿¿¿¿¿PDG_OBJECT
1585¿PDG_OBJECT¿¿0¿1425.hd.'Content-Type'-o289¿¿¿¿¿PDG_OBJECT
1586¿PDG_OBJECT¿¿0¿1425.hd-o290¿¿¿¿¿PDG_OBJECT
1587¿PDG_OBJECT¿¿0¿1425.hd.'Content-Length'-o291¿¿¿¿¿PDG_OBJECT
1588¿PDG_CALL¿¿1425¿1425.CALL->response.writeHead-o292¿¿¿¿¿PDG_CALL
1589¿PDG_OBJECT¿¿0¿1425.v145-o293¿¿¿¿¿PDG_OBJECT
1590¿PDG_CALL¿¿1425¿1425.CALL->fs.createReadStream-o294¿¿¿¿¿PDG_CALL
1591¿PDG_OBJECT¿¿0¿1425.v146-o295¿¿¿¿¿PDG_OBJECT
1592¿TAINT_SINK¿¿0¿createReadStream¿¿¿¿¿TAINT_SINK
1593¿PDG_CALL¿¿1425¿1425.CALL->v146.pipe-o296¿¿¿¿¿PDG_CALL
1594¿PDG_OBJECT¿¿0¿1425.v147-o297¿¿¿¿¿PDG_OBJECT
1595¿PDG_OBJECT¿¿0¿1435.e.code-o298¿¿¿¿¿PDG_OBJECT
1596¿PDG_OBJECT¿¿0¿1435.v153-o299¿¿¿¿¿PDG_OBJECT
1597¿PDG_OBJECT¿¿0¿1435.v154-o300¿¿¿¿¿PDG_OBJECT
1598¿PDG_CALL¿¿1435¿1435.CALL->console.log-o301¿¿¿¿¿PDG_CALL
1599¿PDG_OBJECT¿¿0¿1435.v155-o302¿¿¿¿¿PDG_OBJECT
1600¿PDG_CALL¿¿1435¿1435.CALL->server.close-o303¿¿¿¿¿PDG_CALL
1601¿PDG_OBJECT¿¿0¿1435.v156-o304¿¿¿¿¿PDG_OBJECT
