Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4880¿Program¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":811,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Program
5053¿Identifier¿¿undefined¿¿¿{"start":{"line":64,"column":39},"end":{"line":64,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5054¿VariableDeclarator¿¿v511¿¿¿¿¿VariableDeclarator
5055¿LogicalExpression¿||¿¿¿¿{"start":{"line":64,"column":5},"end":{"line":64,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
5056¿Identifier¿¿v509¿¿¿¿¿Identifier
5057¿Identifier¿¿v510¿¿¿¿¿Identifier
5058¿VariableDeclarator¿¿v512¿¿¿¿¿VariableDeclarator
5059¿BinaryExpression¿===¿¿¿¿{"start":{"line":64,"column":52},"end":{"line":64,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
5060¿Identifier¿¿b¿¿¿{"start":{"line":64,"column":52},"end":{"line":64,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5061¿Identifier¿¿undefined¿¿¿{"start":{"line":64,"column":58},"end":{"line":64,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5062¿VariableDeclarator¿¿v513¿¿¿¿¿VariableDeclarator
5063¿LogicalExpression¿||¿¿¿¿{"start":{"line":64,"column":5},"end":{"line":64,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
5064¿Identifier¿¿v511¿¿¿¿¿Identifier
5065¿Identifier¿¿v512¿¿¿¿¿Identifier
5066¿IfStatement¿¿¿¿¿{"start":{"line":64,"column":1},"end":{"line":64,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5067¿Identifier¿¿v513¿¿¿¿¿Identifier
5068¿VariableDeclarator¿¿v514¿¿¿¿¿VariableDeclarator
5069¿BinaryExpression¿===¿¿¿¿{"start":{"line":64,"column":76},"end":{"line":64,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
5070¿Identifier¿¿a¿¿¿{"start":{"line":64,"column":76},"end":{"line":64,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5071¿Identifier¿¿b¿¿¿{"start":{"line":64,"column":82},"end":{"line":64,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5072¿ReturnStatement¿¿¿¿¿{"start":{"line":64,"column":69},"end":{"line":64,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
5073¿Identifier¿¿v514¿¿¿¿¿Identifier
5074¿BlockStatement¿¿¿¿¿¿¿BlockStatement
5075¿VariableDeclarator¿¿v515¿¿¿¿¿VariableDeclarator
5076¿CallExpression¿¿¿¿¿{"start":{"line":65,"column":5},"end":{"line":65,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5077¿MemberExpression¿¿¿¿¿{"start":{"line":65,"column":5},"end":{"line":65,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5078¿Identifier¿¿Array¿¿¿{"start":{"line":65,"column":5},"end":{"line":65,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5079¿Identifier¿¿isArray¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5080¿Identifier¿¿a¿¿¿{"start":{"line":65,"column":19},"end":{"line":65,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5081¿VariableDeclarator¿¿v516¿¿¿¿¿VariableDeclarator
5082¿CallExpression¿¿¿¿¿{"start":{"line":65,"column":25},"end":{"line":65,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5083¿MemberExpression¿¿¿¿¿{"start":{"line":65,"column":25},"end":{"line":65,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5084¿Identifier¿¿Array¿¿¿{"start":{"line":65,"column":25},"end":{"line":65,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5085¿Identifier¿¿isArray¿¿¿{"start":{"line":65,"column":31},"end":{"line":65,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5086¿Identifier¿¿b¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5087¿VariableDeclarator¿¿v517¿¿¿¿¿VariableDeclarator
5088¿LogicalExpression¿&&¿¿¿¿{"start":{"line":65,"column":5},"end":{"line":65,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
5089¿Identifier¿¿v515¿¿¿¿¿Identifier
5090¿Identifier¿¿v516¿¿¿¿¿Identifier
5091¿IfStatement¿¿¿¿¿{"start":{"line":65,"column":1},"end":{"line":81,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5092¿Identifier¿¿v517¿¿¿¿¿Identifier
5093¿VariableDeclarator¿¿v518¿¿¿¿¿VariableDeclarator
5094¿MemberExpression¿¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5095¿Identifier¿¿a¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5096¿Identifier¿¿length¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5097¿VariableDeclarator¿¿v519¿¿¿¿¿VariableDeclarator
5098¿MemberExpression¿¿¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5099¿Identifier¿¿b¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5100¿Identifier¿¿length¿¿¿{"start":{"line":66,"column":21},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5101¿VariableDeclarator¿¿v520¿¿¿¿¿VariableDeclarator
5102¿BinaryExpression¿!==¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
5103¿Identifier¿¿v518¿¿¿¿¿Identifier
5104¿Identifier¿¿v519¿¿¿¿¿Identifier
5105¿IfStatement¿¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5106¿Identifier¿¿v520¿¿¿¿¿Identifier
5107¿ReturnStatement¿¿¿¿¿{"start":{"line":66,"column":29},"end":{"line":66,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
5108¿Literal¿boolean¿¿false¿¿{"start":{"line":66,"column":36},"end":{"line":66,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
5109¿BlockStatement¿¿¿¿¿¿¿BlockStatement
5110¿AssignmentExpression¿=¿¿¿¿{"start":{"line":67,"column":7},"end":{"line":67,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
5111¿Identifier¿¿i¿¿¿{"start":{"line":67,"column":7},"end":{"line":67,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5112¿Literal¿number¿¿0¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
5113¿VariableDeclarator¿¿v521¿¿¿¿¿VariableDeclarator
5114¿MemberExpression¿¿¿¿¿{"start":{"line":67,"column":18},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5115¿Identifier¿¿a¿¿¿{"start":{"line":67,"column":18},"end":{"line":67,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5116¿Identifier¿¿length¿¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5117¿VariableDeclarator¿¿v522¿¿¿¿¿VariableDeclarator
5118¿BinaryExpression¿<¿¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
5119¿Identifier¿¿i¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5120¿Identifier¿¿v521¿¿¿¿¿Identifier
5121¿WhileStatement¿¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿WhileStatement
5122¿Identifier¿¿v522¿¿¿¿¿Identifier
5123¿VariableDeclarator¿¿v524¿¿¿¿¿VariableDeclarator
5124¿MemberExpression¿computed¿¿¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5125¿Identifier¿¿a¿¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5126¿Identifier¿¿i¿¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5127¿VariableDeclarator¿¿v525¿¿¿¿¿VariableDeclarator
5128¿MemberExpression¿computed¿¿¿¿{"start":{"line":68,"column":25},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5129¿Identifier¿¿b¿¿¿{"start":{"line":68,"column":25},"end":{"line":68,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5130¿Identifier¿¿i¿¿¿{"start":{"line":68,"column":27},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5131¿VariableDeclarator¿¿v526¿¿¿¿¿VariableDeclarator
5132¿CallExpression¿¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5133¿Identifier¿¿deepEquals¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5134¿Identifier¿¿v524¿¿¿¿¿Identifier
5135¿Identifier¿¿v525¿¿¿¿¿Identifier
5136¿VariableDeclarator¿¿v527¿¿¿¿¿VariableDeclarator
5137¿UnaryExpression¿!¿¿¿¿{"start":{"line":68,"column":7},"end":{"line":68,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿UnaryExpression
5138¿Identifier¿¿v526¿¿¿¿¿Identifier
5139¿IfStatement¿¿¿¿¿{"start":{"line":68,"column":3},"end":{"line":68,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5140¿Identifier¿¿v527¿¿¿¿¿Identifier
5141¿ReturnStatement¿¿¿¿¿{"start":{"line":68,"column":32},"end":{"line":68,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
5142¿Literal¿boolean¿¿false¿¿{"start":{"line":68,"column":39},"end":{"line":68,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
5143¿BlockStatement¿¿¿¿¿¿¿BlockStatement
5144¿VariableDeclarator¿¿v523¿¿¿¿¿VariableDeclarator
5145¿UpdateExpression¿¿¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿UpdateExpression
5146¿Identifier¿¿i¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5147¿ExpressionStatement¿¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
5148¿AssignmentExpression¿=¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
5149¿Identifier¿¿v522¿¿¿{"start":{"line":67,"column":2},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5150¿BinaryExpression¿<¿¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
5151¿Identifier¿¿i¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5152¿Identifier¿¿v521¿¿¿¿¿Identifier
5153¿BlockStatement¿¿¿¿¿¿¿BlockStatement
5154¿ReturnStatement¿¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":70,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
5155¿Literal¿boolean¿¿true¿¿{"start":{"line":70,"column":9},"end":{"line":70,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
5156¿BlockStatement¿¿¿¿¿{"start":{"line":65,"column":43},"end":{"line":71,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
5157¿VariableDeclarator¿¿v528¿¿¿¿¿VariableDeclarator
5158¿CallExpression¿¿¿¿¿{"start":{"line":71,"column":13},"end":{"line":71,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5159¿MemberExpression¿¿¿¿¿{"start":{"line":71,"column":13},"end":{"line":71,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5160¿Identifier¿¿Array¿¿¿{"start":{"line":71,"column":13},"end":{"line":71,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5161¿Identifier¿¿isArray¿¿¿{"start":{"line":71,"column":19},"end":{"line":71,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5162¿Identifier¿¿a¿¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5163¿VariableDeclarator¿¿v529¿¿¿¿¿VariableDeclarator
5164¿UnaryExpression¿!¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿UnaryExpression
5165¿Identifier¿¿v528¿¿¿¿¿Identifier
5166¿VariableDeclarator¿¿v530¿¿¿¿¿VariableDeclarator
5167¿CallExpression¿¿¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5168¿MemberExpression¿¿¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5169¿Identifier¿¿Array¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5170¿Identifier¿¿isArray¿¿¿{"start":{"line":71,"column":40},"end":{"line":71,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5171¿Identifier¿¿b¿¿¿{"start":{"line":71,"column":48},"end":{"line":71,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5172¿VariableDeclarator¿¿v531¿¿¿¿¿VariableDeclarator
5173¿UnaryExpression¿!¿¿¿¿{"start":{"line":71,"column":33},"end":{"line":71,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿UnaryExpression
5174¿Identifier¿¿v530¿¿¿¿¿Identifier
5175¿VariableDeclarator¿¿v532¿¿¿¿¿VariableDeclarator
5176¿LogicalExpression¿&&¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
5177¿Identifier¿¿v529¿¿¿¿¿Identifier
5178¿Identifier¿¿v531¿¿¿¿¿Identifier
5179¿IfStatement¿¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":81,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5180¿Identifier¿¿v532¿¿¿¿¿Identifier
5181¿ForInStatement¿¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":74,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ForInStatement
5182¿Identifier¿¿key¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5183¿Identifier¿¿a¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5184¿VariableDeclarator¿¿v533¿¿¿¿¿VariableDeclarator
5185¿MemberExpression¿computed¿¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5186¿Identifier¿¿a¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5187¿Identifier¿¿key¿¿¿{"start":{"line":73,"column":21},"end":{"line":73,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5188¿VariableDeclarator¿¿v534¿¿¿¿¿VariableDeclarator
5189¿MemberExpression¿computed¿¿¿¿{"start":{"line":73,"column":27},"end":{"line":73,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5190¿Identifier¿¿b¿¿¿{"start":{"line":73,"column":27},"end":{"line":73,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5191¿Identifier¿¿key¿¿¿{"start":{"line":73,"column":29},"end":{"line":73,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5192¿VariableDeclarator¿¿v535¿¿¿¿¿VariableDeclarator
5193¿CallExpression¿¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5194¿Identifier¿¿deepEquals¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5195¿Identifier¿¿v533¿¿¿¿¿Identifier
5196¿Identifier¿¿v534¿¿¿¿¿Identifier
5197¿VariableDeclarator¿¿v536¿¿¿¿¿VariableDeclarator
5198¿UnaryExpression¿!¿¿¿¿{"start":{"line":73,"column":7},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿UnaryExpression
5199¿Identifier¿¿v535¿¿¿¿¿Identifier
5200¿IfStatement¿¿¿¿¿{"start":{"line":73,"column":3},"end":{"line":73,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5201¿Identifier¿¿v536¿¿¿¿¿Identifier
5202¿ReturnStatement¿¿¿¿¿{"start":{"line":73,"column":36},"end":{"line":73,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
5203¿Literal¿boolean¿¿false¿¿{"start":{"line":73,"column":43},"end":{"line":73,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
5204¿BlockStatement¿¿¿¿¿¿¿BlockStatement
