Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2727¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":365,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Program
2863¿Identifier¿¿4864¿newDocument¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2864¿Identifier¿¿4864¿document¿¿¿{"start":{"line":29,"column":30},"end":{"line":29,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2865¿ExpressionStatement¿¿4864¿¿¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
2866¿AssignmentExpression¿=¿4864¿¿¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
2867¿MemberExpression¿¿4864¿¿¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
2868¿Identifier¿¿4864¿v268¿¿¿¿¿Identifier
2869¿Identifier¿¿4864¿removed¿¿¿{"start":{"line":29,"column":40},"end":{"line":29,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2870¿Identifier¿¿4864¿removed¿¿¿{"start":{"line":29,"column":49},"end":{"line":29,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2871¿ReturnStatement¿¿4864¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ReturnStatement
2872¿Identifier¿¿4864¿v268¿¿¿¿¿Identifier
2873¿BlockStatement¿¿4864¿¿¿¿{"start":{"line":26,"column":43},"end":{"line":30,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
2874¿VariableDeclarator¿¿4856¿v278¿¿¿{"start":{"line":31,"column":10},"end":{"line":42,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2875¿FunctionExpression¿¿4856¿anon¿¿¿{"start":{"line":31,"column":10},"end":{"line":42,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿FunctionExpression
2876¿Identifier¿¿0¿obj¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2877¿Identifier¿¿0¿key¿¿¿{"start":{"line":31,"column":25},"end":{"line":31,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2878¿Identifier¿¿0¿document¿¿¿{"start":{"line":31,"column":30},"end":{"line":31,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2879¿VariableDeclarator¿¿4866¿v270¿¿¿{"start":{"line":35,"column":50},"end":{"line":35,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2880¿MemberExpression¿¿4866¿¿¿¿{"start":{"line":35,"column":50},"end":{"line":35,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
2881¿ThisExpression¿¿4866¿¿¿¿{"start":{"line":35,"column":50},"end":{"line":35,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ThisExpression
2882¿Identifier¿¿4866¿path¿¿¿{"start":{"line":35,"column":55},"end":{"line":35,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2883¿VariableDeclarator¿¿4866¿removed¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2884¿CallExpression¿¿4866¿¿¿¿{"start":{"line":35,"column":22},"end":{"line":35,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿CallExpression
2885¿Identifier¿¿4866¿getValueByPointer¿¿¿{"start":{"line":35,"column":22},"end":{"line":35,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2886¿Identifier¿¿4866¿document¿¿¿{"start":{"line":35,"column":40},"end":{"line":35,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2887¿Identifier¿¿4866¿v270¿¿¿¿¿Identifier
2888¿IfStatement¿¿4866¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":38,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
2889¿Identifier¿¿4866¿removed¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2890¿ExpressionStatement¿¿4866¿¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
2891¿AssignmentExpression¿=¿4866¿¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
2892¿Identifier¿¿4866¿removed¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2893¿CallExpression¿¿4866¿¿¿¿{"start":{"line":37,"column":22},"end":{"line":37,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿CallExpression
2894¿MemberExpression¿¿4866¿¿¿¿{"start":{"line":37,"column":22},"end":{"line":37,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
2895¿Identifier¿¿4866¿helpers_1¿¿¿{"start":{"line":37,"column":22},"end":{"line":37,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2896¿Identifier¿¿4866¿_deepClone¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2897¿Identifier¿¿4866¿removed¿¿¿{"start":{"line":37,"column":43},"end":{"line":37,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2898¿BlockStatement¿¿4866¿¿¿¿{"start":{"line":36,"column":21},"end":{"line":38,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
2899¿VariableDeclarator¿¿4866¿v271¿¿¿{"start":{"line":39,"column":75},"end":{"line":39,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2900¿MemberExpression¿¿4866¿¿¿¿{"start":{"line":39,"column":75},"end":{"line":39,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
2901¿ThisExpression¿¿4866¿¿¿¿{"start":{"line":39,"column":75},"end":{"line":39,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ThisExpression
2902¿Identifier¿¿4866¿from¿¿¿{"start":{"line":39,"column":80},"end":{"line":39,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2903¿VariableDeclarator¿¿4866¿v272¿¿¿{"start":{"line":39,"column":53},"end":{"line":39,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2904¿ObjectExpression¿¿4866¿¿¿¿{"start":{"line":39,"column":53},"end":{"line":39,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ObjectExpression
2905¿Property¿¿4866¿¿¿¿{"start":{"line":39,"column":55},"end":{"line":39,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Property
2906¿Identifier¿¿4866¿op¿¿¿{"start":{"line":39,"column":55},"end":{"line":39,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2907¿Literal¿string¿4866¿¿'remove'¿¿{"start":{"line":39,"column":59},"end":{"line":39,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
2908¿Property¿¿4866¿¿¿¿{"start":{"line":39,"column":69},"end":{"line":39,"column":84},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Property
2909¿Identifier¿¿4866¿path¿¿¿{"start":{"line":39,"column":69},"end":{"line":39,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2910¿Identifier¿¿4866¿v271¿¿¿¿¿Identifier
2911¿VariableDeclarator¿¿4866¿v273¿¿¿{"start":{"line":39,"column":28},"end":{"line":39,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2912¿CallExpression¿¿4866¿¿¿¿{"start":{"line":39,"column":28},"end":{"line":39,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿CallExpression
2913¿Identifier¿¿4866¿applyOperation¿¿¿{"start":{"line":39,"column":28},"end":{"line":39,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2914¿Identifier¿¿4866¿document¿¿¿{"start":{"line":39,"column":43},"end":{"line":39,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2915¿Identifier¿¿4866¿v272¿¿¿¿¿Identifier
2916¿VariableDeclarator¿¿4866¿originalValue¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2917¿MemberExpression¿¿4866¿¿¿¿{"start":{"line":39,"column":28},"end":{"line":39,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
2918¿Identifier¿¿4866¿v273¿¿¿¿¿Identifier
2919¿Identifier¿¿4866¿removed¿¿¿{"start":{"line":39,"column":88},"end":{"line":39,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2920¿VariableDeclarator¿¿4866¿v274¿¿¿{"start":{"line":40,"column":52},"end":{"line":40,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2921¿MemberExpression¿¿4866¿¿¿¿{"start":{"line":40,"column":52},"end":{"line":40,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
2922¿ThisExpression¿¿4866¿¿¿¿{"start":{"line":40,"column":52},"end":{"line":40,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ThisExpression
2923¿Identifier¿¿4866¿path¿¿¿{"start":{"line":40,"column":57},"end":{"line":40,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2924¿VariableDeclarator¿¿4866¿v275¿¿¿{"start":{"line":40,"column":33},"end":{"line":40,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2925¿ObjectExpression¿¿4866¿¿¿¿{"start":{"line":40,"column":33},"end":{"line":40,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ObjectExpression
2926¿Property¿¿4866¿¿¿¿{"start":{"line":40,"column":35},"end":{"line":40,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Property
2927¿Identifier¿¿4866¿op¿¿¿{"start":{"line":40,"column":35},"end":{"line":40,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2928¿Literal¿string¿4866¿¿'add'¿¿{"start":{"line":40,"column":39},"end":{"line":40,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
2929¿Property¿¿4866¿¿¿¿{"start":{"line":40,"column":46},"end":{"line":40,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Property
2930¿Identifier¿¿4866¿path¿¿¿{"start":{"line":40,"column":46},"end":{"line":40,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2931¿Identifier¿¿4866¿v274¿¿¿¿¿Identifier
2932¿Property¿¿4866¿¿¿¿{"start":{"line":40,"column":63},"end":{"line":40,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Property
2933¿Identifier¿¿4866¿value¿¿¿{"start":{"line":40,"column":63},"end":{"line":40,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2934¿Identifier¿¿4866¿originalValue¿¿¿{"start":{"line":40,"column":70},"end":{"line":40,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2935¿VariableDeclarator¿¿4866¿v276¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2936¿CallExpression¿¿4866¿¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿CallExpression
2937¿Identifier¿¿4866¿applyOperation¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2938¿Identifier¿¿4866¿document¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2939¿Identifier¿¿4866¿v275¿¿¿¿¿Identifier
2940¿ExpressionStatement¿¿4866¿¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":87},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
2941¿Identifier¿¿4866¿v276¿¿¿¿¿Identifier
2942¿VariableDeclarator¿¿4866¿v277¿¿¿{"start":{"line":41,"column":15},"end":{"line":41,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2943¿ObjectExpression¿¿4866¿¿¿¿¿¿ObjectExpression
2944¿ExpressionStatement¿¿4866¿¿¿¿{"start":{"line":41,"column":15},"end":{"line":41,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
2945¿AssignmentExpression¿=¿4866¿¿¿¿{"start":{"line":41,"column":15},"end":{"line":41,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
2946¿MemberExpression¿¿4866¿¿¿¿{"start":{"line":41,"column":15},"end":{"line":41,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
2947¿Identifier¿¿4866¿v277¿¿¿¿¿Identifier
2948¿Identifier¿¿4866¿newDocument¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2949¿Identifier¿¿4866¿document¿¿¿{"start":{"line":41,"column":30},"end":{"line":41,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2950¿ExpressionStatement¿¿4866¿¿¿¿{"start":{"line":41,"column":15},"end":{"line":41,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
2951¿AssignmentExpression¿=¿4866¿¿¿¿{"start":{"line":41,"column":15},"end":{"line":41,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
2952¿MemberExpression¿¿4866¿¿¿¿{"start":{"line":41,"column":15},"end":{"line":41,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
2953¿Identifier¿¿4866¿v277¿¿¿¿¿Identifier
2954¿Identifier¿¿4866¿removed¿¿¿{"start":{"line":41,"column":40},"end":{"line":41,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2955¿Identifier¿¿4866¿removed¿¿¿{"start":{"line":41,"column":49},"end":{"line":41,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2956¿ReturnStatement¿¿4866¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ReturnStatement
2957¿Identifier¿¿4866¿v277¿¿¿¿¿Identifier
2958¿BlockStatement¿¿4866¿¿¿¿{"start":{"line":31,"column":40},"end":{"line":42,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
2959¿VariableDeclarator¿¿4856¿v285¿¿¿{"start":{"line":43,"column":10},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2960¿FunctionExpression¿¿4856¿anon¿¿¿{"start":{"line":43,"column":10},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿FunctionExpression
2961¿Identifier¿¿0¿obj¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2962¿Identifier¿¿0¿key¿¿¿{"start":{"line":43,"column":25},"end":{"line":43,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2963¿Identifier¿¿0¿document¿¿¿{"start":{"line":43,"column":30},"end":{"line":43,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2964¿VariableDeclarator¿¿4869¿v279¿¿¿{"start":{"line":44,"column":54},"end":{"line":44,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2965¿MemberExpression¿¿4869¿¿¿¿{"start":{"line":44,"column":54},"end":{"line":44,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
2966¿ThisExpression¿¿4869¿¿¿¿{"start":{"line":44,"column":54},"end":{"line":44,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ThisExpression
2967¿Identifier¿¿4869¿from¿¿¿{"start":{"line":44,"column":59},"end":{"line":44,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2968¿VariableDeclarator¿¿4869¿valueToCopy¿¿¿{"start":{"line":44,"column":12},"end":{"line":44,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2969¿CallExpression¿¿4869¿¿¿¿{"start":{"line":44,"column":26},"end":{"line":44,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿CallExpression
2970¿Identifier¿¿4869¿getValueByPointer¿¿¿{"start":{"line":44,"column":26},"end":{"line":44,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2971¿Identifier¿¿4869¿document¿¿¿{"start":{"line":44,"column":44},"end":{"line":44,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
2972¿Identifier¿¿4869¿v279¿¿¿¿¿Identifier
2973¿VariableDeclarator¿¿4869¿v280¿¿¿{"start":{"line":46,"column":52},"end":{"line":46,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
2974¿MemberExpression¿¿4869¿¿¿¿{"start":{"line":46,"column":52},"end":{"line":46,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
2975¿ThisExpression¿¿4869¿¿¿¿{"start":{"line":46,"column":52},"end":{"line":46,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ThisExpression
