Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1107¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Program
1681¿Identifier¿¿1991¿nextSource¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1682¿Identifier¿¿1991¿undefined¿¿¿{"start":{"line":96,"column":23},"end":{"line":96,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1683¿VariableDeclarator¿¿1991¿v185¿¿¿{"start":{"line":96,"column":36},"end":{"line":96,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1684¿BinaryExpression¿!==¿1991¿¿¿¿{"start":{"line":96,"column":36},"end":{"line":96,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1685¿Identifier¿¿1991¿nextSource¿¿¿{"start":{"line":96,"column":36},"end":{"line":96,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1686¿Literal¿object¿1991¿¿null¿¿{"start":{"line":96,"column":51},"end":{"line":96,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1687¿VariableDeclarator¿¿1991¿v186¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1688¿LogicalExpression¿&&¿1991¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1689¿Identifier¿¿1991¿v184¿¿¿¿¿Identifier
1690¿Identifier¿¿1991¿v185¿¿¿¿¿Identifier
1691¿IfStatement¿¿1991¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":114,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1692¿Identifier¿¿1991¿v186¿¿¿¿¿Identifier
1693¿VariableDeclarator¿¿1991¿v187¿¿¿{"start":{"line":97,"column":34},"end":{"line":97,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1694¿CallExpression¿¿1991¿¿¿¿{"start":{"line":97,"column":34},"end":{"line":97,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1695¿Identifier¿¿1991¿Object¿¿¿{"start":{"line":97,"column":34},"end":{"line":97,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1696¿Identifier¿¿1991¿nextSource¿¿¿{"start":{"line":97,"column":41},"end":{"line":97,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1697¿VariableDeclarator¿¿1991¿keysArray¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1698¿CallExpression¿¿1991¿¿¿¿{"start":{"line":97,"column":22},"end":{"line":97,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1699¿MemberExpression¿¿1991¿¿¿¿{"start":{"line":97,"column":22},"end":{"line":97,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1700¿Identifier¿¿1991¿Object¿¿¿{"start":{"line":97,"column":22},"end":{"line":97,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1701¿Identifier¿¿1991¿keys¿¿¿{"start":{"line":97,"column":29},"end":{"line":97,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1702¿Identifier¿¿1991¿v187¿¿¿¿¿Identifier
1703¿VariableDeclarator¿¿1991¿nextIndex¿¿¿{"start":{"line":99,"column":15},"end":{"line":99,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1704¿Literal¿number¿1991¿¿0¿¿{"start":{"line":99,"column":27},"end":{"line":99,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1705¿VariableDeclarator¿¿1991¿len¿¿¿{"start":{"line":99,"column":30},"end":{"line":99,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1706¿MemberExpression¿¿1991¿¿¿¿{"start":{"line":99,"column":36},"end":{"line":99,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1707¿Identifier¿¿1991¿keysArray¿¿¿{"start":{"line":99,"column":36},"end":{"line":99,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1708¿Identifier¿¿1991¿length¿¿¿{"start":{"line":99,"column":46},"end":{"line":99,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1709¿VariableDeclarator¿¿1991¿v188¿¿¿{"start":{"line":99,"column":54},"end":{"line":99,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1710¿BinaryExpression¿<¿1991¿¿¿¿{"start":{"line":99,"column":54},"end":{"line":99,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1711¿Identifier¿¿1991¿nextIndex¿¿¿{"start":{"line":99,"column":54},"end":{"line":99,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1712¿Identifier¿¿1991¿len¿¿¿{"start":{"line":99,"column":66},"end":{"line":99,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1713¿WhileStatement¿¿1991¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":113,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿WhileStatement
1714¿Identifier¿¿1991¿v188¿¿¿¿¿Identifier
1715¿VariableDeclarator¿¿1991¿nextKey¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1716¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":100,"column":22},"end":{"line":100,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1717¿Identifier¿¿1991¿keysArray¿¿¿{"start":{"line":100,"column":22},"end":{"line":100,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1718¿Identifier¿¿1991¿nextIndex¿¿¿{"start":{"line":100,"column":32},"end":{"line":100,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1719¿VariableDeclarator¿¿1991¿desc¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1720¿CallExpression¿¿1991¿¿¿¿{"start":{"line":101,"column":19},"end":{"line":101,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1721¿MemberExpression¿¿1991¿¿¿¿{"start":{"line":101,"column":19},"end":{"line":101,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1722¿Identifier¿¿1991¿Object¿¿¿{"start":{"line":101,"column":19},"end":{"line":101,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1723¿Identifier¿¿1991¿getOwnPropertyDescriptor¿¿¿{"start":{"line":101,"column":26},"end":{"line":101,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1724¿Identifier¿¿1991¿nextSource¿¿¿{"start":{"line":101,"column":51},"end":{"line":101,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1725¿Identifier¿¿1991¿nextKey¿¿¿{"start":{"line":101,"column":63},"end":{"line":101,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1726¿VariableDeclarator¿¿1991¿v189¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1727¿BinaryExpression¿!==¿1991¿¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1728¿Identifier¿¿1991¿desc¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1729¿Identifier¿¿1991¿undefined¿¿¿{"start":{"line":103,"column":21},"end":{"line":103,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1730¿VariableDeclarator¿¿1991¿v190¿¿¿{"start":{"line":103,"column":34},"end":{"line":103,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1731¿MemberExpression¿¿1991¿¿¿¿{"start":{"line":103,"column":34},"end":{"line":103,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1732¿Identifier¿¿1991¿desc¿¿¿{"start":{"line":103,"column":34},"end":{"line":103,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1733¿Identifier¿¿1991¿enumerable¿¿¿{"start":{"line":103,"column":39},"end":{"line":103,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1734¿VariableDeclarator¿¿1991¿v191¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1735¿LogicalExpression¿&&¿1991¿¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1736¿Identifier¿¿1991¿v189¿¿¿¿¿Identifier
1737¿Identifier¿¿1991¿v190¿¿¿¿¿Identifier
1738¿IfStatement¿¿1991¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":112,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1739¿Identifier¿¿1991¿v191¿¿¿¿¿Identifier
1740¿VariableDeclarator¿¿1991¿v192¿¿¿{"start":{"line":104,"column":23},"end":{"line":104,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1741¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":104,"column":23},"end":{"line":104,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1742¿Identifier¿¿1991¿to¿¿¿{"start":{"line":104,"column":23},"end":{"line":104,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1743¿Identifier¿¿1991¿nextKey¿¿¿{"start":{"line":104,"column":26},"end":{"line":104,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1744¿VariableDeclarator¿¿1991¿v193¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1745¿CallExpression¿¿1991¿¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1746¿Identifier¿¿1991¿isObject¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1747¿Identifier¿¿1991¿v192¿¿¿¿¿Identifier
1748¿VariableDeclarator¿¿1991¿v194¿¿¿{"start":{"line":104,"column":48},"end":{"line":104,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1749¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":104,"column":48},"end":{"line":104,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1750¿Identifier¿¿1991¿nextSource¿¿¿{"start":{"line":104,"column":48},"end":{"line":104,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1751¿Identifier¿¿1991¿nextKey¿¿¿{"start":{"line":104,"column":59},"end":{"line":104,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1752¿VariableDeclarator¿¿1991¿v195¿¿¿{"start":{"line":104,"column":39},"end":{"line":104,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1753¿CallExpression¿¿1991¿¿¿¿{"start":{"line":104,"column":39},"end":{"line":104,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1754¿Identifier¿¿1991¿isObject¿¿¿{"start":{"line":104,"column":39},"end":{"line":104,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1755¿Identifier¿¿1991¿v194¿¿¿¿¿Identifier
1756¿VariableDeclarator¿¿1991¿v196¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1757¿LogicalExpression¿&&¿1991¿¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1758¿Identifier¿¿1991¿v193¿¿¿¿¿Identifier
1759¿Identifier¿¿1991¿v195¿¿¿¿¿Identifier
1760¿IfStatement¿¿1991¿¿¿¿{"start":{"line":104,"column":10},"end":{"line":111,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1761¿Identifier¿¿1991¿v196¿¿¿¿¿Identifier
1762¿VariableDeclarator¿¿1991¿v197¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1763¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1764¿Identifier¿¿1991¿to¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1765¿Identifier¿¿1991¿nextKey¿¿¿{"start":{"line":105,"column":22},"end":{"line":105,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1766¿VariableDeclarator¿¿1991¿v198¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1767¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1768¿Identifier¿¿1991¿nextSource¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1769¿Identifier¿¿1991¿nextKey¿¿¿{"start":{"line":105,"column":43},"end":{"line":105,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1770¿VariableDeclarator¿¿1991¿v199¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1771¿CallExpression¿¿1991¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1772¿Identifier¿¿1991¿extend¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1773¿Identifier¿¿1991¿v197¿¿¿¿¿Identifier
1774¿Identifier¿¿1991¿v198¿¿¿¿¿Identifier
1775¿ExpressionStatement¿¿1991¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1776¿Identifier¿¿1991¿v199¿¿¿¿¿Identifier
1777¿BlockStatement¿¿1991¿¿¿¿{"start":{"line":104,"column":70},"end":{"line":106,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1778¿VariableDeclarator¿¿1991¿v200¿¿¿{"start":{"line":106,"column":31},"end":{"line":106,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1779¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":106,"column":31},"end":{"line":106,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1780¿Identifier¿¿1991¿to¿¿¿{"start":{"line":106,"column":31},"end":{"line":106,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1781¿Identifier¿¿1991¿nextKey¿¿¿{"start":{"line":106,"column":34},"end":{"line":106,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1782¿VariableDeclarator¿¿1991¿v201¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1783¿CallExpression¿¿1991¿¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1784¿Identifier¿¿1991¿isObject¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1785¿Identifier¿¿1991¿v200¿¿¿¿¿Identifier
1786¿VariableDeclarator¿¿1991¿v202¿¿¿{"start":{"line":106,"column":21},"end":{"line":106,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1787¿UnaryExpression¿!¿1991¿¿¿¿{"start":{"line":106,"column":21},"end":{"line":106,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿UnaryExpression
1788¿Identifier¿¿1991¿v201¿¿¿¿¿Identifier
1789¿VariableDeclarator¿¿1991¿v203¿¿¿{"start":{"line":106,"column":56},"end":{"line":106,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1790¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":106,"column":56},"end":{"line":106,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1791¿Identifier¿¿1991¿nextSource¿¿¿{"start":{"line":106,"column":56},"end":{"line":106,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1792¿Identifier¿¿1991¿nextKey¿¿¿{"start":{"line":106,"column":67},"end":{"line":106,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1793¿VariableDeclarator¿¿1991¿v204¿¿¿{"start":{"line":106,"column":47},"end":{"line":106,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1794¿CallExpression¿¿1991¿¿¿¿{"start":{"line":106,"column":47},"end":{"line":106,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1795¿Identifier¿¿1991¿isObject¿¿¿{"start":{"line":106,"column":47},"end":{"line":106,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1796¿Identifier¿¿1991¿v203¿¿¿¿¿Identifier
1797¿VariableDeclarator¿¿1991¿v205¿¿¿{"start":{"line":106,"column":21},"end":{"line":106,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1798¿LogicalExpression¿&&¿1991¿¿¿¿{"start":{"line":106,"column":21},"end":{"line":106,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1799¿Identifier¿¿1991¿v202¿¿¿¿¿Identifier
1800¿Identifier¿¿1991¿v204¿¿¿¿¿Identifier
1801¿IfStatement¿¿1991¿¿¿¿{"start":{"line":106,"column":17},"end":{"line":111,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1802¿Identifier¿¿1991¿v205¿¿¿¿¿Identifier
1803¿VariableDeclarator¿¿1991¿v206¿¿¿{"start":{"line":107,"column":26},"end":{"line":107,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1804¿ObjectExpression¿¿1991¿¿¿¿¿¿ObjectExpression
1805¿ExpressionStatement¿¿1991¿¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1806¿AssignmentExpression¿=¿1991¿¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1807¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1808¿Identifier¿¿1991¿to¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1809¿Identifier¿¿1991¿nextKey¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1810¿Identifier¿¿1991¿v206¿¿¿¿¿Identifier
1811¿VariableDeclarator¿¿1991¿v207¿¿¿{"start":{"line":108,"column":19},"end":{"line":108,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1812¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":108,"column":19},"end":{"line":108,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1813¿Identifier¿¿1991¿to¿¿¿{"start":{"line":108,"column":19},"end":{"line":108,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1814¿Identifier¿¿1991¿nextKey¿¿¿{"start":{"line":108,"column":22},"end":{"line":108,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1815¿VariableDeclarator¿¿1991¿v208¿¿¿{"start":{"line":108,"column":32},"end":{"line":108,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1816¿MemberExpression¿computed¿1991¿¿¿¿{"start":{"line":108,"column":32},"end":{"line":108,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1817¿Identifier¿¿1991¿nextSource¿¿¿{"start":{"line":108,"column":32},"end":{"line":108,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1818¿Identifier¿¿1991¿nextKey¿¿¿{"start":{"line":108,"column":43},"end":{"line":108,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1819¿VariableDeclarator¿¿1991¿v209¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1820¿CallExpression¿¿1991¿¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1821¿Identifier¿¿1991¿extend¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1822¿Identifier¿¿1991¿v207¿¿¿¿¿Identifier
1823¿Identifier¿¿1991¿v208¿¿¿¿¿Identifier
1824¿ExpressionStatement¿¿1991¿¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1825¿Identifier¿¿1991¿v209¿¿¿¿¿Identifier
1826¿BlockStatement¿¿1991¿¿¿¿{"start":{"line":106,"column":78},"end":{"line":109,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1827¿VariableDeclarator¿¿1991¿v210¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
