Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
875¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":174,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Program
1433¿Identifier¿¿1542¿_postUrlEncodeOpt¿¿¿{"start":{"line":155,"column":48},"end":{"line":155,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1434¿Identifier¿¿1542¿o¿¿¿{"start":{"line":155,"column":67},"end":{"line":155,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1435¿VariableDeclarator¿¿1542¿v119¿¿¿{"start":{"line":157,"column":12},"end":{"line":157,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1436¿CallExpression¿¿1542¿¿¿¿{"start":{"line":157,"column":12},"end":{"line":157,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1437¿Identifier¿¿1542¿modifyOptionString¿¿¿{"start":{"line":157,"column":12},"end":{"line":157,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1438¿Identifier¿¿1542¿_postUrlEncodeOpt¿¿¿{"start":{"line":157,"column":31},"end":{"line":157,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1439¿Identifier¿¿1542¿o¿¿¿{"start":{"line":157,"column":50},"end":{"line":157,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1440¿ExpressionStatement¿¿1542¿¿¿¿{"start":{"line":157,"column":12},"end":{"line":157,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1441¿Identifier¿¿1542¿v119¿¿¿¿¿Identifier
1442¿BlockStatement¿¿1542¿¿¿¿{"start":{"line":154,"column":35},"end":{"line":158,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1443¿ReturnStatement¿¿1542¿¿¿¿{"start":{"line":160,"column":8},"end":{"line":160,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1444¿ThisExpression¿¿1542¿¿¿¿{"start":{"line":160,"column":15},"end":{"line":160,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1445¿BlockStatement¿¿1542¿¿¿¿{"start":{"line":151,"column":43},"end":{"line":161,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1446¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":151,"column":4},"end":{"line":161,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1447¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":151,"column":4},"end":{"line":161,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1448¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":151,"column":4},"end":{"line":151,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1449¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":151,"column":4},"end":{"line":151,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1450¿Identifier¿¿1506¿post_data_urlencode¿¿¿{"start":{"line":151,"column":9},"end":{"line":151,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1451¿Identifier¿¿1506¿v120¿¿¿¿¿Identifier
1452¿VariableDeclarator¿¿1506¿v121¿¿¿{"start":{"line":162,"column":4},"end":{"line":164,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1453¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":162,"column":17},"end":{"line":164,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1454¿ExpressionStatement¿¿1545¿¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1455¿AssignmentExpression¿=¿1545¿¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1456¿Identifier¿¿1545¿_string¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1457¿Literal¿string¿1545¿¿''¿¿{"start":{"line":163,"column":18},"end":{"line":163,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1458¿BlockStatement¿¿1545¿¿¿¿{"start":{"line":162,"column":28},"end":{"line":164,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1459¿ExpressionStatement¿¿1506¿¿¿¿{"start":{"line":162,"column":4},"end":{"line":164,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1460¿AssignmentExpression¿=¿1506¿¿¿¿{"start":{"line":162,"column":4},"end":{"line":164,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1461¿MemberExpression¿¿1506¿¿¿¿{"start":{"line":162,"column":4},"end":{"line":162,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1462¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":162,"column":4},"end":{"line":162,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1463¿Identifier¿¿1506¿clear¿¿¿{"start":{"line":162,"column":9},"end":{"line":162,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1464¿Identifier¿¿1506¿v121¿¿¿¿¿Identifier
1465¿ReturnStatement¿¿1506¿¿¿¿{"start":{"line":166,"column":4},"end":{"line":166,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1466¿ThisExpression¿¿1506¿¿¿¿{"start":{"line":166,"column":11},"end":{"line":166,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ThisExpression
1467¿BlockStatement¿¿1506¿¿¿¿{"start":{"line":45,"column":32},"end":{"line":167,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1468¿VariableDeclarator¿¿1495¿v123¿¿¿{"start":{"line":169,"column":12},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1469¿FunctionExpression¿¿1495¿anon¿¿¿{"start":{"line":169,"column":12},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1470¿VariableDeclarator¿¿1547¿v122¿¿¿{"start":{"line":170,"column":11},"end":{"line":170,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1471¿NewExpression¿¿1547¿¿¿¿{"start":{"line":170,"column":11},"end":{"line":170,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿NewExpression
1472¿Identifier¿¿1547¿optionsBuilder¿¿¿{"start":{"line":170,"column":15},"end":{"line":170,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1473¿ReturnStatement¿¿1547¿¿¿¿{"start":{"line":170,"column":4},"end":{"line":170,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1474¿Identifier¿¿1547¿v122¿¿¿¿¿Identifier
1475¿BlockStatement¿¿1547¿¿¿¿{"start":{"line":169,"column":23},"end":{"line":171,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1476¿VariableDeclarator¿¿1495¿opts¿¿¿{"start":{"line":169,"column":4},"end":{"line":171,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1477¿CallExpression¿¿1495¿¿¿¿{"start":{"line":169,"column":11},"end":{"line":171,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1478¿Identifier¿¿1495¿v123¿¿¿¿¿Identifier
1479¿ExpressionStatement¿¿1495¿¿¿¿{"start":{"line":173,"column":0},"end":{"line":173,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1480¿AssignmentExpression¿=¿1495¿¿¿¿{"start":{"line":173,"column":0},"end":{"line":173,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1481¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":173,"column":0},"end":{"line":173,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1482¿Identifier¿¿1495¿module¿¿¿{"start":{"line":173,"column":0},"end":{"line":173,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1483¿Identifier¿¿1495¿exports¿¿¿{"start":{"line":173,"column":7},"end":{"line":173,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1484¿Identifier¿¿1495¿curl¿¿¿{"start":{"line":173,"column":17},"end":{"line":173,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1485¿VariableDeclarator¿¿1495¿v124¿¿¿{"start":{"line":174,"column":0},"end":{"line":174,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1486¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":174,"column":0},"end":{"line":174,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1487¿Identifier¿¿1495¿module¿¿¿{"start":{"line":174,"column":0},"end":{"line":174,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1488¿Identifier¿¿1495¿exports¿¿¿{"start":{"line":174,"column":7},"end":{"line":174,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1489¿ExpressionStatement¿¿1495¿¿¿¿{"start":{"line":174,"column":0},"end":{"line":174,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1490¿AssignmentExpression¿=¿1495¿¿¿¿{"start":{"line":174,"column":0},"end":{"line":174,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1491¿MemberExpression¿¿1495¿¿¿¿{"start":{"line":174,"column":0},"end":{"line":174,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1492¿Identifier¿¿1495¿v124¿¿¿¿¿Identifier
1493¿Identifier¿¿1495¿opts¿¿¿{"start":{"line":174,"column":15},"end":{"line":174,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1494¿Identifier¿¿1495¿opts¿¿¿{"start":{"line":174,"column":22},"end":{"line":174,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1495¿CFG_F_START¿¿1495¿__main__¿¿¿¿¿CFG_F_START
1496¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1497¿CFG_F_START¿¿1497¿881_anon¿¿¿¿¿CFG_F_START
1498¿CFG_F_END¿¿0¿881_anon¿¿¿¿¿CFG_F_END
1499¿CFG_F_START¿¿1499¿886_anon¿¿¿¿¿CFG_F_START
1500¿CFG_F_END¿¿0¿886_anon¿¿¿¿¿CFG_F_END
1501¿CFG_IF_END¿¿0¿901¿¿¿¿¿CFG_IF_END
1502¿CFG_IF_END¿¿0¿915¿¿¿¿¿CFG_IF_END
1503¿CFG_F_START¿¿1503¿962_anon¿¿¿¿¿CFG_F_START
1504¿CFG_F_END¿¿0¿962_anon¿¿¿¿¿CFG_F_END
1505¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1506¿CFG_F_START¿¿1506¿998_anon¿¿¿¿¿CFG_F_START
1507¿CFG_F_END¿¿0¿998_anon¿¿¿¿¿CFG_F_END
1508¿CFG_F_START¿¿1508¿1022_anon¿¿¿¿¿CFG_F_START
1509¿CFG_F_END¿¿0¿1022_anon¿¿¿¿¿CFG_F_END
1510¿CFG_IF_END¿¿0¿1029¿¿¿¿¿CFG_IF_END
1511¿CFG_F_START¿¿1511¿1047_anon¿¿¿¿¿CFG_F_START
1512¿CFG_F_END¿¿0¿1047_anon¿¿¿¿¿CFG_F_END
1513¿CFG_F_START¿¿1513¿1057_anon¿¿¿¿¿CFG_F_START
1514¿CFG_F_END¿¿0¿1057_anon¿¿¿¿¿CFG_F_END
1515¿CFG_F_START¿¿1515¿1075_anon¿¿¿¿¿CFG_F_START
1516¿CFG_F_END¿¿0¿1075_anon¿¿¿¿¿CFG_F_END
1517¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1518¿CFG_IF_END¿¿0¿1124¿¿¿¿¿CFG_IF_END
1519¿CFG_F_START¿¿1519¿1152_anon¿¿¿¿¿CFG_F_START
1520¿CFG_F_END¿¿0¿1152_anon¿¿¿¿¿CFG_F_END
1521¿CFG_F_START¿¿1521¿1163_anon¿¿¿¿¿CFG_F_START
1522¿CFG_F_END¿¿0¿1163_anon¿¿¿¿¿CFG_F_END
1523¿CFG_F_START¿¿1523¿1182_anon¿¿¿¿¿CFG_F_START
1524¿CFG_F_END¿¿0¿1182_anon¿¿¿¿¿CFG_F_END
1525¿CFG_F_START¿¿1525¿1201_anon¿¿¿¿¿CFG_F_START
1526¿CFG_F_END¿¿0¿1201_anon¿¿¿¿¿CFG_F_END
1527¿CFG_F_START¿¿1527¿1220_anon¿¿¿¿¿CFG_F_START
1528¿CFG_F_END¿¿0¿1220_anon¿¿¿¿¿CFG_F_END
1529¿CFG_F_START¿¿1529¿1239_anon¿¿¿¿¿CFG_F_START
1530¿CFG_F_END¿¿0¿1239_anon¿¿¿¿¿CFG_F_END
1531¿CFG_IF_END¿¿0¿1245¿¿¿¿¿CFG_IF_END
1532¿CFG_F_START¿¿1532¿1285_anon¿¿¿¿¿CFG_F_START
1533¿CFG_F_END¿¿0¿1285_anon¿¿¿¿¿CFG_F_END
1534¿CFG_IF_END¿¿0¿1291¿¿¿¿¿CFG_IF_END
1535¿CFG_F_START¿¿1535¿1331_anon¿¿¿¿¿CFG_F_START
1536¿CFG_F_END¿¿0¿1331_anon¿¿¿¿¿CFG_F_END
1537¿CFG_F_START¿¿1537¿1350_anon¿¿¿¿¿CFG_F_START
1538¿CFG_F_END¿¿0¿1350_anon¿¿¿¿¿CFG_F_END
1539¿CFG_F_START¿¿1539¿1369_anon¿¿¿¿¿CFG_F_START
1540¿CFG_F_END¿¿0¿1369_anon¿¿¿¿¿CFG_F_END
1541¿CFG_IF_END¿¿0¿1384¿¿¿¿¿CFG_IF_END
1542¿CFG_F_START¿¿1542¿1411_anon¿¿¿¿¿CFG_F_START
1543¿CFG_F_END¿¿0¿1411_anon¿¿¿¿¿CFG_F_END
1544¿CFG_IF_END¿¿0¿1426¿¿¿¿¿CFG_IF_END
1545¿CFG_F_START¿¿1545¿1453_anon¿¿¿¿¿CFG_F_START
1546¿CFG_F_END¿¿0¿1453_anon¿¿¿¿¿CFG_F_END
1547¿CFG_F_START¿¿1547¿1469_anon¿¿¿¿¿CFG_F_START
1548¿CFG_F_END¿¿0¿1469_anon¿¿¿¿¿CFG_F_END
1549¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1550¿PDG_CALL¿¿1495¿1495.CALL->require-o199¿¿¿¿¿PDG_CALL
1551¿PDG_OBJECT¿¿0¿1495.cp-o200¿¿¿¿¿PDG_OBJECT
1552¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1553¿PDG_OBJECT¿¿0¿1497.this-o201¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1497.url-o202¿¿¿¿¿PDG_OBJECT
1555¿PDG_OBJECT¿¿0¿1497.options-o203¿¿¿¿¿PDG_OBJECT
1556¿PDG_OBJECT¿¿0¿1497.callback-o204¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿0¿1495.curl-o205¿¿¿¿¿PDG_OBJECT
1558¿PDG_OBJECT¿¿0¿1506.this-o206¿¿¿¿¿PDG_OBJECT
1559¿PDG_OBJECT¿¿0¿1495.optionsBuilder-o207¿¿¿¿¿PDG_OBJECT
1560¿PDG_OBJECT¿¿0¿1547.this-o208¿¿¿¿¿PDG_OBJECT
1561¿PDG_OBJECT¿¿0¿1495.v123-o209¿¿¿¿¿PDG_OBJECT
1562¿PDG_CALL¿¿1495¿1495.CALL->v123-o210¿¿¿¿¿PDG_CALL
1563¿PDG_OBJECT¿¿0¿1495.opts-o211¿¿¿¿¿PDG_OBJECT
1564¿PDG_OBJECT¿¿0¿1495.module-o212¿¿¿¿¿PDG_OBJECT
1565¿PDG_OBJECT¿¿0¿1495.module.exports-o213¿¿¿¿¿PDG_OBJECT
1566¿PDG_OBJECT¿¿0¿1495.v124-o214¿¿¿¿¿PDG_OBJECT
1567¿PDG_OBJECT¿¿0¿1495.v124.opts-o215¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1499.this-o216¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿0¿1497.v63-o217¿¿¿¿¿PDG_OBJECT
1570¿PDG_OBJECT¿¿0¿1497.v65-o218¿¿¿¿¿PDG_OBJECT
1571¿PDG_CALL¿¿1497¿1497.CALL->optionsBuilder-o219¿¿¿¿¿PDG_CALL
1572¿PDG_OBJECT¿¿0¿1497.opts-o220¿¿¿¿¿PDG_OBJECT
1573¿PDG_CALL¿¿1497¿1497.CALL->opts.follow_redirects-o221¿¿¿¿¿PDG_CALL
1574¿PDG_OBJECT¿¿0¿1497.v67-o222¿¿¿¿¿PDG_OBJECT
1575¿PDG_CALL¿¿1497¿1497.CALL->v67.silent-o223¿¿¿¿¿PDG_CALL
1576¿PDG_OBJECT¿¿0¿1497.v68-o224¿¿¿¿¿PDG_OBJECT
1577¿PDG_CALL¿¿1497¿1497.CALL->v68.max_redirs-o225¿¿¿¿¿PDG_CALL
1578¿PDG_OBJECT¿¿0¿1497.v69-o226¿¿¿¿¿PDG_OBJECT
1579¿PDG_CALL¿¿1497¿1497.CALL->v69.connect_timeout-o227¿¿¿¿¿PDG_CALL
1580¿PDG_OBJECT¿¿0¿1497.options-o228¿¿¿¿¿PDG_OBJECT
1581¿PDG_OBJECT¿¿0¿1497.v70-o229¿¿¿¿¿PDG_OBJECT
1582¿PDG_OBJECT¿¿0¿1497.curlString-o230¿¿¿¿¿PDG_OBJECT
1583¿PDG_CALL¿¿1497¿1497.CALL->options.stringify-o231¿¿¿¿¿PDG_CALL
1584¿PDG_OBJECT¿¿0¿1497.curlString-o232¿¿¿¿¿PDG_OBJECT
1585¿PDG_OBJECT¿¿0¿1503.this-o233¿¿¿¿¿PDG_OBJECT
1586¿PDG_OBJECT¿¿0¿1503.err-o234¿¿¿¿¿PDG_OBJECT
1587¿PDG_OBJECT¿¿0¿1503.stdout-o235¿¿¿¿¿PDG_OBJECT
1588¿PDG_OBJECT¿¿0¿1503.stderr-o236¿¿¿¿¿PDG_OBJECT
1589¿PDG_OBJECT¿¿0¿1497.v72-o237¿¿¿¿¿PDG_OBJECT
1590¿PDG_CALL¿¿1497¿1497.CALL->cp.exec-o238¿¿¿¿¿PDG_CALL
1591¿PDG_OBJECT¿¿0¿1497.v73-o239¿¿¿¿¿PDG_OBJECT
1592¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1593¿PDG_CALL¿¿1497¿1497.CALL->callback-o240¿¿¿¿¿PDG_CALL
1594¿PDG_OBJECT¿¿0¿1497.v74-o241¿¿¿¿¿PDG_OBJECT
1595¿PDG_CALL¿¿1503¿1503.CALL->callback-o242¿¿¿¿¿PDG_CALL
1596¿PDG_OBJECT¿¿0¿1503.v71-o243¿¿¿¿¿PDG_OBJECT
1597¿PDG_OBJECT¿¿0¿1508.this-o244¿¿¿¿¿PDG_OBJECT
1598¿PDG_OBJECT¿¿0¿1508.opt-o245¿¿¿¿¿PDG_OBJECT
1599¿PDG_OBJECT¿¿0¿1508.add-o246¿¿¿¿¿PDG_OBJECT
1600¿PDG_OBJECT¿¿0¿1506.modifyOptionString-o247¿¿¿¿¿PDG_OBJECT
1601¿PDG_OBJECT¿¿0¿1511.this-o248¿¿¿¿¿PDG_OBJECT
1602¿PDG_OBJECT¿¿0¿1511.opt-o249¿¿¿¿¿PDG_OBJECT
1603¿PDG_OBJECT¿¿0¿1506.addOption-o250¿¿¿¿¿PDG_OBJECT
1604¿PDG_OBJECT¿¿0¿1513.this-o251¿¿¿¿¿PDG_OBJECT
1605¿PDG_OBJECT¿¿0¿1513.opt-o252¿¿¿¿¿PDG_OBJECT
1606¿PDG_OBJECT¿¿0¿1506.removeOption-o253¿¿¿¿¿PDG_OBJECT
1607¿PDG_OBJECT¿¿0¿1515.this-o254¿¿¿¿¿PDG_OBJECT
1608¿PDG_OBJECT¿¿0¿1515.baseString-o255¿¿¿¿¿PDG_OBJECT
1609¿PDG_OBJECT¿¿0¿1515.o-o256¿¿¿¿¿PDG_OBJECT
1610¿PDG_OBJECT¿¿0¿1506.buildPostString-o257¿¿¿¿¿PDG_OBJECT
1611¿PDG_OBJECT¿¿0¿1519.this-o258¿¿¿¿¿PDG_OBJECT
1612¿PDG_OBJECT¿¿0¿1506.v88-o259¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1506.this-o260¿¿¿¿¿PDG_OBJECT
1614¿PDG_OBJECT¿¿0¿1506.this.stringify-o261¿¿¿¿¿PDG_OBJECT
1615¿PDG_OBJECT¿¿0¿1521.this-o262¿¿¿¿¿PDG_OBJECT
1616¿PDG_OBJECT¿¿0¿1521.o-o263¿¿¿¿¿PDG_OBJECT
1617¿PDG_OBJECT¿¿0¿1506.v90-o264¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1506.this-o265¿¿¿¿¿PDG_OBJECT
1619¿PDG_OBJECT¿¿0¿1506.this.verbose-o266¿¿¿¿¿PDG_OBJECT
1620¿PDG_OBJECT¿¿0¿1523.this-o267¿¿¿¿¿PDG_OBJECT
1621¿PDG_OBJECT¿¿0¿1523.o-o268¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1506.v92-o269¿¿¿¿¿PDG_OBJECT
1623¿PDG_OBJECT¿¿0¿1506.this-o270¿¿¿¿¿PDG_OBJECT
1624¿PDG_OBJECT¿¿0¿1506.this.follow_redirects-o271¿¿¿¿¿PDG_OBJECT
1625¿PDG_OBJECT¿¿0¿1525.this-o272¿¿¿¿¿PDG_OBJECT
1626¿PDG_OBJECT¿¿0¿1525.o-o273¿¿¿¿¿PDG_OBJECT
1627¿PDG_OBJECT¿¿0¿1506.v94-o274¿¿¿¿¿PDG_OBJECT
1628¿PDG_OBJECT¿¿0¿1506.this-o275¿¿¿¿¿PDG_OBJECT
1629¿PDG_OBJECT¿¿0¿1506.this.silent-o276¿¿¿¿¿PDG_OBJECT
1630¿PDG_OBJECT¿¿0¿1527.this-o277¿¿¿¿¿PDG_OBJECT
1631¿PDG_OBJECT¿¿0¿1527.o-o278¿¿¿¿¿PDG_OBJECT
1632¿PDG_OBJECT¿¿0¿1506.v96-o279¿¿¿¿¿PDG_OBJECT
1633¿PDG_OBJECT¿¿0¿1506.this-o280¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿0¿1506.this.ignore_cert-o281¿¿¿¿¿PDG_OBJECT
1635¿PDG_OBJECT¿¿0¿1529.this-o282¿¿¿¿¿PDG_OBJECT
1636¿PDG_OBJECT¿¿0¿1529.maxRedirs-o283¿¿¿¿¿PDG_OBJECT
1637¿PDG_OBJECT¿¿0¿1529.o-o284¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1506.v101-o285¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1506.this-o286¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1506.this.max_redirs-o287¿¿¿¿¿PDG_OBJECT
1641¿PDG_OBJECT¿¿0¿1532.this-o288¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿0¿1532.timeout-o289¿¿¿¿¿PDG_OBJECT
1643¿PDG_OBJECT¿¿0¿1532.o-o290¿¿¿¿¿PDG_OBJECT
1644¿PDG_OBJECT¿¿0¿1506.v106-o291¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿0¿1506.this-o292¿¿¿¿¿PDG_OBJECT
1646¿PDG_OBJECT¿¿0¿1506.this.connect_timeout-o293¿¿¿¿¿PDG_OBJECT
1647¿PDG_OBJECT¿¿0¿1535.this-o294¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿0¿1535.o-o295¿¿¿¿¿PDG_OBJECT
1649¿PDG_OBJECT¿¿0¿1506.v108-o296¿¿¿¿¿PDG_OBJECT
1650¿PDG_OBJECT¿¿0¿1506.this-o297¿¿¿¿¿PDG_OBJECT
1651¿PDG_OBJECT¿¿0¿1506.this.ntlm-o298¿¿¿¿¿PDG_OBJECT
1652¿PDG_OBJECT¿¿0¿1537.this-o299¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1537.o-o300¿¿¿¿¿PDG_OBJECT
1654¿PDG_OBJECT¿¿0¿1506.v110-o301¿¿¿¿¿PDG_OBJECT
1655¿PDG_OBJECT¿¿0¿1506.this-o302¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1506.this.ntlm_proxy-o303¿¿¿¿¿PDG_OBJECT
1657¿PDG_OBJECT¿¿0¿1539.this-o304¿¿¿¿¿PDG_OBJECT
1658¿PDG_OBJECT¿¿0¿1539.o-o305¿¿¿¿¿PDG_OBJECT
1659¿PDG_OBJECT¿¿0¿1506.v115-o306¿¿¿¿¿PDG_OBJECT
1660¿PDG_OBJECT¿¿0¿1506.this-o307¿¿¿¿¿PDG_OBJECT
