Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3501¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":561,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Program
3643¿Identifier¿¿6181¿key¿¿¿{"start":{"line":29,"column":9},"end":{"line":29,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3644¿BlockStatement¿¿6181¿¿¿¿{"start":{"line":24,"column":29},"end":{"line":30,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
3645¿VariableDeclarator¿¿6172¿isIndex¿¿¿{"start":{"line":32,"column":0},"end":{"line":34,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3646¿FunctionExpression¿¿6172¿anon¿¿¿{"start":{"line":32,"column":0},"end":{"line":34,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿FunctionExpression
3647¿Identifier¿¿0¿k¿¿¿{"start":{"line":32,"column":18},"end":{"line":32,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3648¿VariableDeclarator¿¿6184¿v391¿¿¿{"start":{"line":33,"column":9},"end":{"line":33,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3649¿CallExpression¿¿6184¿¿¿¿{"start":{"line":33,"column":9},"end":{"line":33,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
3650¿MemberExpression¿¿6184¿¿¿¿{"start":{"line":33,"column":9},"end":{"line":33,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
3651¿Literal¿object¿6184¿¿/^\d+$/¿¿{"start":{"line":33,"column":9},"end":{"line":33,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
3652¿Identifier¿¿6184¿test¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3653¿Identifier¿¿6184¿k¿¿¿{"start":{"line":33,"column":22},"end":{"line":33,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3654¿ReturnStatement¿¿6184¿¿¿¿{"start":{"line":33,"column":2},"end":{"line":33,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ReturnStatement
3655¿Identifier¿¿6184¿v391¿¿¿¿¿Identifier
3656¿BlockStatement¿¿6184¿¿¿¿{"start":{"line":32,"column":21},"end":{"line":34,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
3657¿VariableDeclarator¿¿6172¿isObject¿¿¿{"start":{"line":36,"column":0},"end":{"line":38,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3658¿FunctionExpression¿¿6172¿anon¿¿¿{"start":{"line":36,"column":0},"end":{"line":38,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿FunctionExpression
3659¿Identifier¿¿0¿val¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3660¿VariableDeclarator¿¿6186¿v392¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3661¿MemberExpression¿¿6186¿¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
3662¿Identifier¿¿6186¿Object¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3663¿Identifier¿¿6186¿prototype¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3664¿VariableDeclarator¿¿6186¿v393¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3665¿MemberExpression¿¿6186¿¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
3666¿Identifier¿¿6186¿v392¿¿¿¿¿Identifier
3667¿Identifier¿¿6186¿toString¿¿¿{"start":{"line":37,"column":26},"end":{"line":37,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3668¿VariableDeclarator¿¿6186¿v394¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3669¿CallExpression¿¿6186¿¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
3670¿MemberExpression¿¿6186¿¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
3671¿Identifier¿¿6186¿v393¿¿¿¿¿Identifier
3672¿Identifier¿¿6186¿call¿¿¿{"start":{"line":37,"column":35},"end":{"line":37,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3673¿Identifier¿¿6186¿val¿¿¿{"start":{"line":37,"column":40},"end":{"line":37,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3674¿VariableDeclarator¿¿6186¿v395¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3675¿BinaryExpression¿===¿6186¿¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
3676¿Identifier¿¿6186¿v394¿¿¿¿¿Identifier
3677¿Literal¿string¿6186¿¿'[object Object]'¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
3678¿ReturnStatement¿¿6186¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ReturnStatement
3679¿Identifier¿¿6186¿v395¿¿¿¿¿Identifier
3680¿BlockStatement¿¿6186¿¿¿¿{"start":{"line":36,"column":24},"end":{"line":38,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
3681¿VariableDeclarator¿¿6172¿isArrayOrObject¿¿¿{"start":{"line":40,"column":0},"end":{"line":42,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3682¿FunctionExpression¿¿6172¿anon¿¿¿{"start":{"line":40,"column":0},"end":{"line":42,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿FunctionExpression
3683¿Identifier¿¿0¿val¿¿¿{"start":{"line":40,"column":26},"end":{"line":40,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3684¿VariableDeclarator¿¿6188¿v396¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3685¿CallExpression¿¿6188¿¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
3686¿Identifier¿¿6188¿Object¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3687¿Identifier¿¿6188¿val¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3688¿VariableDeclarator¿¿6188¿v397¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3689¿BinaryExpression¿===¿6188¿¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
3690¿Identifier¿¿6188¿v396¿¿¿¿¿Identifier
3691¿Identifier¿¿6188¿val¿¿¿{"start":{"line":41,"column":25},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3692¿ReturnStatement¿¿6188¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ReturnStatement
3693¿Identifier¿¿6188¿v397¿¿¿¿¿Identifier
3694¿BlockStatement¿¿6188¿¿¿¿{"start":{"line":40,"column":31},"end":{"line":42,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
3695¿VariableDeclarator¿¿6172¿isEmptyObject¿¿¿{"start":{"line":44,"column":0},"end":{"line":46,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3696¿FunctionExpression¿¿6172¿anon¿¿¿{"start":{"line":44,"column":0},"end":{"line":46,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿FunctionExpression
3697¿Identifier¿¿0¿val¿¿¿{"start":{"line":44,"column":24},"end":{"line":44,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3698¿VariableDeclarator¿¿6190¿v398¿¿¿{"start":{"line":45,"column":9},"end":{"line":45,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3699¿CallExpression¿¿6190¿¿¿¿{"start":{"line":45,"column":9},"end":{"line":45,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
3700¿MemberExpression¿¿6190¿¿¿¿{"start":{"line":45,"column":9},"end":{"line":45,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
3701¿Identifier¿¿6190¿Object¿¿¿{"start":{"line":45,"column":9},"end":{"line":45,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3702¿Identifier¿¿6190¿keys¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3703¿Identifier¿¿6190¿val¿¿¿{"start":{"line":45,"column":21},"end":{"line":45,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3704¿VariableDeclarator¿¿6190¿v399¿¿¿{"start":{"line":45,"column":9},"end":{"line":45,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3705¿MemberExpression¿¿6190¿¿¿¿{"start":{"line":45,"column":9},"end":{"line":45,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
3706¿Identifier¿¿6190¿v398¿¿¿¿¿Identifier
3707¿Identifier¿¿6190¿length¿¿¿{"start":{"line":45,"column":26},"end":{"line":45,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3708¿VariableDeclarator¿¿6190¿v400¿¿¿{"start":{"line":45,"column":9},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3709¿BinaryExpression¿===¿6190¿¿¿¿{"start":{"line":45,"column":9},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
3710¿Identifier¿¿6190¿v399¿¿¿¿¿Identifier
3711¿Literal¿number¿6190¿¿0¿¿{"start":{"line":45,"column":37},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
3712¿ReturnStatement¿¿6190¿¿¿¿{"start":{"line":45,"column":2},"end":{"line":45,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ReturnStatement
3713¿Identifier¿¿6190¿v400¿¿¿¿¿Identifier
3714¿BlockStatement¿¿6190¿¿¿¿{"start":{"line":44,"column":29},"end":{"line":46,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
3715¿VariableDeclarator¿¿6172¿parsePath¿¿¿{"start":{"line":48,"column":0},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3716¿FunctionExpression¿¿6172¿anon¿¿¿{"start":{"line":48,"column":0},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿FunctionExpression
3717¿Identifier¿¿0¿path¿¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3718¿Identifier¿¿0¿sep¿¿¿{"start":{"line":48,"column":26},"end":{"line":48,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3719¿VariableDeclarator¿¿6192¿v401¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3720¿CallExpression¿¿6192¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
3721¿MemberExpression¿¿6192¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
3722¿Identifier¿¿6192¿path¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3723¿Identifier¿¿6192¿indexOf¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3724¿Literal¿string¿6192¿¿'['¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
3725¿VariableDeclarator¿¿6192¿v402¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3726¿BinaryExpression¿>=¿6192¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
3727¿Identifier¿¿6192¿v401¿¿¿¿¿Identifier
3728¿Literal¿number¿6192¿¿0¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
3729¿IfStatement¿¿6192¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":51,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿IfStatement
3730¿Identifier¿¿6192¿v402¿¿¿¿¿Identifier
3731¿VariableDeclarator¿¿6192¿v403¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3732¿CallExpression¿¿6192¿¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
3733¿MemberExpression¿¿6192¿¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
3734¿Identifier¿¿6192¿path¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3735¿Identifier¿¿6192¿replace¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3736¿Literal¿object¿6192¿¿/\[/g¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
3737¿Literal¿string¿6192¿¿'.'¿¿{"start":{"line":50,"column":31},"end":{"line":50,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
3738¿ExpressionStatement¿¿6192¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
3739¿AssignmentExpression¿=¿6192¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
3740¿Identifier¿¿6192¿path¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3741¿CallExpression¿¿6192¿¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
3742¿MemberExpression¿¿6192¿¿¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
3743¿Identifier¿¿6192¿v403¿¿¿¿¿Identifier
3744¿Identifier¿¿6192¿replace¿¿¿{"start":{"line":50,"column":36},"end":{"line":50,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3745¿Literal¿object¿6192¿¿/]/g¿¿{"start":{"line":50,"column":44},"end":{"line":50,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
3746¿Literal¿string¿6192¿¿''¿¿{"start":{"line":50,"column":50},"end":{"line":50,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
3747¿BlockStatement¿¿6192¿¿¿¿{"start":{"line":49,"column":30},"end":{"line":51,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
3748¿VariableDeclarator¿¿6192¿v404¿¿¿{"start":{"line":52,"column":9},"end":{"line":52,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
3749¿CallExpression¿¿6192¿¿¿¿{"start":{"line":52,"column":9},"end":{"line":52,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
3750¿MemberExpression¿¿6192¿¿¿¿{"start":{"line":52,"column":9},"end":{"line":52,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
3751¿Identifier¿¿6192¿path¿¿¿{"start":{"line":52,"column":9},"end":{"line":52,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3752¿Identifier¿¿6192¿split¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3753¿Identifier¿¿6192¿sep¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
3754¿ReturnStatement¿¿6192¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ReturnStatement
3755¿Identifier¿¿6192¿v404¿¿¿¿¿Identifier
3756¿BlockStatement¿¿6192¿¿¿¿{"start":{"line":48,"column":31},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
