Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1052¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":160,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Program
1601¿Identifier¿¿1823¿v141¿¿¿¿¿Identifier
1602¿VariableDeclarator¿¿1823¿v143¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1603¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1604¿Identifier¿¿1823¿options¿¿¿{"start":{"line":121,"column":8},"end":{"line":121,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1605¿Identifier¿¿1823¿source¿¿¿{"start":{"line":121,"column":16},"end":{"line":121,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1606¿VariableDeclarator¿¿1823¿v144¿¿¿{"start":{"line":122,"column":9},"end":{"line":122,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1607¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":122,"column":9},"end":{"line":122,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1608¿Identifier¿¿1823¿options¿¿¿{"start":{"line":122,"column":9},"end":{"line":122,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1609¿Identifier¿¿1823¿source¿¿¿{"start":{"line":122,"column":17},"end":{"line":122,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1610¿VariableDeclarator¿¿1823¿v145¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1611¿ArrayExpression¿¿1823¿¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ArrayExpression
1612¿Identifier¿¿1823¿v144¿¿¿¿¿Identifier
1613¿IfStatement¿¿1823¿¿¿¿{"start":{"line":120,"column":20},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1614¿Identifier¿¿1823¿v142¿¿¿¿¿Identifier
1615¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":120,"column":20},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1616¿AssignmentExpression¿=¿1823¿¿¿¿{"start":{"line":120,"column":20},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1617¿Identifier¿¿1823¿sources¿¿¿{"start":{"line":120,"column":20},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1618¿Identifier¿¿1823¿v143¿¿¿¿¿Identifier
1619¿BlockStatement¿¿1823¿¿¿¿¿¿BlockStatement
1620¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":120,"column":20},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1621¿AssignmentExpression¿=¿1823¿¿¿¿{"start":{"line":120,"column":20},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1622¿Identifier¿¿1823¿sources¿¿¿{"start":{"line":120,"column":20},"end":{"line":122,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1623¿Identifier¿¿1823¿v145¿¿¿¿¿Identifier
1624¿BlockStatement¿¿1823¿¿¿¿¿¿BlockStatement
1625¿VariableDeclarator¿¿1823¿v148¿¿¿{"start":{"line":124,"column":39},"end":{"line":129,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1626¿FunctionExpression¿¿1823¿anon¿¿¿{"start":{"line":124,"column":39},"end":{"line":129,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿FunctionExpression
1627¿Identifier¿¿0¿err¿¿¿{"start":{"line":124,"column":48},"end":{"line":124,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1628¿IfStatement¿¿1848¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":127,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1629¿Identifier¿¿1848¿err¿¿¿{"start":{"line":125,"column":10},"end":{"line":125,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1630¿VariableDeclarator¿¿1848¿v146¿¿¿{"start":{"line":126,"column":15},"end":{"line":126,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1631¿CallExpression¿¿1848¿¿¿¿{"start":{"line":126,"column":15},"end":{"line":126,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1632¿Identifier¿¿1848¿reject¿¿¿{"start":{"line":126,"column":15},"end":{"line":126,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1633¿Identifier¿¿1848¿err¿¿¿{"start":{"line":126,"column":22},"end":{"line":126,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1634¿ReturnStatement¿¿1848¿¿¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ReturnStatement
1635¿Identifier¿¿1848¿v146¿¿¿¿¿Identifier
1636¿BlockStatement¿¿1848¿¿¿¿{"start":{"line":125,"column":15},"end":{"line":127,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1637¿VariableDeclarator¿¿1848¿v147¿¿¿{"start":{"line":128,"column":6},"end":{"line":128,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1638¿CallExpression¿¿1848¿¿¿¿{"start":{"line":128,"column":6},"end":{"line":128,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1639¿MemberExpression¿¿1848¿¿¿¿{"start":{"line":128,"column":6},"end":{"line":128,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1640¿Identifier¿¿1848¿archive¿¿¿{"start":{"line":128,"column":6},"end":{"line":128,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1641¿Identifier¿¿1848¿finalize¿¿¿{"start":{"line":128,"column":14},"end":{"line":128,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1642¿ExpressionStatement¿¿1848¿¿¿¿{"start":{"line":128,"column":6},"end":{"line":128,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1643¿Identifier¿¿1848¿v147¿¿¿¿¿Identifier
1644¿BlockStatement¿¿1848¿¿¿¿{"start":{"line":124,"column":53},"end":{"line":129,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1645¿VariableDeclarator¿¿1823¿v149¿¿¿{"start":{"line":124,"column":4},"end":{"line":129,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1646¿CallExpression¿¿1823¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":129,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1647¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1648¿Identifier¿¿1823¿async¿¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1649¿Identifier¿¿1823¿forEach¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1650¿Identifier¿¿1823¿sources¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1651¿Identifier¿¿1823¿findSource¿¿¿{"start":{"line":124,"column":27},"end":{"line":124,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1652¿Identifier¿¿1823¿v148¿¿¿¿¿Identifier
1653¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":129,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1654¿Identifier¿¿1823¿v149¿¿¿¿¿Identifier
1655¿BlockStatement¿¿1823¿¿¿¿{"start":{"line":50,"column":35},"end":{"line":130,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1656¿VariableDeclarator¿¿1821¿v151¿¿¿{"start":{"line":50,"column":2},"end":{"line":130,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1657¿NewExpression¿¿1821¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":130,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿NewExpression
1658¿Identifier¿¿1821¿Promise¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1659¿Identifier¿¿1821¿v150¿¿¿¿¿Identifier
1660¿ReturnStatement¿¿1821¿¿¿¿¿¿ReturnStatement
1661¿Identifier¿¿1821¿v151¿¿¿¿¿Identifier
1662¿BlockStatement¿¿1821¿¿¿¿¿¿BlockStatement
1663¿VariableDeclarator¿exported¿1809¿zip¿¿¿{"start":{"line":132,"column":0},"end":{"line":153,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1664¿FunctionExpression¿¿1809¿anon¿¿¿{"start":{"line":132,"column":0},"end":{"line":153,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿FunctionExpression
1665¿Identifier¿¿0¿options¿¿¿{"start":{"line":132,"column":13},"end":{"line":132,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1666¿VariableDeclarator¿¿1851¿v152¿¿¿{"start":{"line":133,"column":21},"end":{"line":133,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1667¿UnaryExpression¿typeof¿1851¿¿¿¿{"start":{"line":133,"column":21},"end":{"line":133,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿UnaryExpression
1668¿Identifier¿¿1851¿options¿¿¿{"start":{"line":133,"column":28},"end":{"line":133,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1669¿VariableDeclarator¿¿1851¿compatMode¿¿¿{"start":{"line":133,"column":8},"end":{"line":133,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1670¿BinaryExpression¿===¿1851¿¿¿¿{"start":{"line":133,"column":21},"end":{"line":133,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BinaryExpression
1671¿Identifier¿¿1851¿v152¿¿¿¿¿Identifier
1672¿Literal¿string¿1851¿¿'string'¿¿{"start":{"line":133,"column":40},"end":{"line":133,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1673¿IfStatement¿¿1851¿¿¿¿{"start":{"line":134,"column":2},"end":{"line":139,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1674¿Identifier¿¿1851¿compatMode¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1675¿VariableDeclarator¿¿1851¿v153¿¿¿{"start":{"line":136,"column":14},"end":{"line":136,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1676¿MemberExpression¿computed¿1851¿¿¿¿{"start":{"line":136,"column":14},"end":{"line":136,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1677¿Identifier¿¿1851¿arguments¿¿¿{"start":{"line":136,"column":14},"end":{"line":136,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1678¿Literal¿number¿1851¿¿1¿¿{"start":{"line":136,"column":24},"end":{"line":136,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1679¿VariableDeclarator¿¿1851¿v154¿¿¿{"start":{"line":137,"column":19},"end":{"line":137,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1680¿MemberExpression¿computed¿1851¿¿¿¿{"start":{"line":137,"column":19},"end":{"line":137,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1681¿Identifier¿¿1851¿arguments¿¿¿{"start":{"line":137,"column":19},"end":{"line":137,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1682¿Literal¿number¿1851¿¿0¿¿{"start":{"line":137,"column":29},"end":{"line":137,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1683¿ExpressionStatement¿¿1851¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1684¿AssignmentExpression¿=¿1851¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1685¿MemberExpression¿¿1851¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1686¿Identifier¿¿1851¿options¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1687¿Identifier¿¿1851¿source¿¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1688¿Identifier¿¿1851¿v153¿¿¿¿¿Identifier
1689¿ExpressionStatement¿¿1851¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1690¿AssignmentExpression¿=¿1851¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1691¿MemberExpression¿¿1851¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1692¿Identifier¿¿1851¿options¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1693¿Identifier¿¿1851¿destination¿¿¿{"start":{"line":137,"column":6},"end":{"line":137,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1694¿Identifier¿¿1851¿v154¿¿¿¿¿Identifier
1695¿ExpressionStatement¿¿1851¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1696¿AssignmentExpression¿=¿1851¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1697¿Identifier¿¿1851¿options¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1698¿ObjectExpression¿¿1851¿¿¿¿¿¿ObjectExpression
1699¿ExpressionStatement¿¿1851¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1700¿AssignmentExpression¿=¿1851¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":138,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1701¿Identifier¿¿1851¿options¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1702¿ObjectExpression¿¿1851¿¿¿¿¿¿ObjectExpression
1703¿BlockStatement¿¿1851¿¿¿¿{"start":{"line":134,"column":18},"end":{"line":139,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1704¿VariableDeclarator¿¿1851¿promise¿¿¿{"start":{"line":141,"column":6},"end":{"line":141,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1705¿VariableDeclarator¿¿1851¿v155¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1706¿CallExpression¿¿1851¿¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1707¿Identifier¿¿1851¿hasNativeZip¿¿¿{"start":{"line":142,"column":6},"end":{"line":142,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1708¿IfStatement¿¿1851¿¿¿¿{"start":{"line":142,"column":2},"end":{"line":146,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1709¿Identifier¿¿1851¿v155¿¿¿¿¿Identifier
1710¿ExpressionStatement¿¿1851¿¿¿¿{"start":{"line":143,"column":4},"end":{"line":143,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1711¿AssignmentExpression¿=¿1851¿¿¿¿{"start":{"line":143,"column":4},"end":{"line":143,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1712¿Identifier¿¿1851¿promise¿¿¿{"start":{"line":143,"column":4},"end":{"line":143,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1713¿CallExpression¿¿1851¿¿¿¿{"start":{"line":143,"column":14},"end":{"line":143,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1714¿Identifier¿¿1851¿nativeZip¿¿¿{"start":{"line":143,"column":14},"end":{"line":143,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1715¿Identifier¿¿1851¿options¿¿¿{"start":{"line":143,"column":24},"end":{"line":143,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1716¿BlockStatement¿¿1851¿¿¿¿{"start":{"line":142,"column":22},"end":{"line":144,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1717¿ExpressionStatement¿¿1851¿¿¿¿{"start":{"line":145,"column":4},"end":{"line":145,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1718¿AssignmentExpression¿=¿1851¿¿¿¿{"start":{"line":145,"column":4},"end":{"line":145,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1719¿Identifier¿¿1851¿promise¿¿¿{"start":{"line":145,"column":4},"end":{"line":145,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1720¿CallExpression¿¿1851¿¿¿¿{"start":{"line":145,"column":14},"end":{"line":145,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1721¿Identifier¿¿1851¿nodeZip¿¿¿{"start":{"line":145,"column":14},"end":{"line":145,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1722¿Identifier¿¿1851¿options¿¿¿{"start":{"line":145,"column":22},"end":{"line":145,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1723¿BlockStatement¿¿1851¿¿¿¿{"start":{"line":144,"column":9},"end":{"line":146,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1724¿IfStatement¿¿1851¿¿¿¿{"start":{"line":148,"column":2},"end":{"line":152,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1725¿Identifier¿¿1851¿compatMode¿¿¿{"start":{"line":148,"column":6},"end":{"line":148,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1726¿VariableDeclarator¿¿1851¿v156¿¿¿{"start":{"line":149,"column":17},"end":{"line":149,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1727¿MemberExpression¿computed¿1851¿¿¿¿{"start":{"line":149,"column":17},"end":{"line":149,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1728¿Identifier¿¿1851¿arguments¿¿¿{"start":{"line":149,"column":17},"end":{"line":149,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1729¿Literal¿number¿1851¿¿2¿¿{"start":{"line":149,"column":27},"end":{"line":149,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1730¿VariableDeclarator¿¿1851¿v157¿¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1731¿CallExpression¿¿1851¿¿¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1732¿MemberExpression¿¿1851¿¿¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1733¿Identifier¿¿1851¿promise¿¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1734¿Identifier¿¿1851¿then¿¿¿{"start":{"line":149,"column":12},"end":{"line":149,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1735¿Identifier¿¿1851¿v156¿¿¿¿¿Identifier
1736¿VariableDeclarator¿¿1851¿v158¿¿¿{"start":{"line":149,"column":37},"end":{"line":149,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1737¿MemberExpression¿computed¿1851¿¿¿¿{"start":{"line":149,"column":37},"end":{"line":149,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1738¿Identifier¿¿1851¿arguments¿¿¿{"start":{"line":149,"column":37},"end":{"line":149,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1739¿Literal¿number¿1851¿¿2¿¿{"start":{"line":149,"column":47},"end":{"line":149,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1740¿VariableDeclarator¿¿1851¿v159¿¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1741¿CallExpression¿¿1851¿¿¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
