Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2361¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":271,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Program
2513¿Identifier¿¿4154¿obj¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2514¿Identifier¿¿4154¿v264¿¿¿¿¿Identifier
2515¿VariableDeclarator¿¿4154¿v266¿¿¿{"start":{"line":8,"column":52},"end":{"line":8,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2516¿MemberExpression¿¿4154¿¿¿¿{"start":{"line":8,"column":52},"end":{"line":8,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2517¿Identifier¿¿4154¿obj¿¿¿{"start":{"line":8,"column":52},"end":{"line":8,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2518¿Identifier¿¿4154¿constructor¿¿¿{"start":{"line":8,"column":56},"end":{"line":8,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2519¿VariableDeclarator¿¿4154¿v267¿¿¿{"start":{"line":8,"column":52},"end":{"line":8,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2520¿BinaryExpression¿===¿4154¿¿¿¿{"start":{"line":8,"column":52},"end":{"line":8,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
2521¿Identifier¿¿4154¿v266¿¿¿¿¿Identifier
2522¿Identifier¿¿4154¿Symbol¿¿¿{"start":{"line":8,"column":72},"end":{"line":8,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2523¿VariableDeclarator¿¿4154¿v268¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2524¿LogicalExpression¿&&¿4154¿¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿LogicalExpression
2525¿Identifier¿¿4154¿v265¿¿¿¿¿Identifier
2526¿Identifier¿¿4154¿v267¿¿¿¿¿Identifier
2527¿VariableDeclarator¿¿4154¿v269¿¿¿{"start":{"line":8,"column":90},"end":{"line":8,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2528¿MemberExpression¿¿4154¿¿¿¿{"start":{"line":8,"column":90},"end":{"line":8,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2529¿Identifier¿¿4154¿Symbol¿¿¿{"start":{"line":8,"column":90},"end":{"line":8,"column":96},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2530¿Identifier¿¿4154¿prototype¿¿¿{"start":{"line":8,"column":97},"end":{"line":8,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2531¿VariableDeclarator¿¿4154¿v270¿¿¿{"start":{"line":8,"column":82},"end":{"line":8,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2532¿BinaryExpression¿!==¿4154¿¿¿¿{"start":{"line":8,"column":82},"end":{"line":8,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
2533¿Identifier¿¿4154¿obj¿¿¿{"start":{"line":8,"column":82},"end":{"line":8,"column":85},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2534¿Identifier¿¿4154¿v269¿¿¿¿¿Identifier
2535¿VariableDeclarator¿¿4154¿v271¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2536¿LogicalExpression¿&&¿4154¿¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿LogicalExpression
2537¿Identifier¿¿4154¿v268¿¿¿¿¿Identifier
2538¿Identifier¿¿4154¿v270¿¿¿¿¿Identifier
2539¿VariableDeclarator¿¿4154¿v272¿¿¿{"start":{"line":8,"column":120},"end":{"line":8,"column":130},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2540¿UnaryExpression¿typeof¿4154¿¿¿¿{"start":{"line":8,"column":120},"end":{"line":8,"column":130},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿UnaryExpression
2541¿Identifier¿¿4154¿obj¿¿¿{"start":{"line":8,"column":127},"end":{"line":8,"column":130},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2542¿VariableDeclarator¿¿4154¿v273¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":130},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2543¿IfStatement¿¿4154¿¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":130},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
2544¿Identifier¿¿4154¿v271¿¿¿¿¿Identifier
2545¿ExpressionStatement¿¿4154¿¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":130},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
2546¿AssignmentExpression¿=¿4154¿¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":130},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2547¿Identifier¿¿4154¿v273¿¿¿¿¿Identifier
2548¿Literal¿string¿4154¿¿'symbol'¿¿{"start":{"line":8,"column":109},"end":{"line":8,"column":117},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
2549¿BlockStatement¿¿4154¿¿¿¿¿¿BlockStatement
2550¿ExpressionStatement¿¿4154¿¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":130},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
2551¿AssignmentExpression¿=¿4154¿¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":130},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2552¿Identifier¿¿4154¿v273¿¿¿¿¿Identifier
2553¿Identifier¿¿4154¿v272¿¿¿¿¿Identifier
2554¿BlockStatement¿¿4154¿¿¿¿¿¿BlockStatement
2555¿ReturnStatement¿¿4154¿¿¿¿{"start":{"line":8,"column":6},"end":{"line":8,"column":131},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
2556¿Identifier¿¿4154¿v273¿¿¿¿¿Identifier
2557¿BlockStatement¿¿4154¿¿¿¿{"start":{"line":7,"column":29},"end":{"line":9,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
2558¿ExpressionStatement¿¿4150¿¿¿¿{"start":{"line":7,"column":4},"end":{"line":9,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
2559¿AssignmentExpression¿=¿4150¿¿¿¿{"start":{"line":7,"column":4},"end":{"line":9,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2560¿Identifier¿¿4150¿_typeof¿¿¿{"start":{"line":7,"column":4},"end":{"line":7,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2561¿Identifier¿¿4150¿v274¿¿¿¿¿Identifier
2562¿BlockStatement¿¿4150¿¿¿¿{"start":{"line":6,"column":9},"end":{"line":10,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
2563¿VariableDeclarator¿¿4150¿v275¿¿¿{"start":{"line":12,"column":9},"end":{"line":12,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2564¿CallExpression¿¿4150¿¿¿¿{"start":{"line":12,"column":9},"end":{"line":12,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
2565¿Identifier¿¿4150¿_typeof¿¿¿{"start":{"line":12,"column":9},"end":{"line":12,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2566¿Identifier¿¿4150¿obj¿¿¿{"start":{"line":12,"column":17},"end":{"line":12,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2567¿ReturnStatement¿¿4150¿¿¿¿{"start":{"line":12,"column":2},"end":{"line":12,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
2568¿Identifier¿¿4150¿v275¿¿¿¿¿Identifier
2569¿BlockStatement¿¿4150¿¿¿¿{"start":{"line":1,"column":225},"end":{"line":13,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
2570¿VariableDeclarator¿¿4148¿_extend¿¿¿{"start":{"line":13,"column":5},"end":{"line":13,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2571¿VariableDeclarator¿¿4148¿isArray¿¿¿{"start":{"line":13,"column":14},"end":{"line":13,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2572¿VariableDeclarator¿¿4148¿isObject¿¿¿{"start":{"line":13,"column":23},"end":{"line":13,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2573¿VariableDeclarator¿¿4148¿_shouldDeepExtend¿¿¿{"start":{"line":13,"column":33},"end":{"line":13,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2574¿VariableDeclarator¿¿4148¿isArray¿¿¿{"start":{"line":15,"column":0},"end":{"line":17,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2575¿FunctionExpression¿¿4148¿anon¿¿¿{"start":{"line":15,"column":10},"end":{"line":17,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿FunctionExpression
2576¿Identifier¿¿0¿target¿¿¿{"start":{"line":15,"column":27},"end":{"line":15,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2577¿VariableDeclarator¿¿4158¿v276¿¿¿{"start":{"line":16,"column":9},"end":{"line":16,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2578¿CallExpression¿¿4158¿¿¿¿{"start":{"line":16,"column":9},"end":{"line":16,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
2579¿MemberExpression¿¿4158¿¿¿¿{"start":{"line":16,"column":9},"end":{"line":16,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2580¿Identifier¿¿4158¿Array¿¿¿{"start":{"line":16,"column":9},"end":{"line":16,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2581¿Identifier¿¿4158¿isArray¿¿¿{"start":{"line":16,"column":15},"end":{"line":16,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2582¿Identifier¿¿4158¿target¿¿¿{"start":{"line":16,"column":23},"end":{"line":16,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2583¿ReturnStatement¿¿4158¿¿¿¿{"start":{"line":16,"column":2},"end":{"line":16,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
2584¿Identifier¿¿4158¿v276¿¿¿¿¿Identifier
2585¿BlockStatement¿¿4158¿¿¿¿{"start":{"line":15,"column":35},"end":{"line":17,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
2586¿ExpressionStatement¿¿4148¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":17,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
2587¿AssignmentExpression¿=¿4148¿¿¿¿{"start":{"line":15,"column":0},"end":{"line":17,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2588¿Identifier¿¿4148¿isArray¿¿¿{"start":{"line":15,"column":0},"end":{"line":15,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2589¿Identifier¿¿4148¿isArray¿¿¿¿¿Identifier
2590¿VariableDeclarator¿¿4148¿isObject¿¿¿{"start":{"line":19,"column":0},"end":{"line":21,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2591¿FunctionExpression¿¿4148¿anon¿¿¿{"start":{"line":19,"column":11},"end":{"line":21,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿FunctionExpression
2592¿Identifier¿¿0¿target¿¿¿{"start":{"line":19,"column":29},"end":{"line":19,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2593¿VariableDeclarator¿¿4160¿v277¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2594¿MemberExpression¿¿4160¿¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2595¿Identifier¿¿4160¿Object¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2596¿Identifier¿¿4160¿prototype¿¿¿{"start":{"line":20,"column":26},"end":{"line":20,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2597¿VariableDeclarator¿¿4160¿v278¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2598¿MemberExpression¿¿4160¿¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2599¿Identifier¿¿4160¿v277¿¿¿¿¿Identifier
2600¿Identifier¿¿4160¿toString¿¿¿{"start":{"line":20,"column":36},"end":{"line":20,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2601¿VariableDeclarator¿¿4160¿v279¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2602¿CallExpression¿¿4160¿¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":57},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
2603¿MemberExpression¿¿4160¿¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2604¿Identifier¿¿4160¿v278¿¿¿¿¿Identifier
2605¿Identifier¿¿4160¿call¿¿¿{"start":{"line":20,"column":45},"end":{"line":20,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2606¿Identifier¿¿4160¿target¿¿¿{"start":{"line":20,"column":50},"end":{"line":20,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2607¿VariableDeclarator¿¿4160¿v280¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":79},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2608¿BinaryExpression¿===¿4160¿¿¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":79},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
2609¿Identifier¿¿4160¿v279¿¿¿¿¿Identifier
2610¿Literal¿string¿4160¿¿'[object Object]'¿¿{"start":{"line":20,"column":62},"end":{"line":20,"column":79},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
2611¿VariableDeclarator¿¿4160¿v281¿¿¿{"start":{"line":20,"column":9},"end":{"line":20,"column":79},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2612¿LogicalExpression¿&&¿4160¿¿¿¿{"start":{"line":20,"column":9},"end":{"line":20,"column":79},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿LogicalExpression
2613¿Identifier¿¿4160¿target¿¿¿{"start":{"line":20,"column":9},"end":{"line":20,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2614¿Identifier¿¿4160¿v280¿¿¿¿¿Identifier
2615¿VariableDeclarator¿¿4160¿v282¿¿¿{"start":{"line":20,"column":83},"end":{"line":20,"column":98},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2616¿CallExpression¿¿4160¿¿¿¿{"start":{"line":20,"column":83},"end":{"line":20,"column":98},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
2617¿Identifier¿¿4160¿isArray¿¿¿{"start":{"line":20,"column":83},"end":{"line":20,"column":90},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2618¿Identifier¿¿4160¿target¿¿¿{"start":{"line":20,"column":91},"end":{"line":20,"column":97},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2619¿VariableDeclarator¿¿4160¿v283¿¿¿{"start":{"line":20,"column":9},"end":{"line":20,"column":98},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2620¿LogicalExpression¿||¿4160¿¿¿¿{"start":{"line":20,"column":9},"end":{"line":20,"column":98},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿LogicalExpression
2621¿Identifier¿¿4160¿v281¿¿¿¿¿Identifier
2622¿Identifier¿¿4160¿v282¿¿¿¿¿Identifier
2623¿ReturnStatement¿¿4160¿¿¿¿{"start":{"line":20,"column":2},"end":{"line":20,"column":99},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
2624¿Identifier¿¿4160¿v283¿¿¿¿¿Identifier
2625¿BlockStatement¿¿4160¿¿¿¿{"start":{"line":19,"column":37},"end":{"line":21,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
2626¿ExpressionStatement¿¿4148¿¿¿¿{"start":{"line":19,"column":0},"end":{"line":21,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
2627¿AssignmentExpression¿=¿4148¿¿¿¿{"start":{"line":19,"column":0},"end":{"line":21,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2628¿Identifier¿¿4148¿isObject¿¿¿{"start":{"line":19,"column":0},"end":{"line":19,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2629¿Identifier¿¿4148¿isObject¿¿¿¿¿Identifier
2630¿VariableDeclarator¿¿4148¿shouldDeepExtend¿¿¿{"start":{"line":23,"column":0},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2631¿FunctionExpression¿¿4148¿anon¿¿¿{"start":{"line":23,"column":20},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿FunctionExpression
2632¿Identifier¿¿0¿options¿¿¿{"start":{"line":23,"column":46},"end":{"line":23,"column":53},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2633¿Identifier¿¿0¿target¿¿¿{"start":{"line":23,"column":55},"end":{"line":23,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2634¿Identifier¿¿0¿parentKey¿¿¿{"start":{"line":23,"column":63},"end":{"line":23,"column":72},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2635¿VariableDeclarator¿¿4162¿v284¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2636¿MemberExpression¿¿4162¿¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2637¿Identifier¿¿4162¿options¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2638¿Identifier¿¿4162¿deep¿¿¿{"start":{"line":24,"column":14},"end":{"line":24,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2639¿IfStatement¿¿4162¿¿¿¿{"start":{"line":24,"column":2},"end":{"line":32,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
