Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
868¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":95,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Program
1420¿VariableDeclarator¿¿1530¿v138¿¿¿{"start":{"line":81,"column":24},"end":{"line":81,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1421¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":81,"column":24},"end":{"line":81,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1422¿Identifier¿¿1530¿readyFile¿¿¿{"start":{"line":81,"column":24},"end":{"line":81,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1423¿Identifier¿¿1530¿navigation¿¿¿{"start":{"line":81,"column":34},"end":{"line":81,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1424¿VariableDeclarator¿¿1530¿v139¿¿¿{"start":{"line":78,"column":26},"end":{"line":82,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1425¿ObjectExpression¿¿1530¿¿¿¿{"start":{"line":78,"column":26},"end":{"line":82,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ObjectExpression
1426¿Property¿¿1530¿¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Property
1427¿Identifier¿¿1530¿title¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1428¿Identifier¿¿1530¿v136¿¿¿¿¿Identifier
1429¿Property¿¿1530¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Property
1430¿Identifier¿¿1530¿content¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1431¿Identifier¿¿1530¿v137¿¿¿¿¿Identifier
1432¿Property¿¿1530¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Property
1433¿Identifier¿¿1530¿navigation¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1434¿Identifier¿¿1530¿v138¿¿¿¿¿Identifier
1435¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":82,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1436¿AssignmentExpression¿=¿1530¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":82,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1437¿Identifier¿¿1530¿html¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1438¿CallExpression¿¿1530¿¿¿¿{"start":{"line":78,"column":17},"end":{"line":82,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1439¿Identifier¿¿1530¿template¿¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1440¿Identifier¿¿1530¿v139¿¿¿¿¿Identifier
1441¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":83,"column":10},"end":{"line":83,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1442¿AssignmentExpression¿=¿1530¿¿¿¿{"start":{"line":83,"column":10},"end":{"line":83,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1443¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":83,"column":10},"end":{"line":83,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1444¿Identifier¿¿1530¿reqObj¿¿¿{"start":{"line":83,"column":10},"end":{"line":83,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1445¿Identifier¿¿1530¿body¿¿¿{"start":{"line":83,"column":17},"end":{"line":83,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1446¿Identifier¿¿1530¿html¿¿¿{"start":{"line":83,"column":24},"end":{"line":83,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1447¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":84,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BlockStatement
1448¿CatchClause¿¿1530¿¿¿¿{"start":{"line":84,"column":10},"end":{"line":88,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CatchClause
1449¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1450¿AssignmentExpression¿=¿1530¿¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1451¿Identifier¿¿1530¿e¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1452¿Identifier¿¿1530¿_error¿¿¿{"start":{"line":85,"column":14},"end":{"line":85,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1453¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":86,"column":10},"end":{"line":86,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1454¿AssignmentExpression¿=¿1530¿¿¿¿{"start":{"line":86,"column":10},"end":{"line":86,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1455¿Identifier¿¿1530¿err¿¿¿{"start":{"line":86,"column":10},"end":{"line":86,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1456¿Identifier¿¿1530¿e¿¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1457¿VariableDeclarator¿¿1530¿v140¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1458¿CallExpression¿¿1530¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1459¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1460¿Identifier¿¿1530¿console¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1461¿Identifier¿¿1530¿error¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1462¿Identifier¿¿1530¿e¿¿¿{"start":{"line":87,"column":24},"end":{"line":87,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1463¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1464¿Identifier¿¿1530¿v140¿¿¿¿¿Identifier
1465¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":84,"column":25},"end":{"line":88,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BlockStatement
1466¿Identifier¿¿1530¿_error¿¿¿{"start":{"line":84,"column":17},"end":{"line":84,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1467¿VariableDeclarator¿¿1530¿v141¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1468¿CallExpression¿¿1530¿¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1469¿Identifier¿¿1530¿callback¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1470¿Identifier¿¿1530¿err¿¿¿{"start":{"line":89,"column":24},"end":{"line":89,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1471¿Identifier¿¿1530¿reqObj¿¿¿{"start":{"line":89,"column":29},"end":{"line":89,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1472¿ReturnStatement¿¿1530¿¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ReturnStatement
1473¿Identifier¿¿1530¿v141¿¿¿¿¿Identifier
1474¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":68,"column":33},"end":{"line":90,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BlockStatement
1475¿ReturnStatement¿¿1528¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":90,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ReturnStatement
1476¿Identifier¿¿1528¿v142¿¿¿¿¿Identifier
1477¿BlockStatement¿¿1528¿¿¿¿{"start":{"line":67,"column":24},"end":{"line":91,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BlockStatement
1478¿VariableDeclarator¿¿1526¿v144¿¿¿{"start":{"line":67,"column":7},"end":{"line":91,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1479¿CallExpression¿¿1526¿¿¿¿{"start":{"line":67,"column":7},"end":{"line":91,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1480¿Identifier¿¿1526¿v143¿¿¿¿¿Identifier
1481¿ThisExpression¿¿1526¿¿¿¿{"start":{"line":91,"column":7},"end":{"line":91,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ThisExpression
1482¿VariableDeclarator¿¿1526¿v145¿¿¿{"start":{"line":65,"column":11},"end":{"line":91,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1483¿CallExpression¿¿1526¿¿¿¿{"start":{"line":65,"column":11},"end":{"line":91,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1484¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1485¿Identifier¿¿1526¿fs¿¿¿{"start":{"line":65,"column":11},"end":{"line":65,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1486¿Identifier¿¿1526¿readFile¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1487¿Identifier¿¿1526¿filePath¿¿¿{"start":{"line":65,"column":23},"end":{"line":65,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1488¿Identifier¿¿1526¿v126¿¿¿¿¿Identifier
1489¿Identifier¿¿1526¿v144¿¿¿¿¿Identifier
1490¿ReturnStatement¿¿1526¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":91,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ReturnStatement
1491¿Identifier¿¿1526¿v145¿¿¿¿¿Identifier
1492¿BlockStatement¿¿1526¿¿¿¿{"start":{"line":56,"column":37},"end":{"line":92,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BlockStatement
1493¿VariableDeclarator¿¿1515¿v147¿¿¿{"start":{"line":54,"column":22},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1494¿ObjectExpression¿¿1515¿¿¿¿{"start":{"line":54,"column":22},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ObjectExpression
1495¿Property¿¿1515¿¿¿¿{"start":{"line":55,"column":2},"end":{"line":55,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Property
1496¿Identifier¿¿1515¿extnames¿¿¿{"start":{"line":55,"column":2},"end":{"line":55,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1497¿Identifier¿¿1515¿mdExts¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1498¿Property¿¿1515¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":92,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Property
1499¿Identifier¿¿1515¿method¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1500¿Identifier¿¿1515¿v146¿¿¿¿¿Identifier
1501¿VariableDeclarator¿¿1515¿v148¿¿¿{"start":{"line":54,"column":0},"end":{"line":93,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1502¿CallExpression¿¿1515¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":93,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1503¿MemberExpression¿¿1515¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1504¿Identifier¿¿1515¿gfmSrv¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1505¿Identifier¿¿1515¿extendHandlers¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1506¿Identifier¿¿1515¿v147¿¿¿¿¿Identifier
1507¿ExpressionStatement¿¿1515¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":93,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1508¿Identifier¿¿1515¿v148¿¿¿¿¿Identifier
1509¿ExpressionStatement¿¿1515¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1510¿AssignmentExpression¿=¿1515¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1511¿MemberExpression¿¿1515¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1512¿Identifier¿¿1515¿module¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1513¿Identifier¿¿1515¿exports¿¿¿{"start":{"line":95,"column":7},"end":{"line":95,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1514¿Identifier¿¿1515¿gfmSrv¿¿¿{"start":{"line":95,"column":17},"end":{"line":95,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1515¿CFG_F_START¿¿1515¿__main__¿¿¿¿¿CFG_F_START
1516¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1517¿CFG_F_START¿¿1517¿935_anon¿¿¿¿¿CFG_F_START
1518¿CFG_F_END¿¿0¿935_anon¿¿¿¿¿CFG_F_END
1519¿CFG_IF_END¿¿0¿945¿¿¿¿¿CFG_IF_END
1520¿CFG_F_START¿¿1520¿971_anon¿¿¿¿¿CFG_F_START
1521¿CFG_F_END¿¿0¿971_anon¿¿¿¿¿CFG_F_END
1522¿CFG_IF_END¿¿0¿1081¿¿¿¿¿CFG_IF_END
1523¿CFG_IF_END¿¿0¿1122¿¿¿¿¿CFG_IF_END
1524¿CFG_F_START¿¿1524¿1222_anon¿¿¿¿¿CFG_F_START
1525¿CFG_F_END¿¿0¿1222_anon¿¿¿¿¿CFG_F_END
1526¿CFG_F_START¿¿1526¿1268_anon¿¿¿¿¿CFG_F_START
1527¿CFG_F_END¿¿0¿1268_anon¿¿¿¿¿CFG_F_END
1528¿CFG_F_START¿¿1528¿1325_anon¿¿¿¿¿CFG_F_START
1529¿CFG_F_END¿¿0¿1325_anon¿¿¿¿¿CFG_F_END
1530¿CFG_F_START¿¿1530¿1328_anon¿¿¿¿¿CFG_F_START
1531¿CFG_F_END¿¿0¿1328_anon¿¿¿¿¿CFG_F_END
1532¿CFG_IF_END¿¿0¿1335¿¿¿¿¿CFG_IF_END
1533¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1534¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1535¿PDG_OBJECT¿¿0¿1515.fs-o193¿¿¿¿¿PDG_OBJECT
1536¿PDG_OBJECT¿¿0¿1515.gfmSrv-o194¿¿¿¿¿PDG_OBJECT
1537¿PDG_OBJECT¿¿0¿1515.mdExts-o195¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿0¿1515.path-o196¿¿¿¿¿PDG_OBJECT
1539¿PDG_OBJECT¿¿0¿1515.pkg-o197¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿0¿1515.render-o198¿¿¿¿¿PDG_OBJECT
1541¿PDG_OBJECT¿¿0¿1515.srv-o199¿¿¿¿¿PDG_OBJECT
1542¿PDG_OBJECT¿¿0¿1515.url-o200¿¿¿¿¿PDG_OBJECT
1543¿PDG_OBJECT¿¿0¿1515._-o201¿¿¿¿¿PDG_OBJECT
1544¿PDG_CALL¿¿1515¿1515.CALL->require-o202¿¿¿¿¿PDG_CALL
1545¿PDG_OBJECT¿¿0¿1515.fs-o203¿¿¿¿¿PDG_OBJECT
1546¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1547¿PDG_CALL¿¿1515¿1515.CALL->require-o204¿¿¿¿¿PDG_CALL
1548¿PDG_OBJECT¿¿0¿1515.url-o205¿¿¿¿¿PDG_OBJECT
1549¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1550¿PDG_CALL¿¿1515¿1515.CALL->require-o206¿¿¿¿¿PDG_CALL
1551¿PDG_OBJECT¿¿0¿1515.path-o207¿¿¿¿¿PDG_OBJECT
1552¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1553¿PDG_CALL¿¿1515¿1515.CALL->require-o208¿¿¿¿¿PDG_CALL
1554¿PDG_OBJECT¿¿0¿1515.srv-o209¿¿¿¿¿PDG_OBJECT
1555¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1556¿PDG_CALL¿¿1515¿1515.CALL->require-o210¿¿¿¿¿PDG_CALL
1557¿PDG_OBJECT¿¿0¿1515._-o211¿¿¿¿¿PDG_OBJECT
1558¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1559¿PDG_CALL¿¿1515¿1515.CALL->require-o212¿¿¿¿¿PDG_CALL
1560¿PDG_OBJECT¿¿0¿1515.render-o213¿¿¿¿¿PDG_OBJECT
1561¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1562¿PDG_CALL¿¿1515¿1515.CALL->require-o214¿¿¿¿¿PDG_CALL
1563¿PDG_OBJECT¿¿0¿1515.pkg-o215¿¿¿¿¿PDG_OBJECT
1564¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1565¿PDG_OBJECT¿¿0¿1515.mdExts.0-o216¿¿¿¿¿PDG_OBJECT
1566¿PDG_OBJECT¿¿0¿1515.mdExts.1-o217¿¿¿¿¿PDG_OBJECT
1567¿PDG_OBJECT¿¿0¿1515.pkg.name-o218¿¿¿¿¿PDG_OBJECT
1568¿PDG_OBJECT¿¿0¿1515.pkg.version-o219¿¿¿¿¿PDG_OBJECT
1569¿PDG_OBJECT¿¿0¿1517.this-o220¿¿¿¿¿PDG_OBJECT
1570¿PDG_OBJECT¿¿0¿1517.options-o221¿¿¿¿¿PDG_OBJECT
1571¿PDG_OBJECT¿¿0¿1515.v82-o222¿¿¿¿¿PDG_OBJECT
1572¿PDG_OBJECT¿¿0¿1520.this-o223¿¿¿¿¿PDG_OBJECT
1573¿PDG_OBJECT¿¿0¿1520.req-o224¿¿¿¿¿PDG_OBJECT
1574¿PDG_OBJECT¿¿0¿1520.res-o225¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1515.v119-o226¿¿¿¿¿PDG_OBJECT
1576¿PDG_OBJECT¿¿0¿1524.this-o227¿¿¿¿¿PDG_OBJECT
1577¿PDG_OBJECT¿¿0¿1524.templatePath-o228¿¿¿¿¿PDG_OBJECT
1578¿PDG_OBJECT¿¿0¿1515.v122-o229¿¿¿¿¿PDG_OBJECT
1579¿PDG_OBJECT¿¿0¿1515.v123-o230¿¿¿¿¿PDG_OBJECT
1580¿PDG_CALL¿¿1515¿1515.CALL->srv.extend-o231¿¿¿¿¿PDG_CALL
1581¿PDG_OBJECT¿¿0¿1515.gfmSrv-o232¿¿¿¿¿PDG_OBJECT
1582¿PDG_OBJECT¿¿0¿1526.this-o233¿¿¿¿¿PDG_OBJECT
1583¿PDG_OBJECT¿¿0¿1526.reqObj-o234¿¿¿¿¿PDG_OBJECT
1584¿PDG_OBJECT¿¿0¿1526.callback-o235¿¿¿¿¿PDG_OBJECT
1585¿PDG_OBJECT¿¿0¿1515.v146-o236¿¿¿¿¿PDG_OBJECT
1586¿PDG_OBJECT¿¿0¿1515.v147-o237¿¿¿¿¿PDG_OBJECT
1587¿PDG_CALL¿¿1515¿1515.CALL->gfmSrv.extendHandlers-o238¿¿¿¿¿PDG_CALL
1588¿PDG_OBJECT¿¿0¿1515.v148-o239¿¿¿¿¿PDG_OBJECT
1589¿PDG_OBJECT¿¿0¿1515.module-o240¿¿¿¿¿PDG_OBJECT
1590¿PDG_OBJECT¿¿0¿1515.module.exports-o241¿¿¿¿¿PDG_OBJECT
1591¿PDG_OBJECT¿¿0¿1517.options.template-o242¿¿¿¿¿PDG_OBJECT
1592¿PDG_OBJECT¿¿0¿1517.v78-o243¿¿¿¿¿PDG_OBJECT
1593¿PDG_CALL¿¿1517¿1517.CALL->this.loadTemplate-o244¿¿¿¿¿PDG_CALL
1594¿PDG_OBJECT¿¿0¿1517.v80-o245¿¿¿¿¿PDG_OBJECT
1595¿PDG_CALL¿¿1517¿1517.CALL->srv.apply-o246¿¿¿¿¿PDG_CALL
1596¿PDG_OBJECT¿¿0¿1517.v81-o247¿¿¿¿¿PDG_OBJECT
1597¿PDG_RETURN¿¿0¿1517.RET_OBJ-o248¿¿¿¿¿PDG_RETURN
1598¿PDG_OBJECT¿¿0¿1520.reqObj-o249¿¿¿¿¿PDG_OBJECT
1599¿PDG_CALL¿¿1520¿1520.CALL->_.random-o250¿¿¿¿¿PDG_CALL
1600¿PDG_OBJECT¿¿0¿1520.v83-o251¿¿¿¿¿PDG_OBJECT
1601¿PDG_CALL¿¿1520¿1520.CALL->Date-o252¿¿¿¿¿PDG_CALL
1602¿PDG_OBJECT¿¿0¿1520.v84-o253¿¿¿¿¿PDG_OBJECT
1603¿PDG_OBJECT¿¿0¿1520.req.url-o254¿¿¿¿¿PDG_OBJECT
1604¿PDG_CALL¿¿1520¿1520.CALL->url.parse-o255¿¿¿¿¿PDG_CALL
1605¿PDG_OBJECT¿¿0¿1520.v86-o256¿¿¿¿¿PDG_OBJECT
1606¿PDG_OBJECT¿¿0¿1520.v86.pathname-o257¿¿¿¿¿PDG_OBJECT
1607¿PDG_CALL¿¿1520¿1520.CALL->v87.replace-o258¿¿¿¿¿PDG_CALL
1608¿PDG_OBJECT¿¿0¿1520.v88-o259¿¿¿¿¿PDG_OBJECT
1609¿PDG_OBJECT¿¿0¿1520.this.options-o260¿¿¿¿¿PDG_OBJECT
1610¿PDG_OBJECT¿¿0¿1520.v89.index-o261¿¿¿¿¿PDG_OBJECT
1611¿PDG_OBJECT¿¿0¿1520.v91-o262¿¿¿¿¿PDG_OBJECT
1612¿PDG_CALL¿¿1520¿1520.CALL->v88.replace-o263¿¿¿¿¿PDG_CALL
