Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1922¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":290,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Program
2063¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2064¿Identifier¿¿3410¿pkg¿¿¿{"start":{"line":30,"column":10},"end":{"line":30,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2065¿Literal¿string¿3410¿¿'terminal-notifier'¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2066¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2067¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2068¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2069¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2070¿Identifier¿¿3410¿msg¿¿¿{"start":{"line":31,"column":10},"end":{"line":31,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2071¿Literal¿string¿3410¿¿'-message'¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2072¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2073¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2074¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2075¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2076¿Identifier¿¿3410¿title¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2077¿Literal¿string¿3410¿¿'-title'¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2078¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2079¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2080¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2081¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2082¿Identifier¿¿3410¿subtitle¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2083¿Literal¿string¿3410¿¿'-subtitle'¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2084¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2085¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2086¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2087¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2088¿Identifier¿¿3410¿icon¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2089¿Literal¿string¿3410¿¿'-appIcon'¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2090¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2091¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2092¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2093¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2094¿Identifier¿¿3410¿sound¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2095¿Literal¿string¿3410¿¿'-sound'¿¿{"start":{"line":35,"column":18},"end":{"line":35,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2096¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2097¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2098¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2099¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2100¿Identifier¿¿3410¿url¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2101¿Literal¿string¿3410¿¿'-open'¿¿{"start":{"line":36,"column":15},"end":{"line":36,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2102¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2103¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2104¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2105¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2106¿Identifier¿¿3410¿priority¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2107¿Identifier¿¿3410¿v187¿¿¿¿¿Identifier
2108¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2109¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2110¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2111¿ObjectExpression¿¿3410¿¿¿¿¿¿ObjectExpression
2112¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2113¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2114¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2115¿ObjectExpression¿¿3410¿¿¿¿¿¿ObjectExpression
2116¿BlockStatement¿¿3410¿¿¿¿{"start":{"line":27,"column":36},"end":{"line":42,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BlockStatement
2117¿VariableDeclarator¿¿3410¿v188¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2118¿UnaryExpression¿-¿3410¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿UnaryExpression
2119¿Literal¿number¿3410¿¿2¿¿{"start":{"line":51,"column":17},"end":{"line":51,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2120¿VariableDeclarator¿¿3410¿v189¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2121¿UnaryExpression¿-¿3410¿¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿UnaryExpression
2122¿Literal¿number¿3410¿¿1¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2123¿VariableDeclarator¿¿3410¿v190¿¿¿{"start":{"line":50,"column":21},"end":{"line":61,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2124¿ArrayExpression¿¿3410¿¿¿¿{"start":{"line":50,"column":21},"end":{"line":61,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ArrayExpression
2125¿Identifier¿¿3410¿v188¿¿¿¿¿Identifier
2126¿Identifier¿¿3410¿v189¿¿¿¿¿Identifier
2127¿Literal¿number¿3410¿¿0¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2128¿Literal¿number¿3410¿¿1¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2129¿Literal¿number¿3410¿¿2¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2130¿Literal¿string¿3410¿¿'Very Low'¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2131¿Literal¿string¿3410¿¿'Moderate'¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2132¿Literal¿string¿3410¿¿'Normal'¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2133¿Literal¿string¿3410¿¿'High'¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2134¿Literal¿string¿3410¿¿'Emergency'¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2135¿VariableDeclarator¿¿3410¿v191¿¿¿{"start":{"line":48,"column":20},"end":{"line":62,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2136¿ObjectExpression¿¿3410¿¿¿¿¿¿ObjectExpression
2137¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":48,"column":20},"end":{"line":62,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2138¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":48,"column":20},"end":{"line":62,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2139¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":48,"column":20},"end":{"line":62,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2140¿Identifier¿¿3410¿v191¿¿¿¿¿Identifier
2141¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":49,"column":14},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2142¿Literal¿string¿3410¿¿'--priority'¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2143¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":48,"column":20},"end":{"line":62,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2144¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":48,"column":20},"end":{"line":62,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2145¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":48,"column":20},"end":{"line":62,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2146¿Identifier¿¿3410¿v191¿¿¿¿¿Identifier
2147¿Identifier¿¿3410¿range¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2148¿Identifier¿¿3410¿v190¿¿¿¿¿Identifier
2149¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2150¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2151¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2152¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2153¿Identifier¿¿3410¿type¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2154¿Literal¿string¿3410¿¿'Darwin-Growl'¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2155¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2156¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2157¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2158¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2159¿Identifier¿¿3410¿pkg¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2160¿Literal¿string¿3410¿¿'growlnotify'¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2161¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2162¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2163¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2164¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2165¿Identifier¿¿3410¿msg¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2166¿Literal¿string¿3410¿¿'-m'¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2167¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2168¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2169¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2170¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2171¿Identifier¿¿3410¿sticky¿¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2172¿Literal¿string¿3410¿¿'--sticky'¿¿{"start":{"line":47,"column":18},"end":{"line":47,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2173¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2174¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2175¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":63,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2176¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2177¿Identifier¿¿3410¿priority¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
