Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1158¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":185,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Program
1736¿Identifier¿¿2063¿version¿¿¿{"start":{"line":122,"column":14},"end":{"line":122,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1737¿Identifier¿¿2063¿format¿¿¿{"start":{"line":122,"column":22},"end":{"line":122,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1738¿VariableDeclarator¿¿2063¿v207¿¿¿{"start":{"line":123,"column":12},"end":{"line":123,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1739¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":123,"column":12},"end":{"line":123,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1740¿Identifier¿¿2063¿output¿¿¿{"start":{"line":123,"column":12},"end":{"line":123,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1741¿Identifier¿¿2063¿path¿¿¿{"start":{"line":123,"column":19},"end":{"line":123,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1742¿VariableDeclarator¿¿2063¿v208¿¿¿{"start":{"line":124,"column":14},"end":{"line":124,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1743¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":124,"column":14},"end":{"line":124,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1744¿Identifier¿¿2063¿version¿¿¿{"start":{"line":124,"column":14},"end":{"line":124,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1745¿Identifier¿¿2063¿prefix¿¿¿{"start":{"line":124,"column":22},"end":{"line":124,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1746¿VariableDeclarator¿¿2063¿v209¿¿¿{"start":{"line":124,"column":32},"end":{"line":124,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1747¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":124,"column":32},"end":{"line":124,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1748¿Identifier¿¿2063¿output¿¿¿{"start":{"line":124,"column":32},"end":{"line":124,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1749¿Identifier¿¿2063¿prefix¿¿¿{"start":{"line":124,"column":39},"end":{"line":124,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1750¿VariableDeclarator¿¿2063¿v210¿¿¿{"start":{"line":124,"column":14},"end":{"line":124,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1751¿LogicalExpression¿||¿2063¿¿¿¿{"start":{"line":124,"column":14},"end":{"line":124,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿LogicalExpression
1752¿Identifier¿¿2063¿v208¿¿¿¿¿Identifier
1753¿Identifier¿¿2063¿v209¿¿¿¿¿Identifier
1754¿VariableDeclarator¿¿2063¿v211¿¿¿{"start":{"line":124,"column":14},"end":{"line":124,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1755¿LogicalExpression¿||¿2063¿¿¿¿{"start":{"line":124,"column":14},"end":{"line":124,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿LogicalExpression
1756¿Identifier¿¿2063¿v210¿¿¿¿¿Identifier
1757¿Literal¿string¿2063¿¿''¿¿{"start":{"line":124,"column":49},"end":{"line":124,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1758¿VariableDeclarator¿¿2063¿v212¿¿¿{"start":{"line":125,"column":14},"end":{"line":125,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1759¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":125,"column":14},"end":{"line":125,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1760¿Identifier¿¿2063¿version¿¿¿{"start":{"line":125,"column":14},"end":{"line":125,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1761¿Identifier¿¿2063¿suffix¿¿¿{"start":{"line":125,"column":22},"end":{"line":125,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1762¿VariableDeclarator¿¿2063¿v213¿¿¿{"start":{"line":125,"column":14},"end":{"line":125,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1763¿LogicalExpression¿||¿2063¿¿¿¿{"start":{"line":125,"column":14},"end":{"line":125,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿LogicalExpression
1764¿Identifier¿¿2063¿v212¿¿¿¿¿Identifier
1765¿Literal¿string¿2063¿¿''¿¿{"start":{"line":125,"column":32},"end":{"line":125,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1766¿VariableDeclarator¿¿2063¿v214¿¿¿{"start":{"line":121,"column":51},"end":{"line":126,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1767¿ObjectExpression¿¿2063¿¿¿¿{"start":{"line":121,"column":51},"end":{"line":126,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ObjectExpression
1768¿Property¿¿2063¿¿¿¿{"start":{"line":122,"column":6},"end":{"line":122,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Property
1769¿Identifier¿¿2063¿format¿¿¿{"start":{"line":122,"column":6},"end":{"line":122,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1770¿Identifier¿¿2063¿v206¿¿¿¿¿Identifier
1771¿Property¿¿2063¿¿¿¿{"start":{"line":123,"column":6},"end":{"line":123,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Property
1772¿Identifier¿¿2063¿path¿¿¿{"start":{"line":123,"column":6},"end":{"line":123,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1773¿Identifier¿¿2063¿v207¿¿¿¿¿Identifier
1774¿Property¿¿2063¿¿¿¿{"start":{"line":124,"column":6},"end":{"line":124,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Property
1775¿Identifier¿¿2063¿prefix¿¿¿{"start":{"line":124,"column":6},"end":{"line":124,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1776¿Identifier¿¿2063¿v211¿¿¿¿¿Identifier
1777¿Property¿¿2063¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Property
1778¿Identifier¿¿2063¿suffix¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1779¿Identifier¿¿2063¿v213¿¿¿¿¿Identifier
1780¿VariableDeclarator¿¿2063¿v215¿¿¿{"start":{"line":121,"column":4},"end":{"line":126,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1781¿CallExpression¿¿2063¿¿¿¿{"start":{"line":121,"column":19},"end":{"line":126,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1782¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":121,"column":19},"end":{"line":121,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1783¿Identifier¿¿2063¿v204¿¿¿¿¿Identifier
1784¿Identifier¿¿2063¿path¿¿¿{"start":{"line":121,"column":34},"end":{"line":121,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1785¿Identifier¿¿2063¿v205¿¿¿¿¿Identifier
1786¿Identifier¿¿2063¿v214¿¿¿¿¿Identifier
1787¿ExpressionStatement¿¿2063¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":126,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1788¿AssignmentExpression¿=¿2063¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":126,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1789¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1790¿Identifier¿¿2063¿version¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1791¿Identifier¿¿2063¿path¿¿¿{"start":{"line":121,"column":12},"end":{"line":121,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1792¿Identifier¿¿2063¿v215¿¿¿¿¿Identifier
1793¿VariableDeclarator¿¿2063¿v216¿¿¿{"start":{"line":128,"column":13},"end":{"line":128,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1794¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":128,"column":13},"end":{"line":128,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1795¿Identifier¿¿2063¿module¿¿¿{"start":{"line":128,"column":13},"end":{"line":128,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1796¿Identifier¿¿2063¿exports¿¿¿{"start":{"line":128,"column":20},"end":{"line":128,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1797¿VariableDeclarator¿¿2063¿v217¿¿¿{"start":{"line":128,"column":13},"end":{"line":128,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1798¿CallExpression¿¿2063¿¿¿¿{"start":{"line":128,"column":13},"end":{"line":128,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1799¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":128,"column":13},"end":{"line":128,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1800¿Identifier¿¿2063¿v216¿¿¿¿¿Identifier
1801¿Identifier¿¿2063¿cmdVersion¿¿¿{"start":{"line":128,"column":28},"end":{"line":128,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1802¿Identifier¿¿2063¿image¿¿¿{"start":{"line":128,"column":39},"end":{"line":128,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1803¿Identifier¿¿2063¿version¿¿¿{"start":{"line":128,"column":46},"end":{"line":128,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1804¿Identifier¿¿2063¿last¿¿¿{"start":{"line":128,"column":55},"end":{"line":128,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1805¿VariableDeclarator¿¿2063¿v218¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1806¿CallExpression¿¿2063¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1807¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1808¿Identifier¿¿2063¿cmd¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1809¿Identifier¿¿2063¿push¿¿¿{"start":{"line":128,"column":8},"end":{"line":128,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1810¿Identifier¿¿2063¿v217¿¿¿¿¿Identifier
1811¿ExpressionStatement¿¿2063¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1812¿Identifier¿¿2063¿v218¿¿¿¿¿Identifier
1813¿VariableDeclarator¿¿2063¿v196¿¿¿{"start":{"line":115,"column":46},"end":{"line":115,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1814¿UpdateExpression¿¿2063¿¿¿¿{"start":{"line":115,"column":46},"end":{"line":115,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿UpdateExpression
1815¿Identifier¿¿2063¿i¿¿¿{"start":{"line":115,"column":46},"end":{"line":115,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1816¿ExpressionStatement¿¿2063¿¿¿¿{"start":{"line":115,"column":2},"end":{"line":129,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1817¿AssignmentExpression¿=¿2063¿¿¿¿{"start":{"line":115,"column":2},"end":{"line":129,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1818¿Identifier¿¿2063¿v195¿¿¿{"start":{"line":115,"column":2},"end":{"line":129,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1819¿BinaryExpression¿<¿2063¿¿¿¿{"start":{"line":115,"column":18},"end":{"line":115,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1820¿Identifier¿¿2063¿i¿¿¿{"start":{"line":115,"column":18},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1821¿Identifier¿¿2063¿v194¿¿¿¿¿Identifier
1822¿BlockStatement¿¿2063¿¿¿¿¿¿BlockStatement
1823¿VariableDeclarator¿¿2063¿v219¿¿¿{"start":{"line":131,"column":9},"end":{"line":131,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1824¿CallExpression¿¿2063¿¿¿¿{"start":{"line":131,"column":9},"end":{"line":131,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1825¿MemberExpression¿¿2063¿¿¿¿{"start":{"line":131,"column":9},"end":{"line":131,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1826¿Identifier¿¿2063¿cmd¿¿¿{"start":{"line":131,"column":9},"end":{"line":131,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1827¿Identifier¿¿2063¿join¿¿¿{"start":{"line":131,"column":13},"end":{"line":131,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1828¿Literal¿string¿2063¿¿' '¿¿{"start":{"line":131,"column":18},"end":{"line":131,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1829¿ReturnStatement¿¿2063¿¿¿¿{"start":{"line":131,"column":2},"end":{"line":131,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ReturnStatement
1830¿Identifier¿¿2063¿v219¿¿¿¿¿Identifier
1831¿BlockStatement¿¿2063¿¿¿¿{"start":{"line":108,"column":45},"end":{"line":132,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1832¿ExpressionStatement¿¿2043¿¿¿¿{"start":{"line":108,"column":0},"end":{"line":132,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1833¿AssignmentExpression¿=¿2043¿¿¿¿{"start":{"line":108,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1834¿MemberExpression¿¿2043¿¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1835¿Identifier¿¿2043¿v189¿¿¿¿¿Identifier
1836¿Identifier¿¿2043¿cmd¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1837¿Identifier¿¿2043¿v220¿¿¿¿¿Identifier
1838¿VariableDeclarator¿¿2043¿v221¿¿¿{"start":{"line":143,"column":0},"end":{"line":143,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1839¿MemberExpression¿¿2043¿¿¿¿{"start":{"line":143,"column":0},"end":{"line":143,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1840¿Identifier¿¿2043¿module¿¿¿{"start":{"line":143,"column":0},"end":{"line":143,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1841¿Identifier¿¿2043¿exports¿¿¿{"start":{"line":143,"column":7},"end":{"line":143,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1842¿VariableDeclarator¿exported¿2043¿v250¿¿¿{"start":{"line":143,"column":0},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1843¿FunctionExpression¿¿2043¿anon¿¿¿{"start":{"line":143,"column":28},"end":{"line":185,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿FunctionExpression
1844¿Identifier¿¿0¿image¿¿¿{"start":{"line":143,"column":37},"end":{"line":143,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1845¿Identifier¿¿0¿version¿¿¿{"start":{"line":143,"column":44},"end":{"line":143,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1846¿Identifier¿¿0¿last¿¿¿{"start":{"line":143,"column":53},"end":{"line":143,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1847¿VariableDeclarator¿¿2066¿cmd¿¿¿{"start":{"line":144,"column":6},"end":{"line":144,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1848¿ArrayExpression¿¿2066¿¿¿¿{"start":{"line":144,"column":12},"end":{"line":144,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ArrayExpression
1849¿VariableDeclarator¿¿2066¿v222¿¿¿{"start":{"line":147,"column":29},"end":{"line":147,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1850¿MemberExpression¿¿2066¿¿¿¿{"start":{"line":147,"column":29},"end":{"line":147,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1851¿Identifier¿¿2066¿image¿¿¿{"start":{"line":147,"column":29},"end":{"line":147,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1852¿Identifier¿¿2066¿path¿¿¿{"start":{"line":147,"column":35},"end":{"line":147,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1853¿VariableDeclarator¿¿2066¿v223¿¿¿{"start":{"line":147,"column":11},"end":{"line":147,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1854¿CallExpression¿¿2066¿¿¿¿{"start":{"line":147,"column":11},"end":{"line":147,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1855¿Identifier¿¿2066¿sprintf¿¿¿{"start":{"line":147,"column":11},"end":{"line":147,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1856¿Literal¿string¿2066¿¿'mpr:%s'¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1857¿Identifier¿¿2066¿v222¿¿¿¿¿Identifier
1858¿VariableDeclarator¿¿2066¿v224¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1859¿CallExpression¿¿2066¿¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1860¿MemberExpression¿¿2066¿¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1861¿Identifier¿¿2066¿cmd¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1862¿Identifier¿¿2066¿push¿¿¿{"start":{"line":147,"column":6},"end":{"line":147,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1863¿Identifier¿¿2066¿v223¿¿¿¿¿Identifier
1864¿ExpressionStatement¿¿2066¿¿¿¿{"start":{"line":147,"column":2},"end":{"line":147,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1865¿Identifier¿¿2066¿v224¿¿¿¿¿Identifier
1866¿VariableDeclarator¿¿2066¿v225¿¿¿{"start":{"line":150,"column":6},"end":{"line":150,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1867¿MemberExpression¿¿2066¿¿¿¿{"start":{"line":150,"column":6},"end":{"line":150,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1868¿Identifier¿¿2066¿version¿¿¿{"start":{"line":150,"column":6},"end":{"line":150,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1869¿Identifier¿¿2066¿quality¿¿¿{"start":{"line":150,"column":14},"end":{"line":150,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1870¿IfStatement¿¿2066¿¿¿¿{"start":{"line":150,"column":2},"end":{"line":152,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿IfStatement
1871¿Identifier¿¿2066¿v225¿¿¿¿¿Identifier
1872¿VariableDeclarator¿¿2066¿v226¿¿¿{"start":{"line":151,"column":36},"end":{"line":151,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1873¿MemberExpression¿¿2066¿¿¿¿{"start":{"line":151,"column":36},"end":{"line":151,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1874¿Identifier¿¿2066¿version¿¿¿{"start":{"line":151,"column":36},"end":{"line":151,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1875¿Identifier¿¿2066¿quality¿¿¿{"start":{"line":151,"column":44},"end":{"line":151,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1876¿VariableDeclarator¿¿2066¿v227¿¿¿{"start":{"line":151,"column":13},"end":{"line":151,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1877¿CallExpression¿¿2066¿¿¿¿{"start":{"line":151,"column":13},"end":{"line":151,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1878¿Identifier¿¿2066¿sprintf¿¿¿{"start":{"line":151,"column":13},"end":{"line":151,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1879¿Literal¿string¿2066¿¿'-quality %d'¿¿{"start":{"line":151,"column":21},"end":{"line":151,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1880¿Identifier¿¿2066¿v226¿¿¿¿¿Identifier
1881¿VariableDeclarator¿¿2066¿v228¿¿¿{"start":{"line":151,"column":4},"end":{"line":151,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1882¿CallExpression¿¿2066¿¿¿¿{"start":{"line":151,"column":4},"end":{"line":151,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
