Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
729¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":49,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Program
1364¿PDG_OBJECT¿¿0¿1309.exports-o181¿¿¿¿¿PDG_OBJECT
1365¿PDG_OBJECT¿¿0¿1295.v158-o182¿¿¿¿¿PDG_OBJECT
1366¿PDG_OBJECT¿¿0¿1295.v159-o183¿¿¿¿¿PDG_OBJECT
1367¿PDG_OBJECT¿¿0¿1295.v160-o184¿¿¿¿¿PDG_OBJECT
1368¿PDG_OBJECT¿¿0¿1295.v160.0-o185¿¿¿¿¿PDG_OBJECT
1369¿PDG_OBJECT¿¿0¿1295.v160.1-o186¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1295.v161-o187¿¿¿¿¿PDG_OBJECT
1371¿PDG_OBJECT¿¿0¿1295.v162-o188¿¿¿¿¿PDG_OBJECT
1372¿PDG_OBJECT¿¿0¿1295.v163-o189¿¿¿¿¿PDG_OBJECT
1373¿PDG_OBJECT¿¿0¿1295.v163.0-o190¿¿¿¿¿PDG_OBJECT
1374¿PDG_CALL¿¿1295¿1295.CALL->v143-o191¿¿¿¿¿PDG_CALL
1375¿PDG_OBJECT¿¿0¿1295.v164-o192¿¿¿¿¿PDG_OBJECT
1376¿PDG_CALL¿¿1295¿1295.CALL->v164-o193¿¿¿¿¿PDG_CALL
1377¿PDG_OBJECT¿¿0¿1295.v165-o194¿¿¿¿¿PDG_OBJECT
1378¿PDG_RETURN¿¿0¿1295.RET_OBJ-o195¿¿¿¿¿PDG_RETURN
1379¿PDG_OBJECT¿¿0¿1299.this-o196¿¿¿¿¿PDG_OBJECT
1380¿PDG_OBJECT¿¿0¿1299.o-o197¿¿¿¿¿PDG_OBJECT
1381¿PDG_OBJECT¿¿0¿1299.u-o198¿¿¿¿¿PDG_OBJECT
1382¿PDG_OBJECT¿¿0¿1297.s-o199¿¿¿¿¿PDG_OBJECT
1383¿PDG_OBJECT¿¿0¿1297.v137-o200¿¿¿¿¿PDG_OBJECT
1384¿PDG_OBJECT¿¿0¿1297.i-o201¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1297.r.length-o202¿¿¿¿¿PDG_OBJECT
1386¿PDG_OBJECT¿¿0¿1297.v139-o203¿¿¿¿¿PDG_OBJECT
1387¿PDG_OBJECT¿¿0¿1297.r.*-o204¿¿¿¿¿PDG_OBJECT
1388¿PDG_CALL¿¿1297¿1297.CALL->s-o205¿¿¿¿¿PDG_CALL
1389¿PDG_OBJECT¿¿0¿1297.v142-o206¿¿¿¿¿PDG_OBJECT
1390¿PDG_OBJECT¿¿0¿1297.v139-o207¿¿¿¿¿PDG_OBJECT
1391¿PDG_RETURN¿¿0¿1297.RET_OBJ-o208¿¿¿¿¿PDG_RETURN
1392¿PDG_OBJECT¿¿0¿1299.n.*-o209¿¿¿¿¿PDG_OBJECT
1393¿PDG_OBJECT¿¿0¿1299.t.*-o210¿¿¿¿¿PDG_OBJECT
1394¿PDG_OBJECT¿¿0¿1299.v113-o211¿¿¿¿¿PDG_OBJECT
1395¿PDG_OBJECT¿¿0¿1299.a-o212¿¿¿¿¿PDG_OBJECT
1396¿PDG_OBJECT¿¿0¿1299.v115-o213¿¿¿¿¿PDG_OBJECT
1397¿PDG_CALL¿¿1299¿1299.CALL->a-o214¿¿¿¿¿PDG_CALL
1398¿PDG_OBJECT¿¿0¿1299.v117-o215¿¿¿¿¿PDG_OBJECT
1399¿PDG_RETURN¿¿0¿1299.RET_OBJ-o216¿¿¿¿¿PDG_RETURN
1400¿PDG_CALL¿¿1299¿1299.CALL->i-o217¿¿¿¿¿PDG_CALL
1401¿PDG_OBJECT¿¿0¿1299.v119-o218¿¿¿¿¿PDG_OBJECT
1402¿PDG_RETURN¿¿0¿1299.RET_OBJ-o219¿¿¿¿¿PDG_RETURN
1403¿PDG_OBJECT¿¿0¿1299.v120-o220¿¿¿¿¿PDG_OBJECT
1404¿PDG_OBJECT¿¿0¿1299.v121-o221¿¿¿¿¿PDG_OBJECT
1405¿PDG_CALL¿¿1299¿1299.CALL->Error-o222¿¿¿¿¿PDG_CALL
1406¿PDG_OBJECT¿¿0¿1299.f-o223¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿0¿1299.v122-o224¿¿¿¿¿PDG_OBJECT
1408¿PDG_OBJECT¿¿0¿1299.v123-o225¿¿¿¿¿PDG_OBJECT
1409¿PDG_OBJECT¿¿0¿1299.v123-o226¿¿¿¿¿PDG_OBJECT
1410¿PDG_OBJECT¿¿0¿1299.v123.exports-o227¿¿¿¿¿PDG_OBJECT
1411¿PDG_OBJECT¿¿0¿1299.n-o228¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿0¿1299.n.*-o229¿¿¿¿¿PDG_OBJECT
1413¿PDG_OBJECT¿¿0¿1299.v124.0-o230¿¿¿¿¿PDG_OBJECT
1414¿PDG_OBJECT¿¿0¿1304.this-o231¿¿¿¿¿PDG_OBJECT
1415¿PDG_OBJECT¿¿0¿1304.e-o232¿¿¿¿¿PDG_OBJECT
1416¿PDG_OBJECT¿¿0¿1299.v131-o233¿¿¿¿¿PDG_OBJECT
1417¿PDG_CALL¿¿1299¿1299.CALL->v125.call-o234¿¿¿¿¿PDG_CALL
1418¿PDG_OBJECT¿¿0¿1299.v133-o235¿¿¿¿¿PDG_OBJECT
1419¿PDG_RETURN¿¿0¿1299.RET_OBJ-o236¿¿¿¿¿PDG_RETURN
1420¿PDG_OBJECT¿¿0¿1304.v127.1-o237¿¿¿¿¿PDG_OBJECT
1421¿PDG_OBJECT¿¿0¿1304.v128.*-o238¿¿¿¿¿PDG_OBJECT
1422¿PDG_OBJECT¿¿0¿1304.v129-o239¿¿¿¿¿PDG_OBJECT
1423¿PDG_CALL¿¿1304¿1304.CALL->s-o240¿¿¿¿¿PDG_CALL
1424¿PDG_OBJECT¿¿0¿1304.v130-o241¿¿¿¿¿PDG_OBJECT
1425¿PDG_RETURN¿¿0¿1304.RET_OBJ-o242¿¿¿¿¿PDG_RETURN
1426¿PDG_OBJECT¿¿0¿1311.this-o243¿¿¿¿¿PDG_OBJECT
1427¿PDG_OBJECT¿¿0¿1311.obj-o244¿¿¿¿¿PDG_OBJECT
1428¿PDG_OBJECT¿¿0¿1311.path-o245¿¿¿¿¿PDG_OBJECT
1429¿PDG_OBJECT¿¿0¿1311.value-o246¿¿¿¿¿PDG_OBJECT
1430¿PDG_OBJECT¿¿0¿1311.create-o247¿¿¿¿¿PDG_OBJECT
1431¿PDG_OBJECT¿¿0¿1309.deepSet-o248¿¿¿¿¿PDG_OBJECT
1432¿PDG_OBJECT¿¿0¿1309.module-o249¿¿¿¿¿PDG_OBJECT
1433¿PDG_OBJECT¿¿0¿1309.module.exports-o250¿¿¿¿¿PDG_OBJECT
1434¿PDG_OBJECT¿¿0¿1318.this-o251¿¿¿¿¿PDG_OBJECT
1435¿PDG_OBJECT¿¿0¿1318.obj-o252¿¿¿¿¿PDG_OBJECT
1436¿PDG_OBJECT¿¿0¿1309.isObject-o253¿¿¿¿¿PDG_OBJECT
1437¿PDG_CALL¿¿1311¿1311.CALL->path.split-o254¿¿¿¿¿PDG_CALL
1438¿PDG_OBJECT¿¿0¿1311.properties-o255¿¿¿¿¿PDG_OBJECT
1439¿PDG_OBJECT¿¿0¿1311.property-o256¿¿¿¿¿PDG_OBJECT
1440¿PDG_OBJECT¿¿0¿1311.v144-o257¿¿¿¿¿PDG_OBJECT
1441¿PDG_OBJECT¿¿0¿1311.properties.length-o258¿¿¿¿¿PDG_OBJECT
1442¿PDG_CALL¿¿1311¿1311.CALL->properties.shift-o259¿¿¿¿¿PDG_CALL
1443¿PDG_OBJECT¿¿0¿1311.property-o260¿¿¿¿¿PDG_OBJECT
1444¿PDG_OBJECT¿¿0¿1311.currentObject.*-o261¿¿¿¿¿PDG_OBJECT
1445¿PDG_CALL¿¿1311¿1311.CALL->isObject-o262¿¿¿¿¿PDG_CALL
1446¿PDG_OBJECT¿¿0¿1311.v148-o263¿¿¿¿¿PDG_OBJECT
1447¿PDG_OBJECT¿¿0¿1311.v150-o264¿¿¿¿¿PDG_OBJECT
1448¿PDG_OBJECT¿¿0¿1311.v151-o265¿¿¿¿¿PDG_OBJECT
1449¿PDG_OBJECT¿¿0¿1311.currentObject-o266¿¿¿¿¿PDG_OBJECT
1450¿PDG_OBJECT¿¿0¿1311.currentObject.*-o267¿¿¿¿¿PDG_OBJECT
1451¿PDG_OBJECT¿¿0¿1311.currentObject-o268¿¿¿¿¿PDG_OBJECT
1452¿PDG_OBJECT¿¿0¿1311.currentObject.*-o269¿¿¿¿¿PDG_OBJECT
1453¿PDG_RETURN¿¿0¿1311.RET_OBJ-o270¿¿¿¿¿PDG_RETURN
1454¿PDG_OBJECT¿¿0¿1318.v155-o271¿¿¿¿¿PDG_OBJECT
1455¿PDG_OBJECT¿¿0¿1318.v156-o272¿¿¿¿¿PDG_OBJECT
1456¿PDG_OBJECT¿¿0¿1318.v157-o273¿¿¿¿¿PDG_OBJECT
1457¿PDG_RETURN¿¿0¿1318.RET_OBJ-o274¿¿¿¿¿PDG_RETURN
