Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
950¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":129,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Program
1472¿Identifier¿¿0¿response¿¿¿{"start":{"line":102,"column":54},"end":{"line":102,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1473¿VariableDeclarator¿¿1677¿v145¿¿¿{"start":{"line":103,"column":28},"end":{"line":103,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1474¿ObjectExpression¿¿1677¿¿¿¿{"start":{"line":103,"column":28},"end":{"line":103,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ObjectExpression
1475¿Property¿¿1677¿¿¿¿{"start":{"line":103,"column":30},"end":{"line":103,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Property
1476¿Literal¿string¿1677¿¿'Content-Type'¿¿{"start":{"line":103,"column":30},"end":{"line":103,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1477¿Literal¿string¿1677¿¿'text/plain'¿¿{"start":{"line":103,"column":46},"end":{"line":103,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1478¿VariableDeclarator¿¿1677¿v146¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1479¿CallExpression¿¿1677¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1480¿MemberExpression¿¿1677¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1481¿Identifier¿¿1677¿response¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1482¿Identifier¿¿1677¿writeHead¿¿¿{"start":{"line":103,"column":13},"end":{"line":103,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1483¿Literal¿number¿1677¿¿434¿¿{"start":{"line":103,"column":23},"end":{"line":103,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1484¿Identifier¿¿1677¿v145¿¿¿¿¿Identifier
1485¿ExpressionStatement¿¿1677¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1486¿Identifier¿¿1677¿v146¿¿¿¿¿Identifier
1487¿VariableDeclarator¿¿1677¿v147¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1488¿CallExpression¿¿1677¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1489¿MemberExpression¿¿1677¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1490¿Identifier¿¿1677¿response¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1491¿Identifier¿¿1677¿write¿¿¿{"start":{"line":104,"column":13},"end":{"line":104,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1492¿Literal¿string¿1677¿¿'Requested host unavailable\n'¿¿{"start":{"line":104,"column":19},"end":{"line":104,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1493¿ExpressionStatement¿¿1677¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1494¿Identifier¿¿1677¿v147¿¿¿¿¿Identifier
1495¿VariableDeclarator¿¿1677¿v148¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1496¿CallExpression¿¿1677¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1497¿MemberExpression¿¿1677¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1498¿Identifier¿¿1677¿response¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1499¿Identifier¿¿1677¿end¿¿¿{"start":{"line":105,"column":13},"end":{"line":105,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1500¿ExpressionStatement¿¿1677¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1501¿Identifier¿¿1677¿v148¿¿¿¿¿Identifier
1502¿BlockStatement¿¿1677¿¿¿¿{"start":{"line":102,"column":64},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1503¿ExpressionStatement¿¿1648¿¿¿¿{"start":{"line":102,"column":0},"end":{"line":106,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1504¿AssignmentExpression¿=¿1648¿¿¿¿{"start":{"line":102,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1505¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":102,"column":0},"end":{"line":102,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1506¿Identifier¿¿1648¿v144¿¿¿¿¿Identifier
1507¿Identifier¿¿1648¿_httpBadHost¿¿¿{"start":{"line":102,"column":30},"end":{"line":102,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1508¿Identifier¿¿1648¿v149¿¿¿¿¿Identifier
1509¿VariableDeclarator¿¿1648¿v150¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1510¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1511¿Identifier¿¿1648¿NodeStaticWebServer¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1512¿Identifier¿¿1648¿prototype¿¿¿{"start":{"line":108,"column":20},"end":{"line":108,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1513¿VariableDeclarator¿¿1648¿v155¿¿¿{"start":{"line":108,"column":0},"end":{"line":112,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1514¿FunctionExpression¿¿1648¿anon¿¿¿{"start":{"line":108,"column":46},"end":{"line":112,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿FunctionExpression
1515¿Identifier¿¿0¿response¿¿¿{"start":{"line":108,"column":55},"end":{"line":108,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1516¿VariableDeclarator¿¿1679¿v151¿¿¿{"start":{"line":109,"column":28},"end":{"line":109,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1517¿ObjectExpression¿¿1679¿¿¿¿{"start":{"line":109,"column":28},"end":{"line":109,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ObjectExpression
1518¿Property¿¿1679¿¿¿¿{"start":{"line":109,"column":30},"end":{"line":109,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Property
1519¿Literal¿string¿1679¿¿'Content-Type'¿¿{"start":{"line":109,"column":30},"end":{"line":109,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1520¿Literal¿string¿1679¿¿'text/plain'¿¿{"start":{"line":109,"column":46},"end":{"line":109,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1521¿VariableDeclarator¿¿1679¿v152¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1522¿CallExpression¿¿1679¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1523¿MemberExpression¿¿1679¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1524¿Identifier¿¿1679¿response¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1525¿Identifier¿¿1679¿writeHead¿¿¿{"start":{"line":109,"column":13},"end":{"line":109,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1526¿Literal¿number¿1679¿¿404¿¿{"start":{"line":109,"column":23},"end":{"line":109,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1527¿Identifier¿¿1679¿v151¿¿¿¿¿Identifier
1528¿ExpressionStatement¿¿1679¿¿¿¿{"start":{"line":109,"column":4},"end":{"line":109,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1529¿Identifier¿¿1679¿v152¿¿¿¿¿Identifier
1530¿VariableDeclarator¿¿1679¿v153¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1531¿CallExpression¿¿1679¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1532¿MemberExpression¿¿1679¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1533¿Identifier¿¿1679¿response¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1534¿Identifier¿¿1679¿write¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1535¿Literal¿string¿1679¿¿'Not found\n'¿¿{"start":{"line":110,"column":19},"end":{"line":110,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1536¿ExpressionStatement¿¿1679¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1537¿Identifier¿¿1679¿v153¿¿¿¿¿Identifier
1538¿VariableDeclarator¿¿1679¿v154¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1539¿CallExpression¿¿1679¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1540¿MemberExpression¿¿1679¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1541¿Identifier¿¿1679¿response¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1542¿Identifier¿¿1679¿end¿¿¿{"start":{"line":111,"column":13},"end":{"line":111,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1543¿ExpressionStatement¿¿1679¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1544¿Identifier¿¿1679¿v154¿¿¿¿¿Identifier
1545¿BlockStatement¿¿1679¿¿¿¿{"start":{"line":108,"column":65},"end":{"line":112,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1546¿ExpressionStatement¿¿1648¿¿¿¿{"start":{"line":108,"column":0},"end":{"line":112,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1547¿AssignmentExpression¿=¿1648¿¿¿¿{"start":{"line":108,"column":0},"end":{"line":112,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1548¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":108,"column":0},"end":{"line":108,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1549¿Identifier¿¿1648¿v150¿¿¿¿¿Identifier
1550¿Identifier¿¿1648¿_httpNotFound¿¿¿{"start":{"line":108,"column":30},"end":{"line":108,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1551¿Identifier¿¿1648¿v155¿¿¿¿¿Identifier
1552¿VariableDeclarator¿¿1648¿v156¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1553¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1554¿Identifier¿¿1648¿NodeStaticWebServer¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1555¿Identifier¿¿1648¿prototype¿¿¿{"start":{"line":114,"column":20},"end":{"line":114,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1556¿VariableDeclarator¿¿1648¿v160¿¿¿{"start":{"line":114,"column":0},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1557¿FunctionExpression¿¿1648¿anon¿¿¿{"start":{"line":114,"column":46},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿FunctionExpression
1558¿Identifier¿¿0¿response¿¿¿{"start":{"line":114,"column":55},"end":{"line":114,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1559¿Identifier¿¿0¿location¿¿¿{"start":{"line":114,"column":65},"end":{"line":114,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1560¿VariableDeclarator¿¿1681¿v157¿¿¿{"start":{"line":115,"column":28},"end":{"line":115,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1561¿ObjectExpression¿¿1681¿¿¿¿{"start":{"line":115,"column":28},"end":{"line":115,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ObjectExpression
1562¿Property¿¿1681¿¿¿¿{"start":{"line":115,"column":30},"end":{"line":115,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Property
1563¿Literal¿string¿1681¿¿'Location'¿¿{"start":{"line":115,"column":30},"end":{"line":115,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1564¿Identifier¿¿1681¿location¿¿¿{"start":{"line":115,"column":42},"end":{"line":115,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1565¿VariableDeclarator¿¿1681¿v158¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1566¿CallExpression¿¿1681¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1567¿MemberExpression¿¿1681¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1568¿Identifier¿¿1681¿response¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1569¿Identifier¿¿1681¿writeHead¿¿¿{"start":{"line":115,"column":13},"end":{"line":115,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1570¿Literal¿number¿1681¿¿301¿¿{"start":{"line":115,"column":23},"end":{"line":115,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1571¿Identifier¿¿1681¿v157¿¿¿¿¿Identifier
1572¿ExpressionStatement¿¿1681¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1573¿Identifier¿¿1681¿v158¿¿¿¿¿Identifier
1574¿VariableDeclarator¿¿1681¿v159¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1575¿CallExpression¿¿1681¿¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1576¿MemberExpression¿¿1681¿¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1577¿Identifier¿¿1681¿response¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1578¿Identifier¿¿1681¿end¿¿¿{"start":{"line":116,"column":13},"end":{"line":116,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1579¿ExpressionStatement¿¿1681¿¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1580¿Identifier¿¿1681¿v159¿¿¿¿¿Identifier
1581¿BlockStatement¿¿1681¿¿¿¿{"start":{"line":114,"column":75},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1582¿ExpressionStatement¿¿1648¿¿¿¿{"start":{"line":114,"column":0},"end":{"line":117,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1583¿AssignmentExpression¿=¿1648¿¿¿¿{"start":{"line":114,"column":0},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1584¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":114,"column":0},"end":{"line":114,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1585¿Identifier¿¿1648¿v156¿¿¿¿¿Identifier
1586¿Identifier¿¿1648¿_httpRedirect¿¿¿{"start":{"line":114,"column":30},"end":{"line":114,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1587¿Identifier¿¿1648¿v160¿¿¿¿¿Identifier
1588¿VariableDeclarator¿¿1648¿v161¿¿¿{"start":{"line":119,"column":0},"end":{"line":119,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1589¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":119,"column":0},"end":{"line":119,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1590¿Identifier¿¿1648¿NodeStaticWebServer¿¿¿{"start":{"line":119,"column":0},"end":{"line":119,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1591¿Identifier¿¿1648¿prototype¿¿¿{"start":{"line":119,"column":20},"end":{"line":119,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1592¿VariableDeclarator¿¿1648¿v162¿¿¿{"start":{"line":119,"column":37},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1593¿ObjectExpression¿¿1648¿¿¿¿¿¿ObjectExpression
1594¿ExpressionStatement¿¿1648¿¿¿¿{"start":{"line":119,"column":37},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1595¿AssignmentExpression¿=¿1648¿¿¿¿{"start":{"line":119,"column":37},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1596¿MemberExpression¿computed¿1648¿¿¿¿{"start":{"line":119,"column":37},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1597¿Identifier¿¿1648¿v162¿¿¿¿¿Identifier
1598¿Literal¿string¿1648¿¿'.html'¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1599¿Literal¿string¿1648¿¿'text/html'¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1600¿ExpressionStatement¿¿1648¿¿¿¿{"start":{"line":119,"column":37},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1601¿AssignmentExpression¿=¿1648¿¿¿¿{"start":{"line":119,"column":37},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1602¿MemberExpression¿computed¿1648¿¿¿¿{"start":{"line":119,"column":37},"end":{"line":127,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1603¿Identifier¿¿1648¿v162¿¿¿¿¿Identifier
1604¿Literal¿string¿1648¿¿'.jpeg'¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
