Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2036¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":292,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Program
2180¿Identifier¿¿3565¿v234¿¿¿¿¿Identifier
2181¿Literal¿number¿3565¿¿0¿¿{"start":{"line":30,"column":43},"end":{"line":30,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2182¿VariableDeclarator¿¿3565¿v236¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2183¿LogicalExpression¿&&¿3565¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿LogicalExpression
2184¿Identifier¿¿3565¿v233¿¿¿¿¿Identifier
2185¿Identifier¿¿3565¿v235¿¿¿¿¿Identifier
2186¿IfStatement¿¿3565¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":39,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2187¿Identifier¿¿3565¿v236¿¿¿¿¿Identifier
2188¿ReturnStatement¿¿3565¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2189¿Literal¿boolean¿3565¿¿true¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2190¿BlockStatement¿¿3565¿¿¿¿{"start":{"line":30,"column":46},"end":{"line":32,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2191¿VariableDeclarator¿¿3565¿v237¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2192¿UnaryExpression¿typeof¿3565¿¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2193¿Identifier¿¿3565¿value¿¿¿{"start":{"line":32,"column":22},"end":{"line":32,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2194¿VariableDeclarator¿¿3565¿v238¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2195¿BinaryExpression¿!==¿3565¿¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2196¿Identifier¿¿3565¿v237¿¿¿¿¿Identifier
2197¿Literal¿string¿3565¿¿'string'¿¿{"start":{"line":32,"column":32},"end":{"line":32,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2198¿IfStatement¿¿3565¿¿¿¿{"start":{"line":32,"column":11},"end":{"line":39,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2199¿Identifier¿¿3565¿v238¿¿¿¿¿Identifier
2200¿VariableDeclarator¿¿3565¿i¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2201¿ForInStatement¿¿3565¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":37,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ForInStatement
2202¿Identifier¿¿3565¿i¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2203¿Identifier¿¿3565¿value¿¿¿{"start":{"line":33,"column":22},"end":{"line":33,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2204¿VariableDeclarator¿¿3565¿v239¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2205¿CallExpression¿¿3565¿¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2206¿Identifier¿¿3565¿hasOwnProperty¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2207¿Identifier¿¿3565¿value¿¿¿{"start":{"line":34,"column":31},"end":{"line":34,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2208¿Identifier¿¿3565¿i¿¿¿{"start":{"line":34,"column":38},"end":{"line":34,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2209¿IfStatement¿¿3565¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":36,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2210¿Identifier¿¿3565¿v239¿¿¿¿¿Identifier
2211¿ReturnStatement¿¿3565¿¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2212¿Literal¿boolean¿3565¿¿false¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2213¿BlockStatement¿¿3565¿¿¿¿{"start":{"line":34,"column":42},"end":{"line":36,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2214¿BlockStatement¿¿3565¿¿¿¿{"start":{"line":33,"column":29},"end":{"line":37,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2215¿ReturnStatement¿¿3565¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2216¿Literal¿boolean¿3565¿¿true¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2217¿BlockStatement¿¿3565¿¿¿¿{"start":{"line":32,"column":42},"end":{"line":39,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2218¿BlockStatement¿¿3565¿¿¿¿¿¿BlockStatement
2219¿ReturnStatement¿¿3565¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2220¿Literal¿boolean¿3565¿¿false¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2221¿BlockStatement¿¿3565¿¿¿¿{"start":{"line":26,"column":25},"end":{"line":41,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2222¿VariableDeclarator¿¿3560¿toString¿¿¿{"start":{"line":43,"column":2},"end":{"line":45,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2223¿FunctionExpression¿¿3560¿anon¿¿¿{"start":{"line":43,"column":2},"end":{"line":45,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿FunctionExpression
2224¿Identifier¿¿0¿type¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2225¿VariableDeclarator¿¿3572¿v240¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2226¿CallExpression¿¿3572¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2227¿MemberExpression¿¿3572¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2228¿Identifier¿¿3572¿toStr¿¿¿{"start":{"line":44,"column":11},"end":{"line":44,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2229¿Identifier¿¿3572¿call¿¿¿{"start":{"line":44,"column":17},"end":{"line":44,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2230¿Identifier¿¿3572¿type¿¿¿{"start":{"line":44,"column":22},"end":{"line":44,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2231¿ReturnStatement¿¿3572¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2232¿Identifier¿¿3572¿v240¿¿¿¿¿Identifier
2233¿BlockStatement¿¿3572¿¿¿¿{"start":{"line":43,"column":25},"end":{"line":45,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2234¿VariableDeclarator¿¿3560¿isObject¿¿¿{"start":{"line":47,"column":2},"end":{"line":49,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2235¿FunctionExpression¿¿3560¿anon¿¿¿{"start":{"line":47,"column":2},"end":{"line":49,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿FunctionExpression
2236¿Identifier¿¿0¿obj¿¿¿{"start":{"line":47,"column":20},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2237¿VariableDeclarator¿¿3574¿v241¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2238¿UnaryExpression¿typeof¿3574¿¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2239¿Identifier¿¿3574¿obj¿¿¿{"start":{"line":48,"column":18},"end":{"line":48,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2240¿VariableDeclarator¿¿3574¿v242¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2241¿BinaryExpression¿===¿3574¿¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2242¿Identifier¿¿3574¿v241¿¿¿¿¿Identifier
2243¿Literal¿string¿3574¿¿'object'¿¿{"start":{"line":48,"column":26},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2244¿VariableDeclarator¿¿3574¿v243¿¿¿{"start":{"line":48,"column":38},"end":{"line":48,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2245¿CallExpression¿¿3574¿¿¿¿{"start":{"line":48,"column":38},"end":{"line":48,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2246¿Identifier¿¿3574¿toString¿¿¿{"start":{"line":48,"column":38},"end":{"line":48,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2247¿Identifier¿¿3574¿obj¿¿¿{"start":{"line":48,"column":47},"end":{"line":48,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2248¿VariableDeclarator¿¿3574¿v244¿¿¿{"start":{"line":48,"column":38},"end":{"line":48,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2249¿BinaryExpression¿===¿3574¿¿¿¿{"start":{"line":48,"column":38},"end":{"line":48,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2250¿Identifier¿¿3574¿v243¿¿¿¿¿Identifier
2251¿Literal¿string¿3574¿¿'[object Object]'¿¿{"start":{"line":48,"column":56},"end":{"line":48,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2252¿VariableDeclarator¿¿3574¿v245¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2253¿LogicalExpression¿&&¿3574¿¿¿¿{"start":{"line":48,"column":11},"end":{"line":48,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿LogicalExpression
2254¿Identifier¿¿3574¿v242¿¿¿¿¿Identifier
2255¿Identifier¿¿3574¿v244¿¿¿¿¿Identifier
2256¿ReturnStatement¿¿3574¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2257¿Identifier¿¿3574¿v245¿¿¿¿¿Identifier
2258¿BlockStatement¿¿3574¿¿¿¿{"start":{"line":47,"column":24},"end":{"line":49,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2259¿VariableDeclarator¿¿3560¿v246¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2260¿MemberExpression¿¿3560¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2261¿Identifier¿¿3560¿Array¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2262¿Identifier¿¿3560¿isArray¿¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2263¿VariableDeclarator¿¿3560¿v249¿¿¿{"start":{"line":51,"column":33},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2264¿FunctionExpression¿¿3560¿anon¿¿¿{"start":{"line":51,"column":33},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿FunctionExpression
2265¿Identifier¿¿0¿obj¿¿¿{"start":{"line":51,"column":42},"end":{"line":51,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2266¿VariableDeclarator¿¿3576¿v247¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2267¿CallExpression¿¿3576¿¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2268¿MemberExpression¿¿3576¿¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2269¿Identifier¿¿3576¿toStr¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2270¿Identifier¿¿3576¿call¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2271¿Identifier¿¿3576¿obj¿¿¿{"start":{"line":53,"column":22},"end":{"line":53,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2272¿VariableDeclarator¿¿3576¿v248¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2273¿BinaryExpression¿===¿3576¿¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2274¿Identifier¿¿3576¿v247¿¿¿¿¿Identifier
2275¿Literal¿string¿3576¿¿'[object Array]'¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2276¿ReturnStatement¿¿3576¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2277¿Identifier¿¿3576¿v248¿¿¿¿¿Identifier
2278¿BlockStatement¿¿3576¿¿¿¿{"start":{"line":51,"column":46},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2279¿VariableDeclarator¿¿3560¿isArray¿¿¿{"start":{"line":51,"column":6},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2280¿LogicalExpression¿||¿3560¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿LogicalExpression
2281¿Identifier¿¿3560¿v246¿¿¿¿¿Identifier
2282¿Identifier¿¿3560¿v249¿¿¿¿¿Identifier
2283¿VariableDeclarator¿¿3560¿isBoolean¿¿¿{"start":{"line":56,"column":2},"end":{"line":58,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2284¿FunctionExpression¿¿3560¿anon¿¿¿{"start":{"line":56,"column":2},"end":{"line":58,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿FunctionExpression
2285¿Identifier¿¿0¿obj¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2286¿VariableDeclarator¿¿3578¿v250¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2287¿UnaryExpression¿typeof¿3578¿¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2288¿Identifier¿¿3578¿obj¿¿¿{"start":{"line":57,"column":18},"end":{"line":57,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2289¿VariableDeclarator¿¿3578¿v251¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2290¿BinaryExpression¿===¿3578¿¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2291¿Identifier¿¿3578¿v250¿¿¿¿¿Identifier
2292¿Literal¿string¿3578¿¿'boolean'¿¿{"start":{"line":57,"column":26},"end":{"line":57,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2293¿VariableDeclarator¿¿3578¿v252¿¿¿{"start":{"line":57,"column":39},"end":{"line":57,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
