Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2491¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":606,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Program
2623¿Identifier¿¿4366¿i¿¿¿{"start":{"line":69,"column":24},"end":{"line":69,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2624¿Identifier¿¿4366¿v210¿¿¿¿¿Identifier
2625¿BlockStatement¿¿4366¿¿¿¿¿¿BlockStatement
2626¿BlockStatement¿¿4366¿¿¿¿{"start":{"line":68,"column":75},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
2627¿ExpressionStatement¿¿4364¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":74,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
2628¿AssignmentExpression¿=¿4364¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
2629¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2630¿Identifier¿¿4364¿v207¿¿¿¿¿Identifier
2631¿Identifier¿¿4364¿indexOf¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2632¿LogicalExpression¿||¿4364¿¿¿¿{"start":{"line":68,"column":30},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿LogicalExpression
2633¿Identifier¿¿4364¿v209¿¿¿¿¿Identifier
2634¿Identifier¿¿4364¿v214¿¿¿¿¿Identifier
2635¿VariableDeclarator¿¿4364¿v215¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2636¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2637¿Identifier¿¿4364¿String¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2638¿Identifier¿¿4364¿prototype¿¿¿{"start":{"line":77,"column":11},"end":{"line":77,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2639¿VariableDeclarator¿¿4364¿v216¿¿¿{"start":{"line":77,"column":28},"end":{"line":77,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2640¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":77,"column":28},"end":{"line":77,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2641¿Identifier¿¿4364¿String¿¿¿{"start":{"line":77,"column":28},"end":{"line":77,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2642¿Identifier¿¿4364¿prototype¿¿¿{"start":{"line":77,"column":35},"end":{"line":77,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2643¿VariableDeclarator¿¿4364¿v217¿¿¿{"start":{"line":77,"column":28},"end":{"line":77,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2644¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":77,"column":28},"end":{"line":77,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2645¿Identifier¿¿4364¿v216¿¿¿¿¿Identifier
2646¿Identifier¿¿4364¿trim¿¿¿{"start":{"line":77,"column":45},"end":{"line":77,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2647¿VariableDeclarator¿¿4364¿v220¿¿¿{"start":{"line":77,"column":53},"end":{"line":77,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2648¿FunctionExpression¿¿4364¿anon¿¿¿{"start":{"line":77,"column":53},"end":{"line":77,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿FunctionExpression
2649¿VariableDeclarator¿¿4370¿v218¿¿¿{"start":{"line":77,"column":74},"end":{"line":77,"column":100},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2650¿CallExpression¿¿4370¿¿¿¿{"start":{"line":77,"column":74},"end":{"line":77,"column":100},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
2651¿MemberExpression¿¿4370¿¿¿¿{"start":{"line":77,"column":74},"end":{"line":77,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2652¿ThisExpression¿¿4370¿¿¿¿{"start":{"line":77,"column":74},"end":{"line":77,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ThisExpression
2653¿Identifier¿¿4370¿replace¿¿¿{"start":{"line":77,"column":79},"end":{"line":77,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2654¿Literal¿object¿4370¿¿/^\s\s*/¿¿{"start":{"line":77,"column":87},"end":{"line":77,"column":95},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
2655¿Literal¿string¿4370¿¿''¿¿{"start":{"line":77,"column":97},"end":{"line":77,"column":99},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
2656¿VariableDeclarator¿¿4370¿v219¿¿¿{"start":{"line":77,"column":74},"end":{"line":77,"column":122},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2657¿CallExpression¿¿4370¿¿¿¿{"start":{"line":77,"column":74},"end":{"line":77,"column":122},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
2658¿MemberExpression¿¿4370¿¿¿¿{"start":{"line":77,"column":74},"end":{"line":77,"column":108},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2659¿Identifier¿¿4370¿v218¿¿¿¿¿Identifier
2660¿Identifier¿¿4370¿replace¿¿¿{"start":{"line":77,"column":101},"end":{"line":77,"column":108},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2661¿Literal¿object¿4370¿¿/\s\s*$/¿¿{"start":{"line":77,"column":109},"end":{"line":77,"column":117},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
2662¿Literal¿string¿4370¿¿''¿¿{"start":{"line":77,"column":119},"end":{"line":77,"column":121},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
2663¿ReturnStatement¿¿4370¿¿¿¿{"start":{"line":77,"column":67},"end":{"line":77,"column":123},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ReturnStatement
2664¿Identifier¿¿4370¿v219¿¿¿¿¿Identifier
2665¿BlockStatement¿¿4370¿¿¿¿{"start":{"line":77,"column":65},"end":{"line":77,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
2666¿ExpressionStatement¿¿4364¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":126},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
2667¿AssignmentExpression¿=¿4364¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
2668¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2669¿Identifier¿¿4364¿v215¿¿¿¿¿Identifier
2670¿Identifier¿¿4364¿trim¿¿¿{"start":{"line":77,"column":21},"end":{"line":77,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2671¿LogicalExpression¿||¿4364¿¿¿¿{"start":{"line":77,"column":28},"end":{"line":77,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿LogicalExpression
2672¿Identifier¿¿4364¿v217¿¿¿¿¿Identifier
2673¿Identifier¿¿4364¿v220¿¿¿¿¿Identifier
2674¿VariableDeclarator¿¿4364¿v221¿¿¿{"start":{"line":80,"column":20},"end":{"line":80,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2675¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":80,"column":20},"end":{"line":80,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2676¿Identifier¿¿4364¿Array¿¿¿{"start":{"line":80,"column":20},"end":{"line":80,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2677¿Identifier¿¿4364¿isArray¿¿¿{"start":{"line":80,"column":26},"end":{"line":80,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2678¿VariableDeclarator¿¿4364¿v226¿¿¿{"start":{"line":80,"column":37},"end":{"line":82,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2679¿FunctionExpression¿¿4364¿anon¿¿¿{"start":{"line":80,"column":37},"end":{"line":82,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿FunctionExpression
2680¿Identifier¿¿0¿obj¿¿¿{"start":{"line":80,"column":47},"end":{"line":80,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2681¿VariableDeclarator¿¿4372¿v222¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2682¿MemberExpression¿¿4372¿¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2683¿Identifier¿¿4372¿Object¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2684¿Identifier¿¿4372¿prototype¿¿¿{"start":{"line":81,"column":22},"end":{"line":81,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2685¿VariableDeclarator¿¿4372¿v223¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2686¿MemberExpression¿¿4372¿¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2687¿Identifier¿¿4372¿v222¿¿¿¿¿Identifier
2688¿Identifier¿¿4372¿toString¿¿¿{"start":{"line":81,"column":32},"end":{"line":81,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2689¿VariableDeclarator¿¿4372¿v224¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2690¿CallExpression¿¿4372¿¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
2691¿MemberExpression¿¿4372¿¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2692¿Identifier¿¿4372¿v223¿¿¿¿¿Identifier
2693¿Identifier¿¿4372¿call¿¿¿{"start":{"line":81,"column":41},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2694¿Identifier¿¿4372¿obj¿¿¿{"start":{"line":81,"column":46},"end":{"line":81,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2695¿VariableDeclarator¿¿4372¿v225¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2696¿BinaryExpression¿===¿4372¿¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BinaryExpression
2697¿Identifier¿¿4372¿v224¿¿¿¿¿Identifier
2698¿Literal¿string¿4372¿¿'[object Array]'¿¿{"start":{"line":81,"column":55},"end":{"line":81,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Literal
2699¿ReturnStatement¿¿4372¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ReturnStatement
2700¿Identifier¿¿4372¿v225¿¿¿¿¿Identifier
2701¿BlockStatement¿¿4372¿¿¿¿{"start":{"line":80,"column":52},"end":{"line":82,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
2702¿ExpressionStatement¿¿4364¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":82,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ExpressionStatement
2703¿AssignmentExpression¿=¿4364¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":82,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿AssignmentExpression
2704¿MemberExpression¿¿4364¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2705¿Identifier¿¿4364¿Array¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2706¿Identifier¿¿4364¿isArray¿¿¿{"start":{"line":80,"column":10},"end":{"line":80,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2707¿LogicalExpression¿||¿4364¿¿¿¿{"start":{"line":80,"column":20},"end":{"line":82,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿LogicalExpression
2708¿Identifier¿¿4364¿v221¿¿¿¿¿Identifier
2709¿Identifier¿¿4364¿v226¿¿¿¿¿Identifier
2710¿VariableDeclarator¿¿4364¿each¿¿¿{"start":{"line":92,"column":4},"end":{"line":103,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2711¿FunctionExpression¿¿4364¿anon¿¿¿{"start":{"line":92,"column":4},"end":{"line":103,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿FunctionExpression
2712¿Identifier¿¿0¿object¿¿¿{"start":{"line":92,"column":18},"end":{"line":92,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2713¿Identifier¿¿0¿callback¿¿¿{"start":{"line":92,"column":26},"end":{"line":92,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2714¿VariableDeclarator¿¿4374¿isArray¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2715¿CallExpression¿¿4374¿¿¿¿{"start":{"line":93,"column":22},"end":{"line":93,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
2716¿MemberExpression¿¿4374¿¿¿¿{"start":{"line":93,"column":22},"end":{"line":93,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2717¿Identifier¿¿4374¿Array¿¿¿{"start":{"line":93,"column":22},"end":{"line":93,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2718¿Identifier¿¿4374¿isArray¿¿¿{"start":{"line":93,"column":28},"end":{"line":93,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2719¿Identifier¿¿4374¿object¿¿¿{"start":{"line":93,"column":36},"end":{"line":93,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2720¿VariableDeclarator¿¿4374¿key¿¿¿{"start":{"line":94,"column":17},"end":{"line":94,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2721¿ForInStatement¿¿4374¿¿¿¿{"start":{"line":94,"column":8},"end":{"line":101,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ForInStatement
2722¿Identifier¿¿4374¿key¿¿¿{"start":{"line":94,"column":17},"end":{"line":94,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2723¿Identifier¿¿4374¿object¿¿¿{"start":{"line":94,"column":24},"end":{"line":94,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2724¿VariableDeclarator¿¿4374¿v227¿¿¿{"start":{"line":95,"column":26},"end":{"line":95,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2725¿CallExpression¿¿4374¿¿¿¿{"start":{"line":95,"column":26},"end":{"line":95,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
2726¿Identifier¿¿4374¿isNaN¿¿¿{"start":{"line":95,"column":26},"end":{"line":95,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2727¿Identifier¿¿4374¿key¿¿¿{"start":{"line":95,"column":32},"end":{"line":95,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2728¿VariableDeclarator¿¿4374¿v228¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2729¿LogicalExpression¿&&¿4374¿¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿LogicalExpression
2730¿Identifier¿¿4374¿isArray¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2731¿Identifier¿¿4374¿v227¿¿¿¿¿Identifier
2732¿IfStatement¿¿4374¿¿¿¿{"start":{"line":95,"column":12},"end":{"line":97,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿IfStatement
2733¿Identifier¿¿4374¿v228¿¿¿¿¿Identifier
2734¿ContinueStatement¿¿4374¿¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿ContinueStatement
2735¿BlockStatement¿¿4374¿¿¿¿{"start":{"line":95,"column":37},"end":{"line":97,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
2736¿VariableDeclarator¿¿4374¿v229¿¿¿{"start":{"line":98,"column":24},"end":{"line":98,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2737¿MemberExpression¿computed¿4374¿¿¿¿{"start":{"line":98,"column":24},"end":{"line":98,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿MemberExpression
2738¿Identifier¿¿4374¿object¿¿¿{"start":{"line":98,"column":24},"end":{"line":98,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2739¿Identifier¿¿4374¿key¿¿¿{"start":{"line":98,"column":31},"end":{"line":98,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2740¿VariableDeclarator¿¿4374¿v230¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿VariableDeclarator
2741¿CallExpression¿¿4374¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿CallExpression
2742¿Identifier¿¿4374¿callback¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2743¿Identifier¿¿4374¿v229¿¿¿¿¿Identifier
2744¿Identifier¿¿4374¿key¿¿¿{"start":{"line":98,"column":37},"end":{"line":98,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2745¿Identifier¿¿4374¿object¿¿¿{"start":{"line":98,"column":42},"end":{"line":98,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿Identifier
2746¿IfStatement¿¿4374¿¿¿¿{"start":{"line":98,"column":12},"end":{"line":100,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿IfStatement
2747¿Identifier¿¿4374¿v230¿¿¿¿¿Identifier
2748¿BreakStatement¿¿4374¿¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BreakStatement
2749¿BlockStatement¿¿4374¿¿¿¿{"start":{"line":98,"column":50},"end":{"line":100,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/gedi_1.6.3/src/gedi.js"}¿¿BlockStatement
