Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6996¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":848,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Program
7125¿Identifier¿¿12227¿v693¿¿¿¿¿Identifier
7126¿VariableDeclarator¿¿12227¿v694¿¿¿{"start":{"line":15,"column":51},"end":{"line":15,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7127¿FunctionExpression¿¿12227¿anon¿¿¿{"start":{"line":15,"column":51},"end":{"line":15,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿FunctionExpression
7128¿ReturnStatement¿¿12237¿¿¿¿{"start":{"line":15,"column":64},"end":{"line":15,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ReturnStatement
7129¿Identifier¿¿12237¿_repository¿¿¿{"start":{"line":15,"column":71},"end":{"line":15,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7130¿BlockStatement¿¿12237¿¿¿¿{"start":{"line":15,"column":62},"end":{"line":15,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7131¿VariableDeclarator¿¿12227¿v695¿¿¿{"start":{"line":15,"column":92},"end":{"line":15,"column":132},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7132¿FunctionExpression¿¿12227¿anon¿¿¿{"start":{"line":15,"column":92},"end":{"line":15,"column":132},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿FunctionExpression
7133¿Identifier¿¿0¿value¿¿¿{"start":{"line":15,"column":101},"end":{"line":15,"column":106},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7134¿ExpressionStatement¿¿12239¿¿¿¿{"start":{"line":15,"column":110},"end":{"line":15,"column":130},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7135¿AssignmentExpression¿=¿12239¿¿¿¿{"start":{"line":15,"column":110},"end":{"line":15,"column":129},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
7136¿Identifier¿¿12239¿_repository¿¿¿{"start":{"line":15,"column":110},"end":{"line":15,"column":121},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7137¿Identifier¿¿12239¿value¿¿¿{"start":{"line":15,"column":124},"end":{"line":15,"column":129},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7138¿BlockStatement¿¿12239¿¿¿¿{"start":{"line":15,"column":108},"end":{"line":15,"column":132},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7139¿VariableDeclarator¿¿12227¿v696¿¿¿{"start":{"line":15,"column":44},"end":{"line":15,"column":151},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7140¿ObjectExpression¿¿12227¿¿¿¿{"start":{"line":15,"column":44},"end":{"line":15,"column":151},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ObjectExpression
7141¿Property¿¿12227¿¿¿¿{"start":{"line":15,"column":46},"end":{"line":15,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Property
7142¿Identifier¿¿12227¿get¿¿¿{"start":{"line":15,"column":46},"end":{"line":15,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7143¿Identifier¿¿12227¿v694¿¿¿¿¿Identifier
7144¿Property¿¿12227¿¿¿¿{"start":{"line":15,"column":87},"end":{"line":15,"column":132},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Property
7145¿Identifier¿¿12227¿set¿¿¿{"start":{"line":15,"column":87},"end":{"line":15,"column":90},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7146¿Identifier¿¿12227¿v695¿¿¿¿¿Identifier
7147¿Property¿¿12227¿¿¿¿{"start":{"line":15,"column":134},"end":{"line":15,"column":150},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Property
7148¿Identifier¿¿12227¿enumerable¿¿¿{"start":{"line":15,"column":134},"end":{"line":15,"column":144},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7149¿Literal¿boolean¿12227¿¿true¿¿{"start":{"line":15,"column":146},"end":{"line":15,"column":150},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7150¿VariableDeclarator¿¿12227¿v697¿¿¿{"start":{"line":15,"column":2},"end":{"line":15,"column":152},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7151¿CallExpression¿¿12227¿¿¿¿{"start":{"line":15,"column":2},"end":{"line":15,"column":152},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7152¿MemberExpression¿¿12227¿¿¿¿{"start":{"line":15,"column":2},"end":{"line":15,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7153¿Identifier¿¿12227¿Object¿¿¿{"start":{"line":15,"column":2},"end":{"line":15,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7154¿Identifier¿¿12227¿defineProperty¿¿¿{"start":{"line":15,"column":9},"end":{"line":15,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7155¿ThisExpression¿¿12227¿¿¿¿{"start":{"line":15,"column":24},"end":{"line":15,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ThisExpression
7156¿Literal¿string¿12227¿¿'repository'¿¿{"start":{"line":15,"column":30},"end":{"line":15,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7157¿Identifier¿¿12227¿v696¿¿¿¿¿Identifier
7158¿ExpressionStatement¿¿12227¿¿¿¿{"start":{"line":15,"column":2},"end":{"line":15,"column":153},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7159¿Identifier¿¿12227¿v697¿¿¿¿¿Identifier
7160¿BlockStatement¿¿12227¿¿¿¿{"start":{"line":9,"column":48},"end":{"line":16,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7161¿ExpressionStatement¿¿12225¿¿¿¿{"start":{"line":9,"column":10},"end":{"line":16,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7162¿AssignmentExpression¿=¿12225¿¿¿¿{"start":{"line":9,"column":10},"end":{"line":16,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
7163¿MemberExpression¿¿12225¿¿¿¿{"start":{"line":9,"column":10},"end":{"line":9,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7164¿Identifier¿¿12225¿exports¿¿¿{"start":{"line":9,"column":10},"end":{"line":9,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7165¿Identifier¿¿12225¿Git¿¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7166¿Identifier¿¿12225¿v698¿¿¿¿¿Identifier
7167¿VariableDeclarator¿¿12225¿Git¿¿¿{"start":{"line":9,"column":4},"end":{"line":16,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7168¿MemberExpression¿¿12225¿¿¿¿{"start":{"line":9,"column":10},"end":{"line":9,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7169¿Identifier¿¿12225¿exports¿¿¿{"start":{"line":9,"column":10},"end":{"line":9,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7170¿Identifier¿¿12225¿Git¿¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7171¿VariableDeclarator¿¿12225¿v699¿¿¿{"start":{"line":19,"column":3},"end":{"line":19,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7172¿MemberExpression¿¿12225¿¿¿¿{"start":{"line":19,"column":3},"end":{"line":19,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7173¿Identifier¿¿12225¿process¿¿¿{"start":{"line":19,"column":3},"end":{"line":19,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7174¿Identifier¿¿12225¿platform¿¿¿{"start":{"line":19,"column":11},"end":{"line":19,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7175¿VariableDeclarator¿¿12225¿v700¿¿¿{"start":{"line":19,"column":3},"end":{"line":19,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7176¿CallExpression¿¿12225¿¿¿¿{"start":{"line":19,"column":3},"end":{"line":19,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7177¿MemberExpression¿¿12225¿¿¿¿{"start":{"line":19,"column":3},"end":{"line":19,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7178¿Identifier¿¿12225¿v699¿¿¿¿¿Identifier
7179¿Identifier¿¿12225¿toLowerCase¿¿¿{"start":{"line":19,"column":20},"end":{"line":19,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7180¿VariableDeclarator¿¿12225¿v701¿¿¿{"start":{"line":19,"column":3},"end":{"line":19,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7181¿CallExpression¿¿12225¿¿¿¿{"start":{"line":19,"column":3},"end":{"line":19,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7182¿MemberExpression¿¿12225¿¿¿¿{"start":{"line":19,"column":3},"end":{"line":19,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7183¿Identifier¿¿12225¿v700¿¿¿¿¿Identifier
7184¿Identifier¿¿12225¿match¿¿¿{"start":{"line":19,"column":34},"end":{"line":19,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7185¿Literal¿object¿12225¿¿/mswin(?!ce)|mingw|bccwin|win32/¿¿{"start":{"line":19,"column":40},"end":{"line":19,"column":72},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7186¿IfStatement¿¿12225¿¿¿¿{"start":{"line":19,"column":0},"end":{"line":23,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
7187¿Identifier¿¿12225¿v701¿¿¿¿¿Identifier
7188¿ExpressionStatement¿¿12225¿¿¿¿{"start":{"line":20,"column":2},"end":{"line":20,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7189¿AssignmentExpression¿=¿12225¿¿¿¿{"start":{"line":20,"column":2},"end":{"line":20,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
7190¿MemberExpression¿¿12225¿¿¿¿{"start":{"line":20,"column":2},"end":{"line":20,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7191¿Identifier¿¿12225¿Git¿¿¿{"start":{"line":20,"column":2},"end":{"line":20,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7192¿Identifier¿¿12225¿git_binary¿¿¿{"start":{"line":20,"column":6},"end":{"line":20,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7193¿Literal¿string¿12225¿¿'git'¿¿{"start":{"line":20,"column":19},"end":{"line":20,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7194¿BlockStatement¿¿12225¿¿¿¿{"start":{"line":19,"column":75},"end":{"line":21,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7195¿ExpressionStatement¿¿12225¿¿¿¿{"start":{"line":22,"column":2},"end":{"line":22,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7196¿AssignmentExpression¿=¿12225¿¿¿¿{"start":{"line":22,"column":2},"end":{"line":22,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
7197¿MemberExpression¿¿12225¿¿¿¿{"start":{"line":22,"column":2},"end":{"line":22,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7198¿Identifier¿¿12225¿Git¿¿¿{"start":{"line":22,"column":2},"end":{"line":22,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7199¿Identifier¿¿12225¿git_binary¿¿¿{"start":{"line":22,"column":6},"end":{"line":22,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7200¿Literal¿string¿12225¿¿'/usr/bin/env git'¿¿{"start":{"line":22,"column":19},"end":{"line":22,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7201¿BlockStatement¿¿12225¿¿¿¿{"start":{"line":21,"column":7},"end":{"line":23,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7202¿VariableDeclarator¿¿12225¿chomp¿¿¿{"start":{"line":26,"column":4},"end":{"line":28,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7203¿FunctionExpression¿¿12225¿chomp¿¿¿{"start":{"line":26,"column":12},"end":{"line":28,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿FunctionExpression
7204¿Identifier¿¿0¿raw_text¿¿¿{"start":{"line":26,"column":27},"end":{"line":26,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7205¿VariableDeclarator¿¿12242¿v702¿¿¿{"start":{"line":27,"column":20},"end":{"line":27,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7206¿CallExpression¿¿12242¿¿¿¿{"start":{"line":27,"column":20},"end":{"line":27,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7207¿MemberExpression¿¿12242¿¿¿¿{"start":{"line":27,"column":20},"end":{"line":27,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7208¿Identifier¿¿12242¿raw_text¿¿¿{"start":{"line":27,"column":20},"end":{"line":27,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7209¿Identifier¿¿12242¿replace¿¿¿{"start":{"line":27,"column":29},"end":{"line":27,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7210¿Literal¿object¿12242¿¿/(\n|\r)+$/¿¿{"start":{"line":27,"column":37},"end":{"line":27,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7211¿Literal¿string¿12242¿¿''¿¿{"start":{"line":27,"column":50},"end":{"line":27,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7212¿VariableDeclarator¿¿12242¿v703¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7213¿IfStatement¿¿12242¿¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
7214¿Identifier¿¿12242¿raw_text¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7215¿ExpressionStatement¿¿12242¿¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7216¿AssignmentExpression¿=¿12242¿¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
7217¿Identifier¿¿12242¿v703¿¿¿¿¿Identifier
7218¿Identifier¿¿12242¿v702¿¿¿¿¿Identifier
7219¿BlockStatement¿¿12242¿¿¿¿¿¿BlockStatement
7220¿ExpressionStatement¿¿12242¿¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7221¿AssignmentExpression¿=¿12242¿¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿AssignmentExpression
7222¿Identifier¿¿12242¿v703¿¿¿¿¿Identifier
7223¿Literal¿string¿12242¿¿''¿¿{"start":{"line":27,"column":56},"end":{"line":27,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7224¿BlockStatement¿¿12242¿¿¿¿¿¿BlockStatement
7225¿ReturnStatement¿¿12242¿¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ReturnStatement
7226¿Identifier¿¿12242¿v703¿¿¿¿¿Identifier
7227¿BlockStatement¿¿12242¿¿¿¿{"start":{"line":26,"column":37},"end":{"line":28,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7228¿VariableDeclarator¿¿12225¿read_file¿¿¿{"start":{"line":30,"column":4},"end":{"line":35,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7229¿FunctionExpression¿¿12225¿anon¿¿¿{"start":{"line":30,"column":16},"end":{"line":35,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿FunctionExpression
7230¿Identifier¿¿0¿path¿¿¿{"start":{"line":30,"column":25},"end":{"line":30,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7231¿Identifier¿¿0¿callback¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7232¿VariableDeclarator¿¿12245¿v706¿¿¿{"start":{"line":31,"column":16},"end":{"line":34,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7233¿FunctionExpression¿¿12245¿anon¿¿¿{"start":{"line":31,"column":16},"end":{"line":34,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿FunctionExpression
7234¿Identifier¿¿0¿err¿¿¿{"start":{"line":31,"column":25},"end":{"line":31,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7235¿Identifier¿¿0¿stat¿¿¿{"start":{"line":31,"column":30},"end":{"line":31,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7236¿IfStatement¿¿12247¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
7237¿Identifier¿¿12247¿err¿¿¿{"start":{"line":32,"column":7},"end":{"line":32,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7238¿VariableDeclarator¿¿12247¿v704¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7239¿CallExpression¿¿12247¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7240¿Identifier¿¿12247¿callback¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7241¿Identifier¿¿12247¿err¿¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7242¿Literal¿object¿12247¿¿null¿¿{"start":{"line":32,"column":33},"end":{"line":32,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7243¿ReturnStatement¿¿12247¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ReturnStatement
7244¿Identifier¿¿12247¿v704¿¿¿¿¿Identifier
7245¿BlockStatement¿¿12247¿¿¿¿¿¿BlockStatement
7246¿VariableDeclarator¿¿12247¿v705¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7247¿CallExpression¿¿12247¿¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7248¿MemberExpression¿¿12247¿¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
