Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
983¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":139,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Program
1553¿VariableDeclarator¿¿1722¿v158¿¿¿{"start":{"line":108,"column":2},"end":{"line":110,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1554¿CallExpression¿¿1722¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":110,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1555¿MemberExpression¿¿1722¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":108,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1556¿Identifier¿¿1722¿res¿¿¿{"start":{"line":108,"column":2},"end":{"line":108,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1557¿Identifier¿¿1722¿on¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1558¿Literal¿string¿1722¿¿'close'¿¿{"start":{"line":108,"column":9},"end":{"line":108,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1559¿Identifier¿¿1722¿v157¿¿¿¿¿Identifier
1560¿ExpressionStatement¿¿1722¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":110,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1561¿Identifier¿¿1722¿v158¿¿¿¿¿Identifier
1562¿BlockStatement¿¿1722¿¿¿¿{"start":{"line":83,"column":25},"end":{"line":111,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1563¿VariableDeclarator¿¿1700¿v159¿¿¿{"start":{"line":113,"column":29},"end":{"line":113,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1564¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":113,"column":29},"end":{"line":113,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1565¿Identifier¿¿1700¿program¿¿¿{"start":{"line":113,"column":29},"end":{"line":113,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1566¿Identifier¿¿1700¿watch¿¿¿{"start":{"line":113,"column":37},"end":{"line":113,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1567¿VariableDeclarator¿¿1700¿watcher¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1568¿CallExpression¿¿1700¿¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1569¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1570¿Identifier¿¿1700¿chokidar¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1571¿Identifier¿¿1700¿watch¿¿¿{"start":{"line":113,"column":23},"end":{"line":113,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1572¿Identifier¿¿1700¿v159¿¿¿¿¿Identifier
1573¿VariableDeclarator¿¿1700¿v161¿¿¿{"start":{"line":115,"column":21},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1574¿FunctionExpression¿¿1700¿anon¿¿¿{"start":{"line":115,"column":21},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1575¿Identifier¿¿0¿event¿¿¿{"start":{"line":115,"column":30},"end":{"line":115,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1576¿Identifier¿¿0¿filename¿¿¿{"start":{"line":115,"column":37},"end":{"line":115,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1577¿VariableDeclarator¿¿1730¿v160¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1578¿CallExpression¿¿1730¿¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1579¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1580¿Identifier¿¿1730¿console¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1581¿Identifier¿¿1730¿log¿¿¿{"start":{"line":116,"column":10},"end":{"line":116,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1582¿Identifier¿¿1730¿event¿¿¿{"start":{"line":116,"column":14},"end":{"line":116,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1583¿Identifier¿¿1730¿filename¿¿¿{"start":{"line":116,"column":21},"end":{"line":116,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1584¿ExpressionStatement¿¿1730¿¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1585¿Identifier¿¿1730¿v160¿¿¿¿¿Identifier
1586¿BlockStatement¿¿1730¿¿¿¿{"start":{"line":115,"column":47},"end":{"line":117,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1587¿VariableDeclarator¿¿1700¿v162¿¿¿{"start":{"line":115,"column":0},"end":{"line":117,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1588¿CallExpression¿¿1700¿¿¿¿{"start":{"line":115,"column":0},"end":{"line":117,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1589¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":115,"column":0},"end":{"line":115,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1590¿Identifier¿¿1700¿watcher¿¿¿{"start":{"line":115,"column":0},"end":{"line":115,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1591¿Identifier¿¿1700¿on¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1592¿Literal¿string¿1700¿¿'change'¿¿{"start":{"line":115,"column":11},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1593¿Identifier¿¿1700¿v161¿¿¿¿¿Identifier
1594¿ExpressionStatement¿¿1700¿¿¿¿{"start":{"line":115,"column":0},"end":{"line":117,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1595¿Identifier¿¿1700¿v162¿¿¿¿¿Identifier
1596¿VariableDeclarator¿¿1700¿server¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1597¿CallExpression¿¿1700¿¿¿¿{"start":{"line":119,"column":13},"end":{"line":119,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1598¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":119,"column":13},"end":{"line":119,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1599¿Identifier¿¿1700¿http¿¿¿{"start":{"line":119,"column":13},"end":{"line":119,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1600¿Identifier¿¿1700¿createServer¿¿¿{"start":{"line":119,"column":18},"end":{"line":119,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1601¿VariableDeclarator¿¿1700¿v168¿¿¿{"start":{"line":120,"column":21},"end":{"line":134,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1602¿FunctionExpression¿¿1700¿anon¿¿¿{"start":{"line":120,"column":21},"end":{"line":134,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1603¿Identifier¿¿0¿req¿¿¿{"start":{"line":120,"column":30},"end":{"line":120,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1604¿Identifier¿¿0¿res¿¿¿{"start":{"line":120,"column":35},"end":{"line":120,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1605¿VariableDeclarator¿¿1732¿v163¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1606¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1607¿Identifier¿¿1732¿req¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1608¿Identifier¿¿1732¿url¿¿¿{"start":{"line":121,"column":14},"end":{"line":121,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1609¿SwitchStatement¿¿1732¿¿¿¿{"start":{"line":121,"column":2},"end":{"line":133,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿SwitchStatement
1610¿Identifier¿¿1732¿v163¿¿¿¿¿Identifier
1611¿SwitchCase¿¿1732¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":123,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿SwitchCase
1612¿Literal¿string¿1732¿¿'/watch'¿¿{"start":{"line":122,"column":9},"end":{"line":122,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1613¿VariableDeclarator¿¿1732¿v164¿¿¿{"start":{"line":123,"column":13},"end":{"line":123,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1614¿CallExpression¿¿1732¿¿¿¿{"start":{"line":123,"column":13},"end":{"line":123,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1615¿Identifier¿¿1732¿watch¿¿¿{"start":{"line":123,"column":13},"end":{"line":123,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1616¿Identifier¿¿1732¿req¿¿¿{"start":{"line":123,"column":19},"end":{"line":123,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1617¿Identifier¿¿1732¿res¿¿¿{"start":{"line":123,"column":24},"end":{"line":123,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1618¿ReturnStatement¿¿1732¿¿¿¿{"start":{"line":123,"column":6},"end":{"line":123,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ReturnStatement
1619¿Identifier¿¿1732¿v164¿¿¿¿¿Identifier
1620¿SwitchCase¿¿1732¿¿¿¿{"start":{"line":125,"column":4},"end":{"line":126,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿SwitchCase
1621¿Literal¿string¿1732¿¿'/index.js'¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1622¿VariableDeclarator¿¿1732¿v165¿¿¿{"start":{"line":126,"column":13},"end":{"line":126,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1623¿CallExpression¿¿1732¿¿¿¿{"start":{"line":126,"column":13},"end":{"line":126,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1624¿Identifier¿¿1732¿bundle¿¿¿{"start":{"line":126,"column":13},"end":{"line":126,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1625¿Identifier¿¿1732¿req¿¿¿{"start":{"line":126,"column":20},"end":{"line":126,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1626¿Identifier¿¿1732¿res¿¿¿{"start":{"line":126,"column":25},"end":{"line":126,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1627¿ReturnStatement¿¿1732¿¿¿¿{"start":{"line":126,"column":6},"end":{"line":126,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ReturnStatement
1628¿Identifier¿¿1732¿v165¿¿¿¿¿Identifier
1629¿SwitchCase¿¿1732¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":129,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿SwitchCase
1630¿Literal¿string¿1732¿¿'/'¿¿{"start":{"line":128,"column":9},"end":{"line":128,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1631¿VariableDeclarator¿¿1732¿v166¿¿¿{"start":{"line":129,"column":13},"end":{"line":129,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1632¿CallExpression¿¿1732¿¿¿¿{"start":{"line":129,"column":13},"end":{"line":129,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1633¿Identifier¿¿1732¿index¿¿¿{"start":{"line":129,"column":13},"end":{"line":129,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1634¿Identifier¿¿1732¿req¿¿¿{"start":{"line":129,"column":19},"end":{"line":129,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1635¿Identifier¿¿1732¿res¿¿¿{"start":{"line":129,"column":24},"end":{"line":129,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1636¿ReturnStatement¿¿1732¿¿¿¿{"start":{"line":129,"column":6},"end":{"line":129,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ReturnStatement
1637¿Identifier¿¿1732¿v166¿¿¿¿¿Identifier
1638¿SwitchCase¿¿1732¿¿¿¿{"start":{"line":131,"column":4},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿SwitchCase
1639¿VariableDeclarator¿¿1732¿v167¿¿¿{"start":{"line":132,"column":13},"end":{"line":132,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1640¿CallExpression¿¿1732¿¿¿¿{"start":{"line":132,"column":13},"end":{"line":132,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1641¿Identifier¿¿1732¿file¿¿¿{"start":{"line":132,"column":13},"end":{"line":132,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1642¿Identifier¿¿1732¿req¿¿¿{"start":{"line":132,"column":18},"end":{"line":132,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1643¿Identifier¿¿1732¿res¿¿¿{"start":{"line":132,"column":23},"end":{"line":132,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1644¿ReturnStatement¿¿1732¿¿¿¿{"start":{"line":132,"column":6},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ReturnStatement
1645¿Identifier¿¿1732¿v167¿¿¿¿¿Identifier
1646¿BlockStatement¿¿1732¿¿¿¿{"start":{"line":120,"column":40},"end":{"line":134,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1647¿VariableDeclarator¿¿1700¿v169¿¿¿{"start":{"line":120,"column":0},"end":{"line":134,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1648¿CallExpression¿¿1700¿¿¿¿{"start":{"line":120,"column":0},"end":{"line":134,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1649¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":120,"column":0},"end":{"line":120,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1650¿Identifier¿¿1700¿server¿¿¿{"start":{"line":120,"column":0},"end":{"line":120,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1651¿Identifier¿¿1700¿on¿¿¿{"start":{"line":120,"column":7},"end":{"line":120,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1652¿Literal¿string¿1700¿¿'request'¿¿{"start":{"line":120,"column":10},"end":{"line":120,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1653¿Identifier¿¿1700¿v168¿¿¿¿¿Identifier
1654¿ExpressionStatement¿¿1700¿¿¿¿{"start":{"line":120,"column":0},"end":{"line":134,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1655¿Identifier¿¿1700¿v169¿¿¿¿¿Identifier
1656¿VariableDeclarator¿¿1700¿v170¿¿¿{"start":{"line":136,"column":14},"end":{"line":136,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1657¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":136,"column":14},"end":{"line":136,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1658¿Identifier¿¿1700¿program¿¿¿{"start":{"line":136,"column":14},"end":{"line":136,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1659¿Identifier¿¿1700¿port¿¿¿{"start":{"line":136,"column":22},"end":{"line":136,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1660¿VariableDeclarator¿¿1700¿v171¿¿¿{"start":{"line":136,"column":28},"end":{"line":136,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1661¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":136,"column":28},"end":{"line":136,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1662¿Identifier¿¿1700¿program¿¿¿{"start":{"line":136,"column":28},"end":{"line":136,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1663¿Identifier¿¿1700¿host¿¿¿{"start":{"line":136,"column":36},"end":{"line":136,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1664¿VariableDeclarator¿¿1700¿v175¿¿¿{"start":{"line":136,"column":42},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1665¿FunctionExpression¿¿1700¿anon¿¿¿{"start":{"line":136,"column":42},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿FunctionExpression
1666¿VariableDeclarator¿¿1739¿address¿¿¿{"start":{"line":137,"column":6},"end":{"line":137,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1667¿CallExpression¿¿1739¿¿¿¿{"start":{"line":137,"column":16},"end":{"line":137,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1668¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":137,"column":16},"end":{"line":137,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1669¿Identifier¿¿1739¿server¿¿¿{"start":{"line":137,"column":16},"end":{"line":137,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1670¿Identifier¿¿1739¿address¿¿¿{"start":{"line":137,"column":23},"end":{"line":137,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1671¿VariableDeclarator¿¿1739¿v172¿¿¿{"start":{"line":138,"column":41},"end":{"line":138,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1672¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":138,"column":41},"end":{"line":138,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1673¿Identifier¿¿1739¿address¿¿¿{"start":{"line":138,"column":41},"end":{"line":138,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1674¿Identifier¿¿1739¿address¿¿¿{"start":{"line":138,"column":49},"end":{"line":138,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1675¿VariableDeclarator¿¿1739¿v173¿¿¿{"start":{"line":138,"column":58},"end":{"line":138,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1676¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":138,"column":58},"end":{"line":138,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1677¿Identifier¿¿1739¿address¿¿¿{"start":{"line":138,"column":58},"end":{"line":138,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1678¿Identifier¿¿1739¿port¿¿¿{"start":{"line":138,"column":66},"end":{"line":138,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1679¿VariableDeclarator¿¿1739¿v174¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1680¿CallExpression¿¿1739¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1681¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1682¿Identifier¿¿1739¿console¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1683¿Identifier¿¿1739¿log¿¿¿{"start":{"line":138,"column":10},"end":{"line":138,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1684¿Literal¿string¿1739¿¿'serving on http://%s:%d'¿¿{"start":{"line":138,"column":14},"end":{"line":138,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Literal
1685¿Identifier¿¿1739¿v172¿¿¿¿¿Identifier
1686¿Identifier¿¿1739¿v173¿¿¿¿¿Identifier
1687¿ExpressionStatement¿¿1739¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":72},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿ExpressionStatement
1688¿Identifier¿¿1739¿v174¿¿¿¿¿Identifier
1689¿BlockStatement¿¿1739¿¿¿¿{"start":{"line":136,"column":54},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿BlockStatement
1690¿VariableDeclarator¿¿1700¿v176¿¿¿{"start":{"line":136,"column":0},"end":{"line":139,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿VariableDeclarator
1691¿CallExpression¿¿1700¿¿¿¿{"start":{"line":136,"column":0},"end":{"line":139,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿CallExpression
1692¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":136,"column":0},"end":{"line":136,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿MemberExpression
1693¿Identifier¿¿1700¿server¿¿¿{"start":{"line":136,"column":0},"end":{"line":136,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1694¿Identifier¿¿1700¿listen¿¿¿{"start":{"line":136,"column":7},"end":{"line":136,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/bitty_0.1.0/src/index.js"}¿¿Identifier
1695¿Identifier¿¿1700¿v170¿¿¿¿¿Identifier
1696¿Identifier¿¿1700¿v171¿¿¿¿¿Identifier
