Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
753¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":173,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/find-process_1.4.4/src/utils.js"}¿¿Program
1359¿PDG_OBJECT¿¿0¿1292.utils.spawn-o210¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1292.utils-o211¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1292.utils.stripLine-o212¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1292.utils-o213¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1292.utils.split-o214¿¿¿¿¿PDG_OBJECT
1364¿PDG_OBJECT¿¿0¿1292.utils-o215¿¿¿¿¿PDG_OBJECT
1365¿PDG_OBJECT¿¿0¿1292.utils.extractColumns-o216¿¿¿¿¿PDG_OBJECT
1366¿PDG_OBJECT¿¿0¿1292.utils-o217¿¿¿¿¿PDG_OBJECT
1367¿PDG_OBJECT¿¿0¿1292.utils.parseTable-o218¿¿¿¿¿PDG_OBJECT
1368¿PDG_OBJECT¿¿0¿1292.module-o219¿¿¿¿¿PDG_OBJECT
1369¿PDG_OBJECT¿¿0¿1292.module.exports-o220¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1294.v64-o221¿¿¿¿¿PDG_OBJECT
1371¿PDG_OBJECT¿¿0¿1294.v65-o222¿¿¿¿¿PDG_OBJECT
1372¿PDG_CALL¿¿1294¿1294.CALL->cp.exec-o223¿¿¿¿¿PDG_CALL
1373¿PDG_OBJECT¿¿0¿1294.v66-o224¿¿¿¿¿PDG_OBJECT
1374¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1375¿PDG_CALL¿¿1296¿1296.CALL->cp.spawn-o225¿¿¿¿¿PDG_CALL
1376¿PDG_OBJECT¿¿0¿1296.v68-o226¿¿¿¿¿PDG_OBJECT
1377¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
1378¿PDG_RETURN¿¿0¿1296.RET_OBJ-o227¿¿¿¿¿PDG_RETURN
1379¿PDG_OBJECT¿¿0¿1298.v71-o228¿¿¿¿¿PDG_OBJECT
1380¿PDG_CALL¿¿1298¿1298.CALL->text.indexOf-o229¿¿¿¿¿PDG_CALL
1381¿PDG_OBJECT¿¿0¿1298.nIdx-o230¿¿¿¿¿PDG_OBJECT
1382¿PDG_OBJECT¿¿0¿1298.v72-o231¿¿¿¿¿PDG_OBJECT
1383¿PDG_OBJECT¿¿0¿1298.idx-o232¿¿¿¿¿PDG_OBJECT
1384¿PDG_OBJECT¿¿0¿1298.v71-o233¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1298.v73-o234¿¿¿¿¿PDG_OBJECT
1386¿PDG_CALL¿¿1298¿1298.CALL->text.substring-o235¿¿¿¿¿PDG_CALL
1387¿PDG_OBJECT¿¿0¿1298.v74-o236¿¿¿¿¿PDG_OBJECT
1388¿PDG_OBJECT¿¿0¿1298.v75-o237¿¿¿¿¿PDG_OBJECT
1389¿PDG_RETURN¿¿0¿1298.RET_OBJ-o238¿¿¿¿¿PDG_RETURN
1390¿PDG_CALL¿¿1303¿1303.CALL->line.trim-o239¿¿¿¿¿PDG_CALL
1391¿PDG_OBJECT¿¿0¿1303.v77-o240¿¿¿¿¿PDG_OBJECT
1392¿PDG_CALL¿¿1303¿1303.CALL->v77.split-o241¿¿¿¿¿PDG_CALL
1393¿PDG_OBJECT¿¿0¿1303.cols-o242¿¿¿¿¿PDG_OBJECT
1394¿PDG_OBJECT¿¿0¿1303.cols.length-o243¿¿¿¿¿PDG_OBJECT
1395¿PDG_OBJECT¿¿0¿1303.v79-o244¿¿¿¿¿PDG_OBJECT
1396¿PDG_OBJECT¿¿0¿1303.v81-o245¿¿¿¿¿PDG_OBJECT
1397¿PDG_CALL¿¿1303¿1303.CALL->cols.slice-o246¿¿¿¿¿PDG_CALL
1398¿PDG_OBJECT¿¿0¿1303.v82-o247¿¿¿¿¿PDG_OBJECT
1399¿PDG_CALL¿¿1303¿1303.CALL->v82.join-o248¿¿¿¿¿PDG_CALL
1400¿PDG_OBJECT¿¿0¿1303.v83-o249¿¿¿¿¿PDG_OBJECT
1401¿PDG_OBJECT¿¿0¿1303.cols-o250¿¿¿¿¿PDG_OBJECT
1402¿PDG_OBJECT¿¿0¿1303.cols.*-o251¿¿¿¿¿PDG_OBJECT
1403¿PDG_RETURN¿¿0¿1303.RET_OBJ-o252¿¿¿¿¿PDG_RETURN
1404¿PDG_CALL¿¿1306¿1306.CALL->text.split-o253¿¿¿¿¿PDG_CALL
1405¿PDG_OBJECT¿¿0¿1306.lines-o254¿¿¿¿¿PDG_OBJECT
1406¿PDG_OBJECT¿¿0¿1306.columns-o255¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿0¿1306.Math-o256¿¿¿¿¿PDG_OBJECT
1408¿PDG_OBJECT¿¿0¿1306.Math.max-o257¿¿¿¿¿PDG_OBJECT
1409¿PDG_CALL¿¿1306¿1306.CALL->v86.apply-o258¿¿¿¿¿PDG_CALL
1410¿PDG_OBJECT¿¿0¿1306.v87-o259¿¿¿¿¿PDG_OBJECT
1411¿PDG_OBJECT¿¿0¿1306.max-o260¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿0¿1309.this-o261¿¿¿¿¿PDG_OBJECT
1413¿PDG_OBJECT¿¿0¿1309.line-o262¿¿¿¿¿PDG_OBJECT
1414¿PDG_OBJECT¿¿0¿1306.v94-o263¿¿¿¿¿PDG_OBJECT
1415¿PDG_CALL¿¿1306¿1306.CALL->lines.forEach-o264¿¿¿¿¿PDG_CALL
1416¿PDG_OBJECT¿¿0¿1306.v95-o265¿¿¿¿¿PDG_OBJECT
1417¿PDG_RETURN¿¿0¿1306.RET_OBJ-o266¿¿¿¿¿PDG_RETURN
1418¿PDG_CALL¿¿1309¿1309.CALL->utils.split-o267¿¿¿¿¿PDG_CALL
1419¿PDG_OBJECT¿¿0¿1309.cols-o268¿¿¿¿¿PDG_OBJECT
1420¿PDG_OBJECT¿¿0¿1309.column-o269¿¿¿¿¿PDG_OBJECT
1421¿PDG_OBJECT¿¿0¿1311.this-o270¿¿¿¿¿PDG_OBJECT
1422¿PDG_OBJECT¿¿0¿1311.idx-o271¿¿¿¿¿PDG_OBJECT
1423¿PDG_OBJECT¿¿0¿1309.v91-o272¿¿¿¿¿PDG_OBJECT
1424¿PDG_CALL¿¿1309¿1309.CALL->idxes.forEach-o273¿¿¿¿¿PDG_CALL
1425¿PDG_OBJECT¿¿0¿1309.v92-o274¿¿¿¿¿PDG_OBJECT
1426¿PDG_CALL¿¿1309¿1309.CALL->columns.push-o275¿¿¿¿¿PDG_CALL
1427¿PDG_OBJECT¿¿0¿1309.v93-o276¿¿¿¿¿PDG_OBJECT
1428¿PDG_OBJECT¿¿0¿1311.cols.*-o277¿¿¿¿¿PDG_OBJECT
1429¿PDG_OBJECT¿¿0¿1311.v89-o278¿¿¿¿¿PDG_OBJECT
1430¿PDG_CALL¿¿1311¿1311.CALL->column.push-o279¿¿¿¿¿PDG_CALL
1431¿PDG_OBJECT¿¿0¿1311.v90-o280¿¿¿¿¿PDG_OBJECT
1432¿PDG_CALL¿¿1313¿1313.CALL->data.split-o281¿¿¿¿¿PDG_CALL
1433¿PDG_OBJECT¿¿0¿1313.v97-o282¿¿¿¿¿PDG_OBJECT
1434¿PDG_OBJECT¿¿0¿1315.this-o283¿¿¿¿¿PDG_OBJECT
1435¿PDG_OBJECT¿¿0¿1315.line-o284¿¿¿¿¿PDG_OBJECT
1436¿PDG_OBJECT¿¿0¿1313.v101-o285¿¿¿¿¿PDG_OBJECT
1437¿PDG_CALL¿¿1313¿1313.CALL->v97.filter-o286¿¿¿¿¿PDG_CALL
1438¿PDG_OBJECT¿¿0¿1313.lines-o287¿¿¿¿¿PDG_OBJECT
1439¿PDG_CALL¿¿1313¿1313.CALL->lines.shift-o288¿¿¿¿¿PDG_CALL
1440¿PDG_OBJECT¿¿0¿1313.v102-o289¿¿¿¿¿PDG_OBJECT
1441¿PDG_CALL¿¿1313¿1313.CALL->v102.trim-o290¿¿¿¿¿PDG_CALL
1442¿PDG_OBJECT¿¿0¿1313.v103-o291¿¿¿¿¿PDG_OBJECT
1443¿PDG_CALL¿¿1313¿1313.CALL->v103.match-o292¿¿¿¿¿PDG_CALL
1444¿PDG_OBJECT¿¿0¿1313.matches-o293¿¿¿¿¿PDG_OBJECT
1445¿PDG_OBJECT¿¿0¿1313.v105-o294¿¿¿¿¿PDG_OBJECT
1446¿PDG_RETURN¿¿0¿1313.RET_OBJ-o295¿¿¿¿¿PDG_RETURN
1447¿PDG_OBJECT¿¿0¿1313.ranges-o296¿¿¿¿¿PDG_OBJECT
1448¿PDG_OBJECT¿¿0¿1318.this-o297¿¿¿¿¿PDG_OBJECT
1449¿PDG_OBJECT¿¿0¿1318.col-o298¿¿¿¿¿PDG_OBJECT
1450¿PDG_OBJECT¿¿0¿1318.i-o299¿¿¿¿¿PDG_OBJECT
1451¿PDG_OBJECT¿¿0¿1313.v115-o300¿¿¿¿¿PDG_OBJECT
1452¿PDG_CALL¿¿1313¿1313.CALL->matches.map-o301¿¿¿¿¿PDG_CALL
1453¿PDG_OBJECT¿¿0¿1313.headers-o302¿¿¿¿¿PDG_OBJECT
1454¿PDG_OBJECT¿¿0¿1313.ranges.length-o303¿¿¿¿¿PDG_OBJECT
1455¿PDG_OBJECT¿¿0¿1313.v117-o304¿¿¿¿¿PDG_OBJECT
1456¿PDG_OBJECT¿¿0¿1313.ranges.*-o305¿¿¿¿¿PDG_OBJECT
1457¿PDG_OBJECT¿¿0¿1313.Infinity-o306¿¿¿¿¿PDG_OBJECT
1458¿PDG_OBJECT¿¿0¿1313.v118-o307¿¿¿¿¿PDG_OBJECT
1459¿PDG_OBJECT¿¿0¿1313.v118.1-o308¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿0¿1321.this-o309¿¿¿¿¿PDG_OBJECT
1461¿PDG_OBJECT¿¿0¿1321.line-o310¿¿¿¿¿PDG_OBJECT
1462¿PDG_OBJECT¿¿0¿1313.v124-o311¿¿¿¿¿PDG_OBJECT
1463¿PDG_CALL¿¿1313¿1313.CALL->lines.map-o312¿¿¿¿¿PDG_CALL
1464¿PDG_OBJECT¿¿0¿1313.v125-o313¿¿¿¿¿PDG_OBJECT
1465¿PDG_RETURN¿¿0¿1313.RET_OBJ-o314¿¿¿¿¿PDG_RETURN
1466¿PDG_CALL¿¿1315¿1315.CALL->line.trim-o315¿¿¿¿¿PDG_CALL
1467¿PDG_OBJECT¿¿0¿1315.v98-o316¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1315.v98.length-o317¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1315.v100-o318¿¿¿¿¿PDG_OBJECT
1470¿PDG_RETURN¿¿0¿1315.RET_OBJ-o319¿¿¿¿¿PDG_RETURN
1471¿PDG_OBJECT¿¿0¿1318.range-o320¿¿¿¿¿PDG_OBJECT
1472¿PDG_OBJECT¿¿0¿1318.v106-o321¿¿¿¿¿PDG_OBJECT
1473¿PDG_OBJECT¿¿0¿1318.range-o322¿¿¿¿¿PDG_OBJECT
1474¿PDG_OBJECT¿¿0¿1318.range.0-o323¿¿¿¿¿PDG_OBJECT
1475¿PDG_OBJECT¿¿0¿1318.col.length-o324¿¿¿¿¿PDG_OBJECT
1476¿PDG_OBJECT¿¿0¿1318.range-o325¿¿¿¿¿PDG_OBJECT
1477¿PDG_OBJECT¿¿0¿1318.range.1-o326¿¿¿¿¿PDG_OBJECT
1478¿PDG_OBJECT¿¿0¿1318.v108-o327¿¿¿¿¿PDG_OBJECT
1479¿PDG_OBJECT¿¿0¿1318.v109.1-o328¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿0¿1318.range-o329¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿0¿1318.range.0-o330¿¿¿¿¿PDG_OBJECT
1482¿PDG_OBJECT¿¿0¿1318.range-o331¿¿¿¿¿PDG_OBJECT
1483¿PDG_OBJECT¿¿0¿1318.range.1-o332¿¿¿¿¿PDG_OBJECT
1484¿PDG_CALL¿¿1318¿1318.CALL->ranges.push-o333¿¿¿¿¿PDG_CALL
1485¿PDG_OBJECT¿¿0¿1318.v113-o334¿¿¿¿¿PDG_OBJECT
1486¿PDG_CALL¿¿1318¿1318.CALL->col.trim-o335¿¿¿¿¿PDG_CALL
1487¿PDG_OBJECT¿¿0¿1318.v114-o336¿¿¿¿¿PDG_OBJECT
1488¿PDG_RETURN¿¿0¿1318.RET_OBJ-o337¿¿¿¿¿PDG_RETURN
1489¿PDG_OBJECT¿¿0¿1321.row-o338¿¿¿¿¿PDG_OBJECT
1490¿PDG_OBJECT¿¿0¿1323.this-o339¿¿¿¿¿PDG_OBJECT
1491¿PDG_OBJECT¿¿0¿1323.r-o340¿¿¿¿¿PDG_OBJECT
1492¿PDG_OBJECT¿¿0¿1323.i-o341¿¿¿¿¿PDG_OBJECT
1493¿PDG_OBJECT¿¿0¿1321.v122-o342¿¿¿¿¿PDG_OBJECT
1494¿PDG_CALL¿¿1321¿1321.CALL->ranges.forEach-o343¿¿¿¿¿PDG_CALL
1495¿PDG_OBJECT¿¿0¿1321.v123-o344¿¿¿¿¿PDG_OBJECT
1496¿PDG_RETURN¿¿0¿1321.RET_OBJ-o345¿¿¿¿¿PDG_RETURN
1497¿PDG_OBJECT¿¿0¿1323.headers.*-o346¿¿¿¿¿PDG_OBJECT
1498¿PDG_OBJECT¿¿0¿1323.r.0-o347¿¿¿¿¿PDG_OBJECT
1499¿PDG_OBJECT¿¿0¿1323.r.1-o348¿¿¿¿¿PDG_OBJECT
1500¿PDG_CALL¿¿1323¿1323.CALL->line.substring-o349¿¿¿¿¿PDG_CALL
1501¿PDG_OBJECT¿¿0¿1323.v121-o350¿¿¿¿¿PDG_OBJECT
1502¿PDG_CALL¿¿1323¿1323.CALL->v121.trim-o351¿¿¿¿¿PDG_CALL
1503¿PDG_OBJECT¿¿0¿1323.value-o352¿¿¿¿¿PDG_OBJECT
1504¿PDG_OBJECT¿¿0¿1323.row-o353¿¿¿¿¿PDG_OBJECT
1505¿PDG_OBJECT¿¿0¿1323.row.*-o354¿¿¿¿¿PDG_OBJECT
