Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
8590¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":1387,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Program
8740¿Identifier¿¿15331¿typed¿¿¿{"start":{"line":46,"column":18},"end":{"line":46,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8741¿Identifier¿¿15331¿types¿¿¿{"start":{"line":46,"column":24},"end":{"line":46,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8742¿ExpressionStatement¿¿15331¿¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
8743¿AssignmentExpression¿=¿15331¿¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
8744¿Identifier¿¿15331¿entry¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8745¿MemberExpression¿computed¿15331¿¿¿¿{"start":{"line":46,"column":18},"end":{"line":46,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
8746¿Identifier¿¿15331¿v1001¿¿¿¿¿Identifier
8747¿Identifier¿¿15331¿i¿¿¿{"start":{"line":46,"column":30},"end":{"line":46,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8748¿VariableDeclarator¿¿15331¿v1002¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8749¿MemberExpression¿¿15331¿¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
8750¿Identifier¿¿15331¿entry¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8751¿Identifier¿¿15331¿name¿¿¿{"start":{"line":47,"column":20},"end":{"line":47,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8752¿VariableDeclarator¿¿15331¿v1003¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8753¿CallExpression¿¿15331¿¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
8754¿MemberExpression¿¿15331¿¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
8755¿Identifier¿¿15331¿v1002¿¿¿¿¿Identifier
8756¿Identifier¿¿15331¿toLowerCase¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8757¿VariableDeclarator¿¿15331¿v1004¿¿¿{"start":{"line":47,"column":42},"end":{"line":47,"column":60},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8758¿CallExpression¿¿15331¿¿¿¿{"start":{"line":47,"column":42},"end":{"line":47,"column":60},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿CallExpression
8759¿MemberExpression¿¿15331¿¿¿¿{"start":{"line":47,"column":42},"end":{"line":47,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
8760¿Identifier¿¿15331¿name¿¿¿{"start":{"line":47,"column":42},"end":{"line":47,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8761¿Identifier¿¿15331¿toLowerCase¿¿¿{"start":{"line":47,"column":47},"end":{"line":47,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8762¿VariableDeclarator¿¿15331¿v1005¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":60},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8763¿BinaryExpression¿==¿15331¿¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":60},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
8764¿Identifier¿¿15331¿v1003¿¿¿¿¿Identifier
8765¿Identifier¿¿15331¿v1004¿¿¿¿¿Identifier
8766¿IfStatement¿¿15331¿¿¿¿{"start":{"line":47,"column":10},"end":{"line":50,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿IfStatement
8767¿Identifier¿¿15331¿v1005¿¿¿¿¿Identifier
8768¿ExpressionStatement¿¿15331¿¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
8769¿AssignmentExpression¿=¿15331¿¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
8770¿Identifier¿¿15331¿hint¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8771¿MemberExpression¿¿15331¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
8772¿Identifier¿¿15331¿entry¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8773¿Identifier¿¿15331¿name¿¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8774¿BreakStatement¿¿15331¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BreakStatement
8775¿BlockStatement¿¿15331¿¿¿¿{"start":{"line":47,"column":62},"end":{"line":50,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
8776¿VariableDeclarator¿¿15331¿v1000¿¿¿{"start":{"line":45,"column":44},"end":{"line":45,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8777¿UpdateExpression¿¿15331¿¿¿¿{"start":{"line":45,"column":44},"end":{"line":45,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿UpdateExpression
8778¿Identifier¿¿15331¿i¿¿¿{"start":{"line":45,"column":44},"end":{"line":45,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8779¿ExpressionStatement¿¿15331¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":51,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
8780¿AssignmentExpression¿=¿15331¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":51,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
8781¿Identifier¿¿15331¿v999¿¿¿{"start":{"line":45,"column":8},"end":{"line":51,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8782¿BinaryExpression¿<¿15331¿¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
8783¿Identifier¿¿15331¿i¿¿¿{"start":{"line":45,"column":20},"end":{"line":45,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8784¿Identifier¿¿15331¿v998¿¿¿¿¿Identifier
8785¿BlockStatement¿¿15331¿¿¿¿¿¿BlockStatement
8786¿VariableDeclarator¿¿15331¿v1006¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8787¿BinaryExpression¿+¿15331¿¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
8788¿Literal¿string¿15331¿¿'Unknown type ''¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
8789¿Identifier¿¿15331¿name¿¿¿{"start":{"line":53,"column":43},"end":{"line":53,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8790¿VariableDeclarator¿¿15331¿v1007¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8791¿BinaryExpression¿+¿15331¿¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
8792¿Identifier¿¿15331¿v1006¿¿¿¿¿Identifier
8793¿Literal¿string¿15331¿¿'''¿¿{"start":{"line":53,"column":50},"end":{"line":53,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
8794¿VariableDeclarator¿¿15331¿v1008¿¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8795¿BinaryExpression¿+¿15331¿¿¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
8796¿Literal¿string¿15331¿¿'. Did you mean ''¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
8797¿Identifier¿¿15331¿hint¿¿¿{"start":{"line":54,"column":42},"end":{"line":54,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8798¿VariableDeclarator¿¿15331¿v1009¿¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8799¿BinaryExpression¿+¿15331¿¿¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
8800¿Identifier¿¿15331¿v1008¿¿¿¿¿Identifier
8801¿Literal¿string¿15331¿¿''?'¿¿{"start":{"line":54,"column":49},"end":{"line":54,"column":53},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
8802¿VariableDeclarator¿¿15331¿v1010¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8803¿IfStatement¿¿15331¿¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿IfStatement
8804¿Identifier¿¿15331¿hint¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8805¿ExpressionStatement¿¿15331¿¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
8806¿AssignmentExpression¿=¿15331¿¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
8807¿Identifier¿¿15331¿v1010¿¿¿¿¿Identifier
8808¿Identifier¿¿15331¿v1009¿¿¿¿¿Identifier
8809¿BlockStatement¿¿15331¿¿¿¿¿¿BlockStatement
8810¿ExpressionStatement¿¿15331¿¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ExpressionStatement
8811¿AssignmentExpression¿=¿15331¿¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿AssignmentExpression
8812¿Identifier¿¿15331¿v1010¿¿¿¿¿Identifier
8813¿Literal¿string¿15331¿¿''¿¿{"start":{"line":54,"column":57},"end":{"line":54,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
8814¿BlockStatement¿¿15331¿¿¿¿¿¿BlockStatement
8815¿VariableDeclarator¿¿15331¿v1011¿¿¿{"start":{"line":53,"column":24},"end":{"line":54,"column":60},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8816¿BinaryExpression¿+¿15331¿¿¿¿{"start":{"line":53,"column":24},"end":{"line":54,"column":60},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
8817¿Identifier¿¿15331¿v1007¿¿¿¿¿Identifier
8818¿Identifier¿¿15331¿v1010¿¿¿¿¿Identifier
8819¿VariableDeclarator¿¿15331¿v1012¿¿¿{"start":{"line":53,"column":14},"end":{"line":54,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8820¿NewExpression¿¿15331¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":54,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿NewExpression
8821¿Identifier¿¿15331¿Error¿¿¿{"start":{"line":53,"column":18},"end":{"line":53,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8822¿Identifier¿¿15331¿v1011¿¿¿¿¿Identifier
8823¿ThrowStatement¿¿15331¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":54,"column":62},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ThrowStatement
8824¿Identifier¿¿15331¿v1012¿¿¿¿¿Identifier
8825¿BlockStatement¿¿15331¿¿¿¿{"start":{"line":43,"column":17},"end":{"line":55,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
8826¿ReturnStatement¿¿15331¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿ReturnStatement
8827¿Identifier¿¿15331¿test¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8828¿BlockStatement¿¿15331¿¿¿¿{"start":{"line":33,"column":31},"end":{"line":57,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BlockStatement
8829¿VariableDeclarator¿¿15329¿getName¿¿¿{"start":{"line":64,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8830¿FunctionExpression¿¿15329¿anon¿¿¿{"start":{"line":64,"column":4},"end":{"line":87,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿FunctionExpression
8831¿Identifier¿¿0¿fns¿¿¿{"start":{"line":64,"column":22},"end":{"line":64,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8832¿VariableDeclarator¿¿15339¿name¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8833¿Literal¿string¿15339¿¿''¿¿{"start":{"line":65,"column":17},"end":{"line":65,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
8834¿VariableDeclarator¿¿15339¿i¿¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8835¿Literal¿number¿15339¿¿0¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Literal
8836¿VariableDeclarator¿¿15339¿v1013¿¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8837¿MemberExpression¿¿15339¿¿¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
8838¿Identifier¿¿15339¿fns¿¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8839¿Identifier¿¿15339¿length¿¿¿{"start":{"line":67,"column":30},"end":{"line":67,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8840¿VariableDeclarator¿¿15339¿v1014¿¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8841¿BinaryExpression¿<¿15339¿¿¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿BinaryExpression
8842¿Identifier¿¿15339¿i¿¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8843¿Identifier¿¿15339¿v1013¿¿¿¿¿Identifier
8844¿WhileStatement¿¿15339¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":84,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿WhileStatement
8845¿Identifier¿¿15339¿v1014¿¿¿¿¿Identifier
8846¿VariableDeclarator¿¿15339¿fn¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8847¿MemberExpression¿computed¿15339¿¿¿¿{"start":{"line":68,"column":17},"end":{"line":68,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
8848¿Identifier¿¿15339¿fns¿¿¿{"start":{"line":68,"column":17},"end":{"line":68,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8849¿Identifier¿¿15339¿i¿¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8850¿VariableDeclarator¿¿15339¿v1016¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8851¿MemberExpression¿¿15339¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
8852¿Identifier¿¿15339¿fn¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8853¿Identifier¿¿15339¿signatures¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8854¿VariableDeclarator¿¿15339¿v1017¿¿¿{"start":{"line":71,"column":29},"end":{"line":71,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿VariableDeclarator
8855¿MemberExpression¿¿15339¿¿¿¿{"start":{"line":71,"column":29},"end":{"line":71,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿MemberExpression
8856¿Identifier¿¿15339¿fn¿¿¿{"start":{"line":71,"column":29},"end":{"line":71,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
8857¿Identifier¿¿15339¿name¿¿¿{"start":{"line":71,"column":32},"end":{"line":71,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/552/src/typed-function.js"}¿¿Identifier
