Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1006¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Program
1569¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1570¿Identifier¿¿1739¿exports¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1571¿Identifier¿¿1739¿rawUdpPort¿¿¿{"start":{"line":70,"column":25},"end":{"line":70,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1572¿Identifier¿¿1739¿v166¿¿¿¿¿Identifier
1573¿VariableDeclarator¿¿1739¿rawUdpPort¿¿¿{"start":{"line":70,"column":4},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1574¿MemberExpression¿¿1739¿¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1575¿Identifier¿¿1739¿exports¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1576¿Identifier¿¿1739¿rawUdpPort¿¿¿{"start":{"line":70,"column":25},"end":{"line":70,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1577¿VariableDeclarator¿exported¿1739¿v184¿¿¿{"start":{"line":95,"column":15},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1578¿FunctionExpression¿¿1739¿anon¿¿¿{"start":{"line":95,"column":34},"end":{"line":123,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1579¿Identifier¿¿0¿pid¿¿¿{"start":{"line":95,"column":43},"end":{"line":95,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1580¿Identifier¿¿0¿fn¿¿¿{"start":{"line":95,"column":48},"end":{"line":95,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1581¿VariableDeclarator¿¿1777¿v167¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1582¿UnaryExpression¿typeof¿1777¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿UnaryExpression
1583¿Identifier¿¿1777¿pid¿¿¿{"start":{"line":96,"column":15},"end":{"line":96,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1584¿VariableDeclarator¿¿1777¿v168¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1585¿BinaryExpression¿===¿1777¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BinaryExpression
1586¿Identifier¿¿1777¿v167¿¿¿¿¿Identifier
1587¿Literal¿string¿1777¿¿'function'¿¿{"start":{"line":96,"column":23},"end":{"line":96,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1588¿IfStatement¿¿1777¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":99,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿IfStatement
1589¿Identifier¿¿1777¿v168¿¿¿¿¿Identifier
1590¿ExpressionStatement¿¿1777¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1591¿AssignmentExpression¿=¿1777¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1592¿Identifier¿¿1777¿fn¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1593¿Identifier¿¿1777¿pid¿¿¿{"start":{"line":97,"column":13},"end":{"line":97,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1594¿VariableDeclarator¿¿1777¿v169¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1595¿MemberExpression¿¿1777¿¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1596¿Identifier¿¿1777¿process¿¿¿{"start":{"line":98,"column":23},"end":{"line":98,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1597¿Identifier¿¿1777¿pid¿¿¿{"start":{"line":98,"column":31},"end":{"line":98,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1598¿ExpressionStatement¿¿1777¿¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1599¿AssignmentExpression¿=¿1777¿¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1600¿Identifier¿¿1777¿pid¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1601¿CallExpression¿¿1777¿¿¿¿{"start":{"line":98,"column":14},"end":{"line":98,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1602¿Identifier¿¿1777¿parseInt¿¿¿{"start":{"line":98,"column":14},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1603¿Identifier¿¿1777¿v169¿¿¿¿¿Identifier
1604¿BlockStatement¿¿1777¿¿¿¿{"start":{"line":96,"column":35},"end":{"line":99,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1605¿VariableDeclarator¿¿1777¿v182¿¿¿{"start":{"line":100,"column":13},"end":{"line":121,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1606¿FunctionExpression¿¿1777¿anon¿¿¿{"start":{"line":100,"column":13},"end":{"line":121,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1607¿Identifier¿¿0¿data¿¿¿{"start":{"line":100,"column":22},"end":{"line":100,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1608¿VariableDeclarator¿¿1780¿t¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1609¿ObjectExpression¿¿1780¿¿¿¿¿¿ObjectExpression
1610¿VariableDeclarator¿¿1780¿v175¿¿¿{"start":{"line":102,"column":21},"end":{"line":111,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1611¿FunctionExpression¿¿1780¿anon¿¿¿{"start":{"line":102,"column":21},"end":{"line":111,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿FunctionExpression
1612¿Identifier¿¿0¿v¿¿¿{"start":{"line":102,"column":30},"end":{"line":102,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1613¿IfStatement¿¿1782¿¿¿¿{"start":{"line":104,"column":12},"end":{"line":110,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿IfStatement
1614¿Identifier¿¿1782¿v¿¿¿{"start":{"line":104,"column":16},"end":{"line":104,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1615¿VariableDeclarator¿¿1782¿v170¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1616¿MemberExpression¿¿1782¿¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1617¿Identifier¿¿1782¿v¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1618¿Identifier¿¿1782¿type¿¿¿{"start":{"line":105,"column":27},"end":{"line":105,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1619¿VariableDeclarator¿¿1782¿ty¿¿¿{"start":{"line":105,"column":20},"end":{"line":105,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1620¿CallExpression¿¿1782¿¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1621¿MemberExpression¿¿1782¿¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1622¿Identifier¿¿1782¿v170¿¿¿¿¿Identifier
1623¿Identifier¿¿1782¿toLowerCase¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1624¿VariableDeclarator¿¿1782¿v171¿¿¿{"start":{"line":106,"column":21},"end":{"line":106,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1625¿MemberExpression¿computed¿1782¿¿¿¿{"start":{"line":106,"column":21},"end":{"line":106,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1626¿Identifier¿¿1782¿t¿¿¿{"start":{"line":106,"column":21},"end":{"line":106,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1627¿Identifier¿¿1782¿ty¿¿¿{"start":{"line":106,"column":23},"end":{"line":106,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1628¿VariableDeclarator¿¿1782¿v172¿¿¿{"start":{"line":106,"column":20},"end":{"line":106,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1629¿UnaryExpression¿!¿1782¿¿¿¿{"start":{"line":106,"column":20},"end":{"line":106,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿UnaryExpression
1630¿Identifier¿¿1782¿v171¿¿¿¿¿Identifier
1631¿IfStatement¿¿1782¿¿¿¿{"start":{"line":106,"column":16},"end":{"line":108,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿IfStatement
1632¿Identifier¿¿1782¿v172¿¿¿¿¿Identifier
1633¿ExpressionStatement¿¿1782¿¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1634¿AssignmentExpression¿=¿1782¿¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1635¿MemberExpression¿computed¿1782¿¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1636¿Identifier¿¿1782¿t¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1637¿Identifier¿¿1782¿ty¿¿¿{"start":{"line":107,"column":22},"end":{"line":107,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1638¿Literal¿number¿1782¿¿0¿¿{"start":{"line":107,"column":28},"end":{"line":107,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1639¿BlockStatement¿¿1782¿¿¿¿{"start":{"line":106,"column":28},"end":{"line":108,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1640¿VariableDeclarator¿¿1782¿v173¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1641¿MemberExpression¿computed¿1782¿¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1642¿Identifier¿¿1782¿t¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1643¿Identifier¿¿1782¿ty¿¿¿{"start":{"line":109,"column":18},"end":{"line":109,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1644¿VariableDeclarator¿¿1782¿v174¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1645¿UpdateExpression¿¿1782¿¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿UpdateExpression
1646¿Identifier¿¿1782¿v173¿¿¿¿¿Identifier
1647¿ExpressionStatement¿¿1782¿¿¿¿{"start":{"line":109,"column":16},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1648¿Identifier¿¿1782¿v174¿¿¿¿¿Identifier
1649¿BlockStatement¿¿1782¿¿¿¿{"start":{"line":104,"column":19},"end":{"line":110,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1650¿BlockStatement¿¿1782¿¿¿¿{"start":{"line":102,"column":33},"end":{"line":111,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿BlockStatement
1651¿VariableDeclarator¿¿1780¿v176¿¿¿{"start":{"line":102,"column":8},"end":{"line":111,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1652¿CallExpression¿¿1780¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":111,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿CallExpression
1653¿MemberExpression¿¿1780¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1654¿Identifier¿¿1780¿data¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1655¿Identifier¿¿1780¿forEach¿¿¿{"start":{"line":102,"column":13},"end":{"line":102,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1656¿Identifier¿¿1780¿v175¿¿¿¿¿Identifier
1657¿ExpressionStatement¿¿1780¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":111,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1658¿Identifier¿¿1780¿v176¿¿¿¿¿Identifier
1659¿VariableDeclarator¿¿1780¿user¿¿¿{"start":{"line":113,"column":12},"end":{"line":113,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1660¿VariableDeclarator¿¿1780¿v177¿¿¿{"start":{"line":113,"column":20},"end":{"line":113,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1661¿MemberExpression¿computed¿1780¿¿¿¿{"start":{"line":113,"column":20},"end":{"line":113,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1662¿Identifier¿¿1780¿data¿¿¿{"start":{"line":113,"column":20},"end":{"line":113,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1663¿Literal¿number¿1780¿¿0¿¿{"start":{"line":113,"column":25},"end":{"line":113,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1664¿VariableDeclarator¿¿1780¿v178¿¿¿{"start":{"line":113,"column":31},"end":{"line":113,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1665¿MemberExpression¿computed¿1780¿¿¿¿{"start":{"line":113,"column":31},"end":{"line":113,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1666¿Identifier¿¿1780¿data¿¿¿{"start":{"line":113,"column":31},"end":{"line":113,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1667¿Literal¿number¿1780¿¿0¿¿{"start":{"line":113,"column":36},"end":{"line":113,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1668¿VariableDeclarator¿¿1780¿v179¿¿¿{"start":{"line":113,"column":31},"end":{"line":113,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1669¿MemberExpression¿¿1780¿¿¿¿{"start":{"line":113,"column":31},"end":{"line":113,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1670¿Identifier¿¿1780¿v178¿¿¿¿¿Identifier
1671¿Identifier¿¿1780¿user¿¿¿{"start":{"line":113,"column":39},"end":{"line":113,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1672¿IfStatement¿¿1780¿¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿IfStatement
1673¿Identifier¿¿1780¿v177¿¿¿¿¿Identifier
1674¿ExpressionStatement¿¿1780¿¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1675¿AssignmentExpression¿=¿1780¿¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1676¿Identifier¿¿1780¿user¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1677¿Identifier¿¿1780¿v179¿¿¿¿¿Identifier
1678¿BlockStatement¿¿1780¿¿¿¿¿¿BlockStatement
1679¿ExpressionStatement¿¿1780¿¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1680¿AssignmentExpression¿=¿1780¿¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1681¿Identifier¿¿1780¿user¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1682¿Literal¿string¿1780¿¿'unknown'¿¿{"start":{"line":113,"column":46},"end":{"line":113,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Literal
1683¿BlockStatement¿¿1780¿¿¿¿¿¿BlockStatement
1684¿VariableDeclarator¿¿1780¿v180¿¿¿{"start":{"line":117,"column":18},"end":{"line":117,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1685¿MemberExpression¿¿1780¿¿¿¿{"start":{"line":117,"column":18},"end":{"line":117,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1686¿Identifier¿¿1780¿data¿¿¿{"start":{"line":117,"column":18},"end":{"line":117,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1687¿Identifier¿¿1780¿length¿¿¿{"start":{"line":117,"column":23},"end":{"line":117,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1688¿VariableDeclarator¿¿1780¿d¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿VariableDeclarator
1689¿ObjectExpression¿¿1780¿¿¿¿¿¿ObjectExpression
1690¿ExpressionStatement¿¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1691¿AssignmentExpression¿=¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1692¿MemberExpression¿¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1693¿Identifier¿¿1780¿d¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1694¿Identifier¿¿1780¿pid¿¿¿{"start":{"line":115,"column":12},"end":{"line":115,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1695¿Identifier¿¿1780¿pid¿¿¿{"start":{"line":115,"column":17},"end":{"line":115,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1696¿ExpressionStatement¿¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1697¿AssignmentExpression¿=¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1698¿MemberExpression¿¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1699¿Identifier¿¿1780¿d¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1700¿Identifier¿¿1780¿user¿¿¿{"start":{"line":116,"column":12},"end":{"line":116,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1701¿Identifier¿¿1780¿user¿¿¿{"start":{"line":116,"column":18},"end":{"line":116,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1702¿ExpressionStatement¿¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1703¿AssignmentExpression¿=¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
1704¿MemberExpression¿¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿MemberExpression
1705¿Identifier¿¿1780¿d¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1706¿Identifier¿¿1780¿open¿¿¿{"start":{"line":117,"column":12},"end":{"line":117,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿Identifier
1707¿Identifier¿¿1780¿v180¿¿¿¿¿Identifier
1708¿ExpressionStatement¿¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿ExpressionStatement
1709¿AssignmentExpression¿=¿1780¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":119,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/lsof_0.1.0/src/lsof.js"}¿¿AssignmentExpression
