Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
710¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/easy-node-server_1.2.1/src/index.js"}¿¿Program
1310¿PDG_OBJECT¿¿0¿1252.this-o176¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿0¿1252.request-o177¿¿¿¿¿PDG_OBJECT
1312¿PDG_OBJECT¿¿0¿1252.response-o178¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1250.v131-o179¿¿¿¿¿PDG_OBJECT
1314¿PDG_CALL¿¿1250¿1250.CALL->http.createServer-o180¿¿¿¿¿PDG_CALL
1315¿PDG_OBJECT¿¿0¿1250.v132-o181¿¿¿¿¿PDG_OBJECT
1316¿PDG_RETURN¿¿0¿1250.RET_OBJ-o182¿¿¿¿¿PDG_RETURN
1317¿PDG_OBJECT¿¿0¿1252.request.headers-o183¿¿¿¿¿PDG_OBJECT
1318¿PDG_OBJECT¿¿0¿1252.v78.origin-o184¿¿¿¿¿PDG_OBJECT
1319¿PDG_OBJECT¿¿0¿1252.v80-o185¿¿¿¿¿PDG_OBJECT
1320¿PDG_OBJECT¿¿0¿1252.v81-o186¿¿¿¿¿PDG_OBJECT
1321¿PDG_CALL¿¿1252¿1252.CALL->response.setHeader-o187¿¿¿¿¿PDG_CALL
1322¿PDG_OBJECT¿¿0¿1252.v82-o188¿¿¿¿¿PDG_OBJECT
1323¿PDG_CALL¿¿1252¿1252.CALL->response.setHeader-o189¿¿¿¿¿PDG_CALL
1324¿PDG_OBJECT¿¿0¿1252.v83-o190¿¿¿¿¿PDG_OBJECT
1325¿PDG_OBJECT¿¿0¿1252.request.method-o191¿¿¿¿¿PDG_OBJECT
1326¿PDG_OBJECT¿¿0¿1252.v85-o192¿¿¿¿¿PDG_OBJECT
1327¿PDG_CALL¿¿1252¿1252.CALL->response.setHeader-o193¿¿¿¿¿PDG_CALL
1328¿PDG_OBJECT¿¿0¿1252.v86-o194¿¿¿¿¿PDG_OBJECT
1329¿PDG_CALL¿¿1252¿1252.CALL->response.setHeader-o195¿¿¿¿¿PDG_CALL
1330¿PDG_OBJECT¿¿0¿1252.v87-o196¿¿¿¿¿PDG_OBJECT
1331¿PDG_CALL¿¿1252¿1252.CALL->response.setHeader-o197¿¿¿¿¿PDG_CALL
1332¿PDG_OBJECT¿¿0¿1252.v88-o198¿¿¿¿¿PDG_OBJECT
1333¿PDG_CALL¿¿1252¿1252.CALL->response.writeHead-o199¿¿¿¿¿PDG_CALL
1334¿PDG_OBJECT¿¿0¿1252.v89-o200¿¿¿¿¿PDG_OBJECT
1335¿PDG_CALL¿¿1252¿1252.CALL->response.end-o201¿¿¿¿¿PDG_CALL
1336¿PDG_OBJECT¿¿0¿1252.v90-o202¿¿¿¿¿PDG_OBJECT
1337¿PDG_CALL¿¿1252¿1252.CALL->console.log-o203¿¿¿¿¿PDG_CALL
1338¿PDG_OBJECT¿¿0¿1252.v91-o204¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1252.request.url-o205¿¿¿¿¿PDG_OBJECT
1340¿PDG_CALL¿¿1252¿1252.CALL->console.log-o206¿¿¿¿¿PDG_CALL
1341¿PDG_OBJECT¿¿0¿1252.v93-o207¿¿¿¿¿PDG_OBJECT
1342¿PDG_CALL¿¿1252¿1252.CALL->url.parse-o208¿¿¿¿¿PDG_CALL
1343¿PDG_OBJECT¿¿0¿1252.v95-o209¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1252.v95.pathname-o210¿¿¿¿¿PDG_OBJECT
1345¿PDG_CALL¿¿1252¿1252.CALL->v96.replace-o211¿¿¿¿¿PDG_CALL
1346¿PDG_OBJECT¿¿0¿1252.v97-o212¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1252.pathname-o213¿¿¿¿¿PDG_OBJECT
1348¿PDG_CALL¿¿1252¿1252.CALL->path.resolve-o214¿¿¿¿¿PDG_CALL
1349¿PDG_OBJECT¿¿0¿1252.realPath-o215¿¿¿¿¿PDG_OBJECT
1350¿PDG_CALL¿¿1252¿1252.CALL->path.extname-o216¿¿¿¿¿PDG_CALL
1351¿PDG_OBJECT¿¿0¿1252.ext-o217¿¿¿¿¿PDG_OBJECT
1352¿PDG_CALL¿¿1252¿1252.CALL->ext.slice-o218¿¿¿¿¿PDG_CALL
1353¿PDG_OBJECT¿¿0¿1252.v98-o219¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1256.this-o220¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1256.exists-o221¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1252.v129-o222¿¿¿¿¿PDG_OBJECT
1357¿PDG_CALL¿¿1252¿1252.CALL->fs.exists-o223¿¿¿¿¿PDG_CALL
1358¿PDG_OBJECT¿¿0¿1252.v130-o224¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1256.mine.txt-o225¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1256.v101-o226¿¿¿¿¿PDG_OBJECT
1361¿PDG_CALL¿¿1256¿1256.CALL->response.writeHead-o227¿¿¿¿¿PDG_CALL
1362¿PDG_OBJECT¿¿0¿1256.v102-o228¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1256.v103-o229¿¿¿¿¿PDG_OBJECT
1364¿PDG_CALL¿¿1256¿1256.CALL->response.write-o230¿¿¿¿¿PDG_CALL
1365¿PDG_OBJECT¿¿0¿1256.v104-o231¿¿¿¿¿PDG_OBJECT
1366¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1367¿PDG_CALL¿¿1256¿1256.CALL->response.end-o232¿¿¿¿¿PDG_CALL
1368¿PDG_OBJECT¿¿0¿1256.v105-o233¿¿¿¿¿PDG_OBJECT
1369¿PDG_OBJECT¿¿0¿1259.this-o234¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1259.err-o235¿¿¿¿¿PDG_OBJECT
1371¿PDG_OBJECT¿¿0¿1259.file-o236¿¿¿¿¿PDG_OBJECT
1372¿PDG_OBJECT¿¿0¿1256.v127-o237¿¿¿¿¿PDG_OBJECT
1373¿PDG_CALL¿¿1256¿1256.CALL->fs.readFile-o238¿¿¿¿¿PDG_CALL
1374¿PDG_OBJECT¿¿0¿1256.v128-o239¿¿¿¿¿PDG_OBJECT
1375¿TAINT_SINK¿¿0¿readFile¿¿¿¿¿TAINT_SINK
1376¿PDG_OBJECT¿¿0¿1259.v107-o240¿¿¿¿¿PDG_OBJECT
1377¿PDG_CALL¿¿1259¿1259.CALL->response.writeHead-o241¿¿¿¿¿PDG_CALL
1378¿PDG_OBJECT¿¿0¿1259.v108-o242¿¿¿¿¿PDG_OBJECT
1379¿PDG_OBJECT¿¿0¿1259.v109-o243¿¿¿¿¿PDG_OBJECT
1380¿PDG_CALL¿¿1259¿1259.CALL->response.end-o244¿¿¿¿¿PDG_CALL
1381¿PDG_OBJECT¿¿0¿1259.v110-o245¿¿¿¿¿PDG_OBJECT
1382¿PDG_CALL¿¿1259¿1259.CALL->getPara-o246¿¿¿¿¿PDG_CALL
1383¿PDG_OBJECT¿¿0¿1259.callback-o247¿¿¿¿¿PDG_OBJECT
1384¿PDG_OBJECT¿¿0¿1259.mine.*-o248¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1259.v114-o249¿¿¿¿¿PDG_OBJECT
1386¿PDG_OBJECT¿¿0¿1259.v115-o250¿¿¿¿¿PDG_OBJECT
1387¿PDG_OBJECT¿¿0¿1259.mine.js-o251¿¿¿¿¿PDG_OBJECT
1388¿PDG_OBJECT¿¿0¿1259.v116-o252¿¿¿¿¿PDG_OBJECT
1389¿PDG_CALL¿¿1259¿1259.CALL->response.writeHead-o253¿¿¿¿¿PDG_CALL
1390¿PDG_OBJECT¿¿0¿1259.v117-o254¿¿¿¿¿PDG_OBJECT
1391¿PDG_OBJECT¿¿0¿1259.v118-o255¿¿¿¿¿PDG_OBJECT
1392¿PDG_OBJECT¿¿0¿1259.v119-o256¿¿¿¿¿PDG_OBJECT
1393¿PDG_OBJECT¿¿0¿1259.v120-o257¿¿¿¿¿PDG_OBJECT
1394¿PDG_CALL¿¿1259¿1259.CALL->response.write-o258¿¿¿¿¿PDG_CALL
1395¿PDG_OBJECT¿¿0¿1259.v121-o259¿¿¿¿¿PDG_OBJECT
1396¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1397¿PDG_CALL¿¿1259¿1259.CALL->response.write-o260¿¿¿¿¿PDG_CALL
1398¿PDG_OBJECT¿¿0¿1259.v122-o261¿¿¿¿¿PDG_OBJECT
1399¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1400¿PDG_OBJECT¿¿0¿1259.v123-o262¿¿¿¿¿PDG_OBJECT
1401¿PDG_OBJECT¿¿0¿1259.v124-o263¿¿¿¿¿PDG_OBJECT
1402¿PDG_CALL¿¿1259¿1259.CALL->response.write-o264¿¿¿¿¿PDG_CALL
1403¿PDG_OBJECT¿¿0¿1259.v125-o265¿¿¿¿¿PDG_OBJECT
1404¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1405¿PDG_CALL¿¿1259¿1259.CALL->response.end-o266¿¿¿¿¿PDG_CALL
1406¿PDG_OBJECT¿¿0¿1259.v126-o267¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿0¿1265.v134-o268¿¿¿¿¿PDG_OBJECT
1408¿PDG_CALL¿¿1265¿1265.CALL->createServer-o269¿¿¿¿¿PDG_CALL
1409¿PDG_OBJECT¿¿0¿1265.v135-o270¿¿¿¿¿PDG_OBJECT
1410¿PDG_OBJECT¿¿0¿1265.config.port-o271¿¿¿¿¿PDG_OBJECT
1411¿PDG_OBJECT¿¿0¿1265.v137-o272¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿0¿1267.this-o273¿¿¿¿¿PDG_OBJECT
1413¿PDG_OBJECT¿¿0¿1265.v142-o274¿¿¿¿¿PDG_OBJECT
1414¿PDG_CALL¿¿1265¿1265.CALL->v135.listen-o275¿¿¿¿¿PDG_CALL
1415¿PDG_OBJECT¿¿0¿1265.v143-o276¿¿¿¿¿PDG_OBJECT
1416¿PDG_OBJECT¿¿0¿1267.v139-o277¿¿¿¿¿PDG_OBJECT
1417¿PDG_OBJECT¿¿0¿1267.v140-o278¿¿¿¿¿PDG_OBJECT
1418¿PDG_CALL¿¿1267¿1267.CALL->console.log-o279¿¿¿¿¿PDG_CALL
1419¿PDG_OBJECT¿¿0¿1267.v141-o280¿¿¿¿¿PDG_OBJECT
