Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1698¿Program¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":203,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Program
1866¿Literal¿number¿¿1¿¿{"start":{"line":45,"column":45},"end":{"line":45,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1867¿VariableDeclarator¿¿v173¿¿¿¿¿VariableDeclarator
1868¿BinaryExpression¿>¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BinaryExpression
1869¿Identifier¿¿v171¿¿¿¿¿Identifier
1870¿Identifier¿¿v172¿¿¿¿¿Identifier
1871¿IfStatement¿¿¿¿¿{"start":{"line":45,"column":9},"end":{"line":47,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿IfStatement
1872¿Identifier¿¿v173¿¿¿¿¿Identifier
1873¿VariableDeclarator¿¿v174¿¿¿¿¿VariableDeclarator
1874¿CallExpression¿¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
1875¿MemberExpression¿¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
1876¿Identifier¿¿res¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1877¿Identifier¿¿header¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1878¿Literal¿string¿¿'Access-Control-Allow-Origin'¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1879¿Identifier¿¿host¿¿¿{"start":{"line":46,"column":46},"end":{"line":46,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1880¿ExpressionStatement¿¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
1881¿Identifier¿¿v174¿¿¿¿¿Identifier
1882¿BlockStatement¿¿¿¿¿{"start":{"line":45,"column":48},"end":{"line":47,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
1883¿BlockStatement¿¿¿¿¿¿¿BlockStatement
1884¿VariableDeclarator¿¿v175¿¿¿¿¿VariableDeclarator
1885¿CallExpression¿¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
1886¿MemberExpression¿¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
1887¿Identifier¿¿res¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1888¿Identifier¿¿header¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1889¿Literal¿string¿¿'Access-Control-Allow-Methods'¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1890¿Literal¿string¿¿'GET,POST'¿¿{"start":{"line":48,"column":45},"end":{"line":48,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1891¿ExpressionStatement¿¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
1892¿Identifier¿¿v175¿¿¿¿¿Identifier
1893¿VariableDeclarator¿¿v176¿¿¿¿¿VariableDeclarator
1894¿CallExpression¿¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
1895¿MemberExpression¿¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
1896¿Identifier¿¿res¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1897¿Identifier¿¿header¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1898¿Literal¿string¿¿'Access-Control-Allow-Headers'¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1899¿Literal¿string¿¿'Content-Type'¿¿{"start":{"line":49,"column":45},"end":{"line":49,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1900¿ExpressionStatement¿¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
1901¿Identifier¿¿v176¿¿¿¿¿Identifier
1902¿VariableDeclarator¿¿v177¿¿¿¿¿VariableDeclarator
1903¿CallExpression¿¿¿¿¿{"start":{"line":51,"column":2},"end":{"line":51,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
1904¿Identifier¿¿next¿¿¿{"start":{"line":51,"column":2},"end":{"line":51,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1905¿ExpressionStatement¿¿¿¿¿{"start":{"line":51,"column":2},"end":{"line":51,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
1906¿Identifier¿¿v177¿¿¿¿¿Identifier
1907¿BlockStatement¿¿¿¿¿{"start":{"line":36,"column":37},"end":{"line":52,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
1908¿VariableDeclarator¿¿v179¿¿¿¿¿VariableDeclarator
1909¿CallExpression¿¿¿¿¿{"start":{"line":36,"column":0},"end":{"line":52,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
1910¿MemberExpression¿¿¿¿¿{"start":{"line":36,"column":0},"end":{"line":36,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
1911¿Identifier¿¿router¿¿¿{"start":{"line":36,"column":0},"end":{"line":36,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1912¿Identifier¿¿use¿¿¿{"start":{"line":36,"column":7},"end":{"line":36,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1913¿Identifier¿¿v178¿¿¿¿¿Identifier
1914¿ExpressionStatement¿¿¿¿¿{"start":{"line":36,"column":0},"end":{"line":52,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
1915¿Identifier¿¿v179¿¿¿¿¿Identifier
1916¿VariableDeclarator¿¿v182¿¿¿¿¿VariableDeclarator
1917¿FunctionExpression¿¿anon¿¿¿{"start":{"line":55,"column":16},"end":{"line":57,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿FunctionExpression
1918¿Identifier¿¿req¿¿¿{"start":{"line":55,"column":26},"end":{"line":55,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1919¿Identifier¿¿res¿¿¿{"start":{"line":55,"column":31},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1920¿VariableDeclarator¿¿v180¿¿¿¿¿VariableDeclarator
1921¿ObjectExpression¿¿¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
1922¿Property¿¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
1923¿Identifier¿¿message¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1924¿Literal¿string¿¿'It works ! You\'re plugged into pi_video_recording'¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1925¿VariableDeclarator¿¿v181¿¿¿¿¿VariableDeclarator
1926¿CallExpression¿¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
1927¿MemberExpression¿¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
1928¿Identifier¿¿res¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1929¿Identifier¿¿json¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1930¿Identifier¿¿v180¿¿¿¿¿Identifier
1931¿ExpressionStatement¿¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
1932¿Identifier¿¿v181¿¿¿¿¿Identifier
1933¿BlockStatement¿¿¿¿¿{"start":{"line":55,"column":36},"end":{"line":57,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BlockStatement
1934¿VariableDeclarator¿¿v183¿¿¿¿¿VariableDeclarator
1935¿CallExpression¿¿¿¿¿{"start":{"line":55,"column":0},"end":{"line":57,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
1936¿MemberExpression¿¿¿¿¿{"start":{"line":55,"column":0},"end":{"line":55,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
1937¿Identifier¿¿router¿¿¿{"start":{"line":55,"column":0},"end":{"line":55,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1938¿Identifier¿¿get¿¿¿{"start":{"line":55,"column":7},"end":{"line":55,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1939¿Literal¿string¿¿'/'¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1940¿Identifier¿¿v182¿¿¿¿¿Identifier
1941¿ExpressionStatement¿¿¿¿¿{"start":{"line":55,"column":0},"end":{"line":57,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
1942¿Identifier¿¿v183¿¿¿¿¿Identifier
1943¿VariableDeclarator¿¿v193¿¿¿¿¿VariableDeclarator
1944¿FunctionExpression¿¿anon¿¿¿{"start":{"line":65,"column":21},"end":{"line":91,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿FunctionExpression
1945¿Identifier¿¿req¿¿¿{"start":{"line":65,"column":31},"end":{"line":65,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1946¿Identifier¿¿res¿¿¿{"start":{"line":65,"column":36},"end":{"line":65,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1947¿VariableDeclarator¿¿v184¿¿¿¿¿VariableDeclarator
1948¿CallExpression¿¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
1949¿MemberExpression¿¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
1950¿Identifier¿¿console¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1951¿Identifier¿¿log¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1952¿Literal¿string¿¿'Getting the state'¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1953¿ExpressionStatement¿¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
1954¿Identifier¿¿v184¿¿¿¿¿Identifier
1955¿SwitchStatement¿¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":90,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿SwitchStatement
1956¿Identifier¿¿state¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1957¿SwitchCase¿¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":73,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿SwitchCase
1958¿Literal¿number¿¿0¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1959¿VariableDeclarator¿¿v185¿¿¿¿¿VariableDeclarator
1960¿ObjectExpression¿¿¿¿¿{"start":{"line":69,"column":15},"end":{"line":72,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
1961¿Property¿¿¿¿¿{"start":{"line":70,"column":9},"end":{"line":70,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
1962¿Identifier¿¿message¿¿¿{"start":{"line":70,"column":9},"end":{"line":70,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1963¿Literal¿string¿¿'Raspberry is ready'¿¿{"start":{"line":70,"column":18},"end":{"line":70,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1964¿Property¿¿¿¿¿{"start":{"line":71,"column":9},"end":{"line":71,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
1965¿Identifier¿¿state¿¿¿{"start":{"line":71,"column":9},"end":{"line":71,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1966¿Identifier¿¿state¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1967¿VariableDeclarator¿¿v186¿¿¿¿¿VariableDeclarator
1968¿CallExpression¿¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":72,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
1969¿MemberExpression¿¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
1970¿Identifier¿¿res¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1971¿Identifier¿¿json¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1972¿Identifier¿¿v185¿¿¿¿¿Identifier
1973¿ExpressionStatement¿¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":72,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
1974¿Identifier¿¿v186¿¿¿¿¿Identifier
1975¿BreakStatement¿¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BreakStatement
1976¿SwitchCase¿¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":79,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿SwitchCase
1977¿Literal¿number¿¿1¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1978¿VariableDeclarator¿¿v187¿¿¿¿¿VariableDeclarator
1979¿ObjectExpression¿¿¿¿¿{"start":{"line":75,"column":15},"end":{"line":78,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
1980¿Property¿¿¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
1981¿Identifier¿¿message¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1982¿Literal¿string¿¿'Live streaming is started'¿¿{"start":{"line":76,"column":18},"end":{"line":76,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1983¿Property¿¿¿¿¿{"start":{"line":77,"column":9},"end":{"line":77,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
1984¿Identifier¿¿state¿¿¿{"start":{"line":77,"column":9},"end":{"line":77,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1985¿Identifier¿¿state¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1986¿VariableDeclarator¿¿v188¿¿¿¿¿VariableDeclarator
1987¿CallExpression¿¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":78,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
1988¿MemberExpression¿¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿MemberExpression
1989¿Identifier¿¿res¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1990¿Identifier¿¿json¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
1991¿Identifier¿¿v187¿¿¿¿¿Identifier
1992¿ExpressionStatement¿¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":78,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ExpressionStatement
1993¿Identifier¿¿v188¿¿¿¿¿Identifier
1994¿BreakStatement¿¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿BreakStatement
1995¿SwitchCase¿¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":85,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿SwitchCase
1996¿Literal¿number¿¿2¿¿{"start":{"line":80,"column":9},"end":{"line":80,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
1997¿VariableDeclarator¿¿v189¿¿¿¿¿VariableDeclarator
1998¿ObjectExpression¿¿¿¿¿{"start":{"line":81,"column":15},"end":{"line":84,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿ObjectExpression
1999¿Property¿¿¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2000¿Identifier¿¿message¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2001¿Literal¿string¿¿'video recording is started'¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Literal
2002¿Property¿¿¿¿¿{"start":{"line":83,"column":9},"end":{"line":83,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Property
2003¿Identifier¿¿state¿¿¿{"start":{"line":83,"column":9},"end":{"line":83,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2004¿Identifier¿¿state¿¿¿{"start":{"line":83,"column":16},"end":{"line":83,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿Identifier
2005¿VariableDeclarator¿¿v190¿¿¿¿¿VariableDeclarator
2006¿CallExpression¿¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":84,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/773/src/server.js"}¿¿CallExpression
