Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
10852¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1019,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Program
10980¿Literal¿number¿¿20¿¿{"start":{"line":101,"column":57},"end":{"line":101,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10981¿Literal¿number¿¿29¿¿{"start":{"line":101,"column":61},"end":{"line":101,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10982¿Literal¿number¿¿30¿¿{"start":{"line":101,"column":65},"end":{"line":101,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10983¿VariableDeclarator¿¿$Vm¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":72},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿VariableDeclarator
10984¿ArrayExpression¿¿¿¿¿{"start":{"line":102,"column":14},"end":{"line":102,"column":72},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ArrayExpression
10985¿Literal¿number¿¿5¿¿{"start":{"line":102,"column":15},"end":{"line":102,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10986¿Literal¿number¿¿9¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10987¿Literal¿number¿¿10¿¿{"start":{"line":102,"column":21},"end":{"line":102,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10988¿Literal¿number¿¿11¿¿{"start":{"line":102,"column":25},"end":{"line":102,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10989¿Literal¿number¿¿13¿¿{"start":{"line":102,"column":29},"end":{"line":102,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10990¿Literal¿number¿¿14¿¿{"start":{"line":102,"column":33},"end":{"line":102,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10991¿Literal¿number¿¿15¿¿{"start":{"line":102,"column":37},"end":{"line":102,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10992¿Literal¿number¿¿16¿¿{"start":{"line":102,"column":41},"end":{"line":102,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10993¿Literal¿number¿¿17¿¿{"start":{"line":102,"column":45},"end":{"line":102,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10994¿Literal¿number¿¿18¿¿{"start":{"line":102,"column":49},"end":{"line":102,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10995¿Literal¿number¿¿19¿¿{"start":{"line":102,"column":53},"end":{"line":102,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10996¿Literal¿number¿¿20¿¿{"start":{"line":102,"column":57},"end":{"line":102,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10997¿Literal¿number¿¿29¿¿{"start":{"line":102,"column":61},"end":{"line":102,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10998¿Literal¿number¿¿30¿¿{"start":{"line":102,"column":65},"end":{"line":102,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
10999¿Literal¿number¿¿32¿¿{"start":{"line":102,"column":69},"end":{"line":102,"column":71},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11000¿VariableDeclarator¿¿$Vn¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":72},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿VariableDeclarator
11001¿ArrayExpression¿¿¿¿¿{"start":{"line":103,"column":14},"end":{"line":103,"column":72},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ArrayExpression
11002¿Literal¿number¿¿5¿¿{"start":{"line":103,"column":15},"end":{"line":103,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11003¿Literal¿number¿¿9¿¿{"start":{"line":103,"column":18},"end":{"line":103,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11004¿Literal¿number¿¿10¿¿{"start":{"line":103,"column":21},"end":{"line":103,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11005¿Literal¿number¿¿11¿¿{"start":{"line":103,"column":25},"end":{"line":103,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11006¿Literal¿number¿¿13¿¿{"start":{"line":103,"column":29},"end":{"line":103,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11007¿Literal¿number¿¿14¿¿{"start":{"line":103,"column":33},"end":{"line":103,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11008¿Literal¿number¿¿15¿¿{"start":{"line":103,"column":37},"end":{"line":103,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11009¿Literal¿number¿¿16¿¿{"start":{"line":103,"column":41},"end":{"line":103,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11010¿Literal¿number¿¿17¿¿{"start":{"line":103,"column":45},"end":{"line":103,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11011¿Literal¿number¿¿18¿¿{"start":{"line":103,"column":49},"end":{"line":103,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11012¿Literal¿number¿¿19¿¿{"start":{"line":103,"column":53},"end":{"line":103,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11013¿Literal¿number¿¿20¿¿{"start":{"line":103,"column":57},"end":{"line":103,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11014¿Literal¿number¿¿29¿¿{"start":{"line":103,"column":61},"end":{"line":103,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11015¿Literal¿number¿¿30¿¿{"start":{"line":103,"column":65},"end":{"line":103,"column":67},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11016¿Literal¿number¿¿34¿¿{"start":{"line":103,"column":69},"end":{"line":103,"column":71},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11017¿VariableDeclarator¿¿$Vo¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿VariableDeclarator
11018¿ArrayExpression¿¿¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":53},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ArrayExpression
11019¿Literal¿number¿¿5¿¿{"start":{"line":104,"column":15},"end":{"line":104,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11020¿Literal¿number¿¿10¿¿{"start":{"line":104,"column":18},"end":{"line":104,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11021¿Literal¿number¿¿11¿¿{"start":{"line":104,"column":22},"end":{"line":104,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11022¿Literal¿number¿¿13¿¿{"start":{"line":104,"column":26},"end":{"line":104,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11023¿Literal¿number¿¿14¿¿{"start":{"line":104,"column":30},"end":{"line":104,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11024¿Literal¿number¿¿15¿¿{"start":{"line":104,"column":34},"end":{"line":104,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11025¿Literal¿number¿¿16¿¿{"start":{"line":104,"column":38},"end":{"line":104,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11026¿Literal¿number¿¿17¿¿{"start":{"line":104,"column":42},"end":{"line":104,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11027¿Literal¿number¿¿29¿¿{"start":{"line":104,"column":46},"end":{"line":104,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11028¿Literal¿number¿¿30¿¿{"start":{"line":104,"column":50},"end":{"line":104,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11029¿VariableDeclarator¿¿$Vp¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿VariableDeclarator
11030¿ArrayExpression¿¿¿¿¿{"start":{"line":105,"column":14},"end":{"line":105,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ArrayExpression
11031¿Literal¿number¿¿5¿¿{"start":{"line":105,"column":15},"end":{"line":105,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11032¿Literal¿number¿¿10¿¿{"start":{"line":105,"column":18},"end":{"line":105,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11033¿Literal¿number¿¿13¿¿{"start":{"line":105,"column":22},"end":{"line":105,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11034¿Literal¿number¿¿14¿¿{"start":{"line":105,"column":26},"end":{"line":105,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11035¿Literal¿number¿¿15¿¿{"start":{"line":105,"column":30},"end":{"line":105,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11036¿Literal¿number¿¿16¿¿{"start":{"line":105,"column":34},"end":{"line":105,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11037¿Literal¿number¿¿29¿¿{"start":{"line":105,"column":38},"end":{"line":105,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11038¿Literal¿number¿¿30¿¿{"start":{"line":105,"column":42},"end":{"line":105,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11039¿VariableDeclarator¿¿$Vq¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿VariableDeclarator
11040¿ArrayExpression¿¿¿¿¿{"start":{"line":106,"column":14},"end":{"line":106,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ArrayExpression
11041¿Literal¿number¿¿5¿¿{"start":{"line":106,"column":15},"end":{"line":106,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11042¿Literal¿number¿¿10¿¿{"start":{"line":106,"column":18},"end":{"line":106,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11043¿Literal¿number¿¿11¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11044¿Literal¿number¿¿13¿¿{"start":{"line":106,"column":26},"end":{"line":106,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11045¿Literal¿number¿¿14¿¿{"start":{"line":106,"column":30},"end":{"line":106,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11046¿Literal¿number¿¿15¿¿{"start":{"line":106,"column":34},"end":{"line":106,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11047¿Literal¿number¿¿16¿¿{"start":{"line":106,"column":38},"end":{"line":106,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11048¿Literal¿number¿¿17¿¿{"start":{"line":106,"column":42},"end":{"line":106,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11049¿Literal¿number¿¿18¿¿{"start":{"line":106,"column":46},"end":{"line":106,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11050¿Literal¿number¿¿19¿¿{"start":{"line":106,"column":50},"end":{"line":106,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11051¿Literal¿number¿¿29¿¿{"start":{"line":106,"column":54},"end":{"line":106,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11052¿Literal¿number¿¿30¿¿{"start":{"line":106,"column":58},"end":{"line":106,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11053¿VariableDeclarator¿¿$Vr¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿VariableDeclarator
11054¿ArrayExpression¿¿¿¿¿{"start":{"line":107,"column":14},"end":{"line":107,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ArrayExpression
11055¿Literal¿number¿¿13¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11056¿Literal¿number¿¿29¿¿{"start":{"line":107,"column":19},"end":{"line":107,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11057¿Literal¿number¿¿30¿¿{"start":{"line":107,"column":23},"end":{"line":107,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11058¿VariableDeclarator¿¿v943¿¿¿¿¿VariableDeclarator
11059¿FunctionExpression¿¿trace¿¿¿{"start":{"line":108,"column":26},"end":{"line":108,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿FunctionExpression
11060¿BlockStatement¿¿¿¿¿{"start":{"line":108,"column":43},"end":{"line":108,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿BlockStatement
11061¿VariableDeclarator¿¿v944¿¿¿¿¿VariableDeclarator
11062¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
11063¿VariableDeclarator¿¿v945¿¿¿¿¿VariableDeclarator
11064¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
11065¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11066¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11067¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11068¿Identifier¿¿v945¿¿¿¿¿Identifier
11069¿Literal¿string¿¿'error'¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11070¿Literal¿number¿¿2¿¿{"start":{"line":110,"column":29},"end":{"line":110,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11071¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11072¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11073¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11074¿Identifier¿¿v945¿¿¿¿¿Identifier
11075¿Literal¿string¿¿'expressions'¿¿{"start":{"line":110,"column":32},"end":{"line":110,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11076¿Literal¿number¿¿3¿¿{"start":{"line":110,"column":47},"end":{"line":110,"column":48},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11077¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
11078¿AssignmentExpression¿=¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿AssignmentExpression
11079¿MemberExpression¿computed¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿MemberExpression
11080¿Identifier¿¿v945¿¿¿¿¿Identifier
11081¿Literal¿string¿¿'expression'¿¿{"start":{"line":110,"column":50},"end":{"line":110,"column":62},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11082¿Literal¿number¿¿4¿¿{"start":{"line":110,"column":64},"end":{"line":110,"column":65},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿Literal
11083¿ExpressionStatement¿¿¿¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":469},"fname":"/datasets/secbench-dataset/CWE-94/hot-formula-parser_3.0.0/src/grammar-parser.js"}¿¿ExpressionStatement
