Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
708¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":144,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-3hq6-rmv7-39vh/src/index.js"}¿¿Program
1252¿PDG_CALL¿¿1224¿1224.CALL->require-o163¿¿¿¿¿PDG_CALL
1253¿PDG_OBJECT¿¿0¿1224.path-o164¿¿¿¿¿PDG_OBJECT
1254¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1255¿PDG_CALL¿¿1224¿1224.CALL->require-o165¿¿¿¿¿PDG_CALL
1256¿PDG_OBJECT¿¿0¿1224.configUtil-o166¿¿¿¿¿PDG_OBJECT
1257¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1258¿PDG_CALL¿¿1224¿1224.CALL->require-o167¿¿¿¿¿PDG_CALL
1259¿PDG_OBJECT¿¿0¿1224.childProcess-o168¿¿¿¿¿PDG_OBJECT
1260¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1261¿PDG_CALL¿¿1224¿1224.CALL->os.platform-o169¿¿¿¿¿PDG_CALL
1262¿PDG_OBJECT¿¿0¿1224.platform-o170¿¿¿¿¿PDG_OBJECT
1263¿PDG_OBJECT¿¿0¿1224.v49-o171¿¿¿¿¿PDG_OBJECT
1264¿PDG_OBJECT¿¿0¿1224.v49-o172¿¿¿¿¿PDG_OBJECT
1265¿PDG_OBJECT¿¿0¿1224.v49.darwin-o173¿¿¿¿¿PDG_OBJECT
1266¿PDG_OBJECT¿¿0¿1224.v49-o174¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿0¿1224.v49.appName-o175¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿0¿1224.v49-o176¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿0¿1224.v49.win32-o177¿¿¿¿¿PDG_OBJECT
1270¿PDG_OBJECT¿¿0¿1224.v49-o178¿¿¿¿¿PDG_OBJECT
1271¿PDG_OBJECT¿¿0¿1224.v49.linux-o179¿¿¿¿¿PDG_OBJECT
1272¿PDG_OBJECT¿¿0¿1224.v50-o180¿¿¿¿¿PDG_OBJECT
1273¿PDG_OBJECT¿¿0¿1224.v50-o181¿¿¿¿¿PDG_OBJECT
1274¿PDG_OBJECT¿¿0¿1224.v50.darwin-o182¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿0¿1224.v50-o183¿¿¿¿¿PDG_OBJECT
1276¿PDG_OBJECT¿¿0¿1224.v50.appName-o184¿¿¿¿¿PDG_OBJECT
1277¿PDG_OBJECT¿¿0¿1224.v50-o185¿¿¿¿¿PDG_OBJECT
1278¿PDG_OBJECT¿¿0¿1224.v50.win32-o186¿¿¿¿¿PDG_OBJECT
1279¿PDG_OBJECT¿¿0¿1224.v51-o187¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1224.v51-o188¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1224.v51.darwin-o189¿¿¿¿¿PDG_OBJECT
1282¿PDG_OBJECT¿¿0¿1224.v51-o190¿¿¿¿¿PDG_OBJECT
1283¿PDG_OBJECT¿¿0¿1224.v51.appName-o191¿¿¿¿¿PDG_OBJECT
1284¿PDG_OBJECT¿¿0¿1224.v51-o192¿¿¿¿¿PDG_OBJECT
1285¿PDG_OBJECT¿¿0¿1224.v51.win32-o193¿¿¿¿¿PDG_OBJECT
1286¿PDG_OBJECT¿¿0¿1224.v52-o194¿¿¿¿¿PDG_OBJECT
1287¿PDG_OBJECT¿¿0¿1224.v52-o195¿¿¿¿¿PDG_OBJECT
1288¿PDG_OBJECT¿¿0¿1224.v52.darwin-o196¿¿¿¿¿PDG_OBJECT
1289¿PDG_OBJECT¿¿0¿1224.v52-o197¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿0¿1224.v52.appName-o198¿¿¿¿¿PDG_OBJECT
1291¿PDG_OBJECT¿¿0¿1224.v52-o199¿¿¿¿¿PDG_OBJECT
1292¿PDG_OBJECT¿¿0¿1224.v52.win32-o200¿¿¿¿¿PDG_OBJECT
1293¿PDG_OBJECT¿¿0¿1224.browsers-o201¿¿¿¿¿PDG_OBJECT
1294¿PDG_OBJECT¿¿0¿1224.browsers-o202¿¿¿¿¿PDG_OBJECT
1295¿PDG_OBJECT¿¿0¿1224.browsers.'chrome'-o203¿¿¿¿¿PDG_OBJECT
1296¿PDG_OBJECT¿¿0¿1224.browsers-o204¿¿¿¿¿PDG_OBJECT
1297¿PDG_OBJECT¿¿0¿1224.browsers.'firefox'-o205¿¿¿¿¿PDG_OBJECT
1298¿PDG_OBJECT¿¿0¿1224.browsers-o206¿¿¿¿¿PDG_OBJECT
1299¿PDG_OBJECT¿¿0¿1224.browsers.'opera'-o207¿¿¿¿¿PDG_OBJECT
1300¿PDG_OBJECT¿¿0¿1224.browsers-o208¿¿¿¿¿PDG_OBJECT
1301¿PDG_OBJECT¿¿0¿1224.browsers.'safari'-o209¿¿¿¿¿PDG_OBJECT
1302¿PDG_OBJECT¿¿0¿1226.this-o210¿¿¿¿¿PDG_OBJECT
1303¿PDG_OBJECT¿¿0¿1226.browser-o211¿¿¿¿¿PDG_OBJECT
1304¿PDG_OBJECT¿¿0¿1226.url-o212¿¿¿¿¿PDG_OBJECT
1305¿PDG_OBJECT¿¿0¿1226.proxyURL-o213¿¿¿¿¿PDG_OBJECT
1306¿PDG_OBJECT¿¿0¿1226.pacFileURL-o214¿¿¿¿¿PDG_OBJECT
1307¿PDG_OBJECT¿¿0¿1226.dataDir-o215¿¿¿¿¿PDG_OBJECT
1308¿PDG_OBJECT¿¿0¿1226.bypassList-o216¿¿¿¿¿PDG_OBJECT
1309¿PDG_OBJECT¿¿0¿1224.v71-o217¿¿¿¿¿PDG_OBJECT
1310¿PDG_OBJECT¿¿0¿1236.this-o218¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿0¿1236.name-o219¿¿¿¿¿PDG_OBJECT
1312¿PDG_OBJECT¿¿0¿1224.v95-o220¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1224.v96-o221¿¿¿¿¿PDG_OBJECT
1314¿PDG_OBJECT¿¿0¿1224.v96-o222¿¿¿¿¿PDG_OBJECT
1315¿PDG_OBJECT¿¿0¿1224.v96.open-o223¿¿¿¿¿PDG_OBJECT
1316¿PDG_OBJECT¿¿0¿1224.v96-o224¿¿¿¿¿PDG_OBJECT
1317¿PDG_OBJECT¿¿0¿1224.v96.detect-o225¿¿¿¿¿PDG_OBJECT
1318¿PDG_OBJECT¿¿0¿1224.module-o226¿¿¿¿¿PDG_OBJECT
1319¿PDG_OBJECT¿¿0¿1224.module.exports-o227¿¿¿¿¿PDG_OBJECT
1320¿PDG_CALL¿¿1226¿1226.CALL->this.detect-o228¿¿¿¿¿PDG_CALL
1321¿PDG_OBJECT¿¿0¿1226.v53-o229¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1228.this-o230¿¿¿¿¿PDG_OBJECT
1323¿PDG_OBJECT¿¿0¿1228.browserPath-o231¿¿¿¿¿PDG_OBJECT
1324¿PDG_OBJECT¿¿0¿1226.v69-o232¿¿¿¿¿PDG_OBJECT
1325¿PDG_CALL¿¿1226¿1226.CALL->v53.then-o233¿¿¿¿¿PDG_CALL
1326¿PDG_OBJECT¿¿0¿1226.v70-o234¿¿¿¿¿PDG_OBJECT
1327¿PDG_RETURN¿¿0¿1226.RET_OBJ-o235¿¿¿¿¿PDG_RETURN
1328¿PDG_OBJECT¿¿0¿1228.v55-o236¿¿¿¿¿PDG_OBJECT
1329¿PDG_CALL¿¿1228¿1228.CALL->Error-o237¿¿¿¿¿PDG_CALL
1330¿PDG_OBJECT¿¿0¿1228.v56-o238¿¿¿¿¿PDG_OBJECT
1331¿PDG_CALL¿¿1228¿1228.CALL->os.tmpdir-o239¿¿¿¿¿PDG_CALL
1332¿PDG_OBJECT¿¿0¿1228.v57-o240¿¿¿¿¿PDG_OBJECT
1333¿PDG_CALL¿¿1228¿1228.CALL->path.join-o241¿¿¿¿¿PDG_CALL
1334¿PDG_OBJECT¿¿0¿1228.v58-o242¿¿¿¿¿PDG_OBJECT
1335¿PDG_CALL¿¿1228¿1228.CALL->configUtil.browser-o243¿¿¿¿¿PDG_CALL
1336¿PDG_OBJECT¿¿0¿1228.commandOptions-o244¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1230.this-o245¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1230.resolve-o246¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1230.reject-o247¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1228.v67-o248¿¿¿¿¿PDG_OBJECT
1341¿PDG_CALL¿¿1228¿1228.CALL->Promise-o249¿¿¿¿¿PDG_CALL
1342¿PDG_OBJECT¿¿0¿1228.v68-o250¿¿¿¿¿PDG_OBJECT
1343¿PDG_RETURN¿¿0¿1228.RET_OBJ-o251¿¿¿¿¿PDG_RETURN
1344¿PDG_CALL¿¿1230¿1230.CALL->path.resolve-o252¿¿¿¿¿PDG_CALL
1345¿PDG_OBJECT¿¿0¿1230.v59-o253¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1230.v60-o254¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1230.v61-o255¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1232.this-o256¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1232.err-o257¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1230.v65-o258¿¿¿¿¿PDG_OBJECT
1351¿PDG_CALL¿¿1230¿1230.CALL->childProcess.execFile-o259¿¿¿¿¿PDG_CALL
1352¿PDG_OBJECT¿¿0¿1230.v66-o260¿¿¿¿¿PDG_OBJECT
1353¿TAINT_SINK¿¿0¿execFile¿¿¿¿¿TAINT_SINK
1354¿PDG_CALL¿¿1232¿1232.CALL->reject-o261¿¿¿¿¿PDG_CALL
1355¿PDG_OBJECT¿¿0¿1232.v62-o262¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1232.v63-o263¿¿¿¿¿PDG_OBJECT
1357¿PDG_CALL¿¿1232¿1232.CALL->resolve-o264¿¿¿¿¿PDG_CALL
1358¿PDG_OBJECT¿¿0¿1232.v64-o265¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1236.browsers.*-o266¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1238.this-o267¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1238.resolve-o268¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1238.reject-o269¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1236.v93-o270¿¿¿¿¿PDG_OBJECT
1364¿PDG_CALL¿¿1236¿1236.CALL->Promise-o271¿¿¿¿¿PDG_CALL
1365¿PDG_OBJECT¿¿0¿1236.v94-o272¿¿¿¿¿PDG_OBJECT
1366¿PDG_RETURN¿¿0¿1236.RET_OBJ-o273¿¿¿¿¿PDG_RETURN
1367¿PDG_CALL¿¿1238¿1238.CALL->Error-o274¿¿¿¿¿PDG_CALL
1368¿PDG_OBJECT¿¿0¿1238.v73-o275¿¿¿¿¿PDG_OBJECT
1369¿PDG_CALL¿¿1238¿1238.CALL->reject-o276¿¿¿¿¿PDG_CALL
1370¿PDG_OBJECT¿¿0¿1238.v74-o277¿¿¿¿¿PDG_OBJECT
1371¿PDG_OBJECT¿¿0¿1238.info.darwin-o278¿¿¿¿¿PDG_OBJECT
1372¿PDG_OBJECT¿¿0¿1238.v76-o279¿¿¿¿¿PDG_OBJECT
1373¿PDG_OBJECT¿¿0¿1238.cmd-o280¿¿¿¿¿PDG_OBJECT
1374¿PDG_CALL¿¿1238¿1238.CALL->childProcess.execSync-o281¿¿¿¿¿PDG_CALL
1375¿PDG_OBJECT¿¿0¿1238.v77-o282¿¿¿¿¿PDG_OBJECT
1376¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1377¿PDG_CALL¿¿1238¿1238.CALL->v77.toString-o283¿¿¿¿¿PDG_CALL
1378¿PDG_OBJECT¿¿0¿1238.v78-o284¿¿¿¿¿PDG_OBJECT
1379¿PDG_CALL¿¿1238¿1238.CALL->v78.trim-o285¿¿¿¿¿PDG_CALL
1380¿PDG_OBJECT¿¿0¿1238.result-o286¿¿¿¿¿PDG_OBJECT
1381¿PDG_OBJECT¿¿0¿1238.info.appName-o287¿¿¿¿¿PDG_OBJECT
1382¿PDG_OBJECT¿¿0¿1238.result-o288¿¿¿¿¿PDG_OBJECT
1383¿PDG_CALL¿¿1238¿1238.CALL->result.replace-o289¿¿¿¿¿PDG_CALL
1384¿PDG_OBJECT¿¿0¿1238.result-o290¿¿¿¿¿PDG_OBJECT
1385¿PDG_CALL¿¿1238¿1238.CALL->result.trim-o291¿¿¿¿¿PDG_CALL
1386¿PDG_OBJECT¿¿0¿1238.v91-o292¿¿¿¿¿PDG_OBJECT
1387¿PDG_CALL¿¿1238¿1238.CALL->resolve-o293¿¿¿¿¿PDG_CALL
1388¿PDG_OBJECT¿¿0¿1238.v92-o294¿¿¿¿¿PDG_OBJECT
1389¿PDG_OBJECT¿¿0¿1238.info.win32-o295¿¿¿¿¿PDG_OBJECT
1390¿PDG_OBJECT¿¿0¿1238.v81-o296¿¿¿¿¿PDG_OBJECT
1391¿PDG_OBJECT¿¿0¿1238.cmd-o297¿¿¿¿¿PDG_OBJECT
1392¿PDG_CALL¿¿1238¿1238.CALL->childProcess.execSync-o298¿¿¿¿¿PDG_CALL
1393¿PDG_OBJECT¿¿0¿1238.v82-o299¿¿¿¿¿PDG_OBJECT
1394¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1395¿PDG_CALL¿¿1238¿1238.CALL->v82.toString-o300¿¿¿¿¿PDG_CALL
1396¿PDG_OBJECT¿¿0¿1238.v83-o301¿¿¿¿¿PDG_OBJECT
1397¿PDG_CALL¿¿1238¿1238.CALL->v83.trim-o302¿¿¿¿¿PDG_CALL
1398¿PDG_OBJECT¿¿0¿1238.result-o303¿¿¿¿¿PDG_OBJECT
1399¿PDG_CALL¿¿1238¿1238.CALL->result.split-o304¿¿¿¿¿PDG_CALL
1400¿PDG_OBJECT¿¿0¿1238.v84-o305¿¿¿¿¿PDG_OBJECT
1401¿PDG_CALL¿¿1238¿1238.CALL->v84.pop-o306¿¿¿¿¿PDG_CALL
1402¿PDG_OBJECT¿¿0¿1238.v85-o307¿¿¿¿¿PDG_OBJECT
1403¿PDG_CALL¿¿1238¿1238.CALL->v85.split-o308¿¿¿¿¿PDG_CALL
1404¿PDG_OBJECT¿¿0¿1238.v86-o309¿¿¿¿¿PDG_OBJECT
1405¿PDG_CALL¿¿1238¿1238.CALL->v86.pop-o310¿¿¿¿¿PDG_CALL
1406¿PDG_OBJECT¿¿0¿1238.result-o311¿¿¿¿¿PDG_OBJECT
1407¿PDG_CALL¿¿1238¿1238.CALL->result.replace-o312¿¿¿¿¿PDG_CALL
1408¿PDG_OBJECT¿¿0¿1238.result-o313¿¿¿¿¿PDG_OBJECT
1409¿PDG_OBJECT¿¿0¿1238.info.linux-o314¿¿¿¿¿PDG_OBJECT
1410¿PDG_CALL¿¿1238¿1238.CALL->path.join-o315¿¿¿¿¿PDG_CALL
1411¿PDG_OBJECT¿¿0¿1238.result-o316¿¿¿¿¿PDG_OBJECT
1412¿PDG_CALL¿¿1238¿1238.CALL->Error-o317¿¿¿¿¿PDG_CALL
1413¿PDG_OBJECT¿¿0¿1238.v89-o318¿¿¿¿¿PDG_OBJECT
1414¿PDG_CALL¿¿1238¿1238.CALL->reject-o319¿¿¿¿¿PDG_CALL
1415¿PDG_OBJECT¿¿0¿1238.v90-o320¿¿¿¿¿PDG_OBJECT
