Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
844¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":182,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Program
1422¿Identifier¿¿1482¿cb¿¿¿{"start":{"line":180,"column":4},"end":{"line":180,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1423¿Identifier¿¿1482¿line¿¿¿{"start":{"line":180,"column":7},"end":{"line":180,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1424¿ExpressionStatement¿¿1482¿¿¿¿{"start":{"line":180,"column":4},"end":{"line":180,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1425¿Identifier¿¿1482¿v120¿¿¿¿¿Identifier
1426¿BlockStatement¿¿1482¿¿¿¿{"start":{"line":179,"column":50},"end":{"line":181,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1427¿VariableDeclarator¿¿1480¿v122¿¿¿{"start":{"line":179,"column":2},"end":{"line":181,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿VariableDeclarator
1428¿CallExpression¿¿1480¿¿¿¿{"start":{"line":179,"column":2},"end":{"line":181,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿CallExpression
1429¿MemberExpression¿¿1480¿¿¿¿{"start":{"line":179,"column":2},"end":{"line":179,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿MemberExpression
1430¿Identifier¿¿1480¿v119¿¿¿¿¿Identifier
1431¿Identifier¿¿1480¿forEach¿¿¿{"start":{"line":179,"column":28},"end":{"line":179,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿Identifier
1432¿Identifier¿¿1480¿v121¿¿¿¿¿Identifier
1433¿ExpressionStatement¿¿1480¿¿¿¿{"start":{"line":179,"column":2},"end":{"line":181,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿ExpressionStatement
1434¿Identifier¿¿1480¿v122¿¿¿¿¿Identifier
1435¿BlockStatement¿¿1480¿¿¿¿{"start":{"line":178,"column":26},"end":{"line":182,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gity_1.0.5/src/index.js"}¿¿BlockStatement
1436¿CFG_F_START¿¿1436¿__main__¿¿¿¿¿CFG_F_START
1437¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1438¿CFG_F_START¿¿1438¿860_anon¿¿¿¿¿CFG_F_START
1439¿CFG_F_END¿¿0¿860_anon¿¿¿¿¿CFG_F_END
1440¿CFG_IF_END¿¿0¿869¿¿¿¿¿CFG_IF_END
1441¿CFG_IF_END¿¿0¿925¿¿¿¿¿CFG_IF_END
1442¿CFG_F_START¿¿1442¿972_anon¿¿¿¿¿CFG_F_START
1443¿CFG_F_END¿¿0¿972_anon¿¿¿¿¿CFG_F_END
1444¿CFG_F_START¿¿1444¿977_anon¿¿¿¿¿CFG_F_START
1445¿CFG_F_END¿¿0¿977_anon¿¿¿¿¿CFG_F_END
1446¿CFG_IF_END¿¿0¿980¿¿¿¿¿CFG_IF_END
1447¿CFG_IF_END¿¿0¿1005¿¿¿¿¿CFG_IF_END
1448¿CFG_F_START¿¿1448¿1042_anon¿¿¿¿¿CFG_F_START
1449¿CFG_F_END¿¿0¿1042_anon¿¿¿¿¿CFG_F_END
1450¿CFG_F_START¿¿1450¿1049_anon¿¿¿¿¿CFG_F_START
1451¿CFG_F_END¿¿0¿1049_anon¿¿¿¿¿CFG_F_END
1452¿CFG_IF_END¿¿0¿1063¿¿¿¿¿CFG_IF_END
1453¿CFG_IF_END¿¿0¿1072¿¿¿¿¿CFG_IF_END
1454¿CFG_F_START¿¿1454¿1086_anon¿¿¿¿¿CFG_F_START
1455¿CFG_F_END¿¿0¿1086_anon¿¿¿¿¿CFG_F_END
1456¿CFG_F_START¿¿1456¿1094_anon¿¿¿¿¿CFG_F_START
1457¿CFG_F_END¿¿0¿1094_anon¿¿¿¿¿CFG_F_END
1458¿CFG_IF_END¿¿0¿1100¿¿¿¿¿CFG_IF_END
1459¿CFG_F_START¿¿1459¿1159_anon¿¿¿¿¿CFG_F_START
1460¿CFG_F_END¿¿0¿1159_anon¿¿¿¿¿CFG_F_END
1461¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1462¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1463¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1464¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
1465¿CFG_F_START¿¿1465¿1178_anon¿¿¿¿¿CFG_F_START
1466¿CFG_F_END¿¿0¿1178_anon¿¿¿¿¿CFG_F_END
1467¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1468¿CFG_F_START¿¿1468¿1229_anon¿¿¿¿¿CFG_F_START
1469¿CFG_F_END¿¿0¿1229_anon¿¿¿¿¿CFG_F_END
1470¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1471¿CFG_F_START¿¿1471¿1294_anon¿¿¿¿¿CFG_F_START
1472¿CFG_F_END¿¿0¿1294_anon¿¿¿¿¿CFG_F_END
1473¿CFG_IF_END¿¿0¿1309¿¿¿¿¿CFG_IF_END
1474¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1475¿CFG_F_START¿¿1475¿1332_anon¿¿¿¿¿CFG_F_START
1476¿CFG_F_END¿¿0¿1332_anon¿¿¿¿¿CFG_F_END
1477¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1478¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1479¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
1480¿CFG_F_START¿¿1480¿1403_anon¿¿¿¿¿CFG_F_START
1481¿CFG_F_END¿¿0¿1403_anon¿¿¿¿¿CFG_F_END
1482¿CFG_F_START¿¿1482¿1418_anon¿¿¿¿¿CFG_F_START
1483¿CFG_F_END¿¿0¿1418_anon¿¿¿¿¿CFG_F_END
1484¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1485¿PDG_CALL¿¿1436¿1436.CALL->require-o202¿¿¿¿¿PDG_CALL
1486¿PDG_OBJECT¿¿0¿1436.v62-o203¿¿¿¿¿PDG_OBJECT
1487¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1488¿PDG_OBJECT¿¿0¿1436.v62.exec-o204¿¿¿¿¿PDG_OBJECT
1489¿PDG_OBJECT¿¿0¿1436.Git-o205¿¿¿¿¿PDG_OBJECT
1490¿PDG_OBJECT¿¿0¿1436.module-o206¿¿¿¿¿PDG_OBJECT
1491¿PDG_OBJECT¿¿0¿1436.module.exports-o207¿¿¿¿¿PDG_OBJECT
1492¿PDG_OBJECT¿¿0¿1438.this-o208¿¿¿¿¿PDG_OBJECT
1493¿PDG_OBJECT¿¿0¿1438.opts-o209¿¿¿¿¿PDG_OBJECT
1494¿PDG_OBJECT¿¿0¿1436.commands-o210¿¿¿¿¿PDG_OBJECT
1495¿PDG_OBJECT¿¿0¿1436.commands.0-o211¿¿¿¿¿PDG_OBJECT
1496¿PDG_OBJECT¿¿0¿1436.commands.1-o212¿¿¿¿¿PDG_OBJECT
1497¿PDG_OBJECT¿¿0¿1436.commands.2-o213¿¿¿¿¿PDG_OBJECT
1498¿PDG_OBJECT¿¿0¿1436.commands.3-o214¿¿¿¿¿PDG_OBJECT
1499¿PDG_OBJECT¿¿0¿1436.commands.4-o215¿¿¿¿¿PDG_OBJECT
1500¿PDG_OBJECT¿¿0¿1436.commands.5-o216¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿0¿1436.commands.6-o217¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿0¿1436.commands.7-o218¿¿¿¿¿PDG_OBJECT
1503¿PDG_OBJECT¿¿0¿1436.commands.8-o219¿¿¿¿¿PDG_OBJECT
1504¿PDG_OBJECT¿¿0¿1436.commands.9-o220¿¿¿¿¿PDG_OBJECT
1505¿PDG_OBJECT¿¿0¿1436.commands.10-o221¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿0¿1436.commands.11-o222¿¿¿¿¿PDG_OBJECT
1507¿PDG_OBJECT¿¿0¿1436.commands.12-o223¿¿¿¿¿PDG_OBJECT
1508¿PDG_OBJECT¿¿0¿1436.commands.13-o224¿¿¿¿¿PDG_OBJECT
1509¿PDG_OBJECT¿¿0¿1436.commands.14-o225¿¿¿¿¿PDG_OBJECT
1510¿PDG_OBJECT¿¿0¿1436.commands.15-o226¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿0¿1436.commands.16-o227¿¿¿¿¿PDG_OBJECT
1512¿PDG_OBJECT¿¿0¿1436.commands.17-o228¿¿¿¿¿PDG_OBJECT
1513¿PDG_OBJECT¿¿0¿1436.commands.18-o229¿¿¿¿¿PDG_OBJECT
1514¿PDG_OBJECT¿¿0¿1436.commands.19-o230¿¿¿¿¿PDG_OBJECT
1515¿PDG_OBJECT¿¿0¿1436.commands.20-o231¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿0¿1436.Git.prototype-o232¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿0¿1442.this-o233¿¿¿¿¿PDG_OBJECT
1518¿PDG_OBJECT¿¿0¿1442.cb-o234¿¿¿¿¿PDG_OBJECT
1519¿PDG_OBJECT¿¿0¿1436.v83-o235¿¿¿¿¿PDG_OBJECT
1520¿PDG_OBJECT¿¿0¿1436.v74-o236¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿0¿1436.v74.run-o237¿¿¿¿¿PDG_OBJECT
1522¿PDG_OBJECT¿¿0¿1448.this-o238¿¿¿¿¿PDG_OBJECT
1523¿PDG_OBJECT¿¿0¿1448.command-o239¿¿¿¿¿PDG_OBJECT
1524¿PDG_OBJECT¿¿0¿1436.v96-o240¿¿¿¿¿PDG_OBJECT
1525¿PDG_CALL¿¿1436¿1436.CALL->commands.forEach-o241¿¿¿¿¿PDG_CALL
1526¿PDG_OBJECT¿¿0¿1436.v97-o242¿¿¿¿¿PDG_OBJECT
1527¿PDG_OBJECT¿¿0¿1459.this-o243¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿0¿1459.command-o244¿¿¿¿¿PDG_OBJECT
1529¿PDG_OBJECT¿¿0¿1436.before-o245¿¿¿¿¿PDG_OBJECT
1530¿PDG_OBJECT¿¿0¿1465.this-o246¿¿¿¿¿PDG_OBJECT
1531¿PDG_OBJECT¿¿0¿1465.command-o247¿¿¿¿¿PDG_OBJECT
1532¿PDG_OBJECT¿¿0¿1465.output-o248¿¿¿¿¿PDG_OBJECT
1533¿PDG_OBJECT¿¿0¿1436.after-o249¿¿¿¿¿PDG_OBJECT
1534¿PDG_OBJECT¿¿0¿1480.this-o250¿¿¿¿¿PDG_OBJECT
1535¿PDG_OBJECT¿¿0¿1480.output-o251¿¿¿¿¿PDG_OBJECT
1536¿PDG_OBJECT¿¿0¿1480.cb-o252¿¿¿¿¿PDG_OBJECT
1537¿PDG_OBJECT¿¿0¿1436.lines-o253¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿0¿1438.v63-o254¿¿¿¿¿PDG_OBJECT
1539¿PDG_CALL¿¿1438¿1438.CALL->Git-o255¿¿¿¿¿PDG_CALL
1540¿PDG_OBJECT¿¿0¿1438.v65-o256¿¿¿¿¿PDG_OBJECT
1541¿PDG_RETURN¿¿0¿1438.RET_OBJ-o257¿¿¿¿¿PDG_RETURN
1542¿PDG_OBJECT¿¿0¿1438.v66-o258¿¿¿¿¿PDG_OBJECT
1543¿PDG_OBJECT¿¿0¿1438.this-o259¿¿¿¿¿PDG_OBJECT
1544¿PDG_OBJECT¿¿0¿1438.this.queue-o260¿¿¿¿¿PDG_OBJECT
1545¿PDG_OBJECT¿¿0¿1438.opts.base-o261¿¿¿¿¿PDG_OBJECT
1546¿PDG_CALL¿¿1438¿1438.CALL->process.cwd-o262¿¿¿¿¿PDG_CALL
1547¿PDG_OBJECT¿¿0¿1438.v68-o263¿¿¿¿¿PDG_OBJECT
1548¿PDG_OBJECT¿¿0¿1438.this-o264¿¿¿¿¿PDG_OBJECT
1549¿PDG_OBJECT¿¿0¿1438.this.base-o265¿¿¿¿¿PDG_OBJECT
1550¿PDG_OBJECT¿¿0¿1438.opts.pretty-o266¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿0¿1438.v71-o267¿¿¿¿¿PDG_OBJECT
1552¿PDG_OBJECT¿¿0¿1438.v73-o268¿¿¿¿¿PDG_OBJECT
1553¿PDG_OBJECT¿¿0¿1438.this-o269¿¿¿¿¿PDG_OBJECT
1554¿PDG_OBJECT¿¿0¿1438.this.pretty-o270¿¿¿¿¿PDG_OBJECT
1555¿PDG_OBJECT¿¿0¿1444.this-o271¿¿¿¿¿PDG_OBJECT
1556¿PDG_OBJECT¿¿0¿1444.err-o272¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿0¿1444.res-o273¿¿¿¿¿PDG_OBJECT
1558¿PDG_OBJECT¿¿0¿1442.next-o274¿¿¿¿¿PDG_OBJECT
1559¿PDG_CALL¿¿1442¿1442.CALL->next-o275¿¿¿¿¿PDG_CALL
1560¿PDG_OBJECT¿¿0¿1442.v82-o276¿¿¿¿¿PDG_OBJECT
1561¿PDG_CALL¿¿1444¿1444.CALL->cb-o277¿¿¿¿¿PDG_CALL
1562¿PDG_OBJECT¿¿0¿1444.v75-o278¿¿¿¿¿PDG_OBJECT
1563¿PDG_OBJECT¿¿0¿1444.v76-o279¿¿¿¿¿PDG_OBJECT
1564¿PDG_RETURN¿¿0¿1444.RET_OBJ-o280¿¿¿¿¿PDG_RETURN
1565¿PDG_OBJECT¿¿0¿1444.self.queue-o281¿¿¿¿¿PDG_OBJECT
1566¿PDG_CALL¿¿1444¿1444.CALL->v77.shift-o282¿¿¿¿¿PDG_CALL
1567¿PDG_OBJECT¿¿0¿1444.fn-o283¿¿¿¿¿PDG_OBJECT
1568¿PDG_CALL¿¿1444¿1444.CALL->cb-o284¿¿¿¿¿PDG_CALL
1569¿PDG_OBJECT¿¿0¿1444.v79-o285¿¿¿¿¿PDG_OBJECT
1570¿PDG_OBJECT¿¿0¿1444.v80-o286¿¿¿¿¿PDG_OBJECT
1571¿PDG_RETURN¿¿0¿1444.RET_OBJ-o287¿¿¿¿¿PDG_RETURN
1572¿PDG_CALL¿¿1444¿1444.CALL->fn.call-o288¿¿¿¿¿PDG_CALL
1573¿PDG_OBJECT¿¿0¿1444.v81-o289¿¿¿¿¿PDG_OBJECT
1574¿PDG_OBJECT¿¿0¿1450.this-o290¿¿¿¿¿PDG_OBJECT
1575¿PDG_OBJECT¿¿0¿1450.opts-o291¿¿¿¿¿PDG_OBJECT
1576¿PDG_OBJECT¿¿0¿1448.v95-o292¿¿¿¿¿PDG_OBJECT
1577¿PDG_OBJECT¿¿0¿1448.v84-o293¿¿¿¿¿PDG_OBJECT
1578¿PDG_OBJECT¿¿0¿1448.v84.*-o294¿¿¿¿¿PDG_OBJECT
1579¿PDG_OBJECT¿¿0¿1450.this.base-o295¿¿¿¿¿PDG_OBJECT
1580¿PDG_OBJECT¿¿0¿1450.this.pretty-o296¿¿¿¿¿PDG_OBJECT
1581¿PDG_OBJECT¿¿0¿1450.cmd-o297¿¿¿¿¿PDG_OBJECT
1582¿PDG_OBJECT¿¿0¿1450.cmd-o298¿¿¿¿¿PDG_OBJECT
1583¿PDG_CALL¿¿1450¿1450.CALL->before-o299¿¿¿¿¿PDG_CALL
1584¿PDG_OBJECT¿¿0¿1450.cmd-o300¿¿¿¿¿PDG_OBJECT
1585¿PDG_OBJECT¿¿0¿1450.this.queue-o301¿¿¿¿¿PDG_OBJECT
1586¿PDG_OBJECT¿¿0¿1454.this-o302¿¿¿¿¿PDG_OBJECT
1587¿PDG_OBJECT¿¿0¿1454.cb-o303¿¿¿¿¿PDG_OBJECT
1588¿PDG_OBJECT¿¿0¿1450.v93-o304¿¿¿¿¿PDG_OBJECT
1589¿PDG_CALL¿¿1450¿1450.CALL->v85.push-o305¿¿¿¿¿PDG_CALL
1590¿PDG_OBJECT¿¿0¿1450.v94-o306¿¿¿¿¿PDG_OBJECT
1591¿PDG_RETURN¿¿0¿1450.RET_OBJ-o307¿¿¿¿¿PDG_RETURN
1592¿PDG_OBJECT¿¿0¿1454.v86-o308¿¿¿¿¿PDG_OBJECT
1593¿PDG_OBJECT¿¿0¿1456.this-o309¿¿¿¿¿PDG_OBJECT
1594¿PDG_OBJECT¿¿0¿1456.err-o310¿¿¿¿¿PDG_OBJECT
1595¿PDG_OBJECT¿¿0¿1456.stdout-o311¿¿¿¿¿PDG_OBJECT
1596¿PDG_OBJECT¿¿0¿1454.v91-o312¿¿¿¿¿PDG_OBJECT
1597¿PDG_CALL¿¿1454¿1454.CALL->exec-o313¿¿¿¿¿PDG_CALL
1598¿PDG_OBJECT¿¿0¿1454.v92-o314¿¿¿¿¿PDG_OBJECT
1599¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1600¿PDG_CALL¿¿1456¿1456.CALL->cb-o315¿¿¿¿¿PDG_CALL
1601¿PDG_OBJECT¿¿0¿1456.v88-o316¿¿¿¿¿PDG_OBJECT
1602¿PDG_RETURN¿¿0¿1456.RET_OBJ-o317¿¿¿¿¿PDG_RETURN
1603¿PDG_CALL¿¿1456¿1456.CALL->after-o318¿¿¿¿¿PDG_CALL
1604¿PDG_OBJECT¿¿0¿1456.v89-o319¿¿¿¿¿PDG_OBJECT
1605¿PDG_CALL¿¿1456¿1456.CALL->cb-o320¿¿¿¿¿PDG_CALL
1606¿PDG_OBJECT¿¿0¿1456.v90-o321¿¿¿¿¿PDG_OBJECT
1607¿PDG_RETURN¿¿0¿1459.RET_OBJ-o322¿¿¿¿¿PDG_RETURN
1608¿PDG_RETURN¿¿0¿1459.RET_OBJ-o323¿¿¿¿¿PDG_RETURN
1609¿PDG_RETURN¿¿0¿1459.RET_OBJ-o324¿¿¿¿¿PDG_RETURN
1610¿PDG_OBJECT¿¿0¿1465.ret-o325¿¿¿¿¿PDG_OBJECT
1611¿PDG_OBJECT¿¿0¿1465.statuses-o326¿¿¿¿¿PDG_OBJECT
1612¿PDG_OBJECT¿¿0¿1465.statuses-o327¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1465.statuses.'??'-o328¿¿¿¿¿PDG_OBJECT
1614¿PDG_OBJECT¿¿0¿1465.statuses-o329¿¿¿¿¿PDG_OBJECT
1615¿PDG_OBJECT¿¿0¿1465.statuses.M-o330¿¿¿¿¿PDG_OBJECT
1616¿PDG_OBJECT¿¿0¿1465.statuses-o331¿¿¿¿¿PDG_OBJECT
1617¿PDG_OBJECT¿¿0¿1465.statuses.AM-o332¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1465.statuses-o333¿¿¿¿¿PDG_OBJECT
1619¿PDG_OBJECT¿¿0¿1465.statuses.D-o334¿¿¿¿¿PDG_OBJECT
1620¿PDG_OBJECT¿¿0¿1465.status-o335¿¿¿¿¿PDG_OBJECT
1621¿PDG_OBJECT¿¿0¿1465.status-o336¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1465.statuses.*-o337¿¿¿¿¿PDG_OBJECT
1623¿PDG_OBJECT¿¿0¿1465.ret-o338¿¿¿¿¿PDG_OBJECT
1624¿PDG_OBJECT¿¿0¿1465.ret.*-o339¿¿¿¿¿PDG_OBJECT
1625¿PDG_OBJECT¿¿0¿1468.this-o340¿¿¿¿¿PDG_OBJECT
1626¿PDG_OBJECT¿¿0¿1468.line-o341¿¿¿¿¿PDG_OBJECT
1627¿PDG_OBJECT¿¿0¿1465.v105-o342¿¿¿¿¿PDG_OBJECT
1628¿PDG_CALL¿¿1465¿1465.CALL->lines-o343¿¿¿¿¿PDG_CALL
1629¿PDG_OBJECT¿¿0¿1465.v106-o344¿¿¿¿¿PDG_OBJECT
1630¿PDG_RETURN¿¿0¿1465.RET_OBJ-o345¿¿¿¿¿PDG_RETURN
1631¿PDG_OBJECT¿¿0¿1471.this-o346¿¿¿¿¿PDG_OBJECT
1632¿PDG_OBJECT¿¿0¿1471.line-o347¿¿¿¿¿PDG_OBJECT
1633¿PDG_OBJECT¿¿0¿1465.v110-o348¿¿¿¿¿PDG_OBJECT
1634¿PDG_CALL¿¿1465¿1465.CALL->lines-o349¿¿¿¿¿PDG_CALL
1635¿PDG_OBJECT¿¿0¿1465.v111-o350¿¿¿¿¿PDG_OBJECT
1636¿PDG_OBJECT¿¿0¿1475.this-o351¿¿¿¿¿PDG_OBJECT
1637¿PDG_OBJECT¿¿0¿1475.line-o352¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1465.v116-o353¿¿¿¿¿PDG_OBJECT
1639¿PDG_CALL¿¿1465¿1465.CALL->lines-o354¿¿¿¿¿PDG_CALL
1640¿PDG_OBJECT¿¿0¿1465.v117-o355¿¿¿¿¿PDG_OBJECT
1641¿PDG_RETURN¿¿0¿1465.RET_OBJ-o356¿¿¿¿¿PDG_RETURN
1642¿PDG_CALL¿¿1468¿1468.CALL->line.trim-o357¿¿¿¿¿PDG_CALL
1643¿PDG_OBJECT¿¿0¿1468.v98-o358¿¿¿¿¿PDG_OBJECT
1644¿PDG_CALL¿¿1468¿1468.CALL->v98.split-o359¿¿¿¿¿PDG_CALL
1645¿PDG_OBJECT¿¿0¿1468.line-o360¿¿¿¿¿PDG_OBJECT
1646¿PDG_CALL¿¿1468¿1468.CALL->line.shift-o361¿¿¿¿¿PDG_CALL
1647¿PDG_OBJECT¿¿0¿1468.type-o362¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿0¿1468.v100-o363¿¿¿¿¿PDG_OBJECT
1649¿PDG_CALL¿¿1468¿1468.CALL->line.join-o364¿¿¿¿¿PDG_CALL
1650¿PDG_OBJECT¿¿0¿1468.v102-o365¿¿¿¿¿PDG_OBJECT
1651¿PDG_CALL¿¿1468¿1468.CALL->v101.push-o366¿¿¿¿¿PDG_CALL
1652¿PDG_OBJECT¿¿0¿1468.v103-o367¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1468.v104-o368¿¿¿¿¿PDG_OBJECT
1654¿PDG_CALL¿¿1471¿1471.CALL->line.indexOf-o369¿¿¿¿¿PDG_CALL
1655¿PDG_OBJECT¿¿0¿1471.v107-o370¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1471.v109-o371¿¿¿¿¿PDG_OBJECT
1657¿PDG_CALL¿¿1471¿1471.CALL->line.slice-o372¿¿¿¿¿PDG_CALL
1658¿PDG_OBJECT¿¿0¿1471.ret-o373¿¿¿¿¿PDG_OBJECT
1659¿PDG_CALL¿¿1475¿1475.CALL->line.trim-o374¿¿¿¿¿PDG_CALL
1660¿PDG_OBJECT¿¿0¿1475.v112-o375¿¿¿¿¿PDG_OBJECT
1661¿PDG_CALL¿¿1475¿1475.CALL->v112.split-o376¿¿¿¿¿PDG_CALL
1662¿PDG_OBJECT¿¿0¿1475.parts-o377¿¿¿¿¿PDG_OBJECT
1663¿PDG_OBJECT¿¿0¿1475.parts.0-o378¿¿¿¿¿PDG_OBJECT
1664¿PDG_OBJECT¿¿0¿1475.parts.1-o379¿¿¿¿¿PDG_OBJECT
1665¿PDG_OBJECT¿¿0¿1475.parts.2-o380¿¿¿¿¿PDG_OBJECT
1666¿PDG_CALL¿¿1475¿1475.CALL->author.trim-o381¿¿¿¿¿PDG_CALL
1667¿PDG_OBJECT¿¿0¿1475.v113-o382¿¿¿¿¿PDG_OBJECT
1668¿PDG_CALL¿¿1475¿1475.CALL->message.trim-o383¿¿¿¿¿PDG_CALL
1669¿PDG_OBJECT¿¿0¿1475.v114-o384¿¿¿¿¿PDG_OBJECT
1670¿PDG_OBJECT¿¿0¿1475.v115-o385¿¿¿¿¿PDG_OBJECT
1671¿PDG_OBJECT¿¿0¿1475.v115-o386¿¿¿¿¿PDG_OBJECT
1672¿PDG_OBJECT¿¿0¿1475.v115.author-o387¿¿¿¿¿PDG_OBJECT
1673¿PDG_OBJECT¿¿0¿1475.v115-o388¿¿¿¿¿PDG_OBJECT
1674¿PDG_OBJECT¿¿0¿1475.v115.message-o389¿¿¿¿¿PDG_OBJECT
1675¿PDG_OBJECT¿¿0¿1475.ret-o390¿¿¿¿¿PDG_OBJECT
1676¿PDG_OBJECT¿¿0¿1475.ret.*-o391¿¿¿¿¿PDG_OBJECT
1677¿PDG_CALL¿¿1480¿1480.CALL->output.trim-o392¿¿¿¿¿PDG_CALL
1678¿PDG_OBJECT¿¿0¿1480.v118-o393¿¿¿¿¿PDG_OBJECT
1679¿PDG_CALL¿¿1480¿1480.CALL->v118.split-o394¿¿¿¿¿PDG_CALL
1680¿PDG_OBJECT¿¿0¿1480.v119-o395¿¿¿¿¿PDG_OBJECT
1681¿PDG_OBJECT¿¿0¿1482.this-o396¿¿¿¿¿PDG_OBJECT
1682¿PDG_OBJECT¿¿0¿1482.line-o397¿¿¿¿¿PDG_OBJECT
1683¿PDG_OBJECT¿¿0¿1480.v121-o398¿¿¿¿¿PDG_OBJECT
1684¿PDG_CALL¿¿1480¿1480.CALL->v119.forEach-o399¿¿¿¿¿PDG_CALL
1685¿PDG_OBJECT¿¿0¿1480.v122-o400¿¿¿¿¿PDG_OBJECT
1686¿PDG_CALL¿¿1482¿1482.CALL->cb-o401¿¿¿¿¿PDG_CALL
1687¿PDG_OBJECT¿¿0¿1482.v120-o402¿¿¿¿¿PDG_OBJECT
