Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
914¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Program
1489¿VariableDeclarator¿¿1593¿v176¿¿¿{"start":{"line":74,"column":2},"end":{"line":92,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1490¿CallExpression¿¿1593¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":92,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1491¿MemberExpression¿¿1593¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1492¿Identifier¿¿1593¿v154¿¿¿¿¿Identifier
1493¿Identifier¿¿1593¿then¿¿¿{"start":{"line":77,"column":5},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1494¿Identifier¿¿1593¿v175¿¿¿¿¿Identifier
1495¿VariableDeclarator¿¿1593¿v177¿¿¿{"start":{"line":74,"column":2},"end":{"line":92,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1496¿CallExpression¿¿1593¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":92,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1497¿MemberExpression¿¿1593¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":92,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1498¿Identifier¿¿1593¿v176¿¿¿¿¿Identifier
1499¿Identifier¿¿1593¿catch¿¿¿{"start":{"line":92,"column":5},"end":{"line":92,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1500¿Identifier¿¿1593¿cb¿¿¿{"start":{"line":92,"column":11},"end":{"line":92,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1501¿ExpressionStatement¿¿1593¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":92,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1502¿Identifier¿¿1593¿v177¿¿¿¿¿Identifier
1503¿BlockStatement¿¿1593¿¿¿¿{"start":{"line":71,"column":41},"end":{"line":93,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1504¿VariableDeclarator¿¿1591¿v179¿¿¿{"start":{"line":71,"column":8},"end":{"line":93,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1505¿NewExpression¿¿1591¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":93,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿NewExpression
1506¿Identifier¿¿1591¿Promise¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1507¿Identifier¿¿1591¿v178¿¿¿¿¿Identifier
1508¿ReturnStatement¿¿1591¿¿¿¿{"start":{"line":71,"column":1},"end":{"line":93,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1509¿Identifier¿¿1591¿v179¿¿¿¿¿Identifier
1510¿BlockStatement¿¿1591¿¿¿¿{"start":{"line":70,"column":42},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1511¿ExpressionStatement¿¿1559¿¿¿¿{"start":{"line":70,"column":0},"end":{"line":94,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1512¿AssignmentExpression¿=¿1559¿¿¿¿{"start":{"line":70,"column":0},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1513¿MemberExpression¿¿1559¿¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1514¿Identifier¿¿1559¿v150¿¿¿¿¿Identifier
1515¿Identifier¿¿1559¿check¿¿¿{"start":{"line":70,"column":15},"end":{"line":70,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1516¿Identifier¿¿1559¿v180¿¿¿¿¿Identifier
1517¿VariableDeclarator¿exported¿1559¿v184¿¿¿{"start":{"line":96,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1518¿FunctionExpression¿¿1559¿anon¿¿¿{"start":{"line":96,"column":17},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿FunctionExpression
1519¿Identifier¿¿0¿child_process¿¿¿{"start":{"line":96,"column":26},"end":{"line":96,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1520¿Identifier¿¿0¿path¿¿¿{"start":{"line":96,"column":41},"end":{"line":96,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1521¿VariableDeclarator¿¿1605¿v181¿¿¿{"start":{"line":97,"column":5},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1522¿UnaryExpression¿!¿1605¿¿¿¿{"start":{"line":97,"column":5},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿UnaryExpression
1523¿Identifier¿¿1605¿child_process¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1524¿IfStatement¿¿1605¿¿¿¿{"start":{"line":97,"column":1},"end":{"line":99,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿IfStatement
1525¿Identifier¿¿1605¿v181¿¿¿¿¿Identifier
1526¿ExpressionStatement¿¿1605¿¿¿¿{"start":{"line":98,"column":2},"end":{"line":98,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1527¿AssignmentExpression¿=¿1605¿¿¿¿{"start":{"line":98,"column":2},"end":{"line":98,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1528¿Identifier¿¿1605¿child_process¿¿¿{"start":{"line":98,"column":2},"end":{"line":98,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1529¿CallExpression¿¿1605¿¿¿¿{"start":{"line":98,"column":18},"end":{"line":98,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1530¿Identifier¿¿1605¿require¿¿¿{"start":{"line":98,"column":18},"end":{"line":98,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1531¿Literal¿string¿1605¿¿'child_process'¿¿{"start":{"line":98,"column":26},"end":{"line":98,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1532¿BlockStatement¿¿1605¿¿¿¿{"start":{"line":97,"column":21},"end":{"line":99,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1533¿VariableDeclarator¿¿1605¿v182¿¿¿{"start":{"line":101,"column":5},"end":{"line":101,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1534¿UnaryExpression¿!¿1605¿¿¿¿{"start":{"line":101,"column":5},"end":{"line":101,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿UnaryExpression
1535¿Identifier¿¿1605¿path¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1536¿IfStatement¿¿1605¿¿¿¿{"start":{"line":101,"column":1},"end":{"line":103,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿IfStatement
1537¿Identifier¿¿1605¿v182¿¿¿¿¿Identifier
1538¿ExpressionStatement¿¿1605¿¿¿¿{"start":{"line":102,"column":2},"end":{"line":102,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1539¿AssignmentExpression¿=¿1605¿¿¿¿{"start":{"line":102,"column":2},"end":{"line":102,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1540¿Identifier¿¿1605¿path¿¿¿{"start":{"line":102,"column":2},"end":{"line":102,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1541¿CallExpression¿¿1605¿¿¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿CallExpression
1542¿Identifier¿¿1605¿require¿¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1543¿Literal¿string¿1605¿¿'path'¿¿{"start":{"line":102,"column":17},"end":{"line":102,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Literal
1544¿BlockStatement¿¿1605¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":103,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1545¿VariableDeclarator¿¿1605¿v183¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿VariableDeclarator
1546¿NewExpression¿¿1605¿¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿NewExpression
1547¿Identifier¿¿1605¿stat¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1548¿Identifier¿¿1605¿child_process¿¿¿{"start":{"line":105,"column":17},"end":{"line":105,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1549¿Identifier¿¿1605¿path¿¿¿{"start":{"line":105,"column":32},"end":{"line":105,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1550¿ReturnStatement¿¿1605¿¿¿¿{"start":{"line":105,"column":1},"end":{"line":105,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ReturnStatement
1551¿Identifier¿¿1605¿v183¿¿¿¿¿Identifier
1552¿BlockStatement¿¿1605¿¿¿¿{"start":{"line":96,"column":47},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿BlockStatement
1553¿ExpressionStatement¿¿1559¿¿¿¿{"start":{"line":96,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿ExpressionStatement
1554¿AssignmentExpression¿=¿1559¿¿¿¿{"start":{"line":96,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿AssignmentExpression
1555¿MemberExpression¿¿1559¿¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿MemberExpression
1556¿Identifier¿¿1559¿module¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1557¿Identifier¿¿1559¿exports¿¿¿{"start":{"line":96,"column":7},"end":{"line":96,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/diskstats_0.0.2/src/stat.js"}¿¿Identifier
1558¿Identifier¿¿1559¿v184¿¿¿¿¿Identifier
1559¿CFG_F_START¿¿1559¿__main__¿¿¿¿¿CFG_F_START
1560¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1561¿CFG_F_START¿¿1561¿916_anon¿¿¿¿¿CFG_F_START
1562¿CFG_F_END¿¿0¿916_anon¿¿¿¿¿CFG_F_END
1563¿CFG_F_START¿¿1563¿937_anon¿¿¿¿¿CFG_F_START
1564¿CFG_F_END¿¿0¿937_anon¿¿¿¿¿CFG_F_END
1565¿CFG_IF_END¿¿0¿943¿¿¿¿¿CFG_IF_END
1566¿CFG_IF_END¿¿0¿958¿¿¿¿¿CFG_IF_END
1567¿CFG_F_START¿¿1567¿993_anon¿¿¿¿¿CFG_F_START
1568¿CFG_F_END¿¿0¿993_anon¿¿¿¿¿CFG_F_END
1569¿CFG_F_START¿¿1569¿1010_anon¿¿¿¿¿CFG_F_START
1570¿CFG_F_END¿¿0¿1010_anon¿¿¿¿¿CFG_F_END
1571¿CFG_F_START¿¿1571¿1031_anon¿¿¿¿¿CFG_F_START
1572¿CFG_F_END¿¿0¿1031_anon¿¿¿¿¿CFG_F_END
1573¿CFG_IF_END¿¿0¿1038¿¿¿¿¿CFG_IF_END
1574¿CFG_IF_END¿¿0¿1069¿¿¿¿¿CFG_IF_END
1575¿CFG_F_START¿¿1575¿1149_anon¿¿¿¿¿CFG_F_START
1576¿CFG_F_END¿¿0¿1149_anon¿¿¿¿¿CFG_F_END
1577¿CFG_F_START¿¿1577¿1152_anon¿¿¿¿¿CFG_F_START
1578¿CFG_F_END¿¿0¿1152_anon¿¿¿¿¿CFG_F_END
1579¿CFG_F_START¿¿1579¿1170_anon¿¿¿¿¿CFG_F_START
1580¿CFG_F_END¿¿0¿1170_anon¿¿¿¿¿CFG_F_END
1581¿CFG_IF_END¿¿0¿1173¿¿¿¿¿CFG_IF_END
1582¿CFG_F_START¿¿1582¿1223_anon¿¿¿¿¿CFG_F_START
1583¿CFG_F_END¿¿0¿1223_anon¿¿¿¿¿CFG_F_END
1584¿CFG_F_START¿¿1584¿1226_anon¿¿¿¿¿CFG_F_START
1585¿CFG_F_END¿¿0¿1226_anon¿¿¿¿¿CFG_F_END
1586¿CFG_F_START¿¿1586¿1244_anon¿¿¿¿¿CFG_F_START
1587¿CFG_F_END¿¿0¿1244_anon¿¿¿¿¿CFG_F_END
1588¿CFG_IF_END¿¿0¿1247¿¿¿¿¿CFG_IF_END
1589¿CFG_F_START¿¿1589¿1297_anon¿¿¿¿¿CFG_F_START
1590¿CFG_F_END¿¿0¿1297_anon¿¿¿¿¿CFG_F_END
1591¿CFG_F_START¿¿1591¿1320_anon¿¿¿¿¿CFG_F_START
1592¿CFG_F_END¿¿0¿1320_anon¿¿¿¿¿CFG_F_END
1593¿CFG_F_START¿¿1593¿1324_anon¿¿¿¿¿CFG_F_START
1594¿CFG_F_END¿¿0¿1324_anon¿¿¿¿¿CFG_F_END
1595¿CFG_F_START¿¿1595¿1336_anon¿¿¿¿¿CFG_F_START
1596¿CFG_F_END¿¿0¿1336_anon¿¿¿¿¿CFG_F_END
1597¿CFG_F_START¿¿1597¿1358_anon¿¿¿¿¿CFG_F_START
1598¿CFG_F_END¿¿0¿1358_anon¿¿¿¿¿CFG_F_END
1599¿CFG_F_START¿¿1599¿1371_anon¿¿¿¿¿CFG_F_START
1600¿CFG_F_END¿¿0¿1371_anon¿¿¿¿¿CFG_F_END
1601¿CFG_IF_END¿¿0¿1384¿¿¿¿¿CFG_IF_END
1602¿CFG_IF_END¿¿0¿1441¿¿¿¿¿CFG_IF_END
1603¿CFG_IF_END¿¿0¿1430¿¿¿¿¿CFG_IF_END
1604¿CFG_IF_END¿¿0¿1470¿¿¿¿¿CFG_IF_END
1605¿CFG_F_START¿¿1605¿1518_anon¿¿¿¿¿CFG_F_START
1606¿CFG_F_END¿¿0¿1518_anon¿¿¿¿¿CFG_F_END
1607¿CFG_IF_END¿¿0¿1524¿¿¿¿¿CFG_IF_END
1608¿CFG_IF_END¿¿0¿1536¿¿¿¿¿CFG_IF_END
1609¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1610¿PDG_OBJECT¿¿0¿1561.this-o215¿¿¿¿¿PDG_OBJECT
1611¿PDG_OBJECT¿¿0¿1561.child_process-o216¿¿¿¿¿PDG_OBJECT
1612¿PDG_OBJECT¿¿0¿1561.path-o217¿¿¿¿¿PDG_OBJECT
1613¿PDG_OBJECT¿¿0¿1559.stat-o218¿¿¿¿¿PDG_OBJECT
1614¿PDG_OBJECT¿¿0¿1559.stat.prototype-o219¿¿¿¿¿PDG_OBJECT
1615¿PDG_OBJECT¿¿0¿1563.this-o220¿¿¿¿¿PDG_OBJECT
1616¿PDG_OBJECT¿¿0¿1563.path-o221¿¿¿¿¿PDG_OBJECT
1617¿PDG_OBJECT¿¿0¿1559.v100-o222¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1559.v93-o223¿¿¿¿¿PDG_OBJECT
1619¿PDG_OBJECT¿¿0¿1559.v93._ensureAbsPath-o224¿¿¿¿¿PDG_OBJECT
1620¿PDG_OBJECT¿¿0¿1567.this-o225¿¿¿¿¿PDG_OBJECT
1621¿PDG_OBJECT¿¿0¿1567.response-o226¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1559.v122-o227¿¿¿¿¿PDG_OBJECT
1623¿PDG_OBJECT¿¿0¿1559.v101-o228¿¿¿¿¿PDG_OBJECT
1624¿PDG_OBJECT¿¿0¿1559.v101._parseResponse-o229¿¿¿¿¿PDG_OBJECT
1625¿PDG_OBJECT¿¿0¿1575.this-o230¿¿¿¿¿PDG_OBJECT
1626¿PDG_OBJECT¿¿0¿1575.path-o231¿¿¿¿¿PDG_OBJECT
1627¿PDG_OBJECT¿¿0¿1559.v134-o232¿¿¿¿¿PDG_OBJECT
1628¿PDG_OBJECT¿¿0¿1559.v123-o233¿¿¿¿¿PDG_OBJECT
1629¿PDG_OBJECT¿¿0¿1559.v123._fetchSpace-o234¿¿¿¿¿PDG_OBJECT
1630¿PDG_OBJECT¿¿0¿1582.this-o235¿¿¿¿¿PDG_OBJECT
1631¿PDG_OBJECT¿¿0¿1582.path-o236¿¿¿¿¿PDG_OBJECT
1632¿PDG_OBJECT¿¿0¿1559.v146-o237¿¿¿¿¿PDG_OBJECT
1633¿PDG_OBJECT¿¿0¿1559.v135-o238¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿0¿1559.v135._fetchInodes-o239¿¿¿¿¿PDG_OBJECT
1635¿PDG_OBJECT¿¿0¿1589.this-o240¿¿¿¿¿PDG_OBJECT
1636¿PDG_OBJECT¿¿0¿1589.cb-o241¿¿¿¿¿PDG_OBJECT
1637¿PDG_OBJECT¿¿0¿1559.v149-o242¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1559.v147-o243¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1559.v147.all-o244¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1591.this-o245¿¿¿¿¿PDG_OBJECT
1641¿PDG_OBJECT¿¿0¿1591.path-o246¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿0¿1591.cb-o247¿¿¿¿¿PDG_OBJECT
1643¿PDG_OBJECT¿¿0¿1559.v180-o248¿¿¿¿¿PDG_OBJECT
1644¿PDG_OBJECT¿¿0¿1559.v150-o249¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿0¿1559.v150.check-o250¿¿¿¿¿PDG_OBJECT
1646¿PDG_OBJECT¿¿0¿1605.this-o251¿¿¿¿¿PDG_OBJECT
1647¿PDG_OBJECT¿¿0¿1605.child_process-o252¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿0¿1605.path-o253¿¿¿¿¿PDG_OBJECT
1649¿PDG_OBJECT¿¿0¿1559.v184-o254¿¿¿¿¿PDG_OBJECT
1650¿PDG_OBJECT¿¿0¿1559.module-o255¿¿¿¿¿PDG_OBJECT
1651¿PDG_OBJECT¿¿0¿1559.module.exports-o256¿¿¿¿¿PDG_OBJECT
1652¿PDG_OBJECT¿¿0¿1561.this-o257¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1561.this.child_process-o258¿¿¿¿¿PDG_OBJECT
1654¿PDG_OBJECT¿¿0¿1561.this-o259¿¿¿¿¿PDG_OBJECT
1655¿PDG_OBJECT¿¿0¿1561.this.path-o260¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1563.v94-o261¿¿¿¿¿PDG_OBJECT
1657¿PDG_RETURN¿¿0¿1563.RET_OBJ-o262¿¿¿¿¿PDG_RETURN
1658¿PDG_OBJECT¿¿0¿1563.this.path-o263¿¿¿¿¿PDG_OBJECT
1659¿PDG_CALL¿¿1563¿1563.CALL->v95.isAbsolute-o264¿¿¿¿¿PDG_CALL
1660¿PDG_OBJECT¿¿0¿1563.v96-o265¿¿¿¿¿PDG_OBJECT
1661¿PDG_RETURN¿¿0¿1563.RET_OBJ-o266¿¿¿¿¿PDG_RETURN
1662¿PDG_CALL¿¿1563¿1563.CALL->process.cwd-o267¿¿¿¿¿PDG_CALL
1663¿PDG_OBJECT¿¿0¿1563.v98-o268¿¿¿¿¿PDG_OBJECT
1664¿PDG_CALL¿¿1563¿1563.CALL->v97.join-o269¿¿¿¿¿PDG_CALL
1665¿PDG_OBJECT¿¿0¿1563.v99-o270¿¿¿¿¿PDG_OBJECT
1666¿PDG_RETURN¿¿0¿1563.RET_OBJ-o271¿¿¿¿¿PDG_RETURN
1667¿PDG_CALL¿¿1567¿1567.CALL->response.split-o272¿¿¿¿¿PDG_CALL
1668¿PDG_OBJECT¿¿0¿1567.v102-o273¿¿¿¿¿PDG_OBJECT
1669¿PDG_CALL¿¿1567¿1567.CALL->v102.slice-o274¿¿¿¿¿PDG_CALL
1670¿PDG_OBJECT¿¿0¿1567.lines-o275¿¿¿¿¿PDG_OBJECT
1671¿PDG_OBJECT¿¿0¿1567.ret-o276¿¿¿¿¿PDG_OBJECT
1672¿PDG_OBJECT¿¿0¿1569.this-o277¿¿¿¿¿PDG_OBJECT
1673¿PDG_OBJECT¿¿0¿1569.line-o278¿¿¿¿¿PDG_OBJECT
1674¿PDG_OBJECT¿¿0¿1567.v120-o279¿¿¿¿¿PDG_OBJECT
1675¿PDG_CALL¿¿1567¿1567.CALL->lines.forEach-o280¿¿¿¿¿PDG_CALL
1676¿PDG_OBJECT¿¿0¿1567.v121-o281¿¿¿¿¿PDG_OBJECT
1677¿PDG_RETURN¿¿0¿1567.RET_OBJ-o282¿¿¿¿¿PDG_RETURN
1678¿PDG_CALL¿¿1569¿1569.CALL->line.replace-o283¿¿¿¿¿PDG_CALL
1679¿PDG_OBJECT¿¿0¿1569.v103-o284¿¿¿¿¿PDG_OBJECT
1680¿PDG_CALL¿¿1569¿1569.CALL->v103.trim-o285¿¿¿¿¿PDG_CALL
1681¿PDG_OBJECT¿¿0¿1569.v104-o286¿¿¿¿¿PDG_OBJECT
1682¿PDG_CALL¿¿1569¿1569.CALL->v104.split-o287¿¿¿¿¿PDG_CALL
1683¿PDG_OBJECT¿¿0¿1569.v105-o288¿¿¿¿¿PDG_OBJECT
1684¿PDG_OBJECT¿¿0¿1571.this-o289¿¿¿¿¿PDG_OBJECT
1685¿PDG_OBJECT¿¿0¿1571.sum-o290¿¿¿¿¿PDG_OBJECT
1686¿PDG_OBJECT¿¿0¿1571.a-o291¿¿¿¿¿PDG_OBJECT
1687¿PDG_OBJECT¿¿0¿1569.v108-o292¿¿¿¿¿PDG_OBJECT
1688¿PDG_OBJECT¿¿0¿1569.v109-o293¿¿¿¿¿PDG_OBJECT
1689¿PDG_CALL¿¿1569¿1569.CALL->v105.reduce-o294¿¿¿¿¿PDG_CALL
1690¿PDG_OBJECT¿¿0¿1569.parts-o295¿¿¿¿¿PDG_OBJECT
1691¿PDG_OBJECT¿¿0¿1569.parts.length-o296¿¿¿¿¿PDG_OBJECT
1692¿PDG_OBJECT¿¿0¿1569.v111-o297¿¿¿¿¿PDG_OBJECT
1693¿PDG_OBJECT¿¿0¿1569.parts.0-o298¿¿¿¿¿PDG_OBJECT
1694¿PDG_OBJECT¿¿0¿1569.parts.1-o299¿¿¿¿¿PDG_OBJECT
1695¿PDG_CALL¿¿1569¿1569.CALL->parseInt-o300¿¿¿¿¿PDG_CALL
1696¿PDG_OBJECT¿¿0¿1569.v114-o301¿¿¿¿¿PDG_OBJECT
1697¿PDG_OBJECT¿¿0¿1569.parts.2-o302¿¿¿¿¿PDG_OBJECT
1698¿PDG_CALL¿¿1569¿1569.CALL->parseInt-o303¿¿¿¿¿PDG_CALL
1699¿PDG_OBJECT¿¿0¿1569.v116-o304¿¿¿¿¿PDG_OBJECT
1700¿PDG_OBJECT¿¿0¿1569.parts.3-o305¿¿¿¿¿PDG_OBJECT
1701¿PDG_CALL¿¿1569¿1569.CALL->parseInt-o306¿¿¿¿¿PDG_CALL
1702¿PDG_OBJECT¿¿0¿1569.v118-o307¿¿¿¿¿PDG_OBJECT
1703¿PDG_OBJECT¿¿0¿1569.v119-o308¿¿¿¿¿PDG_OBJECT
1704¿PDG_OBJECT¿¿0¿1569.v119-o309¿¿¿¿¿PDG_OBJECT
1705¿PDG_OBJECT¿¿0¿1569.v119.total-o310¿¿¿¿¿PDG_OBJECT
1706¿PDG_OBJECT¿¿0¿1569.v119-o311¿¿¿¿¿PDG_OBJECT
1707¿PDG_OBJECT¿¿0¿1569.v119.used-o312¿¿¿¿¿PDG_OBJECT
1708¿PDG_OBJECT¿¿0¿1569.v119-o313¿¿¿¿¿PDG_OBJECT
1709¿PDG_OBJECT¿¿0¿1569.v119.free-o314¿¿¿¿¿PDG_OBJECT
1710¿PDG_OBJECT¿¿0¿1569.ret-o315¿¿¿¿¿PDG_OBJECT
1711¿PDG_OBJECT¿¿0¿1569.ret.*-o316¿¿¿¿¿PDG_OBJECT
1712¿PDG_OBJECT¿¿0¿1571.v106-o317¿¿¿¿¿PDG_OBJECT
1713¿PDG_CALL¿¿1571¿1571.CALL->sum.push-o318¿¿¿¿¿PDG_CALL
