Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
741¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":100,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/node-ps_0.0.2/src/index.js"}¿¿Program
1378¿PDG_OBJECT¿¿0¿1280.line-o244¿¿¿¿¿PDG_OBJECT
1379¿PDG_OBJECT¿¿0¿1276.v95-o245¿¿¿¿¿PDG_OBJECT
1380¿PDG_CALL¿¿1276¿1276.CALL->v80.map-o246¿¿¿¿¿PDG_CALL
1381¿PDG_OBJECT¿¿0¿1276.objs-o247¿¿¿¿¿PDG_OBJECT
1382¿PDG_RETURN¿¿0¿1276.RET_OBJ-o248¿¿¿¿¿PDG_RETURN
1383¿PDG_CALL¿¿1278¿1278.CALL->line.trim-o249¿¿¿¿¿PDG_CALL
1384¿PDG_OBJECT¿¿0¿1278.v77-o250¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1278.v78-o251¿¿¿¿¿PDG_OBJECT
1386¿PDG_RETURN¿¿0¿1278.RET_OBJ-o252¿¿¿¿¿PDG_RETURN
1387¿PDG_CALL¿¿1280¿1280.CALL->line.trim-o253¿¿¿¿¿PDG_CALL
1388¿PDG_OBJECT¿¿0¿1280.v81-o254¿¿¿¿¿PDG_OBJECT
1389¿PDG_CALL¿¿1280¿1280.CALL->v81.split-o255¿¿¿¿¿PDG_CALL
1390¿PDG_OBJECT¿¿0¿1280.columns-o256¿¿¿¿¿PDG_OBJECT
1391¿PDG_OBJECT¿¿0¿1280.obj-o257¿¿¿¿¿PDG_OBJECT
1392¿PDG_OBJECT¿¿0¿1280.titles.length-o258¿¿¿¿¿PDG_OBJECT
1393¿PDG_OBJECT¿¿0¿1280.v83-o259¿¿¿¿¿PDG_OBJECT
1394¿PDG_OBJECT¿¿0¿1280.v86-o260¿¿¿¿¿PDG_OBJECT
1395¿PDG_OBJECT¿¿0¿1280.v87-o261¿¿¿¿¿PDG_OBJECT
1396¿PDG_OBJECT¿¿0¿1280.columns.length-o262¿¿¿¿¿PDG_OBJECT
1397¿PDG_OBJECT¿¿0¿1280.v89-o263¿¿¿¿¿PDG_OBJECT
1398¿PDG_OBJECT¿¿0¿1280.v90-o264¿¿¿¿¿PDG_OBJECT
1399¿PDG_CALL¿¿1280¿1280.CALL->columns.join-o265¿¿¿¿¿PDG_CALL
1400¿PDG_OBJECT¿¿0¿1280.v92-o266¿¿¿¿¿PDG_OBJECT
1401¿PDG_OBJECT¿¿0¿1280.obj-o267¿¿¿¿¿PDG_OBJECT
1402¿PDG_OBJECT¿¿0¿1280.obj.*-o268¿¿¿¿¿PDG_OBJECT
1403¿PDG_CALL¿¿1280¿1280.CALL->columns.shift-o269¿¿¿¿¿PDG_CALL
1404¿PDG_OBJECT¿¿0¿1280.v94-o270¿¿¿¿¿PDG_OBJECT
1405¿PDG_OBJECT¿¿0¿1280.obj-o271¿¿¿¿¿PDG_OBJECT
1406¿PDG_OBJECT¿¿0¿1280.obj.*-o272¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿0¿1280.v83-o273¿¿¿¿¿PDG_OBJECT
1408¿PDG_RETURN¿¿0¿1280.RET_OBJ-o274¿¿¿¿¿PDG_RETURN
1409¿PDG_OBJECT¿¿0¿1286.this-o275¿¿¿¿¿PDG_OBJECT
1410¿PDG_OBJECT¿¿0¿1286.proc-o276¿¿¿¿¿PDG_OBJECT
1411¿PDG_OBJECT¿¿0¿1284.v111-o277¿¿¿¿¿PDG_OBJECT
1412¿PDG_CALL¿¿1284¿1284.CALL->processes.filter-o278¿¿¿¿¿PDG_CALL
1413¿PDG_OBJECT¿¿0¿1284.v112-o279¿¿¿¿¿PDG_OBJECT
1414¿PDG_RETURN¿¿0¿1284.RET_OBJ-o280¿¿¿¿¿PDG_RETURN
1415¿PDG_OBJECT¿¿0¿1286.query.pid-o281¿¿¿¿¿PDG_OBJECT
1416¿PDG_CALL¿¿1286¿1286.CALL->Object.create-o282¿¿¿¿¿PDG_CALL
1417¿PDG_OBJECT¿¿0¿1286.pids-o283¿¿¿¿¿PDG_OBJECT
1418¿PDG_CALL¿¿1286¿1286.CALL->Array.isArray-o284¿¿¿¿¿PDG_CALL
1419¿PDG_OBJECT¿¿0¿1286.v98-o285¿¿¿¿¿PDG_OBJECT
1420¿PDG_OBJECT¿¿0¿1288.this-o286¿¿¿¿¿PDG_OBJECT
1421¿PDG_OBJECT¿¿0¿1288.pid-o287¿¿¿¿¿PDG_OBJECT
1422¿PDG_OBJECT¿¿0¿1286.v100-o288¿¿¿¿¿PDG_OBJECT
1423¿PDG_CALL¿¿1286¿1286.CALL->v99.forEach-o289¿¿¿¿¿PDG_CALL
1424¿PDG_OBJECT¿¿0¿1286.v101-o290¿¿¿¿¿PDG_OBJECT
1425¿PDG_OBJECT¿¿0¿1286.pids-o291¿¿¿¿¿PDG_OBJECT
1426¿PDG_OBJECT¿¿0¿1286.pids.*-o292¿¿¿¿¿PDG_OBJECT
1427¿PDG_OBJECT¿¿0¿1286.proc.PID-o293¿¿¿¿¿PDG_OBJECT
1428¿PDG_OBJECT¿¿0¿1286.v104-o294¿¿¿¿¿PDG_OBJECT
1429¿PDG_OBJECT¿¿0¿1286.res-o295¿¿¿¿¿PDG_OBJECT
1430¿PDG_OBJECT¿¿0¿1286.query.command-o296¿¿¿¿¿PDG_OBJECT
1431¿PDG_OBJECT¿¿0¿1286.proc.CMD-o297¿¿¿¿¿PDG_OBJECT
1432¿PDG_CALL¿¿1286¿1286.CALL->v106.search-o298¿¿¿¿¿PDG_CALL
1433¿PDG_OBJECT¿¿0¿1286.v108-o299¿¿¿¿¿PDG_OBJECT
1434¿PDG_OBJECT¿¿0¿1286.v110-o300¿¿¿¿¿PDG_OBJECT
1435¿PDG_OBJECT¿¿0¿1286.res-o301¿¿¿¿¿PDG_OBJECT
1436¿PDG_RETURN¿¿0¿1286.RET_OBJ-o302¿¿¿¿¿PDG_RETURN
1437¿PDG_OBJECT¿¿0¿1288.pids-o303¿¿¿¿¿PDG_OBJECT
1438¿PDG_OBJECT¿¿0¿1288.pids.*-o304¿¿¿¿¿PDG_OBJECT
1439¿PDG_OBJECT¿¿0¿1293.process.platform-o305¿¿¿¿¿PDG_OBJECT
1440¿PDG_OBJECT¿¿0¿1293.v114-o306¿¿¿¿¿PDG_OBJECT
1441¿PDG_CALL¿¿1293¿1293.CALL->cb-o307¿¿¿¿¿PDG_CALL
1442¿PDG_OBJECT¿¿0¿1293.v115-o308¿¿¿¿¿PDG_OBJECT
1443¿PDG_RETURN¿¿0¿1293.RET_OBJ-o309¿¿¿¿¿PDG_RETURN
1444¿PDG_CALL¿¿1293¿1293.CALL->args.join-o310¿¿¿¿¿PDG_CALL
1445¿PDG_OBJECT¿¿0¿1293.v116-o311¿¿¿¿¿PDG_OBJECT
1446¿PDG_OBJECT¿¿0¿1293.cmd-o312¿¿¿¿¿PDG_OBJECT
1447¿PDG_OBJECT¿¿0¿1296.this-o313¿¿¿¿¿PDG_OBJECT
1448¿PDG_OBJECT¿¿0¿1296.err-o314¿¿¿¿¿PDG_OBJECT
1449¿PDG_OBJECT¿¿0¿1296.stdout-o315¿¿¿¿¿PDG_OBJECT
1450¿PDG_OBJECT¿¿0¿1296.stderr-o316¿¿¿¿¿PDG_OBJECT
1451¿PDG_OBJECT¿¿0¿1293.v124-o317¿¿¿¿¿PDG_OBJECT
1452¿PDG_CALL¿¿1293¿1293.CALL->childProcess.exec-o318¿¿¿¿¿PDG_CALL
1453¿PDG_OBJECT¿¿0¿1293.v125-o319¿¿¿¿¿PDG_OBJECT
1454¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1455¿PDG_CALL¿¿1296¿1296.CALL->stderr.toString-o320¿¿¿¿¿PDG_CALL
1456¿PDG_OBJECT¿¿0¿1296.v118-o321¿¿¿¿¿PDG_OBJECT
1457¿PDG_CALL¿¿1296¿1296.CALL->cb-o322¿¿¿¿¿PDG_CALL
1458¿PDG_OBJECT¿¿0¿1296.v120-o323¿¿¿¿¿PDG_OBJECT
1459¿PDG_RETURN¿¿0¿1296.RET_OBJ-o324¿¿¿¿¿PDG_RETURN
1460¿PDG_CALL¿¿1296¿1296.CALL->stdout.toString-o325¿¿¿¿¿PDG_CALL
1461¿PDG_OBJECT¿¿0¿1296.v121-o326¿¿¿¿¿PDG_OBJECT
1462¿PDG_CALL¿¿1296¿1296.CALL->_parse-o327¿¿¿¿¿PDG_CALL
1463¿PDG_OBJECT¿¿0¿1296.v122-o328¿¿¿¿¿PDG_OBJECT
1464¿PDG_CALL¿¿1296¿1296.CALL->cb-o329¿¿¿¿¿PDG_CALL
1465¿PDG_OBJECT¿¿0¿1296.v123-o330¿¿¿¿¿PDG_OBJECT
1466¿PDG_RETURN¿¿0¿1296.RET_OBJ-o331¿¿¿¿¿PDG_RETURN
1467¿PDG_OBJECT¿¿0¿1300.query.psargs-o332¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1302.this-o333¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1302.err-o334¿¿¿¿¿PDG_OBJECT
1470¿PDG_OBJECT¿¿0¿1302.results-o335¿¿¿¿¿PDG_OBJECT
1471¿PDG_OBJECT¿¿0¿1300.v130-o336¿¿¿¿¿PDG_OBJECT
1472¿PDG_CALL¿¿1300¿1300.CALL->_ps-o337¿¿¿¿¿PDG_CALL
1473¿PDG_OBJECT¿¿0¿1300.v131-o338¿¿¿¿¿PDG_OBJECT
1474¿PDG_CALL¿¿1302¿1302.CALL->cb-o339¿¿¿¿¿PDG_CALL
1475¿PDG_OBJECT¿¿0¿1302.v127-o340¿¿¿¿¿PDG_OBJECT
1476¿PDG_RETURN¿¿0¿1302.RET_OBJ-o341¿¿¿¿¿PDG_RETURN
1477¿PDG_CALL¿¿1302¿1302.CALL->_filter-o342¿¿¿¿¿PDG_CALL
1478¿PDG_OBJECT¿¿0¿1302.v128-o343¿¿¿¿¿PDG_OBJECT
1479¿PDG_CALL¿¿1302¿1302.CALL->cb-o344¿¿¿¿¿PDG_CALL
1480¿PDG_OBJECT¿¿0¿1302.v129-o345¿¿¿¿¿PDG_OBJECT
1481¿PDG_RETURN¿¿0¿1302.RET_OBJ-o346¿¿¿¿¿PDG_RETURN
