Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
807¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":112,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Program
1315¿Identifier¿¿1423¿content¿¿¿{"start":{"line":97,"column":32},"end":{"line":97,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1316¿Identifier¿¿1423¿toString¿¿¿{"start":{"line":97,"column":40},"end":{"line":97,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1317¿ExpressionStatement¿¿1423¿¿¿¿{"start":{"line":97,"column":12},"end":{"line":97,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1318¿AssignmentExpression¿=¿1423¿¿¿¿{"start":{"line":97,"column":12},"end":{"line":97,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿AssignmentExpression
1319¿Identifier¿¿1423¿content¿¿¿{"start":{"line":97,"column":12},"end":{"line":97,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1320¿BinaryExpression¿+¿1423¿¿¿¿{"start":{"line":97,"column":22},"end":{"line":97,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1321¿Identifier¿¿1423¿PEDDING¿¿¿{"start":{"line":97,"column":22},"end":{"line":97,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1322¿Identifier¿¿1423¿v129¿¿¿¿¿Identifier
1323¿BlockStatement¿¿1423¿¿¿¿{"start":{"line":96,"column":56},"end":{"line":98,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1324¿VariableDeclarator¿¿1423¿v130¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1325¿CallExpression¿¿1423¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1326¿MemberExpression¿¿1423¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1327¿Identifier¿¿1423¿fs¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1328¿Identifier¿¿1423¿writeFileSync¿¿¿{"start":{"line":99,"column":13},"end":{"line":99,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1329¿Identifier¿¿1423¿to¿¿¿{"start":{"line":99,"column":27},"end":{"line":99,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1330¿Identifier¿¿1423¿content¿¿¿{"start":{"line":99,"column":31},"end":{"line":99,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1331¿ExpressionStatement¿¿1423¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1332¿Identifier¿¿1423¿v130¿¿¿¿¿Identifier
1333¿BlockStatement¿¿1423¿¿¿¿{"start":{"line":94,"column":37},"end":{"line":100,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1334¿BlockStatement¿¿1423¿¿¿¿¿¿BlockStatement
1335¿VariableDeclarator¿¿1423¿v113¿¿¿{"start":{"line":84,"column":40},"end":{"line":84,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1336¿UpdateExpression¿¿1423¿¿¿¿{"start":{"line":84,"column":40},"end":{"line":84,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿UpdateExpression
1337¿Identifier¿¿1423¿i¿¿¿{"start":{"line":84,"column":40},"end":{"line":84,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1338¿ExpressionStatement¿¿1423¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":101,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1339¿AssignmentExpression¿=¿1423¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":101,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿AssignmentExpression
1340¿Identifier¿¿1423¿v112¿¿¿{"start":{"line":84,"column":6},"end":{"line":101,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1341¿BinaryExpression¿<¿1423¿¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BinaryExpression
1342¿Identifier¿¿1423¿i¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1343¿Identifier¿¿1423¿v111¿¿¿¿¿Identifier
1344¿BlockStatement¿¿1423¿¿¿¿¿¿BlockStatement
1345¿BlockStatement¿¿1423¿¿¿¿{"start":{"line":81,"column":56},"end":{"line":102,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1346¿VariableDeclarator¿¿1416¿v134¿¿¿{"start":{"line":102,"column":7},"end":{"line":105,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1347¿FunctionExpression¿¿1416¿end¿¿¿{"start":{"line":102,"column":7},"end":{"line":105,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿FunctionExpression
1348¿VariableDeclarator¿¿1430¿v132¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1349¿CallExpression¿¿1430¿¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1350¿Identifier¿¿1430¿cleanup¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1351¿ExpressionStatement¿¿1430¿¿¿¿{"start":{"line":103,"column":6},"end":{"line":103,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1352¿Identifier¿¿1430¿v132¿¿¿¿¿Identifier
1353¿VariableDeclarator¿¿1430¿v133¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1354¿CallExpression¿¿1430¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1355¿Identifier¿¿1430¿callback¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1356¿ExpressionStatement¿¿1430¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1357¿Identifier¿¿1430¿v133¿¿¿¿¿Identifier
1358¿BlockStatement¿¿1430¿¿¿¿{"start":{"line":102,"column":22},"end":{"line":105,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1359¿VariableDeclarator¿¿1416¿v138¿¿¿{"start":{"line":105,"column":7},"end":{"line":109,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1360¿FunctionExpression¿¿1416¿error¿¿¿{"start":{"line":105,"column":7},"end":{"line":109,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿FunctionExpression
1361¿Identifier¿¿0¿err¿¿¿{"start":{"line":105,"column":22},"end":{"line":105,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1362¿Identifier¿¿0¿errPath¿¿¿{"start":{"line":105,"column":27},"end":{"line":105,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1363¿VariableDeclarator¿¿1432¿v135¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1364¿CallExpression¿¿1432¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1365¿Identifier¿¿1432¿cleanup¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1366¿ExpressionStatement¿¿1432¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":106,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1367¿Identifier¿¿1432¿v135¿¿¿¿¿Identifier
1368¿VariableDeclarator¿¿1432¿v136¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1369¿CallExpression¿¿1432¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1370¿MemberExpression¿¿1432¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1371¿Identifier¿¿1432¿console¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1372¿Identifier¿¿1432¿error¿¿¿{"start":{"line":107,"column":14},"end":{"line":107,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1373¿Literal¿string¿1432¿¿'%s error: %s'¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Literal
1374¿Identifier¿¿1432¿errPath¿¿¿{"start":{"line":107,"column":36},"end":{"line":107,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1375¿Identifier¿¿1432¿err¿¿¿{"start":{"line":107,"column":45},"end":{"line":107,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1376¿ExpressionStatement¿¿1432¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1377¿Identifier¿¿1432¿v136¿¿¿¿¿Identifier
1378¿VariableDeclarator¿¿1432¿v137¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1379¿CallExpression¿¿1432¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1380¿Identifier¿¿1432¿callback¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1381¿Identifier¿¿1432¿err¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1382¿ExpressionStatement¿¿1432¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1383¿Identifier¿¿1432¿v137¿¿¿¿¿Identifier
1384¿BlockStatement¿¿1432¿¿¿¿{"start":{"line":105,"column":36},"end":{"line":109,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1385¿VariableDeclarator¿¿1416¿v139¿¿¿{"start":{"line":81,"column":4},"end":{"line":109,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1386¿CallExpression¿¿1416¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":109,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1387¿MemberExpression¿¿1416¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1388¿Identifier¿¿1416¿ndir¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1389¿Identifier¿¿1416¿walk¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1390¿Identifier¿¿1416¿tmpTarget¿¿¿{"start":{"line":81,"column":14},"end":{"line":81,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1391¿Identifier¿¿1416¿v131¿¿¿¿¿Identifier
1392¿Identifier¿¿1416¿v134¿¿¿¿¿Identifier
1393¿Identifier¿¿1416¿v138¿¿¿¿¿Identifier
1394¿ExpressionStatement¿¿1416¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":109,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1395¿Identifier¿¿1416¿v139¿¿¿¿¿Identifier
1396¿BlockStatement¿¿1416¿¿¿¿{"start":{"line":59,"column":55},"end":{"line":111,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1397¿VariableDeclarator¿¿1411¿child¿¿¿{"start":{"line":59,"column":6},"end":{"line":111,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿VariableDeclarator
1398¿CallExpression¿¿1411¿¿¿¿{"start":{"line":59,"column":14},"end":{"line":111,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿CallExpression
1399¿Identifier¿¿1411¿exec¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1400¿Identifier¿¿1411¿cmd¿¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1401¿Identifier¿¿1411¿v140¿¿¿¿¿Identifier
1402¿BlockStatement¿¿1411¿¿¿¿{"start":{"line":37,"column":69},"end":{"line":112,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿BlockStatement
1403¿ExpressionStatement¿¿1409¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":112,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿ExpressionStatement
1404¿AssignmentExpression¿=¿1409¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":112,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿AssignmentExpression
1405¿MemberExpression¿¿1409¿¿¿¿{"start":{"line":37,"column":0},"end":{"line":37,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿MemberExpression
1406¿Identifier¿¿1409¿module¿¿¿{"start":{"line":37,"column":0},"end":{"line":37,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1407¿Identifier¿¿1409¿exports¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-c5hm-xc74-pqrg/src/jscover.js"}¿¿Identifier
1408¿Identifier¿¿1409¿jscover¿¿¿¿¿Identifier
1409¿CFG_F_START¿¿1409¿__main__¿¿¿¿¿CFG_F_START
1410¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1411¿CFG_F_START¿¿1411¿908_anon¿¿¿¿¿CFG_F_START
1412¿CFG_F_END¿¿0¿908_anon¿¿¿¿¿CFG_F_END
1413¿CFG_F_START¿¿1413¿975_anon¿¿¿¿¿CFG_F_START
1414¿CFG_F_END¿¿0¿975_anon¿¿¿¿¿CFG_F_END
1415¿CFG_IF_END¿¿0¿1014¿¿¿¿¿CFG_IF_END
1416¿CFG_F_START¿¿1416¿1076_anon¿¿¿¿¿CFG_F_START
1417¿CFG_F_END¿¿0¿1076_anon¿¿¿¿¿CFG_F_END
1418¿CFG_IF_END¿¿0¿1082¿¿¿¿¿CFG_IF_END
1419¿CFG_IF_END¿¿0¿1098¿¿¿¿¿CFG_IF_END
1420¿CFG_IF_END¿¿0¿1089¿¿¿¿¿CFG_IF_END
1421¿CFG_IF_END¿¿0¿1125¿¿¿¿¿CFG_IF_END
1422¿CFG_IF_END¿¿0¿1160¿¿¿¿¿CFG_IF_END
1423¿CFG_F_START¿¿1423¿1171_onDir¿¿¿¿¿CFG_F_START
1424¿CFG_F_END¿¿0¿1171_onDir¿¿¿¿¿CFG_F_END
1425¿CFG_IF_END¿¿0¿1241¿¿¿¿¿CFG_IF_END
1426¿CFG_IF_END¿¿0¿1310¿¿¿¿¿CFG_IF_END
1427¿CFG_IF_END¿¿0¿1287¿¿¿¿¿CFG_IF_END
1428¿CFG_IF_END¿¿0¿1267¿¿¿¿¿CFG_IF_END
1429¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1430¿CFG_F_START¿¿1430¿1347_end¿¿¿¿¿CFG_F_START
1431¿CFG_F_END¿¿0¿1347_end¿¿¿¿¿CFG_F_END
1432¿CFG_F_START¿¿1432¿1360_error¿¿¿¿¿CFG_F_START
1433¿CFG_F_END¿¿0¿1360_error¿¿¿¿¿CFG_F_END
1434¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1435¿PDG_CALL¿¿1409¿1409.CALL->require-o169¿¿¿¿¿PDG_CALL
1436¿PDG_OBJECT¿¿0¿1409.v71-o170¿¿¿¿¿PDG_OBJECT
1437¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1438¿PDG_CALL¿¿1409¿1409.CALL->v71-o171¿¿¿¿¿PDG_CALL
1439¿PDG_OBJECT¿¿0¿1409.debug-o172¿¿¿¿¿PDG_OBJECT
1440¿PDG_CALL¿¿1409¿1409.CALL->require-o173¿¿¿¿¿PDG_CALL
1441¿PDG_OBJECT¿¿0¿1409.v72-o174¿¿¿¿¿PDG_OBJECT
1442¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1443¿PDG_OBJECT¿¿0¿1409.v72.exec-o175¿¿¿¿¿PDG_OBJECT
1444¿PDG_CALL¿¿1409¿1409.CALL->require-o176¿¿¿¿¿PDG_CALL
1445¿PDG_OBJECT¿¿0¿1409.path-o177¿¿¿¿¿PDG_OBJECT
1446¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1447¿PDG_CALL¿¿1409¿1409.CALL->require-o178¿¿¿¿¿PDG_CALL
1448¿PDG_OBJECT¿¿0¿1409.ndir-o179¿¿¿¿¿PDG_OBJECT
1449¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1450¿PDG_CALL¿¿1409¿1409.CALL->require-o180¿¿¿¿¿PDG_CALL
1451¿PDG_OBJECT¿¿0¿1409.fse-o181¿¿¿¿¿PDG_OBJECT
1452¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1453¿PDG_CALL¿¿1409¿1409.CALL->require-o182¿¿¿¿¿PDG_CALL
1454¿PDG_OBJECT¿¿0¿1409.fs-o183¿¿¿¿¿PDG_OBJECT
1455¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1456¿PDG_CALL¿¿1409¿1409.CALL->path.dirname-o184¿¿¿¿¿PDG_CALL
1457¿PDG_OBJECT¿¿0¿1409.root-o185¿¿¿¿¿PDG_OBJECT
1458¿PDG_OBJECT¿¿0¿1409.process-o186¿¿¿¿¿PDG_OBJECT
1459¿PDG_OBJECT¿¿0¿1409.process.env-o187¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿0¿1409.v73.JSCOVER-o188¿¿¿¿¿PDG_OBJECT
1461¿PDG_CALL¿¿1409¿1409.CALL->path.join-o189¿¿¿¿¿PDG_CALL
1462¿PDG_OBJECT¿¿0¿1409.v75-o190¿¿¿¿¿PDG_OBJECT
1463¿PDG_CALL¿¿1409¿1409.CALL->path.join-o191¿¿¿¿¿PDG_CALL
1464¿PDG_OBJECT¿¿0¿1409.JSCoverLogging-o192¿¿¿¿¿PDG_OBJECT
1465¿PDG_OBJECT¿¿0¿1409.v76-o193¿¿¿¿¿PDG_OBJECT
1466¿PDG_OBJECT¿¿0¿1409.v77-o194¿¿¿¿¿PDG_OBJECT
1467¿PDG_OBJECT¿¿0¿1409.v78-o195¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1409.v79-o196¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1409.v80-o197¿¿¿¿¿PDG_OBJECT
1470¿PDG_OBJECT¿¿0¿1409.v80.0-o198¿¿¿¿¿PDG_OBJECT
1471¿PDG_OBJECT¿¿0¿1409.v80.1-o199¿¿¿¿¿PDG_OBJECT
1472¿PDG_OBJECT¿¿0¿1409.v80.2-o200¿¿¿¿¿PDG_OBJECT
1473¿PDG_OBJECT¿¿0¿1409.v80.3-o201¿¿¿¿¿PDG_OBJECT
1474¿PDG_OBJECT¿¿0¿1409.v80.4-o202¿¿¿¿¿PDG_OBJECT
1475¿PDG_CALL¿¿1409¿1409.CALL->v80.join-o203¿¿¿¿¿PDG_CALL
1476¿PDG_OBJECT¿¿0¿1409.JSCoverCommand-o204¿¿¿¿¿PDG_OBJECT
1477¿PDG_OBJECT¿¿0¿1411.this-o205¿¿¿¿¿PDG_OBJECT
1478¿PDG_OBJECT¿¿0¿1411.source-o206¿¿¿¿¿PDG_OBJECT
1479¿PDG_OBJECT¿¿0¿1411.target-o207¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿0¿1411.options-o208¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿0¿1411.callback-o209¿¿¿¿¿PDG_OBJECT
1482¿PDG_OBJECT¿¿0¿1409.jscover-o210¿¿¿¿¿PDG_OBJECT
1483¿PDG_OBJECT¿¿0¿1409.module-o211¿¿¿¿¿PDG_OBJECT
1484¿PDG_OBJECT¿¿0¿1409.module.exports-o212¿¿¿¿¿PDG_OBJECT
1485¿PDG_OBJECT¿¿0¿1411.source-o213¿¿¿¿¿PDG_OBJECT
1486¿PDG_OBJECT¿¿0¿1411.target-o214¿¿¿¿¿PDG_OBJECT
1487¿PDG_OBJECT¿¿0¿1411.v81-o215¿¿¿¿¿PDG_OBJECT
1488¿PDG_CALL¿¿1411¿1411.CALL->Date.now-o216¿¿¿¿¿PDG_CALL
1489¿PDG_OBJECT¿¿0¿1411.v82-o217¿¿¿¿¿PDG_OBJECT
1490¿PDG_OBJECT¿¿0¿1411.tmpName-o218¿¿¿¿¿PDG_OBJECT
1491¿PDG_OBJECT¿¿0¿1411.v83.TMPDIR-o219¿¿¿¿¿PDG_OBJECT
1492¿PDG_OBJECT¿¿0¿1411.tmpdir-o220¿¿¿¿¿PDG_OBJECT
1493¿PDG_CALL¿¿1411¿1411.CALL->path.join-o221¿¿¿¿¿PDG_CALL
1494¿PDG_OBJECT¿¿0¿1411.tmpTargetDir-o222¿¿¿¿¿PDG_OBJECT
1495¿PDG_CALL¿¿1411¿1411.CALL->path.basename-o223¿¿¿¿¿PDG_CALL
1496¿PDG_OBJECT¿¿0¿1411.v85-o224¿¿¿¿¿PDG_OBJECT
1497¿PDG_CALL¿¿1411¿1411.CALL->path.join-o225¿¿¿¿¿PDG_CALL
