Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2112¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":241,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Program
2256¿Identifier¿¿3696¿alias¿¿¿{"start":{"line":24,"column":5},"end":{"line":24,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2257¿Literal¿string¿3696¿¿'F'¿¿{"start":{"line":24,"column":11},"end":{"line":24,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2258¿Literal¿string¿3696¿¿'font'¿¿{"start":{"line":24,"column":16},"end":{"line":24,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2259¿VariableDeclarator¿¿3696¿v235¿¿¿{"start":{"line":7,"column":0},"end":{"line":25,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2260¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":25,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2261¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":25,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2262¿Identifier¿¿3696¿v234¿¿¿¿¿Identifier
2263¿Identifier¿¿3696¿nargs¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2264¿Literal¿string¿3696¿¿'F'¿¿{"start":{"line":25,"column":12},"end":{"line":25,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2265¿Literal¿number¿3696¿¿1¿¿{"start":{"line":25,"column":17},"end":{"line":25,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2266¿VariableDeclarator¿¿3696¿v236¿¿¿{"start":{"line":7,"column":0},"end":{"line":26,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2267¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":26,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2268¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":26,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2269¿Identifier¿¿3696¿v235¿¿¿¿¿Identifier
2270¿Identifier¿¿3696¿describe¿¿¿{"start":{"line":26,"column":6},"end":{"line":26,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2271¿Literal¿string¿3696¿¿'F'¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2272¿Literal¿string¿3696¿¿'render the output in the specified font'¿¿{"start":{"line":26,"column":20},"end":{"line":26,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2273¿VariableDeclarator¿¿3696¿v237¿¿¿{"start":{"line":7,"column":0},"end":{"line":27,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2274¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":27,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2275¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":27,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2276¿Identifier¿¿3696¿v236¿¿¿¿¿Identifier
2277¿Identifier¿¿3696¿alias¿¿¿{"start":{"line":27,"column":5},"end":{"line":27,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2278¿Literal¿string¿3696¿¿'g'¿¿{"start":{"line":27,"column":11},"end":{"line":27,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2279¿Literal¿string¿3696¿¿'global'¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2280¿VariableDeclarator¿¿3696¿v238¿¿¿{"start":{"line":7,"column":0},"end":{"line":28,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2281¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":28,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2282¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":28,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2283¿Identifier¿¿3696¿v237¿¿¿¿¿Identifier
2284¿Identifier¿¿3696¿nargs¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2285¿Literal¿string¿3696¿¿'g'¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2286¿Literal¿number¿3696¿¿0¿¿{"start":{"line":28,"column":17},"end":{"line":28,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2287¿VariableDeclarator¿¿3696¿v239¿¿¿{"start":{"line":7,"column":0},"end":{"line":29,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2288¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":29,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2289¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":29,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2290¿Identifier¿¿3696¿v238¿¿¿¿¿Identifier
2291¿Identifier¿¿3696¿describe¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2292¿Literal¿string¿3696¿¿'g'¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2293¿Literal¿string¿3696¿¿'install the font globally'¿¿{"start":{"line":29,"column":20},"end":{"line":29,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2294¿VariableDeclarator¿¿3696¿v240¿¿¿{"start":{"line":7,"column":0},"end":{"line":30,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2295¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":30,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2296¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":30,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2297¿Identifier¿¿3696¿v239¿¿¿¿¿Identifier
2298¿Identifier¿¿3696¿alias¿¿¿{"start":{"line":30,"column":5},"end":{"line":30,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2299¿Literal¿string¿3696¿¿'o'¿¿{"start":{"line":30,"column":11},"end":{"line":30,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2300¿Literal¿string¿3696¿¿'output'¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2301¿VariableDeclarator¿¿3696¿v241¿¿¿{"start":{"line":7,"column":0},"end":{"line":31,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2302¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":31,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2303¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":31,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2304¿Identifier¿¿3696¿v240¿¿¿¿¿Identifier
2305¿Identifier¿¿3696¿nargs¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2306¿Literal¿string¿3696¿¿'o'¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2307¿Literal¿number¿3696¿¿1¿¿{"start":{"line":31,"column":17},"end":{"line":31,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2308¿VariableDeclarator¿¿3696¿v242¿¿¿{"start":{"line":7,"column":0},"end":{"line":32,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2309¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":32,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2310¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":32,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2311¿Identifier¿¿3696¿v241¿¿¿¿¿Identifier
2312¿Identifier¿¿3696¿describe¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2313¿Literal¿string¿3696¿¿'o'¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2314¿Literal¿string¿3696¿¿'Save to a file'¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2315¿VariableDeclarator¿¿3696¿v243¿¿¿{"start":{"line":7,"column":0},"end":{"line":33,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2316¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":33,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2317¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":33,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2318¿Identifier¿¿3696¿v242¿¿¿¿¿Identifier
2319¿Identifier¿¿3696¿alias¿¿¿{"start":{"line":33,"column":5},"end":{"line":33,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2320¿Literal¿string¿3696¿¿'a'¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2321¿Literal¿string¿3696¿¿'alphabet'¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2322¿VariableDeclarator¿¿3696¿v244¿¿¿{"start":{"line":7,"column":0},"end":{"line":34,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2323¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":34,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2324¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":34,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2325¿Identifier¿¿3696¿v243¿¿¿¿¿Identifier
2326¿Identifier¿¿3696¿alias¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2327¿Literal¿string¿3696¿¿'a'¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2328¿Literal¿string¿3696¿¿'alpha'¿¿{"start":{"line":34,"column":17},"end":{"line":34,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2329¿VariableDeclarator¿¿3696¿v245¿¿¿{"start":{"line":7,"column":0},"end":{"line":35,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2330¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":35,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2331¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":35,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2332¿Identifier¿¿3696¿v244¿¿¿¿¿Identifier
2333¿Identifier¿¿3696¿nargs¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2334¿Literal¿string¿3696¿¿'a'¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2335¿Literal¿number¿3696¿¿1¿¿{"start":{"line":35,"column":17},"end":{"line":35,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2336¿VariableDeclarator¿¿3696¿v246¿¿¿{"start":{"line":36,"column":31},"end":{"line":36,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2337¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":36,"column":31},"end":{"line":36,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2338¿Identifier¿¿3696¿art¿¿¿{"start":{"line":36,"column":31},"end":{"line":36,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2339¿Identifier¿¿3696¿valueScales¿¿¿{"start":{"line":36,"column":35},"end":{"line":36,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2340¿VariableDeclarator¿¿3696¿v247¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2341¿CallExpression¿¿3696¿¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2342¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2343¿Identifier¿¿3696¿Object¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2344¿Identifier¿¿3696¿keys¿¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2345¿Identifier¿¿3696¿v246¿¿¿¿¿Identifier
2346¿VariableDeclarator¿¿3696¿v248¿¿¿{"start":{"line":7,"column":0},"end":{"line":36,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2347¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":36,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2348¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":36,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2349¿Identifier¿¿3696¿v245¿¿¿¿¿Identifier
2350¿Identifier¿¿3696¿choices¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2351¿Literal¿string¿3696¿¿'a'¿¿{"start":{"line":36,"column":14},"end":{"line":36,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2352¿Identifier¿¿3696¿v247¿¿¿¿¿Identifier
2353¿VariableDeclarator¿¿3696¿v249¿¿¿{"start":{"line":7,"column":0},"end":{"line":37,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2354¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":37,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2355¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":37,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2356¿Identifier¿¿3696¿v248¿¿¿¿¿Identifier
2357¿Identifier¿¿3696¿describe¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2358¿Literal¿string¿3696¿¿'a'¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2359¿Literal¿string¿3696¿¿'Which alphabet to use'¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2360¿VariableDeclarator¿¿3696¿v250¿¿¿{"start":{"line":7,"column":0},"end":{"line":38,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2361¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":38,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2362¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":38,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2363¿Identifier¿¿3696¿v249¿¿¿¿¿Identifier
2364¿Identifier¿¿3696¿help¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2365¿Literal¿string¿3696¿¿'h'¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2366¿VariableDeclarator¿¿3696¿v251¿¿¿{"start":{"line":7,"column":0},"end":{"line":39,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2367¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":39,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2368¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":39,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2369¿Identifier¿¿3696¿v250¿¿¿¿¿Identifier
2370¿Identifier¿¿3696¿alias¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2371¿Literal¿string¿3696¿¿'h'¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2372¿Literal¿string¿3696¿¿'help'¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2373¿VariableDeclarator¿¿3696¿v252¿¿¿{"start":{"line":7,"column":0},"end":{"line":40,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿VariableDeclarator
2374¿CallExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":40,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿CallExpression
2375¿MemberExpression¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":40,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿MemberExpression
2376¿Identifier¿¿3696¿v251¿¿¿¿¿Identifier
2377¿Identifier¿¿3696¿epilog¿¿¿{"start":{"line":40,"column":5},"end":{"line":40,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Identifier
2378¿Literal¿string¿3696¿¿'©2016 - Abbey Hawk Sparrow'¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿Literal
2379¿ExpressionStatement¿¿3696¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":40,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
2380¿Identifier¿¿3696¿v252¿¿¿¿¿Identifier
2381¿ExpressionStatement¿¿3696¿¿¿¿{"start":{"line":41,"column":0},"end":{"line":41,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿ExpressionStatement
2382¿AssignmentExpression¿=¿3696¿¿¿¿{"start":{"line":41,"column":0},"end":{"line":41,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/727/src/ascii-art.js"}¿¿AssignmentExpression
