Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4086¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":766,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Program
4224¿Identifier¿¿7254¿defineKey¿¿¿{"start":{"line":46,"column":7},"end":{"line":46,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4225¿IfStatement¿¿7254¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿IfStatement
4226¿Identifier¿¿7254¿key¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4227¿ExpressionStatement¿¿7254¿¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
4228¿AssignmentExpression¿+=¿7254¿¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
4229¿Identifier¿¿7254¿key¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4230¿Identifier¿¿7254¿c¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4231¿BlockStatement¿¿7254¿¿¿¿¿¿BlockStatement
4232¿BlockStatement¿¿7254¿¿¿¿{"start":{"line":46,"column":18},"end":{"line":49,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BlockStatement
4233¿IfStatement¿¿7254¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":51,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿IfStatement
4234¿Identifier¿¿7254¿val¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4235¿ExpressionStatement¿¿7254¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
4236¿AssignmentExpression¿+=¿7254¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
4237¿Identifier¿¿7254¿val¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4238¿Identifier¿¿7254¿c¿¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4239¿BlockStatement¿¿7254¿¿¿¿¿¿BlockStatement
4240¿BlockStatement¿¿7254¿¿¿¿¿¿BlockStatement
4241¿SwitchCase¿¿7254¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
4242¿Literal¿string¿7254¿¿'\t'¿¿{"start":{"line":52,"column":7},"end":{"line":52,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4243¿SwitchCase¿¿7254¿¿¿¿{"start":{"line":53,"column":2},"end":{"line":54,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
4244¿Literal¿string¿7254¿¿'\r'¿¿{"start":{"line":53,"column":7},"end":{"line":53,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4245¿ContinueStatement¿¿7254¿¿¿¿{"start":{"line":54,"column":2},"end":{"line":54,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ContinueStatement
4246¿SwitchCase¿¿7254¿¿¿¿{"start":{"line":58,"column":2},"end":{"line":62,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
4247¿Literal¿string¿7254¿¿'#'¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4248¿VariableDeclarator¿¿7254¿v376¿¿¿{"start":{"line":59,"column":35},"end":{"line":59,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4249¿BinaryExpression¿+¿7254¿¿¿¿{"start":{"line":59,"column":35},"end":{"line":59,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
4250¿Identifier¿¿7254¿position¿¿¿{"start":{"line":59,"column":35},"end":{"line":59,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4251¿Literal¿number¿7254¿¿1¿¿{"start":{"line":59,"column":44},"end":{"line":59,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4252¿VariableDeclarator¿¿7254¿v377¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4253¿CallExpression¿¿7254¿¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
4254¿MemberExpression¿¿7254¿¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
4255¿Identifier¿¿7254¿source¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4256¿Identifier¿¿7254¿indexOf¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4257¿Literal¿string¿7254¿¿'\n'¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4258¿Identifier¿¿7254¿v376¿¿¿¿¿Identifier
4259¿ExpressionStatement¿¿7254¿¿¿¿{"start":{"line":59,"column":3},"end":{"line":59,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
4260¿AssignmentExpression¿=¿7254¿¿¿¿{"start":{"line":59,"column":3},"end":{"line":59,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
4261¿Identifier¿¿7254¿position¿¿¿{"start":{"line":59,"column":3},"end":{"line":59,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4262¿BinaryExpression¿-¿7254¿¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
4263¿Identifier¿¿7254¿v377¿¿¿¿¿Identifier
4264¿Literal¿number¿7254¿¿1¿¿{"start":{"line":59,"column":49},"end":{"line":59,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4265¿VariableDeclarator¿¿7254¿v378¿¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4266¿UnaryExpression¿-¿7254¿¿¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿UnaryExpression
4267¿Literal¿number¿7254¿¿2¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4268¿VariableDeclarator¿¿7254¿v379¿¿¿{"start":{"line":60,"column":7},"end":{"line":60,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4269¿BinaryExpression¿==¿7254¿¿¿¿{"start":{"line":60,"column":7},"end":{"line":60,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
4270¿Identifier¿¿7254¿position¿¿¿{"start":{"line":60,"column":7},"end":{"line":60,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4271¿Identifier¿¿7254¿v378¿¿¿¿¿Identifier
4272¿IfStatement¿¿7254¿¿¿¿{"start":{"line":60,"column":3},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿IfStatement
4273¿Identifier¿¿7254¿v379¿¿¿¿¿Identifier
4274¿ExpressionStatement¿¿7254¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
4275¿AssignmentExpression¿=¿7254¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
4276¿Identifier¿¿7254¿position¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4277¿Identifier¿¿7254¿Infinity¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4278¿BlockStatement¿¿7254¿¿¿¿¿¿BlockStatement
4279¿ContinueStatement¿¿7254¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ContinueStatement
4280¿SwitchCase¿¿7254¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
4281¿Literal¿string¿7254¿¿'''¿¿{"start":{"line":66,"column":7},"end":{"line":66,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4282¿SwitchCase¿¿7254¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":109,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿SwitchCase
4283¿Literal¿string¿7254¿¿'''¿¿{"start":{"line":67,"column":7},"end":{"line":67,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4284¿VariableDeclarator¿¿7254¿v380¿¿¿{"start":{"line":68,"column":7},"end":{"line":68,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4285¿UnaryExpression¿!¿7254¿¿¿¿{"start":{"line":68,"column":7},"end":{"line":68,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿UnaryExpression
4286¿Identifier¿¿7254¿defineKey¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4287¿VariableDeclarator¿¿7254¿v381¿¿¿{"start":{"line":68,"column":7},"end":{"line":68,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4288¿LogicalExpression¿&&¿7254¿¿¿¿{"start":{"line":68,"column":7},"end":{"line":68,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿LogicalExpression
4289¿Identifier¿¿7254¿v380¿¿¿¿¿Identifier
4290¿Identifier¿¿7254¿val¿¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4291¿IfStatement¿¿7254¿¿¿¿{"start":{"line":68,"column":3},"end":{"line":71,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿IfStatement
4292¿Identifier¿¿7254¿v381¿¿¿¿¿Identifier
4293¿ExpressionStatement¿¿7254¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
4294¿AssignmentExpression¿+=¿7254¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
4295¿Identifier¿¿7254¿val¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4296¿Identifier¿¿7254¿c¿¿¿{"start":{"line":69,"column":11},"end":{"line":69,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4297¿ContinueStatement¿¿7254¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ContinueStatement
4298¿BlockStatement¿¿7254¿¿¿¿{"start":{"line":68,"column":26},"end":{"line":71,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BlockStatement
4299¿VariableDeclarator¿¿7254¿v382¿¿¿{"start":{"line":73,"column":24},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4300¿BinaryExpression¿+¿7254¿¿¿¿{"start":{"line":73,"column":24},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
4301¿Identifier¿¿7254¿position¿¿¿{"start":{"line":73,"column":24},"end":{"line":73,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4302¿Literal¿number¿7254¿¿1¿¿{"start":{"line":73,"column":33},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4303¿VariableDeclarator¿¿7254¿v383¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4304¿MemberExpression¿computed¿7254¿¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
4305¿Identifier¿¿7254¿source¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4306¿Identifier¿¿7254¿v382¿¿¿¿¿Identifier
4307¿VariableDeclarator¿¿7254¿v384¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4308¿BinaryExpression¿==¿7254¿¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
4309¿Identifier¿¿7254¿v383¿¿¿¿¿Identifier
4310¿Identifier¿¿7254¿c¿¿¿{"start":{"line":73,"column":39},"end":{"line":73,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4311¿VariableDeclarator¿¿7254¿v385¿¿¿{"start":{"line":73,"column":51},"end":{"line":73,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4312¿BinaryExpression¿+¿7254¿¿¿¿{"start":{"line":73,"column":51},"end":{"line":73,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
4313¿Identifier¿¿7254¿position¿¿¿{"start":{"line":73,"column":51},"end":{"line":73,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4314¿Literal¿number¿7254¿¿2¿¿{"start":{"line":73,"column":60},"end":{"line":73,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4315¿VariableDeclarator¿¿7254¿v386¿¿¿{"start":{"line":73,"column":44},"end":{"line":73,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4316¿MemberExpression¿computed¿7254¿¿¿¿{"start":{"line":73,"column":44},"end":{"line":73,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿MemberExpression
4317¿Identifier¿¿7254¿source¿¿¿{"start":{"line":73,"column":44},"end":{"line":73,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4318¿Identifier¿¿7254¿v385¿¿¿¿¿Identifier
4319¿VariableDeclarator¿¿7254¿v387¿¿¿{"start":{"line":73,"column":44},"end":{"line":73,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4320¿BinaryExpression¿==¿7254¿¿¿¿{"start":{"line":73,"column":44},"end":{"line":73,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿BinaryExpression
4321¿Identifier¿¿7254¿v386¿¿¿¿¿Identifier
4322¿Identifier¿¿7254¿c¿¿¿{"start":{"line":73,"column":66},"end":{"line":73,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4323¿VariableDeclarator¿¿7254¿triple¿¿¿{"start":{"line":73,"column":7},"end":{"line":73,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
4324¿LogicalExpression¿&&¿7254¿¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿LogicalExpression
4325¿Identifier¿¿7254¿v384¿¿¿¿¿Identifier
4326¿Identifier¿¿7254¿v387¿¿¿¿¿Identifier
4327¿ExpressionStatement¿¿7254¿¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿ExpressionStatement
4328¿AssignmentExpression¿=¿7254¿¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿AssignmentExpression
4329¿Identifier¿¿7254¿end¿¿¿{"start":{"line":74,"column":3},"end":{"line":74,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4330¿CallExpression¿¿7254¿¿¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿CallExpression
4331¿Identifier¿¿7254¿fragment¿¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4332¿Identifier¿¿7254¿source¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4333¿Identifier¿¿7254¿position¿¿¿{"start":{"line":74,"column":26},"end":{"line":74,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4334¿Literal¿boolean¿7254¿¿true¿¿{"start":{"line":74,"column":36},"end":{"line":74,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Literal
4335¿IfStatement¿¿7254¿¿¿¿{"start":{"line":76,"column":3},"end":{"line":98,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿IfStatement
4336¿Identifier¿¿7254¿defineKey¿¿¿{"start":{"line":76,"column":7},"end":{"line":76,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4337¿IfStatement¿¿7254¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":78,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿IfStatement
4338¿Identifier¿¿7254¿key¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿Identifier
4339¿VariableDeclarator¿¿7254¿v388¿¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/ion-parser_0.5.2/src/parser.js"}¿¿VariableDeclarator
